"","date","SJI"
"1","2007-01-03",16.764999
"2","2007-01-04",16.715
"3","2007-01-05",16.209999
"4","2007-01-08",16.205
"5","2007-01-09",16.225
"6","2007-01-10",16.219999
"7","2007-01-11",16.605
"8","2007-01-12",16.674999
"9","2007-01-16",16.445
"10","2007-01-17",16.334999
"11","2007-01-18",16.209999
"12","2007-01-19",16.219999
"13","2007-01-22",16.215
"14","2007-01-23",16.365
"15","2007-01-24",16.424999
"16","2007-01-25",16.08
"17","2007-01-26",16.219999
"18","2007-01-29",16.23
"19","2007-01-30",16.540001
"20","2007-01-31",16.52
"21","2007-02-01",16.754999
"22","2007-02-02",16.74
"23","2007-02-05",16.855
"24","2007-02-06",17.025
"25","2007-02-07",17.155001
"26","2007-02-08",17.190001
"27","2007-02-09",17.215
"28","2007-02-12",17.25
"29","2007-02-13",17.424999
"30","2007-02-14",17.450001
"31","2007-02-15",17.290001
"32","2007-02-16",17.25
"33","2007-02-20",17.360001
"34","2007-02-21",17.334999
"35","2007-02-22",17.485001
"36","2007-02-23",17.325001
"37","2007-02-26",17.370001
"38","2007-02-27",17.049999
"39","2007-02-28",17.299999
"40","2007-03-01",17.225
"41","2007-03-02",16.995001
"42","2007-03-05",16.635
"43","2007-03-06",16.870001
"44","2007-03-07",16.59
"45","2007-03-08",16.620001
"46","2007-03-09",16.775
"47","2007-03-12",17.275
"48","2007-03-13",16.959999
"49","2007-03-14",17.26
"50","2007-03-15",18.195
"51","2007-03-16",18.045
"52","2007-03-19",18.459999
"53","2007-03-20",18.629999
"54","2007-03-21",19.049999
"55","2007-03-22",19.030001
"56","2007-03-23",19.02
"57","2007-03-26",18.875
"58","2007-03-27",18.895
"59","2007-03-28",18.93
"60","2007-03-29",18.985001
"61","2007-03-30",19.025
"62","2007-04-02",19.129999
"63","2007-04-03",19.48
"64","2007-04-04",19.450001
"65","2007-04-05",19.264999
"66","2007-04-09",19.200001
"67","2007-04-10",19.184999
"68","2007-04-11",19.155001
"69","2007-04-12",19.125
"70","2007-04-13",19.110001
"71","2007-04-16",19.129999
"72","2007-04-17",19.07
"73","2007-04-18",18.785
"74","2007-04-19",18.870001
"75","2007-04-20",19.139999
"76","2007-04-23",19.245001
"77","2007-04-24",19.41
"78","2007-04-25",19.629999
"79","2007-04-26",19.635
"80","2007-04-27",19.844999
"81","2007-04-30",19.635
"82","2007-05-01",19.74
"83","2007-05-02",19.844999
"84","2007-05-03",19.695
"85","2007-05-04",20.025
"86","2007-05-07",19.969999
"87","2007-05-08",20.075001
"88","2007-05-09",20.105
"89","2007-05-10",19.195
"90","2007-05-11",19.305
"91","2007-05-14",19.455
"92","2007-05-15",19.440001
"93","2007-05-16",19.625
"94","2007-05-17",19.629999
"95","2007-05-18",19.780001
"96","2007-05-21",20.139999
"97","2007-05-22",20.215
"98","2007-05-23",19.610001
"99","2007-05-24",19.200001
"100","2007-05-25",19.23
"101","2007-05-29",19.545
"102","2007-05-30",19.66
"103","2007-05-31",19.434999
"104","2007-06-01",19.535
"105","2007-06-04",19.605
"106","2007-06-05",19.1
"107","2007-06-06",18.785
"108","2007-06-07",17.985001
"109","2007-06-08",18.275
"110","2007-06-11",18.485001
"111","2007-06-12",18.07
"112","2007-06-13",18.17
"113","2007-06-14",17.84
"114","2007-06-15",17.99
"115","2007-06-18",17.82
"116","2007-06-19",17.895
"117","2007-06-20",17.635
"118","2007-06-21",17.605
"119","2007-06-22",17.57
"120","2007-06-25",17.555
"121","2007-06-26",17.469999
"122","2007-06-27",17.725
"123","2007-06-28",17.6
"124","2007-06-29",17.690001
"125","2007-07-02",18.035
"126","2007-07-03",18.045
"127","2007-07-05",18.190001
"128","2007-07-06",17.98
"129","2007-07-09",17.945
"130","2007-07-10",17.719999
"131","2007-07-11",17.84
"132","2007-07-12",18.215
"133","2007-07-13",18.174999
"134","2007-07-16",17.780001
"135","2007-07-17",17.700001
"136","2007-07-18",17.754999
"137","2007-07-19",17.965
"138","2007-07-20",17.530001
"139","2007-07-23",17.709999
"140","2007-07-24",17.045
"141","2007-07-25",16.860001
"142","2007-07-26",16.5
"143","2007-07-27",16.360001
"144","2007-07-30",16.42
"145","2007-07-31",16.385
"146","2007-08-01",16.84
"147","2007-08-02",16.93
"148","2007-08-03",15.98
"149","2007-08-06",16.709999
"150","2007-08-07",16.610001
"151","2007-08-08",17.01
"152","2007-08-09",17.65
"153","2007-08-10",17.514999
"154","2007-08-13",16.934999
"155","2007-08-14",16.57
"156","2007-08-15",16.525
"157","2007-08-16",16.584999
"158","2007-08-17",16.575001
"159","2007-08-20",16.615
"160","2007-08-21",16.815001
"161","2007-08-22",16.975
"162","2007-08-23",16.950001
"163","2007-08-24",17.325001
"164","2007-08-27",17
"165","2007-08-28",16.625
"166","2007-08-29",17.040001
"167","2007-08-30",16.879999
"168","2007-08-31",16.955
"169","2007-09-04",17.01
"170","2007-09-05",16.67
"171","2007-09-06",16.51
"172","2007-09-07",16.209999
"173","2007-09-10",16.190001
"174","2007-09-11",16.115
"175","2007-09-12",16.584999
"176","2007-09-13",16.700001
"177","2007-09-14",16.620001
"178","2007-09-17",16.775
"179","2007-09-18",17.424999
"180","2007-09-19",17.785
"181","2007-09-20",17.75
"182","2007-09-21",17.985001
"183","2007-09-24",17.790001
"184","2007-09-25",17.705
"185","2007-09-26",17.764999
"186","2007-09-27",17.725
"187","2007-09-28",17.4
"188","2007-10-01",17.76
"189","2007-10-02",17.945
"190","2007-10-03",17.764999
"191","2007-10-04",18.065001
"192","2007-10-05",18.530001
"193","2007-10-08",18.35
"194","2007-10-09",18.735001
"195","2007-10-10",18.514999
"196","2007-10-11",18.514999
"197","2007-10-12",18.719999
"198","2007-10-15",18.254999
"199","2007-10-16",18.445
"200","2007-10-17",18.24
"201","2007-10-18",18.084999
"202","2007-10-19",17.275
"203","2007-10-22",17.82
"204","2007-10-23",18.094999
"205","2007-10-24",18.055
"206","2007-10-25",18.254999
"207","2007-10-26",18.719999
"208","2007-10-29",18.309999
"209","2007-10-30",18.26
"210","2007-10-31",18.780001
"211","2007-11-01",18.184999
"212","2007-11-02",18.309999
"213","2007-11-05",18.205
"214","2007-11-06",18.450001
"215","2007-11-07",17.875
"216","2007-11-08",18.469999
"217","2007-11-09",18.309999
"218","2007-11-12",18.385
"219","2007-11-13",18.82
"220","2007-11-14",18.895
"221","2007-11-15",18.959999
"222","2007-11-16",18.92
"223","2007-11-19",18.924999
"224","2007-11-20",18.965
"225","2007-11-21",18.879999
"226","2007-11-23",19.01
"227","2007-11-26",18.620001
"228","2007-11-27",18.754999
"229","2007-11-28",18.83
"230","2007-11-29",18.75
"231","2007-11-30",18.450001
"232","2007-12-03",18.355
"233","2007-12-04",18.365
"234","2007-12-05",18.469999
"235","2007-12-06",18.525
"236","2007-12-07",18.26
"237","2007-12-10",18.155001
"238","2007-12-11",17.795
"239","2007-12-12",18.115
"240","2007-12-13",18.065001
"241","2007-12-14",17.705
"242","2007-12-17",17.43
"243","2007-12-18",17.719999
"244","2007-12-19",17.725
"245","2007-12-20",18.065001
"246","2007-12-21",18.834999
"247","2007-12-24",18.99
"248","2007-12-26",18.895
"249","2007-12-27",18.360001
"250","2007-12-28",18.305
"251","2007-12-31",18.045
"252","2008-01-02",18.135
"253","2008-01-03",17.985001
"254","2008-01-04",18.075001
"255","2008-01-07",18.635
"256","2008-01-08",18.434999
"257","2008-01-09",18.795
"258","2008-01-10",19.040001
"259","2008-01-11",18.610001
"260","2008-01-14",18.73
"261","2008-01-15",18.455
"262","2008-01-16",18.67
"263","2008-01-17",18.42
"264","2008-01-18",18.07
"265","2008-01-22",17.469999
"266","2008-01-23",18.245001
"267","2008-01-24",17.665001
"268","2008-01-25",17.495001
"269","2008-01-28",17.73
"270","2008-01-29",17.67
"271","2008-01-30",17.254999
"272","2008-01-31",17.514999
"273","2008-02-01",17.895
"274","2008-02-04",18.040001
"275","2008-02-05",17.540001
"276","2008-02-06",17.495001
"277","2008-02-07",17.68
"278","2008-02-08",17.575001
"279","2008-02-11",17.51
"280","2008-02-12",17.67
"281","2008-02-13",17.969999
"282","2008-02-14",17.639999
"283","2008-02-15",17.780001
"284","2008-02-19",17.85
"285","2008-02-20",17.959999
"286","2008-02-21",17.65
"287","2008-02-22",17.684999
"288","2008-02-25",18.014999
"289","2008-02-26",18.18
"290","2008-02-27",18.365
"291","2008-02-28",17.969999
"292","2008-02-29",17.084999
"293","2008-03-03",17.09
"294","2008-03-04",17.115
"295","2008-03-05",16.969999
"296","2008-03-06",16.325001
"297","2008-03-07",16.309999
"298","2008-03-10",16.17
"299","2008-03-11",16.315001
"300","2008-03-12",16.24
"301","2008-03-13",16.735001
"302","2008-03-14",16.74
"303","2008-03-17",16.875
"304","2008-03-18",17.540001
"305","2008-03-19",17.299999
"306","2008-03-20",17.280001
"307","2008-03-24",17.379999
"308","2008-03-25",17.455
"309","2008-03-26",17.59
"310","2008-03-27",17.405001
"311","2008-03-28",17.41
"312","2008-03-31",17.555
"313","2008-04-01",17.865
"314","2008-04-02",18.4
"315","2008-04-03",18.315001
"316","2008-04-04",18.045
"317","2008-04-07",18.195
"318","2008-04-08",18.275
"319","2008-04-09",18.205
"320","2008-04-10",18.35
"321","2008-04-11",18.045
"322","2008-04-14",17.93
"323","2008-04-15",18.32
"324","2008-04-16",18.695
"325","2008-04-17",18.48
"326","2008-04-18",18.645
"327","2008-04-21",18.540001
"328","2008-04-22",18.395
"329","2008-04-23",18.559999
"330","2008-04-24",18.605
"331","2008-04-25",18.504999
"332","2008-04-28",18.504999
"333","2008-04-29",18.4
"334","2008-04-30",18.254999
"335","2008-05-01",18.700001
"336","2008-05-02",18.610001
"337","2008-05-05",18.83
"338","2008-05-06",18.860001
"339","2008-05-07",18.495001
"340","2008-05-08",18.575001
"341","2008-05-09",18.665001
"342","2008-05-12",19.115
"343","2008-05-13",19.445
"344","2008-05-14",19.375
"345","2008-05-15",19.280001
"346","2008-05-16",19.295
"347","2008-05-19",19.184999
"348","2008-05-20",19.295
"349","2008-05-21",19.16
"350","2008-05-22",19.4
"351","2008-05-23",19.09
"352","2008-05-27",19.42
