"","date","SMFG"
"1","2007-01-03",20.799999
"2","2007-01-04",20.4
"3","2007-01-05",20.5
"4","2007-01-08",20.700001
"5","2007-01-09",20.6
"6","2007-01-10",20.440001
"7","2007-01-11",20.200001
"8","2007-01-12",20.700001
"9","2007-01-16",21
"10","2007-01-17",21.1
"11","2007-01-18",20.700001
"12","2007-01-19",20.6
"13","2007-01-22",21.059999
"14","2007-01-23",21.280001
"15","2007-01-24",21.08
"16","2007-01-25",20.700001
"17","2007-01-26",20.6
"18","2007-01-29",20.299999
"19","2007-01-30",20.4
"20","2007-01-31",20.299999
"21","2007-02-01",20
"22","2007-02-02",19.700001
"23","2007-02-05",19.5
"24","2007-02-06",19.299999
"25","2007-02-07",19.1
"26","2007-02-08",18.6
"27","2007-02-09",19.299999
"28","2007-02-12",19.200001
"29","2007-02-13",19.6
"30","2007-02-14",19.700001
"31","2007-02-15",19.700001
"32","2007-02-16",20.200001
"33","2007-02-20",20.16
"34","2007-02-21",20.1
"35","2007-02-22",20.1
"36","2007-02-23",20.1
"37","2007-02-26",19.9
"38","2007-02-27",19.1
"39","2007-02-28",19.700001
"40","2007-03-01",19.4
"41","2007-03-02",19.1
"42","2007-03-05",19.200001
"43","2007-03-06",19.299999
"44","2007-03-07",19
"45","2007-03-08",19.4
"46","2007-03-09",19.4
"47","2007-03-12",19.139999
"48","2007-03-13",19
"49","2007-03-14",18.84
"50","2007-03-15",18.6
"51","2007-03-16",18.200001
"52","2007-03-19",18.1
"53","2007-03-20",18.200001
"54","2007-03-21",18.4
"55","2007-03-22",18.639999
"56","2007-03-23",18.780001
"57","2007-03-26",18.9
"58","2007-03-27",18.6
"59","2007-03-28",18.24
"60","2007-03-29",18.200001
"61","2007-03-30",18.299999
"62","2007-04-02",18.139999
"63","2007-04-03",18.719999
"64","2007-04-04",18.9
"65","2007-04-05",19
"66","2007-04-09",19.299999
"67","2007-04-10",19.700001
"68","2007-04-11",19.360001
"69","2007-04-12",19.6
"70","2007-04-13",19.200001
"71","2007-04-16",19
"72","2007-04-17",18.68
"73","2007-04-18",18.700001
"74","2007-04-19",18.4
"75","2007-04-20",18.280001
"76","2007-04-23",18.16
"77","2007-04-24",18.1
"78","2007-04-25",18.18
"79","2007-04-26",17.6
"80","2007-04-27",17.200001
"81","2007-04-30",17.4
"82","2007-05-01",17.4
"83","2007-05-02",17.42
"84","2007-05-03",17.299999
"85","2007-05-04",17.6
"86","2007-05-07",17.9
"87","2007-05-08",18.299999
"88","2007-05-09",18.459999
"89","2007-05-10",18.200001
"90","2007-05-11",18.5
"91","2007-05-14",18.299999
"92","2007-05-15",18.1
"93","2007-05-16",18.02
"94","2007-05-17",17.559999
"95","2007-05-18",17.700001
"96","2007-05-21",17.76
"97","2007-05-22",18.82
"98","2007-05-23",19.700001
"99","2007-05-24",19.5
"100","2007-05-25",19.280001
"101","2007-05-29",19.700001
"102","2007-05-30",19.559999
"103","2007-05-31",19.540001
"104","2007-06-01",19.48
"105","2007-06-04",19.5
"106","2007-06-05",19.1
"107","2007-06-06",19.4
"108","2007-06-07",19.5
"109","2007-06-08",19.700001
"110","2007-06-11",19.879999
"111","2007-06-12",19.6
"112","2007-06-13",19.700001
"113","2007-06-14",19.48
"114","2007-06-15",19.5
"115","2007-06-18",19.5
"116","2007-06-19",19.540001
"117","2007-06-20",19.299999
"118","2007-06-21",19.120001
"119","2007-06-22",18.5
"120","2007-06-25",18.700001
"121","2007-06-26",18.5
"122","2007-06-27",18.700001
"123","2007-06-28",18.52
"124","2007-06-29",18.48
"125","2007-07-02",19.02
"126","2007-07-03",19.299999
"127","2007-07-05",19.1
"128","2007-07-06",18.799999
"129","2007-07-09",19.08
"130","2007-07-10",18.799999
"131","2007-07-11",18.6
"132","2007-07-12",19
"133","2007-07-13",19.1
"134","2007-07-16",19.219999
"135","2007-07-17",18.6
"136","2007-07-18",18.6
"137","2007-07-19",18.58
"138","2007-07-20",18.200001
"139","2007-07-23",18.200001
"140","2007-07-24",18.200001
"141","2007-07-25",18.700001
"142","2007-07-26",18.4
"143","2007-07-27",18.5
"144","2007-07-30",18.299999
"145","2007-07-31",17.9
"146","2007-08-01",17.299999
"147","2007-08-02",16.9
"148","2007-08-03",16.68
"149","2007-08-06",16.6
"150","2007-08-07",16.4
"151","2007-08-08",17.02
"152","2007-08-09",17.1
"153","2007-08-10",17
"154","2007-08-13",16.6
"155","2007-08-14",16.24
"156","2007-08-15",15.5
"157","2007-08-16",15.9
"158","2007-08-17",16.1
"159","2007-08-20",15.8
"160","2007-08-21",15.78
"161","2007-08-22",15.6
"162","2007-08-23",16
"163","2007-08-24",16.059999
"164","2007-08-27",15.9
"165","2007-08-28",15.4
"166","2007-08-29",15.68
"167","2007-08-30",15.4
"168","2007-08-31",15.8
"169","2007-09-04",15.52
"170","2007-09-05",15.06
"171","2007-09-06",15.06
"172","2007-09-07",14.64
"173","2007-09-10",14.38
"174","2007-09-11",14.88
"175","2007-09-12",14.28
"176","2007-09-13",13.8
"177","2007-09-14",14.34
"178","2007-09-17",14.16
"179","2007-09-18",13.82
"180","2007-09-19",14.2
"181","2007-09-20",13.84
"182","2007-09-21",13.38
"183","2007-09-24",13.5
"184","2007-09-25",14.08
"185","2007-09-26",14.66
"186","2007-09-27",15.46
"187","2007-09-28",15.42
"188","2007-10-01",15.5
"189","2007-10-02",15.9
"190","2007-10-03",16.1
"191","2007-10-04",16.5
"192","2007-10-05",16.799999
"193","2007-10-08",16.66
"194","2007-10-09",16.700001
"195","2007-10-10",16.059999
"196","2007-10-11",16.059999
"197","2007-10-12",15.94
"198","2007-10-15",15.56
"199","2007-10-16",14.74
"200","2007-10-17",14.08
"201","2007-10-18",14.58
"202","2007-10-19",14.2
"203","2007-10-22",14.66
"204","2007-10-23",14.78
"205","2007-10-24",14.56
"206","2007-10-25",14.58
"207","2007-10-26",14.94
"208","2007-10-29",16.200001
"209","2007-10-30",16.040001
"210","2007-10-31",16.139999
"211","2007-11-01",15.82
"212","2007-11-02",15
"213","2007-11-05",14.64
"214","2007-11-06",14.74
"215","2007-11-07",14
"216","2007-11-08",14.16
"217","2007-11-09",13.24
"218","2007-11-12",13.12
"219","2007-11-13",13.42
"220","2007-11-14",14
"221","2007-11-15",14.1
"222","2007-11-16",14
"223","2007-11-19",13.92
"224","2007-11-20",14.4
"225","2007-11-21",14.42
"226","2007-11-23",15.1
"227","2007-11-26",15.62
"228","2007-11-27",16.5
"229","2007-11-28",16.5
"230","2007-11-29",16.52
"231","2007-11-30",16.9
"232","2007-12-03",16.879999
"233","2007-12-04",16.5
"234","2007-12-05",16.58
"235","2007-12-06",17.52
"236","2007-12-07",16.82
"237","2007-12-10",17.219999
"238","2007-12-11",16.52
"239","2007-12-12",16.76
"240","2007-12-13",15.6
"241","2007-12-14",14.84
"242","2007-12-17",14.2
"243","2007-12-18",14.52
"244","2007-12-19",14.52
"245","2007-12-20",15.04
"246","2007-12-21",14.82
"247","2007-12-24",14.82
"248","2007-12-26",15.06
"249","2007-12-27",14.82
"250","2007-12-28",14.44
"251","2007-12-31",14.56
"252","2008-01-02",14.7
"253","2008-01-03",14.9
"254","2008-01-04",14.46
"255","2008-01-07",14.68
"256","2008-01-08",15.28
"257","2008-01-09",15.8
"258","2008-01-10",15.68
"259","2008-01-11",15.48
"260","2008-01-14",15.76
"261","2008-01-15",15.18
"262","2008-01-16",15.04
"263","2008-01-17",14.56
"264","2008-01-18",14.74
"265","2008-01-22",13.92
"266","2008-01-23",14.04
"267","2008-01-24",14.78
"268","2008-01-25",15.48
"269","2008-01-28",15.48
"270","2008-01-29",15.52
"271","2008-01-30",16.02
"272","2008-01-31",15.96
"273","2008-02-01",15.7
"274","2008-02-04",15.8
"275","2008-02-05",15.3
"276","2008-02-06",15.18
"277","2008-02-07",15.08
"278","2008-02-08",14.4
"279","2008-02-11",14.42
"280","2008-02-12",14.62
"281","2008-02-13",14.36
"282","2008-02-14",14.2
"283","2008-02-15",14.28
"284","2008-02-19",14.52
"285","2008-02-20",13.94
"286","2008-02-21",13.96
"287","2008-02-22",14.22
"288","2008-02-25",14.94
"289","2008-02-26",15.02
"290","2008-02-27",15.28
"291","2008-02-28",14.86
"292","2008-02-29",14.3
"293","2008-03-03",14.32
"294","2008-03-04",13.52
"295","2008-03-05",13.56
"296","2008-03-06",13.62
"297","2008-03-07",13.06
"298","2008-03-10",13.22
"299","2008-03-11",13.64
"300","2008-03-12",14
"301","2008-03-13",13.58
"302","2008-03-14",13.04
"303","2008-03-17",13.2
"304","2008-03-18",13.6
"305","2008-03-19",13.24
"306","2008-03-20",13.62
"307","2008-03-24",14.82
"308","2008-03-25",14.52
"309","2008-03-26",13.82
"310","2008-03-27",13.5
"311","2008-03-28",13.54
"312","2008-03-31",13.28
"313","2008-04-01",13.92
"314","2008-04-02",14.34
"315","2008-04-03",14.74
"316","2008-04-04",15
"317","2008-04-07",15.04
"318","2008-04-08",14.42
"319","2008-04-09",14.12
"320","2008-04-10",14.22
"321","2008-04-11",14
"322","2008-04-14",13.76
"323","2008-04-15",13.96
"324","2008-04-16",14.7
"325","2008-04-17",14.94
"326","2008-04-18",15
"327","2008-04-21",15.14
"328","2008-04-22",14.54
"329","2008-04-23",14.9
"330","2008-04-24",14.92
"331","2008-04-25",15.86
"332","2008-04-28",17.360001
"333","2008-04-29",17.16
"334","2008-04-30",17.08
"335","2008-05-01",16.92
"336","2008-05-02",17.219999
"337","2008-05-05",17.1
"338","2008-05-06",17.26
"339","2008-05-07",16.799999
"340","2008-05-08",16.639999
"341","2008-05-09",16.440001
"342","2008-05-12",16.08
"343","2008-05-13",16.02
"344","2008-05-14",15.84
"345","2008-05-15",16.620001
"346","2008-05-16",16.799999
"347","2008-05-19",16.92
"348","2008-05-20",16.120001
"349","2008-05-21",15.52
"350","2008-05-22",16.26
"351","2008-05-23",15.9
"352","2008-05-27",16.219999
"353","2008-05-28",16.059999
"354","2008-05-29",16.32
"355","2008-05-30",17.18
"356","2008-06-02",17.6
"357","2008-06-03",17.48
"358","2008-06-04",17.780001
"359","2008-06-05",17.860001
"360","2008-06-06",17.18
"361","2008-06-09",16.860001
"362","2008-06-10",16.52
"363","2008-06-11",16.059999
"364","2008-06-12",16.059999
"365","2008-06-13",16.280001
"366","2008-06-16",16.780001
"367","2008-06-17",16.98
"368","2008-06-18",17.120001
"369","2008-06-19",16.34
"370","2008-06-20",16.059999
"371","2008-06-23",15.88
"372","2008-06-24",15.82
"373","2008-06-25",15.9
"374","2008-06-26",15.42
"375","2008-06-27",15
"376","2008-06-30",14.96
"377","2008-07-01",14.78
"378","2008-07-02",13.92
"379","2008-07-03",14.6
"380","2008-07-07",14.76
"381","2008-07-08",14.66
"382","2008-07-09",14.52
"383","2008-07-10",15.44
"384","2008-07-11",15.38
"385","2008-07-14",15.36
"386","2008-07-15",14.6
"387","2008-07-16",15.82
"388","2008-07-17",15.78
"389","2008-07-18",15.6
"390","2008-07-21",15.82
"391","2008-07-22",16.1
"392","2008-07-23",16.379999
"393","2008-07-24",15.9
"394","2008-07-25",15.6
"395","2008-07-28",15.18
"396","2008-07-29",15.76
"397","2008-07-30",15.82
"398","2008-07-31",15.2
"399","2008-08-01",14.38
"400","2008-08-04",13.36
"401","2008-08-05",13.94
"402","2008-08-06",13.5
"403","2008-08-07",12.84
"404","2008-08-08",12.96
"405","2008-08-11",12.84
"406","2008-08-12",12.72
"407","2008-08-13",12.42
"408","2008-08-14",12.32
"409","2008-08-15",12.26
"410","2008-08-18",12.18
"411","2008-08-19",12.12
"412","2008-08-20",12.26
"413","2008-08-21",12.16
"414","2008-08-22",11.82
"415","2008-08-25",11.68
"416","2008-08-26",11.84
"417","2008-08-27",11.86
