"","date","UFCS"
"1","2007-01-03",35.18
"2","2007-01-04",35.16
"3","2007-01-05",35.080002
"4","2007-01-08",35.040001
"5","2007-01-09",35.419998
"6","2007-01-10",35.48
"7","2007-01-11",35.68
"8","2007-01-12",35.689999
"9","2007-01-16",35.82
"10","2007-01-17",35.540001
"11","2007-01-18",35.279999
"12","2007-01-19",35.150002
"13","2007-01-22",34.990002
"14","2007-01-23",34.990002
"15","2007-01-24",34.889999
"16","2007-01-25",34.009998
"17","2007-01-26",34.349998
"18","2007-01-29",33.880001
"19","2007-01-30",34.02
"20","2007-01-31",33.849998
"21","2007-02-01",33.959999
"22","2007-02-02",34.150002
"23","2007-02-05",33.779999
"24","2007-02-06",34
"25","2007-02-07",34.09
"26","2007-02-08",34.310001
"27","2007-02-09",34.009998
"28","2007-02-12",34.599998
"29","2007-02-13",35.299999
"30","2007-02-14",35.299999
"31","2007-02-15",35.299999
"32","2007-02-16",35.23
"33","2007-02-20",35.880001
"34","2007-02-21",36.119999
"35","2007-02-22",36.32
"36","2007-02-23",36.27
"37","2007-02-26",36.259998
"38","2007-02-27",34.650002
"39","2007-02-28",34.650002
"40","2007-03-01",34.130001
"41","2007-03-02",33.740002
"42","2007-03-05",32.959999
"43","2007-03-06",33.880001
"44","2007-03-07",33.599998
"45","2007-03-08",33.91
"46","2007-03-09",33.830002
"47","2007-03-12",34.080002
"48","2007-03-13",32.880001
"49","2007-03-14",33.23
"50","2007-03-15",33.810001
"51","2007-03-16",34.150002
"52","2007-03-19",34.82
"53","2007-03-20",34.950001
"54","2007-03-21",35.48
"55","2007-03-22",35.299999
"56","2007-03-23",35.490002
"57","2007-03-26",35.259998
"58","2007-03-27",35.130001
"59","2007-03-28",34.919998
"60","2007-03-29",34.98
"61","2007-03-30",35.130001
"62","2007-04-02",35.139999
"63","2007-04-03",36.009998
"64","2007-04-04",36.310001
"65","2007-04-05",36.279999
"66","2007-04-09",35.889999
"67","2007-04-10",35.970001
"68","2007-04-11",35.73
"69","2007-04-12",35.869999
"70","2007-04-13",36
"71","2007-04-16",36.450001
"72","2007-04-17",36.34
"73","2007-04-18",36.25
"74","2007-04-19",35.919998
"75","2007-04-20",36.57
"76","2007-04-23",37.799999
"77","2007-04-24",37.560001
"78","2007-04-25",37.990002
"79","2007-04-26",37.880001
"80","2007-04-27",36.93
"81","2007-04-30",36.75
"82","2007-05-01",36.630001
"83","2007-05-02",37.32
"84","2007-05-03",37.09
"85","2007-05-04",37.299999
"86","2007-05-07",38.16
"87","2007-05-08",38.049999
"88","2007-05-09",37.869999
"89","2007-05-10",37.060001
"90","2007-05-11",37.689999
"91","2007-05-14",37.189999
"92","2007-05-15",36.869999
"93","2007-05-16",37.32
"94","2007-05-17",36.790001
"95","2007-05-18",37.139999
"96","2007-05-21",37.349998
"97","2007-05-22",37.27
"98","2007-05-23",37.549999
"99","2007-05-24",36.970001
"100","2007-05-25",37.669998
"101","2007-05-29",38.790001
"102","2007-05-30",39.470001
"103","2007-05-31",39.150002
"104","2007-06-01",39.810001
"105","2007-06-04",39.75
"106","2007-06-05",38.900002
"107","2007-06-06",37.709999
"108","2007-06-07",36.73
"109","2007-06-08",36.73
"110","2007-06-11",36.470001
"111","2007-06-12",35.98
"112","2007-06-13",35.66
"113","2007-06-14",35.310001
"114","2007-06-15",35.619999
"115","2007-06-18",35.59
"116","2007-06-19",35.919998
"117","2007-06-20",35.16
"118","2007-06-21",35.380001
"119","2007-06-22",34.650002
"120","2007-06-25",34.790001
"121","2007-06-26",35.139999
"122","2007-06-27",35.849998
"123","2007-06-28",35.919998
"124","2007-06-29",35.380001
"125","2007-07-02",36.189999
"126","2007-07-03",36.439999
"127","2007-07-05",36.18
"128","2007-07-06",35.900002
"129","2007-07-09",35.560001
"130","2007-07-10",34.560001
"131","2007-07-11",34.759998
"132","2007-07-12",35.27
"133","2007-07-13",35.5
"134","2007-07-16",34.290001
"135","2007-07-17",34.889999
"136","2007-07-18",34.610001
"137","2007-07-19",35.299999
"138","2007-07-20",34.959999
"139","2007-07-23",36.389999
"140","2007-07-24",36.029999
"141","2007-07-25",38.18
"142","2007-07-26",37.639999
"143","2007-07-27",35.82
"144","2007-07-30",35.209999
"145","2007-07-31",34.419998
"146","2007-08-01",35.470001
"147","2007-08-02",36.150002
"148","2007-08-03",33.939999
"149","2007-08-06",35.59
"150","2007-08-07",37.259998
"151","2007-08-08",39.52
"152","2007-08-09",40.869999
"153","2007-08-10",41
"154","2007-08-13",37.529999
"155","2007-08-14",37.470001
"156","2007-08-15",37.830002
"157","2007-08-16",39.740002
"158","2007-08-17",40.59
"159","2007-08-20",40.43
"160","2007-08-21",40.73
"161","2007-08-22",41
"162","2007-08-23",40.27
"163","2007-08-24",40.150002
"164","2007-08-27",39.740002
"165","2007-08-28",38.43
"166","2007-08-29",38.470001
"167","2007-08-30",38.200001
"168","2007-08-31",37.990002
"169","2007-09-04",38.799999
"170","2007-09-05",38.5
"171","2007-09-06",38.700001
"172","2007-09-07",37.75
"173","2007-09-10",37.290001
"174","2007-09-11",38.060001
"175","2007-09-12",37.549999
"176","2007-09-13",37.709999
"177","2007-09-14",37.43
"178","2007-09-17",37.580002
"179","2007-09-18",40.240002
"180","2007-09-19",40.509998
"181","2007-09-20",39.599998
"182","2007-09-21",39.290001
"183","2007-09-24",39.25
"184","2007-09-25",38.360001
"185","2007-09-26",38.990002
"186","2007-09-27",39.34
"187","2007-09-28",39.09
"188","2007-10-01",40.02
"189","2007-10-02",40.150002
"190","2007-10-03",40.049999
"191","2007-10-04",41.549999
"192","2007-10-05",42.610001
"193","2007-10-08",42.029999
"194","2007-10-09",41.880001
"195","2007-10-10",42.130001
"196","2007-10-11",40.740002
"197","2007-10-12",42.080002
"198","2007-10-15",41.209999
"199","2007-10-16",40.880001
"200","2007-10-17",40.68
"201","2007-10-18",40.43
"202","2007-10-19",38.169998
"203","2007-10-22",36.470001
"204","2007-10-23",35.32
"205","2007-10-24",34.939999
"206","2007-10-25",34.110001
"207","2007-10-26",34.509998
"208","2007-10-29",32.299999
"209","2007-10-30",32.099998
"210","2007-10-31",32.040001
"211","2007-11-01",29.74
"212","2007-11-02",30.139999
"213","2007-11-05",29.799999
"214","2007-11-06",29.959999
"215","2007-11-07",29.01
"216","2007-11-08",29.67
"217","2007-11-09",29.99
"218","2007-11-12",29.99
"219","2007-11-13",30.98
"220","2007-11-14",30.6
"221","2007-11-15",29.870001
"222","2007-11-16",29.280001
"223","2007-11-19",29.1
"224","2007-11-20",29.68
"225","2007-11-21",29.4
"226","2007-11-23",29.639999
"227","2007-11-26",28.860001
"228","2007-11-27",29.66
"229","2007-11-28",31.07
"230","2007-11-29",31.25
"231","2007-11-30",30.82
"232","2007-12-03",30.799999
"233","2007-12-04",30.99
"234","2007-12-05",31.440001
"235","2007-12-06",32.700001
"236","2007-12-07",32.259998
"237","2007-12-10",31.950001
"238","2007-12-11",30.92
"239","2007-12-12",31.139999
"240","2007-12-13",30.809999
"241","2007-12-14",29.860001
"242","2007-12-17",29.5
"243","2007-12-18",29.450001
"244","2007-12-19",29.5
"245","2007-12-20",29.549999
"246","2007-12-21",30.950001
"247","2007-12-24",32.09
"248","2007-12-26",31.74
"249","2007-12-27",30.629999
"250","2007-12-28",30.02
"251","2007-12-31",29.09
"252","2008-01-02",29.450001
"253","2008-01-03",29.01
"254","2008-01-04",28.15
"255","2008-01-07",28.9
"256","2008-01-08",28.450001
"257","2008-01-09",29.549999
"258","2008-01-10",30.32
"259","2008-01-11",29.17
"260","2008-01-14",29.57
"261","2008-01-15",29.32
"262","2008-01-16",29.99
"263","2008-01-17",29.440001
"264","2008-01-18",29.190001
"265","2008-01-22",28.99
"266","2008-01-23",31.51
"267","2008-01-24",30.440001
"268","2008-01-25",30.08
"269","2008-01-28",30.99
"270","2008-01-29",31.940001
"271","2008-01-30",32.389999
"272","2008-01-31",33.380001
"273","2008-02-01",33.810001
"274","2008-02-04",33.23
"275","2008-02-05",32.639999
"276","2008-02-06",33.259998
"277","2008-02-07",33.32
"278","2008-02-08",33.220001
"279","2008-02-11",32.349998
"280","2008-02-12",33.91
"281","2008-02-13",35.330002
"282","2008-02-14",34.220001
"283","2008-02-15",34.389999
"284","2008-02-19",34.959999
"285","2008-02-20",35.32
"286","2008-02-21",34.900002
"287","2008-02-22",34.610001
"288","2008-02-25",35.41
"289","2008-02-26",35.810001
"290","2008-02-27",36.110001
"291","2008-02-28",35.450001
"292","2008-02-29",34.349998
"293","2008-03-03",35.73
"294","2008-03-04",35.810001
"295","2008-03-05",35.189999
"296","2008-03-06",33.630001
"297","2008-03-07",33.91
"298","2008-03-10",33.790001
"299","2008-03-11",34.580002
"300","2008-03-12",33.790001
"301","2008-03-13",34.389999
"302","2008-03-14",34.049999
"303","2008-03-17",34.32
"304","2008-03-18",36.669998
"305","2008-03-19",35.939999
"306","2008-03-20",38.119999
"307","2008-03-24",38.32
"308","2008-03-25",38.43
"309","2008-03-26",38.700001
"310","2008-03-27",38.240002
"311","2008-03-28",37.060001
"312","2008-03-31",37.400002
"313","2008-04-01",38.73
"314","2008-04-02",38.080002
"315","2008-04-03",38
"316","2008-04-04",37.580002
"317","2008-04-07",37.560001
"318","2008-04-08",37.330002
"319","2008-04-09",36.41
"320","2008-04-10",36.869999
"321","2008-04-11",35.790001
"322","2008-04-14",35.389999
"323","2008-04-15",36.200001
"324","2008-04-16",37.66
"325","2008-04-17",37.16
"326","2008-04-18",37.790001
"327","2008-04-21",34.779999
"328","2008-04-22",33.23
"329","2008-04-23",32.75
"330","2008-04-24",33.650002
"331","2008-04-25",33.290001
"332","2008-04-28",33.16
"333","2008-04-29",33.400002
"334","2008-04-30",32.950001
"335","2008-05-01",34.41
"336","2008-05-02",34.240002
"337","2008-05-05",33.75
"338","2008-05-06",33.419998
"339","2008-05-07",33.25
"340","2008-05-08",33.23
"341","2008-05-09",33.299999
"342","2008-05-12",34.73
"343","2008-05-13",34.07
"344","2008-05-14",34.310001
"345","2008-05-15",34.25
"346","2008-05-16",33.759998
"347","2008-05-19",34.139999
"348","2008-05-20",33.66
"349","2008-05-21",33.43
"350","2008-05-22",34.82
"351","2008-05-23",34.369999
"352","2008-05-27",34.91
"353","2008-05-28",35.259998
"354","2008-05-29",35.849998
"355","2008-05-30",36.09
"356","2008-06-02",35.049999
"357","2008-06-03",34.900002
"358","2008-06-04",34.959999
"359","2008-06-05",36.099998
"360","2008-06-06",33.619999
"361","2008-06-09",33.400002
"362","2008-06-10",31.469999
"363","2008-06-11",30.860001
"364","2008-06-12",30.5
"365","2008-06-13",29.610001
"366","2008-06-16",29.469999
"367","2008-06-17",29.389999
"368","2008-06-18",29.290001
"369","2008-06-19",29.41
"370","2008-06-20",29.18
"371","2008-06-23",28.360001
"372","2008-06-24",28.629999
"373","2008-06-25",29.190001
"374","2008-06-26",28.34
"375","2008-06-27",27.25
"376","2008-06-30",26.93
"377","2008-07-01",26.190001
"378","2008-07-02",26.32
"379","2008-07-03",26.879999
"380","2008-07-07",26.370001
"381","2008-07-08",27.950001
"382","2008-07-09",27.030001
"383","2008-07-10",27.07
"384","2008-07-11",27.24
"385","2008-07-14",26.25
"386","2008-07-15",25.610001
"387","2008-07-16",26.790001
"388","2008-07-17",27.32
"389","2008-07-18",27.360001
"390","2008-07-21",27.41
"391","2008-07-22",28.35
"392","2008-07-23",29.42
"393","2008-07-24",28.940001
"394","2008-07-25",29.35
"395","2008-07-28",26.610001
"396","2008-07-29",27.5
"397","2008-07-30",27.76
"398","2008-07-31",27.17
"399","2008-08-01",27.389999
"400","2008-08-04",27.440001
"401","2008-08-05",28.059999
"402","2008-08-06",27.66
"403","2008-08-07",27.780001
"404","2008-08-08",28.709999
"405","2008-08-11",30.33
"406","2008-08-12",30.549999
"407","2008-08-13",29.93
"408","2008-08-14",30.139999
"409","2008-08-15",30.4
"410","2008-08-18",30.379999
"411","2008-08-19",30.110001
"412","2008-08-20",30.01
"413","2008-08-21",29.190001
"414","2008-08-22",29.950001
"415","2008-08-25",29.110001
"416","2008-08-26",29.65
"417","2008-08-27",29.469999
"418","2008-08-28",29.959999
"419","2008-08-29",29.74
"420","2008-09-02",29.030001
"421","2008-09-03",28.610001
"422","2008-09-04",28.309999
"423","2008-09-05",28.65
"424","2008-09-08",29.690001
"425","2008-09-09",29.16
"426","2008-09-10",30.030001
"427","2008-09-11",30.01
"428","2008-09-12",28.639999
"429","2008-09-15",27.530001
"430","2008-09-16",28.18
"431","2008-09-17",25.610001
"432","2008-09-18",30.299999
"433","2008-09-19",35.099998
"434","2008-09-22",32
"435","2008-09-23",31.84
"436","2008-09-24",30.6
"437","2008-09-25",29.790001
"438","2008-09-26",29.200001
"439","2008-09-29",26.9
"440","2008-09-30",28.59
"441","2008-10-01",27.629999
"442","2008-10-02",26.9
"443","2008-10-03",28.469999
"444","2008-10-06",27.059999
"445","2008-10-07",26.92
"446","2008-10-08",23.709999
"447","2008-10-09",21.42
"448","2008-10-10",23.9
"449","2008-10-13",27.950001
"450","2008-10-14",25.98
"451","2008-10-15",22.48
"452","2008-10-16",24.690001
"453","2008-10-17",23.129999
"454","2008-10-20",23.26
"455","2008-10-21",22.870001
"456","2008-10-22",20.719999
"457","2008-10-23",20.549999
"458","2008-10-24",19.42
"459","2008-10-27",18.280001
"460","2008-10-28",19.459999
"461","2008-10-29",20.120001
"462","2008-10-30",21.32
"463","2008-10-31",23.17
"464","2008-11-03",23.540001
"465","2008-11-04",23.59
"466","2008-11-05",22.059999
"467","2008-11-06",21.99
"468","2008-11-07",23.1
"469","2008-11-10",22.219999
"470","2008-11-11",22.25
"471","2008-11-12",20.610001
"472","2008-11-13",21.4
"473","2008-11-14",18.83
"474","2008-11-17",17.540001
