"","date","ABMD"
"85","2007-05-04",12.91
"86","2007-05-07",12.98
"87","2007-05-08",12.44
"88","2007-05-09",12.71
"89","2007-05-10",12.34
"90","2007-05-11",12.26
"91","2007-05-14",12.35
"92","2007-05-15",11.96
"93","2007-05-16",12.09
"94","2007-05-17",11.75
"95","2007-05-18",12.15
"96","2007-05-21",11.96
"97","2007-05-22",11.91
"98","2007-05-23",11.91
"99","2007-05-24",11.56
"100","2007-05-25",11.9
"101","2007-05-29",11.45
"102","2007-05-30",11.27
"103","2007-05-31",11.16
"104","2007-06-01",12.06
"105","2007-06-04",11.83
"106","2007-06-05",11.75
"107","2007-06-06",11.7
"108","2007-06-07",11.55
"109","2007-06-08",11.54
"110","2007-06-11",11.44
"111","2007-06-12",11.04
"112","2007-06-13",11.23
"113","2007-06-14",11.22
"114","2007-06-15",11.91
"115","2007-06-18",11.77
"116","2007-06-19",11.82
"117","2007-06-20",11.76
"118","2007-06-21",11.22
"119","2007-06-22",10.99
"120","2007-06-25",11
"121","2007-06-26",11.19
"122","2007-06-27",11.28
"123","2007-06-28",11.02
"124","2007-06-29",10.78
"125","2007-07-02",10.51
"126","2007-07-03",10.39
"127","2007-07-05",10.81
"128","2007-07-06",10.58
"129","2007-07-09",10.59
"130","2007-07-10",10.4
"131","2007-07-11",10.16
"132","2007-07-12",10.8
"133","2007-07-13",11.11
"134","2007-07-16",10.96
"135","2007-07-17",11.12
"136","2007-07-18",11.3
"137","2007-07-19",11.17
"138","2007-07-20",10.82
"139","2007-07-23",10.78
"140","2007-07-24",10.66
"141","2007-07-25",10.59
"142","2007-07-26",10.56
"143","2007-07-27",10.26
"144","2007-07-30",10.49
"145","2007-07-31",10.34
"146","2007-08-01",10.28
"147","2007-08-02",10.98
"148","2007-08-03",10.46
"149","2007-08-06",10.99
"150","2007-08-07",11.72
"151","2007-08-08",12.69
"152","2007-08-09",13.61
"153","2007-08-10",11.51
"154","2007-08-13",11.08
"155","2007-08-14",10.73
"156","2007-08-15",10.94
"157","2007-08-16",12.34
"158","2007-08-17",12.48
"159","2007-08-20",12.32
"160","2007-08-21",11.77
"161","2007-08-22",11.47
"162","2007-08-23",11.2
"163","2007-08-24",11.36
"164","2007-08-27",11.65
"165","2007-08-28",12.06
"166","2007-08-29",11.96
"167","2007-08-30",12.24
"168","2007-08-31",12.31
"169","2007-09-04",12.86
"170","2007-09-05",12.35
"171","2007-09-06",12.56
"172","2007-09-07",11.89
"173","2007-09-10",11.78
"174","2007-09-11",12.02
"175","2007-09-12",11.49
"176","2007-09-13",11.56
"177","2007-09-14",11.24
"178","2007-09-17",11.18
"179","2007-09-18",11.94
"180","2007-09-19",12.48
"181","2007-09-20",11.84
"182","2007-09-21",11.9
"183","2007-09-24",11.66
"184","2007-09-25",11.72
"185","2007-09-26",11.88
"186","2007-09-27",12.19
"187","2007-09-28",12.43
"188","2007-10-01",12.46
"189","2007-10-02",12.49
"190","2007-10-03",13.02
"191","2007-10-04",13.1
"192","2007-10-05",13.3
"193","2007-10-08",13.33
"194","2007-10-09",13.3
"195","2007-10-10",13.3
"196","2007-10-11",13.27
"197","2007-10-12",13.34
"198","2007-10-15",13.04
"199","2007-10-16",12.78
"200","2007-10-17",12.85
"201","2007-10-18",13.18
"202","2007-10-19",12.33
"203","2007-10-22",13.13
"204","2007-10-23",13.02
"205","2007-10-24",12.77
"206","2007-10-25",13.3
"207","2007-10-26",13.49
"208","2007-10-29",13.71
"209","2007-10-30",13.55
"210","2007-10-31",13.67
"211","2007-11-01",12.89
"212","2007-11-02",13.19
"213","2007-11-05",13.16
"214","2007-11-06",13.27
"215","2007-11-07",12.07
"216","2007-11-08",12.06
"217","2007-11-09",12.15
"218","2007-11-12",12.26
"219","2007-11-13",12.6
"220","2007-11-14",12.22
"221","2007-11-15",12.09
"222","2007-11-16",12.31
"223","2007-11-19",12.06
"224","2007-11-20",12.18
"225","2007-11-21",12.09
"226","2007-11-23",12.39
"227","2007-11-26",11.97
"228","2007-11-27",11.96
"229","2007-11-28",12.42
"230","2007-11-29",12.4
"231","2007-11-30",12.85
"232","2007-12-03",12.58
"233","2007-12-04",12.77
"234","2007-12-05",12.88
"235","2007-12-06",13.57
"236","2007-12-07",14.07
"237","2007-12-10",14.52
"238","2007-12-11",14.45
"239","2007-12-12",14.53
"240","2007-12-13",14.96
"241","2007-12-14",15.01
"242","2007-12-17",14.52
"243","2007-12-18",14.71
"244","2007-12-19",14.99
"245","2007-12-20",15.17
"246","2007-12-21",15.51
"247","2007-12-24",15.84
"248","2007-12-26",15.84
"249","2007-12-27",15.59
"250","2007-12-28",15.5
"251","2007-12-31",15.54
"252","2008-01-02",15.25
"253","2008-01-03",15.02
"254","2008-01-04",14.48
"255","2008-01-07",14.74
"256","2008-01-08",14.57
"257","2008-01-09",14.98
"258","2008-01-10",14.96
"259","2008-01-11",14.75
"260","2008-01-14",14.69
"261","2008-01-15",14.23
"262","2008-01-16",14.71
"263","2008-01-17",14.17
"264","2008-01-18",13.66
"265","2008-01-22",13.13
"266","2008-01-23",13.34
"267","2008-01-24",14.98
"268","2008-01-25",15.58
"269","2008-01-28",15.51
"270","2008-01-29",15.05
"271","2008-01-30",15.1
"272","2008-01-31",15.1
"273","2008-02-01",15.26
"274","2008-02-04",15
"275","2008-02-05",14.5
"276","2008-02-06",14.58
"277","2008-02-07",15.25
"278","2008-02-08",14.93
"279","2008-02-11",15.1
"280","2008-02-12",15.13
"281","2008-02-13",15.21
"282","2008-02-14",15.11
"283","2008-02-15",14.85
"284","2008-02-19",14.83
"285","2008-02-20",14.74
"286","2008-02-21",14.77
"287","2008-02-22",14.7
"288","2008-02-25",14.93
"289","2008-02-26",14.73
"290","2008-02-27",14.59
"291","2008-02-28",14.9
"292","2008-02-29",14.3
"293","2008-03-03",14
"294","2008-03-04",13.73
"295","2008-03-05",13.56
"296","2008-03-06",12.89
"297","2008-03-07",12.89
"298","2008-03-10",12.47
"299","2008-03-11",13.03
"300","2008-03-12",13.19
"301","2008-03-13",13.7
"302","2008-03-14",12.97
"303","2008-03-17",13.38
"304","2008-03-18",14.08
"305","2008-03-19",13.57
"306","2008-03-20",13.45
"307","2008-03-24",13.27
"308","2008-03-25",13.35
"309","2008-03-26",13.9
"310","2008-03-27",14.25
"311","2008-03-28",13.42
"312","2008-03-31",13.14
"313","2008-04-01",13.09
"314","2008-04-02",13.04
"315","2008-04-03",13.31
"316","2008-04-04",13.39
"317","2008-04-07",13.56
"318","2008-04-08",14.11
"319","2008-04-09",14.08
"320","2008-04-10",14.43
"321","2008-04-11",14.05
"322","2008-04-14",14.12
"323","2008-04-15",14.51
"324","2008-04-16",14.37
"325","2008-04-17",14.23
"326","2008-04-18",14.9
"327","2008-04-21",14.84
"328","2008-04-22",14.1
"329","2008-04-23",14.57
"330","2008-04-24",15.09
"331","2008-04-25",14.76
"332","2008-04-28",15.06
"333","2008-04-29",14.97
"334","2008-04-30",14.59
"335","2008-05-01",15.03
"336","2008-05-02",15.3
"337","2008-05-05",14.81
"338","2008-05-06",14.72
"339","2008-05-07",14.1
"340","2008-05-08",14.33
"341","2008-05-09",14.63
"342","2008-05-12",14.8
"343","2008-05-13",14.6
"344","2008-05-14",14.09
"345","2008-05-15",13.87
"346","2008-05-16",13.64
"347","2008-05-19",13.57
"348","2008-05-20",13.91
"349","2008-05-21",13.9
"350","2008-05-22",13.96
"351","2008-05-23",13.8
"352","2008-05-27",14.75
"353","2008-05-28",14.38
"354","2008-05-29",15.11
"355","2008-05-30",14.78
"356","2008-06-02",17.1
"357","2008-06-03",17.280001
"358","2008-06-04",16.84
"359","2008-06-05",17.32
"360","2008-06-06",17.93
"361","2008-06-09",17.93
"362","2008-06-10",18.030001
"363","2008-06-11",17.799999
"364","2008-06-12",18
"365","2008-06-13",18.379999
"366","2008-06-16",19.799999
"367","2008-06-17",19.139999
"368","2008-06-18",19.08
"369","2008-06-19",18.700001
"370","2008-06-20",18.610001
"371","2008-06-23",18.58
"372","2008-06-24",18
"373","2008-06-25",18.73
"374","2008-06-26",18.290001
"375","2008-06-27",18.299999
"376","2008-06-30",17.75
"377","2008-07-01",17.51
"378","2008-07-02",17.799999
"379","2008-07-03",17.92
"380","2008-07-07",17.65
"381","2008-07-08",17.91
"382","2008-07-09",18
"383","2008-07-10",18.48
"384","2008-07-11",18.190001
"385","2008-07-14",18.02
"386","2008-07-15",18.120001
"387","2008-07-16",18.67
"388","2008-07-17",18.91
"389","2008-07-18",18.43
"390","2008-07-21",18.360001
"391","2008-07-22",19.09
"392","2008-07-23",19.040001
"393","2008-07-24",19.219999
"394","2008-07-25",19.959999
"395","2008-07-28",19.309999
"396","2008-07-29",18.370001
"397","2008-07-30",17.610001
"398","2008-07-31",17.73
"399","2008-08-01",17.43
"400","2008-08-04",17.709999
"401","2008-08-05",19.059999
"402","2008-08-06",19.82
"403","2008-08-07",19.51
"404","2008-08-08",19.280001
"405","2008-08-11",18.940001
"406","2008-08-12",18.33
"407","2008-08-13",18.629999
"408","2008-08-14",18.85
"409","2008-08-15",19.040001
"410","2008-08-18",18.889999
"411","2008-08-19",18.08
"412","2008-08-20",18.09
"413","2008-08-21",17.98
"414","2008-08-22",18.200001
"415","2008-08-25",17.98
"416","2008-08-26",17.75
"417","2008-08-27",17.9
"418","2008-08-28",18.09
"419","2008-08-29",18.02
"420","2008-09-02",17.889999
"421","2008-09-03",18
"422","2008-09-04",16.84
"423","2008-09-05",16.65
"424","2008-09-08",16.639999
"425","2008-09-09",16.309999
"426","2008-09-10",17.42
"427","2008-09-11",17.790001
"428","2008-09-12",17.450001
"429","2008-09-15",17.07
"430","2008-09-16",17.809999
"431","2008-09-17",17.34
"432","2008-09-18",17.950001
"433","2008-09-19",18.9
"434","2008-09-22",18.02
"435","2008-09-23",18.41
"436","2008-09-24",18.440001
"437","2008-09-25",18.82
"438","2008-09-26",18.76
"439","2008-09-29",17.26
"440","2008-09-30",17.75
"441","2008-10-01",17.93
"442","2008-10-02",17.52
"443","2008-10-03",17.299999
"444","2008-10-06",15.98
"445","2008-10-07",15.2
"446","2008-10-08",13.87
"447","2008-10-09",12.77
"448","2008-10-10",13.12
"449","2008-10-13",13.55
"450","2008-10-14",13.84
"451","2008-10-15",13
"452","2008-10-16",13.34
"453","2008-10-17",13.17
"454","2008-10-20",13.58
"455","2008-10-21",13.18
"456","2008-10-22",12.27
"457","2008-10-23",12.57
"458","2008-10-24",12.01
"459","2008-10-27",10.75
"460","2008-10-28",11.24
"461","2008-10-29",11.51
"462","2008-10-30",13.73
"463","2008-10-31",14.58
"464","2008-11-03",15.01
"465","2008-11-04",15.25
"466","2008-11-05",14.52
"467","2008-11-06",14.34
"468","2008-11-07",14.46
"469","2008-11-10",14.71
"470","2008-11-11",14.62
"471","2008-11-12",14.04
"472","2008-11-13",15.06
"473","2008-11-14",13.97
"474","2008-11-17",13.79
"475","2008-11-18",13.66
"476","2008-11-19",12.31
"477","2008-11-20",11.36
"478","2008-11-21",11.83
"479","2008-11-24",13.02
"480","2008-11-25",13.06
"481","2008-11-26",14.06
"482","2008-11-28",14.04
"483","2008-12-01",12.73
"484","2008-12-02",13.9
"485","2008-12-03",14.23
"486","2008-12-04",14.42
"487","2008-12-05",15.4
"488","2008-12-08",16.860001
"489","2008-12-09",16.17
"490","2008-12-10",16.07
"491","2008-12-11",15.72
"492","2008-12-12",16.700001
"493","2008-12-15",16.17
"494","2008-12-16",17.07
"495","2008-12-17",16.629999
"496","2008-12-18",16.790001
"497","2008-12-19",16.280001
"498","2008-12-22",15.92
"499","2008-12-23",15.45
"500","2008-12-24",15.19
"501","2008-12-26",15.5
"502","2008-12-29",15.01
"503","2008-12-30",15.23
"504","2008-12-31",16.42
"505","2009-01-02",16.33
"506","2009-01-05",16
"507","2009-01-06",15.17
"508","2009-01-07",14.7
"509","2009-01-08",14.28
"510","2009-01-09",13.79
"511","2009-01-12",13.13
"512","2009-01-13",13.35
"513","2009-01-14",12.79
"514","2009-01-15",13.17
"515","2009-01-16",12.95
"516","2009-01-20",12.24
"517","2009-01-21",12.85
"518","2009-01-22",12.76
"519","2009-01-23",12.9
"520","2009-01-26",12.67
"521","2009-01-27",13.74
"522","2009-01-28",14.16
"523","2009-01-29",13.55
"524","2009-01-30",13.49
"525","2009-02-02",13.69
"526","2009-02-03",13.09
"527","2009-02-04",12.79
"528","2009-02-05",9.8
"529","2009-02-06",9.44
"530","2009-02-09",9.01
"531","2009-02-10",8.76
"532","2009-02-11",8.88
"533","2009-02-12",8.99
"534","2009-02-13",8.71
"535","2009-02-17",8.31
"536","2009-02-18",8.07
"537","2009-02-19",7.96
"538","2009-02-20",7.62
"539","2009-02-23",7.23
"540","2009-02-24",7.37
"541","2009-02-25",7.15
"542","2009-02-26",6.85
"543","2009-02-27",6.81
"544","2009-03-02",6.01
"545","2009-03-03",5.98
"546","2009-03-04",5.85
"547","2009-03-05",5.23
"548","2009-03-06",4.99
"549","2009-03-09",5.12
"550","2009-03-10",5.44
"551","2009-03-11",5.66
"552","2009-03-12",5.83
"553","2009-03-13",5.74
"554","2009-03-16",5.44
"555","2009-03-17",5.3
"556","2009-03-18",5.5
"557","2009-03-19",5.35
"558","2009-03-20",5.04
"559","2009-03-23",5.24
"560","2009-03-24",4.94
"561","2009-03-25",5.45
"562","2009-03-26",5.5
"563","2009-03-27",5.37
"564","2009-03-30",5.22
"565","2009-03-31",4.9
"566","2009-04-01",4.95
"567","2009-04-02",5.37
"568","2009-04-03",5.25
"569","2009-04-06",5.17
"570","2009-04-07",5.18
"571","2009-04-08",5.23
"572","2009-04-09",5.82
"573","2009-04-13",5.59
"574","2009-04-14",5.39
"575","2009-04-15",5.56
"576","2009-04-16",6.08
"577","2009-04-17",5.74
"578","2009-04-20",5.25
"579","2009-04-21",5.53
"580","2009-04-22",5.55
"581","2009-04-23",5.87
"582","2009-04-24",5.91
"583","2009-04-27",5.84
"584","2009-04-28",5.98
"585","2009-04-29",6.52
"586","2009-04-30",6.67
"587","2009-05-01",6.4
"588","2009-05-04",6.55
"589","2009-05-05",6.56
"590","2009-05-06",6.83
"591","2009-05-07",6.65
"592","2009-05-08",6.98
"593","2009-05-11",6.86
"594","2009-05-12",6.73
"595","2009-05-13",6.28
"596","2009-05-14",6.2
"597","2009-05-15",6.15
"598","2009-05-18",6.36
"599","2009-05-19",5.95
"600","2009-05-20",5.65
"601","2009-05-21",5.77
"602","2009-05-22",5.55
"603","2009-05-26",5.97
"604","2009-05-27",6.03
"605","2009-05-28",5.86
"606","2009-05-29",5.94
"607","2009-06-01",6.19
"608","2009-06-02",6.3
"609","2009-06-03",6.6
"610","2009-06-04",6.86
"611","2009-06-05",7.3
"612","2009-06-08",7.43
"613","2009-06-09",7.61
"614","2009-06-10",7.37
"615","2009-06-11",7.5
"616","2009-06-12",8.16
"617","2009-06-15",7.71
"618","2009-06-16",7.7
"619","2009-06-17",7.98
"620","2009-06-18",8.19
"621","2009-06-19",8.29
"622","2009-06-22",8.19
"623","2009-06-23",8.2
"624","2009-06-24",8.36
"625","2009-06-25",8.38
"626","2009-06-26",8.55
"627","2009-06-29",8.67
"628","2009-06-30",8.82
"629","2009-07-01",8.83
"630","2009-07-02",8.76
"631","2009-07-06",8.46
"632","2009-07-07",8.55
"633","2009-07-08",8.17
"634","2009-07-09",7.96
"635","2009-07-10",7.91
"636","2009-07-13",7.92
"637","2009-07-14",7.85
"638","2009-07-15",8.15
"639","2009-07-16",8.15
"640","2009-07-17",8.08
"641","2009-07-20",7.92
"642","2009-07-21",7.72
"643","2009-07-22",7.54
"644","2009-07-23",7.65
"645","2009-07-24",7.24
"646","2009-07-27",7.64
"647","2009-07-28",7.6
"648","2009-07-29",7.63
"649","2009-07-30",7.63
"650","2009-07-31",7.5
"651","2009-08-03",7.69
"652","2009-08-04",7.72
"653","2009-08-05",7.49
"654","2009-08-06",7.09
"655","2009-08-07",7.3
"656","2009-08-10",7.37
"657","2009-08-11",7.29
"658","2009-08-12",7.67
"659","2009-08-13",7.83
"660","2009-08-14",7.5
"661","2009-08-17",7.4
"662","2009-08-18",7.54
"663","2009-08-19",7.65
"664","2009-08-20",7.95
"665","2009-08-21",8.15
"666","2009-08-24",8.72
"667","2009-08-25",8.83
"668","2009-08-26",8.86
"669","2009-08-27",8.76
"670","2009-08-28",8.42
"671","2009-08-31",8.28
"672","2009-09-01",7.97
"673","2009-09-02",7.94
"674","2009-09-03",7.83
"675","2009-09-04",7.84
"676","2009-09-08",7.81
"677","2009-09-09",8.12
"678","2009-09-10",8.05
"679","2009-09-11",7.98
"680","2009-09-14",8.15
"681","2009-09-15",8.28
"682","2009-09-16",8.93
"683","2009-09-17",9.2
"684","2009-09-18",8.86
"685","2009-09-21",9.28
"686","2009-09-22",9.38
"687","2009-09-23",9.5
"688","2009-09-24",9.32
"689","2009-09-25",9.32
"690","2009-09-28",9.99
"691","2009-09-29",9.95
"692","2009-09-30",9.71
"693","2009-10-01",9.5
"694","2009-10-02",9.88
"695","2009-10-05",10.06
"696","2009-10-06",10.14
"697","2009-10-07",10.22
"698","2009-10-08",10.28
"699","2009-10-09",10.58
"700","2009-10-12",10.61
"701","2009-10-13",10.71
"702","2009-10-14",10.95
"703","2009-10-15",10.84
"704","2009-10-16",10.9
"705","2009-10-19",11.1
"706","2009-10-20",10.57
"707","2009-10-21",10.33
"708","2009-10-22",10.57
"709","2009-10-23",10.16
"710","2009-10-26",10
"711","2009-10-27",9.92
"712","2009-10-28",9.39
"713","2009-10-29",9.67
"714","2009-10-30",9.05
"715","2009-11-02",8.85
"716","2009-11-03",9.12
"717","2009-11-04",8.87
"718","2009-11-05",9.67
"719","2009-11-06",9.37
"720","2009-11-09",9.49
"721","2009-11-10",9.33
"722","2009-11-11",9.32
"723","2009-11-12",8.83
"724","2009-11-13",8.89
"725","2009-11-16",9.01
"726","2009-11-17",9.14
"727","2009-11-18",9.03
"728","2009-11-19",8.55
"729","2009-11-20",8.14
"730","2009-11-23",8.54
"731","2009-11-24",8.99
"732","2009-11-25",8.98
"733","2009-11-27",8.7
"734","2009-11-30",8.46
"735","2009-12-01",8.78
"736","2009-12-02",8.96
"737","2009-12-03",8.79
"738","2009-12-04",8.97
"739","2009-12-07",9.22
"740","2009-12-08",9.1
"741","2009-12-09",8.73
"742","2009-12-10",8.47
"743","2009-12-11",8.45
"744","2009-12-14",8.48
"745","2009-12-15",8.29
"746","2009-12-16",8.09
"747","2009-12-17",8.1
"748","2009-12-18",8.16
"749","2009-12-21",8.54
"750","2009-12-22",8.55
"751","2009-12-23",8.83
"752","2009-12-24",8.86
"753","2009-12-28",8.79
"754","2009-12-29",8.84
"755","2009-12-30",8.9
"756","2009-12-31",8.73
"757","2010-01-04",8.74
"758","2010-01-05",8.53
"759","2010-01-06",8.4
"760","2010-01-07",8.4
"761","2010-01-08",8.23
"762","2010-01-11",8.08
"763","2010-01-12",7.89
"764","2010-01-13",7.96
"765","2010-01-14",8.25
"766","2010-01-15",8.05
"767","2010-01-19",8.35
"768","2010-01-20",8.48
"769","2010-01-21",8.51
"770","2010-01-22",8.45
"771","2010-01-25",8.25
"772","2010-01-26",8.15
"773","2010-01-27",8.27
"774","2010-01-28",8.18
"775","2010-01-29",7.92
"776","2010-02-01",7.93
"777","2010-02-02",8.03
"778","2010-02-03",8.01
"779","2010-02-04",8.27
"780","2010-02-05",8.43
"781","2010-02-08",8.86
"782","2010-02-09",9.34
"783","2010-02-10",9.52
"784","2010-02-11",9.59
"785","2010-02-12",9.66
"786","2010-02-16",9.81
"787","2010-02-17",9.86
"788","2010-02-18",9.99
"789","2010-02-19",9.95
"790","2010-02-22",10.02
"791","2010-02-23",10.03
"792","2010-02-24",9.99
"793","2010-02-25",10.11
"794","2010-02-26",10.11
"795","2010-03-01",10.16
"796","2010-03-02",10.5
"797","2010-03-03",10.48
"798","2010-03-04",10.62
"799","2010-03-05",10.78
"800","2010-03-08",10.95
"801","2010-03-09",10.88
"802","2010-03-10",10.95
"803","2010-03-11",10.78
"804","2010-03-12",10.39
"805","2010-03-15",10.35
"806","2010-03-16",10.29
"807","2010-03-17",10.31
"808","2010-03-18",10.35
"809","2010-03-19",10.08
"810","2010-03-22",10.22
"811","2010-03-23",10.4
"812","2010-03-24",10.44
"813","2010-03-25",10.3
"814","2010-03-26",10.61
"815","2010-03-29",10.83
"816","2010-03-30",11
"817","2010-03-31",10.32
"818","2010-04-01",10
"819","2010-04-05",10.15
"820","2010-04-06",9.93
"821","2010-04-07",9.64
"822","2010-04-08",9.47
"823","2010-04-09",9.31
"824","2010-04-12",9.44
"825","2010-04-13",9.45
"826","2010-04-14",9.64
"827","2010-04-15",9.5
"828","2010-04-16",9.22
"829","2010-04-19",9.32
"830","2010-04-20",9.6
"831","2010-04-21",9.71
"832","2010-04-22",9.85
"833","2010-04-23",9.61
"834","2010-04-26",9.38
"835","2010-04-27",9.22
"836","2010-04-28",9.23
"837","2010-04-29",9.8
"838","2010-04-30",9.64
"839","2010-05-03",9.87
"840","2010-05-04",9.28
"841","2010-05-05",9.02
"842","2010-05-06",8.93
"843","2010-05-07",8.61
"844","2010-05-10",8.85
"845","2010-05-11",9.37
"846","2010-05-12",9.81
"847","2010-05-13",9.85
"848","2010-05-14",9.61
"849","2010-05-17",9.58
"850","2010-05-18",9.22
"851","2010-05-19",9.12
"852","2010-05-20",9.01
"853","2010-05-21",9.04
"854","2010-05-24",9.31
"855","2010-05-25",9.5
"856","2010-05-26",9.49
"857","2010-05-27",9.85
"858","2010-05-28",9.75
"859","2010-06-01",9.43
"860","2010-06-02",9.8
"861","2010-06-03",10.03
"862","2010-06-04",9.55
"863","2010-06-07",9.56
"864","2010-06-08",9.55
"865","2010-06-09",9.38
"866","2010-06-10",9.45
"867","2010-06-11",9.48
"868","2010-06-14",9.43
"869","2010-06-15",9.74
"870","2010-06-16",9.79
"871","2010-06-17",9.87
"872","2010-06-18",9.73
"873","2010-06-21",9.52
"874","2010-06-22",9.54
"875","2010-06-23",9.45
"876","2010-06-24",9.42
"877","2010-06-25",9.73
"878","2010-06-28",9.84
"879","2010-06-29",9.63
"880","2010-06-30",9.68
"881","2010-07-01",9.78
"882","2010-07-02",9.67
"883","2010-07-06",9.97
"884","2010-07-07",10.5
"885","2010-07-08",10.6
"886","2010-07-09",10.73
"887","2010-07-12",10.52
"888","2010-07-13",11.02
"889","2010-07-14",11.15
"890","2010-07-15",11.24
"891","2010-07-16",11.12
"892","2010-07-19",11
"893","2010-07-20",11.14
"894","2010-07-21",10.85
"895","2010-07-22",10.96
"896","2010-07-23",11.29
"897","2010-07-26",11.46
"898","2010-07-27",11.44
"899","2010-07-28",11.45
"900","2010-07-29",11.26
"901","2010-07-30",11.09
"902","2010-08-02",11.17
"903","2010-08-03",10.97
"904","2010-08-04",10.5
"905","2010-08-05",10.26
"906","2010-08-06",9.98
"907","2010-08-09",10.23
"908","2010-08-10",10.14
"909","2010-08-11",9.99
"910","2010-08-12",9.83
"911","2010-08-13",9.9
"912","2010-08-16",9.79
"913","2010-08-17",9.84
"914","2010-08-18",9.73
"915","2010-08-19",9.22
"916","2010-08-20",9.1
"917","2010-08-23",8.88
"918","2010-08-24",8.86
"919","2010-08-25",9.01
"920","2010-08-26",9.01
"921","2010-08-27",9.14
"922","2010-08-30",9.03
"923","2010-08-31",9.03
"924","2010-09-01",9.22
"925","2010-09-02",9.54
"926","2010-09-03",9.66
"927","2010-09-07",9.49
"928","2010-09-08",9.48
"929","2010-09-09",9.68
"930","2010-09-10",9.84
"931","2010-09-13",9.95
"932","2010-09-14",10.11
"933","2010-09-15",10.04
"934","2010-09-16",9.86
"935","2010-09-17",9.99
"936","2010-09-20",10.79
"937","2010-09-21",10.67
"938","2010-09-22",10.43
"939","2010-09-23",10.17
"940","2010-09-24",10.42
"941","2010-09-27",10.26
"942","2010-09-28",10.35
"943","2010-09-29",10.31
"944","2010-09-30",10.61
"945","2010-10-01",10.6
"946","2010-10-04",10.74
"947","2010-10-05",11.12
"948","2010-10-06",10.93
"949","2010-10-07",10.86
"950","2010-10-08",10.8
"951","2010-10-11",10.63
"952","2010-10-12",10.71
"953","2010-10-13",10.89
"954","2010-10-14",10.72
"955","2010-10-15",10.98
"956","2010-10-18",10.88
"957","2010-10-19",10.61
"958","2010-10-20",10.7
"959","2010-10-21",10.51
"960","2010-10-22",10.55
"961","2010-10-25",10.7
"962","2010-10-26",10.7
"963","2010-10-27",10.54
"964","2010-10-28",10.3
"965","2010-10-29",10.31
"966","2010-11-01",10.44
"967","2010-11-02",10.71
"968","2010-11-03",10.9
"969","2010-11-04",11.88
"970","2010-11-05",11.87
"971","2010-11-08",12
"972","2010-11-09",11.78
"973","2010-11-10",12.09
"974","2010-11-11",11.94
"975","2010-11-12",11.83
"976","2010-11-15",11.8
"977","2010-11-16",11.53
"978","2010-11-17",11.68
"979","2010-11-18",11.8
"980","2010-11-19",11.98
"981","2010-11-22",11.57
"982","2010-11-23",11.6
"983","2010-11-24",11.8
"984","2010-11-26",11.74
"985","2010-11-29",11.97
"986","2010-11-30",11.48
"987","2010-12-01",11.65
"988","2010-12-02",11.5
"989","2010-12-03",11.72
"990","2010-12-06",12.19
"991","2010-12-07",9.87
"992","2010-12-08",9.25
"993","2010-12-09",9.43
"994","2010-12-10",9.46
"995","2010-12-13",9.16
"996","2010-12-14",9.12
"997","2010-12-15",9.22
