"","date","RMRM"
"1","2007-01-03",34.50433
"2","2007-01-04",34.417709
"3","2007-01-05",33.118382
"4","2007-01-08",33.277191
"5","2007-01-09",32.454285
"6","2007-01-10",32.439846
"7","2007-01-11",32.699711
"8","2007-01-12",32.584217
"9","2007-01-16",32.88739
"10","2007-01-17",33.103947
"11","2007-01-18",33.349373
"12","2007-01-19",33.205006
"13","2007-01-22",33.176132
"14","2007-01-23",33.479305
"15","2007-01-24",33.869106
"16","2007-01-25",34.778633
"17","2007-01-26",34.403271
"18","2007-01-29",34.071224
"19","2007-01-30",34.388836
"20","2007-01-31",34.359962
"21","2007-02-01",35.587105
"22","2007-02-02",35.356113
"23","2007-02-05",36.092396
"24","2007-02-06",37.752647
"25","2007-02-07",38.387875
"26","2007-02-08",38.171318
"27","2007-02-09",38.488934
"28","2007-02-12",37.102985
"29","2007-02-13",36.467758
"30","2007-02-14",36.727623
"31","2007-02-15",37.102985
"32","2007-02-16",36.828682
"33","2007-02-20",36.669876
"34","2007-02-21",36.207893
"35","2007-02-22",36.69875
"36","2007-02-23",36.583252
"37","2007-02-26",36.900867
"38","2007-02-27",33.782482
"39","2007-02-28",34.244465
"40","2007-03-01",33.075073
"41","2007-03-02",31.920116
"42","2007-03-05",30.490856
"43","2007-03-06",31.790182
"44","2007-03-07",31.819057
"45","2007-03-08",32.80077
"46","2007-03-09",32.988449
"47","2007-03-12",33.450432
"48","2007-03-13",32.55534
"49","2007-03-14",32.021175
"50","2007-03-15",32.021175
"51","2007-03-16",31.833494
"52","2007-03-19",32.266602
"53","2007-03-20",32.829643
"54","2007-03-21",33.782482
"55","2007-03-22",34.23003
"56","2007-03-23",34.865253
"57","2007-03-26",34.706448
"58","2007-03-27",34.663139
"59","2007-03-28",34.446583
"60","2007-03-29",34.619827
"61","2007-03-30",34.374397
"62","2007-04-02",35.08181
"63","2007-04-03",35.861404
"64","2007-04-04",36.886429
"65","2007-04-05",36.886429
"66","2007-04-09",38.402309
"67","2007-04-10",38.229065
"68","2007-04-11",37.564968
"69","2007-04-12",37.319538
"70","2007-04-13",37.824833
"71","2007-04-16",39.124157
"72","2007-04-17",38.936478
"73","2007-04-18",38.662174
"74","2007-04-19",37.839268
"75","2007-04-20",38.099133
"76","2007-04-23",39.124157
"77","2007-04-24",39.239655
"78","2007-04-25",39.196342
"79","2007-04-26",39.557266
"80","2007-04-27",40.49567
"81","2007-04-30",41.260826
"82","2007-05-01",40.567852
"83","2007-05-02",41.0154
"84","2007-05-03",41.693935
"85","2007-05-04",42.589027
"86","2007-05-07",43.772858
"87","2007-05-08",41.794994
"88","2007-05-09",42.083733
"89","2007-05-10",41.506256
"90","2007-05-11",42.083733
"91","2007-05-14",41.304138
"92","2007-05-15",40.856594
"93","2007-05-16",40.68335
"94","2007-05-17",39.716072
"95","2007-05-18",38.691048
"96","2007-05-21",38.330124
"97","2007-05-22",38.618866
"98","2007-05-23",38.257942
"99","2007-05-24",36.900867
"100","2007-05-25",37.305099
"101","2007-05-29",37.0308
"102","2007-05-30",37.102985
"103","2007-05-31",37.088547
"104","2007-06-01",37.795959
"105","2007-06-04",39.124157
"106","2007-06-05",38.503368
"107","2007-06-06",38.358997
"108","2007-06-07",37.131859
"109","2007-06-08",38.084698
"110","2007-06-11",38.142445
"111","2007-06-12",37.694901
"112","2007-06-13",37.752647
"113","2007-06-14",37.651588
"114","2007-06-15",37.897015
"115","2007-06-18",37.998074
"116","2007-06-19",37.608276
"117","2007-06-20",36.395573
"118","2007-06-21",35.659286
"119","2007-06-22",35.240616
"120","2007-06-25",34.865253
"121","2007-06-26",35.110683
"122","2007-06-27",34.735321
"123","2007-06-28",34.518768
"124","2007-06-29",34.446583
"125","2007-07-02",35.356113
"126","2007-07-03",35.442734
"127","2007-07-05",35.312801
"128","2007-07-06",35.558228
"129","2007-07-09",35.789219
"130","2007-07-10",35.298363
"131","2007-07-11",35.096245
"132","2007-07-12",35.370548
"133","2007-07-13",35.991337
"134","2007-07-16",35.976902
"135","2007-07-17",35.93359
"136","2007-07-18",35.803658
"137","2007-07-19",35.948029
"138","2007-07-20",35.745911
"139","2007-07-23",35.255054
"140","2007-07-24",34.980751
"141","2007-07-25",35.298363
"142","2007-07-26",33.493744
"143","2007-07-27",33.306065
"144","2007-07-30",33.753609
"145","2007-07-31",34.042347
"146","2007-08-01",33.580364
"147","2007-08-02",33.926853
"148","2007-08-03",33.017323
"149","2007-08-06",32.916267
"150","2007-08-07",32.988449
"151","2007-08-08",33.710297
"152","2007-08-09",33.479305
"153","2007-08-10",32.88739
"154","2007-08-13",32.815208
"155","2007-08-14",31.833494
"156","2007-08-15",31.18383
"157","2007-08-16",29.855631
"158","2007-08-17",30.346487
"159","2007-08-20",31.833494
"160","2007-08-21",32.916267
"161","2007-08-22",33.060635
"162","2007-08-23",33.854668
"163","2007-08-24",33.768047
"164","2007-08-27",34.865253
"165","2007-08-28",34.056786
"166","2007-08-29",34.359962
"167","2007-08-30",31.674686
"168","2007-08-31",32.613091
"169","2007-09-04",32.338787
"170","2007-09-05",31.775745
"171","2007-09-06",32.151108
"172","2007-09-07",31.385948
"173","2007-09-10",30.461983
"174","2007-09-11",31.154957
"175","2007-09-12",31.212704
"176","2007-09-13",31.905678
"177","2007-09-14",32.151108
"178","2007-09-17",31.761309
"179","2007-09-18",32.728584
"180","2007-09-19",33.363811
"181","2007-09-20",33.421558
"182","2007-09-21",33.291626
"183","2007-09-24",33.205006
"184","2007-09-25",32.872955
"185","2007-09-26",33.21944
"186","2007-09-27",33.999039
"187","2007-09-28",34.23003
"188","2007-10-01",34.417709
"189","2007-10-02",34.648701
"190","2007-10-03",34.735321
"191","2007-10-04",35.009624
"192","2007-10-05",35.471607
"193","2007-10-08",35.731472
"194","2007-10-09",36.222328
"195","2007-10-10",36.092396
"196","2007-10-11",35.731472
"197","2007-10-12",35.60154
"198","2007-10-15",35.644852
"199","2007-10-16",34.244465
"200","2007-10-17",34.432148
"201","2007-10-18",34.215591
"202","2007-10-19",33.205006
"203","2007-10-22",32.540905
"204","2007-10-23",32.916267
"205","2007-10-24",32.974014
"206","2007-10-25",33.060635
"207","2007-10-26",33.782482
"208","2007-10-29",34.359962
"209","2007-10-30",34.287777
"210","2007-10-31",34.50433
"211","2007-11-01",34.100098
"212","2007-11-02",33.926853
"213","2007-11-05",33.9846
"214","2007-11-06",34.042347
"215","2007-11-07",33.710297
