"","date","AGI"
"104","2009-07-14",8.03
"105","2009-07-15",8.46
"106","2009-07-16",8.49
"107","2009-07-17",9.06
"108","2009-07-20",9.43
"109","2009-07-21",9.2
"110","2009-07-22",9.1
"111","2009-07-23",9
"112","2009-07-24",8.76
"113","2009-07-27",8.5
"114","2009-07-28",8.59
"115","2009-07-29",8.58
"116","2009-07-30",8.75
"117","2009-07-31",8.95
"118","2009-08-03",8.95
"119","2009-08-04",9.29
"120","2009-08-05",9.3
"121","2009-08-06",9.42
"122","2009-08-07",9.45
"123","2009-08-10",9.09
"124","2009-08-11",8.97
"125","2009-08-12",9.02
"126","2009-08-13",9.09
"127","2009-08-14",8.97
"128","2009-08-17",8.77
"129","2009-08-18",9.03
"130","2009-08-19",9.27
"131","2009-08-20",9.12
"132","2009-08-21",9.21
"133","2009-08-24",9.04
"134","2009-08-25",9.16
"135","2009-08-26",8.83
"136","2009-08-27",9.06
"137","2009-08-28",9.15
"138","2009-08-31",8.83
"139","2009-09-01",8.92
"140","2009-09-02",9.33
"141","2009-09-03",9.81
"142","2009-09-04",9.91
"143","2009-09-08",9.73
"144","2009-09-09",9.48
"145","2009-09-10",9.61
"146","2009-09-11",9.91
"147","2009-09-14",9.39
"148","2009-09-15",9.65
"149","2009-09-16",9.88
"150","2009-09-17",9.71
"151","2009-09-18",9.56
"152","2009-09-21",9.58
"153","2009-09-22",9.8
"154","2009-09-23",9.62
"155","2009-09-24",8.86
"156","2009-09-25",8.68
"157","2009-09-28",8.58
"158","2009-09-29",8.62
"159","2009-09-30",8.76
"160","2009-10-01",8.36
"161","2009-10-02",8.39
"162","2009-10-05",8.71
"163","2009-10-06",9.1
"164","2009-10-07",9.3
"165","2009-10-08",9.8
"166","2009-10-09",9.74
"167","2009-10-12",9.83
"168","2009-10-13",9.76
"169","2009-10-14",9.78
"170","2009-10-15",9.45
"171","2009-10-16",9.43
"172","2009-10-19",9.54
"173","2009-10-20",9.38
"174","2009-10-21",9.5
"175","2009-10-22",9.06
"176","2009-10-23",9
"177","2009-10-26",8.67
"178","2009-10-27",8.81
"179","2009-10-28",8.22
"180","2009-10-29",8.61
"181","2009-10-30",8.06
"182","2009-11-02",8.24
"183","2009-11-03",8.69
"184","2009-11-04",8.96
"185","2009-11-05",9.29
"186","2009-11-06",9.64
"187","2009-11-09",10.02
"188","2009-11-10",9.86
"189","2009-11-11",10.04
"190","2009-11-12",10.01
"191","2009-11-13",10.59
"192","2009-11-16",11.13
"193","2009-11-17",11.08
"194","2009-11-18",11.54
"195","2009-11-19",11.21
"196","2009-11-20",11.27
"197","2009-11-23",11.46
"198","2009-11-24",11.25
"199","2009-11-25",11.74
"200","2009-11-27",11.38
"201","2009-11-30",11.32
"202","2009-12-01",12.19
"203","2009-12-02",12.43
"204","2009-12-03",12.51
"205","2009-12-04",11.69
"206","2009-12-07",11.56
"207","2009-12-08",11.2
"208","2009-12-09",11.58
"209","2009-12-10",12.05
"210","2009-12-11",11.19
"211","2009-12-14",11.7
"212","2009-12-15",11.9
"213","2009-12-16",12.83
"214","2009-12-17",12.2
"215","2009-12-18",11.82
"216","2009-12-21",11.51
"217","2009-12-22",11.8
"218","2009-12-23",12.17
"219","2009-12-24",12.12
"220","2009-12-28",12.12
"221","2009-12-29",12.2
"222","2009-12-30",11.98
"223","2009-12-31",11.97
"224","2010-01-04",12.36
"225","2010-01-05",12.21
"226","2010-01-06",12.66
"227","2010-01-07",12.65
"228","2010-01-08",12.79
"229","2010-01-11",13.31
"230","2010-01-12",13.02
"231","2010-01-13",13.51
"232","2010-01-14",13.55
"233","2010-01-15",13.04
"234","2010-01-19",13.31
"235","2010-01-20",12.68
"236","2010-01-21",11.76
"237","2010-01-22",11.8
"238","2010-01-25",11.55
"239","2010-01-26",11.95
"240","2010-01-27",11.37
"241","2010-01-28",11.37
"242","2010-01-29",10.74
"243","2010-02-01",11.9
"244","2010-02-02",11.99
"245","2010-02-03",11.76
"246","2010-02-04",10.85
"247","2010-02-05",11.42
"248","2010-02-08",11.31
"249","2010-02-09",11.91
"250","2010-02-10",11.77
"251","2010-02-11",12.12
"252","2010-02-12",12.09
"253","2010-02-16",12.44
"254","2010-02-17",12.27
"255","2010-02-18",12.47
"256","2010-02-19",12.37
"257","2010-02-22",12.48
"258","2010-02-23",11.8
"259","2010-02-24",11.52
"260","2010-02-25",11.81
"261","2010-02-26",12.18
"262","2010-03-01",12.71
"263","2010-03-02",13.03
"264","2010-03-03",13.22
"265","2010-03-04",13.15
"266","2010-03-05",13.6
"267","2010-03-08",13.33
"268","2010-03-09",13.27
"269","2010-03-10",13.45
"270","2010-03-11",13.3
"271","2010-03-12",13.47
"272","2010-03-15",13.45
"273","2010-03-16",14.06
"274","2010-03-17",14.15
"275","2010-03-18",13.97
"276","2010-03-19",13.77
"277","2010-03-22",13.7
"278","2010-03-23",13.58
"279","2010-03-24",13.36
"280","2010-03-25",13.36
"281","2010-03-26",13.5
"282","2010-03-29",13.69
"283","2010-03-30",13.43
"284","2010-03-31",13.41
"285","2010-04-01",13.73
"286","2010-04-05",13.92
"287","2010-04-06",13.91
"288","2010-04-07",14.27
"289","2010-04-08",14.23
"290","2010-04-09",14.34
"291","2010-04-12",14.08
"292","2010-04-13",14.07
"293","2010-04-14",14.42
"294","2010-04-15",14.39
"295","2010-04-16",13.89
"296","2010-04-19",13.83
"297","2010-04-20",14.2
"298","2010-04-21",14.16
"299","2010-04-22",14.15
"300","2010-04-23",14.23
"301","2010-04-26",14.35
"302","2010-04-27",14.04
"303","2010-04-28",14.52
"304","2010-04-29",14.67
"305","2010-04-30",14.86
"306","2010-05-03",14.76
"307","2010-05-04",14.29
"308","2010-05-05",14.44
"309","2010-05-06",14.42
"310","2010-05-07",14.33
"311","2010-05-10",14.56
"312","2010-05-11",15
"313","2010-05-12",15.51
"314","2010-05-13",15.44
"315","2010-05-14",15.48
"316","2010-05-17",14.97
"317","2010-05-18",14.85
"318","2010-05-19",14.31
"319","2010-05-20",13.98
"320","2010-05-21",13.97
"321","2010-05-24",13.5
"322","2010-05-25",14.12
"323","2010-05-26",14.3
"324","2010-05-27",14.36
"325","2010-05-28",14.42
"326","2010-06-01",14.2
"327","2010-06-02",14.45
"328","2010-06-03",14.44
"329","2010-06-04",14.44
"330","2010-06-07",14.34
"331","2010-06-08",14.71
"332","2010-06-09",14.4
"333","2010-06-10",15.01
"334","2010-06-11",15.05
"335","2010-06-14",15.05
"336","2010-06-15",15.47
"337","2010-06-16",15.64
"338","2010-06-17",16.280001
"339","2010-06-18",17.040001
"340","2010-06-21",16.469999
"341","2010-06-22",15.96
"342","2010-06-23",15.66
"343","2010-06-24",16.58
"344","2010-06-25",16.49
"345","2010-06-28",16.16
"346","2010-06-29",15.65
"347","2010-06-30",15.35
"348","2010-07-01",14.82
"349","2010-07-02",14.74
"350","2010-07-06",13.88
"351","2010-07-07",14.44
"352","2010-07-08",14.09
"353","2010-07-09",14.63
"354","2010-07-12",14.79
"355","2010-07-13",14.43
"356","2010-07-14",14.28
"357","2010-07-15",14.18
"358","2010-07-16",13.92
"359","2010-07-19",13.92
"360","2010-07-20",13.66
"361","2010-07-21",13.78
"362","2010-07-22",13.93
"363","2010-07-23",13.93
"364","2010-07-26",14.59
"365","2010-07-27",14.43
"366","2010-07-28",14.15
"367","2010-07-29",14.46
"368","2010-07-30",15
"369","2010-08-02",15.45
"370","2010-08-03",15.28
"371","2010-08-04",15.61
"372","2010-08-05",15.16
"373","2010-08-06",15.03
"374","2010-08-09",15.2
"375","2010-08-10",15.04
"376","2010-08-11",14.61
"377","2010-08-12",15.38
"378","2010-08-13",15.55
"379","2010-08-16",15.97
"380","2010-08-17",16.299999
"381","2010-08-18",16.309999
"382","2010-08-19",16.17
"383","2010-08-20",16.200001
"384","2010-08-23",15.92
"385","2010-08-24",15.64
"386","2010-08-25",16.299999
"387","2010-08-26",16.23
"388","2010-08-27",16.219999
"389","2010-08-30",16.280001
"390","2010-08-31",15.97
"391","2010-09-01",16.129999
"392","2010-09-02",15.89
"393","2010-09-03",16.540001
"394","2010-09-07",17.530001
"395","2010-09-08",16.860001
"396","2010-09-09",16.440001
"397","2010-09-10",16.469999
"398","2010-09-13",16.42
"399","2010-09-14",17.299999
"400","2010-09-15",16.65
"401","2010-09-16",17.51
"402","2010-09-17",16.860001
"403","2010-09-20",17.07
"404","2010-09-21",17.059999
"405","2010-09-22",16.83
"406","2010-09-23",16.85
"407","2010-09-24",16.66
"408","2010-09-27",16.68
"409","2010-09-28",17.440001
"410","2010-09-29",17.5
"411","2010-09-30",17.08
"412","2010-10-01",16.940001
"413","2010-10-04",16.549999
"414","2010-10-05",16.799999
"415","2010-10-06",16.74
"416","2010-10-07",16.219999
"417","2010-10-08",16.76
"418","2010-10-11",16.780001
"419","2010-10-12",17.040001
"420","2010-10-13",17.09
"421","2010-10-14",17.290001
"422","2010-10-15",16.469999
"423","2010-10-18",16.26
"424","2010-10-19",15.29
"425","2010-10-20",15.7
"426","2010-10-21",15.14
"427","2010-10-22",15.14
"428","2010-10-25",15.6
"429","2010-10-26",15.41
"430","2010-10-27",14.82
"431","2010-10-28",14.95
"432","2010-10-29",15.51
"433","2010-11-01",15.67
"434","2010-11-02",16.139999
"435","2010-11-03",16.309999
"436","2010-11-04",17.4
"437","2010-11-05",19.059999
"438","2010-11-08",19.440001
"439","2010-11-09",18.190001
"440","2010-11-10",18.209999
"441","2010-11-11",18.1
"442","2010-11-12",17.450001
"443","2010-11-15",17.07
"444","2010-11-16",16.959999
"445","2010-11-17",16.9
"446","2010-11-18",17.620001
"447","2010-11-19",17.200001
"448","2010-11-22",17.5
"449","2010-11-23",18.23
"450","2010-11-24",18.34
"451","2010-11-26",17.9
"452","2010-11-29",19.02
"453","2010-11-30",19.25
"454","2010-12-01",20
"455","2010-12-02",19.73
"456","2010-12-03",19.75
"457","2010-12-06",20.98
"458","2010-12-07",20.23
"459","2010-12-08",19.440001
"460","2010-12-09",18.809999
"461","2010-12-10",18.379999
"462","2010-12-13",19.059999
"463","2010-12-14",19.1
"464","2010-12-15",18.85
"465","2010-12-16",18.07
"466","2010-12-17",18.370001
"467","2010-12-20",18.59
"468","2010-12-21",18.540001
"469","2010-12-22",18.02
"470","2010-12-23",18.610001
"471","2010-12-27",18.459999
"472","2010-12-28",18.610001
"473","2010-12-29",19.32
"474","2010-12-30",18.93
"475","2010-12-31",19.09
"476","2011-01-03",19
"477","2011-01-04",18.77
"478","2011-01-05",18.85
"479","2011-01-06",18.27
"480","2011-01-07",18.129999
"481","2011-01-10",18.379999
"482","2011-01-11",18.6
"483","2011-01-12",18.49
"484","2011-01-13",17.370001
"485","2011-01-14",17.209999
"486","2011-01-18",17.24
"487","2011-01-19",16.67
"488","2011-01-20",16.43
"489","2011-01-21",16
"490","2011-01-24",15.75
"491","2011-01-25",15.55
"492","2011-01-26",15.9
"493","2011-01-27",15.23
"494","2011-01-28",15.6
"495","2011-01-31",15.16
"496","2011-02-01",15.42
"497","2011-02-02",15.06
"498","2011-02-03",16.629999
"499","2011-02-04",17.209999
"500","2011-02-07",16.74
"501","2011-02-08",17.200001
"502","2011-02-09",16.959999
"503","2011-02-10",16.440001
"504","2011-02-11",16.059999
"505","2011-02-14",16.299999
"506","2011-02-15",16.809999
"507","2011-02-16",17
"508","2011-02-17",17.35
"509","2011-02-18",17.49
"510","2011-02-22",17.34
"511","2011-02-23",17.190001
"512","2011-02-24",16.84
"513","2011-02-25",17.030001
"514","2011-02-28",17.25
"515","2011-03-01",17.67
"516","2011-03-02",18.030001
"517","2011-03-03",17.99
"518","2011-03-04",18.450001
"519","2011-03-07",18.370001
"520","2011-03-08",18.26
"521","2011-03-09",18.27
"522","2011-03-10",17.68
"523","2011-03-11",17.9
"524","2011-03-14",17.41
"525","2011-03-15",16.209999
"526","2011-03-16",15.85
"527","2011-03-17",15.72
"528","2011-03-18",15.91
"529","2011-03-21",15.75
"530","2011-03-22",16.120001
"531","2011-03-23",16.969999
"532","2011-03-24",17.200001
"533","2011-03-25",16.65
"534","2011-03-28",16.43
"535","2011-03-29",16.370001
"536","2011-03-30",16.299999
"537","2011-03-31",15.88
"538","2011-04-01",15.72
"539","2011-04-04",15.7
"540","2011-04-05",16.360001
"541","2011-04-06",16.01
"542","2011-04-07",15.51
"543","2011-04-08",15.54
"544","2011-04-11",14.79
"545","2011-04-12",14.36
"546","2011-04-13",14.2
"547","2011-04-14",14.81
"548","2011-04-15",15.3
"549","2011-04-18",15.23
"550","2011-04-19",15.37
"551","2011-04-20",15.94
"552","2011-04-21",16.690001
"553","2011-04-25",16.209999
"554","2011-04-26",16.030001
"555","2011-04-27",16.120001
"556","2011-04-28",16.16
"557","2011-04-29",16.799999
"558","2011-05-02",16.360001
"559","2011-05-03",15.93
"560","2011-05-04",15.71
"561","2011-05-05",15.05
"562","2011-05-06",15.64
"563","2011-05-09",16.02
"564","2011-05-10",15.77
"565","2011-05-11",14.72
"566","2011-05-12",14.72
"567","2011-05-13",14.26
"568","2011-05-16",14.1
"569","2011-05-17",13.75
"570","2011-05-18",14.32
"571","2011-05-19",14.64
"572","2011-05-20",14.75
"573","2011-05-23",14.79
"574","2011-05-24",14.9
"575","2011-05-25",14.85
"576","2011-05-26",15.13
"577","2011-05-27",15.02
"578","2011-05-31",15.08
"579","2011-06-01",15.21
"580","2011-06-02",14.91
"581","2011-06-03",15.76
"582","2011-06-06",15.36
"583","2011-06-07",15.17
"584","2011-06-08",15.1
"585","2011-06-09",15.53
"586","2011-06-10",15.53
"587","2011-06-13",15.21
"588","2011-06-14",15.32
"589","2011-06-15",15.44
"590","2011-06-16",15.48
"591","2011-06-17",15.13
"592","2011-06-20",15.14
"593","2011-06-21",15.96
"594","2011-06-22",16.559999
"595","2011-06-23",16.389999
"596","2011-06-24",15.91
"597","2011-06-27",16
"598","2011-06-28",15.92
"599","2011-06-29",16.610001
"600","2011-06-30",16.610001
"601","2011-07-01",16.43
"602","2011-07-05",17.6
"603","2011-07-06",16.790001
"604","2011-07-07",16.280001
"605","2011-07-08",16.799999
"606","2011-07-11",16.639999
"607","2011-07-12",16.73
"608","2011-07-13",17.51
"609","2011-07-14",17.940001
"610","2011-07-15",18.549999
"611","2011-07-18",19.190001
"612","2011-07-19",19.049999
"613","2011-07-20",19.35
"614","2011-07-21",19.209999
"615","2011-07-22",18.91
"616","2011-07-25",18.75
"617","2011-07-26",18.889999
"618","2011-07-27",18.67
"619","2011-07-28",18.35
"620","2011-07-29",17.75
"621","2011-08-01",17.33
"622","2011-08-02",18.860001
"623","2011-08-03",19.41
"624","2011-08-04",17.85
"625","2011-08-05",17.110001
"626","2011-08-08",18.190001
"627","2011-08-09",19.059999
"628","2011-08-10",19.059999
"629","2011-08-11",18.459999
"630","2011-08-12",18.4
"631","2011-08-15",18.48
"632","2011-08-16",18.700001
"633","2011-08-17",18.809999
"634","2011-08-18",18.5
"635","2011-08-19",18.27
"636","2011-08-22",18.799999
"637","2011-08-23",18.110001
"638","2011-08-24",17.66
"639","2011-08-25",18.120001
"640","2011-08-26",18.51
"641","2011-08-29",18.200001
"642","2011-08-30",19.620001
"643","2011-08-31",19.200001
"644","2011-09-01",19.459999
"645","2011-09-02",19.75
"646","2011-09-06",19.52
"647","2011-09-07",19.5
"648","2011-09-08",20.030001
"649","2011-09-09",18.790001
"650","2011-09-12",19.370001
"651","2011-09-13",19.6
"652","2011-09-14",18.98
"653","2011-09-15",18.129999
"654","2011-09-16",18.309999
"655","2011-09-19",17.48
"656","2011-09-20",17.98
"657","2011-09-21",17.5
"658","2011-09-22",16.530001
"659","2011-09-23",15.37
"660","2011-09-26",14.73
"661","2011-09-27",15.05
"662","2011-09-28",14.07
"663","2011-09-29",14.48
"664","2011-09-30",15.08
"665","2011-10-03",14.73
"666","2011-10-04",13.99
"667","2011-10-05",14.76
"668","2011-10-06",15.98
"669","2011-10-07",15.59
"670","2011-10-10",14.8
"671","2011-10-11",16.129999
"672","2011-10-12",16.559999
"673","2011-10-13",16.65
"674","2011-10-14",17.01
"675","2011-10-17",17.059999
"676","2011-10-18",17.26
"677","2011-10-19",15.78
"678","2011-10-20",16
"679","2011-10-21",16.32
"680","2011-10-24",17.26
"681","2011-10-25",18.09
"682","2011-10-26",18.469999
"683","2011-10-27",18.84
"684","2011-10-28",19.01
"685","2011-10-31",18.379999
"686","2011-11-01",17.950001
"687","2011-11-02",18.459999
"688","2011-11-03",17.860001
"689","2011-11-04",16.870001
"690","2011-11-07",16.74
"691","2011-11-08",17.02
"692","2011-11-09",16.209999
"693","2011-11-10",15.9
"694","2011-11-11",16.559999
"695","2011-11-14",16.299999
"696","2011-11-15",16.48
"697","2011-11-16",16.379999
"698","2011-11-17",15.6
"699","2011-11-18",15.31
"700","2011-11-21",14.82
"701","2011-11-22",15.26
"702","2011-11-23",14.65
"703","2011-11-25",14.89
"704","2011-11-28",15.4
"705","2011-11-29",15.77
"706","2011-11-30",16.799999
"707","2011-12-01",16.84
"708","2011-12-02",17.030001
"709","2011-12-05",16.9
"710","2011-12-06",16.76
"711","2011-12-07",16.51
"712","2011-12-08",16.02
"713","2011-12-09",15.82
"714","2011-12-12",16.33
"715","2011-12-13",15.73
"716","2011-12-14",15.79
"717","2011-12-15",15.53
"718","2011-12-16",16.290001
"719","2011-12-19",16.01
"720","2011-12-20",17.049999
"721","2011-12-21",17.190001
"722","2011-12-22",16.75
"723","2011-12-23",16.799999
"724","2011-12-27",16.35
"725","2011-12-28",16.26
"726","2011-12-29",16.540001
"727","2011-12-30",17.02
"728","2012-01-03",18
"729","2012-01-04",18.16
"730","2012-01-05",17.77
"731","2012-01-06",17.66
"732","2012-01-09",17
"733","2012-01-10",17.040001
"734","2012-01-11",16.889999
"735","2012-01-12",17.030001
"736","2012-01-13",16.59
"737","2012-01-17",16.870001
"738","2012-01-18",17.450001
"739","2012-01-19",17.57
"740","2012-01-20",17.5
"741","2012-01-23",17.799999
"742","2012-01-24",17.459999
"743","2012-01-25",18.93
"744","2012-01-26",20.030001
"745","2012-01-27",20.48
"746","2012-01-30",20.459999
"747","2012-01-31",20.530001
"748","2012-02-01",19.969999
"749","2012-02-02",20.24
"750","2012-02-03",19.6
"751","2012-02-06",18.99
"752","2012-02-07",19.309999
"753","2012-02-08",19.26
"754","2012-02-09",18.530001
"755","2012-02-10",18.42
"756","2012-02-13",18.559999
"757","2012-02-14",18.5
"758","2012-02-15",18.59
"759","2012-02-16",19.200001
"760","2012-02-17",18.780001
"761","2012-02-21",20.01
"762","2012-02-22",19.9
"763","2012-02-23",20.110001
"764","2012-02-24",19.700001
"765","2012-02-27",20.030001
"766","2012-02-28",19.4
"767","2012-02-29",18.52
"768","2012-03-01",18.75
"769","2012-03-02",18.290001
"770","2012-03-05",17.440001
"771","2012-03-06",17.42
"772","2012-03-07",17.440001
"773","2012-03-08",17.549999
"774","2012-03-09",17.07
"775","2012-03-12",17.09
"776","2012-03-13",17.139999
"777","2012-03-14",16.34
"778","2012-03-15",16.5
"779","2012-03-16",16.299999
"780","2012-03-19",17.059999
"781","2012-03-20",16.74
"782","2012-03-21",16.74
"783","2012-03-22",16.66
"784","2012-03-23",17.219999
"785","2012-03-26",17.459999
"786","2012-03-27",17.49
"787","2012-03-28",17
"788","2012-03-29",17.209999
"789","2012-03-30",18.26
"790","2012-04-02",18.719999
"791","2012-04-03",17.59
"792","2012-04-04",17.040001
"793","2012-04-05",17.33
"794","2012-04-09",16.959999
"795","2012-04-10",17.84
"796","2012-04-11",17.549999
"797","2012-04-12",18.309999
"798","2012-04-13",17.98
"799","2012-04-16",17.469999
"800","2012-04-17",17.67
"801","2012-04-18",17.610001
"802","2012-04-19",18.09
"803","2012-04-20",17.629999
"804","2012-04-23",17.280001
"805","2012-04-24",17.190001
"806","2012-04-25",17.790001
"807","2012-04-26",18.42
"808","2012-04-27",18.469999
"809","2012-04-30",18.190001
"810","2012-05-01",19.440001
"811","2012-05-02",19.280001
"812","2012-05-03",18.98
"813","2012-05-04",19.190001
"814","2012-05-07",18.32
"815","2012-05-08",17.84
"816","2012-05-09",18.1
"817","2012-05-10",17.9
"818","2012-05-11",17.84
"819","2012-05-14",16.82
"820","2012-05-15",16.049999
"821","2012-05-16",15.82
"822","2012-05-17",16.82
"823","2012-05-18",17.59
"824","2012-05-21",17.379999
"825","2012-05-22",17.389999
"826","2012-05-23",17.219999
"827","2012-05-24",17.83
"828","2012-05-25",18.07
"829","2012-05-29",18.030001
"830","2012-05-30",18.07
"831","2012-05-31",17.99
"832","2012-06-01",18.709999
"833","2012-06-04",18.379999
"834","2012-06-05",18.629999
"835","2012-06-06",18.15
"836","2012-06-07",17.389999
"837","2012-06-08",17.690001
"838","2012-06-11",17.27
"839","2012-06-12",17.360001
"840","2012-06-13",17.309999
"841","2012-06-14",17.299999
"842","2012-06-15",17.18
"843","2012-06-18",17.33
"844","2012-06-19",17.450001
"845","2012-06-20",17.34
"846","2012-06-21",16.360001
"847","2012-06-22",16.379999
"848","2012-06-25",16.379999
"849","2012-06-26",15.56
"850","2012-06-27",15.55
"851","2012-06-28",14.02
"852","2012-06-29",15.41
"853","2012-07-02",15.74
"854","2012-07-03",16.41
"855","2012-07-05",16.809999
"856","2012-07-06",16.290001
"857","2012-07-09",16.4
"858","2012-07-10",16.16
"859","2012-07-11",16.16
"860","2012-07-12",15.55
"861","2012-07-13",15.51
"862","2012-07-16",15.28
"863","2012-07-17",14.99
"864","2012-07-18",14.96
"865","2012-07-19",15.06
"866","2012-07-20",14.86
"867","2012-07-23",14.41
"868","2012-07-24",14.53
"869","2012-07-25",14.77
"870","2012-07-26",14.95
"871","2012-07-27",16.190001
"872","2012-07-30",16.34
"873","2012-07-31",15.77
"874","2012-08-01",15.92
"875","2012-08-02",15.78
"876","2012-08-03",15.97
"877","2012-08-06",16
"878","2012-08-07",16.540001
"879","2012-08-08",16.9
"880","2012-08-09",17.200001
"881","2012-08-10",17.24
"882","2012-08-13",17.17
"883","2012-08-14",17.129999
"884","2012-08-15",17.1
"885","2012-08-16",17.75
"886","2012-08-17",17.889999
"887","2012-08-20",18.09
"888","2012-08-21",18.76
"889","2012-08-22",18.73
"890","2012-08-23",19.09
"891","2012-08-24",19.129999
"892","2012-08-27",18.969999
"893","2012-08-28",18.360001
"894","2012-08-29",18.440001
"895","2012-08-30",18.379999
"896","2012-08-31",18.860001
"897","2012-09-04",18.889999
"898","2012-09-05",18.790001
"899","2012-09-06",19
"900","2012-09-07",19.15
"901","2012-09-10",19.110001
"902","2012-09-11",18.51
"903","2012-09-12",18.73
"904","2012-09-13",19.25
"905","2012-09-14",19.370001
"906","2012-09-17",19.09
"907","2012-09-18",19.4
"908","2012-09-19",19.76
"909","2012-09-20",19.99
"910","2012-09-21",20.049999
"911","2012-09-24",19.57
"912","2012-09-25",19.030001
"913","2012-09-26",18.610001
"914","2012-09-27",18.950001
"915","2012-09-28",19.370001
"916","2012-10-01",20.040001
"917","2012-10-02",19.57
"918","2012-10-03",19.620001
"919","2012-10-04",20.209999
"920","2012-10-05",20.190001
"921","2012-10-08",20.209999
"922","2012-10-09",20.08
"923","2012-10-10",19.620001
"924","2012-10-11",19.6
"925","2012-10-12",19.48
"926","2012-10-15",19.01
"927","2012-10-16",19.059999
"928","2012-10-17",19
"929","2012-10-18",19.08
"930","2012-10-19",18.629999
"931","2012-10-22",18.49
"932","2012-10-23",18.360001
"933","2012-10-24",18.59
"934","2012-10-25",19.27
"935","2012-10-26",19.379999
"936","2012-10-31",19.700001
"937","2012-11-01",19.790001
"938","2012-11-02",19.459999
"939","2012-11-05",19.190001
"940","2012-11-06",19.309999
"941","2012-11-07",19.549999
"942","2012-11-08",19.76
"943","2012-11-09",19.74
"944","2012-11-12",19.75
"945","2012-11-13",19.23
"946","2012-11-14",19.16
"947","2012-11-15",18.620001
"948","2012-11-16",18.24
"949","2012-11-19",19.129999
"950","2012-11-20",18.77
"951","2012-11-21",18.9
"952","2012-11-23",19.26
"953","2012-11-26",18.969999
"954","2012-11-27",18.690001
"955","2012-11-28",18.690001
"956","2012-11-29",19.25
"957","2012-11-30",18.799999
"958","2012-12-03",18.57
"959","2012-12-04",17.780001
"960","2012-12-05",17.639999
"961","2012-12-06",17.67
"962","2012-12-07",17.809999
"963","2012-12-10",17.879999
"964","2012-12-11",17.91
"965","2012-12-12",18.65
"966","2012-12-13",18.290001
"967","2012-12-14",18.74
"968","2012-12-17",18.26
"969","2012-12-18",17.73
"970","2012-12-19",17.9
"971","2012-12-20",17.610001
"972","2012-12-21",17.200001
"973","2012-12-24",17.200001
"974","2012-12-26",17.110001
"975","2012-12-27",17.280001
"976","2012-12-28",17.17
"977","2012-12-31",17.59
"978","2013-01-02",18.059999
"979","2013-01-03",17.5
"980","2013-01-04",17.049999
"981","2013-01-07",17.379999
"982","2013-01-08",16.67
"983","2013-01-09",16.889999
