"","date","NNDM"
"1","2016-03-07",71.400002
"2","2016-03-08",69
"3","2016-03-09",69
"4","2016-03-10",69
"5","2016-03-11",69
"6","2016-03-14",68
"7","2016-03-15",75
"8","2016-03-16",83.900002
"9","2016-03-17",79.93
"10","2016-03-18",79.410004
"11","2016-03-21",87.5
"12","2016-03-22",88.900002
"13","2016-03-23",83.900002
"14","2016-03-24",84.889999
"15","2016-03-28",83.599998
"16","2016-03-29",81.599998
"17","2016-03-30",80.099998
"18","2016-03-31",84.690002
"19","2016-04-01",81.989998
"20","2016-04-04",83.400002
"21","2016-04-05",81
"22","2016-04-06",81.599998
"23","2016-04-07",83.400002
"24","2016-04-08",82.010002
"25","2016-04-11",80.300003
"26","2016-04-12",78
"27","2016-04-13",77.599998
"28","2016-04-14",76.900002
"29","2016-04-15",76.900002
"30","2016-04-18",78.900002
"31","2016-04-19",78.5
"32","2016-04-20",77.5
"33","2016-04-21",76.300003
"34","2016-04-22",76.300003
"35","2016-04-25",73
"36","2016-04-26",73
"37","2016-04-27",76.800003
"38","2016-04-28",73.800003
"39","2016-04-29",73.900002
"40","2016-05-02",73.5
"41","2016-05-03",75.199997
"42","2016-05-04",75.199997
"43","2016-05-05",75.199997
"44","2016-05-06",72.599998
"45","2016-05-09",72.599998
"46","2016-05-10",64.699997
"47","2016-05-11",67.400002
"48","2016-05-12",67.400002
"49","2016-05-13",71.300003
"50","2016-05-16",66
"51","2016-05-17",65.400002
"52","2016-05-18",65.300003
"53","2016-05-19",65.5
"54","2016-05-20",65.099998
"55","2016-05-23",70.199997
"56","2016-05-24",70.099998
"57","2016-05-25",80.800003
"58","2016-05-26",79
"59","2016-05-27",78.5
"60","2016-05-31",75
"61","2016-06-01",71.489998
"62","2016-06-02",74.900002
"63","2016-06-03",74.75
"64","2016-06-06",71
"65","2016-06-07",75
"66","2016-06-08",71.300003
"67","2016-06-09",71.57
"68","2016-06-10",71.199997
"69","2016-06-13",69.199997
"70","2016-06-14",71
"71","2016-06-15",71.699997
"72","2016-06-16",67.800003
"73","2016-06-17",68.980003
"74","2016-06-20",70.300003
"75","2016-06-21",70.099998
"76","2016-06-22",70.800003
"77","2016-06-23",68
"78","2016-06-24",68
"79","2016-06-27",68
"80","2016-06-28",65.599998
"81","2016-06-29",69.75
"82","2016-06-30",71.480003
"83","2016-07-01",72.5
"84","2016-07-05",68.400002
"85","2016-07-06",67.099998
"86","2016-07-07",68.5
"87","2016-07-08",68.5
"88","2016-07-11",66.949997
"89","2016-07-12",68.699997
"90","2016-07-13",71.199997
"91","2016-07-14",72.5
"92","2016-07-15",71.900002
"93","2016-07-18",69.699997
"94","2016-07-19",68.099998
"95","2016-07-20",69.800003
"96","2016-07-21",69
"97","2016-07-22",72
"98","2016-07-25",68
"99","2016-07-26",69.900002
"100","2016-07-27",70
"101","2016-07-28",72.599998
"102","2016-07-29",70.300003
"103","2016-08-01",70.5
"104","2016-08-02",69.099998
"105","2016-08-03",70.849998
"106","2016-08-04",70.519997
"107","2016-08-05",71.360001
"108","2016-08-08",69.699997
"109","2016-08-09",70
"110","2016-08-10",69.699997
"111","2016-08-11",69.300003
"112","2016-08-12",69.099998
"113","2016-08-15",69.870003
"114","2016-08-16",69
"115","2016-08-17",69
"116","2016-08-18",70.050003
"117","2016-08-19",68.980003
"118","2016-08-22",67.400002
"119","2016-08-23",68
"120","2016-08-24",71
"121","2016-08-25",71.059998
"122","2016-08-26",71.190002
"123","2016-08-29",69.900002
"124","2016-08-30",69.800003
"125","2016-08-31",69.099998
"126","2016-09-01",69.099998
"127","2016-09-02",69
"128","2016-09-06",73.699997
"129","2016-09-07",73.199997
"130","2016-09-08",71.900002
"131","2016-09-09",72.559998
"132","2016-09-12",72
"133","2016-09-13",77.599998
"134","2016-09-14",86.099998
"135","2016-09-15",82
"136","2016-09-16",82.900002
"137","2016-09-19",82.699997
"138","2016-09-20",81.760002
"139","2016-09-21",80.099998
"140","2016-09-22",80
"141","2016-09-23",81.400002
"142","2016-09-26",79.300003
"143","2016-09-27",76.199997
"144","2016-09-28",75.5
"145","2016-09-29",76
"146","2016-09-30",76.360001
"147","2016-10-03",74.300003
"148","2016-10-04",72.800003
"149","2016-10-05",71.099998
"150","2016-10-06",72.400002
"151","2016-10-07",72.5
"152","2016-10-10",70.599998
"153","2016-10-11",69.599998
"154","2016-10-12",71
"155","2016-10-13",68.800003
"156","2016-10-14",68.099998
"157","2016-10-17",68
"158","2016-10-18",68.099998
"159","2016-10-19",66.699997
"160","2016-10-20",66.099998
"161","2016-10-21",64.809998
"162","2016-10-24",67
"163","2016-10-25",67
"164","2016-10-26",70.400002
"165","2016-10-27",69.099998
"166","2016-10-28",69
"167","2016-10-31",66.599998
"168","2016-11-01",66.599998
"169","2016-11-02",66.089996
"170","2016-11-03",64.099998
"171","2016-11-04",66.050003
"172","2016-11-07",66.699997
"173","2016-11-08",66.400002
"174","2016-11-09",65.300003
"175","2016-11-10",63.5
"176","2016-11-11",65
"177","2016-11-14",64.699997
"178","2016-11-15",65
"179","2016-11-16",64.699997
"180","2016-11-17",63.700001
"181","2016-11-18",63.900002
"182","2016-11-21",63.400002
"183","2016-11-22",61
"184","2016-11-23",60.299999
"185","2016-11-25",60
"186","2016-11-28",61.5
"187","2016-11-29",62
"188","2016-11-30",61.099998
"189","2016-12-01",61
"190","2016-12-02",61.400002
"191","2016-12-05",61.400002
"192","2016-12-06",61.099998
"193","2016-12-07",60.700001
"194","2016-12-08",60.389999
"195","2016-12-09",63.299999
"196","2016-12-12",61.950001
"197","2016-12-13",60.529999
"198","2016-12-14",60
"199","2016-12-15",59.099998
"200","2016-12-16",59.799999
"201","2016-12-19",59.599998
"202","2016-12-20",61.200001
"203","2016-12-21",61.099998
"204","2016-12-22",60.759998
"205","2016-12-23",61.799999
"206","2016-12-27",62.200001
"207","2016-12-28",60.099998
"208","2016-12-29",58.900002
"209","2016-12-30",59.5
"210","2017-01-03",60.099998
"211","2017-01-04",60.099998
"212","2017-01-05",60.310001
"213","2017-01-06",60.799999
"214","2017-01-09",62.299999
"215","2017-01-10",61.099998
"216","2017-01-11",62.310001
"217","2017-01-12",62.25
"218","2017-01-13",62.200001
"219","2017-01-17",61.099998
"220","2017-01-18",60.400002
"221","2017-01-19",58.200001
"222","2017-01-20",59.299999
"223","2017-01-23",57.700001
"224","2017-01-24",57.599998
"225","2017-01-25",58
"226","2017-01-26",56.400002
"227","2017-01-27",58.099998
"228","2017-01-30",57.799999
"229","2017-01-31",57.700001
"230","2017-02-01",60.099998
"231","2017-02-02",59.599998
"232","2017-02-03",60.900002
"233","2017-02-06",62.599998
"234","2017-02-07",62
"235","2017-02-08",63.900002
"236","2017-02-09",66.400002
"237","2017-02-10",68.5
"238","2017-02-13",65.599998
"239","2017-02-14",66
"240","2017-02-15",66
"241","2017-02-16",64
"242","2017-02-17",64.5
"243","2017-02-21",64.129997
"244","2017-02-22",65.099998
"245","2017-02-23",66.900002
"246","2017-02-24",66.900002
"247","2017-02-27",67
"248","2017-02-28",65.699997
"249","2017-03-01",65.599998
"250","2017-03-02",64.5
"251","2017-03-03",63.099998
"252","2017-03-06",61.889999
"253","2017-03-07",62.599998
"254","2017-03-08",60.240002
"255","2017-03-09",58.900002
"256","2017-03-10",59.5
"257","2017-03-13",58.400002
"258","2017-03-14",59.099998
"259","2017-03-15",64.900002
"260","2017-03-16",67.599998
"261","2017-03-17",71.900002
"262","2017-03-20",70
"263","2017-03-21",66
"264","2017-03-22",66.400002
"265","2017-03-23",66.699997
"266","2017-03-24",67.199997
"267","2017-03-27",69.099998
"268","2017-03-28",68
"269","2017-03-29",67.5
"270","2017-03-30",67.199997
"271","2017-03-31",67
"272","2017-04-03",68.400002
"273","2017-04-04",67.900002
"274","2017-04-05",68.800003
"275","2017-04-06",69.199997
"276","2017-04-07",68.5
"277","2017-04-10",67.099998
"278","2017-04-11",66
"279","2017-04-12",64.199997
"280","2017-04-13",64.870003
"281","2017-04-17",65
"282","2017-04-18",63.900002
"283","2017-04-19",64.400002
"284","2017-04-20",62.5
"285","2017-04-21",63.299999
"286","2017-04-24",62.5
"287","2017-04-25",62.799999
"288","2017-04-26",61.400002
"289","2017-04-27",63
"290","2017-04-28",62.799999
"291","2017-05-01",62
"292","2017-05-02",63.900002
"293","2017-05-03",63.799999
"294","2017-05-04",63.599998
"295","2017-05-05",63.799999
"296","2017-05-08",64.300003
"297","2017-05-09",62.799999
"298","2017-05-10",63.599998
"299","2017-05-11",62
"300","2017-05-12",62.299999
"301","2017-05-15",62
"302","2017-05-16",62.48
"303","2017-05-17",61.700001
"304","2017-05-18",64.5
"305","2017-05-19",66.400002
"306","2017-05-22",67.099998
"307","2017-05-23",66.300003
"308","2017-05-24",65.199997
"309","2017-05-25",67.199997
"310","2017-05-26",68
"311","2017-05-30",66.900002
"312","2017-05-31",66.5
"313","2017-06-01",64.300003
"314","2017-06-02",64.400002
"315","2017-06-05",64.300003
"316","2017-06-06",64.089996
"317","2017-06-07",63.900002
"318","2017-06-08",62.799999
"319","2017-06-09",62
"320","2017-06-12",62.5
"321","2017-06-13",60.799999
"322","2017-06-14",61.200001
"323","2017-06-15",60.099998
"324","2017-06-16",61.299999
"325","2017-06-19",61.099998
"326","2017-06-20",60.299999
"327","2017-06-21",59.5
"328","2017-06-22",60
"329","2017-06-23",61
"330","2017-06-26",60.900002
"331","2017-06-27",61.5
"332","2017-06-28",61.400002
"333","2017-06-29",61.900002
"334","2017-06-30",61.099998
"335","2017-07-03",60.700001
"336","2017-07-05",62.299999
"337","2017-07-06",60.400002
"338","2017-07-07",60.700001
"339","2017-07-10",60.599998
"340","2017-07-11",59.950001
"341","2017-07-12",60.5
"342","2017-07-13",59.200001
"343","2017-07-14",59.5
"344","2017-07-17",59.82
"345","2017-07-18",58.400002
"346","2017-07-19",57.599998
"347","2017-07-20",57.400002
"348","2017-07-21",57.599998
"349","2017-07-24",56.5
"350","2017-07-25",57.400002
"351","2017-07-26",56.900002
"352","2017-07-27",57.700001
"353","2017-07-28",56.099998
"354","2017-07-31",56.5
"355","2017-08-01",55.900002
"356","2017-08-02",53.599998
"357","2017-08-03",51.299999
"358","2017-08-04",52.299999
"359","2017-08-07",46.700001
"360","2017-08-08",49.349998
"361","2017-08-09",47.5
"362","2017-08-10",42.799999
"363","2017-08-11",45.5
"364","2017-08-14",48
"365","2017-08-15",48.540001
"366","2017-08-16",44.200001
"367","2017-08-17",44
"368","2017-08-18",43.400002
"369","2017-08-21",43.200001
"370","2017-08-22",43.639999
"371","2017-08-23",45.5
"372","2017-08-24",42.900002
"373","2017-08-25",42.900002
"374","2017-08-28",43.599998
"375","2017-08-29",43
"376","2017-08-30",42.200001
"377","2017-08-31",53.200001
"378","2017-09-01",51.299999
"379","2017-09-05",49
"380","2017-09-06",51.400002
"381","2017-09-07",51.099998
"382","2017-09-08",51.299999
"383","2017-09-11",50.599998
"384","2017-09-12",50.400002
"385","2017-09-13",50.900002
"386","2017-09-14",51.700001
"387","2017-09-15",51.599998
"388","2017-09-18",51.509998
"389","2017-09-19",49.700001
"390","2017-09-20",50
"391","2017-09-21",50
"392","2017-09-22",51.799999
"393","2017-09-25",51.5
"394","2017-09-26",51.900002
"395","2017-09-27",52.299999
"396","2017-09-28",51.099998
"397","2017-09-29",51.200001
"398","2017-10-02",53.299999
"399","2017-10-03",54
"400","2017-10-04",55.189999
"401","2017-10-05",54.900002
"402","2017-10-06",55.299999
"403","2017-10-09",54
"404","2017-10-10",53.5
"405","2017-10-11",54.5
"406","2017-10-12",57.200001
"407","2017-10-13",55.700001
"408","2017-10-16",56
"409","2017-10-17",55.099998
"410","2017-10-18",52.700001
"411","2017-10-19",51.200001
"412","2017-10-20",51.5
"413","2017-10-23",49.799999
"414","2017-10-24",48.709999
"415","2017-10-25",49.099998
"416","2017-10-26",48.200001
"417","2017-10-27",47.799999
"418","2017-10-30",46.099998
"419","2017-10-31",46.959999
"420","2017-11-01",46.610001
"421","2017-11-02",44.200001
"422","2017-11-03",43.740002
"423","2017-11-06",43.900002
"424","2017-11-07",43.799999
"425","2017-11-08",43.099998
"426","2017-11-09",43
"427","2017-11-10",42.400002
"428","2017-11-13",44
"429","2017-11-14",43
"430","2017-11-15",43
"431","2017-11-16",42.900002
"432","2017-11-17",43
"433","2017-11-20",42.400002
"434","2017-11-21",40.5
"435","2017-11-22",39.5
"436","2017-11-24",39
"437","2017-11-27",39.439999
"438","2017-11-28",40.5
"439","2017-11-29",40.599998
"440","2017-11-30",39.700001
"441","2017-12-01",39.400002
"442","2017-12-04",35.700001
"443","2017-12-05",34.099998
"444","2017-12-06",35.799999
"445","2017-12-07",33.5
"446","2017-12-08",34.400002
"447","2017-12-11",37.400002
"448","2017-12-12",35.400002
"449","2017-12-13",35.700001
"450","2017-12-14",34.849998
"451","2017-12-15",34.200001
"452","2017-12-18",32.369999
"453","2017-12-19",29.5
"454","2017-12-20",30.299999
"455","2017-12-21",31.4
"456","2017-12-22",30.5
"457","2017-12-26",31.1
"458","2017-12-27",31.9
"459","2017-12-28",32.200001
"460","2017-12-29",30.700001
"461","2018-01-02",32.700001
"462","2018-01-03",33.099998
"463","2018-01-04",32.799999
"464","2018-01-05",33.299999
"465","2018-01-08",32.200001
"466","2018-01-09",33.099998
"467","2018-01-10",33.099998
"468","2018-01-11",32.400002
"469","2018-01-12",32
"470","2018-01-16",37.299999
"471","2018-01-17",37.200001
"472","2018-01-18",35
"473","2018-01-19",36.200001
"474","2018-01-22",36.700001
"475","2018-01-23",37.099998
"476","2018-01-24",35.900002
"477","2018-01-25",35.299999
"478","2018-01-26",36.400002
"479","2018-01-29",35.400002
"480","2018-01-30",34.5
"481","2018-01-31",33.299999
"482","2018-02-01",32.599998
"483","2018-02-02",31.799999
"484","2018-02-05",29.200001
"485","2018-02-06",29.1
"486","2018-02-07",30.1
"487","2018-02-08",28.25
"488","2018-02-09",27.200001
"489","2018-02-12",29
"490","2018-02-13",29.299999
"491","2018-02-14",30.639999
"492","2018-02-15",32.900002
"493","2018-02-16",23
"494","2018-02-20",23.200001
"495","2018-02-21",22
"496","2018-02-22",21.299999
"497","2018-02-23",22.1
"498","2018-02-26",22.6
"499","2018-02-27",22
"500","2018-02-28",22
"501","2018-03-01",21.799999
"502","2018-03-02",22.299999
"503","2018-03-05",22
"504","2018-03-06",22
"505","2018-03-07",22
"506","2018-03-08",21.4
"507","2018-03-09",21.549999
"508","2018-03-12",21.5
"509","2018-03-13",21.1
"510","2018-03-14",22
"511","2018-03-15",21
"512","2018-03-16",20.67
"513","2018-03-19",20.299999
"514","2018-03-20",20.23
"515","2018-03-21",20.4
"516","2018-03-22",19.9
"517","2018-03-23",19.5
"518","2018-03-26",19.200001
"519","2018-03-27",18.700001
"520","2018-03-28",18.299999
"521","2018-03-29",18.6
"522","2018-04-02",17.799999
"523","2018-04-03",18
"524","2018-04-04",17.700001
"525","2018-04-05",17.4
"526","2018-04-06",17.6
"527","2018-04-09",18.6
"528","2018-04-10",17.5
"529","2018-04-11",17.200001
"530","2018-04-12",17
"531","2018-04-13",17.299999
"532","2018-04-16",17.200001
"533","2018-04-17",16.299999
"534","2018-04-18",15.8
"535","2018-04-19",15.59
"536","2018-04-20",15.9
"537","2018-04-23",14.6
"538","2018-04-24",14.1
"539","2018-04-25",13.7
"540","2018-04-26",13.8
"541","2018-04-27",13.7
"542","2018-04-30",14.3
"543","2018-05-01",13.7
"544","2018-05-02",13.7
"545","2018-05-03",12.94
"546","2018-05-04",13.3
"547","2018-05-07",12.4
"548","2018-05-08",14.1
"549","2018-05-09",13.4
"550","2018-05-10",13.9
"551","2018-05-11",13.1
"552","2018-05-14",13.9
"553","2018-05-15",13.2
"554","2018-05-16",13.3
"555","2018-05-17",12.87
"556","2018-05-18",13.4
"557","2018-05-21",13.95
"558","2018-05-22",13.8
"559","2018-05-23",14.4
"560","2018-05-24",13.8
"561","2018-05-25",13.95
"562","2018-05-29",13.8
"563","2018-05-30",13.1
"564","2018-05-31",12.55
"565","2018-06-01",13.4
"566","2018-06-04",12.66
"567","2018-06-05",12.79
"568","2018-06-06",13
"569","2018-06-07",13.9
"570","2018-06-08",13.31
"571","2018-06-11",26.799999
"572","2018-06-12",24.6
"573","2018-06-13",24
"574","2018-06-14",21.4
"575","2018-06-15",23.299999
"576","2018-06-18",28.4
