"","date","YETI"
"387","2020-05-11",27.219999
"388","2020-05-12",27.34
"389","2020-05-13",26.17
"390","2020-05-14",26.129999
"391","2020-05-15",26.93
"392","2020-05-18",28.5
"393","2020-05-19",28.030001
"394","2020-05-20",29.030001
"395","2020-05-21",30.040001
"396","2020-05-22",30.440001
"397","2020-05-26",31.99
"398","2020-05-27",33.75
"399","2020-05-28",31.98
"400","2020-05-29",32.099998
"401","2020-06-01",32.200001
"402","2020-06-02",33.189999
"403","2020-06-03",34.02
"404","2020-06-04",34.59
"405","2020-06-05",35.82
"406","2020-06-08",37.049999
"407","2020-06-09",36.709999
"408","2020-06-10",36.759998
"409","2020-06-11",33.41
"410","2020-06-12",35.669998
"411","2020-06-15",35.869999
"412","2020-06-16",37.099998
"413","2020-06-17",37.650002
"414","2020-06-18",38.419998
"415","2020-06-19",39.330002
"416","2020-06-22",40.470001
"417","2020-06-23",42.959999
"418","2020-06-24",41.919998
"419","2020-06-25",42.959999
"420","2020-06-26",41.540001
"421","2020-06-29",42.720001
"422","2020-06-30",42.73
"423","2020-07-01",43.849998
"424","2020-07-02",42.650002
"425","2020-07-06",43.09
"426","2020-07-07",42
"427","2020-07-08",42.040001
"428","2020-07-09",41.880001
"429","2020-07-10",41.810001
"430","2020-07-13",40.560001
"431","2020-07-14",41.450001
"432","2020-07-15",43.950001
"433","2020-07-16",43.82
"434","2020-07-17",44.16
"435","2020-07-20",45.049999
"436","2020-07-21",45.759998
"437","2020-07-22",46.880001
"438","2020-07-23",46.259998
"439","2020-07-24",45.59
"440","2020-07-27",46.610001
"441","2020-07-28",45.419998
"442","2020-07-29",46.810001
"443","2020-07-30",48.029999
"444","2020-07-31",48.889999
"445","2020-08-03",50.799999
"446","2020-08-04",50.509998
"447","2020-08-05",51.630001
"448","2020-08-06",50.799999
"449","2020-08-07",50.400002
"450","2020-08-10",47.849998
"451","2020-08-11",47.650002
"452","2020-08-12",49.419998
"453","2020-08-13",49.990002
"454","2020-08-14",49.380001
"455","2020-08-17",49.860001
"456","2020-08-18",49.380001
"457","2020-08-19",50.389999
"458","2020-08-20",50.369999
"459","2020-08-21",51.720001
"460","2020-08-24",51.34
"461","2020-08-25",51.630001
"462","2020-08-26",51.099998
"463","2020-08-27",50.419998
"464","2020-08-28",51.259998
"465","2020-08-31",51.380001
"466","2020-09-01",53.540001
"467","2020-09-02",53.32
"468","2020-09-03",49.720001
"469","2020-09-04",49.509998
"470","2020-09-08",48.970001
"471","2020-09-09",49.990002
"472","2020-09-10",48.810001
"473","2020-09-11",48.849998
"474","2020-09-14",47.84
"475","2020-09-15",48.130001
"476","2020-09-16",47.900002
"477","2020-09-17",46
"478","2020-09-18",44.610001
"479","2020-09-21",45.189999
"480","2020-09-22",47.040001
"481","2020-09-23",44.439999
"482","2020-09-24",44.099998
"483","2020-09-25",45.189999
"484","2020-09-28",45.93
"485","2020-09-29",45.82
"486","2020-09-30",45.32
"487","2020-10-01",46.529999
"488","2020-10-02",46.889999
"489","2020-10-05",48.450001
"490","2020-10-06",48.349998
"491","2020-10-07",50
"492","2020-10-08",49.27
"493","2020-10-09",50.610001
"494","2020-10-12",49.93
"495","2020-10-13",52.5
"496","2020-10-14",51.779999
"497","2020-10-15",53.349998
"498","2020-10-16",52.060001
"499","2020-10-19",52.16
"500","2020-10-20",51.23
"501","2020-10-21",51.290001
"502","2020-10-22",50.369999
"503","2020-10-23",50.740002
"504","2020-10-26",50.650002
"505","2020-10-27",53.07
"506","2020-10-28",52.27
"507","2020-10-29",52.25
"508","2020-10-30",49.48
"509","2020-11-02",49.09
"510","2020-11-03",48.799999
"511","2020-11-04",51.419998
"512","2020-11-05",59.91
"513","2020-11-06",58.75
"514","2020-11-09",51.450001
"515","2020-11-10",55.639999
"516","2020-11-11",56.139999
"517","2020-11-12",55.650002
"518","2020-11-13",57.130001
"519","2020-11-16",57.32
"520","2020-11-17",57.869999
"521","2020-11-18",57.48
"522","2020-11-19",60.23
"523","2020-11-20",61.779999
"524","2020-11-23",61.630001
"525","2020-11-24",62.110001
"526","2020-11-25",63.580002
"527","2020-11-27",64.18
