"","date","YETI"
"1","2018-10-25",17
"2","2018-10-26",16.450001
"3","2018-10-29",15.41
"4","2018-10-30",15.26
"5","2018-10-31",15.93
"6","2018-11-01",16.16
"7","2018-11-02",16.5
"8","2018-11-05",17.01
"9","2018-11-06",17.200001
"10","2018-11-07",16.65
"11","2018-11-08",16.309999
"12","2018-11-09",16.51
"13","2018-11-12",16.530001
"14","2018-11-13",16.75
"15","2018-11-14",16.889999
"16","2018-11-15",16.889999
"17","2018-11-16",17.02
"18","2018-11-19",17.57
"19","2018-11-20",17.48
"20","2018-11-21",18.120001
"21","2018-11-23",18.09
"22","2018-11-26",17.92
"23","2018-11-27",18.08
"24","2018-11-28",19.200001
"25","2018-11-29",16.1
"26","2018-11-30",16.84
"27","2018-12-03",17.01
"28","2018-12-04",16.870001
"29","2018-12-06",16.83
"30","2018-12-07",15.44
"31","2018-12-10",15.13
"32","2018-12-11",14.85
"33","2018-12-12",13.9
"34","2018-12-13",13.05
"35","2018-12-14",13.77
"36","2018-12-17",13.25
"37","2018-12-18",13.75
"38","2018-12-19",13.56
"39","2018-12-20",12.98
"40","2018-12-21",12.78
"41","2018-12-24",12.51
"42","2018-12-26",14.1
"43","2018-12-27",14.22
"44","2018-12-28",14.82
"45","2018-12-31",14.84
"46","2019-01-02",16.17
"47","2019-01-03",15.04
"48","2019-01-04",15.3
"49","2019-01-07",16.26
"50","2019-01-08",16.83
"51","2019-01-09",16.709999
"52","2019-01-10",16.35
"53","2019-01-11",16.719999
"54","2019-01-14",18.139999
"55","2019-01-15",17.549999
"56","2019-01-16",17.5
"57","2019-01-17",18.09
"58","2019-01-18",18.08
"59","2019-01-22",17.17
"60","2019-01-23",17.530001
"61","2019-01-24",17.91
"62","2019-01-25",17.75
"63","2019-01-28",17.690001
"64","2019-01-29",16.77
"65","2019-01-30",16.82
"66","2019-01-31",17.01
"67","2019-02-01",16.799999
"68","2019-02-04",17.07
"69","2019-02-05",17.540001
"70","2019-02-06",17.77
"71","2019-02-07",17.67
"72","2019-02-08",17.92
"73","2019-02-11",17.82
"74","2019-02-12",18.48
"75","2019-02-13",18.66
"76","2019-02-14",21.9
"77","2019-02-15",22.84
"78","2019-02-19",23.889999
"79","2019-02-20",23.16
"80","2019-02-21",23.639999
"81","2019-02-22",24.469999
"82","2019-02-25",23.620001
"83","2019-02-26",23.139999
"84","2019-02-27",24.219999
"85","2019-02-28",23.99
"86","2019-03-01",25.09
"87","2019-03-04",23.719999
"88","2019-03-05",24.08
"89","2019-03-06",24.02
"90","2019-03-07",22.59
"91","2019-03-08",23.950001
"92","2019-03-11",24.15
"93","2019-03-12",24.42
"94","2019-03-13",26.27
"95","2019-03-14",27.809999
"96","2019-03-15",29.790001
"97","2019-03-18",30.02
"98","2019-03-19",29.280001
"99","2019-03-20",28.16
"100","2019-03-21",28.719999
"101","2019-03-22",28.620001
"102","2019-03-25",30.02
"103","2019-03-26",30.73
"104","2019-03-27",32.560001
"105","2019-03-28",31.889999
"106","2019-03-29",30.25
"107","2019-04-01",29.99
"108","2019-04-02",30.65
"109","2019-04-03",30.139999
"110","2019-04-04",29.59
"111","2019-04-05",29.6
"112","2019-04-08",29.5
"113","2019-04-09",29.870001
"114","2019-04-10",30.200001
"115","2019-04-11",32
"116","2019-04-12",30.950001
"117","2019-04-15",32.040001
"118","2019-04-16",31.559999
"119","2019-04-17",32.009998
"120","2019-04-18",32.529999
"121","2019-04-22",30.91
"122","2019-04-23",31.639999
"123","2019-04-24",33.02
"124","2019-04-25",33.349998
"125","2019-04-26",34.919998
"126","2019-04-29",35.5
"127","2019-04-30",35.68
"128","2019-05-01",33.919998
"129","2019-05-02",30.940001
"130","2019-05-03",31.5
"131","2019-05-06",30.15
"132","2019-05-07",28.709999
"133","2019-05-08",29.040001
"134","2019-05-09",28.379999
"135","2019-05-10",29
"136","2019-05-13",28.639999
"137","2019-05-14",28.59
"138","2019-05-15",28.110001
"139","2019-05-16",27.5
"140","2019-05-17",25.620001
"141","2019-05-20",25.33
"142","2019-05-21",27.379999
"143","2019-05-22",27.1
"144","2019-05-23",27.389999
"145","2019-05-24",26.620001
"146","2019-05-28",26.969999
"147","2019-05-29",24.84
"148","2019-05-30",25.780001
"149","2019-05-31",23.92
"150","2019-06-03",23.709999
"151","2019-06-04",24.290001
"152","2019-06-05",24.5
"153","2019-06-06",23.76
"154","2019-06-07",25.16
"155","2019-06-10",25.309999
"156","2019-06-11",25.879999
"157","2019-06-12",26.120001
"158","2019-06-13",27.23
"159","2019-06-14",27
"160","2019-06-17",26.77
"161","2019-06-18",28.01
"162","2019-06-19",28.290001
"163","2019-06-20",28.25
"164","2019-06-21",29.190001
"165","2019-06-24",27.75
"166","2019-06-25",27.610001
"167","2019-06-26",27.620001
"168","2019-06-27",28.57
"169","2019-06-28",28.950001
"170","2019-07-01",29.77
"171","2019-07-02",29.27
"172","2019-07-03",30.27
"173","2019-07-05",30.32
"174","2019-07-08",31
"175","2019-07-09",32.610001
"176","2019-07-10",33.490002
"177","2019-07-11",33.959999
"178","2019-07-12",33.41
"179","2019-07-15",32.25
"180","2019-07-16",32.779999
"181","2019-07-17",32.029999
"182","2019-07-18",32.200001
"183","2019-07-19",32.869999
"184","2019-07-22",32.279999
"185","2019-07-23",36.259998
"186","2019-07-24",36.360001
"187","2019-07-25",35.73
"188","2019-07-26",35.849998
"189","2019-07-29",36.34
"190","2019-07-30",34.880001
"191","2019-07-31",34.759998
"192","2019-08-01",32.34
"193","2019-08-02",30.360001
"194","2019-08-05",29.530001
"195","2019-08-06",29.790001
"196","2019-08-07",28.9
"197","2019-08-08",31
"198","2019-08-09",30.09
"199","2019-08-12",29.040001
"200","2019-08-13",29.719999
"201","2019-08-14",28.049999
"202","2019-08-15",27
"203","2019-08-16",27.67
"204","2019-08-19",27.780001
"205","2019-08-20",28.08
"206","2019-08-21",28.200001
"207","2019-08-22",29.059999
"208","2019-08-23",26.129999
"209","2019-08-26",25.780001
"210","2019-08-27",26.34
"211","2019-08-28",27.26
"212","2019-08-29",28.42
"213","2019-08-30",28.25
"214","2019-09-03",26.620001
"215","2019-09-04",28.82
"216","2019-09-05",29.23
"217","2019-09-06",30.35
"218","2019-09-09",28.889999
"219","2019-09-10",30.139999
"220","2019-09-11",30.299999
"221","2019-09-12",30.700001
"222","2019-09-13",30
"223","2019-09-16",28.85
"224","2019-09-17",29.5
"225","2019-09-18",28.790001
"226","2019-09-19",28.85
"227","2019-09-20",28.940001
"228","2019-09-23",29.93
"229","2019-09-24",29.530001
"230","2019-09-25",29.6
"231","2019-09-26",28.43
"232","2019-09-27",28.1
"233","2019-09-30",28
"234","2019-10-01",26.709999
"235","2019-10-02",26.74
"236","2019-10-03",28.280001
"237","2019-10-04",28.459999
"238","2019-10-07",28.66
"239","2019-10-08",28.5
"240","2019-10-09",29.129999
"241","2019-10-10",29.540001
"242","2019-10-11",31.790001
"243","2019-10-14",32
"244","2019-10-15",32.34
"245","2019-10-16",32.009998
"246","2019-10-17",31.889999
"247","2019-10-18",32.450001
"248","2019-10-21",31.889999
"249","2019-10-22",31.870001
"250","2019-10-23",31.4
"251","2019-10-24",32.189999
"252","2019-10-25",32.810001
"253","2019-10-28",33.32
"254","2019-10-29",33.630001
"255","2019-10-30",34.709999
"256","2019-10-31",33.310001
"257","2019-11-01",32.900002
"258","2019-11-04",33.110001
"259","2019-11-05",31.870001
"260","2019-11-06",30.73
"261","2019-11-07",29.16
"262","2019-11-08",30.440001
"263","2019-11-11",30.41
"264","2019-11-12",30.370001
"265","2019-11-13",31.15
"266","2019-11-14",29.41
"267","2019-11-15",29.700001
"268","2019-11-18",29.41
"269","2019-11-19",29.280001
"270","2019-11-20",29.790001
"271","2019-11-21",28.73
"272","2019-11-22",29.07
"273","2019-11-25",29.57
"274","2019-11-26",30.440001
"275","2019-11-27",32.02
"276","2019-11-29",31.82
"277","2019-12-02",31.799999
"278","2019-12-03",29.969999
"279","2019-12-04",31.370001
"280","2019-12-05",32.279999
"281","2019-12-06",31.42
"282","2019-12-09",30.809999
"283","2019-12-10",30.709999
"284","2019-12-11",31.870001
"285","2019-12-12",33.84
"286","2019-12-13",33.34
"287","2019-12-16",32.700001
"288","2019-12-17",33.27
"289","2019-12-18",34.049999
"290","2019-12-19",33.41
"291","2019-12-20",34.709999
"292","2019-12-23",34.310001
"293","2019-12-24",34.540001
"294","2019-12-26",34.48
"295","2019-12-27",34.98
"296","2019-12-30",35.029999
"297","2019-12-31",34.779999
"298","2020-01-02",34.900002
"299","2020-01-03",33.779999
"300","2020-01-06",32.119999
"301","2020-01-07",31.4
"302","2020-01-08",32.16
"303","2020-01-09",31.84
"304","2020-01-10",31.309999
"305","2020-01-13",32.040001
"306","2020-01-14",32.439999
"307","2020-01-15",32.860001
"308","2020-01-16",32.619999
"309","2020-01-17",34.25
"310","2020-01-21",35.700001
"311","2020-01-22",34.220001
"312","2020-01-23",34.68
"313","2020-01-24",34.189999
"314","2020-01-27",33.830002
"315","2020-01-28",34.630001
"316","2020-01-29",35.82
"317","2020-01-30",37.389999
"318","2020-01-31",36.360001
"319","2020-02-03",36.68
"320","2020-02-04",37.91
"321","2020-02-05",37.43
"322","2020-02-06",36.59
"323","2020-02-07",35.599998
"324","2020-02-10",35.799999
"325","2020-02-11",34.23
"326","2020-02-12",34.720001
"327","2020-02-13",34.189999
"328","2020-02-14",32.84
"329","2020-02-18",32.130001
"330","2020-02-19",32.139999
"331","2020-02-20",32.41
"332","2020-02-21",31.780001
"333","2020-02-24",31.889999
"334","2020-02-25",31.15
"335","2020-02-26",30.41
"336","2020-02-27",29.440001
"337","2020-02-28",30.25
"338","2020-03-02",29.610001
"339","2020-03-03",29.110001
"340","2020-03-04",30.389999
"341","2020-03-05",28.389999
"342","2020-03-06",26.85
"343","2020-03-09",22.98
"344","2020-03-10",25.780001
"345","2020-03-11",23.51
"346","2020-03-12",22.4
"347","2020-03-13",22.879999
"348","2020-03-16",19.889999
"349","2020-03-17",19.860001
"350","2020-03-18",17.23
"351","2020-03-19",18.41
"352","2020-03-20",16.42
"353","2020-03-23",15.58
"354","2020-03-24",18.65
"355","2020-03-25",21.33
"356","2020-03-26",22.139999
"357","2020-03-27",20.93
"358","2020-03-30",20.17
"359","2020-03-31",19.52
"360","2020-04-01",18.059999
"361","2020-04-02",16.93
"362","2020-04-03",17.290001
"363","2020-04-06",18.799999
"364","2020-04-07",20.1
"365","2020-04-08",22.17
"366","2020-04-09",23.299999
"367","2020-04-13",22.25
"368","2020-04-14",25.879999
"369","2020-04-15",24.540001
"370","2020-04-16",24.889999
"371","2020-04-17",24.42
"372","2020-04-20",24.059999
"373","2020-04-21",23.110001
"374","2020-04-22",23.049999
"375","2020-04-23",23.219999
"376","2020-04-24",24.879999
"377","2020-04-27",26
"378","2020-04-28",26.67
"379","2020-04-29",28.620001
"380","2020-04-30",27.610001
"381","2020-05-01",26.059999
"382","2020-05-04",26.5
"383","2020-05-05",26.879999
"384","2020-05-06",27.26
"385","2020-05-07",28.32
"386","2020-05-08",29.09
