"","date","FOXA"
"1","2019-03-12",38
"2","2019-03-13",39.75
"3","2019-03-14",40.650002
"4","2019-03-15",41.700001
"5","2019-03-18",41.700001
"6","2019-03-19",40.34
"7","2019-03-20",38.619999
"8","2019-03-21",40.02
"9","2019-03-22",38.720001
"10","2019-03-25",37.439999
"11","2019-03-26",37.540001
"12","2019-03-27",36.919998
"13","2019-03-28",36.400002
"14","2019-03-29",36.709999
"15","2019-04-01",36.849998
"16","2019-04-02",36.279999
"17","2019-04-03",36.080002
"18","2019-04-04",36.759998
"19","2019-04-05",37.68
"20","2019-04-08",37.470001
"21","2019-04-09",37.310001
"22","2019-04-10",36.48
"23","2019-04-11",37.09
"24","2019-04-12",37.529999
"25","2019-04-15",37.529999
"26","2019-04-16",37.75
"27","2019-04-17",38.84
"28","2019-04-18",38.439999
"29","2019-04-22",37.700001
"30","2019-04-23",38.080002
"31","2019-04-24",37.959999
"32","2019-04-25",38.150002
"33","2019-04-26",38.48
"34","2019-04-29",39.200001
"35","2019-04-30",38.990002
"36","2019-05-01",39.400002
"37","2019-05-02",37.279999
"38","2019-05-03",37.470001
"39","2019-05-06",37.919998
"40","2019-05-07",37.259998
"41","2019-05-08",37.419998
"42","2019-05-09",38.5
"43","2019-05-10",38.529999
"44","2019-05-13",37.970001
"45","2019-05-14",37.889999
"46","2019-05-15",37.709999
"47","2019-05-16",36.740002
"48","2019-05-17",37.32
"49","2019-05-20",37.139999
"50","2019-05-21",37.689999
"51","2019-05-22",37.119999
"52","2019-05-23",36.91
"53","2019-05-24",36.919998
"54","2019-05-28",36.639999
"55","2019-05-29",35.790001
"56","2019-05-30",35.220001
"57","2019-05-31",35.23
"58","2019-06-03",34.240002
"59","2019-06-04",34.48
"60","2019-06-05",34.360001
"61","2019-06-06",34.119999
"62","2019-06-07",34.009998
"63","2019-06-10",34.029999
"64","2019-06-11",34.18
"65","2019-06-12",35.049999
"66","2019-06-13",35.290001
"67","2019-06-14",35.240002
"68","2019-06-17",36.130001
"69","2019-06-18",36.189999
"70","2019-06-19",35.990002
"71","2019-06-20",35.580002
"72","2019-06-21",36.18
"73","2019-06-24",35.799999
"74","2019-06-25",35.34
"75","2019-06-26",35.470001
"76","2019-06-27",35.990002
"77","2019-06-28",36.639999
"78","2019-07-01",35.919998
"79","2019-07-02",36.59
"80","2019-07-03",36.349998
"81","2019-07-05",36.599998
"82","2019-07-08",36.130001
"83","2019-07-09",36.02
"84","2019-07-10",36.139999
"85","2019-07-11",36.290001
"86","2019-07-12",36.959999
"87","2019-07-15",37.009998
"88","2019-07-16",36.689999
"89","2019-07-17",36.169998
"90","2019-07-18",36.549999
"91","2019-07-19",36.43
"92","2019-07-22",36.099998
"93","2019-07-23",36.220001
"94","2019-07-24",36.599998
"95","2019-07-25",37.169998
"96","2019-07-26",37.209999
"97","2019-07-29",37.509998
"98","2019-07-30",37.82
"99","2019-07-31",37.32
"100","2019-08-01",36.889999
"101","2019-08-02",36.630001
"102","2019-08-05",36.049999
"103","2019-08-06",36.450001
"104","2019-08-07",37.040001
"105","2019-08-08",35.130001
"106","2019-08-09",35.400002
"107","2019-08-12",34.950001
"108","2019-08-13",35.060001
"109","2019-08-14",33.689999
"110","2019-08-15",32.75
"111","2019-08-16",32.990002
"112","2019-08-19",33.869999
"113","2019-08-20",33.59
"114","2019-08-21",33.41
"115","2019-08-22",33.049999
"116","2019-08-23",31.75
"117","2019-08-26",32.080002
"118","2019-08-27",31.93
"119","2019-08-28",31.790001
"120","2019-08-29",32.740002
"121","2019-08-30",33.169998
"122","2019-09-03",32.77
"123","2019-09-04",33.560001
"124","2019-09-05",34.25
"125","2019-09-06",34.23
"126","2019-09-09",34.299999
"127","2019-09-10",34.299999
"128","2019-09-11",34
"129","2019-09-12",33.790001
"130","2019-09-13",33.830002
"131","2019-09-16",33.599998
"132","2019-09-17",32.860001
"133","2019-09-18",32.639999
"134","2019-09-19",32.040001
"135","2019-09-20",32.27
"136","2019-09-23",32.27
"137","2019-09-24",31.59
"138","2019-09-25",32.009998
"139","2019-09-26",31.450001
"140","2019-09-27",31.440001
"141","2019-09-30",31.535
"142","2019-10-01",31.24
"143","2019-10-02",30.42
"144","2019-10-03",30.459999
"145","2019-10-04",30.57
"146","2019-10-07",30.6
"147","2019-10-08",30.055
"148","2019-10-09",30.23
"149","2019-10-10",30.52
"150","2019-10-11",31.459999
"151","2019-10-14",31.389999
"152","2019-10-15",31.700001
"153","2019-10-16",31.99
"154","2019-10-17",31.98
"155","2019-10-18",32.209999
"156","2019-10-21",32.740002
"157","2019-10-22",33.450001
"158","2019-10-23",33.240002
"159","2019-10-24",32.299999
"160","2019-10-25",32.41
"161","2019-10-28",32.990002
"162","2019-10-29",32.84
"163","2019-10-30",32.080002
"164","2019-10-31",32.040001
"165","2019-11-01",32.389999
"166","2019-11-04",32.549999
"167","2019-11-05",32.834999
"168","2019-11-06",33.099998
"169","2019-11-07",34.939999
"170","2019-11-08",35.139999
"171","2019-11-11",34.990002
"172","2019-11-12",34.485001
"173","2019-11-13",34.259998
"174","2019-11-14",34.220001
"175","2019-11-15",34.27
"176","2019-11-18",35.189999
"177","2019-11-19",36.259998
"178","2019-11-20",35.889999
"179","2019-11-21",35.700001
"180","2019-11-22",35.66
"181","2019-11-25",35.68
"182","2019-11-26",35.93
"183","2019-11-27",35.779999
"184","2019-11-29",35.759998
"185","2019-12-02",35.599998
"186","2019-12-03",35.189999
"187","2019-12-04",35.5
"188","2019-12-05",35.5
"189","2019-12-06",35.419998
"190","2019-12-09",35.619999
"191","2019-12-10",35.810001
"192","2019-12-11",36.16
"193","2019-12-12",36.849998
"194","2019-12-13",36.77
"195","2019-12-16",36.810001
"196","2019-12-17",37.16
"197","2019-12-18",36.93
"198","2019-12-19",37
"199","2019-12-20",37.169998
"200","2019-12-23",37.455002
"201","2019-12-24",37.299999
"202","2019-12-26",37.57
"203","2019-12-27",37.41
"204","2019-12-30",37.080002
"205","2019-12-31",37.07
"206","2020-01-02",37.07
"207","2020-01-03",36.665001
"208","2020-01-06",36.57
"209","2020-01-07",37.07
"210","2020-01-08",37.110001
"211","2020-01-09",37.18
"212","2020-01-10",36.720001
"213","2020-01-13",36.990002
"214","2020-01-14",37.259998
"215","2020-01-15",37.48
"216","2020-01-16",39.110001
"217","2020-01-17",39.34
"218","2020-01-21",39.099998
"219","2020-01-22",39.09
"220","2020-01-23",37.490002
"221","2020-01-24",36.610001
"222","2020-01-27",36.880001
"223","2020-01-28",37.139999
"224","2020-01-29",36.580002
"225","2020-01-30",37.029999
"226","2020-01-31",37.080002
"227","2020-02-03",37.59
"228","2020-02-04",38.029999
"229","2020-02-05",38.669998
"230","2020-02-06",37.110001
"231","2020-02-07",37
"232","2020-02-10",37.299999
"233","2020-02-11",37.130001
"234","2020-02-12",37.669998
"235","2020-02-13",38
"236","2020-02-14",37.799999
"237","2020-02-18",37.779999
"238","2020-02-19",38.029999
"239","2020-02-20",37.029999
"240","2020-02-21",35.990002
"241","2020-02-24",34.689999
"242","2020-02-25",33.209999
"243","2020-02-26",32.790001
"244","2020-02-27",31.34
"245","2020-02-28",30.74
"246","2020-03-02",32.110001
"247","2020-03-03",30.99
"248","2020-03-04",30.93
"249","2020-03-05",29.440001
"250","2020-03-06",28.84
"251","2020-03-09",27.48
"252","2020-03-10",29.110001
"253","2020-03-11",27.780001
"254","2020-03-12",26.219999
"255","2020-03-13",26.15
"256","2020-03-16",24.01
"257","2020-03-17",25.139999
"258","2020-03-18",22.34
"259","2020-03-19",22.82
"260","2020-03-20",20.99
"261","2020-03-23",20.200001
"262","2020-03-24",22.290001
"263","2020-03-25",24.139999
"264","2020-03-26",24.969999
"265","2020-03-27",22.51
"266","2020-03-30",24.309999
"267","2020-03-31",23.629999
"268","2020-04-01",22.34
"269","2020-04-02",22.67
"270","2020-04-03",22.299999
"271","2020-04-06",25.059999
"272","2020-04-07",25.49
"273","2020-04-08",26.299999
"274","2020-04-09",25.99
"275","2020-04-13",25.99
"276","2020-04-14",26.51
"277","2020-04-15",25.700001
"278","2020-04-16",25.540001
"279","2020-04-17",26.875
"280","2020-04-20",26.059999
"281","2020-04-21",25.540001
"282","2020-04-22",24.77
"283","2020-04-23",24.860001
"284","2020-04-24",24.834999
"285","2020-04-27",26.389999
"286","2020-04-28",27.139999
"287","2020-04-29",28.370001
"288","2020-04-30",25.870001
"289","2020-05-01",25.43
"290","2020-05-04",24.995001
"291","2020-05-05",24.1
"292","2020-05-06",24.809999
"293","2020-05-07",25.25
"294","2020-05-08",26
"295","2020-05-11",25.67
"296","2020-05-12",25.355
"297","2020-05-13",24.52
"298","2020-05-14",25.77
"299","2020-05-15",26.059999
"300","2020-05-18",27.469999
"301","2020-05-19",27.57
"302","2020-05-20",27.809999
"303","2020-05-21",27.620001
"304","2020-05-22",27.799999
"305","2020-05-26",29.030001
"306","2020-05-27",29.65
"307","2020-05-28",28.93
"308","2020-05-29",29.17
"309","2020-06-01",29.540001
"310","2020-06-02",29.299999
"311","2020-06-03",30.77
"312","2020-06-04",30.530001
"313","2020-06-05",30.85
"314","2020-06-08",32.48
"315","2020-06-09",30.809999
"316","2020-06-10",30.139999
"317","2020-06-11",28.059999
"318","2020-06-12",28.290001
"319","2020-06-15",29.290001
"320","2020-06-16",28.309999
"321","2020-06-17",28.07
"322","2020-06-18",29
"323","2020-06-19",28.32
"324","2020-06-22",28.110001
"325","2020-06-23",28.26
"326","2020-06-24",27.379999
"327","2020-06-25",26.93
"328","2020-06-26",25.700001
"329","2020-06-29",26.9
"330","2020-06-30",26.82
"331","2020-07-01",26.93
"332","2020-07-02",26.559999
"333","2020-07-06",26.5
"334","2020-07-07",25.690001
"335","2020-07-08",25.299999
"336","2020-07-09",24.370001
"337","2020-07-10",25.32
"338","2020-07-13",24.959999
"339","2020-07-14",25.030001
"340","2020-07-15",26.059999
"341","2020-07-16",26.17
"342","2020-07-17",25.280001
"343","2020-07-20",24.76
"344","2020-07-21",25.4
"345","2020-07-22",25.91
"346","2020-07-23",26.24
"347","2020-07-24",26.66
"348","2020-07-27",25.719999
"349","2020-07-28",25.74
"350","2020-07-29",25.860001
"351","2020-07-30",25.82
"352","2020-07-31",25.77
"353","2020-08-03",26.360001
"354","2020-08-04",26.67
"355","2020-08-05",24.725
"356","2020-08-06",24.99
"357","2020-08-07",24.67
"358","2020-08-10",24.4
"359","2020-08-11",24.66
"360","2020-08-12",24.92
"361","2020-08-13",25.57
"362","2020-08-14",25.74
"363","2020-08-17",25.559999
"364","2020-08-18",25.635
"365","2020-08-19",25.85
"366","2020-08-20",25.889999
"367","2020-08-21",26
"368","2020-08-24",26.98
"369","2020-08-25",26.9
"370","2020-08-26",27.15
"371","2020-08-27",27.57
"372","2020-08-28",27.815001
"373","2020-08-31",27.860001
"374","2020-09-01",27.440001
"375","2020-09-02",27.879999
"376","2020-09-03",27.35
"377","2020-09-04",27.66
"378","2020-09-08",27.690001
"379","2020-09-09",28.200001
"380","2020-09-10",28.190001
"381","2020-09-11",28.139999
"382","2020-09-14",28.66
"383","2020-09-15",28.610001
"384","2020-09-16",29.34
"385","2020-09-17",28.629999
"386","2020-09-18",27.959999
"387","2020-09-21",26.780001
"388","2020-09-22",26.77
"389","2020-09-23",25.91
"390","2020-09-24",26.200001
"391","2020-09-25",26.700001
"392","2020-09-28",27.84
"393","2020-09-29",27.77
"394","2020-09-30",27.83
"395","2020-10-01",28.02
"396","2020-10-02",28.08
"397","2020-10-05",28.709999
"398","2020-10-06",27.92
"399","2020-10-07",28.969999
"400","2020-10-08",29.559999
"401","2020-10-09",29.190001
"402","2020-10-12",28.940001
"403","2020-10-13",27.23
"404","2020-10-14",26.93
"405","2020-10-15",26.93
"406","2020-10-16",26.860001
"407","2020-10-19",26.02
"408","2020-10-20",26.049999
"409","2020-10-21",26.57
"410","2020-10-22",27.459999
"411","2020-10-23",27.08
"412","2020-10-26",26.41
"413","2020-10-27",26.184999
"414","2020-10-28",25.309999
"415","2020-10-29",25.57
"416","2020-10-30",26.52
"417","2020-11-02",27.4
"418","2020-11-03",27.040001
"419","2020-11-04",25.629999
"420","2020-11-05",26.610001
"421","2020-11-06",25.950001
"422","2020-11-09",26.25
"423","2020-11-10",26.85
"424","2020-11-11",27.459999
"425","2020-11-12",25.639999
"426","2020-11-13",26.635
"427","2020-11-16",27.18
"428","2020-11-17",28.16
"429","2020-11-18",27.66
"430","2020-11-19",27.709999
"431","2020-11-20",27.83
"432","2020-11-23",28.530001
"433","2020-11-24",29.48
"434","2020-11-25",29.299999
"435","2020-11-27",29.16
