"","date","AFGC"
"1","2020-01-21",26.52
"2","2020-01-22",26.799999
"3","2020-01-23",26.51
"4","2020-01-24",26.32
"5","2020-01-27",26.312
"6","2020-01-28",26.33
"7","2020-01-29",26.48
"8","2020-01-30",26.48
"9","2020-01-31",26.33
"10","2020-02-03",26.25
"11","2020-02-04",26.450001
"12","2020-02-05",26.48
"13","2020-02-06",26.43
"14","2020-02-07",26.42
"15","2020-02-10",26.450001
"16","2020-02-11",26.530001
"17","2020-02-12",26.49
"18","2020-02-13",26.48
"19","2020-02-14",26.469999
"20","2020-02-18",26.49
"21","2020-02-19",26.299999
"22","2020-02-20",26.530001
"23","2020-02-21",26.49
"24","2020-02-24",26.190001
"25","2020-02-25",26.110001
"26","2020-02-26",26.01
"27","2020-02-27",25.379999
"28","2020-02-28",25.059999
"29","2020-03-02",25.370001
"30","2020-03-03",25.440001
"31","2020-03-04",25.75
"32","2020-03-05",25.65
"33","2020-03-06",25.370001
"34","2020-03-09",24.5
"35","2020-03-10",24.950001
"36","2020-03-11",24.709999
"37","2020-03-12",22.610001
"38","2020-03-13",22.99
"39","2020-03-16",19.790001
"40","2020-03-17",19.92
"41","2020-03-18",14.44
"42","2020-03-19",15.79
"43","2020-03-20",18
"44","2020-03-23",16.030001
"45","2020-03-24",18.58
"46","2020-03-25",20.74
"47","2020-03-26",22.5
"48","2020-03-27",22.091999
"49","2020-03-30",21.475
"50","2020-03-31",22.120001
"51","2020-04-01",21.059999
"52","2020-04-02",20.85
"53","2020-04-03",20.379999
"54","2020-04-06",20.309999
"55","2020-04-07",21.07
"56","2020-04-08",21.639999
"57","2020-04-09",23.48
"58","2020-04-13",23.700001
"59","2020-04-14",23.955
"60","2020-04-15",23.870001
"61","2020-04-16",24.103001
"62","2020-04-17",24.450001
"63","2020-04-20",24.25
"64","2020-04-21",23.959999
"65","2020-04-22",24.25
"66","2020-04-23",24.129999
"67","2020-04-24",24.02
"68","2020-04-27",24.26
"69","2020-04-28",24.700001
"70","2020-04-29",24.799999
"71","2020-04-30",25.129999
"72","2020-05-01",24.969999
"73","2020-05-04",24.959999
"74","2020-05-05",24.85
"75","2020-05-06",24.799999
"76","2020-05-07",24.687
"77","2020-05-08",24.65
"78","2020-05-11",24.65
"79","2020-05-12",24.77
"80","2020-05-13",24.92
"81","2020-05-14",24.73
"82","2020-05-15",24.719999
"83","2020-05-18",24.76
"84","2020-05-19",24.809999
"85","2020-05-20",24.799999
"86","2020-05-21",24.889999
"87","2020-05-22",24.790001
"88","2020-05-26",24.889999
"89","2020-05-27",24.98
"90","2020-05-28",24.969999
"91","2020-05-29",24.82
"92","2020-06-01",24.9
"93","2020-06-02",25.030001
"94","2020-06-03",25.01
"95","2020-06-04",24.809999
"96","2020-06-05",24.889999
"97","2020-06-08",25.049999
"98","2020-06-09",25.08
"99","2020-06-10",25
"100","2020-06-11",24.613001
"101","2020-06-12",24.530001
"102","2020-06-15",24.77
"103","2020-06-16",24.940001
"104","2020-06-17",25.031
"105","2020-06-18",24.91
"106","2020-06-19",24.93
"107","2020-06-22",24.959999
"108","2020-06-23",25.08
"109","2020-06-24",25.059999
"110","2020-06-25",25.030001
"111","2020-06-26",24.9
"112","2020-06-29",24.85
"113","2020-06-30",24.809999
"114","2020-07-01",24.77
"115","2020-07-02",25
"116","2020-07-06",24.99
"117","2020-07-07",24.969999
"118","2020-07-08",25.219999
"119","2020-07-09",25.32
"120","2020-07-10",25.5
"121","2020-07-13",25.379999
"122","2020-07-14",25.35
"123","2020-07-15",25.49
"124","2020-07-16",25.639999
"125","2020-07-17",25.75
"126","2020-07-20",25.740999
"127","2020-07-21",26.09
"128","2020-07-22",26.18
"129","2020-07-23",26.290001
"130","2020-07-24",26.325001
"131","2020-07-27",26.243
"132","2020-07-28",26.27
"133","2020-07-29",26.34
"134","2020-07-30",26.459999
"135","2020-07-31",26.5
"136","2020-08-03",26.620001
"137","2020-08-04",26.709999
"138","2020-08-05",26.4
"139","2020-08-06",26.6
"140","2020-08-07",26.68
"141","2020-08-10",26.67
"142","2020-08-11",26.719999
"143","2020-08-12",26.799999
"144","2020-08-13",26.85
"145","2020-08-14",26.870001
"146","2020-08-17",26.921
"147","2020-08-18",27.25
"148","2020-08-19",27.16
"149","2020-08-20",27.01
"150","2020-08-21",27.01
"151","2020-08-24",27.120001
"152","2020-08-25",27.200001
"153","2020-08-26",27.200001
"154","2020-08-27",27.115
"155","2020-08-28",27.1
"156","2020-08-31",26.75
"157","2020-09-01",26.68
"158","2020-09-02",26.6
"159","2020-09-03",26.65
"160","2020-09-04",26.5
"161","2020-09-08",26.18
"162","2020-09-09",26.594
"163","2020-09-10",26.65
"164","2020-09-11",26.5
"165","2020-09-14",26.6
"166","2020-09-15",26.745001
"167","2020-09-16",26.709999
"168","2020-09-17",26.709999
"169","2020-09-18",26.76
"170","2020-09-21",26.558001
"171","2020-09-22",26.629999
"172","2020-09-23",26.32
"173","2020-09-24",26.25
"174","2020-09-25",26.67
"175","2020-09-28",26.73
"176","2020-09-29",26.92
"177","2020-09-30",26.65
"178","2020-10-01",26.959999
"179","2020-10-02",26.969999
"180","2020-10-05",27.15
"181","2020-10-06",27.200001
"182","2020-10-07",27.110001
"183","2020-10-08",27.35
"184","2020-10-09",27.27
"185","2020-10-12",27.309999
"186","2020-10-13",27.360001
"187","2020-10-14",27.25
"188","2020-10-15",27.424999
"189","2020-10-16",27.219999
"190","2020-10-19",27.139999
"191","2020-10-20",27.184999
"192","2020-10-21",26.98
"193","2020-10-22",27.110001
"194","2020-10-23",27.280001
