"","date","GMS"
"1","2016-05-26",21.91
"2","2016-05-27",22.5
"3","2016-05-31",22.809999
"4","2016-06-01",23.110001
"5","2016-06-02",22.85
"6","2016-06-03",22.75
"7","2016-06-06",22.98
"8","2016-06-07",22.91
"9","2016-06-08",22.620001
"10","2016-06-09",22.620001
"11","2016-06-10",22.32
"12","2016-06-13",22.07
"13","2016-06-14",22.059999
"14","2016-06-15",21.790001
"15","2016-06-16",21.049999
"16","2016-06-17",21
"17","2016-06-20",21.98
"18","2016-06-21",22.110001
"19","2016-06-22",22.17
"20","2016-06-23",22.43
"21","2016-06-24",21.530001
"22","2016-06-27",20
"23","2016-06-28",20.34
"24","2016-06-29",21.540001
"25","2016-06-30",22.25
"26","2016-07-01",21.92
"27","2016-07-05",22.030001
"28","2016-07-06",22.1
"29","2016-07-07",22.23
"30","2016-07-08",23.4
"31","2016-07-11",24.139999
"32","2016-07-12",24.639999
"33","2016-07-13",25.040001
"34","2016-07-14",24.209999
"35","2016-07-15",24.5
"36","2016-07-18",25.15
"37","2016-07-19",25.459999
"38","2016-07-20",25.51
"39","2016-07-21",25.969999
"40","2016-07-22",26.280001
"41","2016-07-25",25.42
"42","2016-07-26",24.809999
"43","2016-07-27",24.74
"44","2016-07-28",25.43
"45","2016-07-29",25.25
"46","2016-08-01",24.43
"47","2016-08-02",23.43
"48","2016-08-03",24
"49","2016-08-04",23.780001
"50","2016-08-05",23.700001
"51","2016-08-08",24
"52","2016-08-09",23.940001
"53","2016-08-10",23.700001
"54","2016-08-11",23.780001
"55","2016-08-12",23.860001
"56","2016-08-15",23.459999
"57","2016-08-16",23.16
"58","2016-08-17",22.309999
"59","2016-08-18",22.690001
"60","2016-08-19",23.74
"61","2016-08-22",24.040001
"62","2016-08-23",24.049999
"63","2016-08-24",24
"64","2016-08-25",24.09
"65","2016-08-26",24.110001
"66","2016-08-29",24.17
"67","2016-08-30",24.950001
"68","2016-08-31",24.469999
"69","2016-09-01",24.459999
"70","2016-09-02",24.65
"71","2016-09-06",24.709999
"72","2016-09-07",24.76
"73","2016-09-08",24.49
"74","2016-09-09",22.33
"75","2016-09-12",22.450001
"76","2016-09-13",21.42
"77","2016-09-14",21.6
"78","2016-09-15",22.459999
"79","2016-09-16",22.389999
"80","2016-09-19",22.32
"81","2016-09-20",21.93
"82","2016-09-21",22.030001
"83","2016-09-22",22.74
"84","2016-09-23",22.870001
"85","2016-09-26",22.32
"86","2016-09-27",22.280001
"87","2016-09-28",22.74
"88","2016-09-29",22.440001
"89","2016-09-30",22.23
"90","2016-10-03",22.15
"91","2016-10-04",22.16
"92","2016-10-05",22.33
"93","2016-10-06",22.58
"94","2016-10-07",22.059999
"95","2016-10-10",22.01
"96","2016-10-11",21.780001
"97","2016-10-12",21.68
"98","2016-10-13",21.51
"99","2016-10-14",21.25
"100","2016-10-17",21.379999
"101","2016-10-18",21.540001
"102","2016-10-19",21.389999
"103","2016-10-20",20.959999
"104","2016-10-21",20.76
"105","2016-10-24",20.780001
"106","2016-10-25",20.76
"107","2016-10-26",21.25
"108","2016-10-27",21.41
"109","2016-10-28",21.01
"110","2016-10-31",20.780001
"111","2016-11-01",20.620001
"112","2016-11-02",21.1
"113","2016-11-03",20.690001
"114","2016-11-04",21.120001
"115","2016-11-07",21.190001
"116","2016-11-08",21.639999
"117","2016-11-09",22.42
"118","2016-11-10",23.41
"119","2016-11-11",24.16
"120","2016-11-14",24.610001
"121","2016-11-15",24.629999
"122","2016-11-16",24.719999
"123","2016-11-17",25
"124","2016-11-18",24.860001
"125","2016-11-21",25.120001
"126","2016-11-22",25.4
"127","2016-11-23",25.34
"128","2016-11-25",25.49
"129","2016-11-28",25.389999
"130","2016-11-29",25.09
"131","2016-11-30",25.110001
"132","2016-12-01",24.75
"133","2016-12-02",24.75
"134","2016-12-05",25.639999
"135","2016-12-06",25.43
"136","2016-12-07",26.389999
"137","2016-12-08",26.85
"138","2016-12-09",27.809999
"139","2016-12-12",27.389999
"140","2016-12-13",27.08
"141","2016-12-14",26.9
"142","2016-12-15",27.09
"143","2016-12-16",28
"144","2016-12-19",29.370001
"145","2016-12-20",29.879999
"146","2016-12-21",30.01
"147","2016-12-22",29.99
"148","2016-12-23",29.950001
"149","2016-12-27",29.91
"150","2016-12-28",29.43
"151","2016-12-29",29.42
"152","2016-12-30",29.280001
"153","2017-01-03",29.4
"154","2017-01-04",29.34
"155","2017-01-05",28.700001
"156","2017-01-06",28.700001
"157","2017-01-09",28.08
"158","2017-01-10",28.42
"159","2017-01-11",28.98
"160","2017-01-12",28.93
"161","2017-01-13",29.530001
"162","2017-01-17",29.440001
"163","2017-01-18",29.34
"164","2017-01-19",29.26
"165","2017-01-20",29.27
