"","date","EGP"
"1","2007-01-03",53.310001
"2","2007-01-04",53.939999
"3","2007-01-05",52.689999
"4","2007-01-08",52.360001
"5","2007-01-09",53.389999
"6","2007-01-10",53.32
"7","2007-01-11",53.32
"8","2007-01-12",53.470001
"9","2007-01-16",54.009998
"10","2007-01-17",54.029999
"11","2007-01-18",53.419998
"12","2007-01-19",53.349998
"13","2007-01-22",52.810001
"14","2007-01-23",52.759998
"15","2007-01-24",53.919998
"16","2007-01-25",54.139999
"17","2007-01-26",54.330002
"18","2007-01-29",54.52
"19","2007-01-30",54.380001
"20","2007-01-31",54.740002
"21","2007-02-01",54.849998
"22","2007-02-02",55.59
"23","2007-02-05",55.16
"24","2007-02-06",55.880001
"25","2007-02-07",56.779999
"26","2007-02-08",57.049999
"27","2007-02-09",57.400002
"28","2007-02-12",56.369999
"29","2007-02-13",57.23
"30","2007-02-14",56.02
"31","2007-02-15",56.029999
"32","2007-02-16",57.040001
"33","2007-02-20",57.27
"34","2007-02-21",57.080002
"35","2007-02-22",56.810001
"36","2007-02-23",55.959999
"37","2007-02-26",55.810001
"38","2007-02-27",54.25
"39","2007-02-28",53.98
"40","2007-03-01",53.419998
"41","2007-03-02",52.549999
"42","2007-03-05",50.919998
"43","2007-03-06",52.59
"44","2007-03-07",52.09
"45","2007-03-08",52.459999
"46","2007-03-09",52.959999
"47","2007-03-12",53.09
"48","2007-03-13",51.830002
"49","2007-03-14",52.169998
"50","2007-03-15",52.759998
"51","2007-03-16",52.290001
"52","2007-03-19",52.400002
"53","2007-03-20",52.209999
"54","2007-03-21",52.700001
"55","2007-03-22",52.529999
"56","2007-03-23",52.5
"57","2007-03-26",51.68
"58","2007-03-27",50.849998
"59","2007-03-28",50.5
"60","2007-03-29",50.84
"61","2007-03-30",51.029999
"62","2007-04-02",51.470001
"63","2007-04-03",51.450001
"64","2007-04-04",51.41
"65","2007-04-05",51.279999
"66","2007-04-09",51.09
"67","2007-04-10",51.32
"68","2007-04-11",50.740002
"69","2007-04-12",50.490002
"70","2007-04-13",51.060001
"71","2007-04-16",51.290001
"72","2007-04-17",51.599998
"73","2007-04-18",50.889999
"74","2007-04-19",50.259998
"75","2007-04-20",50.32
"76","2007-04-23",50.860001
"77","2007-04-24",50.77
"78","2007-04-25",50.91
"79","2007-04-26",50.98
"80","2007-04-27",50.810001
"81","2007-04-30",50.110001
"82","2007-05-01",49.93
"83","2007-05-02",50.25
"84","2007-05-03",50.09
"85","2007-05-04",50.16
"86","2007-05-07",50
"87","2007-05-08",49.75
"88","2007-05-09",50.049999
"89","2007-05-10",49.549999
"90","2007-05-11",50.150002
"91","2007-05-14",50
"92","2007-05-15",49.400002
"93","2007-05-16",48.950001
"94","2007-05-17",47.48
"95","2007-05-18",47.119999
"96","2007-05-21",47.59
"97","2007-05-22",48.299999
"98","2007-05-23",47.48
"99","2007-05-24",46.75
"100","2007-05-25",47.060001
"101","2007-05-29",48.470001
"102","2007-05-30",49.139999
"103","2007-05-31",48.900002
"104","2007-06-01",48.849998
"105","2007-06-04",48.82
"106","2007-06-05",48.34
"107","2007-06-06",48.080002
"108","2007-06-07",46.610001
"109","2007-06-08",47.150002
"110","2007-06-11",46.310001
"111","2007-06-12",45.080002
"112","2007-06-13",45.959999
"113","2007-06-14",45.689999
"114","2007-06-15",45.810001
"115","2007-06-18",45.400002
"116","2007-06-19",45.549999
"117","2007-06-20",44.330002
"118","2007-06-21",44.23
"119","2007-06-22",44.290001
"120","2007-06-25",44.009998
"121","2007-06-26",43.880001
"122","2007-06-27",44.610001
"123","2007-06-28",44.189999
"124","2007-06-29",43.82
"125","2007-07-02",44.830002
"126","2007-07-03",44.700001
"127","2007-07-05",45.610001
"128","2007-07-06",45.619999
"129","2007-07-09",45.459999
"130","2007-07-10",44.130001
"131","2007-07-11",44.009998
"132","2007-07-12",44.950001
"133","2007-07-13",45.150002
"134","2007-07-16",45.34
"135","2007-07-17",45.290001
"136","2007-07-18",44.970001
"137","2007-07-19",45.549999
"138","2007-07-20",44.18
"139","2007-07-23",43.669998
"140","2007-07-24",41.869999
"141","2007-07-25",41.580002
"142","2007-07-26",41.450001
"143","2007-07-27",41
"144","2007-07-30",41.09
"145","2007-07-31",41.240002
"146","2007-08-01",40.880001
"147","2007-08-02",41.5
"148","2007-08-03",39.439999
"149","2007-08-06",40.889999
"150","2007-08-07",40.900002
"151","2007-08-08",43.279999
"152","2007-08-09",42
"153","2007-08-10",42.849998
"154","2007-08-13",41.790001
"155","2007-08-14",40.400002
"156","2007-08-15",39.939999
"157","2007-08-16",42.650002
"158","2007-08-17",44.349998
"159","2007-08-20",44.880001
"160","2007-08-21",45.150002
"161","2007-08-22",44.59
"162","2007-08-23",43.740002
"163","2007-08-24",43.040001
"164","2007-08-27",42.470001
"165","2007-08-28",41.150002
"166","2007-08-29",42.330002
"167","2007-08-30",42.110001
"168","2007-08-31",42.43
"169","2007-09-04",42.380001
"170","2007-09-05",41.630001
"171","2007-09-06",41.82
"172","2007-09-07",41.049999
"173","2007-09-10",41.110001
"174","2007-09-11",42
"175","2007-09-12",41.720001
"176","2007-09-13",42.130001
"177","2007-09-14",42.099998
"178","2007-09-17",42.119999
"179","2007-09-18",43.689999
"180","2007-09-19",45.41
"181","2007-09-20",44.919998
"182","2007-09-21",44.400002
"183","2007-09-24",45.110001
"184","2007-09-25",44.700001
"185","2007-09-26",45.59
"186","2007-09-27",45.200001
"187","2007-09-28",45.259998
"188","2007-10-01",46.599998
"189","2007-10-02",46.700001
"190","2007-10-03",46.200001
"191","2007-10-04",46.48
"192","2007-10-05",48.73
"193","2007-10-08",48.060001
"194","2007-10-09",48.279999
"195","2007-10-10",48.59
"196","2007-10-11",47.599998
"197","2007-10-12",47.619999
"198","2007-10-15",46.310001
"199","2007-10-16",45.23
"200","2007-10-17",45.259998
"201","2007-10-18",45.400002
"202","2007-10-19",44.150002
"203","2007-10-22",43.93
"204","2007-10-23",44.709999
"205","2007-10-24",44.799999
"206","2007-10-25",45.639999
"207","2007-10-26",46.299999
"208","2007-10-29",46.41
"209","2007-10-30",47
"210","2007-10-31",47.68
"211","2007-11-01",45.380001
"212","2007-11-02",45.139999
"213","2007-11-05",44.389999
"214","2007-11-06",45.099998
"215","2007-11-07",43.630001
"216","2007-11-08",44.240002
"217","2007-11-09",44.779999
"218","2007-11-12",44.860001
"219","2007-11-13",46.310001
"220","2007-11-14",46.580002
"221","2007-11-15",46.610001
"222","2007-11-16",46.169998
"223","2007-11-19",45.549999
"224","2007-11-20",45.240002
"225","2007-11-21",44.880001
"226","2007-11-23",45.950001
"227","2007-11-26",43.630001
"228","2007-11-27",45.029999
"229","2007-11-28",46.299999
"230","2007-11-29",46.200001
"231","2007-11-30",46.130001
"232","2007-12-03",45.869999
"233","2007-12-04",44.939999
"234","2007-12-05",45.93
"235","2007-12-06",47
"236","2007-12-07",46.41
"237","2007-12-10",46.5
"238","2007-12-11",45.080002
"239","2007-12-12",45.330002
"240","2007-12-13",44.490002
"241","2007-12-14",42.110001
"242","2007-12-17",41.360001
"243","2007-12-18",41.990002
"244","2007-12-19",41.98
"245","2007-12-20",41.98
"246","2007-12-21",41.799999
"247","2007-12-24",42.689999
"248","2007-12-26",42.68
"249","2007-12-27",42.080002
"250","2007-12-28",41.669998
"251","2007-12-31",41.849998
"252","2008-01-02",41.23
"253","2008-01-03",40.939999
"254","2008-01-04",40.490002
"255","2008-01-07",41.73
"256","2008-01-08",41.27
"257","2008-01-09",41.849998
"258","2008-01-10",42.799999
"259","2008-01-11",42.68
"260","2008-01-14",41.709999
"261","2008-01-15",41.080002
"262","2008-01-16",41.709999
"263","2008-01-17",40.990002
"264","2008-01-18",40.630001
"265","2008-01-22",41.639999
"266","2008-01-23",44.419998
"267","2008-01-24",44.169998
