"","date","FFNW"
"94","2008-02-25",9.79
"95","2008-02-26",9.88
"96","2008-02-27",9.91
"97","2008-02-28",9.88
"98","2008-02-29",9.95
"99","2008-03-03",9.89
"100","2008-03-04",9.8
"101","2008-03-05",9.86
"102","2008-03-06",9.69
"103","2008-03-07",9.55
"104","2008-03-10",9.2
"105","2008-03-11",9.27
"106","2008-03-12",9.17
"107","2008-03-13",9.19
"108","2008-03-14",9.1
"109","2008-03-17",8.92
"110","2008-03-18",8.85
"111","2008-03-19",9.08
"112","2008-03-20",9.33
"113","2008-03-24",9.47
"114","2008-03-25",9.45
"115","2008-03-26",9.6
"116","2008-03-27",9.32
"117","2008-03-28",9.26
"118","2008-03-31",9.4
"119","2008-04-01",9.69
"120","2008-04-02",9.42
"121","2008-04-03",9.78
"122","2008-04-04",9.92
"123","2008-04-07",9.65
"124","2008-04-08",9.77
"125","2008-04-09",9.84
"126","2008-04-10",9.84
"127","2008-04-11",9.86
"128","2008-04-14",9.7
"129","2008-04-15",9.9
"130","2008-04-16",9.85
"131","2008-04-17",9.76
"132","2008-04-18",9.8
"133","2008-04-21",9.82
"134","2008-04-22",9.75
"135","2008-04-23",9.7
"136","2008-04-24",9.79
"137","2008-04-25",9.79
"138","2008-04-28",9.9
"139","2008-04-29",9.88
"140","2008-04-30",10.02
"141","2008-05-01",10.08
"142","2008-05-02",10.25
"143","2008-05-05",10.34
"144","2008-05-06",10.03
"145","2008-05-07",10.34
"146","2008-05-08",10.22
"147","2008-05-09",10.2
"148","2008-05-12",10.29
"149","2008-05-13",10.45
"150","2008-05-14",10.55
"151","2008-05-15",10.55
"152","2008-05-16",10.49
"153","2008-05-19",10.55
"154","2008-05-20",10.51
"155","2008-05-21",10.55
"156","2008-05-22",10.52
"157","2008-05-23",10.5
"158","2008-05-27",10.57
"159","2008-05-28",10.53
"160","2008-05-29",10.41
"161","2008-05-30",10.32
"162","2008-06-02",10.32
"163","2008-06-03",10.5
"164","2008-06-04",10.47
"165","2008-06-05",10.31
"166","2008-06-06",10.36
"167","2008-06-09",10.08
"168","2008-06-10",10.37
"169","2008-06-11",10.27
"170","2008-06-12",10.23
"171","2008-06-13",10.35
"172","2008-06-16",10.3
"173","2008-06-17",10.39
"174","2008-06-18",10.1
"175","2008-06-19",10.07
"176","2008-06-20",10.1
"177","2008-06-23",9.96
"178","2008-06-24",9.99
"179","2008-06-25",10
"180","2008-06-26",9.93
"181","2008-06-27",10.22
"182","2008-06-30",9.93
"183","2008-07-01",9.82
"184","2008-07-02",9.6
"185","2008-07-03",9.78
"186","2008-07-07",9.73
"187","2008-07-08",10.07
"188","2008-07-09",9.75
"189","2008-07-10",9.95
"190","2008-07-11",10.05
"191","2008-07-14",9.7
"192","2008-07-15",9.5
"193","2008-07-16",9.77
"194","2008-07-17",10.04
"195","2008-07-18",9.88
"196","2008-07-21",9.92
"197","2008-07-22",9.92
"198","2008-07-23",9.97
"199","2008-07-24",9.89
"200","2008-07-25",9.9
"201","2008-07-28",9.7
"202","2008-07-29",9.96
"203","2008-07-30",9.99
"204","2008-07-31",9.9
"205","2008-08-01",9.8
"206","2008-08-04",9.63
"207","2008-08-05",9.8
"208","2008-08-06",9.74
"209","2008-08-07",9.73
"210","2008-08-08",9.79
"211","2008-08-11",9.79
"212","2008-08-12",9.72
"213","2008-08-13",9.93
"214","2008-08-14",10.04
"215","2008-08-15",9.99
"216","2008-08-18",10.04
"217","2008-08-19",9.89
"218","2008-08-20",9.98
"219","2008-08-21",9.98
"220","2008-08-22",10.08
"221","2008-08-25",9.99
"222","2008-08-26",9.98
"223","2008-08-27",10.08
"224","2008-08-28",10.23
"225","2008-08-29",10.17
"226","2008-09-02",10.15
"227","2008-09-03",10.41
"228","2008-09-04",10.42
"229","2008-09-05",10.45
"230","2008-09-08",10.87
"231","2008-09-09",10.73
"232","2008-09-10",10.8
"233","2008-09-11",10.78
"234","2008-09-12",10.72
"235","2008-09-15",10.35
"236","2008-09-16",10.4
"237","2008-09-17",10.33
"238","2008-09-18",10.5
"239","2008-09-19",10.75
"240","2008-09-22",10.39
"241","2008-09-23",10.39
"242","2008-09-24",10.14
"243","2008-09-25",10.3
"244","2008-09-26",10.48
"245","2008-09-29",9.78
"246","2008-09-30",10.32
"247","2008-10-01",10.37
"248","2008-10-02",10.16
"249","2008-10-03",9.63
"250","2008-10-06",9.97
"251","2008-10-07",9.11
"252","2008-10-08",9.33
"253","2008-10-09",8.13
"254","2008-10-10",9.83
"255","2008-10-13",9.8
"256","2008-10-14",9.62
"257","2008-10-15",8.99
"258","2008-10-16",9.57
"259","2008-10-17",9.1
"260","2008-10-20",9.44
"261","2008-10-21",9.08
"262","2008-10-22",8.92
"263","2008-10-23",8.55
"264","2008-10-24",7.92
"265","2008-10-27",7.06
"266","2008-10-28",7.81
"267","2008-10-29",7.28
"268","2008-10-30",7.17
"269","2008-10-31",8.17
"270","2008-11-03",8.48
"271","2008-11-04",8.37
"272","2008-11-05",8.19
"273","2008-11-06",8.05
"274","2008-11-07",7.98
"275","2008-11-10",8.17
"276","2008-11-11",8.18
"277","2008-11-12",7.98
"278","2008-11-13",8.46
"279","2008-11-14",8.22
"280","2008-11-17",8.48
"281","2008-11-18",8.5
"282","2008-11-19",8.17
"283","2008-11-20",7.9
"284","2008-11-21",8.39
"285","2008-11-24",8.54
"286","2008-11-25",8.64
"287","2008-11-26",8.85
"288","2008-11-28",9.03
"289","2008-12-01",8.25
"290","2008-12-02",8.8
"291","2008-12-03",8.69
"292","2008-12-04",8.45
"293","2008-12-05",8.75
"294","2008-12-08",9.05
"295","2008-12-09",8.88
"296","2008-12-10",8.82
"297","2008-12-11",8.5
"298","2008-12-12",8.95
"299","2008-12-15",8.8
"300","2008-12-16",9.49
"301","2008-12-17",9.4
"302","2008-12-18",9.45
"303","2008-12-19",9.5
"304","2008-12-22",9.3
"305","2008-12-23",9.06
"306","2008-12-24",9.18
"307","2008-12-26",9.09
"308","2008-12-29",9.05
"309","2008-12-30",9.14
"310","2008-12-31",9.34
"311","2009-01-02",9.39
"312","2009-01-05",9.48
"313","2009-01-06",9.47
"314","2009-01-07",9.31
"315","2009-01-08",9.47
"316","2009-01-09",8.8
"317","2009-01-12",8.71
"318","2009-01-13",8.92
"319","2009-01-14",8.85
"320","2009-01-15",8.74
"321","2009-01-16",8.68
"322","2009-01-20",7.95
"323","2009-01-21",8.35
"324","2009-01-22",8.33
"325","2009-01-23",8.43
"326","2009-01-26",8.84
"327","2009-01-27",8.91
"328","2009-01-28",9.25
"329","2009-01-29",9
"330","2009-01-30",8.66
"331","2009-02-02",8.65
"332","2009-02-03",8.5
"333","2009-02-04",8.08
"334","2009-02-05",8.14
"335","2009-02-06",8.21
"336","2009-02-09",8.59
"337","2009-02-10",8.09
"338","2009-02-11",8.2
"339","2009-02-12",8
"340","2009-02-13",7.88
"341","2009-02-17",7.73
"342","2009-02-18",7.6
"343","2009-02-19",7.5
"344","2009-02-20",7.47
"345","2009-02-23",7.08
"346","2009-02-24",7.6
"347","2009-02-25",7.53
"348","2009-02-26",7.07
"349","2009-02-27",7.37
"350","2009-03-02",7.2
"351","2009-03-03",7.1
"352","2009-03-04",7.42
"353","2009-03-05",7
"354","2009-03-06",7.11
"355","2009-03-09",6.84
"356","2009-03-10",7.27
"357","2009-03-11",7.21
"358","2009-03-12",8.05
"359","2009-03-13",8.09
"360","2009-03-16",8.11
"361","2009-03-17",8.57
"362","2009-03-18",9.04
"363","2009-03-19",8.35
"364","2009-03-20",8.29
"365","2009-03-23",8.72
"366","2009-03-24",8.51
"367","2009-03-25",8.45
"368","2009-03-26",8.51
"369","2009-03-27",8.03
"370","2009-03-30",7.96
"371","2009-03-31",8.34
"372","2009-04-01",8.29
"373","2009-04-02",8.59
"374","2009-04-03",8.51
"375","2009-04-06",8.28
"376","2009-04-07",8.36
"377","2009-04-08",8.53
"378","2009-04-09",8.77
"379","2009-04-13",8.91
"380","2009-04-14",8.77
"381","2009-04-15",8.89
"382","2009-04-16",8.77
"383","2009-04-17",8.69
"384","2009-04-20",8.21
"385","2009-04-21",8.36
"386","2009-04-22",8.24
"387","2009-04-23",8.01
"388","2009-04-24",8.24
"389","2009-04-27",7.94
"390","2009-04-28",8.21
"391","2009-04-29",8.43
"392","2009-04-30",8.07
"393","2009-05-01",7.9
"394","2009-05-04",7.95
"395","2009-05-05",7.85
"396","2009-05-06",8.04
"397","2009-05-07",7.88
"398","2009-05-08",8.07
"399","2009-05-11",8.01
"400","2009-05-12",7.96
"401","2009-05-13",7.71
"402","2009-05-14",7.92
"403","2009-05-15",7.9
"404","2009-05-18",8.16
"405","2009-05-19",8.02
"406","2009-05-20",8.11
"407","2009-05-21",8.12
"408","2009-05-22",8.22
"409","2009-05-26",8.61
"410","2009-05-27",8.3
"411","2009-05-28",8.54
"412","2009-05-29",8.79
"413","2009-06-01",8.9
"414","2009-06-02",9
"415","2009-06-03",8.99
"416","2009-06-04",8.95
"417","2009-06-05",8.48
"418","2009-06-08",8.48
"419","2009-06-09",8.41
"420","2009-06-10",8.18
"421","2009-06-11",8.33
"422","2009-06-12",8.42
"423","2009-06-15",8.17
"424","2009-06-16",8.14
"425","2009-06-17",8.04
"426","2009-06-18",8
"427","2009-06-19",8.07
"428","2009-06-22",7.79
"429","2009-06-23",7.81
"430","2009-06-24",7.7
"431","2009-06-25",7.87
"432","2009-06-26",8.04
"433","2009-06-29",7.78
"434","2009-06-30",7.82
"435","2009-07-01",8.28
"436","2009-07-02",8.17
"437","2009-07-06",8.17
"438","2009-07-07",7.86
"439","2009-07-08",7.68
"440","2009-07-09",7.5
"441","2009-07-10",7.69
"442","2009-07-13",7.95
"443","2009-07-14",8.06
"444","2009-07-15",8.55
"445","2009-07-16",8.44
"446","2009-07-17",8.39
"447","2009-07-20",8.39
"448","2009-07-21",8.12
"449","2009-07-22",8.32
"450","2009-07-23",8.4
"451","2009-07-24",7.83
"452","2009-07-27",7.83
"453","2009-07-28",8.12
"454","2009-07-29",8.02
"455","2009-07-30",8.02
"456","2009-07-31",7.76
"457","2009-08-03",7.88
"458","2009-08-04",7.82
"459","2009-08-05",7.8
"460","2009-08-06",7.67
"461","2009-08-07",7.84
"462","2009-08-10",7.68
"463","2009-08-11",7.61
"464","2009-08-12",7.8
"465","2009-08-13",7.79
"466","2009-08-14",7.74
"467","2009-08-17",7.58
"468","2009-08-18",7.48
"469","2009-08-19",7.56
"470","2009-08-20",7.65
"471","2009-08-21",7.48
"472","2009-08-24",7.39
"473","2009-08-25",7.35
"474","2009-08-26",7.43
"475","2009-08-27",7.27
"476","2009-08-28",7.3
"477","2009-08-31",7.27
"478","2009-09-01",6.95
"479","2009-09-02",6.91
"480","2009-09-03",6.98
"481","2009-09-04",6.95
"482","2009-09-08",6.88
"483","2009-09-09",6.8
"484","2009-09-10",6.78
"485","2009-09-11",6.72
"486","2009-09-14",6.76
"487","2009-09-15",6.66
"488","2009-09-16",6.57
"489","2009-09-17",6.64
"490","2009-09-18",6.59
"491","2009-09-21",6.6
"492","2009-09-22",6.47
"493","2009-09-23",6.37
"494","2009-09-24",5.99
"495","2009-09-25",5.87
"496","2009-09-28",5.99
"497","2009-09-29",5.9
"498","2009-09-30",5.83
"499","2009-10-01",5.85
"500","2009-10-02",5.69
"501","2009-10-05",5.95
"502","2009-10-06",6.02
"503","2009-10-07",6.08
"504","2009-10-08",6.08
"505","2009-10-09",6.12
"506","2009-10-12",6.15
"507","2009-10-13",6.13
"508","2009-10-14",6.29
"509","2009-10-15",6.42
"510","2009-10-16",6.45
"511","2009-10-19",6.41
"512","2009-10-20",6.47
"513","2009-10-21",6.58
"514","2009-10-22",6.34
"515","2009-10-23",6.22
"516","2009-10-26",6.1
"517","2009-10-27",6.26
"518","2009-10-28",6.05
"519","2009-10-29",6.43
"520","2009-10-30",5.92
"521","2009-11-02",6.1
"522","2009-11-03",5.91
"523","2009-11-04",5.93
"524","2009-11-05",5.92
"525","2009-11-06",5.93
"526","2009-11-09",6.42
"527","2009-11-10",6.2
"528","2009-11-11",6.32
"529","2009-11-12",6.03
"530","2009-11-13",6.05
"531","2009-11-16",6.46
"532","2009-11-17",6.66
"533","2009-11-18",6.67
"534","2009-11-19",6.57
"535","2009-11-20",6.73
"536","2009-11-23",6.94
"537","2009-11-24",6.87
"538","2009-11-25",6.9
"539","2009-11-27",6.69
"540","2009-11-30",6.86
"541","2009-12-01",6.92
"542","2009-12-02",6.98
"543","2009-12-03",6.89
"544","2009-12-04",7.06
"545","2009-12-07",6.8
"546","2009-12-08",6.62
"547","2009-12-09",6.87
"548","2009-12-10",6.65
"549","2009-12-11",6.88
"550","2009-12-14",6.88
"551","2009-12-15",6.76
"552","2009-12-16",6.71
"553","2009-12-17",6.65
"554","2009-12-18",6.53
"555","2009-12-21",6.5
"556","2009-12-22",6.49
"557","2009-12-23",6.72
"558","2009-12-24",6.73
"559","2009-12-28",6.65
"560","2009-12-29",6.59
"561","2009-12-30",6.72
"562","2009-12-31",6.55
"563","2010-01-04",6.97
"564","2010-01-05",6.81
"565","2010-01-06",6.6
"566","2010-01-07",6.82
"567","2010-01-08",6.75
"568","2010-01-11",6.62
"569","2010-01-12",6.63
"570","2010-01-13",6.6
"571","2010-01-14",6.68
"572","2010-01-15",6.37
"573","2010-01-19",6.42
"574","2010-01-20",6.81
"575","2010-01-21",6.44
"576","2010-01-22",6.34
"577","2010-01-25",6.36
"578","2010-01-26",6.51
"579","2010-01-27",6.59
"580","2010-01-28",6.13
"581","2010-01-29",6.19
"582","2010-02-01",6.1
"583","2010-02-02",6
"584","2010-02-03",5.9
"585","2010-02-04",5.85
"586","2010-02-05",5.98
"587","2010-02-08",5.59
"588","2010-02-09",5.68
"589","2010-02-10",5.79
"590","2010-02-11",5.87
"591","2010-02-12",5.91
"592","2010-02-16",6.03
"593","2010-02-17",6.06
"594","2010-02-18",6.28
"595","2010-02-19",6.3
"596","2010-02-22",6.3
"597","2010-02-23",6.47
"598","2010-02-24",6.54
"599","2010-02-25",6.39
"600","2010-02-26",6.54
"601","2010-03-01",6.75
"602","2010-03-02",6.74
"603","2010-03-03",6.74
"604","2010-03-04",6.94
"605","2010-03-05",7.19
"606","2010-03-08",7.22
"607","2010-03-09",7.29
"608","2010-03-10",7.46
"609","2010-03-11",7.38
"610","2010-03-12",7.24
"611","2010-03-15",7.26
"612","2010-03-16",7.41
"613","2010-03-17",7.41
"614","2010-03-18",7.33
"615","2010-03-19",7.29
"616","2010-03-22",7.26
"617","2010-03-23",7.35
"618","2010-03-24",7.12
"619","2010-03-25",6.96
"620","2010-03-26",6.96
"621","2010-03-29",7.11
"622","2010-03-30",7.19
"623","2010-03-31",6.83
"624","2010-04-01",6.63
"625","2010-04-05",7.22
"626","2010-04-06",6.99
"627","2010-04-07",7.06
"628","2010-04-08",7.19
"629","2010-04-09",7.41
"630","2010-04-12",7.42
"631","2010-04-13",7.33
"632","2010-04-14",7.54
"633","2010-04-15",7.21
"634","2010-04-16",7.3
"635","2010-04-19",7.34
"636","2010-04-20",7.5
"637","2010-04-21",7.48
"638","2010-04-22",7.47
"639","2010-04-23",7.49
"640","2010-04-26",7.64
"641","2010-04-27",7.06
"642","2010-04-28",6.67
"643","2010-04-29",6.81
"644","2010-04-30",6.45
"645","2010-05-03",6.36
"646","2010-05-04",6.02
"647","2010-05-05",5.78
"648","2010-05-06",5.25
"649","2010-05-07",5.07
"650","2010-05-10",5.48
"651","2010-05-11",5.24
"652","2010-05-12",5.73
"653","2010-05-13",5.36
"654","2010-05-14",5.19
"655","2010-05-17",5.1
"656","2010-05-18",5.25
"657","2010-05-19",5.42
"658","2010-05-20",5.16
"659","2010-05-21",5.08
"660","2010-05-24",5.03
"661","2010-05-25",4.88
"662","2010-05-26",4.96
"663","2010-05-27",5.05
"664","2010-05-28",4.81
"665","2010-06-01",4.5
"666","2010-06-02",4.84
"667","2010-06-03",4.77
"668","2010-06-04",4.29
"669","2010-06-07",4.12
"670","2010-06-08",4.04
"671","2010-06-09",3.8
"672","2010-06-10",4.13
"673","2010-06-11",4.26
"674","2010-06-14",4.07
"675","2010-06-15",4.26
"676","2010-06-16",4.22
"677","2010-06-17",4.2
"678","2010-06-18",4.23
"679","2010-06-21",4.01
"680","2010-06-22",4.09
"681","2010-06-23",4.03
"682","2010-06-24",3.88
"683","2010-06-25",3.75
"684","2010-06-28",3.86
"685","2010-06-29",3.84
"686","2010-06-30",3.96
"687","2010-07-01",4.05
"688","2010-07-02",3.93
"689","2010-07-06",4.04
"690","2010-07-07",3.93
"691","2010-07-08",4.02
"692","2010-07-09",4.04
"693","2010-07-12",4.12
"694","2010-07-13",4.27
"695","2010-07-14",4.23
"696","2010-07-15",4.12
"697","2010-07-16",4.08
"698","2010-07-19",4.04
"699","2010-07-20",4.09
"700","2010-07-21",4.04
"701","2010-07-22",4.2
"702","2010-07-23",4.4
"703","2010-07-26",4.32
"704","2010-07-27",4.42
"705","2010-07-28",4.55
"706","2010-07-29",4.66
"707","2010-07-30",4.56
"708","2010-08-02",4.65
"709","2010-08-03",4.55
"710","2010-08-04",4.5
"711","2010-08-05",4.55
"712","2010-08-06",4.47
"713","2010-08-09",4.47
"714","2010-08-10",4.48
"715","2010-08-11",4.37
"716","2010-08-12",4.3
"717","2010-08-13",4.25
"718","2010-08-16",4.26
"719","2010-08-17",4.35
"720","2010-08-18",4.29
"721","2010-08-19",4.33
"722","2010-08-20",4.2
"723","2010-08-23",4.09
"724","2010-08-24",4.02
"725","2010-08-25",4.03
"726","2010-08-26",4.05
"727","2010-08-27",4.03
"728","2010-08-30",3.95
"729","2010-08-31",4.14
"730","2010-09-01",4.15
"731","2010-09-02",4.11
"732","2010-09-03",4.11
"733","2010-09-07",4.07
"734","2010-09-08",4.05
"735","2010-09-09",4.13
"736","2010-09-10",4.09
"737","2010-09-13",4.06
"738","2010-09-14",4.05
"739","2010-09-15",4.11
"740","2010-09-16",4
"741","2010-09-17",4.05
"742","2010-09-20",4
"743","2010-09-21",3.97
"744","2010-09-22",3.9
"745","2010-09-23",3.89
"746","2010-09-24",4.15
"747","2010-09-27",4.02
"748","2010-09-28",4.05
"749","2010-09-29",3.86
"750","2010-09-30",3.9
"751","2010-10-01",4.06
"752","2010-10-04",3.98
"753","2010-10-05",3.95
"754","2010-10-06",3.91
"755","2010-10-07",4.09
"756","2010-10-08",3.91
"757","2010-10-11",3.89
"758","2010-10-12",3.86
"759","2010-10-13",3.85
"760","2010-10-14",3.77
"761","2010-10-15",3.73
"762","2010-10-18",3.81
"763","2010-10-19",3.76
"764","2010-10-20",3.9
"765","2010-10-21",3.79
"766","2010-10-22",3.88
"767","2010-10-25",3.89
"768","2010-10-26",3.88
"769","2010-10-27",3.83
"770","2010-10-28",3.83
"771","2010-10-29",3.82
"772","2010-11-01",3.83
"773","2010-11-02",3.81
"774","2010-11-03",3.72
"775","2010-11-04",3.74
"776","2010-11-05",3.83
"777","2010-11-08",3.84
"778","2010-11-09",3.69
"779","2010-11-10",3.55
"780","2010-11-11",3.3
"781","2010-11-12",3.47
"782","2010-11-15",3.55
"783","2010-11-16",3.74
"784","2010-11-17",3.5
"785","2010-11-18",3.61
"786","2010-11-19",3.51
"787","2010-11-22",3.39
"788","2010-11-23",3.41
"789","2010-11-24",3.42
"790","2010-11-26",3.4
"791","2010-11-29",3.4
"792","2010-11-30",3.25
"793","2010-12-01",3.3
"794","2010-12-02",3.32
"795","2010-12-03",3.35
"796","2010-12-06",3.4
"797","2010-12-07",3.36
"798","2010-12-08",3.54
"799","2010-12-09",3.54
"800","2010-12-10",3.64
"801","2010-12-13",3.72
"802","2010-12-14",3.71
"803","2010-12-15",3.69
"804","2010-12-16",3.74
"805","2010-12-17",3.72
"806","2010-12-20",3.99
"807","2010-12-21",4
"808","2010-12-22",3.99
"809","2010-12-23",3.99
"810","2010-12-27",4.02
"811","2010-12-28",4.03
"812","2010-12-29",4.03
"813","2010-12-30",4
"814","2010-12-31",4
"815","2011-01-03",4
"816","2011-01-04",4.02
"817","2011-01-05",4.17
"818","2011-01-06",4.25
"819","2011-01-07",4.25
"820","2011-01-10",4.25
"821","2011-01-11",4.26
"822","2011-01-12",4.32
"823","2011-01-13",4.28
"824","2011-01-14",4.22
"825","2011-01-18",4.1
"826","2011-01-19",4.1
"827","2011-01-20",4.09
"828","2011-01-21",4.18
"829","2011-01-24",4.1
"830","2011-01-25",4.36
"831","2011-01-26",4.44
"832","2011-01-27",4.43
"833","2011-01-28",4.41
"834","2011-01-31",4.69
"835","2011-02-01",4.94
"836","2011-02-02",4.92
"837","2011-02-03",5.1
"838","2011-02-04",5.11
"839","2011-02-07",5.39
"840","2011-02-08",5.5
"841","2011-02-09",5.42
"842","2011-02-10",5.35
"843","2011-02-11",5.35
"844","2011-02-14",5.33
"845","2011-02-15",5.29
"846","2011-02-16",5.3
"847","2011-02-17",5.25
"848","2011-02-18",5.27
"849","2011-02-22",5.88
"850","2011-02-23",5.79
"851","2011-02-24",5.85
"852","2011-02-25",5.9
"853","2011-02-28",5.97
"854","2011-03-01",5.82
"855","2011-03-02",5.82
"856","2011-03-03",5.86
"857","2011-03-04",5.82
"858","2011-03-07",5.72
"859","2011-03-08",5.74
"860","2011-03-09",5.85
"861","2011-03-10",5.76
"862","2011-03-11",5.78
"863","2011-03-14",5.72
"864","2011-03-15",5.66
"865","2011-03-16",5.59
"866","2011-03-17",5.67
"867","2011-03-18",5.66
"868","2011-03-21",5.82
"869","2011-03-22",5.66
"870","2011-03-23",5.64
"871","2011-03-24",5.73
"872","2011-03-25",5.69
"873","2011-03-28",5.62
"874","2011-03-29",5.59
"875","2011-03-30",5.59
"876","2011-03-31",5.68
"877","2011-04-01",5.95
"878","2011-04-04",5.9
"879","2011-04-05",5.8
"880","2011-04-06",5.76
"881","2011-04-07",5.76
"882","2011-04-08",5.74
"883","2011-04-11",5.79
"884","2011-04-12",5.83
"885","2011-04-13",5.87
"886","2011-04-14",5.87
"887","2011-04-15",5.78
"888","2011-04-18",5.65
"889","2011-04-19",5.63
"890","2011-04-20",5.75
"891","2011-04-21",6.01
"892","2011-04-25",6.19
"893","2011-04-26",6.25
"894","2011-04-27",6.28
"895","2011-04-28",6.23
"896","2011-04-29",6.22
"897","2011-05-02",6.25
"898","2011-05-03",6.29
"899","2011-05-04",6.3
"900","2011-05-05",6.27
"901","2011-05-06",6.17
"902","2011-05-09",6.2
"903","2011-05-10",6.21
"904","2011-05-11",6.12
"905","2011-05-12",6.15
"906","2011-05-13",6.12
"907","2011-05-16",6.11
"908","2011-05-17",5.98
"909","2011-05-18",5.95
"910","2011-05-19",6.01
"911","2011-05-20",5.85
"912","2011-05-23",5.82
"913","2011-05-24",5.59
"914","2011-05-25",5.62
"915","2011-05-26",5.72
"916","2011-05-27",5.79
"917","2011-05-31",5.82
"918","2011-06-01",5.75
"919","2011-06-02",5.87
"920","2011-06-03",5.67
"921","2011-06-06",5.72
"922","2011-06-07",5.68
"923","2011-06-08",5.61
"924","2011-06-09",5.58
"925","2011-06-10",5.41
"926","2011-06-13",5.54
"927","2011-06-14",5.49
"928","2011-06-15",5.5
"929","2011-06-16",5.41
"930","2011-06-17",5.43
"931","2011-06-20",5.41
"932","2011-06-21",5.36
"933","2011-06-22",5.23
"934","2011-06-23",5.13
"935","2011-06-24",5.12
"936","2011-06-27",5.03
"937","2011-06-28",4.94
"938","2011-06-29",5.12
"939","2011-06-30",5.08
"940","2011-07-01",5.08
"941","2011-07-05",4.95
"942","2011-07-06",4.92
"943","2011-07-07",4.91
"944","2011-07-08",4.83
"945","2011-07-11",4.84
"946","2011-07-12",4.84
"947","2011-07-13",4.83
"948","2011-07-14",4.83
"949","2011-07-15",4.82
"950","2011-07-18",4.76
"951","2011-07-19",4.83
"952","2011-07-20",4.83
"953","2011-07-21",4.83
"954","2011-07-22",4.84
"955","2011-07-25",5.26
"956","2011-07-26",5.15
"957","2011-07-27",5.05
"958","2011-07-28",4.86
"959","2011-07-29",4.91
"960","2011-08-01",5.13
"961","2011-08-02",5.13
"962","2011-08-03",5.12
"963","2011-08-04",4.96
"964","2011-08-05",4.96
"965","2011-08-08",4.46
"966","2011-08-09",4.54
"967","2011-08-10",4.52
"968","2011-08-11",4.75
"969","2011-08-12",4.7
"970","2011-08-15",4.89
"971","2011-08-16",4.95
"972","2011-08-17",4.92
"973","2011-08-18",4.82
"974","2011-08-19",4.79
"975","2011-08-22",4.67
"976","2011-08-23",4.51
"977","2011-08-24",4.49
"978","2011-08-25",4.31
"979","2011-08-26",4.3
"980","2011-08-29",4.45
"981","2011-08-30",4.47
"982","2011-08-31",4.46
"983","2011-09-01",4.5
"984","2011-09-02",4.63
"985","2011-09-06",4.7
"986","2011-09-07",5
"987","2011-09-08",5.26
"988","2011-09-09",5.25
"989","2011-09-12",5.32
"990","2011-09-13",5.24
"991","2011-09-14",5.26
"992","2011-09-15",5.27
"993","2011-09-16",5.25
"994","2011-09-19",5.4
"995","2011-09-20",5.26
"996","2011-09-21",5.25
"997","2011-09-22",5.12
"998","2011-09-23",5.13
"999","2011-09-26",5.26
"1000","2011-09-27",5.24
"1001","2011-09-28",5.48
