"","date","ACEL"
"80","2017-12-15",9.75
"81","2017-12-18",9.75
"82","2017-12-19",9.75
"83","2017-12-20",9.75
"84","2017-12-21",9.75
"85","2017-12-22",9.75
"86","2017-12-26",9.75
"87","2017-12-27",9.75
"88","2017-12-28",9.75
"89","2017-12-29",9.73
"90","2018-01-02",9.73
"91","2018-01-03",9.73
"92","2018-01-04",9.73
"93","2018-01-05",9.75
"94","2018-01-08",9.7
"95","2018-01-09",9.7
"96","2018-01-10",9.7
"97","2018-01-11",9.7
"98","2018-01-12",9.7
"99","2018-01-16",9.734
"100","2018-01-17",9.734
"101","2018-01-18",9.75
"102","2018-01-19",9.75
"103","2018-01-22",9.75
"104","2018-01-23",9.75
"105","2018-01-24",9.75
"106","2018-01-25",9.76
"107","2018-01-26",9.76
"108","2018-01-29",9.76
"109","2018-01-30",9.76
"110","2018-01-31",9.75
"111","2018-02-01",9.79
"112","2018-02-02",9.79
"113","2018-02-05",9.79
"114","2018-02-06",9.767
"115","2018-02-07",9.79
"116","2018-02-08",9.79
"117","2018-02-09",9.79
"118","2018-02-12",9.79
"119","2018-02-13",9.79
"120","2018-02-14",9.79
"121","2018-02-15",9.79
"122","2018-02-16",9.79
"123","2018-02-20",9.79
"124","2018-02-21",9.79
"125","2018-02-22",9.79
"126","2018-02-23",9.79
"127","2018-02-26",9.8
"128","2018-02-27",9.82
"129","2018-02-28",9.82
"130","2018-03-01",9.81
"131","2018-03-02",9.81
"132","2018-03-05",9.78
"133","2018-03-06",9.78
"134","2018-03-07",9.78
"135","2018-03-08",9.77
"136","2018-03-09",9.77
"137","2018-03-12",9.77
"138","2018-03-13",9.77
"139","2018-03-14",9.76
"140","2018-03-15",9.76
"141","2018-03-16",9.76
"142","2018-03-19",9.76
"143","2018-03-20",9.85
"144","2018-03-21",9.85
"145","2018-03-22",9.78
"146","2018-03-23",9.78
"147","2018-03-26",9.8
"148","2018-03-27",9.8
"149","2018-03-28",9.8
"150","2018-03-29",9.8
"151","2018-04-02",9.8
"152","2018-04-03",9.8
"153","2018-04-04",9.8
"154","2018-04-05",9.8
"155","2018-04-06",9.8
"156","2018-04-09",9.85
"157","2018-04-10",9.85
"158","2018-04-11",9.85
"159","2018-04-12",9.85
"160","2018-04-13",9.85
"161","2018-04-16",9.85
"162","2018-04-17",9.85
"163","2018-04-18",9.85
"164","2018-04-19",9.85
"165","2018-04-20",9.85
"166","2018-04-23",9.85
"167","2018-04-24",9.85
"168","2018-04-25",9.8
"169","2018-04-26",9.85
"170","2018-04-27",9.85
"171","2018-04-30",9.85
"172","2018-05-01",9.85
"173","2018-05-02",9.85
"174","2018-05-03",9.85
"175","2018-05-04",9.81
"176","2018-05-07",9.82
"177","2018-05-08",9.84
"178","2018-05-09",9.81
"179","2018-05-10",9.88
"180","2018-05-11",9.86
"181","2018-05-14",9.861
"182","2018-05-15",9.84
"183","2018-05-16",9.83
"184","2018-05-17",9.88
"185","2018-05-18",9.9
"186","2018-05-21",9.9
"187","2018-05-22",9.89
"188","2018-05-23",9.89
"189","2018-05-24",9.89
"190","2018-05-25",9.86
"191","2018-05-29",9.86
"192","2018-05-30",9.86
"193","2018-05-31",9.86
"194","2018-06-01",9.86
"195","2018-06-04",10
"196","2018-06-05",9.77
"197","2018-06-06",9.77
"198","2018-06-07",9.85
"199","2018-06-08",9.87
"200","2018-06-11",9.9
"201","2018-06-12",9.89
"202","2018-06-13",9.94
"203","2018-06-14",9.9
"204","2018-06-15",9.94
"205","2018-06-18",9.95
"206","2018-06-19",9.95
"207","2018-06-20",9.95
"208","2018-06-21",9.95
"209","2018-06-22",9.98
"210","2018-06-25",9.89
"211","2018-06-26",9.95
"212","2018-06-27",9.96
"213","2018-06-28",9.93
"214","2018-06-29",9.93
"215","2018-07-02",10
"216","2018-07-03",10
"217","2018-07-05",10.03
"218","2018-07-06",10.02
"219","2018-07-09",10.01
"220","2018-07-10",9.93
"221","2018-07-11",9.979
"222","2018-07-12",9.979
"223","2018-07-13",9.97
"224","2018-07-16",9.97
"225","2018-07-17",10.01
"226","2018-07-18",10
"227","2018-07-19",10.01
"228","2018-07-20",10.03
"229","2018-07-23",10.03
"230","2018-07-24",10.1
"231","2018-07-25",10.1
"232","2018-07-26",10.1
"233","2018-07-27",10.1
"234","2018-07-30",10.15
"235","2018-07-31",10.13
"236","2018-08-01",10.15
"237","2018-08-02",10.15
"238","2018-08-03",10.2
"239","2018-08-06",10.18
"240","2018-08-07",10.15
"241","2018-08-08",10.15
"242","2018-08-09",10.07
"243","2018-08-10",10.07
"244","2018-08-13",10.07
"245","2018-08-14",10.06
"246","2018-08-15",10.06
"247","2018-08-16",10.06
"248","2018-08-17",10.06
"249","2018-08-20",10.06
"250","2018-08-21",10.06
"251","2018-08-22",10.06
"252","2018-08-23",10.06
"253","2018-08-24",10.06
"254","2018-08-27",10.06
"255","2018-08-28",10.07
"256","2018-08-29",10.07
"257","2018-08-30",10.05
"258","2018-08-31",10.05
"259","2018-09-04",10.05
"260","2018-09-05",10.05
"261","2018-09-06",10.05
"262","2018-09-07",10.07
"263","2018-09-10",10.08
"264","2018-09-11",10.065
"265","2018-09-12",10.065
"266","2018-09-13",10.08
"267","2018-09-14",10.08
"268","2018-09-17",10.08
"269","2018-09-18",10.08
"270","2018-09-19",10.05
"271","2018-09-20",10.05
"272","2018-09-21",10.05
"273","2018-09-24",10.04
"274","2018-09-25",10.04
"275","2018-09-26",10.05
"276","2018-09-27",10.06
"277","2018-09-28",10.07
"278","2018-10-01",10.07
"279","2018-10-02",10.072
"280","2018-10-03",10.072
"281","2018-10-04",10.2
"282","2018-10-05",10.1
"283","2018-10-08",10.07
"284","2018-10-09",10.08
"285","2018-10-10",10.08
"286","2018-10-11",10.08
"287","2018-10-12",10.08
"288","2018-10-15",10.13
"289","2018-10-16",10.1
"290","2018-10-17",10.08
"291","2018-10-18",10.08
"292","2018-10-19",10.1
"293","2018-10-22",10.08
"294","2018-10-23",10.05
"295","2018-10-24",10.05
"296","2018-10-25",10.05
"297","2018-10-26",10.12
"298","2018-10-29",10.1
"299","2018-10-30",10
"300","2018-10-31",10.03
"301","2018-11-01",10.03
"302","2018-11-02",10.02
"303","2018-11-05",10.05
"304","2018-11-06",10.04
"305","2018-11-07",10.04
"306","2018-11-08",10.05
"307","2018-11-09",10.05
"308","2018-11-12",10.02
"309","2018-11-13",10.02
"310","2018-11-14",10.02
"311","2018-11-15",10.04
"312","2018-11-16",9.98
"313","2018-11-19",10.02
"314","2018-11-20",10.02
"315","2018-11-21",10
"316","2018-11-23",10
"317","2018-11-26",10
"318","2018-11-27",10
"319","2018-11-28",10
"320","2018-11-29",10
"321","2018-11-30",10
"322","2018-12-03",10.02
"323","2018-12-04",10.02
"324","2018-12-06",10
"325","2018-12-07",10.03
"326","2018-12-10",9.99
"327","2018-12-11",10.01
"328","2018-12-12",10
"329","2018-12-13",9.99
"330","2018-12-14",10.03
"331","2018-12-17",10.05
"332","2018-12-18",9.98
"333","2018-12-19",9.98
"334","2018-12-20",9.98
"335","2018-12-21",10
"336","2018-12-24",10
"337","2018-12-26",10.04
"338","2018-12-27",10
"339","2018-12-28",10
"340","2018-12-31",10
"341","2019-01-02",10.01
"342","2019-01-03",10
"343","2019-01-04",10
"344","2019-01-07",10.05
"345","2019-01-08",10.05
"346","2019-01-09",10.02
"347","2019-01-10",10.02
"348","2019-01-11",10.02
"349","2019-01-14",10.02
"350","2019-01-15",10.06
"351","2019-01-16",10.07
"352","2019-01-17",10.05
"353","2019-01-18",10.06
"354","2019-01-22",10.1
"355","2019-01-23",10.1
"356","2019-01-24",10.11
"357","2019-01-25",10.1
"358","2019-01-28",10.12
"359","2019-01-29",10.1
"360","2019-01-30",10.109
"361","2019-01-31",10.12
"362","2019-02-01",10.1
"363","2019-02-04",10.1
"364","2019-02-05",10.1
"365","2019-02-06",10.12
"366","2019-02-07",10.1
"367","2019-02-08",10.12
"368","2019-02-11",10.12
"369","2019-02-12",10.12
"370","2019-02-13",10.12
"371","2019-02-14",10.12
"372","2019-02-15",10.12
"373","2019-02-19",10.13
"374","2019-02-20",10.1
"375","2019-02-21",10.12
"376","2019-02-22",10.14
"377","2019-02-25",10.12
"378","2019-02-26",10.13
"379","2019-02-27",10.144
"380","2019-02-28",10.144
"381","2019-03-01",10.144
"382","2019-03-04",10.144
"383","2019-03-05",10.12
"384","2019-03-06",10.12
"385","2019-03-07",10.12
"386","2019-03-08",10.13
"387","2019-03-11",10.15
"388","2019-03-12",10.15
"389","2019-03-13",10.15
"390","2019-03-14",10.14
"391","2019-03-15",10.16
"392","2019-03-18",10.18
"393","2019-03-19",10.18
"394","2019-03-20",10.18
"395","2019-03-21",10.14
"396","2019-03-22",10.14
"397","2019-03-25",10.18
"398","2019-03-26",10.18
"399","2019-03-27",10.22
"400","2019-03-28",10.24
"401","2019-03-29",10.21
"402","2019-04-01",10.21
"403","2019-04-02",10.26
"404","2019-04-03",10.23
"405","2019-04-04",10.21
"406","2019-04-05",10.22
"407","2019-04-08",10.24
"408","2019-04-09",10.23
"409","2019-04-10",10.23
"410","2019-04-11",10.23
"411","2019-04-12",10.267
"412","2019-04-15",10.3
"413","2019-04-16",10.32
"414","2019-04-17",10.3
"415","2019-04-18",10.3
"416","2019-04-22",10.28
"417","2019-04-23",10.31
"418","2019-04-24",10.31
"419","2019-04-25",10.299
"420","2019-04-26",10.35
"421","2019-04-29",10.31
"422","2019-04-30",10.31
"423","2019-05-01",10.31
"424","2019-05-02",10.31
"425","2019-05-03",10.32
"426","2019-05-06",10.35
"427","2019-05-07",10.33
"428","2019-05-08",10.33
"429","2019-05-09",10.33
"430","2019-05-10",10.33
"431","2019-05-13",10.35
"432","2019-05-14",10.33
"433","2019-05-15",10.33
"434","2019-05-16",10.33
"435","2019-05-17",10.32
"436","2019-05-20",10.32
"437","2019-05-21",10.35
"438","2019-05-22",10.35
"439","2019-05-23",10.35
"440","2019-05-24",10.35
"441","2019-05-28",10.34
"442","2019-05-29",10.415
"443","2019-05-30",10.38
"444","2019-05-31",10.385
"445","2019-06-03",10.365
"446","2019-06-04",10.38
"447","2019-06-05",10.35
"448","2019-06-06",10.33
"449","2019-06-07",10.33
"450","2019-06-10",10.3
"451","2019-06-11",10.315
"452","2019-06-12",10.315
"453","2019-06-13",10.43
"454","2019-06-14",10.43
"455","2019-06-17",10.35
"456","2019-06-18",10.4
"457","2019-06-19",10.42
"458","2019-06-20",10.44
"459","2019-06-21",10.32
"460","2019-06-24",10.4
"461","2019-06-25",10.38
"462","2019-06-26",10.37
"463","2019-06-27",10.39
"464","2019-06-28",10.4
"465","2019-07-01",10.4
"466","2019-07-02",10.36
"467","2019-07-03",10.37
"468","2019-07-05",10.375
"469","2019-07-08",10.35
"470","2019-07-09",10.35
"471","2019-07-10",10.3
"472","2019-07-11",10.39
"473","2019-07-12",10.35
"474","2019-07-15",10.29
"475","2019-07-16",10.34
"476","2019-07-17",10.31
"477","2019-07-18",10.35
"478","2019-07-19",10.31
"479","2019-07-22",10.35
"480","2019-07-23",10.32
"481","2019-07-24",10.32
"482","2019-07-25",10.35
"483","2019-07-26",10.3
"484","2019-07-29",10.3
"485","2019-07-30",10.35
"486","2019-07-31",10.32
"487","2019-08-01",10.35
"488","2019-08-02",10.3
"489","2019-08-05",10.28
"490","2019-08-06",10.27
"491","2019-08-07",10.28
"492","2019-08-08",10.28
"493","2019-08-09",10.26
"494","2019-08-12",10.25
"495","2019-08-13",10.28
"496","2019-08-14",10.27
"497","2019-08-15",10.28
"498","2019-08-16",10.27
"499","2019-08-19",10.27
"500","2019-08-20",10.3
"501","2019-08-21",10.3
"502","2019-08-22",10.25
"503","2019-08-23",10.25
"504","2019-08-26",10.26
"505","2019-08-27",10.25
"506","2019-08-28",10.25
"507","2019-08-29",10.25
"508","2019-08-30",10.27
"509","2019-09-03",10.28
"510","2019-09-04",10.3
"511","2019-09-05",10.3
"512","2019-09-06",10.26
"513","2019-09-09",10.25
"514","2019-09-10",10.25
"515","2019-09-11",10.27
"516","2019-09-12",10.25
"517","2019-09-13",10.27
"518","2019-09-16",10.29
"519","2019-09-17",10.3
"520","2019-09-18",10.28
"521","2019-09-19",10.29
"522","2019-09-20",10.3
"523","2019-09-23",10.28
"524","2019-09-24",10.28
"525","2019-09-25",10.28
"526","2019-09-26",10.27
"527","2019-09-27",10.28
"528","2019-09-30",10.28
"529","2019-10-01",10.27
"530","2019-10-02",10.28
"531","2019-10-03",10.24
"532","2019-10-04",10.29
"533","2019-10-07",10.29
"534","2019-10-08",10.29
"535","2019-10-09",10.27
"536","2019-10-10",10.27
"537","2019-10-11",10.26
"538","2019-10-14",10.26
"539","2019-10-15",10.24
"540","2019-10-16",10.3
"541","2019-10-17",10.29
"542","2019-10-18",10.29
"543","2019-10-21",10.29
"544","2019-10-22",10.27
"545","2019-10-23",10.29
"546","2019-10-24",10.29
"547","2019-10-25",10.29
"548","2019-10-28",10.3
"549","2019-10-29",10.3
"550","2019-10-30",10.28
"551","2019-10-31",10.26
"552","2019-11-01",10.28
"553","2019-11-04",10.28
"554","2019-11-05",10.28
"555","2019-11-06",10.27
"556","2019-11-07",10.28
"557","2019-11-08",10.26
"558","2019-11-11",10.27
"559","2019-11-12",10.23
"560","2019-11-13",10.36
"561","2019-11-14",10.81
"562","2019-11-15",10.8
"563","2019-11-18",10.6
"564","2019-11-19",10.3
"565","2019-11-20",10.5
"566","2019-11-21",10.95
"567","2019-11-22",10.7
"568","2019-11-25",10.35
"569","2019-11-26",10.45
"570","2019-11-27",10.55
"571","2019-11-29",10.55
"572","2019-12-02",10.73
"573","2019-12-03",10.95
"574","2019-12-04",10.83
"575","2019-12-05",11.05
"576","2019-12-06",11.13
"577","2019-12-09",11.39
"578","2019-12-10",11.69
"579","2019-12-11",11.75
"580","2019-12-12",12
"581","2019-12-13",11.92
"582","2019-12-16",12.27
"583","2019-12-17",12.4
"584","2019-12-18",12.45
"585","2019-12-19",12.55
"586","2019-12-20",12.6
"587","2019-12-23",12.2
"588","2019-12-24",12.01
"589","2019-12-26",12.13
"590","2019-12-27",12.32
"591","2019-12-30",12.46
"592","2019-12-31",12.5
"593","2020-01-02",12.5
"594","2020-01-03",12.57
"595","2020-01-06",12.4
"596","2020-01-07",12.24
"597","2020-01-08",12.11
"598","2020-01-09",12.02
"599","2020-01-10",12
"600","2020-01-13",11.92
"601","2020-01-14",12
"602","2020-01-15",11.97
"603","2020-01-16",12.09
"604","2020-01-17",12.03
"605","2020-01-21",12.06
"606","2020-01-22",12.1
"607","2020-01-23",12.1
"608","2020-01-24",12
"609","2020-01-27",11.92
"610","2020-01-28",12.1
"611","2020-01-29",12.47
"612","2020-01-30",12.5
"613","2020-01-31",12.25
"614","2020-02-03",12.26
"615","2020-02-04",12.34
"616","2020-02-05",12.59
"617","2020-02-06",12.58
"618","2020-02-07",12.63
"619","2020-02-10",12.68
"620","2020-02-11",12.65
"621","2020-02-12",13
"622","2020-02-13",13
"623","2020-02-14",13.28
"624","2020-02-18",13.01
"625","2020-02-19",13.03
"626","2020-02-20",13.06
"627","2020-02-21",12.99
"628","2020-02-24",12.89
"629","2020-02-25",12.72
"630","2020-02-26",12.49
"631","2020-02-27",12.25
"632","2020-02-28",12.17
"633","2020-03-02",11.99
"634","2020-03-03",11.31
"635","2020-03-04",11.32
"636","2020-03-05",10.9
"637","2020-03-06",10.78
"638","2020-03-09",9.87
"639","2020-03-10",10.05
"640","2020-03-11",9.75
"641","2020-03-12",8.6
"642","2020-03-13",8.7
"643","2020-03-16",6.86
"644","2020-03-17",7.72
"645","2020-03-18",6.97
"646","2020-03-19",6
"647","2020-03-20",5.6
"648","2020-03-23",5.73
"649","2020-03-24",6.97
"650","2020-03-25",7.88
"651","2020-03-26",7.8
"652","2020-03-27",7.56
"653","2020-03-30",7.2
"654","2020-03-31",7.5
"655","2020-04-01",7.42
"656","2020-04-02",7.39
"657","2020-04-03",7.27
"658","2020-04-06",7.51
"659","2020-04-07",7.75
"660","2020-04-08",8.3
"661","2020-04-09",8.79
"662","2020-04-13",8.16
"663","2020-04-14",8.46
"664","2020-04-15",8.43
"665","2020-04-16",8.21
"666","2020-04-17",9
"667","2020-04-20",9.02
"668","2020-04-21",8.61
"669","2020-04-22",8.15
"670","2020-04-23",8.7
"671","2020-04-24",8.54
"672","2020-04-27",9.18
"673","2020-04-28",9.4
"674","2020-04-29",9.9
"675","2020-04-30",9.73
"676","2020-05-01",9.79
"677","2020-05-04",9.8
"678","2020-05-05",9.29
"679","2020-05-06",9.29
"680","2020-05-07",9.44
"681","2020-05-08",9
"682","2020-05-11",7.96
"683","2020-05-12",7.8
"684","2020-05-13",7.4
"685","2020-05-14",7.25
"686","2020-05-15",8.29
"687","2020-05-18",8.74
"688","2020-05-19",8.93
"689","2020-05-20",9.2
"690","2020-05-21",9.18
"691","2020-05-22",9.2
"692","2020-05-26",9.72
"693","2020-05-27",9.48
"694","2020-05-28",9.54
"695","2020-05-29",10.14
"696","2020-06-01",10.17
"697","2020-06-02",10.03
"698","2020-06-03",10.06
"699","2020-06-04",10.65
"700","2020-06-05",10.78
"701","2020-06-08",10.04
"702","2020-06-09",9.56
"703","2020-06-10",10.22
"704","2020-06-11",9.3
"705","2020-06-12",9.48
"706","2020-06-15",10.48
"707","2020-06-16",10.06
"708","2020-06-17",10.05
"709","2020-06-18",10.2
"710","2020-06-19",10.06
"711","2020-06-22",10.08
"712","2020-06-23",10.05
"713","2020-06-24",9.7
"714","2020-06-25",9.68
"715","2020-06-26",8.99
"716","2020-06-29",9.08
"717","2020-06-30",9.63
"718","2020-07-01",9.41
"719","2020-07-02",9.29
"720","2020-07-06",9.29
"721","2020-07-07",9.05
"722","2020-07-08",8.8
"723","2020-07-09",9.02
"724","2020-07-10",9.39
"725","2020-07-13",9.41
"726","2020-07-14",9.58
"727","2020-07-15",9.86
"728","2020-07-16",9.82
"729","2020-07-17",9.29
"730","2020-07-20",9.35
"731","2020-07-21",9.08
"732","2020-07-22",8.81
"733","2020-07-23",8.81
"734","2020-07-24",8.8
"735","2020-07-27",8.54
"736","2020-07-28",8.76
"737","2020-07-29",8.73
"738","2020-07-30",8.35
"739","2020-07-31",7.99
"740","2020-08-03",7.8
"741","2020-08-04",7.81
"742","2020-08-05",7.9
"743","2020-08-06",9.21
"744","2020-08-07",10.2
"745","2020-08-10",9.96
"746","2020-08-11",10.07
"747","2020-08-12",9.81
"748","2020-08-13",9.73
"749","2020-08-14",10.17
"750","2020-08-17",10.78
"751","2020-08-18",10.71
"752","2020-08-19",10.75
"753","2020-08-20",11.73
"754","2020-08-21",12.19
"755","2020-08-24",12.35
"756","2020-08-25",11.89
"757","2020-08-26",11.64
"758","2020-08-27",11.91
"759","2020-08-28",12.04
"760","2020-08-31",11.86
"761","2020-09-01",12.09
"762","2020-09-02",13.14
"763","2020-09-03",12.72
"764","2020-09-04",12.73
"765","2020-09-08",12.73
"766","2020-09-09",13.29
"767","2020-09-10",13.48
"768","2020-09-11",12.77
"769","2020-09-14",13.15
"770","2020-09-15",14.55
"771","2020-09-16",14.24
"772","2020-09-17",14.32
"773","2020-09-18",14
"774","2020-09-21",14.07
"775","2020-09-22",11.81
"776","2020-09-23",10.58
"777","2020-09-24",10.66
"778","2020-09-25",10.62
"779","2020-09-28",11.16
"780","2020-09-29",10.93
"781","2020-09-30",10.71
"782","2020-10-01",10.99
"783","2020-10-02",10.81
"784","2020-10-05",10.77
"785","2020-10-06",10.56
"786","2020-10-07",10.87
"787","2020-10-08",10.77
"788","2020-10-09",10.81
"789","2020-10-12",11.07
"790","2020-10-13",11.12
"791","2020-10-14",10.76
"792","2020-10-15",11.09
"793","2020-10-16",11.12
"794","2020-10-19",10.7
"795","2020-10-20",10.67
"796","2020-10-21",10.51
"797","2020-10-22",10.84
"798","2020-10-23",10.77
"799","2020-10-26",10.16
"800","2020-10-27",10.01
"801","2020-10-28",9.7
"802","2020-10-29",9.75
"803","2020-10-30",9.6
"804","2020-11-02",9.64
"805","2020-11-03",10.19
"806","2020-11-04",10.19
"807","2020-11-05",10.29
"808","2020-11-06",10.27
"809","2020-11-09",11.41
"810","2020-11-10",11
"811","2020-11-11",11
"812","2020-11-12",11
"813","2020-11-13",10.94
"814","2020-11-16",11.18
"815","2020-11-17",10.76
"816","2020-11-18",10.46
"817","2020-11-19",10.39
"818","2020-11-20",10.32
"819","2020-11-23",10.85
"820","2020-11-24",11.25
"821","2020-11-25",10.87
"822","2020-11-27",10.92
