"","date","WPX"
"149","2012-07-16",14.64
"150","2012-07-17",14.78
"151","2012-07-18",14.79
"152","2012-07-19",15.28
"153","2012-07-20",15.54
"154","2012-07-23",15.09
"155","2012-07-24",14.76
"156","2012-07-25",14.76
"157","2012-07-26",15.05
"158","2012-07-27",15.15
"159","2012-07-30",16.09
"160","2012-07-31",15.95
"161","2012-08-01",15.93
"162","2012-08-02",14.72
"163","2012-08-03",15.06
"164","2012-08-06",15.17
"165","2012-08-07",15.32
"166","2012-08-08",15.17
"167","2012-08-09",15.61
"168","2012-08-10",15.43
"169","2012-08-13",14.9
"170","2012-08-14",14.95
"171","2012-08-15",14.58
"172","2012-08-16",14.59
"173","2012-08-17",14.7
"174","2012-08-20",14.58
"175","2012-08-21",14.7
"176","2012-08-22",14.55
"177","2012-08-23",14.34
"178","2012-08-24",14.82
"179","2012-08-27",14.99
"180","2012-08-28",15.2
"181","2012-08-29",15.49
"182","2012-08-30",15.36
"183","2012-08-31",15.6
"184","2012-09-04",15.85
"185","2012-09-05",15.81
"186","2012-09-06",16.360001
"187","2012-09-07",16.450001
"188","2012-09-10",16.17
"189","2012-09-11",16.6
"190","2012-09-12",16.860001
"191","2012-09-13",17.07
"192","2012-09-14",17.48
"193","2012-09-17",17.43
"194","2012-09-18",16.65
"195","2012-09-19",17.01
"196","2012-09-20",17
"197","2012-09-21",17.17
"198","2012-09-24",16.74
"199","2012-09-25",16.42
"200","2012-09-26",16.299999
"201","2012-09-27",16.73
"202","2012-09-28",16.59
"203","2012-10-01",17.139999
"204","2012-10-02",17
"205","2012-10-03",16.6
"206","2012-10-04",16.969999
"207","2012-10-05",17.09
"208","2012-10-08",17.18
"209","2012-10-09",17.82
"210","2012-10-10",17.370001
"211","2012-10-11",18.1
"212","2012-10-12",17.860001
"213","2012-10-15",17.440001
"214","2012-10-16",17.700001
"215","2012-10-17",17.57
"216","2012-10-18",17.870001
"217","2012-10-19",17.690001
"218","2012-10-22",17.299999
"219","2012-10-23",16.969999
"220","2012-10-24",16.76
"221","2012-10-25",16.950001
"222","2012-10-26",17.02
"223","2012-10-31",16.940001
"224","2012-11-01",16.17
"225","2012-11-02",15.88
"226","2012-11-05",16.030001
"227","2012-11-06",15.87
"228","2012-11-07",15.17
"229","2012-11-08",15.08
"230","2012-11-09",15.2
"231","2012-11-12",15.25
"232","2012-11-13",15.29
"233","2012-11-14",15.11
"234","2012-11-15",15.14
"235","2012-11-16",15.37
"236","2012-11-19",15.99
"237","2012-11-20",16.01
"238","2012-11-21",16.25
"239","2012-11-23",16.540001
"240","2012-11-26",16.02
"241","2012-11-27",15.94
"242","2012-11-28",16
"243","2012-11-29",15.91
"244","2012-11-30",15.79
"245","2012-12-03",15.69
"246","2012-12-04",15.41
"247","2012-12-05",15.73
"248","2012-12-06",15.76
"249","2012-12-07",15.61
"250","2012-12-10",15.34
"251","2012-12-11",15.58
"252","2012-12-12",15.64
"253","2012-12-13",15.41
"254","2012-12-14",15.49
"255","2012-12-17",15.71
"256","2012-12-18",15.77
"257","2012-12-19",15.52
"258","2012-12-20",15.43
"259","2012-12-21",15.23
"260","2012-12-24",15
"261","2012-12-26",15.16
"262","2012-12-27",14.81
"263","2012-12-28",14.74
"264","2012-12-31",14.88
"265","2013-01-02",15.22
"266","2013-01-03",15.57
"267","2013-01-04",15.73
"268","2013-01-07",15.89
"269","2013-01-08",15.11
"270","2013-01-09",14.67
"271","2013-01-10",14.68
"272","2013-01-11",14.86
"273","2013-01-14",14.7
"274","2013-01-15",14.79
"275","2013-01-16",14.28
"276","2013-01-17",14.47
"277","2013-01-18",14.58
"278","2013-01-22",14.82
"279","2013-01-23",14.99
"280","2013-01-24",14.63
"281","2013-01-25",14.73
"282","2013-01-28",14.56
"283","2013-01-29",14.72
"284","2013-01-30",14.95
"285","2013-01-31",15.03
"286","2013-02-01",15.08
"287","2013-02-04",14.79
"288","2013-02-05",15.2
"289","2013-02-06",15.48
"290","2013-02-07",15.24
"291","2013-02-08",15.63
"292","2013-02-11",15.27
"293","2013-02-12",15.22
"294","2013-02-13",15.39
"295","2013-02-14",15.22
"296","2013-02-15",14.76
"297","2013-02-19",15.05
"298","2013-02-20",14.9
"299","2013-02-21",14.61
"300","2013-02-22",14.9
"301","2013-02-25",14.26
"302","2013-02-26",14.34
"303","2013-02-27",14.5
"304","2013-02-28",14.19
"305","2013-03-01",14.33
"306","2013-03-04",14.41
"307","2013-03-05",14.73
"308","2013-03-06",15.14
"309","2013-03-07",15.83
"310","2013-03-08",16.25
"311","2013-03-11",16.27
"312","2013-03-12",16.120001
"313","2013-03-13",16
"314","2013-03-14",16.790001
"315","2013-03-15",16.85
"316","2013-03-18",16.639999
"317","2013-03-19",16.51
"318","2013-03-20",16.459999
"319","2013-03-21",15.95
"320","2013-03-22",16.200001
"321","2013-03-25",16.129999
"322","2013-03-26",16.389999
"323","2013-03-27",16.24
"324","2013-03-28",16.02
"325","2013-04-01",15.82
"326","2013-04-02",15.5
"327","2013-04-03",15
"328","2013-04-04",15.35
"329","2013-04-05",16.15
"330","2013-04-08",17.01
"331","2013-04-09",17.1
"332","2013-04-10",17.43
"333","2013-04-11",17.629999
"334","2013-04-12",17.290001
"335","2013-04-15",16.34
"336","2013-04-16",16.33
"337","2013-04-17",16.15
"338","2013-04-18",16.43
"339","2013-04-19",16.379999
"340","2013-04-22",16.02
"341","2013-04-23",15.82
"342","2013-04-24",15.83
"343","2013-04-25",15.73
"344","2013-04-26",15.74
"345","2013-04-29",15.73
"346","2013-04-30",15.63
"347","2013-05-01",15.35
"348","2013-05-02",15.77
"349","2013-05-03",16.57
"350","2013-05-06",16.389999
"351","2013-05-07",16.610001
"352","2013-05-08",16.709999
"353","2013-05-09",16.700001
"354","2013-05-10",17.120001
"355","2013-05-13",17.52
"356","2013-05-14",18.049999
"357","2013-05-15",18.24
"358","2013-05-16",18.08
"359","2013-05-17",18.459999
"360","2013-05-20",19.76
"361","2013-05-21",20.15
"362","2013-05-22",19.700001
"363","2013-05-23",20
"364","2013-05-24",19.940001
"365","2013-05-28",19.940001
"366","2013-05-29",19.73
"367","2013-05-30",19.709999
"368","2013-05-31",19.26
"369","2013-06-03",19.76
"370","2013-06-04",19.99
"371","2013-06-05",19.209999
"372","2013-06-06",18.879999
"373","2013-06-07",19.299999
"374","2013-06-10",19.299999
"375","2013-06-11",18.799999
"376","2013-06-12",18.91
"377","2013-06-13",19.219999
"378","2013-06-14",19
"379","2013-06-17",19.73
"380","2013-06-18",20.35
"381","2013-06-19",19.92
"382","2013-06-20",18.799999
"383","2013-06-21",19.120001
"384","2013-06-24",19.209999
"385","2013-06-25",19.24
"386","2013-06-26",19.58
"387","2013-06-27",19.32
"388","2013-06-28",18.940001
"389","2013-07-01",18.93
"390","2013-07-02",18.83
"391","2013-07-03",18.870001
"392","2013-07-05",18.940001
"393","2013-07-08",19.15
"394","2013-07-09",19.110001
"395","2013-07-10",19.51
"396","2013-07-11",19.790001
"397","2013-07-12",19.85
"398","2013-07-15",19.809999
"399","2013-07-16",19.85
"400","2013-07-17",19.99
"401","2013-07-18",20.299999
"402","2013-07-19",20.25
"403","2013-07-22",19.84
"404","2013-07-23",19.57
"405","2013-07-24",19.34
"406","2013-07-25",19.65
"407","2013-07-26",19.52
"408","2013-07-29",19.07
"409","2013-07-30",19.059999
"410","2013-07-31",19.209999
"411","2013-08-01",18.870001
"412","2013-08-02",19.17
"413","2013-08-05",19.700001
"414","2013-08-06",19.540001
"415","2013-08-07",19.07
"416","2013-08-08",19.389999
"417","2013-08-09",19.16
"418","2013-08-12",18.940001
"419","2013-08-13",18.5
"420","2013-08-14",18.42
"421","2013-08-15",18.48
"422","2013-08-16",18.969999
"423","2013-08-19",18.82
"424","2013-08-20",19.360001
"425","2013-08-21",18.809999
"426","2013-08-22",19.450001
"427","2013-08-23",19.51
"428","2013-08-26",19.290001
"429","2013-08-27",18.85
"430","2013-08-28",18.889999
"431","2013-08-29",18.889999
"432","2013-08-30",18.66
"433","2013-09-03",18.93
"434","2013-09-04",18.85
"435","2013-09-05",18.76
"436","2013-09-06",18.700001
"437","2013-09-09",18.98
"438","2013-09-10",18.6
"439","2013-09-11",19.469999
"440","2013-09-12",19.870001
"441","2013-09-13",19.73
"442","2013-09-16",19.700001
"443","2013-09-17",19.610001
"444","2013-09-18",19.690001
"445","2013-09-19",19.4
"446","2013-09-20",19.059999
"447","2013-09-23",18.99
"448","2013-09-24",18.690001
"449","2013-09-25",18.93
"450","2013-09-26",19.26
"451","2013-09-27",19.360001
"452","2013-09-30",19.26
"453","2013-10-01",19.440001
"454","2013-10-02",19.540001
"455","2013-10-03",19.799999
"456","2013-10-04",19.92
"457","2013-10-07",19.629999
"458","2013-10-08",19.129999
"459","2013-10-09",18.91
"460","2013-10-10",19.33
"461","2013-10-11",19.780001
"462","2013-10-14",20.309999
"463","2013-10-15",20.950001
"464","2013-10-16",21.6
"465","2013-10-17",22
"466","2013-10-18",22.52
"467","2013-10-21",22.52
"468","2013-10-22",22.6
"469","2013-10-23",22.16
"470","2013-10-24",22.84
"471","2013-10-25",22.82
"472","2013-10-28",22.59
"473","2013-10-29",23.450001
"474","2013-10-30",22.74
"475","2013-10-31",22.139999
"476","2013-11-01",21.91
"477","2013-11-04",22.33
"478","2013-11-05",22.059999
"479","2013-11-06",21.43
"480","2013-11-07",18.65
"481","2013-11-08",18.68
"482","2013-11-11",18.66
"483","2013-11-12",18.48
"484","2013-11-13",18.48
"485","2013-11-14",18.379999
"486","2013-11-15",18.4
"487","2013-11-18",17.799999
"488","2013-11-19",17.82
"489","2013-11-20",18.18
"490","2013-11-21",18.77
"491","2013-11-22",18.950001
"492","2013-11-25",18.91
"493","2013-11-26",18.51
"494","2013-11-27",18.379999
"495","2013-11-29",18.59
"496","2013-12-02",18.950001
"497","2013-12-03",18.68
"498","2013-12-04",18.52
"499","2013-12-05",18.620001
"500","2013-12-06",18.290001
"501","2013-12-09",18.549999
"502","2013-12-10",19.32
"503","2013-12-11",18.889999
"504","2013-12-12",19.26
"505","2013-12-13",19.02
"506","2013-12-16",19.02
"507","2013-12-17",19.860001
"508","2013-12-18",19.15
"509","2013-12-19",19.6
"510","2013-12-20",20.139999
"511","2013-12-23",20.26
"512","2013-12-24",20.459999
"513","2013-12-26",20.299999
"514","2013-12-27",20.49
"515","2013-12-30",20.110001
"516","2013-12-31",20.379999
"517","2014-01-02",19.809999
"518","2014-01-03",19.57
"519","2014-01-06",19.280001
"520","2014-01-07",19.290001
"521","2014-01-08",19.209999
"522","2014-01-09",19.09
"523","2014-01-10",18.969999
"524","2014-01-13",18.440001
"525","2014-01-14",18.809999
"526","2014-01-15",19.01
"527","2014-01-16",19.16
"528","2014-01-17",18.65
"529","2014-01-21",19.379999
"530","2014-01-22",19.950001
"531","2014-01-23",20.290001
"532","2014-01-24",19.620001
"533","2014-01-27",19.200001
"534","2014-01-28",19.370001
"535","2014-01-29",19.389999
"536","2014-01-30",19.469999
"537","2014-01-31",19.049999
"538","2014-02-03",18.82
"539","2014-02-04",19.280001
"540","2014-02-05",19.030001
"541","2014-02-06",19.59
"542","2014-02-07",19.209999
"543","2014-02-10",18.92
"544","2014-02-11",17.030001
"545","2014-02-12",17.110001
"546","2014-02-13",17.469999
"547","2014-02-14",17.459999
"548","2014-02-18",17.33
"549","2014-02-19",17.67
"550","2014-02-20",17.49
"551","2014-02-21",17.950001
"552","2014-02-24",18.450001
"553","2014-02-25",17.809999
"554","2014-02-26",17.540001
"555","2014-02-27",17.17
"556","2014-02-28",17.620001
"557","2014-03-03",17.469999
"558","2014-03-04",17.74
"559","2014-03-05",18.07
"560","2014-03-06",18.209999
"561","2014-03-07",18.129999
"562","2014-03-10",18.049999
"563","2014-03-11",17.620001
"564","2014-03-12",17.48
"565","2014-03-13",17.610001
"566","2014-03-14",17.59
"567","2014-03-17",17.67
"568","2014-03-18",18.18
"569","2014-03-19",18.23
"570","2014-03-20",18.42
"571","2014-03-21",18.58
"572","2014-03-24",18.559999
"573","2014-03-25",18.1
"574","2014-03-26",17.610001
"575","2014-03-27",17.75
"576","2014-03-28",17.85
"577","2014-03-31",18.030001
"578","2014-04-01",18.280001
"579","2014-04-02",18.99
"580","2014-04-03",19.690001
"581","2014-04-04",19.389999
"582","2014-04-07",18.959999
"583","2014-04-08",19.209999
"584","2014-04-09",19.27
"585","2014-04-10",18.959999
"586","2014-04-11",18.809999
"587","2014-04-14",18.9
"588","2014-04-15",19.129999
"589","2014-04-16",19.360001
"590","2014-04-17",20.27
"591","2014-04-21",21.030001
"592","2014-04-22",21.209999
"593","2014-04-23",21.790001
"594","2014-04-24",21.6
"595","2014-04-25",21.030001
"596","2014-04-28",21.09
"597","2014-04-29",21.190001
"598","2014-04-30",21.280001
"599","2014-05-01",21.42
"600","2014-05-02",21.57
"601","2014-05-05",21.5
"602","2014-05-06",21.559999
"603","2014-05-07",21.950001
"604","2014-05-08",21.299999
"605","2014-05-09",21.91
"606","2014-05-12",21.68
"607","2014-05-13",21.42
"608","2014-05-14",21.01
"609","2014-05-15",21.450001
"610","2014-05-16",21.200001
"611","2014-05-19",21.24
"612","2014-05-20",21.02
"613","2014-05-21",21.49
"614","2014-05-22",21.129999
"615","2014-05-23",20.719999
"616","2014-05-27",21.07
"617","2014-05-28",21.42
"618","2014-05-29",21.32
"619","2014-05-30",21.18
"620","2014-06-02",20.959999
"621","2014-06-03",20.959999
"622","2014-06-04",21.15
"623","2014-06-05",21.629999
"624","2014-06-06",21.610001
"625","2014-06-09",21.549999
"626","2014-06-10",21.459999
"627","2014-06-11",21.809999
"628","2014-06-12",22.35
"629","2014-06-13",22.77
"630","2014-06-16",22.48
"631","2014-06-17",22.620001
"632","2014-06-18",22.83
"633","2014-06-19",23.77
"634","2014-06-20",24.049999
"635","2014-06-23",23.709999
"636","2014-06-24",23.01
"637","2014-06-25",23.139999
"638","2014-06-26",22.99
"639","2014-06-27",23.08
"640","2014-06-30",23.91
"641","2014-07-01",23.559999
"642","2014-07-02",23.459999
"643","2014-07-03",23.190001
"644","2014-07-07",22.200001
"645","2014-07-08",22.129999
"646","2014-07-09",22.719999
"647","2014-07-10",22.26
"648","2014-07-11",21.799999
"649","2014-07-14",22.030001
"650","2014-07-15",21.549999
"651","2014-07-16",21.93
"652","2014-07-17",20.77
"653","2014-07-18",21.26
"654","2014-07-21",20.969999
"655","2014-07-22",20.860001
"656","2014-07-23",21.059999
"657","2014-07-24",21.469999
"658","2014-07-25",21.110001
"659","2014-07-28",21.35
"660","2014-07-29",21.809999
"661","2014-07-30",21.059999
"662","2014-07-31",20.57
"663","2014-08-01",20.5
"664","2014-08-04",21.129999
"665","2014-08-05",20.77
"666","2014-08-06",22.98
"667","2014-08-07",22.75
"668","2014-08-08",23.48
"669","2014-08-11",23.33
"670","2014-08-12",23.08
"671","2014-08-13",23.26
"672","2014-08-14",23.16
"673","2014-08-15",23.51
"674","2014-08-18",23.860001
"675","2014-08-19",24.85
"676","2014-08-20",24.889999
"677","2014-08-21",25.209999
"678","2014-08-22",25.200001
"679","2014-08-25",25.84
"680","2014-08-26",25.74
"681","2014-08-27",26.379999
"682","2014-08-28",26.59
"683","2014-08-29",26.620001
"684","2014-09-02",26.24
"685","2014-09-03",26.370001
"686","2014-09-04",25.940001
"687","2014-09-05",26.27
"688","2014-09-08",26
"689","2014-09-09",25.85
"690","2014-09-10",25.51
"691","2014-09-11",25.719999
"692","2014-09-12",25.26
"693","2014-09-15",25.309999
"694","2014-09-16",26.049999
"695","2014-09-17",25.889999
"696","2014-09-18",25.450001
"697","2014-09-19",25.4
"698","2014-09-22",24.74
"699","2014-09-23",25.040001
"700","2014-09-24",24.91
"701","2014-09-25",23.82
"702","2014-09-26",24.26
"703","2014-09-29",24.57
"704","2014-09-30",24.059999
"705","2014-10-01",23.32
"706","2014-10-02",23.35
"707","2014-10-03",22.9
"708","2014-10-06",22.67
"709","2014-10-07",21.83
"710","2014-10-08",21.559999
"711","2014-10-09",19.73
"712","2014-10-10",18.85
"713","2014-10-13",17.4
"714","2014-10-14",16.549999
"715","2014-10-15",17.5
"716","2014-10-16",17.99
"717","2014-10-17",17.68
"718","2014-10-20",18.299999
"719","2014-10-21",19.139999
"720","2014-10-22",18.290001
"721","2014-10-23",19.16
"722","2014-10-24",18.940001
"723","2014-10-27",18.16
"724","2014-10-28",19.040001
"725","2014-10-29",19.17
"726","2014-10-30",18.540001
"727","2014-10-31",19.120001
"728","2014-11-03",19.01
"729","2014-11-04",18.139999
"730","2014-11-05",17.58
"731","2014-11-06",17.309999
"732","2014-11-07",18.040001
"733","2014-11-10",17.6
"734","2014-11-11",17.379999
"735","2014-11-12",16.73
"736","2014-11-13",15.81
"737","2014-11-14",16.16
"738","2014-11-17",15.58
"739","2014-11-18",15.56
"740","2014-11-19",16.27
"741","2014-11-20",16.77
"742","2014-11-21",16.799999
"743","2014-11-24",16.299999
"744","2014-11-25",16.09
"745","2014-11-26",15.97
"746","2014-11-28",13.57
"747","2014-12-01",13.11
"748","2014-12-02",12.8
"749","2014-12-03",12.82
"750","2014-12-04",12.05
"751","2014-12-05",11.65
"752","2014-12-08",10.75
"753","2014-12-09",11.69
"754","2014-12-10",10.73
"755","2014-12-11",10.62
"756","2014-12-12",10.77
"757","2014-12-15",10.27
"758","2014-12-16",10.65
"759","2014-12-17",11.94
"760","2014-12-18",11.86
"761","2014-12-19",12.37
"762","2014-12-22",11.71
"763","2014-12-23",11.93
"764","2014-12-24",11.53
"765","2014-12-26",11.64
"766","2014-12-29",11.57
"767","2014-12-30",11.45
"768","2014-12-31",11.63
"769","2015-01-02",11.91
"770","2015-01-05",10.87
"771","2015-01-06",10.98
"772","2015-01-07",10.8
"773","2015-01-08",11.52
"774","2015-01-09",11.43
"775","2015-01-12",11.01
"776","2015-01-13",10.8
"777","2015-01-14",11.59
"778","2015-01-15",10.99
"779","2015-01-16",11.85
"780","2015-01-20",11.28
"781","2015-01-21",11.52
"782","2015-01-22",11.11
"783","2015-01-23",10.9
"784","2015-01-26",11.36
"785","2015-01-27",11.5
"786","2015-01-28",10.46
"787","2015-01-29",10.59
"788","2015-01-30",10.66
"789","2015-02-02",11.96
"790","2015-02-03",12.78
"791","2015-02-04",12.84
"792","2015-02-05",13.32
"793","2015-02-06",13.14
"794","2015-02-09",12.71
"795","2015-02-10",12.41
"796","2015-02-11",12.39
"797","2015-02-12",12.64
"798","2015-02-13",12.6
"799","2015-02-17",12.6
"800","2015-02-18",12.3
"801","2015-02-19",12.3
"802","2015-02-20",12.08
"803","2015-02-23",11.85
"804","2015-02-24",11.62
"805","2015-02-25",11.94
"806","2015-02-26",10.75
"807","2015-02-27",10.78
"808","2015-03-02",10.77
"809","2015-03-03",10.68
"810","2015-03-04",11.11
"811","2015-03-05",11.04
"812","2015-03-06",11.32
"813","2015-03-09",11.37
"814","2015-03-10",10.86
"815","2015-03-11",11.03
"816","2015-03-12",10.7
"817","2015-03-13",10.91
"818","2015-03-16",10.76
"819","2015-03-17",10.62
"820","2015-03-18",11.46
"821","2015-03-19",10.93
"822","2015-03-20",11.09
"823","2015-03-23",10.93
"824","2015-03-24",11.26
"825","2015-03-25",11.21
"826","2015-03-26",11.02
"827","2015-03-27",10.7
"828","2015-03-30",10.65
"829","2015-03-31",10.93
"830","2015-04-01",11.19
"831","2015-04-02",11.74
"832","2015-04-06",12.28
"833","2015-04-07",12.46
"834","2015-04-08",12.31
"835","2015-04-09",12.76
"836","2015-04-10",12.93
"837","2015-04-13",12.87
"838","2015-04-14",13.46
"839","2015-04-15",14.04
"840","2015-04-16",13.97
"841","2015-04-17",13.36
"842","2015-04-20",13.8
"843","2015-04-21",13.24
"844","2015-04-22",13.4
"845","2015-04-23",13.33
"846","2015-04-24",13.19
"847","2015-04-27",12.9
"848","2015-04-28",13.16
"849","2015-04-29",13.58
"850","2015-04-30",13.75
"851","2015-05-01",13.65
"852","2015-05-04",13.93
"853","2015-05-05",13.28
"854","2015-05-06",13.96
"855","2015-05-07",13.79
"856","2015-05-08",14.55
"857","2015-05-11",14.23
"858","2015-05-12",14.39
"859","2015-05-13",14.1
"860","2015-05-14",13.58
"861","2015-05-15",13.34
"862","2015-05-18",13.17
"863","2015-05-19",13.14
"864","2015-05-20",13.32
"865","2015-05-21",13.83
"866","2015-05-22",13.97
"867","2015-05-26",13.35
"868","2015-05-27",12.99
"869","2015-05-28",12.8
"870","2015-05-29",12.89
"871","2015-06-01",12.72
"872","2015-06-02",13.08
"873","2015-06-03",13.03
"874","2015-06-04",12.58
"875","2015-06-05",12.79
"876","2015-06-08",12.69
"877","2015-06-09",12.87
"878","2015-06-10",13.4
"879","2015-06-11",13.14
"880","2015-06-12",12.92
"881","2015-06-15",12.94
"882","2015-06-16",13.21
"883","2015-06-17",12.86
"884","2015-06-18",12.8
"885","2015-06-19",12.6
"886","2015-06-22",13.03
"887","2015-06-23",13.31
"888","2015-06-24",13.37
"889","2015-06-25",13.14
"890","2015-06-26",13.14
"891","2015-06-29",12.43
"892","2015-06-30",12.28
"893","2015-07-01",11.69
"894","2015-07-02",11.55
"895","2015-07-06",11
"896","2015-07-07",11.49
"897","2015-07-08",11.17
"898","2015-07-09",11.4
"899","2015-07-10",11.22
"900","2015-07-13",11.12
"901","2015-07-14",11.83
"902","2015-07-15",10.96
"903","2015-07-16",10.34
"904","2015-07-17",9.71
"905","2015-07-20",9.55
"906","2015-07-21",9.75
"907","2015-07-22",9.3
"908","2015-07-23",8.91
"909","2015-07-24",8.33
"910","2015-07-27",8
"911","2015-07-28",8.67
"912","2015-07-29",9.05
"913","2015-07-30",8.94
"914","2015-07-31",8.7
"915","2015-08-03",8.01
"916","2015-08-04",7.67
"917","2015-08-05",7.38
"918","2015-08-06",8.34
"919","2015-08-07",7.88
"920","2015-08-10",8.63
"921","2015-08-11",8.6
"922","2015-08-12",8.91
"923","2015-08-13",8.49
"924","2015-08-14",8.22
"925","2015-08-17",8.14
"926","2015-08-18",8.27
"927","2015-08-19",7.72
"928","2015-08-20",7.36
"929","2015-08-21",6.68
"930","2015-08-24",6.02
"931","2015-08-25",5.46
"932","2015-08-26",5.81
"933","2015-08-27",6.27
"934","2015-08-28",7.06
"935","2015-08-31",7.31
"936","2015-09-01",7.02
"937","2015-09-02",7.39
"938","2015-09-03",7.66
"939","2015-09-04",7.27
"940","2015-09-08",7.58
"941","2015-09-09",7.46
"942","2015-09-10",7.9
"943","2015-09-11",7.64
"944","2015-09-14",7.47
"945","2015-09-15",7.37
"946","2015-09-16",8.17
"947","2015-09-17",8.26
"948","2015-09-18",7.74
"949","2015-09-21",7.77
"950","2015-09-22",7.59
"951","2015-09-23",7.19
"952","2015-09-24",6.93
"953","2015-09-25",6.73
"954","2015-09-28",6.31
"955","2015-09-29",6.34
"956","2015-09-30",6.62
"957","2015-10-01",6.73
"958","2015-10-02",7.36
"959","2015-10-05",7.85
"960","2015-10-06",8.37
"961","2015-10-07",8.66
"962","2015-10-08",9
"963","2015-10-09",8.89
"964","2015-10-12",8.47
"965","2015-10-13",8.34
"966","2015-10-14",8.6
"967","2015-10-15",8.59
"968","2015-10-16",8.69
"969","2015-10-19",8.1
"970","2015-10-20",8.18
"971","2015-10-21",7.59
"972","2015-10-22",7.42
"973","2015-10-23",7.36
"974","2015-10-26",6.86
"975","2015-10-27",6.49
"976","2015-10-28",6.56
"977","2015-10-29",6.6
"978","2015-10-30",6.86
"979","2015-11-02",7.13
"980","2015-11-03",7.43
"981","2015-11-04",7.41
"982","2015-11-05",8.44
