"","date","NWBI"
"1","2007-01-03",12.271111
"2","2007-01-04",12.315556
"3","2007-01-05",11.72
"4","2007-01-08",11.657778
"5","2007-01-09",11.493333
"6","2007-01-10",11.657778
"7","2007-01-11",11.533334
"8","2007-01-12",11.422222
"9","2007-01-16",11.506667
"10","2007-01-17",11.568889
"11","2007-01-18",11.466666
"12","2007-01-19",11.497778
"13","2007-01-22",11.333333
"14","2007-01-23",11.6
"15","2007-01-24",11.702222
"16","2007-01-25",11.626667
"17","2007-01-26",11.711111
"18","2007-01-29",11.613334
"19","2007-01-30",11.844444
"20","2007-01-31",11.728889
"21","2007-02-01",11.786667
"22","2007-02-02",11.648889
"23","2007-02-05",11.595555
"24","2007-02-06",11.755555
"25","2007-02-07",11.706667
"26","2007-02-08",11.586667
"27","2007-02-09",11.631111
"28","2007-02-12",11.613334
"29","2007-02-13",11.742222
"30","2007-02-14",11.617778
"31","2007-02-15",11.622222
"32","2007-02-16",12
"33","2007-02-20",12.066667
"34","2007-02-21",12.102222
"35","2007-02-22",12.275556
"36","2007-02-23",12.222222
"37","2007-02-26",12.373333
"38","2007-02-27",11.822222
"39","2007-02-28",11.671111
"40","2007-03-01",11.604445
"41","2007-03-02",11.586667
"42","2007-03-05",11.737778
"43","2007-03-06",11.844444
"44","2007-03-07",11.702222
"45","2007-03-08",11.773334
"46","2007-03-09",11.862223
"47","2007-03-12",11.88
"48","2007-03-13",11.373333
"49","2007-03-14",11.8
"50","2007-03-15",11.991111
"51","2007-03-16",11.911111
"52","2007-03-19",12.102222
"53","2007-03-20",12.017777
"54","2007-03-21",12.488889
"55","2007-03-22",12.506667
"56","2007-03-23",12.48
"57","2007-03-26",12.297778
"58","2007-03-27",11.991111
"59","2007-03-28",12.04
"60","2007-03-29",12.097777
"61","2007-03-30",12.04
"62","2007-04-02",12.124444
"63","2007-04-03",12.288889
"64","2007-04-04",12.382222
"65","2007-04-05",12.297778
"66","2007-04-09",12.204445
"67","2007-04-10",12.346666
"68","2007-04-11",12.017777
"69","2007-04-12",12.177778
"70","2007-04-13",12.244445
"71","2007-04-16",12.444445
"72","2007-04-17",12.462222
"73","2007-04-18",12.448889
"74","2007-04-19",12.444445
"75","2007-04-20",12.586667
"76","2007-04-23",12.488889
"77","2007-04-24",12.293333
"78","2007-04-25",12.431111
"79","2007-04-26",12.355556
"80","2007-04-27",12.262222
"81","2007-04-30",12.115556
"82","2007-05-01",12.235556
"83","2007-05-02",12.337778
"84","2007-05-03",12.337778
"85","2007-05-04",12.36
"86","2007-05-07",12.431111
"87","2007-05-08",12.408889
"88","2007-05-09",12.4
"89","2007-05-10",12.164444
"90","2007-05-11",12.471111
"91","2007-05-14",12.342222
"92","2007-05-15",12.222222
"93","2007-05-16",12.386666
"94","2007-05-17",12.377778
"95","2007-05-18",12.355556
"96","2007-05-21",12.391111
"97","2007-05-22",12.702222
"98","2007-05-23",12.595555
"99","2007-05-24",12.337778
"100","2007-05-25",12.422222
"101","2007-05-29",12.511111
"102","2007-05-30",12.608889
"103","2007-05-31",12.524445
"104","2007-06-01",12.497778
"105","2007-06-04",12.506667
"106","2007-06-05",12.506667
"107","2007-06-06",12.506667
"108","2007-06-07",12.471111
"109","2007-06-08",12.595555
"110","2007-06-11",12.488889
"111","2007-06-12",12.506667
"112","2007-06-13",12.568889
