"","date","ATVI"
"390","2008-07-21",18.41
"391","2008-07-22",18.635
"392","2008-07-23",18.799999
"393","2008-07-24",17.950001
"394","2008-07-25",17.719999
"395","2008-07-28",17.51
"396","2008-07-29",18.025
"397","2008-07-30",17.889999
"398","2008-07-31",17.99
"399","2008-08-01",17.620001
"400","2008-08-04",17.08
"401","2008-08-05",17.305
"402","2008-08-06",18.040001
"403","2008-08-07",17.035
"404","2008-08-08",16.299999
"405","2008-08-11",16.514999
"406","2008-08-12",17.27
"407","2008-08-13",17.25
"408","2008-08-14",17.295
"409","2008-08-15",17.075001
"410","2008-08-18",17.075001
"411","2008-08-19",17.59
"412","2008-08-20",17.1
"413","2008-08-21",17.045
"414","2008-08-22",16.99
"415","2008-08-25",16.77
"416","2008-08-26",16.25
"417","2008-08-27",16.48
"418","2008-08-28",16.68
"419","2008-08-29",16.41
"420","2008-09-02",16.4
"421","2008-09-03",16.695
"422","2008-09-04",16.465
"423","2008-09-05",16.870001
"424","2008-09-08",16.790001
"425","2008-09-09",16.620001
"426","2008-09-10",17.389999
"427","2008-09-11",17.780001
"428","2008-09-12",17.51
"429","2008-09-15",16.790001
"430","2008-09-16",16.57
"431","2008-09-17",15.53
"432","2008-09-18",16.030001
"433","2008-09-19",17.32
"434","2008-09-22",16.200001
"435","2008-09-23",15.95
"436","2008-09-24",16.110001
"437","2008-09-25",16.120001
"438","2008-09-26",16.379999
"439","2008-09-29",14.12
"440","2008-09-30",15.43
"441","2008-10-01",14.5
"442","2008-10-02",12.85
"443","2008-10-03",12.54
"444","2008-10-06",12.16
"445","2008-10-07",11.85
"446","2008-10-08",11.95
"447","2008-10-09",11.55
"448","2008-10-10",11.56
"449","2008-10-13",14.25
"450","2008-10-14",13.01
"451","2008-10-15",11.68
"452","2008-10-16",12.48
"453","2008-10-17",13.02
"454","2008-10-20",13.55
"455","2008-10-21",13
"456","2008-10-22",12.31
"457","2008-10-23",12.55
"458","2008-10-24",11.69
"459","2008-10-27",10.5
"460","2008-10-28",11.8
"461","2008-10-29",12
"462","2008-10-30",12.71
"463","2008-10-31",12.46
"464","2008-11-03",11.89
"465","2008-11-04",11.86
"466","2008-11-05",10.98
"467","2008-11-06",12.01
"468","2008-11-07",12.26
"469","2008-11-10",12.25
"470","2008-11-11",12.21
"471","2008-11-12",11.18
"472","2008-11-13",12.57
"473","2008-11-14",10.61
"474","2008-11-17",10.47
"475","2008-11-18",10.11
"476","2008-11-19",9.37
"477","2008-11-20",9.34
"478","2008-11-21",10.3
"479","2008-11-24",11
"480","2008-11-25",10.9
"481","2008-11-26",12.02
"482","2008-11-28",11.7
"483","2008-12-01",10.53
"484","2008-12-02",10.74
"485","2008-12-03",10.8
"486","2008-12-04",10
"487","2008-12-05",10.36
"488","2008-12-08",11.04
"489","2008-12-09",10.09
"490","2008-12-10",9.97
"491","2008-12-11",9.6
"492","2008-12-12",9.33
"493","2008-12-15",9.2
"494","2008-12-16",9.56
"495","2008-12-17",9.72
"496","2008-12-18",9.23
"497","2008-12-19",9.5
"498","2008-12-22",9.04
"499","2008-12-23",8.97
"500","2008-12-24",9.01
"501","2008-12-26",8.86
"502","2008-12-29",8.55
"503","2008-12-30",8.54
"504","2008-12-31",8.64
"505","2009-01-02",9.12
"506","2009-01-05",8.75
"507","2009-01-06",8.18
"508","2009-01-07",9.08
"509","2009-01-08",9.26
"510","2009-01-09",9.26
"511","2009-01-12",9.1
"512","2009-01-13",9.16
"513","2009-01-14",9.06
"514","2009-01-15",9.16
"515","2009-01-16",9.57
"516","2009-01-20",9.04
"517","2009-01-21",9.54
"518","2009-01-22",9.36
"519","2009-01-23",9.37
"520","2009-01-26",9.35
"521","2009-01-27",9.41
"522","2009-01-28",9.42
"523","2009-01-29",9
"524","2009-01-30",8.76
"525","2009-02-02",8.96
"526","2009-02-03",9.17
"527","2009-02-04",9.51
"528","2009-02-05",9.73
"529","2009-02-06",9.96
"530","2009-02-09",9.84
"531","2009-02-10",9.62
"532","2009-02-11",9.48
"533","2009-02-12",9.26
"534","2009-02-13",9.7
"535","2009-02-17",9.4
"536","2009-02-18",9.59
"537","2009-02-19",9.38
"538","2009-02-20",9.4
"539","2009-02-23",9.43
"540","2009-02-24",10.1
"541","2009-02-25",9.89
"542","2009-02-26",9.95
"543","2009-02-27",10.03
"544","2009-03-02",9.9
"545","2009-03-03",9.87
"546","2009-03-04",10.07
"547","2009-03-05",10.04
"548","2009-03-06",10.33
"549","2009-03-09",10.18
"550","2009-03-10",10.46
"551","2009-03-11",10.42
"552","2009-03-12",9.99
"553","2009-03-13",9.88
"554","2009-03-16",9.48
"555","2009-03-17",9.57
"556","2009-03-18",9.68
"557","2009-03-19",9.9
"558","2009-03-20",9.99
"559","2009-03-23",10.45
"560","2009-03-24",10.24
"561","2009-03-25",10.26
"562","2009-03-26",10.92
"563","2009-03-27",10.66
"564","2009-03-30",10.23
"565","2009-03-31",10.46
"566","2009-04-01",10.49
"567","2009-04-02",10.91
"568","2009-04-03",11.11
"569","2009-04-06",10.83
"570","2009-04-07",10.42
"571","2009-04-08",10.5
"572","2009-04-09",10.69
"573","2009-04-13",10.65
"574","2009-04-14",10.07
"575","2009-04-15",10.03
"576","2009-04-16",10.13
"577","2009-04-17",10.57
"578","2009-04-20",10.02
"579","2009-04-21",10.22
"580","2009-04-22",10.06
"581","2009-04-23",10
"582","2009-04-24",10.4
"583","2009-04-27",10.54
"584","2009-04-28",10.25
"585","2009-04-29",10.73
"586","2009-04-30",10.77
"587","2009-05-01",10.84
"588","2009-05-04",11.05
"589","2009-05-05",10.97
"590","2009-05-06",10.97
"591","2009-05-07",11
"592","2009-05-08",11.81
"593","2009-05-11",11.5
"594","2009-05-12",11.4
"595","2009-05-13",11.31
"596","2009-05-14",11.51
"597","2009-05-15",11.6
"598","2009-05-18",11.69
"599","2009-05-19",11.43
"600","2009-05-20",11.41
"601","2009-05-21",11.14
"602","2009-05-22",11.14
"603","2009-05-26",11.47
"604","2009-05-27",11.44
"605","2009-05-28",11.77
"606","2009-05-29",12.08
"607","2009-06-01",12.13
"608","2009-06-02",12.31
"609","2009-06-03",12.22
"610","2009-06-04",12.76
"611","2009-06-05",12.78
"612","2009-06-08",12.76
"613","2009-06-09",12.74
"614","2009-06-10",12.81
"615","2009-06-11",13.01
"616","2009-06-12",12.97
"617","2009-06-15",12.39
"618","2009-06-16",12.3
"619","2009-06-17",12.71
"620","2009-06-18",12.56
"621","2009-06-19",12.88
"622","2009-06-22",12.33
"623","2009-06-23",12.24
"624","2009-06-24",12.43
"625","2009-06-25",12.64
"626","2009-06-26",12.66
"627","2009-06-29",12.71
"628","2009-06-30",12.63
"629","2009-07-01",12.75
"630","2009-07-02",12.42
"631","2009-07-06",12.19
"632","2009-07-07",11.78
"633","2009-07-08",11.48
"634","2009-07-09",11.55
"635","2009-07-10",11.29
"636","2009-07-13",11.34
"637","2009-07-14",11.35
"638","2009-07-15",11.56
"639","2009-07-16",11.56
"640","2009-07-17",11.7
"641","2009-07-20",11.98
"642","2009-07-21",11.94
"643","2009-07-22",11.71
"644","2009-07-23",11.71
"645","2009-07-24",11.54
"646","2009-07-27",11.25
"647","2009-07-28",11.38
"648","2009-07-29",11.37
"649","2009-07-30",11.4
"650","2009-07-31",11.45
"651","2009-08-03",11.46
"652","2009-08-04",11.83
"653","2009-08-05",11.55
"654","2009-08-06",12.78
"655","2009-08-07",12.46
"656","2009-08-10",12.35
"657","2009-08-11",12.13
"658","2009-08-12",12.41
"659","2009-08-13",12.35
"660","2009-08-14",12.69
"661","2009-08-17",12.03
"662","2009-08-18",12.21
"663","2009-08-19",12.05
"664","2009-08-20",12.08
"665","2009-08-21",12.21
"666","2009-08-24",12.16
"667","2009-08-25",11.87
"668","2009-08-26",11.77
"669","2009-08-27",11.63
"670","2009-08-28",11.69
"671","2009-08-31",11.61
"672","2009-09-01",11.42
"673","2009-09-02",11.64
"674","2009-09-03",11.55
"675","2009-09-04",11.71
"676","2009-09-08",11.94
"677","2009-09-09",11.66
"678","2009-09-10",11.59
"679","2009-09-11",11.83
"680","2009-09-14",11.74
"681","2009-09-15",11.54
"682","2009-09-16",11.77
"683","2009-09-17",12.03
"684","2009-09-18",11.79
"685","2009-09-21",12.29
"686","2009-09-22",12.36
"687","2009-09-23",12.51
"688","2009-09-24",12.28
"689","2009-09-25",12.37
"690","2009-09-28",12.41
"691","2009-09-29",12.42
"692","2009-09-30",12.39
"693","2009-10-01",12.03
"694","2009-10-02",11.87
"695","2009-10-05",11.88
"696","2009-10-06",12.21
"697","2009-10-07",12.58
"698","2009-10-08",12.89
"699","2009-10-09",12.66
"700","2009-10-12",12.4
"701","2009-10-13",12.49
"702","2009-10-14",12.71
"703","2009-10-15",12.51
"704","2009-10-16",12.34
"705","2009-10-19",12.53
"706","2009-10-20",12.46
"707","2009-10-21",12.33
"708","2009-10-22",12.4
"709","2009-10-23",12.2
"710","2009-10-26",12.04
"711","2009-10-27",11.69
"712","2009-10-28",11.39
"713","2009-10-29",11.09
"714","2009-10-30",10.83
"715","2009-11-02",10.37
"716","2009-11-03",10.62
"717","2009-11-04",10.68
"718","2009-11-05",10.87
"719","2009-11-06",11.25
"720","2009-11-09",11.54
"721","2009-11-10",11.42
"722","2009-11-11",11.38
"723","2009-11-12",11.44
"724","2009-11-13",11.69
"725","2009-11-16",11.72
"726","2009-11-17",11.69
"727","2009-11-18",11.87
"728","2009-11-19",11.57
"729","2009-11-20",11.38
"730","2009-11-23",11.45
"731","2009-11-24",11.4
"732","2009-11-25",11.56
"733","2009-11-27",11.58
"734","2009-11-30",11.39
"735","2009-12-01",11.66
"736","2009-12-02",11.34
"737","2009-12-03",11.3
"738","2009-12-04",11.03
"739","2009-12-07",10.93
"740","2009-12-08",10.74
"741","2009-12-09",10.79
"742","2009-12-10",10.76
"743","2009-12-11",10.75
"744","2009-12-14",10.83
"745","2009-12-15",10.79
"746","2009-12-16",10.9
"747","2009-12-17",10.76
"748","2009-12-18",11.06
"749","2009-12-21",10.98
"750","2009-12-22",10.87
"751","2009-12-23",11.36
"752","2009-12-24",11.44
"753","2009-12-28",11.38
"754","2009-12-29",11.29
"755","2009-12-30",11.39
"756","2009-12-31",11.11
"757","2010-01-04",11.3
"758","2010-01-05",11.32
"759","2010-01-06",11.26
"760","2010-01-07",10.99
"761","2010-01-08",10.9
"762","2010-01-11",10.89
"763","2010-01-12",10.77
"764","2010-01-13",10.91
"765","2010-01-14",10.86
"766","2010-01-15",10.89
"767","2010-01-19",10.84
"768","2010-01-20",10.82
"769","2010-01-21",10.59
"770","2010-01-22",10.37
"771","2010-01-25",10.12
"772","2010-01-26",10.01
"773","2010-01-27",10.36
"774","2010-01-28",10.25
"775","2010-01-29",10.16
"776","2010-02-01",10.08
"777","2010-02-02",10.25
"778","2010-02-03",10.46
"779","2010-02-04",10.16
"780","2010-02-05",10.21
"781","2010-02-08",10.16
"782","2010-02-09",10.05
"783","2010-02-10",10.1
"784","2010-02-11",11.07
"785","2010-02-12",11.11
"786","2010-02-16",11.01
"787","2010-02-17",11.15
"788","2010-02-18",10.85
"789","2010-02-19",10.79
"790","2010-02-22",10.63
"791","2010-02-23",10.55
"792","2010-02-24",10.71
"793","2010-02-25",10.72
"794","2010-02-26",10.63
"795","2010-03-01",10.94
"796","2010-03-02",10.81
"797","2010-03-03",10.97
"798","2010-03-04",11.03
"799","2010-03-05",11.03
"800","2010-03-08",11.11
"801","2010-03-09",11.11
"802","2010-03-10",11.18
"803","2010-03-11",11.51
"804","2010-03-12",11.47
"805","2010-03-15",11.54
"806","2010-03-16",11.64
"807","2010-03-17",11.79
"808","2010-03-18",11.96
"809","2010-03-19",11.82
"810","2010-03-22",11.96
"811","2010-03-23",11.97
"812","2010-03-24",11.93
"813","2010-03-25",11.81
"814","2010-03-26",11.97
"815","2010-03-29",11.9
"816","2010-03-30",12.03
"817","2010-03-31",12.05
"818","2010-04-01",11.92
"819","2010-04-05",12.03
"820","2010-04-06",12.07
"821","2010-04-07",12.11
"822","2010-04-08",12.12
"823","2010-04-09",12.48
"824","2010-04-12",12.5
"825","2010-04-13",12.27
"826","2010-04-14",11.9
"827","2010-04-15",11.67
"828","2010-04-16",11.79
"829","2010-04-19",11.69
"830","2010-04-20",11.87
"831","2010-04-21",11.75
"832","2010-04-22",11.59
"833","2010-04-23",11.6
"834","2010-04-26",11.58
"835","2010-04-27",11.44
"836","2010-04-28",10.93
"837","2010-04-29",11.26
"838","2010-04-30",11.08
"839","2010-05-03",11.15
"840","2010-05-04",10.95
"841","2010-05-05",10.75
"842","2010-05-06",10.49
"843","2010-05-07",10.56
"844","2010-05-10",10.89
"845","2010-05-11",10.9
"846","2010-05-12",11.12
"847","2010-05-13",10.96
"848","2010-05-14",10.69
"849","2010-05-17",10.75
"850","2010-05-18",10.63
"851","2010-05-19",10.51
"852","2010-05-20",10.36
"853","2010-05-21",10.24
"854","2010-05-24",10.25
"855","2010-05-25",10.28
"856","2010-05-26",10.52
"857","2010-05-27",10.74
"858","2010-05-28",10.75
"859","2010-06-01",10.57
"860","2010-06-02",10.81
"861","2010-06-03",11
"862","2010-06-04",10.7
"863","2010-06-07",10.6
"864","2010-06-08",10.53
"865","2010-06-09",10.39
"866","2010-06-10",10.69
"867","2010-06-11",10.86
"868","2010-06-14",10.94
"869","2010-06-15",11.34
"870","2010-06-16",11.15
"871","2010-06-17",11.36
"872","2010-06-18",11.47
"873","2010-06-21",11.54
"874","2010-06-22",11.2
"875","2010-06-23",11.21
"876","2010-06-24",11.02
"877","2010-06-25",11
"878","2010-06-28",11.02
"879","2010-06-29",10.6
"880","2010-06-30",10.49
"881","2010-07-01",10.5
"882","2010-07-02",10.64
"883","2010-07-06",10.54
"884","2010-07-07",10.98
"885","2010-07-08",11.07
"886","2010-07-09",11.09
"887","2010-07-12",11.12
"888","2010-07-13",11.41
"889","2010-07-14",11.3
"890","2010-07-15",11.33
"891","2010-07-16",11.12
"892","2010-07-19",11.38
"893","2010-07-20",11.46
"894","2010-07-21",11.24
"895","2010-07-22",11.62
"896","2010-07-23",11.73
"897","2010-07-26",11.91
"898","2010-07-27",11.94
"899","2010-07-28",11.86
"900","2010-07-29",11.78
"901","2010-07-30",11.88
"902","2010-08-02",11.95
"903","2010-08-03",11.53
"904","2010-08-04",11.81
"905","2010-08-05",11.75
"906","2010-08-06",10.99
"907","2010-08-09",10.98
"908","2010-08-10",11.06
"909","2010-08-11",10.97
"910","2010-08-12",10.83
"911","2010-08-13",10.87
"912","2010-08-16",10.88
"913","2010-08-17",10.91
"914","2010-08-18",11
"915","2010-08-19",11.01
"916","2010-08-20",11.06
"917","2010-08-23",10.89
"918","2010-08-24",10.75
"919","2010-08-25",10.99
"920","2010-08-26",10.78
"921","2010-08-27",10.75
"922","2010-08-30",10.6
"923","2010-08-31",10.68
"924","2010-09-01",10.91
"925","2010-09-02",11.01
"926","2010-09-03",11.21
"927","2010-09-07",11.03
"928","2010-09-08",11.12
"929","2010-09-09",11.21
"930","2010-09-10",11.13
"931","2010-09-13",11.24
"932","2010-09-14",11.35
"933","2010-09-15",11.29
"934","2010-09-16",10.75
"935","2010-09-17",10.82
"936","2010-09-20",10.93
"937","2010-09-21",10.94
"938","2010-09-22",11.02
"939","2010-09-23",10.9
"940","2010-09-24",10.8
"941","2010-09-27",10.82
"942","2010-09-28",11.16
"943","2010-09-29",11
"944","2010-09-30",10.82
"945","2010-10-01",10.87
"946","2010-10-04",10.99
"947","2010-10-05",11.35
"948","2010-10-06",11.1
"949","2010-10-07",11.02
"950","2010-10-08",11.11
"951","2010-10-11",11.13
"952","2010-10-12",11.25
"953","2010-10-13",11.3
"954","2010-10-14",11.48
"955","2010-10-15",11.37
"956","2010-10-18",11.25
"957","2010-10-19",11.17
"958","2010-10-20",11.08
"959","2010-10-21",11.25
"960","2010-10-22",11.19
"961","2010-10-25",11.33
"962","2010-10-26",11.29
"963","2010-10-27",11.32
"964","2010-10-28",11.35
"965","2010-10-29",11.46
"966","2010-11-01",11.39
"967","2010-11-02",11.48
"968","2010-11-03",11.45
"969","2010-11-04",11.63
"970","2010-11-05",11.3
"971","2010-11-08",11.88
"972","2010-11-09",11.77
"973","2010-11-10",11.82
"974","2010-11-11",11.89
"975","2010-11-12",11.5
"976","2010-11-15",11.58
"977","2010-11-16",11.48
"978","2010-11-17",11.62
"979","2010-11-18",11.72
"980","2010-11-19",11.68
"981","2010-11-22",11.79
"982","2010-11-23",11.59
"983","2010-11-24",11.74
"984","2010-11-26",11.76
"985","2010-11-29",11.74
"986","2010-11-30",11.74
"987","2010-12-01",11.97
"988","2010-12-02",12.08
"989","2010-12-03",12.3
"990","2010-12-06",12.15
"991","2010-12-07",12.01
"992","2010-12-08",11.99
"993","2010-12-09",12.17
"994","2010-12-10",12.24
"995","2010-12-13",12.02
"996","2010-12-14",12
"997","2010-12-15",12.03
"998","2010-12-16",12.22
