"","date","FC"
"1003","2010-12-23",9.04
"1004","2010-12-27",9.02
"1005","2010-12-28",8.86
"1006","2010-12-29",8.89
"1007","2010-12-30",8.8
"1008","2010-12-31",8.59
"1009","2011-01-03",8.75
"1010","2011-01-04",8.61
"1011","2011-01-05",8.68
"1012","2011-01-06",8.35
"1013","2011-01-07",8.25
"1014","2011-01-10",8.3
"1015","2011-01-11",8.28
"1016","2011-01-12",8.45
"1017","2011-01-13",8.4
"1018","2011-01-14",8.43
"1019","2011-01-18",8.53
"1020","2011-01-19",8.27
"1021","2011-01-20",8.21
"1022","2011-01-21",8.12
"1023","2011-01-24",8.17
"1024","2011-01-25",8.3
"1025","2011-01-26",8.52
"1026","2011-01-27",8.34
"1027","2011-01-28",7.88
"1028","2011-01-31",7.83
"1029","2011-02-01",8.44
"1030","2011-02-02",8.3
"1031","2011-02-03",8.16
"1032","2011-02-04",7.67
"1033","2011-02-07",7.7
"1034","2011-02-08",7.9
"1035","2011-02-09",7.87
"1036","2011-02-10",7.99
"1037","2011-02-11",8.1
"1038","2011-02-14",8.21
"1039","2011-02-15",8.19
"1040","2011-02-16",8.19
"1041","2011-02-17",8.21
"1042","2011-02-18",8.29
"1043","2011-02-22",8
"1044","2011-02-23",7.62
"1045","2011-02-24",7.61
"1046","2011-02-25",8.07
"1047","2011-02-28",8.13
"1048","2011-03-01",7.93
"1049","2011-03-02",8.03
"1050","2011-03-03",8.2
"1051","2011-03-04",8.14
"1052","2011-03-07",8.11
"1053","2011-03-08",8.48
"1054","2011-03-09",8.53
"1055","2011-03-10",8.22
"1056","2011-03-11",8.14
"1057","2011-03-14",8.06
"1058","2011-03-15",7.17
"1059","2011-03-16",7.14
"1060","2011-03-17",7.08
"1061","2011-03-18",7.28
"1062","2011-03-21",7.5
"1063","2011-03-22",7.57
"1064","2011-03-23",7.79
"1065","2011-03-24",7.94
"1066","2011-03-25",8.2
"1067","2011-03-28",8.2
"1068","2011-03-29",8.37
"1069","2011-03-30",8.55
"1070","2011-03-31",8.66
"1071","2011-04-01",9.1
"1072","2011-04-04",9.24
"1073","2011-04-05",9.41
"1074","2011-04-06",9.22
"1075","2011-04-07",9.29
"1076","2011-04-08",9.06
"1077","2011-04-11",8.83
"1078","2011-04-12",8.62
"1079","2011-04-13",8.25
"1080","2011-04-14",8.72
"1081","2011-04-15",9.12
"1082","2011-04-18",8.82
"1083","2011-04-19",8.86
"1084","2011-04-20",9.02
"1085","2011-04-21",8.86
"1086","2011-04-25",8.44
"1087","2011-04-26",9.04
"1088","2011-04-27",9.12
"1089","2011-04-28",9.13
"1090","2011-04-29",9.22
"1091","2011-05-02",8.92
"1092","2011-05-03",8.45
"1093","2011-05-04",8.17
"1094","2011-05-05",8.06
"1095","2011-05-06",8.18
"1096","2011-05-09",8.04
"1097","2011-05-10",8.47
"1098","2011-05-11",8.23
"1099","2011-05-12",8.41
"1100","2011-05-13",8.19
"1101","2011-05-16",7.88
"1102","2011-05-17",7.92
"1103","2011-05-18",7.94
"1104","2011-05-19",8.02
"1105","2011-05-20",8.33
"1106","2011-05-23",8.2
"1107","2011-05-24",8.11
"1108","2011-05-25",8.29
"1109","2011-05-26",8.62
"1110","2011-05-27",8.73
"1111","2011-05-31",9.14
"1112","2011-06-01",8.57
"1113","2011-06-02",8.75
"1114","2011-06-03",8.23
"1115","2011-06-06",8.05
"1116","2011-06-07",7.91
"1117","2011-06-08",7.91
"1118","2011-06-09",8
"1119","2011-06-10",7.71
"1120","2011-06-13",7.76
"1121","2011-06-14",7.87
"1122","2011-06-15",7.59
"1123","2011-06-16",7.94
"1124","2011-06-17",8.07
"1125","2011-06-20",8.3
"1126","2011-06-21",8.48
"1127","2011-06-22",8.23
"1128","2011-06-23",8.03
"1129","2011-06-24",8.8
"1130","2011-06-27",9.38
"1131","2011-06-28",9.53
"1132","2011-06-29",9.44
"1133","2011-06-30",9.68
"1134","2011-07-01",9.91
"1135","2011-07-05",10.38
"1136","2011-07-06",10.78
"1137","2011-07-07",11.2
"1138","2011-07-08",11.3
"1139","2011-07-11",11.19
"1140","2011-07-12",11.4
"1141","2011-07-13",11.5
"1142","2011-07-14",11.41
"1143","2011-07-15",11.34
"1144","2011-07-18",10.89
"1145","2011-07-19",11.67
"1146","2011-07-20",11.78
"1147","2011-07-21",12.03
"1148","2011-07-22",11.92
"1149","2011-07-25",11.46
"1150","2011-07-26",11.14
"1151","2011-07-27",10.51
"1152","2011-07-28",10.57
"1153","2011-07-29",11.2
"1154","2011-08-01",11.53
"1155","2011-08-02",10.79
"1156","2011-08-03",11.12
"1157","2011-08-04",10.78
"1158","2011-08-05",10.9
"1159","2011-08-08",10.04
"1160","2011-08-09",10.89
"1161","2011-08-10",9.46
"1162","2011-08-11",10.01
"1163","2011-08-12",9.69
"1164","2011-08-15",9.64
"1165","2011-08-16",9.24
"1166","2011-08-17",9.3
"1167","2011-08-18",8.5
"1168","2011-08-19",8.32
"1169","2011-08-22",8.51
"1170","2011-08-23",9.16
"1171","2011-08-24",9.2
"1172","2011-08-25",8.8
"1173","2011-08-26",9.18
"1174","2011-08-29",9.8
"1175","2011-08-30",9.7
"1176","2011-08-31",9.52
"1177","2011-09-01",9.35
"1178","2011-09-02",8.5
"1179","2011-09-06",8.28
"1180","2011-09-07",8.63
"1181","2011-09-08",8.1
"1182","2011-09-09",7.47
"1183","2011-09-12",7.28
"1184","2011-09-13",7.42
"1185","2011-09-14",7.44
"1186","2011-09-15",7.46
"1187","2011-09-16",7.47
"1188","2011-09-19",7.35
"1189","2011-09-20",7.1
"1190","2011-09-21",6.75
"1191","2011-09-22",6.63
"1192","2011-09-23",7.14
"1193","2011-09-26",7.84
"1194","2011-09-27",7.83
"1195","2011-09-28",7.54
"1196","2011-09-29",7.62
"1197","2011-09-30",7.6
"1198","2011-10-03",7.01
"1199","2011-10-04",8.34
"1200","2011-10-05",8.23
"1201","2011-10-06",8.34
"1202","2011-10-07",8
"1203","2011-10-10",8.37
"1204","2011-10-11",8.69
"1205","2011-10-12",9.04
"1206","2011-10-13",9.01
"1207","2011-10-14",9.1
"1208","2011-10-17",8.75
"1209","2011-10-18",9.02
"1210","2011-10-19",8.71
"1211","2011-10-20",8.26
"1212","2011-10-21",8.74
"1213","2011-10-24",9.12
"1214","2011-10-25",8.71
"1215","2011-10-26",9.22
"1216","2011-10-27",10
"1217","2011-10-28",9.82
"1218","2011-10-31",9.64
"1219","2011-11-01",8.98
"1220","2011-11-02",9.51
"1221","2011-11-03",9.72
"1222","2011-11-04",9.32
"1223","2011-11-07",9.03
"1224","2011-11-08",9.29
"1225","2011-11-09",8.86
"1226","2011-11-10",8.69
"1227","2011-11-11",9.16
"1228","2011-11-14",8.4
"1229","2011-11-15",9.09
"1230","2011-11-16",8.83
"1231","2011-11-17",9.22
"1232","2011-11-18",9.42
"1233","2011-11-21",9.42
"1234","2011-11-22",9.2
"1235","2011-11-23",8.45
"1236","2011-11-25",8.17
"1237","2011-11-28",8.47
"1238","2011-11-29",8.2
"1239","2011-11-30",9.37
"1240","2011-12-01",9.27
"1241","2011-12-02",9.4
"1242","2011-12-05",9.82
"1243","2011-12-06",9.79
"1244","2011-12-07",9.85
"1245","2011-12-08",9.16
"1246","2011-12-09",9.4
"1247","2011-12-12",8.81
"1248","2011-12-13",8.55
"1249","2011-12-14",9.17
"1250","2011-12-15",9.46
"1251","2011-12-16",9.75
"1252","2011-12-19",9.28
"1253","2011-12-20",9.5
"1254","2011-12-21",9
"1255","2011-12-22",9.22
"1256","2011-12-23",9.09
"1257","2011-12-27",8.89
"1258","2011-12-28",8.54
"1259","2011-12-29",8.48
"1260","2011-12-30",8.47
"1261","2012-01-03",8.78
"1262","2012-01-04",8.69
"1263","2012-01-05",8.8
"1264","2012-01-06",8.72
"1265","2012-01-09",8.24
"1266","2012-01-10",8.16
"1267","2012-01-11",8.23
"1268","2012-01-12",8.25
"1269","2012-01-13",8.18
"1270","2012-01-17",8.24
"1271","2012-01-18",8.25
"1272","2012-01-19",8.34
"1273","2012-01-20",8.67
"1274","2012-01-23",8.63
"1275","2012-01-24",9.11
"1276","2012-01-25",9.45
"1277","2012-01-26",9.3
"1278","2012-01-27",9.39
"1279","2012-01-30",9.28
"1280","2012-01-31",8.8
"1281","2012-02-01",9.42
"1282","2012-02-02",9.64
"1283","2012-02-03",9.9
"1284","2012-02-06",9.64
"1285","2012-02-07",9.81
"1286","2012-02-08",9.82
"1287","2012-02-09",9.53
"1288","2012-02-10",9.44
"1289","2012-02-13",9.64
"1290","2012-02-14",9.51
"1291","2012-02-15",9.08
"1292","2012-02-16",9.13
"1293","2012-02-17",8.94
"1294","2012-02-21",8.72
"1295","2012-02-22",8.86
"1296","2012-02-23",9.01
"1297","2012-02-24",9.16
"1298","2012-02-27",9.14
"1299","2012-02-28",9.2
"1300","2012-02-29",8.8
"1301","2012-03-01",8.78
"1302","2012-03-02",8.16
"1303","2012-03-05",8.27
"1304","2012-03-06",8.27
"1305","2012-03-07",8.66
"1306","2012-03-08",8.99
"1307","2012-03-09",9.15
"1308","2012-03-12",9.06
"1309","2012-03-13",9.25
"1310","2012-03-14",9
"1311","2012-03-15",8.9
"1312","2012-03-16",8.8
"1313","2012-03-19",8.97
"1314","2012-03-20",8.86
"1315","2012-03-21",8.83
"1316","2012-03-22",8.69
"1317","2012-03-23",9.04
"1318","2012-03-26",9.77
"1319","2012-03-27",9.56
"1320","2012-03-28",9.31
"1321","2012-03-29",9.45
"1322","2012-03-30",9.41
"1323","2012-04-02",9.48
"1324","2012-04-03",9.15
"1325","2012-04-04",8.96
"1326","2012-04-05",8.95
"1327","2012-04-09",8.68
"1328","2012-04-10",8.55
"1329","2012-04-11",8.6
"1330","2012-04-12",8.83
"1331","2012-04-13",8.6
"1332","2012-04-16",8.76
"1333","2012-04-17",8.97
"1334","2012-04-18",9.01
"1335","2012-04-19",9.04
"1336","2012-04-20",9.25
"1337","2012-04-23",9.1
"1338","2012-04-24",9.3
"1339","2012-04-25",9.31
"1340","2012-04-26",9.26
"1341","2012-04-27",9.59
"1342","2012-04-30",9.29
"1343","2012-05-01",8.9
"1344","2012-05-02",8.96
"1345","2012-05-03",8.97
"1346","2012-05-04",8.94
"1347","2012-05-07",8.91
"1348","2012-05-08",9.41
"1349","2012-05-09",9.15
"1350","2012-05-10",9.28
"1351","2012-05-11",9.42
"1352","2012-05-14",9.29
"1353","2012-05-15",9.29
"1354","2012-05-16",9.37
"1355","2012-05-17",9.36
"1356","2012-05-18",9.36
"1357","2012-05-21",9.42
"1358","2012-05-22",9.37
"1359","2012-05-23",9.34
"1360","2012-05-24",9.31
"1361","2012-05-25",9.23
"1362","2012-05-29",9.27
"1363","2012-05-30",9.22
"1364","2012-05-31",9.23
"1365","2012-06-01",8.97
"1366","2012-06-04",9.07
"1367","2012-06-05",9.09
"1368","2012-06-06",9.25
"1369","2012-06-07",9.33
"1370","2012-06-08",9.26
"1371","2012-06-11",9.01
"1372","2012-06-12",9.24
"1373","2012-06-13",9.18
"1374","2012-06-14",9.2
"1375","2012-06-15",9.19
"1376","2012-06-18",9.22
"1377","2012-06-19",9.67
"1378","2012-06-20",9.74
"1379","2012-06-21",9.25
"1380","2012-06-22",9.5
"1381","2012-06-25",9.57
"1382","2012-06-26",9.55
"1383","2012-06-27",9.64
"1384","2012-06-28",9.77
"1385","2012-06-29",10.24
"1386","2012-07-02",10.39
"1387","2012-07-03",10.47
"1388","2012-07-05",10.45
"1389","2012-07-06",10.19
"1390","2012-07-09",10.19
"1391","2012-07-10",9.93
"1392","2012-07-11",9.99
"1393","2012-07-12",9.98
"1394","2012-07-13",10.04
"1395","2012-07-16",9.81
"1396","2012-07-17",9.6
"1397","2012-07-18",9.67
"1398","2012-07-19",9.55
"1399","2012-07-20",9.12
"1400","2012-07-23",9.03
"1401","2012-07-24",9.21
"1402","2012-07-25",9.35
"1403","2012-07-26",9.61
"1404","2012-07-27",10.27
"1405","2012-07-30",10.23
"1406","2012-07-31",10.41
"1407","2012-08-01",10.35
"1408","2012-08-02",10.42
"1409","2012-08-03",10.71
"1410","2012-08-06",10.6
"1411","2012-08-07",10.46
"1412","2012-08-08",10.53
"1413","2012-08-09",10.55
"1414","2012-08-10",10.49
"1415","2012-08-13",10.49
"1416","2012-08-14",10.33
"1417","2012-08-15",10.42
"1418","2012-08-16",10.44
"1419","2012-08-17",10.62
"1420","2012-08-20",10.55
"1421","2012-08-21",10.6
"1422","2012-08-22",10.55
"1423","2012-08-23",10.26
"1424","2012-08-24",10.48
"1425","2012-08-27",10.47
"1426","2012-08-28",10.4
"1427","2012-08-29",10.49
"1428","2012-08-30",10.35
"1429","2012-08-31",10.35
"1430","2012-09-04",10.49
"1431","2012-09-05",10.48
"1432","2012-09-06",10.85
"1433","2012-09-07",11.08
"1434","2012-09-10",11.06
"1435","2012-09-11",11.45
"1436","2012-09-12",11.32
"1437","2012-09-13",11.72
"1438","2012-09-14",11.88
"1439","2012-09-17",12.02
"1440","2012-09-18",12.24
"1441","2012-09-19",12.13
"1442","2012-09-20",11.75
"1443","2012-09-21",12.34
"1444","2012-09-24",12.44
"1445","2012-09-25",12
"1446","2012-09-26",12.05
"1447","2012-09-27",12.04
"1448","2012-09-28",12
"1449","2012-10-01",12.21
"1450","2012-10-02",12.27
"1451","2012-10-03",12.02
"1452","2012-10-04",12.04
"1453","2012-10-05",11.89
"1454","2012-10-08",11.64
"1455","2012-10-09",11.21
"1456","2012-10-10",11.65
"1457","2012-10-11",11.68
"1458","2012-10-12",11.5
"1459","2012-10-15",11.42
"1460","2012-10-16",11.47
"1461","2012-10-17",11.49
"1462","2012-10-18",11.44
"1463","2012-10-19",11.01
"1464","2012-10-22",11.06
"1465","2012-10-23",11.04
"1466","2012-10-24",11.25
"1467","2012-10-25",12.24
"1468","2012-10-26",12.08
"1469","2012-10-31",12.02
"1470","2012-11-01",12.69
"1471","2012-11-02",12.43
"1472","2012-11-05",12.28
"1473","2012-11-06",12.33
"1474","2012-11-07",11.92
"1475","2012-11-08",11.79
"1476","2012-11-09",12.97
"1477","2012-11-12",12.75
"1478","2012-11-13",12.49
"1479","2012-11-14",11.99
"1480","2012-11-15",11.61
"1481","2012-11-16",11.46
"1482","2012-11-19",12.43
"1483","2012-11-20",12.6
"1484","2012-11-21",12.71
"1485","2012-11-23",12.84
"1486","2012-11-26",12.65
"1487","2012-11-27",12.42
"1488","2012-11-28",12.52
"1489","2012-11-29",12.89
"1490","2012-11-30",12.33
"1491","2012-12-03",12.45
"1492","2012-12-04",12.47
"1493","2012-12-05",12.19
"1494","2012-12-06",12.27
"1495","2012-12-07",12.05
"1496","2012-12-10",12
"1497","2012-12-11",12.38
"1498","2012-12-12",11.95
"1499","2012-12-13",11.95
"1500","2012-12-14",11.95
"1501","2012-12-17",11.87
"1502","2012-12-18",11.94
"1503","2012-12-19",11.87
"1504","2012-12-20",12.2
"1505","2012-12-21",12.59
"1506","2012-12-24",12.37
"1507","2012-12-26",12.4
"1508","2012-12-27",12.17
"1509","2012-12-28",12.26
"1510","2012-12-31",12.9
"1511","2013-01-02",13.06
"1512","2013-01-03",12.99
"1513","2013-01-04",13.18
"1514","2013-01-07",13.1
"1515","2013-01-08",13.15
"1516","2013-01-09",13.1
"1517","2013-01-10",13.04
"1518","2013-01-11",13.07
"1519","2013-01-14",12.67
"1520","2013-01-15",12.85
"1521","2013-01-16",12.69
"1522","2013-01-17",12.85
"1523","2013-01-18",12.94
"1524","2013-01-22",12.94
"1525","2013-01-23",13.15
"1526","2013-01-24",13.06
"1527","2013-01-25",13.04
"1528","2013-01-28",13.43
"1529","2013-01-29",13.79
"1530","2013-01-30",13.86
"1531","2013-01-31",13.88
"1532","2013-02-01",14.08
"1533","2013-02-04",14.15
"1534","2013-02-05",14.26
"1535","2013-02-06",14.08
"1536","2013-02-07",14.07
"1537","2013-02-08",14.1
"1538","2013-02-11",13.99
"1539","2013-02-12",14.14
"1540","2013-02-13",14.15
"1541","2013-02-14",14.49
"1542","2013-02-15",14.45
"1543","2013-02-19",14.12
"1544","2013-02-20",13.74
"1545","2013-02-21",13.7
"1546","2013-02-22",13.68
"1547","2013-02-25",13.3
"1548","2013-02-26",13.34
"1549","2013-02-27",13.63
"1550","2013-02-28",13.82
"1551","2013-03-01",13.91
"1552","2013-03-04",14.07
"1553","2013-03-05",14.18
"1554","2013-03-06",14.2
"1555","2013-03-07",14
"1556","2013-03-08",13.9
"1557","2013-03-11",13.72
"1558","2013-03-12",13.81
"1559","2013-03-13",13.81
"1560","2013-03-14",14.05
"1561","2013-03-15",14.14
"1562","2013-03-18",14.2
"1563","2013-03-19",14.27
"1564","2013-03-20",14.29
"1565","2013-03-21",14
"1566","2013-03-22",13.94
"1567","2013-03-25",14.07
"1568","2013-03-26",14.46
"1569","2013-03-27",14.37
"1570","2013-03-28",14.53
"1571","2013-04-01",14.04
"1572","2013-04-02",13.98
"1573","2013-04-03",14
"1574","2013-04-04",14.32
"1575","2013-04-05",13.9
"1576","2013-04-08",13.59
"1577","2013-04-09",13.8
"1578","2013-04-10",13.94
"1579","2013-04-11",14
"1580","2013-04-12",13.96
"1581","2013-04-15",13.4
"1582","2013-04-16",13.68
"1583","2013-04-17",13.5
"1584","2013-04-18",13.35
"1585","2013-04-19",13.39
"1586","2013-04-22",13.61
"1587","2013-04-23",13.64
"1588","2013-04-24",13.65
"1589","2013-04-25",13.41
"1590","2013-04-26",13.3
"1591","2013-04-29",13.27
"1592","2013-04-30",14.08
"1593","2013-05-01",13.58
"1594","2013-05-02",13.96
"1595","2013-05-03",14.02
"1596","2013-05-06",14.22
"1597","2013-05-07",14.02
"1598","2013-05-08",13.93
"1599","2013-05-09",13.71
"1600","2013-05-10",14
"1601","2013-05-13",14.1
"1602","2013-05-14",14.2
"1603","2013-05-15",14.21
"1604","2013-05-16",14.19
"1605","2013-05-17",14.14
"1606","2013-05-20",14.02
"1607","2013-05-21",14.03
"1608","2013-05-22",14.15
"1609","2013-05-23",14.17
"1610","2013-05-24",14.02
"1611","2013-05-28",14.3
"1612","2013-05-29",13.8
"1613","2013-05-30",13.92
"1614","2013-05-31",13.79
"1615","2013-06-03",14.12
"1616","2013-06-04",14.07
"1617","2013-06-05",13.85
"1618","2013-06-06",14.11
"1619","2013-06-07",14.15
"1620","2013-06-10",14.13
"1621","2013-06-11",14
"1622","2013-06-12",13.92
"1623","2013-06-13",14.18
"1624","2013-06-14",14.2
"1625","2013-06-17",13.92
"1626","2013-06-18",13.94
"1627","2013-06-19",13.89
"1628","2013-06-20",13.56
"1629","2013-06-21",13.7
"1630","2013-06-24",13.5
"1631","2013-06-25",13.52
"1632","2013-06-26",13.45
"1633","2013-06-27",13.43
"1634","2013-06-28",13.46
"1635","2013-07-01",14.15
"1636","2013-07-02",13.99
"1637","2013-07-03",14.11
"1638","2013-07-05",14.4
"1639","2013-07-08",14.34
"1640","2013-07-09",14.5
"1641","2013-07-10",14.88
"1642","2013-07-11",14.97
"1643","2013-07-12",15.12
"1644","2013-07-15",15.47
"1645","2013-07-16",15.51
"1646","2013-07-17",16.02
"1647","2013-07-18",16.030001
"1648","2013-07-19",16.27
"1649","2013-07-22",16.620001
"1650","2013-07-23",16.299999
"1651","2013-07-24",16
"1652","2013-07-25",16.209999
"1653","2013-07-26",16.33
"1654","2013-07-29",16.32
"1655","2013-07-30",16.129999
"1656","2013-07-31",16.139999
"1657","2013-08-01",16.08
"1658","2013-08-02",15.94
"1659","2013-08-05",15.9
"1660","2013-08-06",15.86
"1661","2013-08-07",16.02
"1662","2013-08-08",16.17
"1663","2013-08-09",16.049999
"1664","2013-08-12",16.059999
"1665","2013-08-13",16.030001
"1666","2013-08-14",15.73
"1667","2013-08-15",15.48
"1668","2013-08-16",15
"1669","2013-08-19",14.78
"1670","2013-08-20",15.1
"1671","2013-08-21",15.05
"1672","2013-08-22",16.379999
"1673","2013-08-23",15.85
"1674","2013-08-26",15.65
"1675","2013-08-27",15.12
"1676","2013-08-28",15.26
"1677","2013-08-29",15.81
"1678","2013-08-30",15.71
"1679","2013-09-03",16.01
"1680","2013-09-04",15.98
"1681","2013-09-05",16.02
"1682","2013-09-06",15.98
"1683","2013-09-09",16.75
"1684","2013-09-10",16.549999
"1685","2013-09-11",16.58
"1686","2013-09-12",16.530001
"1687","2013-09-13",16.690001
"1688","2013-09-16",16.610001
"1689","2013-09-17",17.66
"1690","2013-09-18",17.620001
"1691","2013-09-19",17.67
"1692","2013-09-20",17.77
"1693","2013-09-23",17.59
"1694","2013-09-24",17.620001
"1695","2013-09-25",17.02
"1696","2013-09-26",17.51
"1697","2013-09-27",17.540001
"1698","2013-09-30",17.950001
"1699","2013-10-01",18.799999
"1700","2013-10-02",19
"1701","2013-10-03",19
"1702","2013-10-04",19.309999
"1703","2013-10-07",19.1
"1704","2013-10-08",18.879999
"1705","2013-10-09",18.940001
"1706","2013-10-10",19
"1707","2013-10-11",18.99
"1708","2013-10-14",19
"1709","2013-10-15",18.969999
"1710","2013-10-16",18.98
"1711","2013-10-17",18.940001
"1712","2013-10-18",18.99
"1713","2013-10-21",18.99
"1714","2013-10-22",18.98
"1715","2013-10-23",19
"1716","2013-10-24",18.99
"1717","2013-10-25",18.98
"1718","2013-10-28",18.98
"1719","2013-10-29",19
"1720","2013-10-30",18.860001
"1721","2013-10-31",18.799999
"1722","2013-11-01",18.790001
"1723","2013-11-04",18.65
"1724","2013-11-05",18.51
"1725","2013-11-06",18.459999
"1726","2013-11-07",18.34
"1727","2013-11-08",19.43
"1728","2013-11-11",19.52
"1729","2013-11-12",20.75
"1730","2013-11-13",20.27
"1731","2013-11-14",19.889999
"1732","2013-11-15",20.07
"1733","2013-11-18",19.92
"1734","2013-11-19",19.57
"1735","2013-11-20",19.09
"1736","2013-11-21",19.940001
"1737","2013-11-22",19.68
"1738","2013-11-25",19.799999
"1739","2013-11-26",19.74
"1740","2013-11-27",19.969999
"1741","2013-11-29",20.35
"1742","2013-12-02",19.629999
"1743","2013-12-03",19.67
"1744","2013-12-04",19.620001
"1745","2013-12-05",19.5
"1746","2013-12-06",20.09
"1747","2013-12-09",20.4
"1748","2013-12-10",20.24
"1749","2013-12-11",19.67
"1750","2013-12-12",19.84
"1751","2013-12-13",19.98
"1752","2013-12-16",20.129999
"1753","2013-12-17",19.950001
"1754","2013-12-18",19.57
"1755","2013-12-19",19.790001
"1756","2013-12-20",20.139999
"1757","2013-12-23",20.440001
"1758","2013-12-24",20.42
"1759","2013-12-26",20.41
"1760","2013-12-27",20
"1761","2013-12-30",20.030001
"1762","2013-12-31",19.879999
"1763","2014-01-02",19.809999
"1764","2014-01-03",19.83
"1765","2014-01-06",19.65
"1766","2014-01-07",20.07
"1767","2014-01-08",19.790001
"1768","2014-01-09",19.370001
"1769","2014-01-10",19.43
"1770","2014-01-13",18.870001
"1771","2014-01-14",19
"1772","2014-01-15",19.02
"1773","2014-01-16",18.98
"1774","2014-01-17",19.35
"1775","2014-01-21",20.110001
"1776","2014-01-22",20.280001
"1777","2014-01-23",20.469999
"1778","2014-01-24",20.530001
"1779","2014-01-27",19.860001
"1780","2014-01-28",19.98
"1781","2014-01-29",19.549999
"1782","2014-01-30",19.59
"1783","2014-01-31",19.110001
"1784","2014-02-03",18.290001
"1785","2014-02-04",18.690001
"1786","2014-02-05",18.610001
"1787","2014-02-06",18.700001
"1788","2014-02-07",19.26
"1789","2014-02-10",19.33
"1790","2014-02-11",19.540001
"1791","2014-02-12",19.629999
"1792","2014-02-13",20.879999
"1793","2014-02-14",20.82
"1794","2014-02-18",20.870001
"1795","2014-02-19",20.790001
"1796","2014-02-20",21.309999
"1797","2014-02-21",21.02
"1798","2014-02-24",20.959999
"1799","2014-02-25",20.709999
"1800","2014-02-26",20.85
"1801","2014-02-27",20.99
"1802","2014-02-28",20.950001
"1803","2014-03-03",20.9
"1804","2014-03-04",22.049999
"1805","2014-03-05",22.299999
"1806","2014-03-06",21.440001
"1807","2014-03-07",21.559999
"1808","2014-03-10",21.68
"1809","2014-03-11",21.450001
"1810","2014-03-12",21.41
"1811","2014-03-13",21.280001
"1812","2014-03-14",21.34
"1813","2014-03-17",21.26
"1814","2014-03-18",21.26
"1815","2014-03-19",21.07
"1816","2014-03-20",20.91
"1817","2014-03-21",20.58
"1818","2014-03-24",20.09
"1819","2014-03-25",19.879999
"1820","2014-03-26",19.549999
"1821","2014-03-27",19.9
"1822","2014-03-28",19.799999
"1823","2014-03-31",19.77
"1824","2014-04-01",20.389999
"1825","2014-04-02",20
"1826","2014-04-03",19.860001
"1827","2014-04-04",20.209999
"1828","2014-04-07",20
"1829","2014-04-08",19.540001
"1830","2014-04-09",19.530001
"1831","2014-04-10",19.030001
"1832","2014-04-11",19.129999
"1833","2014-04-14",19.360001
"1834","2014-04-15",19.41
"1835","2014-04-16",20.01
"1836","2014-04-17",20.610001
"1837","2014-04-21",20.66
"1838","2014-04-22",21.459999
"1839","2014-04-23",21.299999
"1840","2014-04-24",21.41
"1841","2014-04-25",20.77
"1842","2014-04-28",20.469999
"1843","2014-04-29",20.379999
"1844","2014-04-30",20.27
"1845","2014-05-01",20.33
"1846","2014-05-02",20.26
"1847","2014-05-05",20.23
"1848","2014-05-06",20.25
"1849","2014-05-07",20.370001
"1850","2014-05-08",20.209999
"1851","2014-05-09",20.780001
"1852","2014-05-12",21.370001
"1853","2014-05-13",21.02
"1854","2014-05-14",20.809999
"1855","2014-05-15",20.65
"1856","2014-05-16",20.77
"1857","2014-05-19",21.209999
"1858","2014-05-20",21.030001
"1859","2014-05-21",20.780001
"1860","2014-05-22",21.09
"1861","2014-05-23",21.15
"1862","2014-05-27",21.42
"1863","2014-05-28",21.51
"1864","2014-05-29",21.59
"1865","2014-05-30",21.75
"1866","2014-06-02",21.77
"1867","2014-06-03",21.799999
"1868","2014-06-04",22.120001
"1869","2014-06-05",22.74
"1870","2014-06-06",22.5
"1871","2014-06-09",22.08
"1872","2014-06-10",22.129999
"1873","2014-06-11",21.889999
"1874","2014-06-12",22.02
"1875","2014-06-13",21.870001
"1876","2014-06-16",21.73
"1877","2014-06-17",21.59
"1878","2014-06-18",21.4
"1879","2014-06-19",21.389999
"1880","2014-06-20",21.17
"1881","2014-06-23",21
"1882","2014-06-24",20.9
"1883","2014-06-25",20.58
"1884","2014-06-26",20.6
"1885","2014-06-27",20.030001
"1886","2014-06-30",20.129999
"1887","2014-07-01",20.129999
"1888","2014-07-02",20.200001
"1889","2014-07-03",20.129999
"1890","2014-07-07",19.91
"1891","2014-07-08",19.549999
"1892","2014-07-09",19.51
"1893","2014-07-10",19.459999
"1894","2014-07-11",19.58
"1895","2014-07-14",19.709999
"1896","2014-07-15",19.67
"1897","2014-07-16",19.6
"1898","2014-07-17",19.040001
"1899","2014-07-18",19.35
"1900","2014-07-21",19.24
"1901","2014-07-22",19.35
"1902","2014-07-23",19.02
"1903","2014-07-24",18.969999
"1904","2014-07-25",18.91
"1905","2014-07-28",18.799999
"1906","2014-07-29",18.860001
"1907","2014-07-30",19.110001
"1908","2014-07-31",18.860001
"1909","2014-08-01",18.93
"1910","2014-08-04",19.02
"1911","2014-08-05",19.049999
"1912","2014-08-06",19.110001
"1913","2014-08-07",19.139999
"1914","2014-08-08",19.360001
"1915","2014-08-11",19.709999
"1916","2014-08-12",19.25
"1917","2014-08-13",19.49
"1918","2014-08-14",19.34
"1919","2014-08-15",19.02
"1920","2014-08-18",19.299999
"1921","2014-08-19",19.43
"1922","2014-08-20",19.290001
"1923","2014-08-21",19.26
"1924","2014-08-22",19.309999
"1925","2014-08-25",19.01
"1926","2014-08-26",19.23
"1927","2014-08-27",19.33
"1928","2014-08-28",19.02
"1929","2014-08-29",19.07
"1930","2014-09-02",19
