"","date","SWTX"
"95","2020-01-29",36.259998
"96","2020-01-30",33.77
"97","2020-01-31",31.48
"98","2020-02-03",33.700001
"99","2020-02-04",33.41
"100","2020-02-05",33.900002
"101","2020-02-06",32.450001
"102","2020-02-07",33.02
"103","2020-02-10",31.02
"104","2020-02-11",30.450001
"105","2020-02-12",33.299999
"106","2020-02-13",31.74
"107","2020-02-14",31.450001
"108","2020-02-18",33.27
"109","2020-02-19",32.830002
"110","2020-02-20",32.84
"111","2020-02-21",33.119999
"112","2020-02-24",33.669998
"113","2020-02-25",30.98
"114","2020-02-26",31.780001
"115","2020-02-27",31.75
"116","2020-02-28",31.959999
"117","2020-03-02",33.66
"118","2020-03-03",41.209999
"119","2020-03-04",40.459999
"120","2020-03-05",37.950001
"121","2020-03-06",35.419998
"122","2020-03-09",32.970001
"123","2020-03-10",33.25
"124","2020-03-11",33.23
"125","2020-03-12",28.76
"126","2020-03-13",28.02
"127","2020-03-16",20.440001
"128","2020-03-17",21.860001
"129","2020-03-18",21.959999
"130","2020-03-19",25.450001
"131","2020-03-20",26.4
"132","2020-03-23",27.129999
"133","2020-03-24",28.209999
"134","2020-03-25",29.639999
"135","2020-03-26",30.139999
"136","2020-03-27",28
"137","2020-03-30",27.99
"138","2020-03-31",27
"139","2020-04-01",22.98
"140","2020-04-02",26.27
"141","2020-04-03",25.780001
"142","2020-04-06",28.17
"143","2020-04-07",26.48
"144","2020-04-08",29.48
"145","2020-04-09",29.75
"146","2020-04-13",27.940001
"147","2020-04-14",29.879999
"148","2020-04-15",26.889999
"149","2020-04-16",27.41
"150","2020-04-17",27.65
"151","2020-04-20",28.040001
"152","2020-04-21",28.17
"153","2020-04-22",28.700001
"154","2020-04-23",31.43
"155","2020-04-24",31.389999
"156","2020-04-27",31.889999
"157","2020-04-28",32.439999
"158","2020-04-29",32.049999
"159","2020-04-30",30.26
"160","2020-05-01",30.209999
"161","2020-05-04",30.35
"162","2020-05-05",30.129999
"163","2020-05-06",30.41
"164","2020-05-07",31.629999
"165","2020-05-08",31.940001
"166","2020-05-11",32.959999
"167","2020-05-12",35.380001
"168","2020-05-13",33.240002
"169","2020-05-14",36.57
"170","2020-05-15",37.41
"171","2020-05-18",35.610001
"172","2020-05-19",36.619999
"173","2020-05-20",38.029999
"174","2020-05-21",39.779999
"175","2020-05-22",39.790001
"176","2020-05-26",39.09
"177","2020-05-27",36.77
"178","2020-05-28",36.849998
"179","2020-05-29",38.07
"180","2020-06-01",39
"181","2020-06-02",41.029999
"182","2020-06-03",40.200001
"183","2020-06-04",37.580002
"184","2020-06-05",37.279999
"185","2020-06-08",39.5
"186","2020-06-09",42.91
"187","2020-06-10",45.310001
"188","2020-06-11",38.59
"189","2020-06-12",42.959999
"190","2020-06-15",44.400002
"191","2020-06-16",47.029999
"192","2020-06-17",47.75
"193","2020-06-18",48.57
"194","2020-06-19",44.919998
"195","2020-06-22",46.189999
"196","2020-06-23",44.470001
"197","2020-06-24",43.639999
"198","2020-06-25",44.540001
"199","2020-06-26",37.950001
"200","2020-06-29",42
"201","2020-06-30",42
"202","2020-07-01",41.380001
"203","2020-07-02",40.549999
"204","2020-07-06",39.099998
"205","2020-07-07",38.130001
"206","2020-07-08",41.5
"207","2020-07-09",39.419998
"208","2020-07-10",38.400002
"209","2020-07-13",36.139999
"210","2020-07-14",37.23
"211","2020-07-15",38.419998
"212","2020-07-16",38.16
"213","2020-07-17",38.349998
"214","2020-07-20",37.93
"215","2020-07-21",37.82
"216","2020-07-22",37.860001
"217","2020-07-23",36.860001
"218","2020-07-24",36.540001
"219","2020-07-27",37.860001
"220","2020-07-28",40.5
"221","2020-07-29",42.43
"222","2020-07-30",42.869999
"223","2020-07-31",42.630001
"224","2020-08-03",43.099998
"225","2020-08-04",43.150002
"226","2020-08-05",45.360001
"227","2020-08-06",44.540001
"228","2020-08-07",45.610001
"229","2020-08-10",45.200001
"230","2020-08-11",44.349998
"231","2020-08-12",41.759998
"232","2020-08-13",43.200001
"233","2020-08-14",40.970001
"234","2020-08-17",42.73
"235","2020-08-18",44.919998
"236","2020-08-19",44.5
"237","2020-08-20",44.25
"238","2020-08-21",43.919998
"239","2020-08-24",44.889999
"240","2020-08-25",44.959999
"241","2020-08-26",44.900002
"242","2020-08-27",43.630001
"243","2020-08-28",44.07
"244","2020-08-31",44.41
"245","2020-09-01",44.830002
"246","2020-09-02",41.450001
"247","2020-09-03",41.279999
"248","2020-09-04",41.529999
"249","2020-09-08",43.380001
"250","2020-09-09",44.049999
"251","2020-09-10",38.490002
"252","2020-09-11",38.959999
"253","2020-09-14",43.48
"254","2020-09-15",43.360001
"255","2020-09-16",47.23
"256","2020-09-17",46.549999
"257","2020-09-18",48.889999
"258","2020-09-21",48.380001
"259","2020-09-22",51.990002
"260","2020-09-23",48.209999
"261","2020-09-24",44.950001
"262","2020-09-25",45.150002
"263","2020-09-28",44.59
"264","2020-09-29",46.580002
"265","2020-09-30",47.669998
"266","2020-10-01",48.48
"267","2020-10-02",48.360001
"268","2020-10-05",49.849998
"269","2020-10-06",51.869999
"270","2020-10-07",52.09
"271","2020-10-08",51.98
"272","2020-10-09",56.990002
"273","2020-10-12",58.119999
"274","2020-10-13",59.220001
"275","2020-10-14",57.66
"276","2020-10-15",58.59
"277","2020-10-16",59.130001
"278","2020-10-19",59
"279","2020-10-20",58.380001
"280","2020-10-21",57.43
"281","2020-10-22",59.599998
"282","2020-10-23",60.02
"283","2020-10-26",59.900002
"284","2020-10-27",60.950001
"285","2020-10-28",59.099998
"286","2020-10-29",59.48
"287","2020-10-30",57.990002
"288","2020-11-02",58.59
"289","2020-11-03",61.75
"290","2020-11-04",64.650002
"291","2020-11-05",63.869999
"292","2020-11-06",57.849998
"293","2020-11-09",54.25
"294","2020-11-10",60.41
"295","2020-11-11",60
"296","2020-11-12",62.349998
"297","2020-11-13",67.489998
"298","2020-11-16",68.879997
"299","2020-11-17",69.099998
"300","2020-11-18",63.82
"301","2020-11-19",62.389999
"302","2020-11-20",66.120003
"303","2020-11-23",67.43
"304","2020-11-24",65.57
"305","2020-11-25",67
"306","2020-11-27",68
