"","date","MU"
"1001","2010-12-21",8.14
"1002","2010-12-22",8.28
"1003","2010-12-23",7.94
"1004","2010-12-27",7.81
"1005","2010-12-28",7.76
"1006","2010-12-29",7.75
"1007","2010-12-30",7.9
"1008","2010-12-31",8.02
"1009","2011-01-03",8.28
"1010","2011-01-04",8.44
"1011","2011-01-05",8.54
"1012","2011-01-06",8.58
"1013","2011-01-07",8.65
"1014","2011-01-10",8.55
"1015","2011-01-11",8.72
"1016","2011-01-12",9.34
"1017","2011-01-13",9.63
"1018","2011-01-14",9.71
"1019","2011-01-18",9.66
"1020","2011-01-19",9.37
"1021","2011-01-20",9.6
"1022","2011-01-21",9.84
"1023","2011-01-24",10.05
"1024","2011-01-25",9.98
"1025","2011-01-26",9.95
"1026","2011-01-27",10.59
"1027","2011-01-28",10.37
"1028","2011-01-31",10.54
"1029","2011-02-01",10.81
"1030","2011-02-02",10.89
"1031","2011-02-03",10.9
"1032","2011-02-04",11.05
"1033","2011-02-07",11.29
"1034","2011-02-08",11.44
"1035","2011-02-09",11.26
"1036","2011-02-10",11.31
"1037","2011-02-11",11.32
"1038","2011-02-14",11.65
"1039","2011-02-15",11.67
"1040","2011-02-16",11.63
"1041","2011-02-17",11.8
"1042","2011-02-18",11.7
"1043","2011-02-22",10.92
"1044","2011-02-23",10.55
"1045","2011-02-24",10.91
"1046","2011-02-25",11.44
"1047","2011-02-28",11.13
"1048","2011-03-01",10.96
"1049","2011-03-02",11.09
"1050","2011-03-03",11.57
"1051","2011-03-04",11.64
"1052","2011-03-07",11.03
"1053","2011-03-08",10.89
"1054","2011-03-09",10.32
"1055","2011-03-10",9.93
"1056","2011-03-11",10.24
"1057","2011-03-14",10.36
"1058","2011-03-15",10.43
"1059","2011-03-16",10.06
"1060","2011-03-17",10.21
"1061","2011-03-18",10.07
"1062","2011-03-21",10.36
"1063","2011-03-22",10.35
"1064","2011-03-23",10.61
"1065","2011-03-24",11.5
"1066","2011-03-25",11.55
"1067","2011-03-28",11.55
"1068","2011-03-29",11.76
"1069","2011-03-30",11.58
"1070","2011-03-31",11.47
"1071","2011-04-01",11.3
"1072","2011-04-04",11.19
"1073","2011-04-05",11.02
"1074","2011-04-06",11.24
"1075","2011-04-07",11.14
"1076","2011-04-08",11.07
"1077","2011-04-11",10.74
"1078","2011-04-12",10.53
"1079","2011-04-13",10.62
"1080","2011-04-14",10.65
"1081","2011-04-15",10.75
"1082","2011-04-18",10.42
"1083","2011-04-19",10.52
"1084","2011-04-20",11.39
"1085","2011-04-21",11.52
"1086","2011-04-25",11.33
"1087","2011-04-26",11.61
"1088","2011-04-27",11.8
"1089","2011-04-28",11.48
"1090","2011-04-29",11.32
"1091","2011-05-02",11.24
"1092","2011-05-03",10.9
"1093","2011-05-04",10.74
"1094","2011-05-05",10.91
"1095","2011-05-06",10.87
"1096","2011-05-09",10.46
"1097","2011-05-10",10.63
"1098","2011-05-11",10.41
"1099","2011-05-12",10.66
"1100","2011-05-13",10.4
"1101","2011-05-16",10.55
"1102","2011-05-17",9.94
"1103","2011-05-18",10.06
"1104","2011-05-19",10.17
"1105","2011-05-20",10
"1106","2011-05-23",9.71
"1107","2011-05-24",9.62
"1108","2011-05-25",9.61
"1109","2011-05-26",9.79
"1110","2011-05-27",10.02
"1111","2011-05-31",10.2
"1112","2011-06-01",9.56
"1113","2011-06-02",9.41
"1114","2011-06-03",9.16
"1115","2011-06-06",9.04
"1116","2011-06-07",8.95
"1117","2011-06-08",8.5
"1118","2011-06-09",8.49
"1119","2011-06-10",8.44
"1120","2011-06-13",8.29
"1121","2011-06-14",8.4
"1122","2011-06-15",8.07
"1123","2011-06-16",7.87
"1124","2011-06-17",7.83
"1125","2011-06-20",7.91
"1126","2011-06-21",8.14
"1127","2011-06-22",8.17
"1128","2011-06-23",8.43
"1129","2011-06-24",7.21
"1130","2011-06-27",7.34
"1131","2011-06-28",7.35
"1132","2011-06-29",7.47
"1133","2011-06-30",7.48
"1134","2011-07-01",7.83
"1135","2011-07-05",7.78
"1136","2011-07-06",7.56
"1137","2011-07-07",7.82
"1138","2011-07-08",7.68
"1139","2011-07-11",7.49
"1140","2011-07-12",7.31
"1141","2011-07-13",7.49
"1142","2011-07-14",7.29
"1143","2011-07-15",7.41
"1144","2011-07-18",7.23
"1145","2011-07-19",7.52
"1146","2011-07-20",7.6
"1147","2011-07-21",7.65
"1148","2011-07-22",8.09
"1149","2011-07-25",7.89
"1150","2011-07-26",7.86
"1151","2011-07-27",7.43
"1152","2011-07-28",7.42
"1153","2011-07-29",7.37
"1154","2011-08-01",7.41
"1155","2011-08-02",7.04
"1156","2011-08-03",6.99
"1157","2011-08-04",6.4
"1158","2011-08-05",6.31
"1159","2011-08-08",5.71
"1160","2011-08-09",6.19
"1161","2011-08-10",5.72
"1162","2011-08-11",6.37
"1163","2011-08-12",6.18
"1164","2011-08-15",6.48
"1165","2011-08-16",6.29
"1166","2011-08-17",6.11
"1167","2011-08-18",5.64
"1168","2011-08-19",5.25
"1169","2011-08-22",5.26
"1170","2011-08-23",5.66
"1171","2011-08-24",5.3
"1172","2011-08-25",5.38
"1173","2011-08-26",5.66
"1174","2011-08-29",6.15
"1175","2011-08-30",5.95
"1176","2011-08-31",5.91
"1177","2011-09-01",5.74
"1178","2011-09-02",5.5
"1179","2011-09-06",5.67
"1180","2011-09-07",6.06
"1181","2011-09-08",6.25
"1182","2011-09-09",6.35
"1183","2011-09-12",6.69
"1184","2011-09-13",6.86
"1185","2011-09-14",7.2
"1186","2011-09-15",7.04
"1187","2011-09-16",7.03
"1188","2011-09-19",6.88
"1189","2011-09-20",6.85
"1190","2011-09-21",6.61
"1191","2011-09-22",6.43
"1192","2011-09-23",6.65
"1193","2011-09-26",6.58
"1194","2011-09-27",6.46
"1195","2011-09-28",6.12
"1196","2011-09-29",5.87
"1197","2011-09-30",5.04
"1198","2011-10-03",4.33
"1199","2011-10-04",4.52
"1200","2011-10-05",4.95
"1201","2011-10-06",4.96
"1202","2011-10-07",4.95
"1203","2011-10-10",5.16
"1204","2011-10-11",5.2
"1205","2011-10-12",5.2
"1206","2011-10-13",5.52
"1207","2011-10-14",5.7
"1208","2011-10-17",5.44
"1209","2011-10-18",5.77
"1210","2011-10-19",5.53
"1211","2011-10-20",5.59
"1212","2011-10-21",5.46
"1213","2011-10-24",5.66
"1214","2011-10-25",5.49
"1215","2011-10-26",5.47
"1216","2011-10-27",5.7
"1217","2011-10-28",5.88
"1218","2011-10-31",5.59
"1219","2011-11-01",5.29
"1220","2011-11-02",5.43
"1221","2011-11-03",5.84
"1222","2011-11-04",5.89
"1223","2011-11-07",5.85
"1224","2011-11-08",5.91
"1225","2011-11-09",5.35
"1226","2011-11-10",5.18
"1227","2011-11-11",5.43
"1228","2011-11-14",5.35
"1229","2011-11-15",5.46
"1230","2011-11-16",6.74
"1231","2011-11-17",6.33
"1232","2011-11-18",6.29
"1233","2011-11-21",6.09
"1234","2011-11-22",6.1
"1235","2011-11-23",5.71
"1236","2011-11-25",5.5
"1237","2011-11-28",5.62
"1238","2011-11-29",5.64
"1239","2011-11-30",5.99
"1240","2011-12-01",5.89
"1241","2011-12-02",5.8
"1242","2011-12-05",5.73
"1243","2011-12-06",5.65
"1244","2011-12-07",6.06
"1245","2011-12-08",5.82
"1246","2011-12-09",5.89
"1247","2011-12-12",5.82
"1248","2011-12-13",5.61
"1249","2011-12-14",5.45
"1250","2011-12-15",5.55
"1251","2011-12-16",5.68
"1252","2011-12-19",5.45
"1253","2011-12-20",5.79
"1254","2011-12-21",5.54
"1255","2011-12-22",6.41
"1256","2011-12-23",6.4
"1257","2011-12-27",6.25
"1258","2011-12-28",6.17
"1259","2011-12-29",6.27
"1260","2011-12-30",6.29
"1261","2012-01-03",6.76
"1262","2012-01-04",6.99
"1263","2012-01-05",7.16
"1264","2012-01-06",7.2
"1265","2012-01-09",7.29
"1266","2012-01-10",7.25
"1267","2012-01-11",7.22
"1268","2012-01-12",7.27
"1269","2012-01-13",7.23
"1270","2012-01-17",7.16
"1271","2012-01-18",7.65
"1272","2012-01-19",7.88
"1273","2012-01-20",7.76
"1274","2012-01-23",7.87
"1275","2012-01-24",7.95
"1276","2012-01-25",7.86
"1277","2012-01-26",7.55
"1278","2012-01-27",7.43
"1279","2012-01-30",7.56
"1280","2012-01-31",7.6
"1281","2012-02-01",7.7
"1282","2012-02-02",7.72
"1283","2012-02-03",7.95
"1284","2012-02-06",7.73
"1285","2012-02-07",7.88
"1286","2012-02-08",8.17
"1287","2012-02-09",8.16
"1288","2012-02-10",7.91
"1289","2012-02-13",7.85
"1290","2012-02-14",8.34
"1291","2012-02-15",8.28
"1292","2012-02-16",8.46
"1293","2012-02-17",8.43
"1294","2012-02-21",8.21
"1295","2012-02-22",8.04
"1296","2012-02-23",7.82
"1297","2012-02-24",7.95
"1298","2012-02-27",8.56
"1299","2012-02-28",8.88
"1300","2012-02-29",8.55
"1301","2012-03-01",8.71
"1302","2012-03-02",8.65
"1303","2012-03-05",8.2
"1304","2012-03-06",8
"1305","2012-03-07",8.09
"1306","2012-03-08",8.16
"1307","2012-03-09",8.33
"1308","2012-03-12",8.08
"1309","2012-03-13",8.49
"1310","2012-03-14",8.58
"1311","2012-03-15",8.83
"1312","2012-03-16",8.82
"1313","2012-03-19",8.63
"1314","2012-03-20",8.57
"1315","2012-03-21",8.74
"1316","2012-03-22",8.71
"1317","2012-03-23",8.4
"1318","2012-03-26",8.25
"1319","2012-03-27",8.58
"1320","2012-03-28",8.64
"1321","2012-03-29",8.42
"1322","2012-03-30",8.1
"1323","2012-04-02",8.1
"1324","2012-04-03",7.99
"1325","2012-04-04",7.66
"1326","2012-04-05",7.59
"1327","2012-04-09",7.35
"1328","2012-04-10",7.15
"1329","2012-04-11",7.17
"1330","2012-04-12",7.15
"1331","2012-04-13",6.96
"1332","2012-04-16",7.12
"1333","2012-04-17",7.24
"1334","2012-04-18",7.07
"1335","2012-04-19",7.01
"1336","2012-04-20",6.64
"1337","2012-04-23",6.63
"1338","2012-04-24",6.51
"1339","2012-04-25",6.52
"1340","2012-04-26",6.6
"1341","2012-04-27",6.57
"1342","2012-04-30",6.59
"1343","2012-05-01",6.68
"1344","2012-05-02",6.82
"1345","2012-05-03",6.47
"1346","2012-05-04",6.55
"1347","2012-05-07",6.5
"1348","2012-05-08",6.24
"1349","2012-05-09",6.36
"1350","2012-05-10",6.29
"1351","2012-05-11",6.36
"1352","2012-05-14",6.21
"1353","2012-05-15",6.02
"1354","2012-05-16",6.15
"1355","2012-05-17",5.95
"1356","2012-05-18",5.63
"1357","2012-05-21",5.78
"1358","2012-05-22",5.71
"1359","2012-05-23",5.75
"1360","2012-05-24",5.74
"1361","2012-05-25",5.96
"1362","2012-05-29",6.12
"1363","2012-05-30",5.99
"1364","2012-05-31",5.84
"1365","2012-06-01",5.45
"1366","2012-06-04",5.39
"1367","2012-06-05",5.6
"1368","2012-06-06",5.75
"1369","2012-06-07",5.67
"1370","2012-06-08",5.88
"1371","2012-06-11",5.71
"1372","2012-06-12",5.92
"1373","2012-06-13",5.86
"1374","2012-06-14",5.76
"1375","2012-06-15",5.89
"1376","2012-06-18",5.94
"1377","2012-06-19",6.1
"1378","2012-06-20",6.12
"1379","2012-06-21",5.65
"1380","2012-06-22",5.74
"1381","2012-06-25",5.59
"1382","2012-06-26",5.63
"1383","2012-06-27",5.72
"1384","2012-06-28",5.97
"1385","2012-06-29",6.31
"1386","2012-07-02",6.55
"1387","2012-07-03",6.89
"1388","2012-07-05",6.81
"1389","2012-07-06",6.72
"1390","2012-07-09",6.49
"1391","2012-07-10",6.16
"1392","2012-07-11",6.21
"1393","2012-07-12",6.13
"1394","2012-07-13",6.13
"1395","2012-07-16",6
"1396","2012-07-17",5.77
"1397","2012-07-18",5.84
"1398","2012-07-19",5.78
"1399","2012-07-20",5.83
"1400","2012-07-23",5.62
"1401","2012-07-24",5.73
"1402","2012-07-25",5.84
"1403","2012-07-26",5.96
"1404","2012-07-27",6.28
"1405","2012-07-30",6.11
"1406","2012-07-31",6.21
"1407","2012-08-01",6.27
"1408","2012-08-02",6.16
"1409","2012-08-03",6.33
"1410","2012-08-06",6.57
"1411","2012-08-07",6.82
"1412","2012-08-08",6.89
"1413","2012-08-09",6.81
"1414","2012-08-10",6.76
"1415","2012-08-13",6.72
"1416","2012-08-14",6.55
"1417","2012-08-15",6.49
"1418","2012-08-16",6.61
"1419","2012-08-17",6.57
"1420","2012-08-20",6.49
"1421","2012-08-21",6.46
"1422","2012-08-22",6.32
"1423","2012-08-23",6.26
"1424","2012-08-24",6.3
"1425","2012-08-27",6.23
"1426","2012-08-28",6.2
"1427","2012-08-29",6.2
"1428","2012-08-30",6.18
"1429","2012-08-31",6.21
"1430","2012-09-04",6.09
"1431","2012-09-05",6.19
"1432","2012-09-06",6.68
"1433","2012-09-07",6.42
"1434","2012-09-10",6.41
"1435","2012-09-11",6.36
"1436","2012-09-12",6.47
"1437","2012-09-13",6.6
"1438","2012-09-14",6.7
"1439","2012-09-17",6.57
"1440","2012-09-18",6.48
"1441","2012-09-19",6.65
"1442","2012-09-20",6.45
"1443","2012-09-21",6.36
"1444","2012-09-24",6.26
"1445","2012-09-25",6.11
"1446","2012-09-26",5.94
"1447","2012-09-27",6.02
"1448","2012-09-28",5.98
"1449","2012-10-01",5.77
"1450","2012-10-02",5.84
"1451","2012-10-03",5.84
"1452","2012-10-04",5.88
"1453","2012-10-05",5.89
"1454","2012-10-08",5.85
"1455","2012-10-09",5.76
"1456","2012-10-10",5.76
"1457","2012-10-11",5.75
"1458","2012-10-12",5.67
"1459","2012-10-15",5.72
"1460","2012-10-16",5.78
"1461","2012-10-17",5.78
"1462","2012-10-18",5.65
"1463","2012-10-19",5.45
"1464","2012-10-22",5.44
"1465","2012-10-23",5.41
"1466","2012-10-24",5.17
"1467","2012-10-25",5.69
"1468","2012-10-26",5.47
"1469","2012-10-31",5.43
"1470","2012-11-01",5.79
"1471","2012-11-02",5.71
"1472","2012-11-05",5.84
"1473","2012-11-06",6.09
"1474","2012-11-07",5.91
"1475","2012-11-08",5.69
"1476","2012-11-09",5.62
"1477","2012-11-12",5.57
"1478","2012-11-13",5.74
"1479","2012-11-14",5.56
"1480","2012-11-15",5.47
"1481","2012-11-16",5.47
"1482","2012-11-19",5.54
"1483","2012-11-20",5.56
"1484","2012-11-21",5.52
"1485","2012-11-23",5.68
"1486","2012-11-26",5.7
"1487","2012-11-27",5.68
"1488","2012-11-28",5.77
"1489","2012-11-29",5.91
"1490","2012-11-30",5.97
"1491","2012-12-03",5.93
"1492","2012-12-04",6.04
"1493","2012-12-05",6.18
"1494","2012-12-06",6.41
"1495","2012-12-07",6.44
"1496","2012-12-10",6.67
"1497","2012-12-11",6.77
"1498","2012-12-12",6.71
"1499","2012-12-13",6.66
"1500","2012-12-14",6.85
"1501","2012-12-17",6.61
"1502","2012-12-18",6.7
"1503","2012-12-19",6.82
"1504","2012-12-20",6.79
"1505","2012-12-21",6.32
"1506","2012-12-24",6.23
"1507","2012-12-26",6.18
"1508","2012-12-27",6.22
"1509","2012-12-28",6.13
"1510","2012-12-31",6.34
"1511","2013-01-02",6.63
"1512","2013-01-03",6.9
"1513","2013-01-04",6.96
"1514","2013-01-07",7.18
"1515","2013-01-08",7.23
"1516","2013-01-09",7.31
"1517","2013-01-10",7.42
"1518","2013-01-11",7.54
"1519","2013-01-14",7.6
"1520","2013-01-15",7.6
"1521","2013-01-16",7.67
"1522","2013-01-17",7.81
"1523","2013-01-18",7.89
"1524","2013-01-22",7.84
"1525","2013-01-23",7.78
"1526","2013-01-24",7.83
"1527","2013-01-25",7.87
"1528","2013-01-28",7.82
"1529","2013-01-29",7.58
"1530","2013-01-30",7.65
"1531","2013-01-31",7.56
"1532","2013-02-01",7.83
"1533","2013-02-04",7.76
"1534","2013-02-05",7.87
"1535","2013-02-06",7.95
"1536","2013-02-07",7.73
"1537","2013-02-08",7.75
"1538","2013-02-11",7.91
"1539","2013-02-12",7.92
"1540","2013-02-13",7.95
"1541","2013-02-14",8.08
"1542","2013-02-15",7.91
"1543","2013-02-19",8.12
"1544","2013-02-20",7.88
"1545","2013-02-21",7.68
"1546","2013-02-22",8.02
"1547","2013-02-25",7.93
"1548","2013-02-26",7.96
"1549","2013-02-27",8.18
"1550","2013-02-28",8.38
"1551","2013-03-01",8.25
"1552","2013-03-04",8.4
"1553","2013-03-05",8.73
"1554","2013-03-06",8.65
"1555","2013-03-07",8.94
"1556","2013-03-08",9.2
"1557","2013-03-11",9.35
"1558","2013-03-12",9.32
"1559","2013-03-13",9.51
"1560","2013-03-14",9.69
"1561","2013-03-15",9.37
"1562","2013-03-18",9.18
"1563","2013-03-19",9.24
"1564","2013-03-20",9.31
"1565","2013-03-21",9.07
"1566","2013-03-22",10.04
"1567","2013-03-25",9.88
"1568","2013-03-26",9.92
"1569","2013-03-27",9.96
"1570","2013-03-28",9.98
"1571","2013-04-01",9.38
"1572","2013-04-02",9.3
"1573","2013-04-03",9.1
"1574","2013-04-04",9.31
"1575","2013-04-05",9.31
"1576","2013-04-08",9.39
"1577","2013-04-09",9.57
"1578","2013-04-10",10.09
"1579","2013-04-11",9.98
"1580","2013-04-12",10.01
"1581","2013-04-15",9.56
"1582","2013-04-16",9.87
"1583","2013-04-17",9.39
"1584","2013-04-18",9.23
"1585","2013-04-19",9.35
"1586","2013-04-22",9.31
"1587","2013-04-23",9.42
"1588","2013-04-24",9.42
"1589","2013-04-25",9.53
"1590","2013-04-26",9.43
"1591","2013-04-29",9.35
"1592","2013-04-30",9.42
"1593","2013-05-01",9.2
"1594","2013-05-02",9.32
"1595","2013-05-03",9.63
"1596","2013-05-06",9.76
"1597","2013-05-07",9.97
"1598","2013-05-08",10.24
"1599","2013-05-09",10.71
"1600","2013-05-10",10.82
"1601","2013-05-13",10.66
"1602","2013-05-14",10.65
"1603","2013-05-15",10.87
"1604","2013-05-16",11.06
"1605","2013-05-17",11.31
"1606","2013-05-20",11.21
"1607","2013-05-21",11.23
"1608","2013-05-22",10.92
"1609","2013-05-23",11.39
"1610","2013-05-24",11.59
"1611","2013-05-28",11.78
"1612","2013-05-29",11.83
"1613","2013-05-30",11.89
"1614","2013-05-31",11.68
"1615","2013-06-03",11.73
"1616","2013-06-04",11.71
"1617","2013-06-05",12.02
"1618","2013-06-06",12.35
"1619","2013-06-07",12.65
"1620","2013-06-10",12.95
"1621","2013-06-11",12.81
"1622","2013-06-12",12.49
"1623","2013-06-13",12.91
"1624","2013-06-14",12.76
"1625","2013-06-17",13.24
"1626","2013-06-18",13.75
"1627","2013-06-19",13.97
"1628","2013-06-20",13.54
"1629","2013-06-21",13.9
"1630","2013-06-24",13.46
"1631","2013-06-25",13.75
"1632","2013-06-26",14.18
"1633","2013-06-27",14.34
"1634","2013-06-28",14.33
"1635","2013-07-01",14.27
"1636","2013-07-02",14.31
"1637","2013-07-03",14.14
"1638","2013-07-05",14.31
"1639","2013-07-08",14.03
"1640","2013-07-09",13.14
"1641","2013-07-10",12.55
"1642","2013-07-11",12.7
"1643","2013-07-12",12.69
"1644","2013-07-15",13.07
"1645","2013-07-16",13.38
"1646","2013-07-17",13.59
"1647","2013-07-18",13.69
"1648","2013-07-19",13.73
"1649","2013-07-22",13.83
"1650","2013-07-23",13.64
"1651","2013-07-24",13.11
"1652","2013-07-25",13.29
"1653","2013-07-26",12.59
"1654","2013-07-29",12.47
"1655","2013-07-30",12.6
"1656","2013-07-31",13.24
"1657","2013-08-01",13.57
"1658","2013-08-02",13.5
"1659","2013-08-05",14.17
"1660","2013-08-06",14.14
"1661","2013-08-07",13.81
"1662","2013-08-08",13.95
"1663","2013-08-09",13.99
"1664","2013-08-12",13.83
"1665","2013-08-13",14.97
"1666","2013-08-14",14.82
"1667","2013-08-15",14.13
"1668","2013-08-16",14.01
"1669","2013-08-19",13.8
"1670","2013-08-20",13.8
"1671","2013-08-21",13.63
"1672","2013-08-22",13.86
"1673","2013-08-23",13.86
"1674","2013-08-26",13.78
"1675","2013-08-27",13.18
"1676","2013-08-28",13.24
"1677","2013-08-29",13.57
"1678","2013-08-30",13.57
"1679","2013-09-03",14.01
"1680","2013-09-04",14.75
"1681","2013-09-05",15.17
"1682","2013-09-06",15.26
"1683","2013-09-09",15.62
"1684","2013-09-10",16.26
"1685","2013-09-11",16.49
"1686","2013-09-12",16.200001
"1687","2013-09-13",16.200001
"1688","2013-09-16",16.440001
"1689","2013-09-17",16.84
"1690","2013-09-18",17.27
"1691","2013-09-19",17.16
"1692","2013-09-20",17.23
"1693","2013-09-23",17.049999
"1694","2013-09-24",17.040001
"1695","2013-09-25",16.969999
"1696","2013-09-26",17.469999
"1697","2013-09-27",17.620001
"1698","2013-09-30",17.469999
"1699","2013-10-01",17.610001
"1700","2013-10-02",17.66
"1701","2013-10-03",18.02
"1702","2013-10-04",18.469999
"1703","2013-10-07",18.49
"1704","2013-10-08",17.93
"1705","2013-10-09",18.15
"1706","2013-10-10",18.43
"1707","2013-10-11",16.84
"1708","2013-10-14",17.07
"1709","2013-10-15",16.92
"1710","2013-10-16",16.959999
"1711","2013-10-17",17.15
"1712","2013-10-18",17.030001
"1713","2013-10-21",16.57
"1714","2013-10-22",16.76
"1715","2013-10-23",16.549999
"1716","2013-10-24",16.83
"1717","2013-10-25",16.58
"1718","2013-10-28",16.719999
"1719","2013-10-29",17.5
"1720","2013-10-30",17.389999
"1721","2013-10-31",17.68
"1722","2013-11-01",17.58
"1723","2013-11-04",17.889999
"1724","2013-11-05",17.67
"1725","2013-11-06",17.5
"1726","2013-11-07",17.719999
"1727","2013-11-08",18.110001
"1728","2013-11-11",18.27
"1729","2013-11-12",18.629999
"1730","2013-11-13",18.92
"1731","2013-11-14",19.190001
"1732","2013-11-15",19.459999
"1733","2013-11-18",19.290001
"1734","2013-11-19",19.059999
"1735","2013-11-20",18.799999
"1736","2013-11-21",19.99
"1737","2013-11-22",20.190001
"1738","2013-11-25",19.860001
"1739","2013-11-26",20.309999
"1740","2013-11-27",21.17
"1741","2013-11-29",21.1
"1742","2013-12-02",21.27
"1743","2013-12-03",21.83
"1744","2013-12-04",21.76
"1745","2013-12-05",21.65
"1746","2013-12-06",22.309999
"1747","2013-12-09",23.120001
"1748","2013-12-10",23.139999
"1749","2013-12-11",22.5
"1750","2013-12-12",22.540001
"1751","2013-12-13",23.08
"1752","2013-12-16",22.77
"1753","2013-12-17",22.92
"1754","2013-12-18",21.809999
"1755","2013-12-19",21.620001
"1756","2013-12-20",22.17
"1757","2013-12-23",21.49
"1758","2013-12-24",21.82
"1759","2013-12-26",21.74
"1760","2013-12-27",21.52
"1761","2013-12-30",21.299999
"1762","2013-12-31",21.75
"1763","2014-01-02",21.66
"1764","2014-01-03",20.969999
"1765","2014-01-06",20.67
"1766","2014-01-07",21.73
"1767","2014-01-08",23.870001
"1768","2014-01-09",23.24
"1769","2014-01-10",23.709999
"1770","2014-01-13",23.33
"1771","2014-01-14",23.67
"1772","2014-01-15",23.33
"1773","2014-01-16",23.129999
"1774","2014-01-17",22.379999
"1775","2014-01-21",23.120001
"1776","2014-01-22",23.65
"1777","2014-01-23",23.639999
"1778","2014-01-24",22.92
"1779","2014-01-27",22.9
"1780","2014-01-28",23.049999
"1781","2014-01-29",22.709999
"1782","2014-01-30",23.450001
"1783","2014-01-31",23.040001
"1784","2014-02-03",22.809999
"1785","2014-02-04",23
"1786","2014-02-05",23.309999
"1787","2014-02-06",24.110001
"1788","2014-02-07",24.51
"1789","2014-02-10",24.870001
"1790","2014-02-11",24.709999
"1791","2014-02-12",24.889999
"1792","2014-02-13",24.91
"1793","2014-02-14",25.08
"1794","2014-02-18",25.42
"1795","2014-02-19",25.42
"1796","2014-02-20",25.49
"1797","2014-02-21",25.08
"1798","2014-02-24",24.75
"1799","2014-02-25",24.26
"1800","2014-02-26",24.219999
"1801","2014-02-27",24.190001
"1802","2014-02-28",24.190001
"1803","2014-03-03",24.48
"1804","2014-03-04",25.110001
"1805","2014-03-05",24.83
"1806","2014-03-06",24.77
"1807","2014-03-07",24.42
"1808","2014-03-10",24.85
"1809","2014-03-11",24.67
"1810","2014-03-12",24.84
"1811","2014-03-13",24.110001
"1812","2014-03-14",23.959999
"1813","2014-03-17",23.93
"1814","2014-03-18",24.49
"1815","2014-03-19",23.98
"1816","2014-03-20",24.01
"1817","2014-03-21",23.66
"1818","2014-03-24",23.48
"1819","2014-03-25",23.530001
"1820","2014-03-26",22.83
"1821","2014-03-27",22.24
"1822","2014-03-28",21.91
"1823","2014-03-31",23.66
"1824","2014-04-01",24.440001
"1825","2014-04-02",24.35
"1826","2014-04-03",24
"1827","2014-04-04",22.58
"1828","2014-04-07",21.709999
"1829","2014-04-08",22.209999
"1830","2014-04-09",22.6
"1831","2014-04-10",21.68
"1832","2014-04-11",21.129999
"1833","2014-04-14",21.9
"1834","2014-04-15",22.17
"1835","2014-04-16",22.48
"1836","2014-04-17",23.91
"1837","2014-04-21",25.32
"1838","2014-04-22",26.18
"1839","2014-04-23",26.25
"1840","2014-04-24",26.16
"1841","2014-04-25",25.26
"1842","2014-04-28",24.58
"1843","2014-04-29",25.1
"1844","2014-04-30",26.120001
"1845","2014-05-01",26.25
"1846","2014-05-02",26.309999
"1847","2014-05-05",26.74
"1848","2014-05-06",26.68
"1849","2014-05-07",26.42
"1850","2014-05-08",26.93
"1851","2014-05-09",26.84
"1852","2014-05-12",27.51
"1853","2014-05-13",27.629999
"1854","2014-05-14",26.860001
"1855","2014-05-15",25.860001
"1856","2014-05-16",26.030001
"1857","2014-05-19",26.940001
"1858","2014-05-20",26.549999
"1859","2014-05-21",26.99
"1860","2014-05-22",27.17
"1861","2014-05-23",27.33
"1862","2014-05-27",28.059999
"1863","2014-05-28",28.610001
"1864","2014-05-29",28.58
"1865","2014-05-30",28.59
"1866","2014-06-02",28.66
"1867","2014-06-03",28.67
"1868","2014-06-04",28.969999
"1869","2014-06-05",29.040001
"1870","2014-06-06",29.540001
"1871","2014-06-09",29
"1872","2014-06-10",29.51
"1873","2014-06-11",30.99
"1874","2014-06-12",30.860001
"1875","2014-06-13",31.17
"1876","2014-06-16",31.91
"1877","2014-06-17",32.25
"1878","2014-06-18",32.060001
"1879","2014-06-19",31.809999
"1880","2014-06-20",31.85
"1881","2014-06-23",31.26
"1882","2014-06-24",32.5
"1883","2014-06-25",32.34
"1884","2014-06-26",32
"1885","2014-06-27",31.51
"1886","2014-06-30",32.950001
"1887","2014-07-01",33.98
"1888","2014-07-02",33.759998
"1889","2014-07-03",33.73
"1890","2014-07-07",32.860001
"1891","2014-07-08",33.130001
"1892","2014-07-09",32.889999
"1893","2014-07-10",32.77
"1894","2014-07-11",32.799999
"1895","2014-07-14",33.59
"1896","2014-07-15",34.02
"1897","2014-07-16",34.639999
"1898","2014-07-17",33.049999
"1899","2014-07-18",33.150002
"1900","2014-07-21",33.07
"1901","2014-07-22",33.630001
"1902","2014-07-23",33.68
"1903","2014-07-24",33.880001
"1904","2014-07-25",33.419998
"1905","2014-07-28",31.98
"1906","2014-07-29",32.130001
"1907","2014-07-30",32.529999
"1908","2014-07-31",30.549999
"1909","2014-08-01",31.09
"1910","2014-08-04",31.690001
"1911","2014-08-05",31.09
"1912","2014-08-06",30.68
"1913","2014-08-07",29.68
"1914","2014-08-08",30.040001
"1915","2014-08-11",30.74
"1916","2014-08-12",30.700001
"1917","2014-08-13",31.379999
"1918","2014-08-14",31.040001
"1919","2014-08-15",31.49
"1920","2014-08-18",32.040001
"1921","2014-08-19",32.400002
"1922","2014-08-20",33.299999
"1923","2014-08-21",33.189999
"1924","2014-08-22",33.290001
"1925","2014-08-25",33.209999
"1926","2014-08-26",32.880001
