"","date","GLNG"
"1","2007-01-03",12.61
"2","2007-01-04",12.47
"3","2007-01-05",12.45
"4","2007-01-08",12.44
"5","2007-01-09",12.45
"6","2007-01-10",12.32
"7","2007-01-11",12.38
"8","2007-01-12",12.32
"9","2007-01-16",12.36
"10","2007-01-17",12.39
"11","2007-01-18",12.29
"12","2007-01-19",12.31
"13","2007-01-22",12.12
"14","2007-01-23",12.34
"15","2007-01-24",12.46
"16","2007-01-25",12.18
"17","2007-01-26",12.25
"18","2007-01-29",12.3
"19","2007-01-30",12.3
"20","2007-01-31",12.54
"21","2007-02-01",12.85
"22","2007-02-02",12.98
"23","2007-02-05",12.95
"24","2007-02-06",13.12
"25","2007-02-07",12.99
"26","2007-02-08",13.04
"27","2007-02-09",13.1
"28","2007-02-12",13.15
"29","2007-02-13",13.21
"30","2007-02-14",13.3
"31","2007-02-15",13.25
"32","2007-02-16",13.24
"33","2007-02-20",13.37
"34","2007-02-21",13.26
"35","2007-02-22",13.31
"36","2007-02-23",13.35
"37","2007-02-26",13.06
"38","2007-02-27",12.47
"39","2007-02-28",12.94
"40","2007-03-01",13.14
"41","2007-03-02",13.24
"42","2007-03-05",13.01
"43","2007-03-06",13.06
"44","2007-03-07",13.22
"45","2007-03-08",13.04
"46","2007-03-09",13.1
"47","2007-03-12",13.23
"48","2007-03-13",13.34
"49","2007-03-14",13.25
"50","2007-03-15",13.16
"51","2007-03-16",13.29
"52","2007-03-19",13.23
"53","2007-03-20",13.18
"54","2007-03-21",13.29
"55","2007-03-22",13.21
"56","2007-03-23",13.11
"57","2007-03-26",13.25
"58","2007-03-27",13.22
"59","2007-03-28",13.49
"60","2007-03-29",13.44
"61","2007-03-30",13.58
"62","2007-04-02",13.6
"63","2007-04-03",13.18
"64","2007-04-04",13.3
"65","2007-04-05",13.44
"66","2007-04-09",13.49
"67","2007-04-10",13.86
"68","2007-04-11",14.06
"69","2007-04-12",14.2
"70","2007-04-13",14.29
"71","2007-04-16",14.43
"72","2007-04-17",14.48
"73","2007-04-18",14.57
"74","2007-04-19",14.54
"75","2007-04-20",14.59
"76","2007-04-23",15.96
"77","2007-04-24",16.41
"78","2007-04-25",16.459999
"79","2007-04-26",16.299999
"80","2007-04-27",16.24
"81","2007-04-30",16.32
"82","2007-05-01",16.26
"83","2007-05-02",16.299999
"84","2007-05-03",16.34
"85","2007-05-04",16.48
"86","2007-05-07",16.67
"87","2007-05-08",16.370001
"88","2007-05-09",16.610001
"89","2007-05-10",16.459999
"90","2007-05-11",16.59
"91","2007-05-14",17.09
"92","2007-05-15",17.23
"93","2007-05-16",17.190001
"94","2007-05-17",17.440001
"95","2007-05-18",18.190001
"96","2007-05-21",18.4
"97","2007-05-22",18.059999
"98","2007-05-23",17.969999
"99","2007-05-24",17.91
"100","2007-05-25",17.74
"101","2007-05-29",17.98
"102","2007-05-30",17.75
"103","2007-05-31",17.780001
"104","2007-06-01",17.77
"105","2007-06-04",18
"106","2007-06-05",17.719999
"107","2007-06-06",17.549999
"108","2007-06-07",17.02
"109","2007-06-08",17.360001
"110","2007-06-11",17.469999
"111","2007-06-12",17.25
"112","2007-06-13",17.57
"113","2007-06-14",16.83
"114","2007-06-15",17.030001
"115","2007-06-18",17.15
"116","2007-06-19",17.190001
"117","2007-06-20",17.200001
"118","2007-06-21",16.82
"119","2007-06-22",16.879999
"120","2007-06-25",16.83
"121","2007-06-26",16.73
"122","2007-06-27",16.790001
"123","2007-06-28",16.77
"124","2007-06-29",16.66
"125","2007-07-02",17.43
"126","2007-07-03",18.43
"127","2007-07-05",18.290001
"128","2007-07-06",19.530001
"129","2007-07-09",20.120001
"130","2007-07-10",19.950001
"131","2007-07-11",20.799999
"132","2007-07-12",20.58
"133","2007-07-13",20.209999
"134","2007-07-16",20
"135","2007-07-17",20.309999
"136","2007-07-18",20.200001
"137","2007-07-19",20.040001
"138","2007-07-20",19.68
"139","2007-07-23",19.66
"140","2007-07-24",18.540001
"141","2007-07-25",18.540001
"142","2007-07-26",17.780001
"143","2007-07-27",17.709999
"144","2007-07-30",17.75
"145","2007-07-31",17.469999
"146","2007-08-01",17.469999
"147","2007-08-02",18.040001
"148","2007-08-03",17.059999
"149","2007-08-06",16.77
"150","2007-08-07",18.549999
"151","2007-08-08",18.93
"152","2007-08-09",19.360001
"153","2007-08-10",19.040001
"154","2007-08-13",18.110001
"155","2007-08-14",17.450001
"156","2007-08-15",17.110001
"157","2007-08-16",17.709999
"158","2007-08-17",18.450001
"159","2007-08-20",19.700001
"160","2007-08-21",19.049999
"161","2007-08-22",19.469999
"162","2007-08-23",19.290001
"163","2007-08-24",19.299999
"164","2007-08-27",19.35
"165","2007-08-28",18.709999
"166","2007-08-29",19.379999
"167","2007-08-30",19.1
"168","2007-08-31",19.120001
"169","2007-09-04",19.450001
"170","2007-09-05",19.139999
"171","2007-09-06",18.959999
"172","2007-09-07",19.299999
"173","2007-09-10",18.83
"174","2007-09-11",19.389999
"175","2007-09-12",19.700001
"176","2007-09-13",19.559999
"177","2007-09-14",19.469999
"178","2007-09-17",19.42
"179","2007-09-18",19.99
"180","2007-09-19",21.559999
"181","2007-09-20",21.379999
"182","2007-09-21",22.07
"183","2007-09-24",22.5
"184","2007-09-25",22.65
"185","2007-09-26",22.5
"186","2007-09-27",22.299999
"187","2007-09-28",22.32
"188","2007-10-01",24.6
"189","2007-10-02",25.700001
"190","2007-10-03",25.08
"191","2007-10-04",25.24
"192","2007-10-05",25.73
"193","2007-10-08",26.950001
"194","2007-10-09",26.799999
"195","2007-10-10",26.860001
"196","2007-10-11",26.200001
"197","2007-10-12",26.09
"198","2007-10-15",25
"199","2007-10-16",25.02
"200","2007-10-17",24.459999
"201","2007-10-18",24.91
"202","2007-10-19",23.219999
"203","2007-10-22",24.27
"204","2007-10-23",25.77
"205","2007-10-24",25.639999
"206","2007-10-25",25.83
"207","2007-10-26",26
"208","2007-10-29",25.799999
"209","2007-10-30",25.120001
"210","2007-10-31",26
"211","2007-11-01",25.129999
"212","2007-11-02",25.469999
"213","2007-11-05",24.15
"214","2007-11-06",25.540001
"215","2007-11-07",24.950001
"216","2007-11-08",25.459999
"217","2007-11-09",25.219999
"218","2007-11-12",24.66
"219","2007-11-13",25.73
"220","2007-11-14",25.620001
"221","2007-11-15",25.219999
"222","2007-11-16",24.290001
"223","2007-11-19",20.18
"224","2007-11-20",20.08
"225","2007-11-21",20.110001
"226","2007-11-23",19.860001
"227","2007-11-26",19.48
"228","2007-11-27",19.620001
"229","2007-11-28",20.74
"230","2007-11-29",20.1
"231","2007-11-30",21.290001
"232","2007-12-03",21.18
"233","2007-12-04",20.26
"234","2007-12-05",21.139999
"235","2007-12-06",21.09
"236","2007-12-07",20.84
"237","2007-12-10",21.809999
"238","2007-12-11",20.93
"239","2007-12-12",21.27
"240","2007-12-13",21.15
"241","2007-12-14",20.049999
"242","2007-12-17",19.700001
"243","2007-12-18",20.780001
"244","2007-12-19",20.290001
"245","2007-12-20",20.49
"246","2007-12-21",21.52
"247","2007-12-24",22.27
"248","2007-12-26",22.52
"249","2007-12-27",21.99
"250","2007-12-28",22.01
"251","2007-12-31",22.120001
"252","2008-01-02",22.32
"253","2008-01-03",22.34
"254","2008-01-04",21.629999
"255","2008-01-07",21.24
"256","2008-01-08",20.35
"257","2008-01-09",20.129999
"258","2008-01-10",19.690001
"259","2008-01-11",19.469999
"260","2008-01-14",19.41
"261","2008-01-15",18.9
"262","2008-01-16",18.4
"263","2008-01-17",17.809999
"264","2008-01-18",18.43
"265","2008-01-22",18.219999
"266","2008-01-23",18.299999
"267","2008-01-24",18.15
"268","2008-01-25",17.57
"269","2008-01-28",19.379999
"270","2008-01-29",19.969999
"271","2008-01-30",20.16
"272","2008-01-31",20.65
"273","2008-02-01",21.200001
