"","date","FDBC"
"1","2007-01-03",22
"2","2007-01-04",22
"3","2007-01-05",22.333334
"4","2007-01-08",22
"5","2007-01-09",22
"6","2007-01-10",22.133333
"7","2007-01-11",22.333334
"8","2007-01-12",22.333334
"9","2007-01-16",22.333334
"10","2007-01-17",22.333334
"11","2007-01-18",22.333334
"12","2007-01-19",22.333334
"13","2007-01-22",22.333334
"14","2007-01-23",22.333334
"15","2007-01-24",22.333334
"16","2007-01-25",22.333334
"17","2007-01-26",22.200001
"18","2007-01-29",22.299999
"19","2007-01-30",22.299999
"20","2007-01-31",22.333334
"21","2007-02-01",22.166666
"22","2007-02-02",22.333334
"23","2007-02-05",22.333334
"24","2007-02-06",22.333334
"25","2007-02-07",22.333334
"26","2007-02-08",22.333334
"27","2007-02-09",22.333334
"28","2007-02-12",22.173334
"29","2007-02-13",22.166666
"30","2007-02-14",22.166666
"31","2007-02-15",22.333334
"32","2007-02-16",22.333334
"33","2007-02-20",22.333334
"34","2007-02-21",22.333334
"35","2007-02-22",22.299999
"36","2007-02-23",22.299999
"37","2007-02-26",22.666666
"38","2007-02-27",24
"39","2007-02-28",24.666666
"40","2007-03-01",24.666666
"41","2007-03-02",24.766666
"42","2007-03-05",24.666666
"43","2007-03-06",24.666666
"44","2007-03-07",24.333334
"45","2007-03-08",24.333334
"46","2007-03-09",25
"47","2007-03-12",25
"48","2007-03-13",26.666666
"49","2007-03-14",26.666666
"50","2007-03-15",26.666666
"51","2007-03-16",25.333334
"52","2007-03-19",25.333334
"53","2007-03-20",25.333334
"54","2007-03-21",25.333334
"55","2007-03-22",25.5
"56","2007-03-23",25.333334
"57","2007-03-26",25.333334
"58","2007-03-27",25
"59","2007-03-28",24.666666
"60","2007-03-29",24.666666
"61","2007-03-30",24
"62","2007-04-02",24
"63","2007-04-03",25.166666
"64","2007-04-04",25.166666
"65","2007-04-05",25.166666
"66","2007-04-09",25.166666
"67","2007-04-10",24.573334
"68","2007-04-11",24.573334
"69","2007-04-12",24.573334
"70","2007-04-13",24.573334
"71","2007-04-16",24.573334
"72","2007-04-17",24.573334
"73","2007-04-18",24.573334
"74","2007-04-19",24.573334
"75","2007-04-20",24.573334
"76","2007-04-23",24.533333
"77","2007-04-24",25.033333
"78","2007-04-25",25
"79","2007-04-26",25
"80","2007-04-27",25.066668
"81","2007-04-30",25.066668
"82","2007-05-01",25.066668
"83","2007-05-02",25.066668
"84","2007-05-03",25
"85","2007-05-04",24.533333
"86","2007-05-07",24.533333
"87","2007-05-08",24.566668
"88","2007-05-09",24
"89","2007-05-10",24
"90","2007-05-11",23.666666
"91","2007-05-14",23.466667
"92","2007-05-15",23.466667
"93","2007-05-16",23.4
"94","2007-05-17",23.033333
"95","2007-05-18",23.299999
"96","2007-05-21",23
"97","2007-05-22",22.666666
"98","2007-05-23",22.893333
"99","2007-05-24",22.666666
"100","2007-05-25",22.666666
"101","2007-05-29",22.666666
"102","2007-05-30",22.799999
"103","2007-05-31",22.200001
"104","2007-06-01",22.206667
"105","2007-06-04",23
"106","2007-06-05",23
"107","2007-06-06",23
"108","2007-06-07",22.206667
"109","2007-06-08",22.206667
"110","2007-06-11",22.333334
"111","2007-06-12",22.166666
"112","2007-06-13",22.166666
"113","2007-06-14",22.166666
"114","2007-06-15",22.6
"115","2007-06-18",22.166666
"116","2007-06-19",21.873333
"117","2007-06-20",22.253334
"118","2007-06-21",21.333334
"119","2007-06-22",21.333334
"120","2007-06-25",21.333334
"121","2007-06-26",21.333334
"122","2007-06-27",21.4
"123","2007-06-28",21.4
"124","2007-06-29",21.4
"125","2007-07-02",21.4
"126","2007-07-03",21.333334
"127","2007-07-05",21.333334
"128","2007-07-06",21.66
"129","2007-07-09",21.66
"130","2007-07-10",20.1
"131","2007-07-11",20.666666
"132","2007-07-12",21.66
"133","2007-07-13",21.66
"134","2007-07-16",20.666666
"135","2007-07-17",20.666666
"136","2007-07-18",20.666666
"137","2007-07-19",21.333334
"138","2007-07-20",21.333334
"139","2007-07-23",21.333334
"140","2007-07-24",21.333334
"141","2007-07-25",20.666666
"142","2007-07-26",20.666666
"143","2007-07-27",20.666666
"144","2007-07-30",20.666666
"145","2007-07-31",21.333334
"146","2007-08-01",22.666666
"147","2007-08-02",22.666666
"148","2007-08-03",20.700001
"149","2007-08-06",20.666666
"150","2007-08-07",20.799999
"151","2007-08-08",20.700001
"152","2007-08-09",21.326666
"153","2007-08-10",21.326666
"154","2007-08-13",20.733334
"155","2007-08-14",20.733334
"156","2007-08-15",20.733334
"157","2007-08-16",20.733334
"158","2007-08-17",20.833334
"159","2007-08-20",20.833334
"160","2007-08-21",20
"161","2007-08-22",20.666666
"162","2007-08-23",19.373333
"163","2007-08-24",19.666666
"164","2007-08-27",19.666666
"165","2007-08-28",19.833334
"166","2007-08-29",20.666666
