"","date","PMBC"
"107","2007-06-06",13.69
"108","2007-06-07",13.7
"109","2007-06-08",13.69
"110","2007-06-11",13.59
"111","2007-06-12",13.61
"112","2007-06-13",14.08
"113","2007-06-14",14.13
"114","2007-06-15",14.01
"115","2007-06-18",14.09
"116","2007-06-19",14.11
"117","2007-06-20",14.27
"118","2007-06-21",14.18
"119","2007-06-22",14.5
"120","2007-06-25",14.28
"121","2007-06-26",13.86
"122","2007-06-27",14.14
"123","2007-06-28",13.99
"124","2007-06-29",14.16
"125","2007-07-02",14.09
"126","2007-07-03",14.15
"127","2007-07-05",14.29
"128","2007-07-06",14.15
"129","2007-07-09",14.14
"130","2007-07-10",14.26
"131","2007-07-11",14.32
"132","2007-07-12",14.39
"133","2007-07-13",14.22
"134","2007-07-16",14.19
"135","2007-07-17",14.1
"136","2007-07-18",14.09
"137","2007-07-19",14.13
"138","2007-07-20",14.1
"139","2007-07-23",14.21
"140","2007-07-24",13.9
"141","2007-07-25",13.92
"142","2007-07-26",13.69
"143","2007-07-27",13.75
"144","2007-07-30",13.6
"145","2007-07-31",13.81
"146","2007-08-01",14.29
"147","2007-08-02",14.26
"148","2007-08-03",14.36
"149","2007-08-06",14.06
"150","2007-08-07",14.44
"151","2007-08-08",14.5
"152","2007-08-09",14.5
"153","2007-08-10",14.55
"154","2007-08-13",16.25
"155","2007-08-14",17.780001
"156","2007-08-15",16.16
"157","2007-08-16",15.6
"158","2007-08-17",15.34
"159","2007-08-20",15.68
"160","2007-08-21",15.63
"161","2007-08-22",15.32
"162","2007-08-23",15.63
"163","2007-08-24",15.79
"164","2007-08-27",17.219999
"165","2007-08-28",16.959999
"166","2007-08-29",17.200001
"167","2007-08-30",17.299999
"168","2007-08-31",17.49
"169","2007-09-04",17.200001
"170","2007-09-05",17.049999
"171","2007-09-06",16.98
"172","2007-09-07",16.870001
"173","2007-09-10",16.700001
"174","2007-09-11",16.780001
"175","2007-09-12",16.67
"176","2007-09-13",16.719999
"177","2007-09-14",16.85
"178","2007-09-17",16.85
"179","2007-09-18",17
"180","2007-09-19",16.92
"181","2007-09-20",16.99
"182","2007-09-21",17
"183","2007-09-24",16.65
"184","2007-09-25",15.98
"185","2007-09-26",15.65
"186","2007-09-27",15.95
"187","2007-09-28",15.77
"188","2007-10-01",15.68
"189","2007-10-02",15.73
"190","2007-10-03",15.87
"191","2007-10-04",16.1
"192","2007-10-05",15.89
"193","2007-10-08",15.7
"194","2007-10-09",15.26
"195","2007-10-10",15.39
"196","2007-10-11",15.18
"197","2007-10-12",15.2
"198","2007-10-15",15.17
"199","2007-10-16",14.99
"200","2007-10-17",15.02
"201","2007-10-18",14.93
"202","2007-10-19",14.89
"203","2007-10-22",14.94
"204","2007-10-23",14.8
"205","2007-10-24",14.2
"206","2007-10-25",14.21
"207","2007-10-26",14.69
"208","2007-10-29",14.5
"209","2007-10-30",13.98
"210","2007-10-31",14.25
"211","2007-11-01",13.74
"212","2007-11-02",13.41
"213","2007-11-05",13.41
"214","2007-11-06",13.63
"215","2007-11-07",13.82
"216","2007-11-08",14.11
"217","2007-11-09",13.65
"218","2007-11-12",13.45
"219","2007-11-13",13.35
"220","2007-11-14",12.97
"221","2007-11-15",12.81
"222","2007-11-16",12.6
"223","2007-11-19",12.07
"224","2007-11-20",11.66
"225","2007-11-21",11.55
"226","2007-11-23",11.54
"227","2007-11-26",11.5
"228","2007-11-27",11.95
"229","2007-11-28",12
"230","2007-11-29",13.25
"231","2007-11-30",13.3
"232","2007-12-03",13.36
"233","2007-12-04",13.07
"234","2007-12-05",13.01
"235","2007-12-06",13.05
"236","2007-12-07",12.95
"237","2007-12-10",12.81
"238","2007-12-11",12.47
"239","2007-12-12",12.45
"240","2007-12-13",12.84
"241","2007-12-14",12.92
"242","2007-12-17",12.89
"243","2007-12-18",12.1
"244","2007-12-19",11.83
"245","2007-12-20",12
"246","2007-12-21",11.87
"247","2007-12-24",12.2
"248","2007-12-26",12.2
"249","2007-12-27",12.5
"250","2007-12-28",12.2
"251","2007-12-31",12.31
"252","2008-01-02",12.04
"253","2008-01-03",12.07
"254","2008-01-04",11.6
"255","2008-01-07",11.52
"256","2008-01-08",11.52
"257","2008-01-09",11.36
"258","2008-01-10",10.61
"259","2008-01-11",10
"260","2008-01-14",10.15
"261","2008-01-15",9.97
"262","2008-01-16",10.14
"263","2008-01-17",10.04
"264","2008-01-18",9.91
"265","2008-01-22",10.03
"266","2008-01-23",9.96
"267","2008-01-24",10.12
"268","2008-01-25",9.98
"269","2008-01-28",9.94
"270","2008-01-29",9.61
"271","2008-01-30",9.52
"272","2008-01-31",10.42
"273","2008-02-01",10.98
"274","2008-02-04",11.09
"275","2008-02-05",10.87
"276","2008-02-06",10.6
"277","2008-02-07",10.83
"278","2008-02-08",10.77
"279","2008-02-11",10.76
"280","2008-02-12",10.69
"281","2008-02-13",10.43
"282","2008-02-14",10.41
"283","2008-02-15",10.37
"284","2008-02-19",10.5
"285","2008-02-20",9.99
"286","2008-02-21",10.03
"287","2008-02-22",10.2
"288","2008-02-25",10.14
"289","2008-02-26",10.04
"290","2008-02-27",10.06
"291","2008-02-28",9.77
"292","2008-02-29",9.79
"293","2008-03-03",9.55
"294","2008-03-04",9.55
"295","2008-03-05",9.4
"296","2008-03-06",9.33
"297","2008-03-07",9
"298","2008-03-10",8.67
"299","2008-03-11",8.99
"300","2008-03-12",8.91
"301","2008-03-13",9.14
"302","2008-03-14",9.15
"303","2008-03-17",9.06
"304","2008-03-18",9.24
"305","2008-03-19",9.2
"306","2008-03-20",8.97
"307","2008-03-24",9.1
"308","2008-03-25",10
"309","2008-03-26",9.68
"310","2008-03-27",9.85
"311","2008-03-28",9.87
"312","2008-03-31",9.54
"313","2008-04-01",9.82
"314","2008-04-02",9.87
"315","2008-04-03",9.87
"316","2008-04-04",9.7
"317","2008-04-07",9.38
"318","2008-04-08",9.35
"319","2008-04-09",9.04
"320","2008-04-10",9.09
"321","2008-04-11",9.08
"322","2008-04-14",9.04
"323","2008-04-15",8.91
"324","2008-04-16",8.92
"325","2008-04-17",9.02
"326","2008-04-18",8.92
"327","2008-04-21",8.61
"328","2008-04-22",8.52
"329","2008-04-23",8.55
"330","2008-04-24",8.55
"331","2008-04-25",8.55
"332","2008-04-28",8.65
"333","2008-04-29",8.32
"334","2008-04-30",9.03
"335","2008-05-01",9.1
"336","2008-05-02",9.08
"337","2008-05-05",9.28
"338","2008-05-06",9.02
"339","2008-05-07",9.13
"340","2008-05-08",9.3
"341","2008-05-09",9.75
"342","2008-05-12",9.25
"343","2008-05-13",9.71
"344","2008-05-14",9.35
"345","2008-05-15",9.25
"346","2008-05-16",9.3
"347","2008-05-19",9.2
"348","2008-05-20",9.6
"349","2008-05-21",9.1
"350","2008-05-22",9.13
"351","2008-05-23",9.09
"352","2008-05-27",9.2
"353","2008-05-28",8.94
"354","2008-05-29",8.9
"355","2008-05-30",8.96
"356","2008-06-02",9.1
"357","2008-06-03",9.1
"358","2008-06-04",9.1
"359","2008-06-05",8.92
"360","2008-06-06",8.63
"361","2008-06-09",8.39
"362","2008-06-10",8.4
"363","2008-06-11",7.95
"364","2008-06-12",8
"365","2008-06-13",8.01
"366","2008-06-16",7.85
"367","2008-06-17",7.82
"368","2008-06-18",7.7
"369","2008-06-19",7.58
"370","2008-06-20",7.52
"371","2008-06-23",6.35
"372","2008-06-24",6.94
"373","2008-06-25",6.76
"374","2008-06-26",7.1
"375","2008-06-27",6.84
"376","2008-06-30",7.84
"377","2008-07-01",7.32
"378","2008-07-02",7.16
"379","2008-07-03",7.1
"380","2008-07-07",6.75
"381","2008-07-08",6.79
"382","2008-07-09",6.42
"383","2008-07-10",6.8
"384","2008-07-11",6.77
"385","2008-07-14",6.63
"386","2008-07-15",6.51
"387","2008-07-16",6.62
"388","2008-07-17",6.82
"389","2008-07-18",7.1
"390","2008-07-21",6.96
"391","2008-07-22",6.9
"392","2008-07-23",7.08
"393","2008-07-24",7
"394","2008-07-25",6.78
"395","2008-07-28",6.53
"396","2008-07-29",6.5
"397","2008-07-30",6.39
"398","2008-07-31",6.51
"399","2008-08-01",6.44
"400","2008-08-04",6.81
"401","2008-08-05",6.63
"402","2008-08-06",6.8
"403","2008-08-07",6.75
"404","2008-08-08",6.82
"405","2008-08-11",6.63
"406","2008-08-12",6.59
"407","2008-08-13",6.25
"408","2008-08-14",6.53
"409","2008-08-15",6.52
"410","2008-08-18",6.55
"411","2008-08-19",6.51
"412","2008-08-20",6.5
"413","2008-08-21",6.48
"414","2008-08-22",6.5
"415","2008-08-25",6.52
"416","2008-08-26",6.45
"417","2008-08-27",6.38
"418","2008-08-28",6.67
"419","2008-08-29",6.85
"420","2008-09-02",6.77
"421","2008-09-03",6.77
"422","2008-09-04",6.71
"423","2008-09-05",6.85
"424","2008-09-08",6.9
"425","2008-09-09",6.72
"426","2008-09-10",6.75
"427","2008-09-11",6.63
"428","2008-09-12",6.51
"429","2008-09-15",6.32
"430","2008-09-16",6.21
"431","2008-09-17",6.12
"432","2008-09-18",6.33
"433","2008-09-19",7
"434","2008-09-22",7
"435","2008-09-23",6.76
"436","2008-09-24",6.7
"437","2008-09-25",6.79
"438","2008-09-26",6.67
"439","2008-09-29",6.25
"440","2008-09-30",6.61
"441","2008-10-01",6.41
"442","2008-10-02",6.22
"443","2008-10-03",6.26
"444","2008-10-06",5.88
"445","2008-10-07",5.45
"446","2008-10-08",5.29
"447","2008-10-09",4.45
"448","2008-10-10",4.32
"449","2008-10-13",4.49
"450","2008-10-14",3.96
"451","2008-10-15",3.74
"452","2008-10-16",3.74
"453","2008-10-17",3.68
"454","2008-10-20",3.5
"455","2008-10-21",3.65
"456","2008-10-22",3.6
"457","2008-10-23",3.65
"458","2008-10-24",3.55
"459","2008-10-27",3.54
"460","2008-10-28",3.48
"461","2008-10-29",3.6
"462","2008-10-30",3.5
"463","2008-10-31",4.2
"464","2008-11-03",4.19
"465","2008-11-04",4.49
"466","2008-11-05",4.38
"467","2008-11-06",4.14
"468","2008-11-07",4.15
"469","2008-11-10",4.05
"470","2008-11-11",4.1
"471","2008-11-12",4
"472","2008-11-13",4
"473","2008-11-14",4
"474","2008-11-17",4
"475","2008-11-18",4.5
"476","2008-11-19",4.04
"477","2008-11-20",3.48
"478","2008-11-21",3.54
"479","2008-11-24",3.7
"480","2008-11-25",3.6
"481","2008-11-26",3.45
"482","2008-11-28",3.65
"483","2008-12-01",3.75
"484","2008-12-02",3.96
"485","2008-12-03",4.1
"486","2008-12-04",4.01
"487","2008-12-05",4.4
"488","2008-12-08",4.6
"489","2008-12-09",4.93
"490","2008-12-10",4.76
"491","2008-12-11",4.75
"492","2008-12-12",4.71
"493","2008-12-15",4.45
"494","2008-12-16",4.59
"495","2008-12-17",4.39
"496","2008-12-18",4.38
"497","2008-12-19",4.54
"498","2008-12-22",4.36
"499","2008-12-23",4.35
"500","2008-12-24",5.15
"501","2008-12-26",4.67
"502","2008-12-29",4.49
"503","2008-12-30",4.56
"504","2008-12-31",4.9
"505","2009-01-02",4.9
"506","2009-01-05",4.94
"507","2009-01-06",5.35
"508","2009-01-07",5.25
"509","2009-01-08",5.2
"510","2009-01-09",5.25
"511","2009-01-12",5.18
"512","2009-01-13",5.03
"513","2009-01-14",4.86
"514","2009-01-15",4.65
"515","2009-01-16",4.53
"516","2009-01-20",4.35
"517","2009-01-21",4.34
"518","2009-01-22",4.47
"519","2009-01-23",4.32
"520","2009-01-26",4.46
"521","2009-01-27",4.4
"522","2009-01-28",4.48
"523","2009-01-29",4.49
"524","2009-01-30",4.2
"525","2009-02-02",4.06
"526","2009-02-03",4.12
"527","2009-02-04",4.11
"528","2009-02-05",4
"529","2009-02-06",3.98
"530","2009-02-09",3.96
"531","2009-02-10",4
"532","2009-02-11",3.74
"533","2009-02-12",3.82
"534","2009-02-13",3.78
"535","2009-02-17",3.69
"536","2009-02-18",3.75
"537","2009-02-19",3.78
"538","2009-02-20",3.59
"539","2009-02-23",3.51
"540","2009-02-24",3.5
"541","2009-02-25",3.5
"542","2009-02-26",3.55
"543","2009-02-27",3.54
"544","2009-03-02",3.37
"545","2009-03-03",3.3
"546","2009-03-04",3.06
"547","2009-03-05",3.11
"548","2009-03-06",3.15
"549","2009-03-09",3.23
"550","2009-03-10",3.31
"551","2009-03-11",3.55
"552","2009-03-12",3.55
"553","2009-03-13",3.4
"554","2009-03-16",3.41
"555","2009-03-17",3.44
"556","2009-03-18",3.55
"557","2009-03-19",3.4
"558","2009-03-20",3.61
"559","2009-03-23",3.44
"560","2009-03-24",3.44
"561","2009-03-25",3.26
"562","2009-03-26",3.62
"563","2009-03-27",3.74
"564","2009-03-30",3.58
"565","2009-03-31",3.53
"566","2009-04-01",3.6
"567","2009-04-02",3.59
"568","2009-04-03",3.57
"569","2009-04-06",3.54
"570","2009-04-07",3.41
"571","2009-04-08",3.28
"572","2009-04-09",3.43
"573","2009-04-13",3.36
"574","2009-04-14",3.65
"575","2009-04-15",3.3
"576","2009-04-16",3.2
"577","2009-04-17",3.5
"578","2009-04-20",3.43
"579","2009-04-21",3.51
"580","2009-04-22",3.5
"581","2009-04-23",3.96
"582","2009-04-24",3.88
"583","2009-04-27",3.5
"584","2009-04-28",3.5
"585","2009-04-29",3.4
"586","2009-04-30",3.31
"587","2009-05-01",3.5
"588","2009-05-04",3.47
"589","2009-05-05",3.65
"590","2009-05-06",3.8
"591","2009-05-07",3.69
"592","2009-05-08",3.57
"593","2009-05-11",3.62
"594","2009-05-12",3.85
"595","2009-05-13",3.5
"596","2009-05-14",3.53
"597","2009-05-15",3.53
"598","2009-05-18",3.68
"599","2009-05-19",3.68
"600","2009-05-20",3.63
"601","2009-05-21",3.55
"602","2009-05-22",3.55
"603","2009-05-26",3.6
"604","2009-05-27",3.73
"605","2009-05-28",3.79
"606","2009-05-29",4
"607","2009-06-01",3.7
"608","2009-06-02",3.58
"609","2009-06-03",3.53
"610","2009-06-04",4.02
"611","2009-06-05",3.8
"612","2009-06-08",3.99
"613","2009-06-09",3.99
"614","2009-06-10",3.95
"615","2009-06-11",3.99
"616","2009-06-12",3.99
"617","2009-06-15",3.99
"618","2009-06-16",3.76
"619","2009-06-17",3.77
"620","2009-06-18",3.77
"621","2009-06-19",3.96
"622","2009-06-22",3.96
"623","2009-06-23",3.88
"624","2009-06-24",3.7
"625","2009-06-25",3.85
"626","2009-06-26",4.2
"627","2009-06-29",3.99
"628","2009-06-30",4.27
"629","2009-07-01",4.12
"630","2009-07-02",4
"631","2009-07-06",4
"632","2009-07-07",3.99
"633","2009-07-08",3.91
"634","2009-07-09",3.84
"635","2009-07-10",3.6
"636","2009-07-13",3.73
"637","2009-07-14",3.81
"638","2009-07-15",3.79
"639","2009-07-16",3.7
"640","2009-07-17",3.76
"641","2009-07-20",3.72
"642","2009-07-21",3.63
"643","2009-07-22",3.69
"644","2009-07-23",3.7
"645","2009-07-24",3.7
"646","2009-07-27",3.8
"647","2009-07-28",3.74
"648","2009-07-29",3.62
"649","2009-07-30",3.5
"650","2009-07-31",3.25
"651","2009-08-03",3.31
"652","2009-08-04",3.37
"653","2009-08-05",3.59
"654","2009-08-06",3.58
"655","2009-08-07",3.54
"656","2009-08-10",3.43
"657","2009-08-11",3.5
"658","2009-08-12",3.49
"659","2009-08-13",3.5
"660","2009-08-14",3.46
"661","2009-08-17",3.33
"662","2009-08-18",3.47
"663","2009-08-19",3.47
"664","2009-08-20",3.39
"665","2009-08-21",3.27
"666","2009-08-24",3.3
"667","2009-08-25",3.3
"668","2009-08-26",3.3
"669","2009-08-27",3.26
"670","2009-08-28",3.26
"671","2009-08-31",3.02
"672","2009-09-01",2.97
"673","2009-09-02",3.29
"674","2009-09-03",3.07
"675","2009-09-04",3.16
"676","2009-09-08",3.1
"677","2009-09-09",3.2
"678","2009-09-10",3.12
"679","2009-09-11",3.12
"680","2009-09-14",3.23
"681","2009-09-15",3.46
"682","2009-09-16",3.45
"683","2009-09-17",3.41
"684","2009-09-18",3.48
"685","2009-09-21",3.31
"686","2009-09-22",3.1
"687","2009-09-23",3.17
"688","2009-09-24",3.2
"689","2009-09-25",3.21
"690","2009-09-28",3.16
"691","2009-09-29",3.24
"692","2009-09-30",3.24
"693","2009-10-01",3.12
"694","2009-10-02",3.03
"695","2009-10-05",2.95
"696","2009-10-06",2.95
"697","2009-10-07",2.93
"698","2009-10-08",3
"699","2009-10-09",2.92
"700","2009-10-12",3.01
"701","2009-10-13",3.13
"702","2009-10-14",3.25
"703","2009-10-15",3.35
"704","2009-10-16",3.47
"705","2009-10-19",3.45
"706","2009-10-20",3.4
"707","2009-10-21",3.48
"708","2009-10-22",3.31
"709","2009-10-23",3.05
"710","2009-10-26",3.14
"711","2009-10-27",3.29
"712","2009-10-28",3.28
"713","2009-10-29",2.96
"714","2009-10-30",2.97
"715","2009-11-02",3.05
"716","2009-11-03",3.28
"717","2009-11-04",3
"718","2009-11-05",2.98
"719","2009-11-06",3.1
"720","2009-11-09",3.1
"721","2009-11-10",2.96
"722","2009-11-11",3
"723","2009-11-12",2.95
"724","2009-11-13",2.89
"725","2009-11-16",3.29
"726","2009-11-17",3.3
"727","2009-11-18",3.29
"728","2009-11-19",3.06
"729","2009-11-20",3.05
"730","2009-11-23",3.24
"731","2009-11-24",3.27
"732","2009-11-25",3.12
"733","2009-11-27",3.01
"734","2009-11-30",3.1
"735","2009-12-01",3.05
"736","2009-12-02",3.07
"737","2009-12-03",3.04
"738","2009-12-04",3
"739","2009-12-07",3.06
"740","2009-12-08",3.16
"741","2009-12-09",3.2
"742","2009-12-10",3.16
"743","2009-12-11",3.1
"744","2009-12-14",3.04
"745","2009-12-15",2.99
"746","2009-12-16",3.25
"747","2009-12-17",3.06
"748","2009-12-18",3.25
"749","2009-12-21",3.02
"750","2009-12-22",3.06
"751","2009-12-23",3.1
"752","2009-12-24",3.15
"753","2009-12-28",3.13
"754","2009-12-29",3.13
"755","2009-12-30",3.2
"756","2009-12-31",3.02
"757","2010-01-04",3.04
"758","2010-01-05",3.05
"759","2010-01-06",3.03
"760","2010-01-07",2.99
"761","2010-01-08",2.97
"762","2010-01-11",3
"763","2010-01-12",3.03
"764","2010-01-13",3.05
"765","2010-01-14",3.03
"766","2010-01-15",3.01
"767","2010-01-19",3.01
"768","2010-01-20",3.01
"769","2010-01-21",3.12
"770","2010-01-22",3.12
"771","2010-01-25",3.04
"772","2010-01-26",3.03
"773","2010-01-27",3.01
"774","2010-01-28",3.1
"775","2010-01-29",2.98
"776","2010-02-01",2.91
"777","2010-02-02",3.02
"778","2010-02-03",2.85
"779","2010-02-04",3.04
"780","2010-02-05",3.11
"781","2010-02-08",3.11
"782","2010-02-09",2.92
"783","2010-02-10",3.15
"784","2010-02-11",2.99
"785","2010-02-12",3.06
"786","2010-02-16",3
"787","2010-02-17",3.06
"788","2010-02-18",2.97
"789","2010-02-19",2.88
"790","2010-02-22",3.05
"791","2010-02-23",2.8
"792","2010-02-24",2.89
"793","2010-02-25",2.81
"794","2010-02-26",3
"795","2010-03-01",3.02
"796","2010-03-02",2.95
"797","2010-03-03",3.01
"798","2010-03-04",3
"799","2010-03-05",3
"800","2010-03-08",3
"801","2010-03-09",2.95
"802","2010-03-10",3
"803","2010-03-11",3
"804","2010-03-12",2.98
"805","2010-03-15",2.89
"806","2010-03-16",2.97
"807","2010-03-17",2.96
"808","2010-03-18",2.99
"809","2010-03-19",2.93
"810","2010-03-22",2.95
"811","2010-03-23",2.95
"812","2010-03-24",2.94
"813","2010-03-25",2.94
"814","2010-03-26",2.81
"815","2010-03-29",2.82
"816","2010-03-30",2.75
"817","2010-03-31",2.75
"818","2010-04-01",2.73
"819","2010-04-05",2.75
"820","2010-04-06",2.79
"821","2010-04-07",2.83
"822","2010-04-08",2.9
"823","2010-04-09",3.03
"824","2010-04-12",3.5
"825","2010-04-13",3.6
"826","2010-04-14",3.65
"827","2010-04-15",4.01
"828","2010-04-16",3.8
"829","2010-04-19",4
"830","2010-04-20",4.18
"831","2010-04-21",4.99
"832","2010-04-22",5.01
"833","2010-04-23",4.95
"834","2010-04-26",5
"835","2010-04-27",4.87
"836","2010-04-28",5.15
"837","2010-04-29",5.2
"838","2010-04-30",4.99
"839","2010-05-03",4.99
"840","2010-05-04",5
"841","2010-05-05",5
"842","2010-05-06",4.71
"843","2010-05-07",4.93
"844","2010-05-10",5.25
"845","2010-05-11",5.07
"846","2010-05-12",4.99
"847","2010-05-13",4.9
"848","2010-05-14",4.77
"849","2010-05-17",4.76
"850","2010-05-18",4.77
"851","2010-05-19",4.65
"852","2010-05-20",4.48
"853","2010-05-21",4.34
"854","2010-05-24",4.16
"855","2010-05-25",4.13
"856","2010-05-26",4.17
"857","2010-05-27",4.24
"858","2010-05-28",4.24
"859","2010-06-01",4.05
"860","2010-06-02",4.18
"861","2010-06-03",4.15
"862","2010-06-04",4
"863","2010-06-07",4
"864","2010-06-08",3.98
"865","2010-06-09",4.04
"866","2010-06-10",4.08
"867","2010-06-11",4.07
"868","2010-06-14",4.05
"869","2010-06-15",4.11
"870","2010-06-16",4.1
"871","2010-06-17",4.2
"872","2010-06-18",4.1
"873","2010-06-21",4.09
"874","2010-06-22",3.45
"875","2010-06-23",3.54
"876","2010-06-24",3.52
"877","2010-06-25",3.48
"878","2010-06-28",3.48
"879","2010-06-29",3.4
"880","2010-06-30",3.48
"881","2010-07-01",3.5
"882","2010-07-02",3.41
"883","2010-07-06",3.41
"884","2010-07-07",3.53
"885","2010-07-08",3.55
"886","2010-07-09",3.55
"887","2010-07-12",3.45
"888","2010-07-13",3.53
"889","2010-07-14",3.47
"890","2010-07-15",3.6
"891","2010-07-16",3.51
"892","2010-07-19",3.5
"893","2010-07-20",3.51
"894","2010-07-21",3.6
"895","2010-07-22",3.7
"896","2010-07-23",3.87
"897","2010-07-26",3.93
"898","2010-07-27",3.87
"899","2010-07-28",3.86
"900","2010-07-29",3.76
"901","2010-07-30",3.77
"902","2010-08-02",3.56
"903","2010-08-03",3.84
"904","2010-08-04",3.86
"905","2010-08-05",3.91
"906","2010-08-06",3.84
"907","2010-08-09",3.88
"908","2010-08-10",3.75
"909","2010-08-11",3.72
"910","2010-08-12",3.85
"911","2010-08-13",3.81
"912","2010-08-16",3.85
"913","2010-08-17",3.55
"914","2010-08-18",3.45
"915","2010-08-19",3.59
"916","2010-08-20",3.62
"917","2010-08-23",3.7
"918","2010-08-24",3.7
"919","2010-08-25",3.75
"920","2010-08-26",3.77
"921","2010-08-27",3.72
"922","2010-08-30",3.66
"923","2010-08-31",3.7
"924","2010-09-01",3.68
"925","2010-09-02",3.68
"926","2010-09-03",3.8
"927","2010-09-07",3.41
"928","2010-09-08",3.3
"929","2010-09-09",3.3
"930","2010-09-10",3.37
"931","2010-09-13",3.39
"932","2010-09-14",3.28
"933","2010-09-15",3.32
"934","2010-09-16",3.33
"935","2010-09-17",3.28
"936","2010-09-20",3.35
"937","2010-09-21",3.26
"938","2010-09-22",3.23
"939","2010-09-23",3.19
"940","2010-09-24",3.07
"941","2010-09-27",2.99
"942","2010-09-28",3.02
"943","2010-09-29",3.05
"944","2010-09-30",3.02
"945","2010-10-01",3.04
"946","2010-10-04",2.96
"947","2010-10-05",2.93
"948","2010-10-06",2.9
"949","2010-10-07",2.95
"950","2010-10-08",2.91
"951","2010-10-11",2.95
"952","2010-10-12",3.02
"953","2010-10-13",3.03
"954","2010-10-14",3.02
"955","2010-10-15",3.02
"956","2010-10-18",3.1
"957","2010-10-19",3.1
"958","2010-10-20",3.11
"959","2010-10-21",3.11
"960","2010-10-22",3.11
"961","2010-10-25",3.13
"962","2010-10-26",3.13
"963","2010-10-27",3.12
"964","2010-10-28",3.08
"965","2010-10-29",3.13
"966","2010-11-01",3.12
"967","2010-11-02",3.12
"968","2010-11-03",3.03
"969","2010-11-04",3.2
"970","2010-11-05",3.1
"971","2010-11-08",3.17
"972","2010-11-09",3.06
"973","2010-11-10",3.16
"974","2010-11-11",3.18
"975","2010-11-12",3.23
"976","2010-11-15",3.51
"977","2010-11-16",3.62
"978","2010-11-17",3.83
"979","2010-11-18",4
"980","2010-11-19",3.74
"981","2010-11-22",3.8
"982","2010-11-23",3.79
"983","2010-11-24",3.77
"984","2010-11-26",3.79
"985","2010-11-29",3.97
"986","2010-11-30",3.9
"987","2010-12-01",3.95
"988","2010-12-02",4
"989","2010-12-03",4.01
"990","2010-12-06",3.97
"991","2010-12-07",3.96
"992","2010-12-08",4.01
"993","2010-12-09",3.95
"994","2010-12-10",3.74
"995","2010-12-13",3.8
"996","2010-12-14",3.79
"997","2010-12-15",3.69
"998","2010-12-16",3.65
"999","2010-12-17",3.63
"1000","2010-12-20",3.63
"1001","2010-12-21",3.69
"1002","2010-12-22",3.6
