"","date","CSBR"
"216","2007-12-10",18
"217","2007-12-11",17.4
"218","2007-12-12",17.879999
"219","2007-12-13",17.4
"220","2007-12-14",17.4
"221","2007-12-17",16.440001
"222","2007-12-18",16.799999
"223","2007-12-19",22.799999
"224","2007-12-20",21
"225","2007-12-21",21.6
"226","2007-12-24",20.4
"227","2007-12-26",18.6
"228","2007-12-27",18.6
"229","2007-12-28",18.6
"230","2007-12-31",16.799999
"231","2008-01-02",16.200001
"232","2008-01-03",19.200001
"233","2008-01-04",15.72
"234","2008-01-07",18
"235","2008-01-08",17.76
"236","2008-01-09",15.72
"237","2008-01-10",18
"238","2008-01-11",17.879999
"239","2008-01-14",17.040001
"240","2008-01-15",16.799999
"241","2008-01-16",15.72
"242","2008-01-17",15.48
"243","2008-01-18",15
"244","2008-01-22",14.64
"245","2008-01-23",13.68
"246","2008-01-24",12.6
"247","2008-01-25",9.6
"248","2008-01-28",9.6
"249","2008-01-29",10.68
"250","2008-01-30",10.8
"251","2008-01-31",10.92
"252","2008-02-01",10.92
"253","2008-02-04",13.08
"254","2008-02-05",14.4
"255","2008-02-06",12.6
"256","2008-02-07",12.48
"257","2008-02-08",13.2
"258","2008-02-11",13.2
"259","2008-02-12",13.2
"260","2008-02-13",15.36
"261","2008-02-14",13.2
"262","2008-02-15",13.2
"263","2008-02-19",13.2
"264","2008-02-20",13.2
"265","2008-02-21",13.2
"266","2008-02-22",13.2
"267","2008-02-25",14.4
"268","2008-02-26",14.88
"269","2008-02-27",14.28
"270","2008-02-28",14.28
"271","2008-02-29",16.200001
"272","2008-03-03",15
"273","2008-03-04",15.6
"274","2008-03-05",13.2
"275","2008-03-06",13.8
"276","2008-03-07",14.04
"277","2008-03-10",13.92
"278","2008-03-11",14.04
"279","2008-03-12",13.8
"280","2008-03-13",13.92
"281","2008-03-14",13.92
"282","2008-03-17",9.24
"283","2008-03-18",10.2
"284","2008-03-19",12
"285","2008-03-20",14.4
"286","2008-03-24",14.4
"287","2008-03-25",12.6
"288","2008-03-26",13.2
"289","2008-03-27",12.6
"290","2008-03-28",13.68
"291","2008-03-31",13.8
"292","2008-04-01",13.8
"293","2008-04-02",13.8
"294","2008-04-03",14.4
"295","2008-04-04",13.8
"296","2008-04-07",12.12
"297","2008-04-08",12.6
"298","2008-04-09",13.8
"299","2008-04-10",12.6
"300","2008-04-11",12.6
"301","2008-04-14",13.2
"302","2008-04-15",12.6
"303","2008-04-16",12.6
"304","2008-04-17",12.96
"305","2008-04-18",12.96
"306","2008-04-21",14.4
"307","2008-04-22",13.2
"308","2008-04-23",16.799999
"309","2008-04-24",16.200001
"310","2008-04-25",16.200001
"311","2008-04-28",13.56
"312","2008-04-29",15.36
"313","2008-04-30",15.36
"314","2008-05-01",15.36
"315","2008-05-02",15.36
"316","2008-05-05",15.36
"317","2008-05-06",15.6
"318","2008-05-07",15.6
"319","2008-05-08",14.28
"320","2008-05-09",14.28
"321","2008-05-12",14.4
"322","2008-05-13",15.36
"323","2008-05-14",15.24
"324","2008-05-15",15
"325","2008-05-16",14.4
"326","2008-05-19",13.8
"327","2008-05-20",14.4
"328","2008-05-21",13.2
"329","2008-05-22",12.6
"330","2008-05-23",12.6
"331","2008-05-27",12.6
"332","2008-05-28",12.6
"333","2008-05-29",13.2
"334","2008-05-30",13.2
"335","2008-06-02",13.68
"336","2008-06-03",12.96
"337","2008-06-04",13.2
"338","2008-06-05",13.08
"339","2008-06-06",12.84
"340","2008-06-09",12.84
"341","2008-06-10",12
"342","2008-06-11",12.72
"343","2008-06-12",12.6
"344","2008-06-13",12.12
"345","2008-06-16",11.4
"346","2008-06-17",13.8
"347","2008-06-18",10.8
"348","2008-06-19",11.4
"349","2008-06-20",11.4
"350","2008-06-23",11.16
"351","2008-06-24",11.4
"352","2008-06-25",11.16
"353","2008-06-26",10.44
"354","2008-06-27",12
"355","2008-06-30",11.4
"356","2008-07-01",10.2
"357","2008-07-02",10.2
"358","2008-07-03",9.36
"359","2008-07-07",9.36
"360","2008-07-08",9.6
"361","2008-07-09",9.6
"362","2008-07-10",10.2
"363","2008-07-11",9.36
"364","2008-07-14",10.56
"365","2008-07-15",10.2
"366","2008-07-16",9.12
"367","2008-07-17",9.12
"368","2008-07-18",9.12
"369","2008-07-21",9.12
"370","2008-07-22",9.12
"371","2008-07-23",9.6
"372","2008-07-24",9.6
"373","2008-07-25",9.84
"374","2008-07-28",9.6
"375","2008-07-29",9.6
"376","2008-07-30",7.2
"377","2008-07-31",8.64
"378","2008-08-01",8.64
"379","2008-08-04",8.88
"380","2008-08-05",8.88
"381","2008-08-06",8.88
"382","2008-08-07",8.88
"383","2008-08-08",9
"384","2008-08-11",7.2
"385","2008-08-12",7.2
"386","2008-08-13",7.2
"387","2008-08-14",8.4
"388","2008-08-15",7.8
"389","2008-08-18",7.2
"390","2008-08-19",7.2
"391","2008-08-20",8.4
"392","2008-08-21",7.8
"393","2008-08-22",8.4
"394","2008-08-25",8.4
"395","2008-08-26",10.2
"396","2008-08-27",10.8
"397","2008-08-28",11.52
"398","2008-08-29",12
"399","2008-09-02",13.8
"400","2008-09-03",12.96
"401","2008-09-04",11.52
"402","2008-09-05",11.52
"403","2008-09-08",11.52
"404","2008-09-09",11.52
"405","2008-09-10",11.52
"406","2008-09-11",11.52
"407","2008-09-12",7.44
"408","2008-09-15",7.44
"409","2008-09-16",7.44
"410","2008-09-17",11.28
"411","2008-09-18",10.8
"412","2008-09-19",10.8
"413","2008-09-22",10.8
"414","2008-09-23",9
"415","2008-09-24",12
"416","2008-09-25",12
"417","2008-09-26",10.2
"418","2008-09-29",10.2
"419","2008-09-30",12
"420","2008-10-01",10.2
"421","2008-10-02",8.52
"422","2008-10-03",8.04
"423","2008-10-06",7.8
"424","2008-10-07",6.12
"425","2008-10-08",6.12
"426","2008-10-09",7.2
"427","2008-10-10",7.08
"428","2008-10-13",6.48
"429","2008-10-14",6.48
"430","2008-10-15",4.8
"431","2008-10-16",6
"432","2008-10-17",6
"433","2008-10-20",6
"434","2008-10-21",6
"435","2008-10-22",6
"436","2008-10-23",6
"437","2008-10-24",6
"438","2008-10-27",6
"439","2008-10-28",6
"440","2008-10-29",6
"441","2008-10-30",5.52
"442","2008-10-31",5.28
"443","2008-11-03",5.28
"444","2008-11-04",5.28
"445","2008-11-05",3.96
"446","2008-11-06",6
"447","2008-11-07",6
"448","2008-11-10",6
"449","2008-11-11",6
"450","2008-11-12",6
"451","2008-11-13",4.2
"452","2008-11-14",4.2
"453","2008-11-17",4.2
"454","2008-11-18",4.8
"455","2008-11-19",4.8
"456","2008-11-20",4.8
"457","2008-11-21",4.8
"458","2008-11-24",4.32
"459","2008-11-25",4.32
"460","2008-11-26",4.32
"461","2008-11-28",4.32
"462","2008-12-01",4.44
"463","2008-12-02",4.8
"464","2008-12-03",4.32
"465","2008-12-04",4.32
"466","2008-12-05",4.56
"467","2008-12-08",4.68
"468","2008-12-09",5.88
"469","2008-12-10",4.44
"470","2008-12-11",8.4
"471","2008-12-12",7.8
"472","2008-12-15",9
"473","2008-12-16",11.4
"474","2008-12-17",10.8
"475","2008-12-18",10.2
"476","2008-12-19",10.2
"477","2008-12-22",10.8
"478","2008-12-23",11.4
"479","2008-12-24",13.44
"480","2008-12-26",12.12
"481","2008-12-29",11.4
"482","2008-12-30",13.56
"483","2008-12-31",12.96
"484","2009-01-02",12.96
"485","2009-01-05",12.48
"486","2009-01-06",9.6
"487","2009-01-07",9.6
"488","2009-01-08",9.6
"489","2009-01-09",10.32
"490","2009-01-12",11.04
"491","2009-01-13",11.16
"492","2009-01-14",12.84
"493","2009-01-15",10.8
"494","2009-01-16",12.84
"495","2009-01-20",10.92
"496","2009-01-21",10.92
"497","2009-01-22",10.8
"498","2009-01-23",10.92
"499","2009-01-26",10.92
"500","2009-01-27",10.92
"501","2009-01-28",10.92
"502","2009-01-29",12.48
"503","2009-01-30",12.48
"504","2009-02-02",14.4
"505","2009-02-03",15
"506","2009-02-04",12
"507","2009-02-05",12.6
"508","2009-02-06",12.6
"509","2009-02-09",14.28
"510","2009-02-10",12.12
"511","2009-02-11",12.12
"512","2009-02-12",11.4
"513","2009-02-13",14.28
"514","2009-02-17",14.28
"515","2009-02-18",14.28
"516","2009-02-19",13.68
"517","2009-02-20",14.16
"518","2009-02-23",14.16
"519","2009-02-24",13.2
"520","2009-02-25",12.6
"521","2009-02-26",14.04
"522","2009-02-27",13.2
"523","2009-03-02",10.8
"524","2009-03-03",10.8
"525","2009-03-04",13.2
"526","2009-03-05",12.12
"527","2009-03-06",10.92
"528","2009-03-09",10.2
"529","2009-03-10",13.2
"530","2009-03-11",14.4
"531","2009-03-12",14.88
"532","2009-03-13",12.6
"533","2009-03-16",12.6
"534","2009-03-17",12.48
"535","2009-03-18",13.8
"536","2009-03-19",12
"537","2009-03-20",12
"538","2009-03-23",10.8
"539","2009-03-24",13.2
"540","2009-03-25",13.68
"541","2009-03-26",13.68
"542","2009-03-27",10.8
"543","2009-03-30",12.6
"544","2009-03-31",12.6
"545","2009-04-01",12.6
"546","2009-04-02",12
"547","2009-04-03",13.44
"548","2009-04-06",12
"549","2009-04-07",13.08
"550","2009-04-08",12.12
"551","2009-04-09",12.12
"552","2009-04-13",12.12
"553","2009-04-14",11.4
"554","2009-04-15",11.4
"555","2009-04-16",13.2
"556","2009-04-17",11.4
"557","2009-04-20",12
"558","2009-04-21",12.6
"559","2009-04-22",10.92
"560","2009-04-23",12.6
"561","2009-04-24",12.12
"562","2009-04-27",12
"563","2009-04-28",12.12
"564","2009-04-29",13.2
"565","2009-04-30",12
"566","2009-05-01",12
"567","2009-05-04",12.84
"568","2009-05-05",12.6
"569","2009-05-06",12.6
"570","2009-05-07",12
"571","2009-05-08",12.36
"572","2009-05-11",12.84
"573","2009-05-12",12.36
"574","2009-05-13",12.36
"575","2009-05-14",12.84
"576","2009-05-15",12.84
"577","2009-05-18",12.84
"578","2009-05-19",12.36
"579","2009-05-20",12.48
"580","2009-05-21",12.48
"581","2009-05-22",12.36
"582","2009-05-26",12.36
"583","2009-05-27",12.6
"584","2009-05-28",12.6
"585","2009-05-29",12.6
"586","2009-06-01",12
"587","2009-06-02",12
"588","2009-06-03",12
"589","2009-06-04",12.48
"590","2009-06-05",12
"591","2009-06-08",11.4
"592","2009-06-09",12.6
"593","2009-06-10",9.12
"594","2009-06-11",10.2
"595","2009-06-12",10.2
"596","2009-06-15",10.2
"597","2009-06-16",10.2
"598","2009-06-17",10.32
"599","2009-06-18",10.44
"600","2009-06-19",10.44
"601","2009-06-22",10.2
"602","2009-06-23",10.08
"603","2009-06-24",10.08
"604","2009-06-25",9.48
"605","2009-06-26",9.12
"606","2009-06-29",9.48
"607","2009-06-30",9.48
"608","2009-07-01",9.6
"609","2009-07-02",9.36
"610","2009-07-06",9.36
"611","2009-07-07",9.6
"612","2009-07-08",9.6
"613","2009-07-09",9.48
"614","2009-07-10",9.84
"615","2009-07-13",9.84
"616","2009-07-14",9.84
"617","2009-07-15",9.84
"618","2009-07-16",9.84
"619","2009-07-17",9.96
"620","2009-07-20",9.96
"621","2009-07-21",10.2
"622","2009-07-22",10.2
"623","2009-07-23",10.2
"624","2009-07-24",9.84
"625","2009-07-27",9.36
"626","2009-07-28",9.72
"627","2009-07-29",9.72
"628","2009-07-30",9.72
"629","2009-07-31",9.36
"630","2009-08-03",9
"631","2009-08-04",8.4
"632","2009-08-05",8.4
"633","2009-08-06",8.4
"634","2009-08-07",8.4
"635","2009-08-10",8.4
"636","2009-08-11",7.2
"637","2009-08-12",7.2
"638","2009-08-13",9
"639","2009-08-14",7.32
"640","2009-08-17",6.6
"641","2009-08-18",6.6
"642","2009-08-19",8.88
"643","2009-08-20",8.4
"644","2009-08-21",8.4
"645","2009-08-24",9
"646","2009-08-25",9.12
"647","2009-08-26",9
"648","2009-08-27",9.12
"649","2009-08-28",9.24
"650","2009-08-31",9.24
"651","2009-09-01",9.24
"652","2009-09-02",9.24
"653","2009-09-03",7.2
"654","2009-09-04",7.2
"655","2009-09-08",7.32
"656","2009-09-09",7.32
"657","2009-09-10",9
"658","2009-09-11",7.44
"659","2009-09-14",7.44
"660","2009-09-15",11.4
"661","2009-09-16",7.92
"662","2009-09-17",7.92
"663","2009-09-18",7.92
"664","2009-09-21",7.92
"665","2009-09-22",8.4
"666","2009-09-23",8.4
"667","2009-09-24",8.4
"668","2009-09-25",8.4
"669","2009-09-28",8.4
"670","2009-09-29",8.4
"671","2009-09-30",8.4
"672","2009-10-01",8.4
"673","2009-10-02",8.4
"674","2009-10-05",8.4
"675","2009-10-06",8.4
"676","2009-10-07",8.4
"677","2009-10-08",8.4
"678","2009-10-09",8.4
"679","2009-10-12",7.32
"680","2009-10-13",9.6
"681","2009-10-14",9.6
"682","2009-10-15",9.6
"683","2009-10-16",10.2
"684","2009-10-19",10.2
"685","2009-10-20",9
"686","2009-10-21",9
"687","2009-10-22",9
"688","2009-10-23",9
"689","2009-10-26",9
"690","2009-10-27",9.12
"691","2009-10-28",9.12
"692","2009-10-29",9.12
"693","2009-10-30",9.6
"694","2009-11-02",9
"695","2009-11-03",9
"696","2009-11-04",9
"697","2009-11-05",9.6
"698","2009-11-06",9.6
"699","2009-11-09",9.6
"700","2009-11-10",7.8
"701","2009-11-11",7.8
"702","2009-11-12",9
"703","2009-11-13",9
"704","2009-11-16",8.4
"705","2009-11-17",9.6
"706","2009-11-18",9.6
"707","2009-11-19",8.64
"708","2009-11-20",9.12
"709","2009-11-23",9.12
"710","2009-11-24",9.12
"711","2009-11-25",9.12
"712","2009-11-27",9.12
"713","2009-11-30",9.6
"714","2009-12-01",9.36
"715","2009-12-02",9.6
"716","2009-12-03",9.36
"717","2009-12-04",9.36
"718","2009-12-07",9.36
"719","2009-12-08",9.36
"720","2009-12-09",9.12
"721","2009-12-10",9.36
"722","2009-12-11",9.36
"723","2009-12-14",10.2
"724","2009-12-15",9.72
"725","2009-12-16",9.72
"726","2009-12-17",9.72
"727","2009-12-18",9.96
"728","2009-12-21",9.96
"729","2009-12-22",10.08
"730","2009-12-23",10.08
"731","2009-12-24",10.08
"732","2009-12-28",9.6
"733","2009-12-29",11.4
"734","2009-12-30",11.4
"735","2009-12-31",9.6
"736","2010-01-04",9.6
"737","2010-01-05",9.36
"738","2010-01-06",9.36
"739","2010-01-07",9.36
"740","2010-01-08",9.36
"741","2010-01-11",9.36
"742","2010-01-12",9.36
"743","2010-01-13",9.36
"744","2010-01-14",9.12
"745","2010-01-15",9.12
"746","2010-01-19",9.12
"747","2010-01-20",9.12
"748","2010-01-21",9
"749","2010-01-22",9
"750","2010-01-25",9.6
"751","2010-01-26",9.6
"752","2010-01-27",9.6
"753","2010-01-28",9
"754","2010-01-29",9.6
"755","2010-02-01",9
"756","2010-02-02",9
"757","2010-02-03",9
"758","2010-02-04",9
"759","2010-02-05",9
"760","2010-02-08",9
"761","2010-02-09",9
"762","2010-02-10",9
"763","2010-02-11",9
"764","2010-02-12",9
"765","2010-02-16",9.12
"766","2010-02-17",9.12
"767","2010-02-18",9.24
"768","2010-02-19",9.24
"769","2010-02-22",9.6
"770","2010-02-23",9.6
"771","2010-02-24",10.2
"772","2010-02-25",10.2
"773","2010-02-26",10.8
"774","2010-03-01",10.8
"775","2010-03-02",10.8
"776","2010-03-03",11.88
"777","2010-03-04",12
"778","2010-03-05",12.36
"779","2010-03-08",12.36
"780","2010-03-09",11.88
"781","2010-03-10",11.76
"782","2010-03-11",13.2
"783","2010-03-12",11.76
"784","2010-03-15",11.76
"785","2010-03-16",11.76
"786","2010-03-17",11.76
"787","2010-03-18",11.76
"788","2010-03-19",11.76
"789","2010-03-22",11.76
"790","2010-03-23",11.76
"791","2010-03-24",11.76
"792","2010-03-25",11.76
"793","2010-03-26",13.2
"794","2010-03-29",13.2
"795","2010-03-30",11.76
"796","2010-03-31",11.76
"797","2010-04-01",11.76
"798","2010-04-05",10.2
"799","2010-04-06",10.2
"800","2010-04-07",10.2
"801","2010-04-08",10.2
"802","2010-04-09",10.2
"803","2010-04-12",10.2
"804","2010-04-13",10.2
"805","2010-04-14",10.2
"806","2010-04-15",10.2
"807","2010-04-16",10.2
"808","2010-04-19",10.2
"809","2010-04-20",9.84
"810","2010-04-21",9.84
"811","2010-04-22",9.84
"812","2010-04-23",9.84
"813","2010-04-26",9.84
"814","2010-04-27",9.84
"815","2010-04-28",9.84
"816","2010-04-29",9.24
"817","2010-04-30",10.2
"818","2010-05-03",10.2
"819","2010-05-04",10.2
"820","2010-05-05",10.2
"821","2010-05-06",9.24
"822","2010-05-07",9.24
"823","2010-05-10",11.52
"824","2010-05-11",11.52
"825","2010-05-12",7.8
"826","2010-05-13",11.28
"827","2010-05-14",10.8
"828","2010-05-17",11.4
"829","2010-05-18",11.4
"830","2010-05-19",11.4
"831","2010-05-20",8.4
"832","2010-05-21",11.16
"833","2010-05-24",8.4
"834","2010-05-25",9
"835","2010-05-26",8.4
"836","2010-05-27",8.4
"837","2010-05-28",11.04
"838","2010-06-01",11.04
"839","2010-06-02",10.8
"840","2010-06-03",10.8
"841","2010-06-04",10.8
"842","2010-06-07",10.92
"843","2010-06-08",10.92
"844","2010-06-09",10.92
"845","2010-06-10",11.04
"846","2010-06-11",11.04
"847","2010-06-14",11.04
"848","2010-06-15",11.4
"849","2010-06-16",10.8
"850","2010-06-17",10.8
"851","2010-06-18",11.04
"852","2010-06-21",11.04
"853","2010-06-22",11.04
"854","2010-06-23",11.04
"855","2010-06-24",11.04
"856","2010-06-25",11.04
"857","2010-06-28",11.04
"858","2010-06-29",11.04
"859","2010-06-30",11.04
"860","2010-07-01",11.04
"861","2010-07-02",11.04
"862","2010-07-06",11.04
"863","2010-07-07",11.04
"864","2010-07-08",9.6
"865","2010-07-09",9.6
"866","2010-07-12",9
"867","2010-07-13",10.8
"868","2010-07-14",10.8
"869","2010-07-15",10.2
"870","2010-07-16",10.2
"871","2010-07-19",10.2
"872","2010-07-20",10.2
"873","2010-07-21",10.2
"874","2010-07-22",10.2
"875","2010-07-23",8.04
"876","2010-07-26",10.2
"877","2010-07-27",10.2
"878","2010-07-28",10.2
"879","2010-07-29",10.2
"880","2010-07-30",11.4
"881","2010-08-02",11.4
"882","2010-08-03",10.68
"883","2010-08-04",10.68
"884","2010-08-05",10.68
"885","2010-08-06",10.68
"886","2010-08-09",9
"887","2010-08-10",10.56
"888","2010-08-11",9
"889","2010-08-12",10.8
"890","2010-08-13",10.8
"891","2010-08-16",10.8
"892","2010-08-17",10.8
"893","2010-08-18",10.8
"894","2010-08-19",10.8
"895","2010-08-20",10.8
"896","2010-08-23",10.8
"897","2010-08-24",10.8
"898","2010-08-25",10.8
"899","2010-08-26",10.8
"900","2010-08-27",10.8
"901","2010-08-30",10.8
"902","2010-08-31",9.6
"903","2010-09-01",9.6
"904","2010-09-02",9.12
"905","2010-09-03",10.68
"906","2010-09-07",10.68
"907","2010-09-08",10.68
"908","2010-09-09",10.68
"909","2010-09-10",10.68
"910","2010-09-13",10.8
"911","2010-09-14",10.8
"912","2010-09-15",10.8
"913","2010-09-16",10.8
"914","2010-09-17",10.8
"915","2010-09-20",10.8
"916","2010-09-21",10.56
"917","2010-09-22",10.8
"918","2010-09-23",10.8
"919","2010-09-24",10.8
"920","2010-09-27",10.8
"921","2010-09-28",10.8
"922","2010-09-29",10.8
"923","2010-09-30",10.2
"924","2010-10-01",10.2
"925","2010-10-04",10.2
"926","2010-10-05",10.2
"927","2010-10-06",10.2
"928","2010-10-07",10.8
"929","2010-10-08",10.8
"930","2010-10-11",10.8
"931","2010-10-12",10.8
"932","2010-10-13",9
"933","2010-10-14",10.8
"934","2010-10-15",10.68
"935","2010-10-18",10.8
"936","2010-10-19",10.8
"937","2010-10-20",10.8
"938","2010-10-21",11.4
"939","2010-10-22",11.4
"940","2010-10-25",10.8
"941","2010-10-26",10.8
"942","2010-10-27",10.8
"943","2010-10-28",11.4
"944","2010-10-29",11.4
"945","2010-11-01",11.4
"946","2010-11-02",11.4
"947","2010-11-03",10.8
"948","2010-11-04",11.4
"949","2010-11-05",11.4
"950","2010-11-08",10.8
"951","2010-11-09",10.8
"952","2010-11-10",11.4
"953","2010-11-11",11.4
"954","2010-11-12",10.68
"955","2010-11-15",11.88
"956","2010-11-16",11.28
"957","2010-11-17",11.88
"958","2010-11-18",10.68
"959","2010-11-19",10.68
"960","2010-11-22",10.8
"961","2010-11-23",10.8
"962","2010-11-24",10.8
"963","2010-11-26",10.8
"964","2010-11-29",10.8
"965","2010-11-30",10.8
"966","2010-12-01",10.8
"967","2010-12-02",10.68
"968","2010-12-03",10.68
"969","2010-12-06",10.8
"970","2010-12-07",10.8
"971","2010-12-08",11.64
"972","2010-12-09",11.64
"973","2010-12-10",10.8
"974","2010-12-13",10.68
"975","2010-12-14",10.68
"976","2010-12-15",10.44
"977","2010-12-16",10.44
"978","2010-12-17",10.44
"979","2010-12-20",9
"980","2010-12-21",11.16
"981","2010-12-22",11.16
"982","2010-12-23",11.16
"983","2010-12-27",11.16
"984","2010-12-28",11.16
"985","2010-12-29",11.16
"986","2010-12-30",11.16
"987","2010-12-31",10.8
"988","2011-01-03",10.8
"989","2011-01-04",10.8
"990","2011-01-05",9.84
"991","2011-01-06",10.8
"992","2011-01-07",10.8
"993","2011-01-10",10.8
"994","2011-01-11",10.8
"995","2011-01-12",10.8
"996","2011-01-13",10.8
"997","2011-01-14",10.8
"998","2011-01-18",10.8
"999","2011-01-19",10.8
"1000","2011-01-20",10.68
"1001","2011-01-21",10.68
"1002","2011-01-24",10.68
"1003","2011-01-25",10.68
"1004","2011-01-26",10.68
"1005","2011-01-27",10.68
"1006","2011-01-28",10.68
"1007","2011-01-31",10.68
"1008","2011-02-01",10.68
"1009","2011-02-02",10.68
"1010","2011-02-03",10.68
