"","date","MKGI"
"102","2015-11-23",7.875
"103","2015-11-24",9.25
"104","2015-11-25",9.25
"105","2015-11-27",9.75
"106","2015-11-30",9.5
"107","2015-12-01",9.875
"108","2015-12-02",10.25
"109","2015-12-03",9.9575
"110","2015-12-04",10.375
"111","2015-12-07",9.875
"112","2015-12-08",10
"113","2015-12-09",9.975
"114","2015-12-10",9.95
"115","2015-12-11",10.475
"116","2015-12-14",10.75
"117","2015-12-15",10.35
"118","2015-12-16",10.375
"119","2015-12-17",10.25
"120","2015-12-18",10.625
"121","2015-12-21",10.25
"122","2015-12-22",10.375
"123","2015-12-23",10.375
"124","2015-12-24",10.25
"125","2015-12-28",10
"126","2015-12-29",9.875
"127","2015-12-30",10.25
"128","2015-12-31",10.25
"129","2016-01-04",10.3
"130","2016-01-05",10.125
"131","2016-01-06",10.35
"132","2016-01-07",9
"133","2016-01-08",10
"134","2016-01-11",9.5
"135","2016-01-12",9.5
"136","2016-01-13",8.875
"137","2016-01-14",8.7
"138","2016-01-15",8.25
"139","2016-01-19",8.5
"140","2016-01-20",7.625
"141","2016-01-21",9.925
"142","2016-01-22",10.225
"143","2016-01-25",10.5
"144","2016-01-26",11.5
"145","2016-01-27",12.125
"146","2016-01-28",11.5
"147","2016-01-29",11.155
"148","2016-02-01",9.75
"149","2016-02-02",9.125
"150","2016-02-03",7.875
"151","2016-02-04",7.625
"152","2016-02-05",6.875
"153","2016-02-08",7.5
"154","2016-02-09",8
"155","2016-02-10",7.75
"156","2016-02-11",7.415
"157","2016-02-12",6.5
"158","2016-02-16",6.5
"159","2016-02-17",6.75
"160","2016-02-18",6.75
"161","2016-02-19",6.625
"162","2016-02-22",6.625
"163","2016-02-23",6.625
"164","2016-02-24",6.375
"165","2016-02-25",5.625
"166","2016-02-26",4.25
"167","2016-02-29",4.5
"168","2016-03-01",5.5875
"169","2016-03-02",6.2
"170","2016-03-03",6.25
"171","2016-03-04",8.125
"172","2016-03-07",8
"173","2016-03-08",7.225
"174","2016-03-09",6.55
"175","2016-03-10",6.475
"176","2016-03-11",6.325
"177","2016-03-14",6.125
"178","2016-03-15",6.125
"179","2016-03-16",5
"180","2016-03-17",5.1
"181","2016-03-18",4.6
"182","2016-03-21",5
"183","2016-03-22",5
"184","2016-03-23",5.375
"185","2016-03-24",4.875
"186","2016-03-28",4.125
"187","2016-03-29",4.675
"188","2016-03-30",4.75
"189","2016-03-31",4.8475
"190","2016-04-01",5.325
"191","2016-04-04",4.885
"192","2016-04-05",4.775
"193","2016-04-06",4.875
"194","2016-04-07",5
"195","2016-04-08",5.02
"196","2016-04-11",5
"197","2016-04-12",4.5
"198","2016-04-13",5.125
"199","2016-04-14",4.275
"200","2016-04-15",4.825
"201","2016-04-18",4.875
"202","2016-04-19",4.975
"203","2016-04-20",4.25
"204","2016-04-21",4.925
"205","2016-04-22",5.175
"206","2016-04-25",5.375
"207","2016-04-26",5.675
"208","2016-04-27",5.35
"209","2016-04-28",5.25
"210","2016-04-29",4.975
"211","2016-05-02",4.975
"212","2016-05-03",5
"213","2016-05-04",4.625
"214","2016-05-05",5
"215","2016-05-06",5.125
"216","2016-05-09",5.025
"217","2016-05-10",4.75
"218","2016-05-11",4.625
"219","2016-05-12",3.9425
"220","2016-05-13",4.05
"221","2016-05-16",3.975
"222","2016-05-17",3.975
"223","2016-05-18",4
"224","2016-05-19",4.375
"225","2016-05-20",4.125
"226","2016-05-23",4.75
"227","2016-05-24",5.25
"228","2016-05-25",5.15
"229","2016-05-26",5.15
"230","2016-05-27",5.8
"231","2016-05-31",7.625
"232","2016-06-01",8.13
"233","2016-06-02",9
"234","2016-06-03",7.875
"235","2016-06-06",7.25
"236","2016-06-07",7.75
"237","2016-06-08",7.75
"238","2016-06-09",7.625
"239","2016-06-10",7.25
"240","2016-06-13",7.625
"241","2016-06-14",7.05
"242","2016-06-15",7.3
"243","2016-06-16",7
"244","2016-06-17",7
"245","2016-06-20",6.35
"246","2016-06-21",7
"247","2016-06-22",6.775
"248","2016-06-23",6.625
"249","2016-06-24",6.25
"250","2016-06-27",5.75
"251","2016-06-28",5.5
"252","2016-06-29",6
"253","2016-06-30",6.225
"254","2016-07-01",5.85
"255","2016-07-05",5.545
"256","2016-07-06",5
"257","2016-07-07",5.275
"258","2016-07-08",5.7
"259","2016-07-11",5.3
"260","2016-07-12",5.45
"261","2016-07-13",5.7
"262","2016-07-14",6
"263","2016-07-15",6.875
"264","2016-07-18",6.5
"265","2016-07-19",6.375
"266","2016-07-20",6.75
"267","2016-07-21",6.875
"268","2016-07-22",6.725
"269","2016-07-25",5.975
"270","2016-07-26",5.9325
"271","2016-07-27",6.75
"272","2016-07-28",6.75
"273","2016-07-29",6.35
"274","2016-08-01",6.5
"275","2016-08-02",6.4
"276","2016-08-03",6.75
"277","2016-08-04",6.375
"278","2016-08-05",6.875
"279","2016-08-08",6.75
"280","2016-08-09",6.75
"281","2016-08-10",6.275
"282","2016-08-11",6.75
"283","2016-08-12",6.475
"284","2016-08-15",6.875
"285","2016-08-16",7.25
"286","2016-08-17",8.625
"287","2016-08-18",9.75
"288","2016-08-19",9.875
"289","2016-08-22",10.25
"290","2016-08-23",10.6
"291","2016-08-24",10.35
"292","2016-08-25",10.5
"293","2016-08-26",10.5
"294","2016-08-29",9.975
"295","2016-08-30",9.825
"296","2016-08-31",9.5
"297","2016-09-01",8.75
"298","2016-09-02",8.6
"299","2016-09-06",8.375
"300","2016-09-07",8.4
"301","2016-09-08",8.375
"302","2016-09-09",8.4525
"303","2016-09-12",7.775
"304","2016-09-13",7.75
"305","2016-09-14",7.625
"306","2016-09-15",7.7
"307","2016-09-16",7.7
"308","2016-09-19",7.375
"309","2016-09-20",7.5
"310","2016-09-21",6.5775
"311","2016-09-22",6.575
"312","2016-09-23",6.875
"313","2016-09-26",6.5
"314","2016-09-27",6.875
"315","2016-09-28",6.5
"316","2016-09-29",6.25
"317","2016-09-30",6.25
"318","2016-10-03",7.825
"319","2016-10-04",7.75
"320","2016-10-05",7
"321","2016-10-06",6.75
"322","2016-10-07",6.625
"323","2016-10-10",6.25
"324","2016-10-11",7.5
"325","2016-10-12",7.25
"326","2016-10-13",6.9
"327","2016-10-14",7
"328","2016-10-17",7.25
"329","2016-10-18",7
"330","2016-10-19",7
"331","2016-10-20",6.325
"332","2016-10-21",6.65
"333","2016-10-24",6.5
"334","2016-10-25",5.7
"335","2016-10-26",7.875
"336","2016-10-27",7.625
"337","2016-10-28",7.625
"338","2016-10-31",7.425
"339","2016-11-01",6.5
"340","2016-11-02",7.5
"341","2016-11-03",7.375
"342","2016-11-04",7.05
"343","2016-11-07",7.3
"344","2016-11-08",7.25
"345","2016-11-09",6.625
"346","2016-11-10",6.625
"347","2016-11-11",6.95
"348","2016-11-14",7.2225
"349","2016-11-15",7.25
"350","2016-11-16",6.5875
"351","2016-11-17",6.75
"352","2016-11-18",6.55
"353","2016-11-21",6.5
"354","2016-11-22",6.75
"355","2016-11-23",6.875
"356","2016-11-25",6.375
"357","2016-11-28",6.35
"358","2016-11-29",6.5
"359","2016-11-30",6.8
"360","2016-12-01",7
"361","2016-12-02",7
"362","2016-12-05",6.25
"363","2016-12-06",6.375
"364","2016-12-07",6.75
"365","2016-12-08",6.5
"366","2016-12-09",6.5
"367","2016-12-12",6.625
"368","2016-12-13",5.75
"369","2016-12-14",5.55
"370","2016-12-15",5.275
"371","2016-12-16",5
"372","2016-12-19",5
"373","2016-12-20",5.05
"374","2016-12-21",5.475
"375","2016-12-22",5.975
"376","2016-12-23",6.125
"377","2016-12-27",6.2
"378","2016-12-28",5.65
"379","2016-12-29",5.975
"380","2016-12-30",6.225
"381","2017-01-03",5.975
"382","2017-01-04",5.675
"383","2017-01-05",5.525
"384","2017-01-06",5.795
"385","2017-01-09",5.875
"386","2017-01-10",6.125
"387","2017-01-11",6
"388","2017-01-12",6.125
"389","2017-01-13",5.5
"390","2017-01-17",6.225
"391","2017-01-18",5.875
"392","2017-01-19",5.875
"393","2017-01-20",5.875
"394","2017-01-23",5.875
"395","2017-01-24",6.5
"396","2017-01-25",5.7
"397","2017-01-26",5.625
"398","2017-01-27",5.65
"399","2017-01-30",5.65
"400","2017-01-31",6
"401","2017-02-01",5.975
"402","2017-02-02",6
"403","2017-02-03",5.75
"404","2017-02-06",5.775
"405","2017-02-07",5.875
"406","2017-02-08",5.8575
"407","2017-02-09",6.125
"408","2017-02-10",6.2
"409","2017-02-13",5.875
"410","2017-02-14",6.225
"411","2017-02-15",6.2
"412","2017-02-16",6.2
"413","2017-02-17",6.25
"414","2017-02-21",6
"415","2017-02-22",6
"416","2017-02-23",5.9375
"417","2017-02-24",6.25
"418","2017-02-27",5.75
"419","2017-02-28",5.75
"420","2017-03-01",6
"421","2017-03-02",6.1925
"422","2017-03-03",5.75
"423","2017-03-06",6.25
"424","2017-03-07",6.35
"425","2017-03-08",6.375
"426","2017-03-09",6.375
"427","2017-03-10",6.275
"428","2017-03-13",7.225
"429","2017-03-14",7.125
"430","2017-03-15",6.975
"431","2017-03-16",7.375
"432","2017-03-17",7.75
"433","2017-03-20",7.75
"434","2017-03-21",7.15
"435","2017-03-22",7.475
"436","2017-03-23",6.875
"437","2017-03-24",7
"438","2017-03-27",7.075
"439","2017-03-28",7.5
"440","2017-03-29",7.375
"441","2017-03-30",7.125
"442","2017-03-31",7.5
"443","2017-04-03",7.125
"444","2017-04-04",6.875
"445","2017-04-05",6.925
"446","2017-04-06",7
"447","2017-04-07",7.05
"448","2017-04-10",6.3
"449","2017-04-11",6.65
"450","2017-04-12",6.65
"451","2017-04-13",6.625
"452","2017-04-17",6.625
"453","2017-04-18",6.875
"454","2017-04-19",6.7
"455","2017-04-20",6.875
"456","2017-04-21",6.75
"457","2017-04-24",6.95
"458","2017-04-25",6.95
"459","2017-04-26",6.64
"460","2017-04-27",6.625
"461","2017-04-28",6.7
"462","2017-05-01",7.125
"463","2017-05-02",7.175
"464","2017-05-03",7.125
"465","2017-05-04",6.375
"466","2017-05-05",6.825
"467","2017-05-08",6.825
"468","2017-05-09",6.1925
"469","2017-05-10",6.25
"470","2017-05-11",6
"471","2017-05-12",6
"472","2017-05-15",5.875
"473","2017-05-16",5.875
"474","2017-05-17",5.375
"475","2017-05-18",5.625
"476","2017-05-19",5.15
"477","2017-05-22",5.45
"478","2017-05-23",5.45
"479","2017-05-24",5.45
"480","2017-05-25",5.5
"481","2017-05-26",5.25
"482","2017-05-30",5.25
"483","2017-05-31",5.875
"484","2017-06-01",6.625
"485","2017-06-02",6.2
"486","2017-06-05",6.5
"487","2017-06-06",6.475
"488","2017-06-07",6.5
"489","2017-06-08",6.6
"490","2017-06-09",6.125
"491","2017-06-12",6.25
"492","2017-06-13",6.25
"493","2017-06-14",6.225
"494","2017-06-15",6.125
"495","2017-06-16",5.625
"496","2017-06-19",5.75
"497","2017-06-20",6.375
"498","2017-06-21",6.625
"499","2017-06-22",6.375
"500","2017-06-23",6.5
"501","2017-06-26",6.5
"502","2017-06-27",6
"503","2017-06-28",5.95
"504","2017-06-29",6.25
"505","2017-06-30",6.375
"506","2017-07-03",6.375
"507","2017-07-05",6
"508","2017-07-06",5.875
"509","2017-07-07",6.0875
"510","2017-07-10",6.375
"511","2017-07-11",5.4
"512","2017-07-12",5.75
"513","2017-07-13",5.625
"514","2017-07-14",5.625
"515","2017-07-17",5.625
"516","2017-07-18",5.5
"517","2017-07-19",6.2625
"518","2017-07-20",6.25
"519","2017-07-21",6.115
"520","2017-07-24",5.625
"521","2017-07-25",5.75
"522","2017-07-26",5.5
"523","2017-07-27",5.625
"524","2017-07-28",5.625
"525","2017-07-31",5.875
"526","2017-08-01",6.075
"527","2017-08-02",5.95
"528","2017-08-03",5.55
"529","2017-08-04",6.05
"530","2017-08-07",5.875
"531","2017-08-08",6
"532","2017-08-09",5.75
"533","2017-08-10",5.175
"534","2017-08-11",6.2
"535","2017-08-14",6.075
"536","2017-08-15",6.125
"537","2017-08-16",6.35
"538","2017-08-17",6.375
"539","2017-08-18",6.575
"540","2017-08-21",6
"541","2017-08-22",6.475
"542","2017-08-23",6.925
"543","2017-08-24",6
"544","2017-08-25",6.225
"545","2017-08-28",6.1
"546","2017-08-29",6
"547","2017-08-30",6
"548","2017-08-31",6.225
"549","2017-09-01",5.775
"550","2017-09-05",5.525
"551","2017-09-06",5.525
"552","2017-09-07",6.125
"553","2017-09-08",5.375
"554","2017-09-11",5.3
"555","2017-09-12",5.25
"556","2017-09-13",5.2
"557","2017-09-14",5
"558","2017-09-15",4.875
"559","2017-09-18",4.5
"560","2017-09-19",4.4
"561","2017-09-20",4.375
"562","2017-09-21",4.375
"563","2017-09-22",4.375
"564","2017-09-25",4.375
"565","2017-09-26",4.475
"566","2017-09-27",4.25
"567","2017-09-28",4.35
"568","2017-09-29",5
"569","2017-10-02",4.9
"570","2017-10-03",4.75
"571","2017-10-04",4.55
"572","2017-10-05",5.25
"573","2017-10-06",5.375
"574","2017-10-09",5.275
"575","2017-10-10",5.9
"576","2017-10-11",6
"577","2017-10-12",6.565
"578","2017-10-13",6.425
"579","2017-10-16",6.275
"580","2017-10-17",7.625
"581","2017-10-18",7.35
"582","2017-10-19",7.375
"583","2017-10-20",7.125
"584","2017-10-23",7.425
"585","2017-10-24",7.1
"586","2017-10-25",6.875
"587","2017-10-26",6.625
"588","2017-10-27",6.625
"589","2017-10-30",6.1
"590","2017-10-31",6.15
"591","2017-11-01",6.225
"592","2017-11-02",6.1
"593","2017-11-03",6.25
"594","2017-11-06",6.125
"595","2017-11-07",6.225
"596","2017-11-08",5.975
"597","2017-11-09",5.875
"598","2017-11-10",5.875
"599","2017-11-13",6.065
"600","2017-11-14",5.75
"601","2017-11-15",5.625
"602","2017-11-16",5.625
"603","2017-11-17",5.875
"604","2017-11-20",5.8625
"605","2017-11-21",6.025
"606","2017-11-22",5.75
"607","2017-11-24",5.75
"608","2017-11-27",5.75
"609","2017-11-28",5.5
"610","2017-11-29",5.725
"611","2017-11-30",5.75
"612","2017-12-01",5.625
"613","2017-12-04",5.325
"614","2017-12-05",5.75
"615","2017-12-06",5.75
"616","2017-12-07",5.75
"617","2017-12-08",6.25
"618","2017-12-11",6.225
"619","2017-12-12",5.975
"620","2017-12-13",5.75
"621","2017-12-14",5.7925
"622","2017-12-15",5.8
"623","2017-12-18",5.65
"624","2017-12-19",5.4875
"625","2017-12-20",5.4
"626","2017-12-21",5.25
"627","2017-12-22",5.35
"628","2017-12-26",5.425
"629","2017-12-27",5.425
"630","2017-12-28",5.8
"631","2017-12-29",5.75
"632","2018-01-02",6.225
"633","2018-01-03",5.875
"634","2018-01-04",5.625
"635","2018-01-05",5.375
"636","2018-01-08",5.875
"637","2018-01-09",5.725
"638","2018-01-10",5.5
"639","2018-01-11",5.5
"640","2018-01-12",5.5
"641","2018-01-16",5.375
"642","2018-01-17",5.25
"643","2018-01-18",5.325
"644","2018-01-19",5.375
"645","2018-01-22",5.425
"646","2018-01-23",5.25
"647","2018-01-24",5.125
"648","2018-01-25",5.15
"649","2018-01-26",5.125
"650","2018-01-29",5
"651","2018-01-30",5
"652","2018-01-31",5
"653","2018-02-01",4.925
"654","2018-02-02",5
"655","2018-02-05",4.975
"656","2018-02-06",4.94
"657","2018-02-07",4.925
"658","2018-02-08",4.75
"659","2018-02-09",4.9525
"660","2018-02-12",4.953
"661","2018-02-13",4.99
"662","2018-02-14",4.7
"663","2018-02-15",4.94
"664","2018-02-16",5
"665","2018-02-20",4.8
"666","2018-02-21",4.9
"667","2018-02-22",4.9
"668","2018-02-23",4.94
"669","2018-02-26",4.628
"670","2018-02-27",4.75
"671","2018-02-28",4.74
"672","2018-03-01",4.69
"673","2018-03-02",4.705
"674","2018-03-05",4.74
"675","2018-03-06",4.704
"676","2018-03-07",4.643
"677","2018-03-08",4.67
"678","2018-03-09",4.625
"679","2018-03-12",4.4
"680","2018-03-13",4.41
"681","2018-03-14",4.478
"682","2018-03-15",4.25
"683","2018-03-16",4.45
"684","2018-03-19",4.337
"685","2018-03-20",4.45
"686","2018-03-21",4.4
"687","2018-03-22",4.37
"688","2018-03-23",4.35
"689","2018-03-26",4.4
"690","2018-03-27",4.428
"691","2018-03-28",4.26
"692","2018-03-29",4.175
"693","2018-04-02",3.95
"694","2018-04-03",3.919
"695","2018-04-04",3.751
"696","2018-04-05",3.85
"697","2018-04-06",3.71
"698","2018-04-09",3.57
"699","2018-04-10",3.55
"700","2018-04-11",3.47
"701","2018-04-12",3.396
"702","2018-04-13",3.35
"703","2018-04-16",3.45
"704","2018-04-17",3.37
"705","2018-04-18",3
"706","2018-04-19",2.762
"707","2018-04-20",2.472
"708","2018-04-23",2.493
"709","2018-04-24",2.44
"710","2018-04-25",2.418
"711","2018-04-26",2.478
"712","2018-04-27",2.37
"713","2018-04-30",2.285
"714","2018-05-01",2.323
"715","2018-05-02",2.084
"716","2018-05-03",2.45
"717","2018-05-04",2.73
"718","2018-05-07",3.05
"719","2018-05-08",2.82
"720","2018-05-09",2.899
"721","2018-05-10",2.667
"722","2018-05-11",2.8
"723","2018-05-14",2.781
"724","2018-05-15",2.885
"725","2018-05-16",2.75
"726","2018-05-17",2.8
"727","2018-05-18",2.95
"728","2018-05-21",2.925
"729","2018-05-22",2.864
"730","2018-05-23",2.88
"731","2018-05-24",2.85
"732","2018-05-25",2.92
"733","2018-05-29",2.66
"734","2018-05-30",2.88
"735","2018-05-31",2.89
"736","2018-06-01",2.89
"737","2018-06-04",2.85
"738","2018-06-05",2.79
"739","2018-06-06",2.84
"740","2018-06-07",2.86
"741","2018-06-08",2.85
"742","2018-06-11",3.19
"743","2018-06-12",3.51
"744","2018-06-13",3.51
"745","2018-06-14",3.35
"746","2018-06-15",2.8
"747","2018-06-18",2.9
"748","2018-06-19",3.06
"749","2018-06-20",3
"750","2018-06-21",3.04
"751","2018-06-22",2.92
"752","2018-06-25",2.6
"753","2018-06-26",2.43
"754","2018-06-27",2.51
"755","2018-06-28",2.31
"756","2018-06-29",2.35
"757","2018-07-02",2
"758","2018-07-03",2.41
"759","2018-07-05",2.32
"760","2018-07-06",2.24
"761","2018-07-09",2.44
"762","2018-07-10",2.47
"763","2018-07-11",2.726
"764","2018-07-12",3.1
"765","2018-07-13",3.11
"766","2018-07-16",2.98
"767","2018-07-17",2.82
"768","2018-07-18",2.99
"769","2018-07-19",2.942
"770","2018-07-20",3.067
"771","2018-07-23",3.26
"772","2018-07-24",3.24
"773","2018-07-25",3.375
"774","2018-07-26",3.21
"775","2018-07-27",2.95
"776","2018-07-30",2.49
"777","2018-07-31",2.77
"778","2018-08-01",2.53
"779","2018-08-02",2.67
"780","2018-08-03",2.31
"781","2018-08-06",2.43
"782","2018-08-07",2.13
"783","2018-08-08",2.3
"784","2018-08-09",2.18
"785","2018-08-10",2.09
"786","2018-08-13",2
"787","2018-08-14",2.229
"788","2018-08-15",2.06
"789","2018-08-16",2.06
"790","2018-08-17",2.19
"791","2018-08-20",2.167
"792","2018-08-21",2.1
"793","2018-08-22",2.188
"794","2018-08-23",2.248
"795","2018-08-24",2.26
"796","2018-08-27",2.24
"797","2018-08-28",2.38
"798","2018-08-29",2.288
"799","2018-08-30",2.19
"800","2018-08-31",2.097
"801","2018-09-04",2.1
"802","2018-09-05",2.27
"803","2018-09-06",2.18
"804","2018-09-07",2.24
"805","2018-09-10",2.21
"806","2018-09-11",2.18
"807","2018-09-12",2.32
"808","2018-09-13",2.3
"809","2018-09-14",2.17
"810","2018-09-17",2.25
"811","2018-09-18",2.182
"812","2018-09-19",2.287
"813","2018-09-20",2.62
"814","2018-09-21",2.81
"815","2018-09-24",2.83
"816","2018-09-25",2.98
"817","2018-09-26",2.77
"818","2018-09-27",2.85
"819","2018-09-28",2.15
"820","2018-10-01",2.1
"821","2018-10-02",1.95
"822","2018-10-03",1.95
"823","2018-10-04",1.94
"824","2018-10-05",1.86
"825","2018-10-08",1.719
"826","2018-10-09",1.69
"827","2018-10-10",1.58
"828","2018-10-11",1.7
"829","2018-10-12",1.71
"830","2018-10-15",1.73
"831","2018-10-16",1.75
"832","2018-10-17",1.75
"833","2018-10-18",1.72
"834","2018-10-19",1.75
"835","2018-10-22",1.6
"836","2018-10-23",1.57
"837","2018-10-24",1.61
"838","2018-10-25",1.59
"839","2018-10-26",1.51
"840","2018-10-29",1.37
"841","2018-10-30",1.35
"842","2018-10-31",1.44
"843","2018-11-01",1.54
"844","2018-11-02",1.46
"845","2018-11-05",1.48
"846","2018-11-06",1.45
"847","2018-11-07",1.45
"848","2018-11-08",1.4
"849","2018-11-09",1.35
"850","2018-11-12",1.25
"851","2018-11-13",1.28
"852","2018-11-14",1.29
"853","2018-11-15",1.45
"854","2018-11-16",1.44
"855","2018-11-19",1.5
"856","2018-11-20",1.49
"857","2018-11-21",1.47
"858","2018-11-23",1.47
"859","2018-11-26",1.47
"860","2018-11-27",1.38
"861","2018-11-28",1.4
"862","2018-11-29",1.5
"863","2018-11-30",1.4
"864","2018-12-03",1.42
"865","2018-12-04",1.346
"866","2018-12-06",1.43
"867","2018-12-07",1.4
"868","2018-12-10",1.34
"869","2018-12-11",1.31
"870","2018-12-12",1.26
"871","2018-12-13",1.23
"872","2018-12-14",1.29
"873","2018-12-17",1.3
"874","2018-12-18",1.25
"875","2018-12-19",1.27
"876","2018-12-20",1.13
"877","2018-12-21",1.1
"878","2018-12-24",1.01
"879","2018-12-26",0.92
"880","2018-12-27",0.85
"881","2018-12-28",1.2
"882","2018-12-31",1.2
"883","2019-01-02",1.37
"884","2019-01-03",1.49
"885","2019-01-04",1.58
"886","2019-01-07",1.573
"887","2019-01-08",1.759
"888","2019-01-09",1.8
"889","2019-01-10",1.99
"890","2019-01-11",2.07
"891","2019-01-14",2.189
"892","2019-01-15",2.43
"893","2019-01-16",2.58
"894","2019-01-17",2.61
"895","2019-01-18",2.7
"896","2019-01-22",2.55
"897","2019-01-23",2.48
"898","2019-01-24",2.46
"899","2019-01-25",2.315
"900","2019-01-28",2.45
"901","2019-01-29",2.35
"902","2019-01-30",2.23
"903","2019-01-31",2.27
"904","2019-02-01",2.3
"905","2019-02-04",2.5
"906","2019-02-05",2.15
"907","2019-02-06",2.21
"908","2019-02-07",2.275
"909","2019-02-08",2.31
"910","2019-02-11",2.3
"911","2019-02-12",2.53
"912","2019-02-13",2.502
"913","2019-02-14",2.51
"914","2019-02-15",2.53
"915","2019-02-19",2.56
"916","2019-02-20",2.55
"917","2019-02-21",2.5
"918","2019-02-22",2.41
"919","2019-02-25",2.5
"920","2019-02-26",2.4
"921","2019-02-27",2.42
"922","2019-02-28",2.48
"923","2019-03-01",2.37
"924","2019-03-04",2.27
"925","2019-03-05",2.25
"926","2019-03-06",2.5
"927","2019-03-07",2.432
"928","2019-03-08",2.5
"929","2019-03-11",2.393
"930","2019-03-12",2.42
"931","2019-03-13",2.59
"932","2019-03-14",2.52
"933","2019-03-15",2.41
"934","2019-03-18",2.5
"935","2019-03-19",2.35
"936","2019-03-20",2.34
"937","2019-03-21",2.2
"938","2019-03-22",2.18
"939","2019-03-25",1.931
"940","2019-03-26",2
"941","2019-03-27",1.93
"942","2019-03-28",2
"943","2019-03-29",2.03
"944","2019-04-01",2.05
"945","2019-04-02",1.98
"946","2019-04-03",2.03
"947","2019-04-04",2
"948","2019-04-05",1.985
"949","2019-04-08",1.9
"950","2019-04-09",1.91
"951","2019-04-10",1.9
"952","2019-04-11",1.9
"953","2019-04-12",1.891
"954","2019-04-15",2.1
"955","2019-04-16",2.31
"956","2019-04-17",2.43
"957","2019-04-18",2.48
"958","2019-04-22",2.68
"959","2019-04-23",2.65
"960","2019-04-24",2.5
"961","2019-04-25",1.94
"962","2019-04-26",1.96
"963","2019-04-29",2.05
"964","2019-04-30",2.4
"965","2019-05-01",2.6
"966","2019-05-02",2.6
"967","2019-05-03",2.997
"968","2019-05-06",3.34
"969","2019-05-07",3.38
"970","2019-05-08",3.38
"971","2019-05-09",3.428
"972","2019-05-10",3.27
"973","2019-05-13",3.34
"974","2019-05-14",3.61
"975","2019-05-15",3.37
"976","2019-05-16",3.22
"977","2019-05-17",3.04
"978","2019-05-20",3.089
"979","2019-05-21",3.3
"980","2019-05-22",3.26
"981","2019-05-23",3.21
"982","2019-05-24",3
"983","2019-05-28",2.65
"984","2019-05-29",2.823
"985","2019-05-30",2.61
"986","2019-05-31",2.64
"987","2019-06-03",2.651
"988","2019-06-04",2.65
"989","2019-06-05",2.7
"990","2019-06-06",2.69
"991","2019-06-07",2.63
"992","2019-06-10",2.78
"993","2019-06-11",3.27
"994","2019-06-12",2.99
"995","2019-06-13",3.1
"996","2019-06-14",3.15
"997","2019-06-17",3.21
"998","2019-06-18",3.21
"999","2019-06-19",3.132
"1000","2019-06-20",3.15
"1001","2019-06-21",3.02
"1002","2019-06-24",3
"1003","2019-06-25",3
"1004","2019-06-26",3.1
"1005","2019-06-27",2.92
"1006","2019-06-28",3
"1007","2019-07-01",2.94
