"","date","TLRY"
"1","2018-07-19",22.389999
"2","2018-07-20",29.77
"3","2018-07-23",29.450001
"4","2018-07-24",25.360001
"5","2018-07-25",26.49
"6","2018-07-26",26.4
"7","2018-07-27",24.299999
"8","2018-07-30",22.84
"9","2018-07-31",22.1
"10","2018-08-01",22.93
"11","2018-08-02",23.870001
"12","2018-08-03",24.15
"13","2018-08-06",24.84
"14","2018-08-07",24.68
"15","2018-08-08",24.74
"16","2018-08-09",25.6
"17","2018-08-10",25.82
"18","2018-08-13",26.67
"19","2018-08-14",24.25
"20","2018-08-15",29.1
"21","2018-08-16",29.27
"22","2018-08-17",30.690001
"23","2018-08-20",35.900002
"24","2018-08-21",39.939999
"25","2018-08-22",39
"26","2018-08-23",38.25
"27","2018-08-24",43.860001
"28","2018-08-27",53.439999
"29","2018-08-28",51.5
"30","2018-08-29",62.130001
"31","2018-08-30",59.07
"32","2018-08-31",65.199997
"33","2018-09-04",77.010002
"34","2018-09-05",89.860001
"35","2018-09-06",80.099998
"36","2018-09-07",77.889999
"37","2018-09-10",84.5
"38","2018-09-11",95.790001
"39","2018-09-12",104.949997
"40","2018-09-13",119.760002
"41","2018-09-14",109.050003
"42","2018-09-17",120.190002
"43","2018-09-18",154.979996
"44","2018-09-19",214.059998
"45","2018-09-20",176.350006
"46","2018-09-21",123
"47","2018-09-24",99.5
"48","2018-09-25",107.879997
"49","2018-09-26",114.5
"50","2018-09-27",131.300003
"51","2018-09-28",143.619995
"52","2018-10-01",164.979996
"53","2018-10-02",138.169998
"54","2018-10-03",156.830002
"55","2018-10-04",145.570007
"56","2018-10-05",146.910004
"57","2018-10-08",140
"58","2018-10-09",128.960007
"59","2018-10-10",136.800003
"60","2018-10-11",131.949997
"61","2018-10-12",148.300003
"62","2018-10-15",165.639999
"63","2018-10-16",158.380005
"64","2018-10-17",148.25
"65","2018-10-18",152.529999
"66","2018-10-19",145.300003
"67","2018-10-22",122.599998
"68","2018-10-23",120.790001
"69","2018-10-24",109.290001
"70","2018-10-25",106.75
"71","2018-10-26",108.080002
"72","2018-10-29",90.68
"73","2018-10-30",90.099998
"74","2018-10-31",94.790001
"75","2018-11-01",98.980003
"76","2018-11-02",99.489998
"77","2018-11-05",100.980003
"78","2018-11-06",106.860001
"79","2018-11-07",139.600006
"80","2018-11-08",118.699997
"81","2018-11-09",108.989998
"82","2018-11-12",113.440002
"83","2018-11-13",111.550003
"84","2018-11-14",102.339996
"85","2018-11-15",107.269997
"86","2018-11-16",110.480003
"87","2018-11-19",106.769997
"88","2018-11-20",104
"89","2018-11-21",109.309998
"90","2018-11-23",116.029999
"91","2018-11-26",114.139999
"92","2018-11-27",114
"93","2018-11-28",110.879997
"94","2018-11-29",107.199997
"95","2018-11-30",102.449997
"96","2018-12-03",102.940002
"97","2018-12-04",100.260002
"98","2018-12-06",99
"99","2018-12-07",100.25
"100","2018-12-10",97.139999
"101","2018-12-11",94.07
"102","2018-12-12",84.480003
"103","2018-12-13",75.519997
"104","2018-12-14",75.129997
"105","2018-12-17",65.889999
"106","2018-12-18",76.5
"107","2018-12-19",71
"108","2018-12-20",78.300003
"109","2018-12-21",74.870003
"110","2018-12-24",71.379997
"111","2018-12-26",71.5
"112","2018-12-27",71.080002
"113","2018-12-28",75.150002
"114","2018-12-31",70.540001
"115","2019-01-02",70.459999
"116","2019-01-03",70
"117","2019-01-04",69.949997
"118","2019-01-07",71.900002
"119","2019-01-08",83.260002
"120","2019-01-09",79.699997
"121","2019-01-10",80.400002
"122","2019-01-11",96
"123","2019-01-14",100.150002
"124","2019-01-15",82.879997
"125","2019-01-16",85.610001
"126","2019-01-17",83.449997
"127","2019-01-18",77.199997
"128","2019-01-22",72.800003
"129","2019-01-23",71.739998
"130","2019-01-24",73.959999
"131","2019-01-25",75.349998
"132","2019-01-28",81.93
"133","2019-01-29",79.059998
"134","2019-01-30",77.480003
"135","2019-01-31",80.489998
"136","2019-02-01",81.910004
"137","2019-02-04",83.07
"138","2019-02-05",83.269997
"139","2019-02-06",78.150002
"140","2019-02-07",79.989998
"141","2019-02-08",79.239998
"142","2019-02-11",75.419998
"143","2019-02-12",75.940002
"144","2019-02-13",77.290001
"145","2019-02-14",76.620003
"146","2019-02-15",76.489998
"147","2019-02-19",77.029999
"148","2019-02-20",81.099998
"149","2019-02-21",79.199997
"150","2019-02-22",79.07
"151","2019-02-25",77.389999
"152","2019-02-26",78.800003
"153","2019-02-27",79.300003
"154","2019-02-28",81.309998
"155","2019-03-01",79.510002
"156","2019-03-04",77.25
"157","2019-03-05",76.889999
"158","2019-03-06",75.860001
"159","2019-03-07",69.720001
"160","2019-03-08",70
"161","2019-03-11",70
"162","2019-03-12",72.150002
"163","2019-03-13",71.800003
"164","2019-03-14",72.290001
"165","2019-03-15",72.5
"166","2019-03-18",72.239998
"167","2019-03-19",69.790001
"168","2019-03-20",70.730003
"169","2019-03-21",70.25
"170","2019-03-22",67.160004
"171","2019-03-25",67.779999
"172","2019-03-26",66.949997
"173","2019-03-27",64.849998
"174","2019-03-28",65.940002
"175","2019-03-29",65.519997
"176","2019-04-01",63.009998
"177","2019-04-02",63.73
"178","2019-04-03",63.380001
"179","2019-04-04",61.09
"180","2019-04-05",59.540001
"181","2019-04-08",56.68
"182","2019-04-09",56.419998
"183","2019-04-10",57.049999
"184","2019-04-11",53.52
"185","2019-04-12",52.91
"186","2019-04-15",49.240002
"187","2019-04-16",50.16
"188","2019-04-17",50.68
"189","2019-04-18",48.970001
"190","2019-04-22",51.82
"191","2019-04-23",50.259998
"192","2019-04-24",51.299999
"193","2019-04-25",51.27
"194","2019-04-26",53.150002
"195","2019-04-29",52.73
"196","2019-04-30",51.330002
"197","2019-05-01",51.950001
"198","2019-05-02",50.23
"199","2019-05-03",50.220001
"200","2019-05-06",49.790001
"201","2019-05-07",47.220001
"202","2019-05-08",46.049999
"203","2019-05-09",46.400002
"204","2019-05-10",49.849998
"205","2019-05-13",46.470001
"206","2019-05-14",48.740002
"207","2019-05-15",48.900002
"208","2019-05-16",47.59
"209","2019-05-17",45.66
"210","2019-05-20",44.18
"211","2019-05-21",44.580002
"212","2019-05-22",46.240002
"213","2019-05-23",44.790001
"214","2019-05-24",43.880001
"215","2019-05-28",42.759998
"216","2019-05-29",40.84
"217","2019-05-30",39.119999
"218","2019-05-31",38.009998
"219","2019-06-03",34.66
"220","2019-06-04",36.5
"221","2019-06-05",35.59
"222","2019-06-06",35.700001
"223","2019-06-07",38.799999
"224","2019-06-10",43.139999
"225","2019-06-11",40.490002
"226","2019-06-12",41.82
"227","2019-06-13",40.700001
"228","2019-06-14",39.009998
"229","2019-06-17",40.41
"230","2019-06-18",41.049999
"231","2019-06-19",45.470001
"232","2019-06-20",49.709999
"233","2019-06-21",50.450001
"234","2019-06-24",48.029999
"235","2019-06-25",46.810001
"236","2019-06-26",47.200001
"237","2019-06-27",46.349998
"238","2019-06-28",46.560001
"239","2019-07-01",49.299999
"240","2019-07-02",47.389999
"241","2019-07-03",47.740002
"242","2019-07-05",46.98
"243","2019-07-08",45.450001
"244","2019-07-09",45.150002
"245","2019-07-10",45.93
"246","2019-07-11",45.189999
"247","2019-07-12",43.34
"248","2019-07-15",44.220001
"249","2019-07-16",44.41
"250","2019-07-17",44.25
"251","2019-07-18",43.41
