"","date","SRT"
"162","2007-08-23",10.33
"163","2007-08-24",10.36
"164","2007-08-27",10.45
"165","2007-08-28",10.16
"166","2007-08-29",10.21
"167","2007-08-30",10.26
"168","2007-08-31",10.33
"169","2007-09-04",10.15
"170","2007-09-05",10.44
"171","2007-09-06",10.36
"172","2007-09-07",10.14
"173","2007-09-10",10.04
"174","2007-09-11",10.16
"175","2007-09-12",10.06
"176","2007-09-13",10.06
"177","2007-09-14",10.06
"178","2007-09-17",10.1
"179","2007-09-18",10.01
"180","2007-09-19",10.32
"181","2007-09-20",10.28
"182","2007-09-21",10.19
"183","2007-09-24",10.08
"184","2007-09-25",10.38
"185","2007-09-26",10.29
"186","2007-09-27",10.39
"187","2007-09-28",10.13
"188","2007-10-01",10.32
"189","2007-10-02",10.16
"190","2007-10-03",10.45
"191","2007-10-04",10.39
"192","2007-10-05",10.51
"193","2007-10-08",10.27
"194","2007-10-09",10.92
"195","2007-10-10",10.94
"196","2007-10-11",10.92
"197","2007-10-12",10.25
"198","2007-10-15",10.39
"199","2007-10-16",10.48
"200","2007-10-17",10.45
"201","2007-10-18",10.38
"202","2007-10-19",10.4
"203","2007-10-22",10.45
"204","2007-10-23",10.7
"205","2007-10-24",10.51
"206","2007-10-25",10.63
"207","2007-10-26",10.61
"208","2007-10-29",10.53
"209","2007-10-30",10.6
"210","2007-10-31",10.75
"211","2007-11-01",10.66
"212","2007-11-02",9.77
"213","2007-11-05",9.62
"214","2007-11-06",9.18
"215","2007-11-07",8.9
"216","2007-11-08",8.73
"217","2007-11-09",8.97
"218","2007-11-12",9.27
"219","2007-11-13",9.27
"220","2007-11-14",9.39
"221","2007-11-15",9.04
"222","2007-11-16",9.05
"223","2007-11-19",9.02
"224","2007-11-20",9.52
"225","2007-11-21",9.59
"226","2007-11-23",9.52
"227","2007-11-26",9.24
"228","2007-11-27",9.14
"229","2007-11-28",9.51
"230","2007-11-29",9.46
"231","2007-11-30",9.77
"232","2007-12-03",9.35
"233","2007-12-04",9.58
"234","2007-12-05",9.3
"235","2007-12-06",9.32
"236","2007-12-07",9.45
"237","2007-12-10",9.46
"238","2007-12-11",9.54
"239","2007-12-12",9.42
"240","2007-12-13",9.23
"241","2007-12-14",9.09
"242","2007-12-17",8.98
"243","2007-12-18",8.94
"244","2007-12-19",8.81
"245","2007-12-20",8.75
"246","2007-12-21",9.65
"247","2007-12-24",9.58
"248","2007-12-26",9.42
"249","2007-12-27",9.4
"250","2007-12-28",9.36
"251","2007-12-31",9.31
"252","2008-01-02",9.11
"253","2008-01-03",9.13
"254","2008-01-04",9.19
"255","2008-01-07",8.99
"256","2008-01-08",8.69
"257","2008-01-09",8.5
"258","2008-01-10",8.96
"259","2008-01-11",8.79
"260","2008-01-14",8.7
"261","2008-01-15",8.6
"262","2008-01-16",8.69
"263","2008-01-17",8.4
"264","2008-01-18",8.41
"265","2008-01-22",8.23
"266","2008-01-23",8.43
"267","2008-01-24",8.37
"268","2008-01-25",8.23
"269","2008-01-28",8.29
"270","2008-01-29",8.42
"271","2008-01-30",8.47
"272","2008-01-31",8.65
"273","2008-02-01",8.8
"274","2008-02-04",8.64
"275","2008-02-05",8.53
"276","2008-02-06",8.48
"277","2008-02-07",8.77
"278","2008-02-08",8.74
"279","2008-02-11",8.99
"280","2008-02-12",8.8
"281","2008-02-13",8.91
"282","2008-02-14",9.43
"283","2008-02-15",9.09
"284","2008-02-19",9.07
"285","2008-02-20",9.16
"286","2008-02-21",9.23
"287","2008-02-22",9.25
"288","2008-02-25",9.34
"289","2008-02-26",8.95
"290","2008-02-27",8.86
"291","2008-02-28",8.68
"292","2008-02-29",8.61
"293","2008-03-03",8.47
"294","2008-03-04",8.42
"295","2008-03-05",8.41
"296","2008-03-06",8.7
"297","2008-03-07",8.3
"298","2008-03-10",8.03
"299","2008-03-11",8.3
"300","2008-03-12",8.6
"301","2008-03-13",8.86
"302","2008-03-14",8.62
"303","2008-03-17",8.37
"304","2008-03-18",8.99
"305","2008-03-19",8.79
"306","2008-03-20",8.89
"307","2008-03-24",8.75
"308","2008-03-25",9.26
"309","2008-03-26",9.28
"310","2008-03-27",9.02
"311","2008-03-28",9.28
"312","2008-03-31",9.21
"313","2008-04-01",9.27
"314","2008-04-02",9.44
"315","2008-04-03",9.34
"316","2008-04-04",9.1
"317","2008-04-07",9.49
"318","2008-04-08",9.68
"319","2008-04-09",9.42
"320","2008-04-10",9.36
"321","2008-04-11",8.93
"322","2008-04-14",8.92
"323","2008-04-15",9.19
"324","2008-04-16",9.33
"325","2008-04-17",9.34
"326","2008-04-18",9.37
"327","2008-04-21",9.45
"328","2008-04-22",9.13
"329","2008-04-23",9
"330","2008-04-24",9.2
"331","2008-04-25",8.95
"332","2008-04-28",9.24
"333","2008-04-29",9.35
"334","2008-04-30",9.43
"335","2008-05-01",9.13
"336","2008-05-02",9.19
"337","2008-05-05",9.01
"338","2008-05-06",8.6
"339","2008-05-07",8.8
"340","2008-05-08",8.58
"341","2008-05-09",8.43
"342","2008-05-12",8.28
"343","2008-05-13",8.37
"344","2008-05-14",8.1
"345","2008-05-15",8.52
"346","2008-05-16",8.4
"347","2008-05-19",8.35
"348","2008-05-20",8.4
"349","2008-05-21",8.45
"350","2008-05-22",8.46
"351","2008-05-23",8.47
"352","2008-05-27",8.45
"353","2008-05-28",8.55
"354","2008-05-29",8.5
"355","2008-05-30",8.65
"356","2008-06-02",8.3
"357","2008-06-03",8.39
"358","2008-06-04",8.46
"359","2008-06-05",8.64
"360","2008-06-06",8.81
"361","2008-06-09",8.85
"362","2008-06-10",8.92
"363","2008-06-11",8.8
"364","2008-06-12",9.02
"365","2008-06-13",9.3
"366","2008-06-16",9.56
"367","2008-06-17",9.34
"368","2008-06-18",9.41
"369","2008-06-19",9.47
"370","2008-06-20",9.55
"371","2008-06-23",9.23
"372","2008-06-24",9.32
"373","2008-06-25",9.4
"374","2008-06-26",9.35
"375","2008-06-27",9.28
"376","2008-06-30",9.4
"377","2008-07-01",9.31
"378","2008-07-02",9.1
"379","2008-07-03",9.05
"380","2008-07-07",8.88
"381","2008-07-08",9.03
"382","2008-07-09",9.01
"383","2008-07-10",8.91
"384","2008-07-11",8.74
"385","2008-07-14",8.91
"386","2008-07-15",8.95
"387","2008-07-16",9.15
"388","2008-07-17",9.06
"389","2008-07-18",9.2
"390","2008-07-21",9.11
"391","2008-07-22",9.16
"392","2008-07-23",9.37
"393","2008-07-24",9.11
"394","2008-07-25",9.27
"395","2008-07-28",9.32
"396","2008-07-29",9.21
"397","2008-07-30",9.27
"398","2008-07-31",9.02
"399","2008-08-01",8.95
"400","2008-08-04",8.9
"401","2008-08-05",8.77
"402","2008-08-06",8.88
"403","2008-08-07",9.04
"404","2008-08-08",9.23
"405","2008-08-11",9.18
"406","2008-08-12",9.26
"407","2008-08-13",9.47
"408","2008-08-14",9.45
"409","2008-08-15",9.04
"410","2008-08-18",9.21
"411","2008-08-19",9.02
"412","2008-08-20",9.11
"413","2008-08-21",8.88
"414","2008-08-22",9
"415","2008-08-25",8.83
"416","2008-08-26",8.91
"417","2008-08-27",9.02
"418","2008-08-28",8.96
"419","2008-08-29",9.04
"420","2008-09-02",8.99
"421","2008-09-03",9.1
"422","2008-09-04",8.65
"423","2008-09-05",9.09
"424","2008-09-08",9.07
"425","2008-09-09",8.77
"426","2008-09-10",8.53
"427","2008-09-11",8.02
"428","2008-09-12",7.8
"429","2008-09-15",7.56
"430","2008-09-16",7.56
"431","2008-09-17",7.13
"432","2008-09-18",6.93
"433","2008-09-19",6.94
"434","2008-09-22",6.53
"435","2008-09-23",6.23
"436","2008-09-24",6.34
"437","2008-09-25",6.5
"438","2008-09-26",6.4
"439","2008-09-29",6.4
"440","2008-09-30",6.42
"441","2008-10-01",6.9
"442","2008-10-02",6.28
"443","2008-10-03",6.13
"444","2008-10-06",5.82
"445","2008-10-07",5.25
"446","2008-10-08",4.55
"447","2008-10-09",3.91
"448","2008-10-10",3.62
"449","2008-10-13",4.27
"450","2008-10-14",4.25
"451","2008-10-15",3.61
"452","2008-10-16",3.07
"453","2008-10-17",2.61
"454","2008-10-20",2.62
"455","2008-10-21",2.82
"456","2008-10-22",2.5
"457","2008-10-23",2.66
"458","2008-10-24",2.25
"459","2008-10-27",2.5
"460","2008-10-28",2.72
"461","2008-10-29",3.01
"462","2008-10-30",3
"463","2008-10-31",3.31
"464","2008-11-03",3.35
"465","2008-11-04",3.5
"466","2008-11-05",3.6
"467","2008-11-06",3.57
"468","2008-11-07",3.5
"469","2008-11-10",3.7
"470","2008-11-11",3.57
"471","2008-11-12",3.48
"472","2008-11-13",3.9
"473","2008-11-14",3.95
"474","2008-11-17",3.7
"475","2008-11-18",3.75
"476","2008-11-19",3.25
"477","2008-11-20",2.4
"478","2008-11-21",2.95
"479","2008-11-24",2.81
"480","2008-11-25",2.4
"481","2008-11-26",2.31
"482","2008-11-28",2.3
"483","2008-12-01",2.05
"484","2008-12-02",2.35
"485","2008-12-03",2.55
"486","2008-12-04",2.75
"487","2008-12-05",3
"488","2008-12-08",3
"489","2008-12-09",3.18
"490","2008-12-10",3.2
"491","2008-12-11",3.2
"492","2008-12-12",3.19
"493","2008-12-15",3.18
"494","2008-12-16",2.98
"495","2008-12-17",3.04
"496","2008-12-18",3.04
"497","2008-12-19",3.65
"498","2008-12-22",4.43
"499","2008-12-23",3.81
"500","2008-12-24",4.07
"501","2008-12-26",4.28
"502","2008-12-29",4.45
"503","2008-12-30",4.32
"504","2008-12-31",4.45
"505","2009-01-02",4.65
"506","2009-01-05",4.69
"507","2009-01-06",4.65
"508","2009-01-07",4.66
"509","2009-01-08",4.78
"510","2009-01-09",4.58
"511","2009-01-12",4.65
"512","2009-01-13",4.72
"513","2009-01-14",3.96
"514","2009-01-15",4.02
"515","2009-01-16",4.55
"516","2009-01-20",4.21
"517","2009-01-21",4.58
"518","2009-01-22",4.29
"519","2009-01-23",3.93
"520","2009-01-26",4.1
"521","2009-01-27",4.23
"522","2009-01-28",4.3
"523","2009-01-29",4.21
"524","2009-01-30",4.64
"525","2009-02-02",4.4
"526","2009-02-03",4.17
"527","2009-02-04",4.38
"528","2009-02-05",4.29
"529","2009-02-06",4.41
"530","2009-02-09",4.06
"531","2009-02-10",3.91
"532","2009-02-11",4.06
"533","2009-02-12",4.06
"534","2009-02-13",4.1
"535","2009-02-17",4.09
"536","2009-02-18",3.96
"537","2009-02-19",4.06
"538","2009-02-20",3.43
"539","2009-02-23",4.05
"540","2009-02-24",3.77
"541","2009-02-25",3.34
"542","2009-02-26",2.82
"543","2009-02-27",3.15
"544","2009-03-02",3.04
"545","2009-03-03",3.04
"546","2009-03-04",3.1
"547","2009-03-05",2.5
"548","2009-03-06",2.3
"549","2009-03-09",2.25
"550","2009-03-10",2.75
"551","2009-03-11",3.4
"552","2009-03-12",3.35
"553","2009-03-13",3.33
"554","2009-03-16",3.42
"555","2009-03-17",3.7
"556","2009-03-18",3.99
"557","2009-03-19",3.96
"558","2009-03-20",4.21
"559","2009-03-23",3.78
"560","2009-03-24",3.94
"561","2009-03-25",3.6
"562","2009-03-26",3.86
"563","2009-03-27",3.5
"564","2009-03-30",3.4
"565","2009-03-31",3.1
"566","2009-04-01",3.61
"567","2009-04-02",3.69
"568","2009-04-03",3.77
"569","2009-04-06",3.74
"570","2009-04-07",4.08
"571","2009-04-08",3.32
"572","2009-04-09",4.1
"573","2009-04-13",3.44
"574","2009-04-14",3.75
"575","2009-04-15",3.5
"576","2009-04-16",3.45
"577","2009-04-17",3.45
"578","2009-04-20",3.28
"579","2009-04-21",3.15
"580","2009-04-22",3.6
"581","2009-04-23",3.34
"582","2009-04-24",3.9
"583","2009-04-27",3.8
"584","2009-04-28",3.85
"585","2009-04-29",3.95
"586","2009-04-30",4.12
"587","2009-05-01",4.42
"588","2009-05-04",4.76
"589","2009-05-05",4.7
"590","2009-05-06",5.4
"591","2009-05-07",6.19
"592","2009-05-08",5.87
"593","2009-05-11",5.54
"594","2009-05-12",5.54
"595","2009-05-13",5.76
"596","2009-05-14",5.14
"597","2009-05-15",5.16
"598","2009-05-18",5.15
"599","2009-05-19",5.03
"600","2009-05-20",5.78
"601","2009-05-21",5.51
"602","2009-05-22",5.64
"603","2009-05-26",5.94
"604","2009-05-27",5.64
"605","2009-05-28",6
"606","2009-05-29",5.43
"607","2009-06-01",6.26
"608","2009-06-02",6.85
"609","2009-06-03",6.66
"610","2009-06-04",6.98
"611","2009-06-05",7.45
"612","2009-06-08",8
"613","2009-06-09",8.07
"614","2009-06-10",7.99
"615","2009-06-11",8.6
"616","2009-06-12",7.67
"617","2009-06-15",7.12
"618","2009-06-16",7.02
"619","2009-06-17",7.51
"620","2009-06-18",7.45
"621","2009-06-19",7.46
"622","2009-06-22",7.14
"623","2009-06-23",6.81
"624","2009-06-24",7.22
"625","2009-06-25",7.39
"626","2009-06-26",7.73
"627","2009-06-29",8.1
"628","2009-06-30",8.02
"629","2009-07-01",8.13
"630","2009-07-02",8.4
"631","2009-07-06",8.35
"632","2009-07-07",8.41
"633","2009-07-08",7.64
"634","2009-07-09",7.63
"635","2009-07-10",7.54
"636","2009-07-13",7.98
"637","2009-07-14",8.11
"638","2009-07-15",8.66
"639","2009-07-16",8.9
"640","2009-07-17",8.83
"641","2009-07-20",8.96
"642","2009-07-21",8.66
"643","2009-07-22",8.24
"644","2009-07-23",8.68
"645","2009-07-24",8.75
"646","2009-07-27",8.84
"647","2009-07-28",8.59
"648","2009-07-29",8.31
"649","2009-07-30",9.55
"650","2009-07-31",9.45
"651","2009-08-03",9.3
"652","2009-08-04",9.88
"653","2009-08-05",9.62
"654","2009-08-06",8.91
"655","2009-08-07",9.57
"656","2009-08-10",9.44
"657","2009-08-11",8.96
"658","2009-08-12",9.07
"659","2009-08-13",8.91
"660","2009-08-14",8.61
"661","2009-08-17",8.71
"662","2009-08-18",8.55
"663","2009-08-19",8.97
"664","2009-08-20",9.13
"665","2009-08-21",9.17
"666","2009-08-24",9
"667","2009-08-25",8.5
"668","2009-08-26",8.63
"669","2009-08-27",8.94
"670","2009-08-28",8.34
"671","2009-08-31",7.73
"672","2009-09-01",6.97
"673","2009-09-02",6.87
"674","2009-09-03",7.54
"675","2009-09-04",7.5
"676","2009-09-08",7.44
"677","2009-09-09",7.84
"678","2009-09-10",8.32
"679","2009-09-11",7.95
"680","2009-09-14",8.3
"681","2009-09-15",8.4
"682","2009-09-16",8.41
"683","2009-09-17",8.3
"684","2009-09-18",8.22
"685","2009-09-21",8.28
"686","2009-09-22",8.15
"687","2009-09-23",8.08
"688","2009-09-24",7.64
"689","2009-09-25",7.76
"690","2009-09-28",8.41
"691","2009-09-29",8.41
"692","2009-09-30",8.68
"693","2009-10-01",7.71
"694","2009-10-02",7.94
"695","2009-10-05",8.03
"696","2009-10-06",8.24
"697","2009-10-07",8.22
"698","2009-10-08",8.15
"699","2009-10-09",8.34
"700","2009-10-12",8.01
"701","2009-10-13",8.04
"702","2009-10-14",8.19
"703","2009-10-15",8.18
"704","2009-10-16",8.21
"705","2009-10-19",8.3
"706","2009-10-20",8.28
"707","2009-10-21",8.04
"708","2009-10-22",7.94
"709","2009-10-23",7.45
"710","2009-10-26",6.99
"711","2009-10-27",6.5
"712","2009-10-28",6.36
"713","2009-10-29",6.01
"714","2009-10-30",5.8
"715","2009-11-02",5.76
"716","2009-11-03",6.11
"717","2009-11-04",6.01
"718","2009-11-05",6.09
"719","2009-11-06",6.16
"720","2009-11-09",6.22
"721","2009-11-10",6.18
"722","2009-11-11",6.15
"723","2009-11-12",5.8
"724","2009-11-13",5.89
"725","2009-11-16",6.33
"726","2009-11-17",6.15
"727","2009-11-18",6.02
"728","2009-11-19",6
"729","2009-11-20",6.16
"730","2009-11-23",6.65
"731","2009-11-24",6.95
"732","2009-11-25",6.82
"733","2009-11-27",6.75
"734","2009-11-30",6.93
"735","2009-12-01",7.11
"736","2009-12-02",7.15
"737","2009-12-03",7.03
"738","2009-12-04",7.25
"739","2009-12-07",7.5
"740","2009-12-08",7.17
"741","2009-12-09",7.14
"742","2009-12-10",6.7
"743","2009-12-11",6.76
"744","2009-12-14",6.81
"745","2009-12-15",6.65
"746","2009-12-16",6.59
"747","2009-12-17",6.5
"748","2009-12-18",6.46
"749","2009-12-21",6.71
"750","2009-12-22",6.85
"751","2009-12-23",7.09
"752","2009-12-24",7.1
"753","2009-12-28",7.06
"754","2009-12-29",7.03
"755","2009-12-30",7.42
"756","2009-12-31",7.48
"757","2010-01-04",7.76
"758","2010-01-05",7.81
"759","2010-01-06",7.86
"760","2010-01-07",8.04
"761","2010-01-08",8.2
"762","2010-01-11",8.1
"763","2010-01-12",8.04
"764","2010-01-13",8.05
"765","2010-01-14",8
"766","2010-01-15",8.05
"767","2010-01-19",8.15
"768","2010-01-20",7.87
"769","2010-01-21",7.79
"770","2010-01-22",7.78
"771","2010-01-25",7.44
"772","2010-01-26",7.52
"773","2010-01-27",7.61
"774","2010-01-28",7.39
"775","2010-01-29",7.4
"776","2010-02-01",7.47
"777","2010-02-02",7.4
"778","2010-02-03",7.37
"779","2010-02-04",7.34
"780","2010-02-05",7.63
"781","2010-02-08",7.39
"782","2010-02-09",7.42
"783","2010-02-10",7.4
"784","2010-02-11",7.33
"785","2010-02-12",7.37
"786","2010-02-16",7.21
"787","2010-02-17",7.21
"788","2010-02-18",7.5
"789","2010-02-19",7.29
"790","2010-02-22",6.88
"791","2010-02-23",6.71
"792","2010-02-24",6.84
"793","2010-02-25",6.8
"794","2010-02-26",6.53
"795","2010-03-01",6.68
"796","2010-03-02",7
"797","2010-03-03",7.09
"798","2010-03-04",7.41
"799","2010-03-05",7.74
"800","2010-03-08",7.73
"801","2010-03-09",7.83
"802","2010-03-10",7.71
"803","2010-03-11",7.73
"804","2010-03-12",7.66
"805","2010-03-15",7.66
"806","2010-03-16",7.66
"807","2010-03-17",7.59
"808","2010-03-18",7.42
"809","2010-03-19",7.32
"810","2010-03-22",7.8
"811","2010-03-23",7.8
"812","2010-03-24",7.71
"813","2010-03-25",7.66
"814","2010-03-26",7.42
"815","2010-03-29",7.46
"816","2010-03-30",7.33
"817","2010-03-31",6.95
"818","2010-04-01",7.21
"819","2010-04-05",7.25
"820","2010-04-06",7.39
"821","2010-04-07",7.36
"822","2010-04-08",7.65
"823","2010-04-09",7.39
"824","2010-04-12",7.11
"825","2010-04-13",7.07
"826","2010-04-14",7.19
"827","2010-04-15",7.2
"828","2010-04-16",7.18
"829","2010-04-19",7.19
"830","2010-04-20",7.27
"831","2010-04-21",7.04
"832","2010-04-22",7.23
"833","2010-04-23",7.19
"834","2010-04-26",7.05
"835","2010-04-27",6.83
"836","2010-04-28",6.79
"837","2010-04-29",7.04
"838","2010-04-30",6.78
"839","2010-05-03",6.58
"840","2010-05-04",6.4
"841","2010-05-05",6.32
"842","2010-05-06",6.07
"843","2010-05-07",5.75
"844","2010-05-10",5.6
"845","2010-05-11",5.18
"846","2010-05-12",5.34
"847","2010-05-13",5.35
"848","2010-05-14",5.19
"849","2010-05-17",5.16
"850","2010-05-18",5.14
"851","2010-05-19",4.89
"852","2010-05-20",4.64
"853","2010-05-21",4.65
"854","2010-05-24",4.65
"855","2010-05-25",4.63
"856","2010-05-26",4.45
"857","2010-05-27",4.63
"858","2010-05-28",4.5
"859","2010-06-01",4.27
"860","2010-06-02",4.19
"861","2010-06-03",4.23
"862","2010-06-04",3.92
"863","2010-06-07",3.77
"864","2010-06-08",3.77
"865","2010-06-09",3.93
"866","2010-06-10",4.51
"867","2010-06-11",4.79
"868","2010-06-14",4.79
"869","2010-06-15",4.84
"870","2010-06-16",4.75
"871","2010-06-17",4.55
"872","2010-06-18",4.46
"873","2010-06-21",4.45
"874","2010-06-22",4.39
"875","2010-06-23",4.52
"876","2010-06-24",4.37
"877","2010-06-25",4.41
"878","2010-06-28",4.28
"879","2010-06-29",4.02
"880","2010-06-30",3.9
"881","2010-07-01",3.99
"882","2010-07-02",3.85
"883","2010-07-06",4.03
"884","2010-07-07",3.93
"885","2010-07-08",4.27
"886","2010-07-09",4.3
"887","2010-07-12",4.19
"888","2010-07-13",4.51
"889","2010-07-14",4.53
"890","2010-07-15",4.29
"891","2010-07-16",4.17
"892","2010-07-19",4.13
"893","2010-07-20",4.27
"894","2010-07-21",4.27
"895","2010-07-22",4.26
"896","2010-07-23",4.46
"897","2010-07-26",4.6
"898","2010-07-27",4.38
"899","2010-07-28",4.57
"900","2010-07-29",4.59
"901","2010-07-30",4.62
"902","2010-08-02",4.67
"903","2010-08-03",4.68
"904","2010-08-04",4.66
"905","2010-08-05",4.63
"906","2010-08-06",4.77
"907","2010-08-09",5.18
"908","2010-08-10",5.1
"909","2010-08-11",4.85
"910","2010-08-12",4.81
"911","2010-08-13",4.82
"912","2010-08-16",4.95
"913","2010-08-17",4.98
"914","2010-08-18",4.92
"915","2010-08-19",4.91
"916","2010-08-20",4.8
"917","2010-08-23",4.68
"918","2010-08-24",4.63
"919","2010-08-25",4.57
"920","2010-08-26",4.59
"921","2010-08-27",4.62
"922","2010-08-30",4.53
"923","2010-08-31",4.43
"924","2010-09-01",4.5
"925","2010-09-02",4.49
"926","2010-09-03",4.58
"927","2010-09-07",4.4
"928","2010-09-08",4.4
"929","2010-09-09",4.42
"930","2010-09-10",4.41
"931","2010-09-13",4.53
"932","2010-09-14",4.34
"933","2010-09-15",4.35
"934","2010-09-16",4.37
"935","2010-09-17",4.18
"936","2010-09-20",4.31
"937","2010-09-21",4.25
"938","2010-09-22",4.15
"939","2010-09-23",4.12
"940","2010-09-24",4.14
"941","2010-09-27",4.12
"942","2010-09-28",4.11
"943","2010-09-29",4.24
"944","2010-09-30",4.18
"945","2010-10-01",4.19
"946","2010-10-04",4.06
"947","2010-10-05",4.05
"948","2010-10-06",4.18
"949","2010-10-07",4.33
"950","2010-10-08",4.54
"951","2010-10-11",4.5
"952","2010-10-12",4.5
"953","2010-10-13",4.45
"954","2010-10-14",4.5
"955","2010-10-15",4.62
"956","2010-10-18",4.76
"957","2010-10-19",4.9
"958","2010-10-20",4.99
"959","2010-10-21",4.94
"960","2010-10-22",4.98
"961","2010-10-25",4.97
"962","2010-10-26",5.04
"963","2010-10-27",4.91
"964","2010-10-28",4.16
"965","2010-10-29",4.08
"966","2010-11-01",4.24
"967","2010-11-02",4.23
"968","2010-11-03",4.18
"969","2010-11-04",4.18
"970","2010-11-05",4.13
"971","2010-11-08",4.14
"972","2010-11-09",4.05
"973","2010-11-10",4.25
"974","2010-11-11",4.22
"975","2010-11-12",4.15
"976","2010-11-15",4.2
"977","2010-11-16",4.16
"978","2010-11-17",4.2
"979","2010-11-18",4.22
"980","2010-11-19",4.21
"981","2010-11-22",4.21
"982","2010-11-23",4.22
"983","2010-11-24",4.28
"984","2010-11-26",4.44
"985","2010-11-29",4.33
"986","2010-11-30",4.27
"987","2010-12-01",4.25
"988","2010-12-02",4.46
"989","2010-12-03",4.29
"990","2010-12-06",4.32
"991","2010-12-07",4.44
"992","2010-12-08",4.36
"993","2010-12-09",4.26
"994","2010-12-10",4.56
"995","2010-12-13",4.75
"996","2010-12-14",4.67
"997","2010-12-15",4.81
"998","2010-12-16",5.15
"999","2010-12-17",5.5
"1000","2010-12-20",5.89
