"","date","NLTX"
"256","2015-03-12",12.03
"257","2015-03-13",12.08
"258","2015-03-16",11.5
"259","2015-03-17",11.14
"260","2015-03-18",11.044
"261","2015-03-19",11.27
"262","2015-03-20",10.82
"263","2015-03-23",9.02
"264","2015-03-24",9.2
"265","2015-03-25",8.9
"266","2015-03-26",8.689
"267","2015-03-27",8.1
"268","2015-03-30",8.5
"269","2015-03-31",8.22
"270","2015-04-01",8.28
"271","2015-04-02",7.96
"272","2015-04-06",7.79
"273","2015-04-07",8.125
"274","2015-04-08",8.2
"275","2015-04-09",8.25
"276","2015-04-10",8.47
"277","2015-04-13",8.17
"278","2015-04-14",8.35
"279","2015-04-15",8.02
"280","2015-04-16",7.99
"281","2015-04-17",7.58
"282","2015-04-20",7.92
"283","2015-04-21",8.32
"284","2015-04-22",7.91
"285","2015-04-23",7.8
"286","2015-04-24",7.77
"287","2015-04-27",7.47
"288","2015-04-28",7.51
"289","2015-04-29",7.13
"290","2015-04-30",6.76
"291","2015-05-01",6.94
"292","2015-05-04",6.72
"293","2015-05-05",7.1
"294","2015-05-06",6.76
"295","2015-05-07",6.94
"296","2015-05-08",7.06
"297","2015-05-11",7.451
"298","2015-05-12",7.78
"299","2015-05-13",7.4
"300","2015-05-14",7.51
"301","2015-05-15",7.34
"302","2015-05-18",7.44
"303","2015-05-19",7.39
"304","2015-05-20",7.44
"305","2015-05-21",7.25
"306","2015-05-22",7.15
"307","2015-05-26",7.514
"308","2015-05-27",7.3
"309","2015-05-28",7.274
"310","2015-05-29",7.897
"311","2015-06-01",8.14
"312","2015-06-02",8.04
"313","2015-06-03",8.53
"314","2015-06-04",8.323
"315","2015-06-05",8.068
"316","2015-06-08",7.84
"317","2015-06-09",7.8
"318","2015-06-10",7.6
"319","2015-06-11",7.44
"320","2015-06-12",7.49
"321","2015-06-15",7.46
"322","2015-06-16",7.15
"323","2015-06-17",7.115
"324","2015-06-18",7.5
"325","2015-06-19",7.54
"326","2015-06-22",8.04
"327","2015-06-23",7.98
"328","2015-06-24",7.88
"329","2015-06-25",7.27
"330","2015-06-26",7.21
"331","2015-06-29",6.82
"332","2015-06-30",6.94
"333","2015-07-01",6.92
"334","2015-07-02",7.01
"335","2015-07-06",7
"336","2015-07-07",7.03
"337","2015-07-08",6.55
"338","2015-07-09",2.13
"339","2015-07-10",1.94
"340","2015-07-13",1.95
"341","2015-07-14",1.89
"342","2015-07-15",1.83
"343","2015-07-16",1.825
"344","2015-07-17",1.8
"345","2015-07-20",1.75
"346","2015-07-21",1.74
"347","2015-07-22",1.73
"348","2015-07-23",1.7
"349","2015-07-24",1.51
"350","2015-07-27",1.46
"351","2015-07-28",1.77
"352","2015-07-29",1.71
"353","2015-07-30",1.64
"354","2015-07-31",1.84
"355","2015-08-03",1.72
"356","2015-08-04",1.78
"357","2015-08-05",1.76
"358","2015-08-06",1.79
"359","2015-08-07",10.42
"360","2015-08-10",18.879999
"361","2015-08-11",21.01
"362","2015-08-12",17.610001
"363","2015-08-13",20.290001
"364","2015-08-14",22.129999
"365","2015-08-17",20.700001
"366","2015-08-18",18.120001
"367","2015-08-19",17.23
"368","2015-08-20",17.33
"369","2015-08-21",18.35
"370","2015-08-24",17.700001
"371","2015-08-25",18.790001
"372","2015-08-26",18.299999
"373","2015-08-27",17.440001
"374","2015-08-28",17.24
"375","2015-08-31",17.110001
"376","2015-09-01",16.700001
"377","2015-09-02",16.950001
"378","2015-09-03",16.16
"379","2015-09-04",16.25
"380","2015-09-08",15.7
"381","2015-09-09",16.76
"382","2015-09-10",16.459999
"383","2015-09-11",17.26
"384","2015-09-14",17.58
"385","2015-09-15",18.139999
"386","2015-09-16",18.040001
"387","2015-09-17",17.92
"388","2015-09-18",18.790001
"389","2015-09-21",18.040001
"390","2015-09-22",18
"391","2015-09-23",18.43
"392","2015-09-24",18.32
"393","2015-09-25",17.25
"394","2015-09-28",15.97
"395","2015-09-29",13.98
"396","2015-09-30",14.07
"397","2015-10-01",13.26
"398","2015-10-02",12.9
"399","2015-10-05",13.53
"400","2015-10-06",13.32
"401","2015-10-07",13.26
"402","2015-10-08",12.79
"403","2015-10-09",12.9
"404","2015-10-12",14.78
"405","2015-10-13",14.23
"406","2015-10-14",15.22
"407","2015-10-15",15.77
"408","2015-10-16",15.85
"409","2015-10-19",15.55
"410","2015-10-20",14.95
"411","2015-10-21",14.26
"412","2015-10-22",14.13
"413","2015-10-23",14.47
"414","2015-10-26",14.31
"415","2015-10-27",14.06
"416","2015-10-28",14.9
"417","2015-10-29",14.56
"418","2015-10-30",15.29
"419","2015-11-02",16.360001
"420","2015-11-03",15.42
"421","2015-11-04",15.05
"422","2015-11-05",14.34
"423","2015-11-06",14
"424","2015-11-09",13.66
"425","2015-11-10",13.56
"426","2015-11-11",12.87
"427","2015-11-12",12.71
"428","2015-11-13",12.85
"429","2015-11-16",12.53
"430","2015-11-17",12.49
"431","2015-11-18",12.43
"432","2015-11-19",12.11
"433","2015-11-20",12.17
"434","2015-11-23",12.62
"435","2015-11-24",12.1
"436","2015-11-25",12.2
"437","2015-11-27",12.28
"438","2015-11-30",11.99
"439","2015-12-01",11.99
"440","2015-12-02",11.52
"441","2015-12-03",11.05
"442","2015-12-04",11.3
"443","2015-12-07",11.15
"444","2015-12-08",11.91
"445","2015-12-09",11.62
"446","2015-12-10",11.53
"447","2015-12-11",11.53
"448","2015-12-14",11.22
"449","2015-12-15",11.59
"450","2015-12-16",12.13
"451","2015-12-17",12.32
"452","2015-12-18",12.63
"453","2015-12-21",13.15
"454","2015-12-22",12.83
"455","2015-12-23",12.81
"456","2015-12-24",12.66
"457","2015-12-28",12.54
"458","2015-12-29",12.07
"459","2015-12-30",12.04
"460","2015-12-31",12.48
"461","2016-01-04",12.33
"462","2016-01-05",11.94
"463","2016-01-06",11.32
"464","2016-01-07",10.62
"465","2016-01-08",10.09
"466","2016-01-11",9.34
"467","2016-01-12",9.53
"468","2016-01-13",8.02
"469","2016-01-14",8.2
"470","2016-01-15",9.21
"471","2016-01-19",9.23
"472","2016-01-20",10
"473","2016-01-21",10.73
"474","2016-01-22",11.07
"475","2016-01-25",11.3
"476","2016-01-26",11.03
"477","2016-01-27",11.17
"478","2016-01-28",10.42
"479","2016-01-29",10.49
"480","2016-02-01",12.57
"481","2016-02-02",11.45
"482","2016-02-03",11.46
"483","2016-02-04",11.78
"484","2016-02-05",11.13
"485","2016-02-08",9.77
"486","2016-02-09",10.16
"487","2016-02-10",9.66
"488","2016-02-11",9.48
"489","2016-02-12",9.81
"490","2016-02-16",10.07
"491","2016-02-17",10.77
"492","2016-02-18",10.08
"493","2016-02-19",9.98
"494","2016-02-22",10.26
"495","2016-02-23",9.88
"496","2016-02-24",9.95
"497","2016-02-25",10.01
"498","2016-02-26",9.38
"499","2016-02-29",8.89
"500","2016-03-01",8.9
"501","2016-03-02",9.29
"502","2016-03-03",9.42
"503","2016-03-04",8.95
"504","2016-03-07",9.05
"505","2016-03-08",8.77
"506","2016-03-09",8.42
"507","2016-03-10",8.08
"508","2016-03-11",8.11
"509","2016-03-14",8.43
"510","2016-03-15",8.28
"511","2016-03-16",8.5
"512","2016-03-17",8.31
"513","2016-03-18",8.32
"514","2016-03-21",8.81
"515","2016-03-22",8.98
"516","2016-03-23",8.57
"517","2016-03-24",8.54
"518","2016-03-28",8.31
"519","2016-03-29",8.79
"520","2016-03-30",8.68
"521","2016-03-31",8.82
"522","2016-04-01",9.6
"523","2016-04-04",10.04
"524","2016-04-05",10.25
"525","2016-04-06",11
"526","2016-04-07",10.38
"527","2016-04-08",9.84
"528","2016-04-11",9.62
"529","2016-04-12",9.67
"530","2016-04-13",9.76
"531","2016-04-14",9.81
"532","2016-04-15",9.68
"533","2016-04-18",9.44
"534","2016-04-19",8.98
"535","2016-04-20",8.68
"536","2016-04-21",9.09
"537","2016-04-22",9.11
"538","2016-04-25",8.88
"539","2016-04-26",8.6
"540","2016-04-27",8.32
"541","2016-04-28",8.14
"542","2016-04-29",8.14
"543","2016-05-02",8.48
"544","2016-05-03",8.86
"545","2016-05-04",8.28
"546","2016-05-05",8.18
"547","2016-05-06",7.69
"548","2016-05-09",7.73
"549","2016-05-10",7.11
"550","2016-05-11",7.01
"551","2016-05-12",6.57
"552","2016-05-13",6.56
"553","2016-05-16",6.53
"554","2016-05-17",6.77
"555","2016-05-18",6.83
"556","2016-05-19",6.71
"557","2016-05-20",6.65
"558","2016-05-23",6.85
"559","2016-05-24",7.21
"560","2016-05-25",7.66
"561","2016-05-26",7.52
"562","2016-05-27",7.65
"563","2016-05-31",8.23
"564","2016-06-01",8.3
"565","2016-06-02",8.5
"566","2016-06-03",8.05
"567","2016-06-06",8.13
"568","2016-06-07",7.98
"569","2016-06-08",7.97
"570","2016-06-09",7.39
"571","2016-06-10",7.35
"572","2016-06-13",7.28
"573","2016-06-14",6.95
"574","2016-06-15",6.94
"575","2016-06-16",6.94
"576","2016-06-17",6.49
"577","2016-06-20",6.69
"578","2016-06-21",6.47
"579","2016-06-22",6.36
"580","2016-06-23",6.72
"581","2016-06-24",6.5
"582","2016-06-27",6.16
"583","2016-06-28",6.37
"584","2016-06-29",6.44
"585","2016-06-30",6.62
"586","2016-07-01",7.39
"587","2016-07-05",7.36
"588","2016-07-06",7.1
"589","2016-07-07",6.97
"590","2016-07-08",7.05
"591","2016-07-11",7.26
"592","2016-07-12",7.36
"593","2016-07-13",7.33
"594","2016-07-14",7.3
"595","2016-07-15",7.46
"596","2016-07-18",7.47
"597","2016-07-19",7.5
"598","2016-07-20",7.57
"599","2016-07-21",7.62
"600","2016-07-22",7.78
"601","2016-07-25",7.7
"602","2016-07-26",7.7
"603","2016-07-27",8.23
"604","2016-07-28",8.32
"605","2016-07-29",8.35
"606","2016-08-01",8.65
"607","2016-08-02",8.76
"608","2016-08-03",8.97
"609","2016-08-04",9.61
"610","2016-08-05",8.97
"611","2016-08-08",9.14
"612","2016-08-09",9.41
"613","2016-08-10",9.14
"614","2016-08-11",9.27
"615","2016-08-12",9.31
"616","2016-08-15",9.69
"617","2016-08-16",9.32
"618","2016-08-17",9
"619","2016-08-18",9.2
"620","2016-08-19",9.44
"621","2016-08-22",9.7
"622","2016-08-23",9.65
"623","2016-08-24",9.04
"624","2016-08-25",9.33
"625","2016-08-26",9.55
"626","2016-08-29",10.34
"627","2016-08-30",10.67
"628","2016-08-31",10.62
"629","2016-09-01",12.24
"630","2016-09-02",12.14
"631","2016-09-06",11.86
"632","2016-09-07",12.18
"633","2016-09-08",12.42
"634","2016-09-09",12.2
"635","2016-09-12",12.32
"636","2016-09-13",12.59
"637","2016-09-14",12.86
"638","2016-09-15",13.63
"639","2016-09-16",13.39
"640","2016-09-19",12.68
"641","2016-09-20",13.43
"642","2016-09-21",13.63
"643","2016-09-22",15
"644","2016-09-23",14.77
"645","2016-09-26",14.38
"646","2016-09-27",14.39
"647","2016-09-28",14.35
"648","2016-09-29",13.62
"649","2016-09-30",13.36
"650","2016-10-03",14.52
"651","2016-10-04",14.22
"652","2016-10-05",14.01
"653","2016-10-06",13.56
"654","2016-10-07",13.56
"655","2016-10-10",13.23
"656","2016-10-11",12.41
"657","2016-10-12",11.52
"658","2016-10-13",11.08
"659","2016-10-14",10.72
"660","2016-10-17",10.38
"661","2016-10-18",10.5
"662","2016-10-19",10.39
"663","2016-10-20",10.81
"664","2016-10-21",10.72
"665","2016-10-24",10.65
"666","2016-10-25",10.65
"667","2016-10-26",10.6
"668","2016-10-27",10.72
"669","2016-10-28",10.61
"670","2016-10-31",10.47
"671","2016-11-01",10.69
"672","2016-11-02",10.39
"673","2016-11-03",9.9
"674","2016-11-04",10.34
"675","2016-11-07",11.04
"676","2016-11-08",11.77
"677","2016-11-09",12.62
"678","2016-11-10",12.95
"679","2016-11-11",13.52
"680","2016-11-14",14.21
"681","2016-11-15",14.79
"682","2016-11-16",14.9
"683","2016-11-17",14.655
"684","2016-11-18",14.63
"685","2016-11-21",14.33
"686","2016-11-22",14.05
"687","2016-11-23",14.46
"688","2016-11-25",14.65
"689","2016-11-28",14.72
"690","2016-11-29",14.67
"691","2016-11-30",13.93
"692","2016-12-01",13.46
"693","2016-12-02",13.95
"694","2016-12-05",14.31
"695","2016-12-06",14.33
"696","2016-12-07",13.91
"697","2016-12-08",14.66
"698","2016-12-09",14.73
"699","2016-12-12",14.6
"700","2016-12-13",14.85
"701","2016-12-14",15.48
"702","2016-12-15",17.77
"703","2016-12-16",16.59
"704","2016-12-19",16.18
"705","2016-12-20",15.86
"706","2016-12-21",15.2
"707","2016-12-22",15.11
"708","2016-12-23",16.610001
"709","2016-12-27",16.02
"710","2016-12-28",17.32
"711","2016-12-29",16.91
"712","2016-12-30",16.51
"713","2017-01-03",16.200001
"714","2017-01-04",17.09
"715","2017-01-05",17.120001
"716","2017-01-06",17.75
"717","2017-01-09",17.799999
"718","2017-01-10",18.01
"719","2017-01-11",17.4
"720","2017-01-12",17.780001
"721","2017-01-13",17.92
"722","2017-01-17",17.5
"723","2017-01-18",18.27
"724","2017-01-19",17.969999
"725","2017-01-20",17.469999
"726","2017-01-23",18.1
"727","2017-01-24",18.15
"728","2017-01-25",18.059999
"729","2017-01-26",17.950001
"730","2017-01-27",18.27
"731","2017-01-30",17.629999
"732","2017-01-31",18.059999
"733","2017-02-01",18.25
"734","2017-02-02",18.66
"735","2017-02-03",18.84
"736","2017-02-06",19.219999
"737","2017-02-07",18.809999
"738","2017-02-08",19.280001
"739","2017-02-09",19.76
"740","2017-02-10",19.49
"741","2017-02-13",19.360001
"742","2017-02-14",19.360001
"743","2017-02-15",19.34
"744","2017-02-16",18.360001
"745","2017-02-17",18.290001
"746","2017-02-21",17.76
"747","2017-02-22",16.77
"748","2017-02-23",16.84
"749","2017-02-24",16.959999
"750","2017-02-27",17.879999
"751","2017-02-28",17.280001
"752","2017-03-01",17.860001
"753","2017-03-02",17.9
"754","2017-03-03",18.32
"755","2017-03-06",17.620001
"756","2017-03-07",17.1
"757","2017-03-08",17.35
"758","2017-03-09",17.43
"759","2017-03-10",16.93
"760","2017-03-13",16.68
"761","2017-03-14",16.34
"762","2017-03-15",16.41
"763","2017-03-16",16.59
"764","2017-03-17",16.690001
"765","2017-03-20",16.629999
"766","2017-03-21",15.48
"767","2017-03-22",15.09
"768","2017-03-23",15.27
"769","2017-03-24",15.39
"770","2017-03-27",15.89
"771","2017-03-28",16.360001
"772","2017-03-29",17.040001
"773","2017-03-30",16.959999
"774","2017-03-31",16.690001
"775","2017-04-03",16.59
"776","2017-04-04",16.200001
"777","2017-04-05",15.64
"778","2017-04-06",15.25
"779","2017-04-07",15.25
"780","2017-04-10",15.17
"781","2017-04-11",14.13
"782","2017-04-12",14.36
"783","2017-04-13",14.25
"784","2017-04-17",14.12
"785","2017-04-18",14.02
"786","2017-04-19",14.14
"787","2017-04-20",14.12
"788","2017-04-21",14.1
"789","2017-04-24",14.11
"790","2017-04-25",15.26
"791","2017-04-26",14.8
"792","2017-04-27",14.72
"793","2017-04-28",14.68
"794","2017-05-01",14.75
"795","2017-05-02",14.67
"796","2017-05-03",14.63
"797","2017-05-04",14.53
"798","2017-05-05",14.01
"799","2017-05-08",13.74
"800","2017-05-09",14.89
"801","2017-05-10",14.58
"802","2017-05-11",14.63
"803","2017-05-12",14.61
"804","2017-05-15",14.42
"805","2017-05-16",14.69
"806","2017-05-17",14.56
"807","2017-05-18",15.55
"808","2017-05-19",14.92
"809","2017-05-22",14.48
"810","2017-05-23",14.05
"811","2017-05-24",14.13
"812","2017-05-25",14.04
"813","2017-05-26",13.7
"814","2017-05-30",13.22
"815","2017-05-31",12.76
"816","2017-06-01",13.31
"817","2017-06-02",13.76
"818","2017-06-05",13.2
"819","2017-06-06",13.14
"820","2017-06-07",13.05
"821","2017-06-08",12.98
"822","2017-06-09",13.19
"823","2017-06-12",13.29
"824","2017-06-13",13.42
"825","2017-06-14",13.82
"826","2017-06-15",13.48
"827","2017-06-16",13.37
"828","2017-06-19",13.97
"829","2017-06-20",14.49
"830","2017-06-21",14.68
"831","2017-06-22",14.67
"832","2017-06-23",15.05
"833","2017-06-26",15.06
"834","2017-06-27",14.14
"835","2017-06-28",14.48
"836","2017-06-29",14.37
"837","2017-06-30",14.07
"838","2017-07-03",14.55
"839","2017-07-05",14.11
"840","2017-07-06",14.48
"841","2017-07-07",14.54
"842","2017-07-10",14.51
"843","2017-07-11",14.44
"844","2017-07-12",14.6
"845","2017-07-13",14.92
"846","2017-07-14",15.11
"847","2017-07-17",15.09
"848","2017-07-18",14.9
"849","2017-07-19",14.95
"850","2017-07-20",14.9
"851","2017-07-21",14.89
"852","2017-07-24",14.9
"853","2017-07-25",14.58
"854","2017-07-26",14.78
"855","2017-07-27",14.55
"856","2017-07-28",13.98
"857","2017-07-31",14.14
"858","2017-08-01",14.25
"859","2017-08-02",14.5
"860","2017-08-03",14.56
"861","2017-08-04",14.92
"862","2017-08-07",14.87
"863","2017-08-08",14.26
"864","2017-08-09",13.55
"865","2017-08-10",13.1
"866","2017-08-11",13.17
"867","2017-08-14",13.35
"868","2017-08-15",14.02
"869","2017-08-16",14.21
"870","2017-08-17",14.48
"871","2017-08-18",14.53
"872","2017-08-21",14.46
"873","2017-08-22",14.7
"874","2017-08-23",14.65
"875","2017-08-24",14.75
"876","2017-08-25",14.62
"877","2017-08-28",14.72
"878","2017-08-29",14.66
"879","2017-08-30",14.63
"880","2017-08-31",14.61
"881","2017-09-01",14.67
"882","2017-09-05",14.29
"883","2017-09-06",14.13
"884","2017-09-07",14.15
"885","2017-09-08",14.34
"886","2017-09-11",14.77
"887","2017-09-12",14.49
"888","2017-09-13",14.38
"889","2017-09-14",14.15
"890","2017-09-15",12.85
"891","2017-09-18",13.83
"892","2017-09-19",13.83
"893","2017-09-20",14.04
"894","2017-09-21",13.63
"895","2017-09-22",13.75
"896","2017-09-25",14.03
"897","2017-09-26",13.99
"898","2017-09-27",14.12
"899","2017-09-28",14.16
"900","2017-09-29",14.19
"901","2017-10-02",14.15
"902","2017-10-03",14.32
"903","2017-10-04",14.31
"904","2017-10-05",14.21
"905","2017-10-06",14.19
"906","2017-10-09",14
"907","2017-10-10",14.05
"908","2017-10-11",14.01
"909","2017-10-12",14
"910","2017-10-13",13.98
"911","2017-10-16",13.77
"912","2017-10-17",13.89
"913","2017-10-18",13.23
"914","2017-10-19",12.94
"915","2017-10-20",12.74
"916","2017-10-23",12.47
"917","2017-10-24",12.06
"918","2017-10-25",11.87
"919","2017-10-26",11.5
"920","2017-10-27",11.93
"921","2017-10-30",11.2
"922","2017-10-31",11.27
"923","2017-11-01",11.41
"924","2017-11-02",11.42
"925","2017-11-03",11.42
"926","2017-11-06",11.4
"927","2017-11-07",10.91
"928","2017-11-08",11.07
"929","2017-11-09",10.85
"930","2017-11-10",10.88
"931","2017-11-13",10.54
"932","2017-11-14",10.43
"933","2017-11-15",10.35
"934","2017-11-16",10.83
"935","2017-11-17",11.11
"936","2017-11-20",10.57
"937","2017-11-21",10.56
"938","2017-11-22",10.48
"939","2017-11-24",10.66
"940","2017-11-27",10.65
"941","2017-11-28",10.59
"942","2017-11-29",10.38
"943","2017-11-30",10.56
"944","2017-12-01",10.8
"945","2017-12-04",10.65
"946","2017-12-05",10.63
"947","2017-12-06",10.56
"948","2017-12-07",10.6
"949","2017-12-08",10.57
"950","2017-12-11",10.08
"951","2017-12-12",10.27
"952","2017-12-13",10.47
"953","2017-12-14",10.26
"954","2017-12-15",11.31
"955","2017-12-18",11.48
"956","2017-12-19",11.42
"957","2017-12-20",11.61
"958","2017-12-21",11.48
"959","2017-12-22",11.6
"960","2017-12-26",11.86
"961","2017-12-27",11.82
"962","2017-12-28",11.62
"963","2017-12-29",11.76
"964","2018-01-02",12
"965","2018-01-03",11.8
"966","2018-01-04",12.21
"967","2018-01-05",11.89
"968","2018-01-08",11.71
"969","2018-01-09",11.51
"970","2018-01-10",11.54
"971","2018-01-11",11.65
"972","2018-01-12",11.51
"973","2018-01-16",11.47
"974","2018-01-17",11.56
"975","2018-01-18",11.78
"976","2018-01-19",11.75
"977","2018-01-22",12.24
"978","2018-01-23",12.35
"979","2018-01-24",12.2
"980","2018-01-25",12.2
"981","2018-01-26",12.38
"982","2018-01-29",13.11
"983","2018-01-30",13
"984","2018-01-31",12.93
"985","2018-02-01",13.03
"986","2018-02-02",13.38
"987","2018-02-05",13.01
"988","2018-02-06",13.39
"989","2018-02-07",13.62
"990","2018-02-08",13.4
"991","2018-02-09",15.31
"992","2018-02-12",14.98
"993","2018-02-13",16
"994","2018-02-14",16.25
"995","2018-02-15",16.309999
"996","2018-02-16",14.62
"997","2018-02-20",14.45
