"","date","BSQR"
"155","2007-08-14",5.95
"156","2007-08-15",5.74
"157","2007-08-16",5.42
"158","2007-08-17",5.3
"159","2007-08-20",5.15
"160","2007-08-21",5.39
"161","2007-08-22",5.59
"162","2007-08-23",5.32
"163","2007-08-24",5.47
"164","2007-08-27",5.42
"165","2007-08-28",5.42
"166","2007-08-29",5.34
"167","2007-08-30",5.3
"168","2007-08-31",5.39
"169","2007-09-04",5.54
"170","2007-09-05",5.86
"171","2007-09-06",6.04
"172","2007-09-07",6.13
"173","2007-09-10",5.88
"174","2007-09-11",6.03
"175","2007-09-12",5.71
"176","2007-09-13",6.1
"177","2007-09-14",6.03
"178","2007-09-17",5.97
"179","2007-09-18",5.97
"180","2007-09-19",6.25
"181","2007-09-20",6.08
"182","2007-09-21",6.26
"183","2007-09-24",6
"184","2007-09-25",6.12
"185","2007-09-26",6.08
"186","2007-09-27",6.1
"187","2007-09-28",6.03
"188","2007-10-01",6.12
"189","2007-10-02",6.2
"190","2007-10-03",6.2
"191","2007-10-04",6.15
"192","2007-10-05",6.3
"193","2007-10-08",6.11
"194","2007-10-09",6.04
"195","2007-10-10",5.91
"196","2007-10-11",6.18
"197","2007-10-12",5.93
"198","2007-10-15",6.13
"199","2007-10-16",6
"200","2007-10-17",6.08
"201","2007-10-18",5.84
"202","2007-10-19",5.94
"203","2007-10-22",5.91
"204","2007-10-23",6.03
"205","2007-10-24",6.26
"206","2007-10-25",6.36
"207","2007-10-26",6.54
"208","2007-10-29",7.08
"209","2007-10-30",7.16
"210","2007-10-31",7.2
"211","2007-11-01",7.33
"212","2007-11-02",7.11
"213","2007-11-05",6.95
"214","2007-11-06",6.61
"215","2007-11-07",6.94
"216","2007-11-08",6.85
"217","2007-11-09",6.26
"218","2007-11-12",6.51
"219","2007-11-13",6.7
"220","2007-11-14",6.32
"221","2007-11-15",6.31
"222","2007-11-16",6.3
"223","2007-11-19",6.31
"224","2007-11-20",6.29
"225","2007-11-21",6.05
"226","2007-11-23",6.18
"227","2007-11-26",6.18
"228","2007-11-27",6.18
"229","2007-11-28",6.3
"230","2007-11-29",6.2
"231","2007-11-30",6.19
"232","2007-12-03",6.21
"233","2007-12-04",6.01
"234","2007-12-05",6.08
"235","2007-12-06",6.08
"236","2007-12-07",6.08
"237","2007-12-10",6.17
"238","2007-12-11",6.14
"239","2007-12-12",6.15
"240","2007-12-13",6.11
"241","2007-12-14",6.04
"242","2007-12-17",6
"243","2007-12-18",5.99
"244","2007-12-19",6.24
"245","2007-12-20",6.31
"246","2007-12-21",6.25
"247","2007-12-24",6.2
"248","2007-12-26",6.18
"249","2007-12-27",6.52
"250","2007-12-28",6.7
"251","2007-12-31",6.79
"252","2008-01-02",6.86
"253","2008-01-03",6.44
"254","2008-01-04",6.55
"255","2008-01-07",6.53
"256","2008-01-08",6.34
"257","2008-01-09",6.28
"258","2008-01-10",6.25
"259","2008-01-11",6.14
"260","2008-01-14",6.24
"261","2008-01-15",6.2
"262","2008-01-16",6.2
"263","2008-01-17",6.11
"264","2008-01-18",6.15
"265","2008-01-22",6.17
"266","2008-01-23",6.12
"267","2008-01-24",6.08
"268","2008-01-25",5.76
"269","2008-01-28",5.62
"270","2008-01-29",5.68
"271","2008-01-30",5.84
"272","2008-01-31",5.79
"273","2008-02-01",5.69
"274","2008-02-04",5.61
"275","2008-02-05",5.7
"276","2008-02-06",5.43
"277","2008-02-07",5.2
"278","2008-02-08",5.23
"279","2008-02-11",5.3
"280","2008-02-12",5.24
"281","2008-02-13",5.21
"282","2008-02-14",5.28
"283","2008-02-15",5.37
"284","2008-02-19",5.41
"285","2008-02-20",5.13
"286","2008-02-21",5.34
"287","2008-02-22",5.15
"288","2008-02-25",4.75
"289","2008-02-26",4.81
"290","2008-02-27",4.65
"291","2008-02-28",4.69
"292","2008-02-29",4.32
"293","2008-03-03",4.05
"294","2008-03-04",4.22
"295","2008-03-05",4.23
"296","2008-03-06",4.1
"297","2008-03-07",4.15
"298","2008-03-10",3.79
"299","2008-03-11",4.02
"300","2008-03-12",3.88
"301","2008-03-13",4.02
"302","2008-03-14",3.97
"303","2008-03-17",3.94
"304","2008-03-18",3.91
"305","2008-03-19",3.88
"306","2008-03-20",3.8
"307","2008-03-24",3.77
"308","2008-03-25",3.78
"309","2008-03-26",3.84
"310","2008-03-27",3.79
"311","2008-03-28",3.86
"312","2008-03-31",3.9
"313","2008-04-01",3.89
"314","2008-04-02",4.09
"315","2008-04-03",4.31
"316","2008-04-04",4.11
"317","2008-04-07",4.55
"318","2008-04-08",4.54
"319","2008-04-09",4.59
"320","2008-04-10",4.64
"321","2008-04-11",4.48
"322","2008-04-14",4.59
"323","2008-04-15",4.48
"324","2008-04-16",4.6
"325","2008-04-17",4.6
"326","2008-04-18",4.75
"327","2008-04-21",4.83
"328","2008-04-22",4.72
"329","2008-04-23",4.73
"330","2008-04-24",4.61
"331","2008-04-25",4.76
"332","2008-04-28",4.74
"333","2008-04-29",4.88
"334","2008-04-30",4.81
"335","2008-05-01",4.94
"336","2008-05-02",4.72
"337","2008-05-05",4.96
"338","2008-05-06",4.94
"339","2008-05-07",4.74
"340","2008-05-08",4.99
"341","2008-05-09",5.12
"342","2008-05-12",5.17
"343","2008-05-13",5.09
"344","2008-05-14",5.06
"345","2008-05-15",5.07
"346","2008-05-16",5
"347","2008-05-19",4.76
"348","2008-05-20",4.9
"349","2008-05-21",4.79
"350","2008-05-22",4.65
"351","2008-05-23",4.71
"352","2008-05-27",4.78
"353","2008-05-28",4.87
"354","2008-05-29",4.72
"355","2008-05-30",4.77
"356","2008-06-02",4.82
"357","2008-06-03",4.78
"358","2008-06-04",4.76
"359","2008-06-05",4.78
"360","2008-06-06",4.69
"361","2008-06-09",4.79
"362","2008-06-10",4.75
"363","2008-06-11",4.64
"364","2008-06-12",4.63
"365","2008-06-13",4.69
"366","2008-06-16",4.74
"367","2008-06-17",4.59
"368","2008-06-18",4.67
"369","2008-06-19",4.64
"370","2008-06-20",4.72
"371","2008-06-23",4.8
"372","2008-06-24",4.81
"373","2008-06-25",4.77
"374","2008-06-26",4.63
"375","2008-06-27",4.7
"376","2008-06-30",4.83
"377","2008-07-01",4.83
"378","2008-07-02",4.76
"379","2008-07-03",4.77
"380","2008-07-07",4.76
"381","2008-07-08",4.68
"382","2008-07-09",4.7
"383","2008-07-10",4.47
"384","2008-07-11",4.45
"385","2008-07-14",4.24
"386","2008-07-15",4.2
"387","2008-07-16",3.9
"388","2008-07-17",3.82
"389","2008-07-18",3.87
"390","2008-07-21",3.97
"391","2008-07-22",3.83
"392","2008-07-23",3.96
"393","2008-07-24",3.86
"394","2008-07-25",3.54
"395","2008-07-28",3.59
"396","2008-07-29",3.56
"397","2008-07-30",3.66
"398","2008-07-31",3.78
"399","2008-08-01",3.78
"400","2008-08-04",3.55
"401","2008-08-05",3.93
"402","2008-08-06",4.32
"403","2008-08-07",4.3
"404","2008-08-08",4
"405","2008-08-11",3.98
"406","2008-08-12",4
"407","2008-08-13",3.92
"408","2008-08-14",3.8
"409","2008-08-15",3.54
"410","2008-08-18",3.5
"411","2008-08-19",3.48
"412","2008-08-20",3.4
"413","2008-08-21",3.58
"414","2008-08-22",3.65
"415","2008-08-25",3.65
"416","2008-08-26",3.64
"417","2008-08-27",3.57
"418","2008-08-28",3.64
"419","2008-08-29",3.73
"420","2008-09-02",3.71
"421","2008-09-03",3.52
"422","2008-09-04",3.58
"423","2008-09-05",3.55
"424","2008-09-08",3.61
"425","2008-09-09",3.46
"426","2008-09-10",3.5
"427","2008-09-11",3.53
"428","2008-09-12",3.6
"429","2008-09-15",3.62
"430","2008-09-16",3.65
"431","2008-09-17",3.53
"432","2008-09-18",3.48
"433","2008-09-19",3.51
"434","2008-09-22",3.5
"435","2008-09-23",3.46
"436","2008-09-24",3.52
"437","2008-09-25",3.66
"438","2008-09-26",3.7
"439","2008-09-29",3.67
"440","2008-09-30",3.65
"441","2008-10-01",3.49
"442","2008-10-02",3.41
"443","2008-10-03",3.41
"444","2008-10-06",3.3
"445","2008-10-07",3.03
"446","2008-10-08",3.06
"447","2008-10-09",2.85
"448","2008-10-10",2.79
"449","2008-10-13",2.77
"450","2008-10-14",2.53
"451","2008-10-15",2.42
"452","2008-10-16",2.48
"453","2008-10-17",2.53
"454","2008-10-20",2.56
"455","2008-10-21",2.56
"456","2008-10-22",2.47
"457","2008-10-23",2.56
"458","2008-10-24",2.58
"459","2008-10-27",2.54
"460","2008-10-28",2.65
"461","2008-10-29",2.69
"462","2008-10-30",2.72
"463","2008-10-31",2.84
"464","2008-11-03",2.68
"465","2008-11-04",2.73
"466","2008-11-05",2.85
"467","2008-11-06",2.85
"468","2008-11-07",2.8
"469","2008-11-10",2.8
"470","2008-11-11",2.93
"471","2008-11-12",2.94
"472","2008-11-13",2.9
"473","2008-11-14",2.93
"474","2008-11-17",2.74
"475","2008-11-18",2.75
"476","2008-11-19",2.8
"477","2008-11-20",2.59
"478","2008-11-21",2.43
"479","2008-11-24",2.32
"480","2008-11-25",2.05
"481","2008-11-26",2.48
"482","2008-11-28",2.48
"483","2008-12-01",2.75
"484","2008-12-02",2.6
"485","2008-12-03",2.53
"486","2008-12-04",2.75
"487","2008-12-05",2.79
"488","2008-12-08",2.68
"489","2008-12-09",2.8
"490","2008-12-10",2.77
"491","2008-12-11",2.72
"492","2008-12-12",2.39
"493","2008-12-15",2.45
"494","2008-12-16",2.5
"495","2008-12-17",2.41
"496","2008-12-18",2.43
"497","2008-12-19",2.46
"498","2008-12-22",2.48
"499","2008-12-23",2.38
"500","2008-12-24",2.45
"501","2008-12-26",2.45
"502","2008-12-29",2.36
"503","2008-12-30",2.33
"504","2008-12-31",2.36
"505","2009-01-02",2.29
"506","2009-01-05",2.29
"507","2009-01-06",2.75
"508","2009-01-07",2.75
"509","2009-01-08",2.55
"510","2009-01-09",2.69
"511","2009-01-12",2.78
"512","2009-01-13",2.57
"513","2009-01-14",2.6
"514","2009-01-15",2.6
"515","2009-01-16",2.52
"516","2009-01-20",2.47
"517","2009-01-21",2.4
"518","2009-01-22",2.29
"519","2009-01-23",2.47
"520","2009-01-26",2.45
"521","2009-01-27",2.44
"522","2009-01-28",2.54
"523","2009-01-29",2.58
"524","2009-01-30",2.49
"525","2009-02-02",2.41
"526","2009-02-03",2.26
"527","2009-02-04",2.57
"528","2009-02-05",2.41
"529","2009-02-06",2.46
"530","2009-02-09",2.35
"531","2009-02-10",2.4
"532","2009-02-11",2.42
"533","2009-02-12",1.74
"534","2009-02-13",1.81
"535","2009-02-17",1.71
"536","2009-02-18",1.4
"537","2009-02-19",1.53
"538","2009-02-20",1.59
"539","2009-02-23",1.67
"540","2009-02-24",1.65
"541","2009-02-25",1.7
"542","2009-02-26",1.75
"543","2009-02-27",1.6
"544","2009-03-02",1.61
"545","2009-03-03",1.6
"546","2009-03-04",1.61
"547","2009-03-05",1.56
"548","2009-03-06",1.47
"549","2009-03-09",1.44
"550","2009-03-10",1.41
"551","2009-03-11",1.2
"552","2009-03-12",1.09
"553","2009-03-13",1.02
"554","2009-03-16",1.06
"555","2009-03-17",1.04
"556","2009-03-18",1.14
"557","2009-03-19",1.36
"558","2009-03-20",1.57
"559","2009-03-23",1.16
"560","2009-03-24",1.37
"561","2009-03-25",1.42
"562","2009-03-26",1.49
"563","2009-03-27",1.39
"564","2009-03-30",1.7
"565","2009-03-31",1.8
"566","2009-04-01",1.82
"567","2009-04-02",1.9
"568","2009-04-03",1.84
"569","2009-04-06",1.78
"570","2009-04-07",1.68
"571","2009-04-08",1.69
"572","2009-04-09",1.81
"573","2009-04-13",1.7
"574","2009-04-14",1.75
"575","2009-04-15",1.71
"576","2009-04-16",1.75
"577","2009-04-17",1.7
"578","2009-04-20",1.7
"579","2009-04-21",1.7
"580","2009-04-22",1.72
"581","2009-04-23",1.77
"582","2009-04-24",2.39
"583","2009-04-27",2.4
"584","2009-04-28",2.17
"585","2009-04-29",2.15
"586","2009-04-30",2.35
"587","2009-05-01",2.1
"588","2009-05-04",2.15
"589","2009-05-05",2.36
"590","2009-05-06",2.4
"591","2009-05-07",2.2
"592","2009-05-08",1.99
"593","2009-05-11",2.02
"594","2009-05-12",2.2
"595","2009-05-13",2
"596","2009-05-14",1.92
"597","2009-05-15",1.74
"598","2009-05-18",1.65
"599","2009-05-19",1.73
"600","2009-05-20",1.87
"601","2009-05-21",1.71
"602","2009-05-22",1.86
"603","2009-05-26",1.8
"604","2009-05-27",1.77
"605","2009-05-28",1.78
"606","2009-05-29",1.81
"607","2009-06-01",1.8
"608","2009-06-02",2.03
"609","2009-06-03",1.96
"610","2009-06-04",2.24
"611","2009-06-05",2.01
"612","2009-06-08",2.17
"613","2009-06-09",2.3
"614","2009-06-10",2.06
"615","2009-06-11",2.28
"616","2009-06-12",2.14
"617","2009-06-15",2.21
"618","2009-06-16",2.37
"619","2009-06-17",2.26
"620","2009-06-18",2.33
"621","2009-06-19",2.38
"622","2009-06-22",2.27
"623","2009-06-23",2.3
"624","2009-06-24",2.35
"625","2009-06-25",2.55
"626","2009-06-26",2.58
"627","2009-06-29",2.79
"628","2009-06-30",2.97
"629","2009-07-01",2.8
"630","2009-07-02",2.79
"631","2009-07-06",2.74
"632","2009-07-07",2.75
"633","2009-07-08",2.61
"634","2009-07-09",2.67
"635","2009-07-10",2.58
"636","2009-07-13",2.75
"637","2009-07-14",2.78
"638","2009-07-15",2.78
"639","2009-07-16",2.62
"640","2009-07-17",2.74
"641","2009-07-20",2.66
"642","2009-07-21",2.71
"643","2009-07-22",2.72
"644","2009-07-23",2.63
"645","2009-07-24",2.74
"646","2009-07-27",2.6
"647","2009-07-28",2.67
"648","2009-07-29",2.6
"649","2009-07-30",2.59
"650","2009-07-31",2.64
"651","2009-08-03",2.53
"652","2009-08-04",2.48
"653","2009-08-05",2.55
"654","2009-08-06",2.59
"655","2009-08-07",2.59
"656","2009-08-10",2.51
"657","2009-08-11",2.52
"658","2009-08-12",2.43
"659","2009-08-13",2.38
"660","2009-08-14",2.39
"661","2009-08-17",2.33
"662","2009-08-18",2.34
"663","2009-08-19",2.37
"664","2009-08-20",2.14
"665","2009-08-21",2.23
"666","2009-08-24",2.18
"667","2009-08-25",2.22
"668","2009-08-26",2.25
"669","2009-08-27",2.24
"670","2009-08-28",2.26
"671","2009-08-31",2.22
"672","2009-09-01",2.25
"673","2009-09-02",2.24
"674","2009-09-03",2.23
"675","2009-09-04",2.23
"676","2009-09-08",2.27
"677","2009-09-09",2.28
"678","2009-09-10",2.27
"679","2009-09-11",2.27
"680","2009-09-14",2.29
"681","2009-09-15",2.43
"682","2009-09-16",2.49
"683","2009-09-17",2.54
"684","2009-09-18",2.42
"685","2009-09-21",2.38
"686","2009-09-22",2.44
"687","2009-09-23",2.48
"688","2009-09-24",2.41
"689","2009-09-25",2.42
"690","2009-09-28",2.51
"691","2009-09-29",2.5
"692","2009-09-30",2.6
"693","2009-10-01",2.5
"694","2009-10-02",2.41
"695","2009-10-05",2.46
"696","2009-10-06",2.56
"697","2009-10-07",2.46
"698","2009-10-08",2.4
"699","2009-10-09",2.46
"700","2009-10-12",2.46
"701","2009-10-13",2.39
"702","2009-10-14",2.4
"703","2009-10-15",2.4
"704","2009-10-16",2.4
"705","2009-10-19",2.33
"706","2009-10-20",2.42
"707","2009-10-21",2.34
"708","2009-10-22",2.33
"709","2009-10-23",2.44
"710","2009-10-26",2.45
"711","2009-10-27",2.53
"712","2009-10-28",2.42
"713","2009-10-29",2.34
"714","2009-10-30",2.32
"715","2009-11-02",2.49
"716","2009-11-03",2.57
"717","2009-11-04",2.54
"718","2009-11-05",2.56
"719","2009-11-06",2.47
"720","2009-11-09",2.44
"721","2009-11-10",2.34
"722","2009-11-11",2.26
"723","2009-11-12",2.45
"724","2009-11-13",2.36
"725","2009-11-16",2.28
"726","2009-11-17",2.41
"727","2009-11-18",2.27
"728","2009-11-19",2.25
"729","2009-11-20",2.23
"730","2009-11-23",2.25
"731","2009-11-24",2.19
"732","2009-11-25",2.2
"733","2009-11-27",2.22
"734","2009-11-30",2.17
"735","2009-12-01",2.25
"736","2009-12-02",2.24
"737","2009-12-03",2.2
"738","2009-12-04",2.22
"739","2009-12-07",2.29
"740","2009-12-08",2.31
"741","2009-12-09",2.47
"742","2009-12-10",2.44
"743","2009-12-11",2.54
"744","2009-12-14",2.5
"745","2009-12-15",2.5
"746","2009-12-16",2.35
"747","2009-12-17",2.4
"748","2009-12-18",2.48
"749","2009-12-21",2.35
"750","2009-12-22",2.3
"751","2009-12-23",2.49
"752","2009-12-24",2.39
"753","2009-12-28",2.3
"754","2009-12-29",2.35
"755","2009-12-30",2.41
"756","2009-12-31",2.5
"757","2010-01-04",2.52
"758","2010-01-05",2.75
"759","2010-01-06",2.58
"760","2010-01-07",2.8
"761","2010-01-08",2.85
"762","2010-01-11",2.87
"763","2010-01-12",2.85
"764","2010-01-13",2.83
"765","2010-01-14",2.85
"766","2010-01-15",2.69
"767","2010-01-19",2.47
"768","2010-01-20",2.39
"769","2010-01-21",2.46
"770","2010-01-22",2.43
"771","2010-01-25",2.49
"772","2010-01-26",2.45
"773","2010-01-27",2.42
"774","2010-01-28",2.5
"775","2010-01-29",2.46
"776","2010-02-01",2.48
"777","2010-02-02",2.41
"778","2010-02-03",2.36
"779","2010-02-04",2.35
"780","2010-02-05",2.33
"781","2010-02-08",2.31
"782","2010-02-09",2.33
"783","2010-02-10",2.29
"784","2010-02-11",2.26
"785","2010-02-12",2.32
"786","2010-02-16",2.39
"787","2010-02-17",2.36
"788","2010-02-18",2.36
"789","2010-02-19",2.29
"790","2010-02-22",2.34
"791","2010-02-23",2.27
"792","2010-02-24",2.26
"793","2010-02-25",2.29
"794","2010-02-26",2.3
"795","2010-03-01",2.27
"796","2010-03-02",2.31
"797","2010-03-03",2.35
"798","2010-03-04",2.27
"799","2010-03-05",2.35
"800","2010-03-08",2.54
"801","2010-03-09",2.7
"802","2010-03-10",2.72
"803","2010-03-11",2.69
"804","2010-03-12",2.71
"805","2010-03-15",2.6
"806","2010-03-16",2.56
"807","2010-03-17",2.68
"808","2010-03-18",2.58
"809","2010-03-19",2.82
"810","2010-03-22",2.61
"811","2010-03-23",2.61
"812","2010-03-24",2.68
"813","2010-03-25",2.6
"814","2010-03-26",2.49
"815","2010-03-29",2.42
"816","2010-03-30",2.44
"817","2010-03-31",2.32
"818","2010-04-01",2.38
"819","2010-04-05",2.36
"820","2010-04-06",2.45
"821","2010-04-07",2.46
"822","2010-04-08",2.55
"823","2010-04-09",2.61
"824","2010-04-12",2.68
"825","2010-04-13",2.64
"826","2010-04-14",2.65
"827","2010-04-15",2.7
"828","2010-04-16",2.7
"829","2010-04-19",2.69
"830","2010-04-20",2.68
"831","2010-04-21",2.6
"832","2010-04-22",2.85
"833","2010-04-23",2.67
"834","2010-04-26",2.78
"835","2010-04-27",2.65
"836","2010-04-28",2.75
"837","2010-04-29",2.7
"838","2010-04-30",2.56
"839","2010-05-03",2.59
"840","2010-05-04",2.9
"841","2010-05-05",2.58
"842","2010-05-06",2.59
"843","2010-05-07",2.56
"844","2010-05-10",2.67
"845","2010-05-11",2.7
"846","2010-05-12",2.66
"847","2010-05-13",2.63
"848","2010-05-14",2.6
"849","2010-05-17",2.57
"850","2010-05-18",2.63
"851","2010-05-19",2.46
"852","2010-05-20",2.52
"853","2010-05-21",2.4
"854","2010-05-24",2.46
"855","2010-05-25",2.35
"856","2010-05-26",2.43
"857","2010-05-27",2.4
"858","2010-05-28",2.51
"859","2010-06-01",2.55
"860","2010-06-02",2.4
"861","2010-06-03",2.35
"862","2010-06-04",2.42
"863","2010-06-07",2.41
"864","2010-06-08",2.44
"865","2010-06-09",2.36
"866","2010-06-10",2.33
"867","2010-06-11",2.3
"868","2010-06-14",2.25
"869","2010-06-15",2.44
"870","2010-06-16",2.36
"871","2010-06-17",2.3
"872","2010-06-18",2.34
"873","2010-06-21",2.3
"874","2010-06-22",2.19
"875","2010-06-23",2.53
"876","2010-06-24",2.44
"877","2010-06-25",2.28
"878","2010-06-28",2.34
"879","2010-06-29",2.18
"880","2010-06-30",2.18
"881","2010-07-01",2.11
"882","2010-07-02",2.72
"883","2010-07-06",2.75
"884","2010-07-07",2.74
"885","2010-07-08",2.67
"886","2010-07-09",2.6
"887","2010-07-12",2.64
"888","2010-07-13",2.67
"889","2010-07-14",2.85
"890","2010-07-15",3.04
"891","2010-07-16",3.09
"892","2010-07-19",2.97
"893","2010-07-20",3.01
"894","2010-07-21",3.06
"895","2010-07-22",3.23
"896","2010-07-23",3.15
"897","2010-07-26",3.15
"898","2010-07-27",3.06
"899","2010-07-28",3.21
"900","2010-07-29",3.19
"901","2010-07-30",3.17
"902","2010-08-02",3.12
"903","2010-08-03",3.13
"904","2010-08-04",3.21
"905","2010-08-05",3.23
"906","2010-08-06",3.45
"907","2010-08-09",3.34
"908","2010-08-10",3.35
"909","2010-08-11",3.19
"910","2010-08-12",3.4
"911","2010-08-13",3.22
"912","2010-08-16",3.17
"913","2010-08-17",3.25
"914","2010-08-18",3.08
"915","2010-08-19",2.98
"916","2010-08-20",3.02
"917","2010-08-23",2.98
"918","2010-08-24",2.93
"919","2010-08-25",2.96
"920","2010-08-26",2.93
"921","2010-08-27",2.86
"922","2010-08-30",2.9
"923","2010-08-31",2.88
"924","2010-09-01",2.84
"925","2010-09-02",2.87
"926","2010-09-03",2.89
"927","2010-09-07",2.79
"928","2010-09-08",2.84
"929","2010-09-09",2.9
"930","2010-09-10",3.25
"931","2010-09-13",3.4
"932","2010-09-14",3.47
"933","2010-09-15",3.35
"934","2010-09-16",3.28
"935","2010-09-17",3.36
"936","2010-09-20",3.36
"937","2010-09-21",3.26
"938","2010-09-22",3.12
"939","2010-09-23",3.15
"940","2010-09-24",3.27
"941","2010-09-27",3.15
"942","2010-09-28",3.36
"943","2010-09-29",3.41
"944","2010-09-30",3.37
"945","2010-10-01",3.33
"946","2010-10-04",3.33
"947","2010-10-05",3.49
"948","2010-10-06",3.5
"949","2010-10-07",3.75
"950","2010-10-08",3.74
"951","2010-10-11",3.74
"952","2010-10-12",3.71
"953","2010-10-13",3.63
"954","2010-10-14",3.68
"955","2010-10-15",3.68
"956","2010-10-18",3.58
"957","2010-10-19",3.52
"958","2010-10-20",3.49
"959","2010-10-21",3.51
"960","2010-10-22",3.71
"961","2010-10-25",3.66
"962","2010-10-26",3.65
"963","2010-10-27",3.77
"964","2010-10-28",3.76
"965","2010-10-29",3.75
"966","2010-11-01",3.8
"967","2010-11-02",3.85
"968","2010-11-03",3.83
"969","2010-11-04",3.93
"970","2010-11-05",4.05
"971","2010-11-08",4.12
"972","2010-11-09",4.18
"973","2010-11-10",4.15
"974","2010-11-11",4.1
"975","2010-11-12",4.43
"976","2010-11-15",4.83
"977","2010-11-16",5.19
"978","2010-11-17",5.38
"979","2010-11-18",5.69
"980","2010-11-19",5.69
"981","2010-11-22",6.04
"982","2010-11-23",6.05
"983","2010-11-24",5.9
"984","2010-11-26",6.02
"985","2010-11-29",6.25
"986","2010-11-30",6.2
"987","2010-12-01",6.23
"988","2010-12-02",6.3
"989","2010-12-03",6.59
"990","2010-12-06",6.89
"991","2010-12-07",6.76
"992","2010-12-08",6.76
"993","2010-12-09",6.94
"994","2010-12-10",6.97
"995","2010-12-13",6.96
"996","2010-12-14",6.94
"997","2010-12-15",7.97
"998","2010-12-16",8.53
"999","2010-12-17",8.34
