"","date","SGMO"
"241","2007-12-14",13.41
"242","2007-12-17",12.39
"243","2007-12-18",13.23
"244","2007-12-19",13.14
"245","2007-12-20",13.33
"246","2007-12-21",13.65
"247","2007-12-24",13.81
"248","2007-12-26",13.52
"249","2007-12-27",12.92
"250","2007-12-28",12.82
"251","2007-12-31",13.02
"252","2008-01-02",12.54
"253","2008-01-03",12.39
"254","2008-01-04",11.96
"255","2008-01-07",11.99
"256","2008-01-08",12.44
"257","2008-01-09",12.78
"258","2008-01-10",13.34
"259","2008-01-11",13.1
"260","2008-01-14",13.37
"261","2008-01-15",12.83
"262","2008-01-16",12.64
"263","2008-01-17",12.44
"264","2008-01-18",11.83
"265","2008-01-22",10.87
"266","2008-01-23",10.9
"267","2008-01-24",11.32
"268","2008-01-25",11.25
"269","2008-01-28",11.11
"270","2008-01-29",11.41
"271","2008-01-30",11.83
"272","2008-01-31",11.45
"273","2008-02-01",11.79
"274","2008-02-04",12.15
"275","2008-02-05",11.87
"276","2008-02-06",11.32
"277","2008-02-07",11.22
"278","2008-02-08",11
"279","2008-02-11",11.4
"280","2008-02-12",11.59
"281","2008-02-13",11.66
"282","2008-02-14",11.77
"283","2008-02-15",11.48
"284","2008-02-19",11.52
"285","2008-02-20",12.01
"286","2008-02-21",11.86
"287","2008-02-22",11.44
"288","2008-02-25",11.25
"289","2008-02-26",11.54
"290","2008-02-27",11.91
"291","2008-02-28",12.37
"292","2008-02-29",11.7
"293","2008-03-03",12.41
"294","2008-03-04",12.81
"295","2008-03-05",12.5
"296","2008-03-06",11.93
"297","2008-03-07",11.53
"298","2008-03-10",10.23
"299","2008-03-11",10.22
"300","2008-03-12",10.19
"301","2008-03-13",10.17
"302","2008-03-14",9.65
"303","2008-03-17",8.83
"304","2008-03-18",9.6
"305","2008-03-19",10.05
"306","2008-03-20",10.14
"307","2008-03-24",10.5
"308","2008-03-25",10.53
"309","2008-03-26",10.65
"310","2008-03-27",10.73
"311","2008-03-28",10.49
"312","2008-03-31",10.16
"313","2008-04-01",10.97
"314","2008-04-02",10.87
"315","2008-04-03",10.65
"316","2008-04-04",10.72
"317","2008-04-07",10.73
"318","2008-04-08",10.46
"319","2008-04-09",10.46
"320","2008-04-10",11.46
"321","2008-04-11",11.16
"322","2008-04-14",11.27
"323","2008-04-15",11.35
"324","2008-04-16",11.45
"325","2008-04-17",11.36
"326","2008-04-18",11.62
"327","2008-04-21",12
"328","2008-04-22",11.85
"329","2008-04-23",12.57
"330","2008-04-24",12.47
"331","2008-04-25",12.87
"332","2008-04-28",13.15
"333","2008-04-29",13.03
"334","2008-04-30",12.75
"335","2008-05-01",13.33
"336","2008-05-02",13.37
"337","2008-05-05",13.45
"338","2008-05-06",13.35
"339","2008-05-07",13.3
"340","2008-05-08",13.1
"341","2008-05-09",13.07
"342","2008-05-12",13.15
"343","2008-05-13",13.65
"344","2008-05-14",13.54
"345","2008-05-15",13.32
"346","2008-05-16",13.3
"347","2008-05-19",13.6
"348","2008-05-20",13.29
"349","2008-05-21",12.97
"350","2008-05-22",12.92
"351","2008-05-23",12.26
"352","2008-05-27",12.72
"353","2008-05-28",12.33
"354","2008-05-29",11.04
"355","2008-05-30",11.08
"356","2008-06-02",10.2
"357","2008-06-03",10.06
"358","2008-06-04",10.17
"359","2008-06-05",11.05
"360","2008-06-06",9.45
"361","2008-06-09",9.05
"362","2008-06-10",8.77
"363","2008-06-11",8.87
"364","2008-06-12",9.1
"365","2008-06-13",9.44
"366","2008-06-16",9.49
"367","2008-06-17",9.46
"368","2008-06-18",9.25
"369","2008-06-19",8.95
"370","2008-06-20",9.07
"371","2008-06-23",8.93
"372","2008-06-24",9.15
"373","2008-06-25",9.24
"374","2008-06-26",9.04
"375","2008-06-27",9.69
"376","2008-06-30",9.95
"377","2008-07-01",10.05
"378","2008-07-02",10.26
"379","2008-07-03",10.04
"380","2008-07-07",10.07
"381","2008-07-08",10.67
"382","2008-07-09",10.82
"383","2008-07-10",10.8
"384","2008-07-11",10.6
"385","2008-07-14",10.03
"386","2008-07-15",10.24
"387","2008-07-16",10.57
"388","2008-07-17",10.79
"389","2008-07-18",10.94
"390","2008-07-21",10.91
"391","2008-07-22",11.01
"392","2008-07-23",10.83
"393","2008-07-24",11.26
"394","2008-07-25",11.52
"395","2008-07-28",11.25
"396","2008-07-29",11.03
"397","2008-07-30",10.96
"398","2008-07-31",10.95
"399","2008-08-01",10.28
"400","2008-08-04",10.3
"401","2008-08-05",10.54
"402","2008-08-06",10.54
"403","2008-08-07",10.21
"404","2008-08-08",10.46
"405","2008-08-11",10.7
"406","2008-08-12",10.63
"407","2008-08-13",10.7
"408","2008-08-14",10.81
"409","2008-08-15",10.74
"410","2008-08-18",10.49
"411","2008-08-19",10.28
"412","2008-08-20",9.98
"413","2008-08-21",9.93
"414","2008-08-22",9.99
"415","2008-08-25",9.43
"416","2008-08-26",9.82
"417","2008-08-27",9.63
"418","2008-08-28",9.89
"419","2008-08-29",9.99
"420","2008-09-02",9.79
"421","2008-09-03",9.95
"422","2008-09-04",9.74
"423","2008-09-05",9.53
"424","2008-09-08",9.55
"425","2008-09-09",9.17
"426","2008-09-10",8.88
"427","2008-09-11",8.33
"428","2008-09-12",8.07
"429","2008-09-15",7.58
"430","2008-09-16",7.22
"431","2008-09-17",6.91
"432","2008-09-18",8.39
"433","2008-09-19",8.38
"434","2008-09-22",8.7
"435","2008-09-23",8.62
"436","2008-09-24",8.4
"437","2008-09-25",8.3
"438","2008-09-26",8.09
"439","2008-09-29",7.87
"440","2008-09-30",7.7
"441","2008-10-01",7.66
"442","2008-10-02",7.01
"443","2008-10-03",7.08
"444","2008-10-06",6.28
"445","2008-10-07",6.32
"446","2008-10-08",6.59
"447","2008-10-09",6.04
"448","2008-10-10",6.37
"449","2008-10-13",7.15
"450","2008-10-14",6.95
"451","2008-10-15",6.34
"452","2008-10-16",6.96
"453","2008-10-17",7
"454","2008-10-20",7.35
"455","2008-10-21",7.17
"456","2008-10-22",6.79
"457","2008-10-23",6.94
"458","2008-10-24",6.29
"459","2008-10-27",6.02
"460","2008-10-28",6.47
"461","2008-10-29",6.5
"462","2008-10-30",7.38
"463","2008-10-31",7.81
"464","2008-11-03",8.04
"465","2008-11-04",7.56
"466","2008-11-05",6.69
"467","2008-11-06",6.52
"468","2008-11-07",6.79
"469","2008-11-10",6.58
"470","2008-11-11",2.27
"471","2008-11-12",1.95
"472","2008-11-13",2.75
"473","2008-11-14",2.5
"474","2008-11-17",2.79
"475","2008-11-18",2.39
"476","2008-11-19",2.04
"477","2008-11-20",2.04
"478","2008-11-21",2.13
"479","2008-11-24",2.28
"480","2008-11-25",2.42
"481","2008-11-26",2.49
"482","2008-11-28",2.46
"483","2008-12-01",2.02
"484","2008-12-02",2.29
"485","2008-12-03",2.66
"486","2008-12-04",2.81
"487","2008-12-05",3.19
"488","2008-12-08",3.7
"489","2008-12-09",3.16
"490","2008-12-10",3.45
"491","2008-12-11",3.04
"492","2008-12-12",3.25
"493","2008-12-15",3.15
"494","2008-12-16",3.75
"495","2008-12-17",3.49
"496","2008-12-18",3.68
"497","2008-12-19",3.75
"498","2008-12-22",3.75
"499","2008-12-23",3.64
"500","2008-12-24",3.62
"501","2008-12-26",3.66
"502","2008-12-29",3.29
"503","2008-12-30",3.19
"504","2008-12-31",3.48
"505","2009-01-02",3.67
"506","2009-01-05",3.67
"507","2009-01-06",3.73
"508","2009-01-07",3.84
"509","2009-01-08",4.07
"510","2009-01-09",3.77
"511","2009-01-12",3.77
"512","2009-01-13",3.94
"513","2009-01-14",3.77
"514","2009-01-15",3.75
"515","2009-01-16",3.99
"516","2009-01-20",3.39
"517","2009-01-21",3.75
"518","2009-01-22",3.49
"519","2009-01-23",3.62
"520","2009-01-26",3.6
"521","2009-01-27",3.71
"522","2009-01-28",3.92
"523","2009-01-29",3.93
"524","2009-01-30",4.15
"525","2009-02-02",4.73
"526","2009-02-03",4.9
"527","2009-02-04",4.8
"528","2009-02-05",4.8
"529","2009-02-06",5.05
"530","2009-02-09",4.96
"531","2009-02-10",4.73
"532","2009-02-11",4.79
"533","2009-02-12",5.15
"534","2009-02-13",4.93
"535","2009-02-17",4.68
"536","2009-02-18",4.65
"537","2009-02-19",4.65
"538","2009-02-20",4.43
"539","2009-02-23",4.23
"540","2009-02-24",4.66
"541","2009-02-25",4.15
"542","2009-02-26",3.87
"543","2009-02-27",3.57
"544","2009-03-02",2.94
"545","2009-03-03",3.09
"546","2009-03-04",3.18
"547","2009-03-05",2.72
"548","2009-03-06",2.99
"549","2009-03-09",2.94
"550","2009-03-10",3.64
"551","2009-03-11",3.51
"552","2009-03-12",3.9
"553","2009-03-13",4.06
"554","2009-03-16",3.73
"555","2009-03-17",4.2
"556","2009-03-18",4.31
"557","2009-03-19",4.33
"558","2009-03-20",4.08
"559","2009-03-23",4.42
"560","2009-03-24",4.24
"561","2009-03-25",4.23
"562","2009-03-26",4.54
"563","2009-03-27",4.26
"564","2009-03-30",4.23
"565","2009-03-31",4.23
"566","2009-04-01",4.3
"567","2009-04-02",4.49
"568","2009-04-03",4.55
"569","2009-04-06",4.42
"570","2009-04-07",4.3
"571","2009-04-08",4.51
"572","2009-04-09",4.77
"573","2009-04-13",4.98
"574","2009-04-14",4.67
"575","2009-04-15",4.64
"576","2009-04-16",4.77
"577","2009-04-17",4.78
"578","2009-04-20",4.65
"579","2009-04-21",4.72
"580","2009-04-22",4.57
"581","2009-04-23",4.28
"582","2009-04-24",4.38
"583","2009-04-27",4.2
"584","2009-04-28",4.37
"585","2009-04-29",4.55
"586","2009-04-30",4.25
"587","2009-05-01",4.08
"588","2009-05-04",3.93
"589","2009-05-05",3.61
"590","2009-05-06",3.51
"591","2009-05-07",3.78
"592","2009-05-08",3.89
"593","2009-05-11",4.02
"594","2009-05-12",4.02
"595","2009-05-13",3.82
"596","2009-05-14",3.88
"597","2009-05-15",3.9
"598","2009-05-18",3.85
"599","2009-05-19",3.82
"600","2009-05-20",3.93
"601","2009-05-21",3.76
"602","2009-05-22",3.67
"603","2009-05-26",3.79
"604","2009-05-27",3.75
"605","2009-05-28",3.87
"606","2009-05-29",3.97
"607","2009-06-01",3.9
"608","2009-06-02",3.91
"609","2009-06-03",3.94
"610","2009-06-04",4.1
"611","2009-06-05",4.22
"612","2009-06-08",3.93
"613","2009-06-09",3.96
"614","2009-06-10",3.99
"615","2009-06-11",4.04
"616","2009-06-12",4.29
"617","2009-06-15",4.09
"618","2009-06-16",4.01
"619","2009-06-17",4.22
"620","2009-06-18",4.28
"621","2009-06-19",4.34
"622","2009-06-22",4.4
"623","2009-06-23",4.18
"624","2009-06-24",4.14
"625","2009-06-25",4.49
"626","2009-06-26",4.93
"627","2009-06-29",4.91
"628","2009-06-30",4.94
"629","2009-07-01",5
"630","2009-07-02",4.78
"631","2009-07-06",4.86
"632","2009-07-07",4.77
"633","2009-07-08",4.46
"634","2009-07-09",4.26
"635","2009-07-10",4.36
"636","2009-07-13",4.48
"637","2009-07-14",4.37
"638","2009-07-15",4.72
"639","2009-07-16",4.73
"640","2009-07-17",4.67
"641","2009-07-20",4.69
"642","2009-07-21",4.71
"643","2009-07-22",4.64
"644","2009-07-23",5
"645","2009-07-24",5.14
"646","2009-07-27",5.42
"647","2009-07-28",5.78
"648","2009-07-29",5.6
"649","2009-07-30",5.68
"650","2009-07-31",5.7
"651","2009-08-03",5.86
"652","2009-08-04",5.91
"653","2009-08-05",5.82
"654","2009-08-06",5.69
"655","2009-08-07",5.67
"656","2009-08-10",5.63
"657","2009-08-11",5.55
"658","2009-08-12",5.61
"659","2009-08-13",5.74
"660","2009-08-14",5.52
"661","2009-08-17",5.36
"662","2009-08-18",5.5
"663","2009-08-19",5.58
"664","2009-08-20",5.67
"665","2009-08-21",5.77
"666","2009-08-24",6.27
"667","2009-08-25",7.21
"668","2009-08-26",7.16
"669","2009-08-27",7.19
"670","2009-08-28",7.08
"671","2009-08-31",7.01
"672","2009-09-01",6.94
"673","2009-09-02",7.26
"674","2009-09-03",7.61
"675","2009-09-04",7.89
"676","2009-09-08",8.5
"677","2009-09-09",8.74
"678","2009-09-10",8.61
"679","2009-09-11",8.49
"680","2009-09-14",8.3
"681","2009-09-15",8.52
"682","2009-09-16",8.58
"683","2009-09-17",8.33
"684","2009-09-18",8.74
"685","2009-09-21",9.03
"686","2009-09-22",8.71
"687","2009-09-23",8.47
"688","2009-09-24",8.38
"689","2009-09-25",8.41
"690","2009-09-28",8.44
"691","2009-09-29",8.54
"692","2009-09-30",8.21
"693","2009-10-01",7.66
"694","2009-10-02",7.73
"695","2009-10-05",8.09
"696","2009-10-06",8
"697","2009-10-07",7.22
"698","2009-10-08",7.35
"699","2009-10-09",7.2
"700","2009-10-12",7.09
"701","2009-10-13",7.14
"702","2009-10-14",7.16
"703","2009-10-15",7.37
"704","2009-10-16",7.24
"705","2009-10-19",6.66
"706","2009-10-20",6.67
"707","2009-10-21",6.5
"708","2009-10-22",6.29
"709","2009-10-23",6.02
"710","2009-10-26",6.06
"711","2009-10-27",6.15
"712","2009-10-28",5.88
"713","2009-10-29",6.1
"714","2009-10-30",5.32
"715","2009-11-02",5.42
"716","2009-11-03",5.85
"717","2009-11-04",5.48
"718","2009-11-05",6.4
"719","2009-11-06",6.35
"720","2009-11-09",6.12
"721","2009-11-10",5.83
"722","2009-11-11",6.14
"723","2009-11-12",5.81
"724","2009-11-13",5.88
"725","2009-11-16",6.12
"726","2009-11-17",6.13
"727","2009-11-18",5.96
"728","2009-11-19",5.47
"729","2009-11-20",5.51
"730","2009-11-23",5.36
"731","2009-11-24",5.36
"732","2009-11-25",5.33
"733","2009-11-27",5.27
"734","2009-11-30",5.41
"735","2009-12-01",5.48
"736","2009-12-02",5.69
"737","2009-12-03",5.71
"738","2009-12-04",5.95
"739","2009-12-07",5.35
"740","2009-12-08",5.04
"741","2009-12-09",5.21
"742","2009-12-10",5.1
"743","2009-12-11",5.1
"744","2009-12-14",5.22
"745","2009-12-15",5.29
"746","2009-12-16",5.49
"747","2009-12-17",5.09
"748","2009-12-18",5.25
"749","2009-12-21",5.22
"750","2009-12-22",5.31
"751","2009-12-23",5.19
"752","2009-12-24",5.19
"753","2009-12-28",5.16
"754","2009-12-29",5.53
"755","2009-12-30",5.65
"756","2009-12-31",5.92
"757","2010-01-04",6.14
"758","2010-01-05",6.13
"759","2010-01-06",6.15
"760","2010-01-07",6.16
"761","2010-01-08",6.17
"762","2010-01-11",6.2
"763","2010-01-12",6.17
"764","2010-01-13",6.24
"765","2010-01-14",6.63
"766","2010-01-15",6.32
"767","2010-01-19",6.47
"768","2010-01-20",6.17
"769","2010-01-21",5.86
"770","2010-01-22",5.63
"771","2010-01-25",5.4
"772","2010-01-26",5.49
"773","2010-01-27",5.59
"774","2010-01-28",5.28
"775","2010-01-29",5.5
"776","2010-02-01",5.48
"777","2010-02-02",5.42
"778","2010-02-03",5.47
"779","2010-02-04",4.99
"780","2010-02-05",5.03
"781","2010-02-08",4.76
"782","2010-02-09",4.85
"783","2010-02-10",5
"784","2010-02-11",5.09
"785","2010-02-12",5.33
"786","2010-02-16",5.36
"787","2010-02-17",5.2
"788","2010-02-18",5.2
"789","2010-02-19",5.06
"790","2010-02-22",5.02
"791","2010-02-23",5.08
"792","2010-02-24",5.17
"793","2010-02-25",5.13
"794","2010-02-26",5.01
"795","2010-03-01",5.4
"796","2010-03-02",5.51
"797","2010-03-03",5.66
"798","2010-03-04",5.49
"799","2010-03-05",5.65
"800","2010-03-08",5.63
"801","2010-03-09",5.87
"802","2010-03-10",5.9
"803","2010-03-11",5.92
"804","2010-03-12",5.94
"805","2010-03-15",5.85
"806","2010-03-16",5.97
"807","2010-03-17",5.79
"808","2010-03-18",5.91
"809","2010-03-19",5.75
"810","2010-03-22",5.71
"811","2010-03-23",5.9
"812","2010-03-24",5.68
"813","2010-03-25",5.64
"814","2010-03-26",5.8
"815","2010-03-29",5.64
"816","2010-03-30",5.5
"817","2010-03-31",5.42
"818","2010-04-01",5.42
"819","2010-04-05",5.51
"820","2010-04-06",5.59
"821","2010-04-07",5.39
"822","2010-04-08",5.46
"823","2010-04-09",5.41
"824","2010-04-12",5.61
"825","2010-04-13",5.57
"826","2010-04-14",6.17
"827","2010-04-15",6.22
"828","2010-04-16",6.05
"829","2010-04-19",6.07
"830","2010-04-20",6.2
"831","2010-04-21",6.2
"832","2010-04-22",6.07
"833","2010-04-23",6.06
"834","2010-04-26",6.38
"835","2010-04-27",6.13
"836","2010-04-28",6.19
"837","2010-04-29",6.47
"838","2010-04-30",6.16
"839","2010-05-03",6.45
"840","2010-05-04",5.67
"841","2010-05-05",5.27
"842","2010-05-06",4.98
"843","2010-05-07",5.01
"844","2010-05-10",5.15
"845","2010-05-11",5.4
"846","2010-05-12",5.45
"847","2010-05-13",5.23
"848","2010-05-14",5
"849","2010-05-17",5.13
"850","2010-05-18",5.14
"851","2010-05-19",5
"852","2010-05-20",4.64
"853","2010-05-21",4.61
"854","2010-05-24",4.59
"855","2010-05-25",4.47
"856","2010-05-26",4.3
"857","2010-05-27",4.78
"858","2010-05-28",4.55
"859","2010-06-01",4.29
"860","2010-06-02",4.54
"861","2010-06-03",4.68
"862","2010-06-04",4.4
"863","2010-06-07",3.99
"864","2010-06-08",3.84
"865","2010-06-09",3.75
"866","2010-06-10",4.05
"867","2010-06-11",4.23
"868","2010-06-14",4.17
"869","2010-06-15",4.39
"870","2010-06-16",4.23
"871","2010-06-17",4.26
"872","2010-06-18",4.24
"873","2010-06-21",3.96
"874","2010-06-22",3.86
"875","2010-06-23",3.9
"876","2010-06-24",3.73
"877","2010-06-25",3.89
"878","2010-06-28",3.99
"879","2010-06-29",3.84
"880","2010-06-30",3.71
"881","2010-07-01",3.53
"882","2010-07-02",3.64
"883","2010-07-06",3.57
"884","2010-07-07",3.86
"885","2010-07-08",3.89
"886","2010-07-09",3.87
"887","2010-07-12",3.87
"888","2010-07-13",3.99
"889","2010-07-14",3.89
"890","2010-07-15",3.84
"891","2010-07-16",3.64
"892","2010-07-19",3.71
"893","2010-07-20",4.18
"894","2010-07-21",4.05
"895","2010-07-22",4.35
"896","2010-07-23",4.63
"897","2010-07-26",4.72
"898","2010-07-27",4.35
"899","2010-07-28",4.28
"900","2010-07-29",4.02
"901","2010-07-30",3.77
"902","2010-08-02",3.9
"903","2010-08-03",3.88
"904","2010-08-04",3.89
"905","2010-08-05",3.8
"906","2010-08-06",3.82
"907","2010-08-09",3.94
"908","2010-08-10",4.02
"909","2010-08-11",3.75
"910","2010-08-12",3.7
"911","2010-08-13",3.61
"912","2010-08-16",3.47
"913","2010-08-17",3.54
"914","2010-08-18",3.46
"915","2010-08-19",3.32
"916","2010-08-20",3.45
"917","2010-08-23",3.25
"918","2010-08-24",3.2
"919","2010-08-25",3.15
"920","2010-08-26",2.96
"921","2010-08-27",3
"922","2010-08-30",2.96
"923","2010-08-31",2.97
"924","2010-09-01",3.05
"925","2010-09-02",3.1
"926","2010-09-03",3.19
"927","2010-09-07",3.04
"928","2010-09-08",3.13
"929","2010-09-09",3.23
"930","2010-09-10",3.2
"931","2010-09-13",3.56
"932","2010-09-14",3.35
"933","2010-09-15",3.29
"934","2010-09-16",3.29
"935","2010-09-17",3.19
"936","2010-09-20",3.53
"937","2010-09-21",3.42
"938","2010-09-22",3.32
"939","2010-09-23",3.33
"940","2010-09-24",3.63
"941","2010-09-27",3.51
"942","2010-09-28",3.44
"943","2010-09-29",3.38
"944","2010-09-30",3.43
"945","2010-10-01",3.46
"946","2010-10-04",3.34
"947","2010-10-05",3.58
"948","2010-10-06",3.52
"949","2010-10-07",3.56
"950","2010-10-08",3.62
"951","2010-10-11",3.58
"952","2010-10-12",3.6
"953","2010-10-13",3.71
"954","2010-10-14",3.75
"955","2010-10-15",3.92
"956","2010-10-18",3.99
"957","2010-10-19",3.93
"958","2010-10-20",4.13
"959","2010-10-21",4.02
"960","2010-10-22",4.01
"961","2010-10-25",4.13
"962","2010-10-26",4
"963","2010-10-27",3.94
"964","2010-10-28",3.72
"965","2010-10-29",3.73
"966","2010-11-01",3.82
"967","2010-11-02",4.09
"968","2010-11-03",4.03
"969","2010-11-04",4.21
"970","2010-11-05",4.17
"971","2010-11-08",4.11
"972","2010-11-09",3.96
"973","2010-11-10",4.14
"974","2010-11-11",4.01
"975","2010-11-12",3.99
"976","2010-11-15",4.07
"977","2010-11-16",4.01
"978","2010-11-17",4.07
"979","2010-11-18",4.16
"980","2010-11-19",4.04
"981","2010-11-22",4.12
"982","2010-11-23",4.01
"983","2010-11-24",4.13
"984","2010-11-26",4.14
"985","2010-11-29",4.55
"986","2010-11-30",4.66
"987","2010-12-01",4.94
"988","2010-12-02",5.33
"989","2010-12-03",5.22
"990","2010-12-06",5.53
"991","2010-12-07",5.89
"992","2010-12-08",5.7
"993","2010-12-09",5.58
"994","2010-12-10",5.72
"995","2010-12-13",5.53
"996","2010-12-14",5.67
"997","2010-12-15",5.51
"998","2010-12-16",6.05
"999","2010-12-17",6.4
"1000","2010-12-20",6.69
