"","date","NATH"
"249","2007-12-27",17.43
"250","2007-12-28",17.139999
"251","2007-12-31",17.469999
"252","2008-01-02",17.860001
"253","2008-01-03",17.74
"254","2008-01-04",17.4
"255","2008-01-07",17.26
"256","2008-01-08",17.120001
"257","2008-01-09",16.790001
"258","2008-01-10",16.74
"259","2008-01-11",16.33
"260","2008-01-14",16.120001
"261","2008-01-15",15.98
"262","2008-01-16",15.1
"263","2008-01-17",15.33
"264","2008-01-18",16.549999
"265","2008-01-22",15.98
"266","2008-01-23",15.91
"267","2008-01-24",16.030001
"268","2008-01-25",15.97
"269","2008-01-28",15.96
"270","2008-01-29",15.96
"271","2008-01-30",15.83
"272","2008-01-31",16.09
"273","2008-02-01",16.450001
"274","2008-02-04",16.35
"275","2008-02-05",16.379999
"276","2008-02-06",16.389999
"277","2008-02-07",16.280001
"278","2008-02-08",16.26
"279","2008-02-11",16.27
"280","2008-02-12",16.34
"281","2008-02-13",16.25
"282","2008-02-14",16.139999
"283","2008-02-15",16.15
"284","2008-02-19",15.82
"285","2008-02-20",15.69
"286","2008-02-21",16.059999
"287","2008-02-22",15.98
"288","2008-02-25",15.75
"289","2008-02-26",15.58
"290","2008-02-27",15.49
"291","2008-02-28",15.51
"292","2008-02-29",15.9
"293","2008-03-03",16.280001
"294","2008-03-04",16.49
"295","2008-03-05",16.440001
"296","2008-03-06",16.42
"297","2008-03-07",16.23
"298","2008-03-10",15.83
"299","2008-03-11",15.21
"300","2008-03-12",15.6
"301","2008-03-13",15.29
"302","2008-03-14",14.9
"303","2008-03-17",13.8
"304","2008-03-18",13.52
"305","2008-03-19",13.06
"306","2008-03-20",13.04
"307","2008-03-24",13.03
"308","2008-03-25",13.19
"309","2008-03-26",13.15
"310","2008-03-27",13.63
"311","2008-03-28",13.57
"312","2008-03-31",14
"313","2008-04-01",14.29
"314","2008-04-02",13.77
"315","2008-04-03",13.76
"316","2008-04-04",14.21
"317","2008-04-07",14.4
"318","2008-04-08",13.47
"319","2008-04-09",13.83
"320","2008-04-10",13.27
"321","2008-04-11",13.81
"322","2008-04-14",13.41
"323","2008-04-15",13.58
"324","2008-04-16",13.82
"325","2008-04-17",13
"326","2008-04-18",13.05
"327","2008-04-21",13.06
"328","2008-04-22",13
"329","2008-04-23",13
"330","2008-04-24",13
"331","2008-04-25",12.96
"332","2008-04-28",13
"333","2008-04-29",13.32
"334","2008-04-30",13.3
"335","2008-05-01",13.28
"336","2008-05-02",13.51
"337","2008-05-05",13.65
"338","2008-05-06",13.3
"339","2008-05-07",13.31
"340","2008-05-08",13.36
"341","2008-05-09",13.9
"342","2008-05-12",14
"343","2008-05-13",14.07
"344","2008-05-14",14.53
"345","2008-05-15",14.29
"346","2008-05-16",14.23
"347","2008-05-19",13.61
"348","2008-05-20",13.91
"349","2008-05-21",13.67
"350","2008-05-22",13.68
"351","2008-05-23",14
"352","2008-05-27",14.14
"353","2008-05-28",14
"354","2008-05-29",13.81
"355","2008-05-30",14.03
"356","2008-06-02",13.44
"357","2008-06-03",13.39
"358","2008-06-04",13.57
"359","2008-06-05",13.83
"360","2008-06-06",13.77
"361","2008-06-09",13.79
"362","2008-06-10",13.79
"363","2008-06-11",13.89
"364","2008-06-12",14
"365","2008-06-13",13.95
"366","2008-06-16",14.03
"367","2008-06-17",14.25
"368","2008-06-18",14.25
"369","2008-06-19",14.25
"370","2008-06-20",14.27
"371","2008-06-23",14.41
"372","2008-06-24",14.4
"373","2008-06-25",14.55
"374","2008-06-26",14.69
"375","2008-06-27",15
"376","2008-06-30",15.2
"377","2008-07-01",15.54
"378","2008-07-02",15.24
"379","2008-07-03",14.76
"380","2008-07-07",14.8
"381","2008-07-08",14.9
"382","2008-07-09",14.92
"383","2008-07-10",15
"384","2008-07-11",14.9
"385","2008-07-14",14.69
"386","2008-07-15",14.76
"387","2008-07-16",14.26
"388","2008-07-17",14.48
"389","2008-07-18",14.74
"390","2008-07-21",14.74
"391","2008-07-22",14.25
"392","2008-07-23",14.49
"393","2008-07-24",14.57
"394","2008-07-25",14.5
"395","2008-07-28",14.46
"396","2008-07-29",14.62
"397","2008-07-30",14.53
"398","2008-07-31",14.64
"399","2008-08-01",14.6
"400","2008-08-04",14.64
"401","2008-08-05",14.55
"402","2008-08-06",15.02
"403","2008-08-07",15
"404","2008-08-08",15
"405","2008-08-11",15.1
"406","2008-08-12",15.25
"407","2008-08-13",15.36
"408","2008-08-14",15.73
"409","2008-08-15",15.75
"410","2008-08-18",15.85
"411","2008-08-19",15.87
"412","2008-08-20",16
"413","2008-08-21",15.96
"414","2008-08-22",15.71
"415","2008-08-25",15.71
"416","2008-08-26",15.41
"417","2008-08-27",15.74
"418","2008-08-28",15.86
"419","2008-08-29",15.99
"420","2008-09-02",15.67
"421","2008-09-03",16
"422","2008-09-04",16.040001
"423","2008-09-05",15.89
"424","2008-09-08",15.83
"425","2008-09-09",15.51
"426","2008-09-10",15.89
"427","2008-09-11",15.93
"428","2008-09-12",15.77
"429","2008-09-15",15.5
"430","2008-09-16",15.6
"431","2008-09-17",15.33
"432","2008-09-18",15.4
"433","2008-09-19",15.96
"434","2008-09-22",15.91
"435","2008-09-23",15.56
"436","2008-09-24",15.7
"437","2008-09-25",15.92
"438","2008-09-26",15.91
"439","2008-09-29",15.55
"440","2008-09-30",15.89
"441","2008-10-01",15.7
"442","2008-10-02",15.47
"443","2008-10-03",15.5
"444","2008-10-06",15.25
"445","2008-10-07",15.3
"446","2008-10-08",14.26
"447","2008-10-09",14.85
"448","2008-10-10",14.62
"449","2008-10-13",14.08
"450","2008-10-14",13.66
"451","2008-10-15",13.66
"452","2008-10-16",13.55
"453","2008-10-17",13.56
"454","2008-10-20",13.88
"455","2008-10-21",13.88
"456","2008-10-22",13.8
"457","2008-10-23",13.76
"458","2008-10-24",14.91
"459","2008-10-27",15
"460","2008-10-28",15.68
"461","2008-10-29",15.6
"462","2008-10-30",15.75
"463","2008-10-31",15.72
"464","2008-11-03",14.35
"465","2008-11-04",14.01
"466","2008-11-05",14
"467","2008-11-06",13.99
"468","2008-11-07",13.42
"469","2008-11-10",13.88
"470","2008-11-11",13.44
"471","2008-11-12",12.6
"472","2008-11-13",13.06
"473","2008-11-14",13.5
"474","2008-11-17",13.58
"475","2008-11-18",13.75
"476","2008-11-19",13.5
"477","2008-11-20",13.49
"478","2008-11-21",13.25
"479","2008-11-24",12.34
"480","2008-11-25",13.13
"481","2008-11-26",13.45
"482","2008-11-28",13.35
"483","2008-12-01",13
"484","2008-12-02",12.91
"485","2008-12-03",13
"486","2008-12-04",12.9
"487","2008-12-05",12.7
"488","2008-12-08",12.4
"489","2008-12-09",13.01
"490","2008-12-10",12.44
"491","2008-12-11",12.6
"492","2008-12-12",13.25
"493","2008-12-15",13.23
"494","2008-12-16",12.86
"495","2008-12-17",12.6
"496","2008-12-18",13.16
"497","2008-12-19",13.46
"498","2008-12-22",13.27
"499","2008-12-23",12.91
"500","2008-12-24",12.68
"501","2008-12-26",12.44
"502","2008-12-29",12.16
"503","2008-12-30",12.11
"504","2008-12-31",12.72
"505","2009-01-02",13.15
"506","2009-01-05",12.8
"507","2009-01-06",13.01
"508","2009-01-07",12.99
"509","2009-01-08",12.56
"510","2009-01-09",13.2
"511","2009-01-12",12.71
"512","2009-01-13",12.49
"513","2009-01-14",12.06
"514","2009-01-15",12.23
"515","2009-01-16",12.3
"516","2009-01-20",12.46
"517","2009-01-21",12.37
"518","2009-01-22",12.65
"519","2009-01-23",12.56
"520","2009-01-26",13.24
"521","2009-01-27",13.51
"522","2009-01-28",13.87
"523","2009-01-29",13.54
"524","2009-01-30",13.74
"525","2009-02-02",13.5
"526","2009-02-03",13.98
"527","2009-02-04",13.65
"528","2009-02-05",12.97
"529","2009-02-06",12.94
"530","2009-02-09",12.88
"531","2009-02-10",12.97
"532","2009-02-11",12.07
"533","2009-02-12",12.37
"534","2009-02-13",12.04
"535","2009-02-17",11.78
"536","2009-02-18",11.78
"537","2009-02-19",11.56
"538","2009-02-20",11.95
"539","2009-02-23",12
"540","2009-02-24",12
"541","2009-02-25",12.49
"542","2009-02-26",11.77
"543","2009-02-27",11.69
"544","2009-03-02",12.62
"545","2009-03-03",12.52
"546","2009-03-04",11.95
"547","2009-03-05",11.7
"548","2009-03-06",11.75
"549","2009-03-09",11.92
"550","2009-03-10",12.56
"551","2009-03-11",12.45
"552","2009-03-12",12.84
"553","2009-03-13",12.21
"554","2009-03-16",12.42
"555","2009-03-17",12.42
"556","2009-03-18",13.48
"557","2009-03-19",13.29
"558","2009-03-20",13.29
"559","2009-03-23",13.14
"560","2009-03-24",12.69
"561","2009-03-25",12.63
"562","2009-03-26",12.94
"563","2009-03-27",12.99
"564","2009-03-30",12.39
"565","2009-03-31",12.5
"566","2009-04-01",12.5
"567","2009-04-02",12.69
"568","2009-04-03",12.84
"569","2009-04-06",13.17
"570","2009-04-07",13.11
"571","2009-04-08",13.13
"572","2009-04-09",13.65
"573","2009-04-13",13.76
"574","2009-04-14",13.7
"575","2009-04-15",13.06
"576","2009-04-16",13.38
"577","2009-04-17",13.4
"578","2009-04-20",13.44
"579","2009-04-21",13.89
"580","2009-04-22",14.23
"581","2009-04-23",13.98
"582","2009-04-24",14.11
"583","2009-04-27",14.08
"584","2009-04-28",14.08
"585","2009-04-29",13.96
"586","2009-04-30",14.22
"587","2009-05-01",14.37
"588","2009-05-04",14.9
"589","2009-05-05",14.56
"590","2009-05-06",14
"591","2009-05-07",14
"592","2009-05-08",13.75
"593","2009-05-11",13.06
"594","2009-05-12",13.5
"595","2009-05-13",13.46
"596","2009-05-14",12.9
"597","2009-05-15",13.03
"598","2009-05-18",12.88
"599","2009-05-19",12.67
"600","2009-05-20",12.82
"601","2009-05-21",12.8
"602","2009-05-22",12.52
"603","2009-05-26",12.8
"604","2009-05-27",12.85
"605","2009-05-28",12.8
"606","2009-05-29",12.66
"607","2009-06-01",12.75
"608","2009-06-02",12.68
"609","2009-06-03",12.84
"610","2009-06-04",13.25
"611","2009-06-05",13.03
"612","2009-06-08",12.97
"613","2009-06-09",13.36
"614","2009-06-10",13.99
"615","2009-06-11",13.89
"616","2009-06-12",13.66
"617","2009-06-15",13.88
"618","2009-06-16",13.77
"619","2009-06-17",13.61
"620","2009-06-18",13.6
"621","2009-06-19",13.42
"622","2009-06-22",13.04
"623","2009-06-23",13.05
"624","2009-06-24",12.65
"625","2009-06-25",12.5
"626","2009-06-26",13.4
"627","2009-06-29",12.84
"628","2009-06-30",13.31
"629","2009-07-01",13.26
"630","2009-07-02",13.17
"631","2009-07-06",13.51
"632","2009-07-07",13.22
"633","2009-07-08",13.48
"634","2009-07-09",13.13
"635","2009-07-10",13.74
"636","2009-07-13",13.5
"637","2009-07-14",13.12
"638","2009-07-15",13.41
"639","2009-07-16",12.73
"640","2009-07-17",12.2
"641","2009-07-20",12.11
"642","2009-07-21",12.08
"643","2009-07-22",12.82
"644","2009-07-23",12.65
"645","2009-07-24",12.91
"646","2009-07-27",12.61
"647","2009-07-28",12.63
"648","2009-07-29",12.61
"649","2009-07-30",12.86
"650","2009-07-31",13
"651","2009-08-03",13.09
"652","2009-08-04",12.98
"653","2009-08-05",12.99
"654","2009-08-06",12.94
"655","2009-08-07",13.48
"656","2009-08-10",13.89
"657","2009-08-11",13.8
"658","2009-08-12",13.5
"659","2009-08-13",13.4
"660","2009-08-14",13.4
"661","2009-08-17",13.05
"662","2009-08-18",13.16
"663","2009-08-19",13.06
"664","2009-08-20",13.44
"665","2009-08-21",13.04
"666","2009-08-24",13.33
"667","2009-08-25",13.43
"668","2009-08-26",13.17
"669","2009-08-27",13.17
"670","2009-08-28",13.05
"671","2009-08-31",12.89
"672","2009-09-01",12.91
"673","2009-09-02",13.14
"674","2009-09-03",13.1
"675","2009-09-04",13.22
"676","2009-09-08",13.15
"677","2009-09-09",13.15
"678","2009-09-10",13.15
"679","2009-09-11",13.25
"680","2009-09-14",13.39
"681","2009-09-15",13.48
"682","2009-09-16",13.68
"683","2009-09-17",13.69
"684","2009-09-18",14
"685","2009-09-21",14.17
"686","2009-09-22",14.4
"687","2009-09-23",14.62
"688","2009-09-24",14.56
"689","2009-09-25",14.75
"690","2009-09-28",14.56
"691","2009-09-29",14.72
"692","2009-09-30",14.72
"693","2009-10-01",14.5
"694","2009-10-02",14.35
"695","2009-10-05",14.52
"696","2009-10-06",14.27
"697","2009-10-07",14.29
"698","2009-10-08",14.46
"699","2009-10-09",14.82
"700","2009-10-12",14.6
"701","2009-10-13",14.71
"702","2009-10-14",14.52
"703","2009-10-15",14.51
"704","2009-10-16",14.56
"705","2009-10-19",14.5
"706","2009-10-20",14.85
"707","2009-10-21",14.46
"708","2009-10-22",14.74
"709","2009-10-23",14.38
"710","2009-10-26",14.4
"711","2009-10-27",14.32
"712","2009-10-28",14.26
"713","2009-10-29",14.35
"714","2009-10-30",14.5
"715","2009-11-02",14.62
"716","2009-11-03",14.5
"717","2009-11-04",14.27
"718","2009-11-05",14.85
"719","2009-11-06",14.8
"720","2009-11-09",14.93
"721","2009-11-10",14.7
"722","2009-11-11",15
"723","2009-11-12",15.04
"724","2009-11-13",15.35
"725","2009-11-16",15.3
"726","2009-11-17",15.35
"727","2009-11-18",15.05
"728","2009-11-19",14.94
"729","2009-11-20",14.89
"730","2009-11-23",14.85
"731","2009-11-24",14.25
"732","2009-11-25",14.19
"733","2009-11-27",14.19
"734","2009-11-30",14.17
"735","2009-12-01",14.12
"736","2009-12-02",14.3
"737","2009-12-03",14.54
"738","2009-12-04",14.5
"739","2009-12-07",14.5
"740","2009-12-08",14.24
"741","2009-12-09",14.29
"742","2009-12-10",14.6
"743","2009-12-11",14.69
"744","2009-12-14",14.5
"745","2009-12-15",14.5
"746","2009-12-16",14.3
"747","2009-12-17",14.81
"748","2009-12-18",14.58
"749","2009-12-21",14.5
"750","2009-12-22",14.7
"751","2009-12-23",15.14
"752","2009-12-24",14.98
"753","2009-12-28",15.37
"754","2009-12-29",15.36
"755","2009-12-30",15.27
"756","2009-12-31",15.26
"757","2010-01-04",15
"758","2010-01-05",15.1
"759","2010-01-06",15.05
"760","2010-01-07",14.98
"761","2010-01-08",15.05
"762","2010-01-11",15.11
"763","2010-01-12",14.75
"764","2010-01-13",14.9
"765","2010-01-14",15.43
"766","2010-01-15",15.51
"767","2010-01-19",15.15
"768","2010-01-20",15.15
"769","2010-01-21",15.18
"770","2010-01-22",14.93
"771","2010-01-25",15.15
"772","2010-01-26",15.1
"773","2010-01-27",15.13
"774","2010-01-28",14.7
"775","2010-01-29",14.9
"776","2010-02-01",15.05
"777","2010-02-02",15.09
"778","2010-02-03",15.02
"779","2010-02-04",14.99
"780","2010-02-05",15.35
"781","2010-02-08",15.5
"782","2010-02-09",15.37
"783","2010-02-10",15.11
"784","2010-02-11",15
"785","2010-02-12",15.65
"786","2010-02-16",15.25
"787","2010-02-17",15.25
"788","2010-02-18",14.94
"789","2010-02-19",15.04
"790","2010-02-22",14.87
"791","2010-02-23",14.8
"792","2010-02-24",14.74
"793","2010-02-25",15
"794","2010-02-26",15.36
"795","2010-03-01",15.24
"796","2010-03-02",15.31
"797","2010-03-03",15.31
"798","2010-03-04",15.65
"799","2010-03-05",15.73
"800","2010-03-08",15.59
"801","2010-03-09",15.36
"802","2010-03-10",15.5
"803","2010-03-11",15.45
"804","2010-03-12",15.19
"805","2010-03-15",15.17
"806","2010-03-16",15.79
"807","2010-03-17",15.68
"808","2010-03-18",15.29
"809","2010-03-19",15.49
"810","2010-03-22",15.78
"811","2010-03-23",15.31
"812","2010-03-24",15.52
"813","2010-03-25",15.25
"814","2010-03-26",15.25
"815","2010-03-29",15.26
"816","2010-03-30",15.36
"817","2010-03-31",15.49
"818","2010-04-01",15.41
"819","2010-04-05",15.48
"820","2010-04-06",15.51
"821","2010-04-07",15.61
"822","2010-04-08",15.56
"823","2010-04-09",15.31
"824","2010-04-12",15.27
"825","2010-04-13",15.35
"826","2010-04-14",15.29
"827","2010-04-15",15.55
"828","2010-04-16",15.32
"829","2010-04-19",15.4
"830","2010-04-20",15.56
"831","2010-04-21",15.34
"832","2010-04-22",15.3
"833","2010-04-23",15.25
"834","2010-04-26",15.27
"835","2010-04-27",15.2
"836","2010-04-28",15.2
"837","2010-04-29",15.25
"838","2010-04-30",15.68
"839","2010-05-03",15.68
"840","2010-05-04",15.35
"841","2010-05-05",15.72
"842","2010-05-06",15.2
"843","2010-05-07",15.37
"844","2010-05-10",15.5
"845","2010-05-11",15.65
"846","2010-05-12",15.81
"847","2010-05-13",15.69
"848","2010-05-14",15.3
"849","2010-05-17",15.2
"850","2010-05-18",15.06
"851","2010-05-19",15.01
"852","2010-05-20",14.9
"853","2010-05-21",14.79
"854","2010-05-24",14.92
"855","2010-05-25",14.97
"856","2010-05-26",14.86
"857","2010-05-27",14.71
"858","2010-05-28",14.7
"859","2010-06-01",14.84
"860","2010-06-02",14.99
"861","2010-06-03",14.99
"862","2010-06-04",15.04
"863","2010-06-07",14.95
"864","2010-06-08",15
"865","2010-06-09",14.97
"866","2010-06-10",14.87
"867","2010-06-11",14.97
"868","2010-06-14",15.19
"869","2010-06-15",15.2
"870","2010-06-16",15.13
"871","2010-06-17",15.42
"872","2010-06-18",15.4
"873","2010-06-21",15.49
"874","2010-06-22",15.29
"875","2010-06-23",15.05
"876","2010-06-24",15.3
"877","2010-06-25",15.5
"878","2010-06-28",15.85
"879","2010-06-29",15.75
"880","2010-06-30",15.54
"881","2010-07-01",15.5
"882","2010-07-02",15.7
"883","2010-07-06",15.71
"884","2010-07-07",15.86
"885","2010-07-08",15.94
"886","2010-07-09",15.96
"887","2010-07-12",16.08
"888","2010-07-13",16
"889","2010-07-14",16.08
"890","2010-07-15",16.01
"891","2010-07-16",15.82
"892","2010-07-19",15.9
"893","2010-07-20",15.91
"894","2010-07-21",16.09
"895","2010-07-22",15.81
"896","2010-07-23",15.97
"897","2010-07-26",16.030001
"898","2010-07-27",15.75
"899","2010-07-28",15.78
"900","2010-07-29",15.62
"901","2010-07-30",15.72
"902","2010-08-02",15.5
"903","2010-08-03",15.55
"904","2010-08-04",15.55
"905","2010-08-05",15.45
"906","2010-08-06",15.64
"907","2010-08-09",15.21
"908","2010-08-10",15.23
"909","2010-08-11",15.1
"910","2010-08-12",15.07
"911","2010-08-13",15.2
"912","2010-08-16",15.3
"913","2010-08-17",15.55
"914","2010-08-18",15.52
"915","2010-08-19",15.63
"916","2010-08-20",15.74
"917","2010-08-23",15.6
"918","2010-08-24",15.54
"919","2010-08-25",15.56
"920","2010-08-26",15.56
"921","2010-08-27",15.51
"922","2010-08-30",15.51
"923","2010-08-31",15.51
"924","2010-09-01",15.48
"925","2010-09-02",15.59
"926","2010-09-03",15.7
"927","2010-09-07",15.51
"928","2010-09-08",15.61
"929","2010-09-09",15.68
"930","2010-09-10",15.68
"931","2010-09-13",15.52
"932","2010-09-14",15.67
"933","2010-09-15",15.58
"934","2010-09-16",15.59
"935","2010-09-17",15.63
"936","2010-09-20",15.79
"937","2010-09-21",15.84
"938","2010-09-22",15.94
"939","2010-09-23",15.85
"940","2010-09-24",15.75
"941","2010-09-27",16.110001
"942","2010-09-28",16.030001
"943","2010-09-29",16
"944","2010-09-30",15.94
"945","2010-10-01",16.15
"946","2010-10-04",16.32
"947","2010-10-05",16.4
"948","2010-10-06",16.469999
"949","2010-10-07",16.52
"950","2010-10-08",16.620001
"951","2010-10-11",16.51
"952","2010-10-12",16.66
"953","2010-10-13",16.59
"954","2010-10-14",17
"955","2010-10-15",17
"956","2010-10-18",16.610001
"957","2010-10-19",16.25
"958","2010-10-20",15.86
"959","2010-10-21",15.83
"960","2010-10-22",15.85
"961","2010-10-25",16.110001
"962","2010-10-26",16
"963","2010-10-27",16.040001
"964","2010-10-28",16
"965","2010-10-29",16.030001
"966","2010-11-01",16.120001
"967","2010-11-02",16.23
"968","2010-11-03",16.17
"969","2010-11-04",16.139999
"970","2010-11-05",16.26
"971","2010-11-08",16.200001
"972","2010-11-09",16.139999
"973","2010-11-10",15.83
"974","2010-11-11",15.75
"975","2010-11-12",15.6
"976","2010-11-15",15.66
"977","2010-11-16",16.209999
"978","2010-11-17",16.25
"979","2010-11-18",16.23
"980","2010-11-19",16.25
"981","2010-11-22",16.23
"982","2010-11-23",16.01
"983","2010-11-24",16.299999
"984","2010-11-26",16.18
"985","2010-11-29",16.139999
"986","2010-11-30",16.08
"987","2010-12-01",16.059999
"988","2010-12-02",16.040001
"989","2010-12-03",15.99
"990","2010-12-06",16
"991","2010-12-07",15.9
"992","2010-12-08",16.059999
"993","2010-12-09",16.059999
"994","2010-12-10",16.15
"995","2010-12-13",16.040001
"996","2010-12-14",16.299999
"997","2010-12-15",16.1
"998","2010-12-16",16.540001
"999","2010-12-17",16.549999
