"","date","MPAA"
"144","2007-07-30",12.15
"145","2007-07-31",12.45
"146","2007-08-01",12.45
"147","2007-08-02",12.25
"148","2007-08-03",12.3
"149","2007-08-06",12.2
"150","2007-08-07",12.3
"151","2007-08-08",12.3
"152","2007-08-09",12.5
"153","2007-08-10",12.2
"154","2007-08-13",12.2
"155","2007-08-14",11.75
"156","2007-08-15",12
"157","2007-08-16",12
"158","2007-08-17",12
"159","2007-08-20",12
"160","2007-08-21",11.5
"161","2007-08-22",11.3
"162","2007-08-23",11.3
"163","2007-08-24",11.5
"164","2007-08-27",11.5
"165","2007-08-28",11.5
"166","2007-08-29",12
"167","2007-08-30",11.75
"168","2007-08-31",11.75
"169","2007-09-04",11.5
"170","2007-09-05",11.5
"171","2007-09-06",11.55
"172","2007-09-07",11.55
"173","2007-09-10",11.5
"174","2007-09-11",11.5
"175","2007-09-12",11.75
"176","2007-09-13",11.75
"177","2007-09-14",11.75
"178","2007-09-17",11.5
"179","2007-09-18",11.5
"180","2007-09-19",11.75
"181","2007-09-20",11.75
"182","2007-09-21",11.5
"183","2007-09-24",11.5
"184","2007-09-25",11.8
"185","2007-09-26",11.8
"186","2007-09-27",11.9
"187","2007-09-28",12
"188","2007-10-01",12
"189","2007-10-02",12
"190","2007-10-03",12.1
"191","2007-10-04",12.1
"192","2007-10-05",12.1
"193","2007-10-08",12.1
"194","2007-10-09",12
"195","2007-10-10",12
"196","2007-10-11",12
"197","2007-10-12",12
"198","2007-10-15",12
"199","2007-10-16",11.75
"200","2007-10-17",11.75
"201","2007-10-18",12
"202","2007-10-19",12
"203","2007-10-22",11.75
"204","2007-10-23",11.75
"205","2007-10-24",11.75
"206","2007-10-25",11.75
"207","2007-10-26",11.5
"208","2007-10-29",11.5
"209","2007-10-30",11.5
"210","2007-10-31",11.75
"211","2007-11-01",11.75
"212","2007-11-02",11.5
"213","2007-11-05",11.5
"214","2007-11-06",11.5
"215","2007-11-07",11.5
"216","2007-11-08",11.75
"217","2007-11-09",11.75
"218","2007-11-12",11.5
"219","2007-11-13",10.5
"220","2007-11-14",10.75
"221","2007-11-15",10.45
"222","2007-11-16",10.77
"223","2007-11-19",10.5
"224","2007-11-20",10.75
"225","2007-11-21",10.75
"226","2007-11-23",10.75
"227","2007-11-26",10.9
"228","2007-11-27",10.75
"229","2007-11-28",10.75
"230","2007-11-29",10.75
"231","2007-11-30",11.75
"232","2007-12-03",11
"233","2007-12-04",11
"234","2007-12-05",10
"235","2007-12-06",11.1
"236","2007-12-07",11.1
"237","2007-12-10",11.1
"238","2007-12-11",11.1
"239","2007-12-12",10
"240","2007-12-13",10
"241","2007-12-14",10
"242","2007-12-17",11
"243","2007-12-18",10.25
"244","2007-12-19",10.75
"245","2007-12-20",10.5
"246","2007-12-21",9.36
"247","2007-12-24",9.8
"248","2007-12-26",10.41
"249","2007-12-27",10.52
"250","2007-12-28",10.32
"251","2007-12-31",10.96
"252","2008-01-02",10.25
"253","2008-01-03",10.2
"254","2008-01-04",10
"255","2008-01-07",10
"256","2008-01-08",9.7
"257","2008-01-09",9.25
"258","2008-01-10",9.25
"259","2008-01-11",9.5
"260","2008-01-14",9.25
"261","2008-01-15",9.05
"262","2008-01-16",9.05
"263","2008-01-17",8.98
"264","2008-01-18",8.1
"265","2008-01-22",8
"266","2008-01-23",8
"267","2008-01-24",8.09
"268","2008-01-25",7.9
"269","2008-01-28",8
"270","2008-01-29",8
"271","2008-01-30",7.97
"272","2008-01-31",8.18
"273","2008-02-01",8
"274","2008-02-04",7.95
"275","2008-02-05",7.65
"276","2008-02-06",7.21
"277","2008-02-07",7.6
"278","2008-02-08",8
"279","2008-02-11",7.5
"280","2008-02-12",7.75
"281","2008-02-13",7.8
"282","2008-02-14",7.8
"283","2008-02-15",7.71
"284","2008-02-19",7.74
"285","2008-02-20",7.8
"286","2008-02-21",7.74
"287","2008-02-22",7.5
"288","2008-02-25",7.75
"289","2008-02-26",7.75
"290","2008-02-27",7.75
"291","2008-02-28",7.75
"292","2008-02-29",7.74
"293","2008-03-03",7.74
"294","2008-03-04",7.34
"295","2008-03-05",7.25
"296","2008-03-06",7.1
"297","2008-03-07",7.49
"298","2008-03-10",7.4
"299","2008-03-11",7.4
"300","2008-03-12",7.4
"301","2008-03-13",7.25
"302","2008-03-14",7.02
"303","2008-03-17",6.3
"304","2008-03-18",6.02
"305","2008-03-19",6.02
"306","2008-03-20",6.39
"307","2008-03-24",6.02
"308","2008-03-25",6.17
"309","2008-03-26",6.28
"310","2008-03-27",5.98
"311","2008-03-28",5.84
"312","2008-03-31",6.02
"313","2008-04-01",5.99
"314","2008-04-02",6.04
"315","2008-04-03",5.98
"316","2008-04-04",5.98
"317","2008-04-07",5.98
"318","2008-04-08",5.98
"319","2008-04-09",5.98
"320","2008-04-10",5.98
"321","2008-04-11",6.11
"322","2008-04-14",5.98
"323","2008-04-15",6.1
"324","2008-04-16",6.1
"325","2008-04-17",6.04
"326","2008-04-18",6
"327","2008-04-21",6
"328","2008-04-22",6.4
"329","2008-04-23",6.06
"330","2008-04-24",6.13
"331","2008-04-25",6.13
"332","2008-04-28",6.95
"333","2008-04-29",7.3
"334","2008-04-30",6.91
"335","2008-05-01",7.1
"336","2008-05-02",7
"337","2008-05-05",7
"338","2008-05-06",7
"339","2008-05-07",7
"340","2008-05-08",7
"341","2008-05-09",7.25
"342","2008-05-12",7.25
"343","2008-05-13",6.82
"344","2008-05-14",7.25
"345","2008-05-15",7.25
"346","2008-05-16",7.17
"347","2008-05-19",7.2
"348","2008-05-20",7.06
"349","2008-05-21",7.13
"350","2008-05-22",7.25
"351","2008-05-23",7.04
"352","2008-05-27",7.29
"353","2008-05-28",7.08
"354","2008-05-29",7.06
"355","2008-05-30",7.09
"356","2008-06-02",7.38
"357","2008-06-03",7.5
"358","2008-06-04",7.36
"359","2008-06-05",7.27
"360","2008-06-06",7.27
"361","2008-06-09",7.54
"362","2008-06-10",7.65
"363","2008-06-11",7.65
"364","2008-06-12",7.45
"365","2008-06-13",7.9
"366","2008-06-16",9
"367","2008-06-17",8.86
"368","2008-06-18",8.02
"369","2008-06-19",7.61
"370","2008-06-20",7.97
"371","2008-06-23",7.63
"372","2008-06-24",7.54
"373","2008-06-25",7.75
"374","2008-06-26",7.43
"375","2008-06-27",7.03
"376","2008-06-30",7.55
"377","2008-07-01",7.5
"378","2008-07-02",7.04
"379","2008-07-03",6.81
"380","2008-07-07",6.8
"381","2008-07-08",6.75
"382","2008-07-09",7.02
"383","2008-07-10",6.69
"384","2008-07-11",6.69
"385","2008-07-14",6.55
"386","2008-07-15",6.5
"387","2008-07-16",6.6
"388","2008-07-17",6.6
"389","2008-07-18",6.5
"390","2008-07-21",6.4
"391","2008-07-22",6.57
"392","2008-07-23",6.5
"393","2008-07-24",6.7
"394","2008-07-25",6.58
"395","2008-07-28",6.2
"396","2008-07-29",6.35
"397","2008-07-30",6.6
"398","2008-07-31",6.5
"399","2008-08-01",6.5
"400","2008-08-04",6.31
"401","2008-08-05",6.35
"402","2008-08-06",6.54
"403","2008-08-07",6.69
"404","2008-08-08",6.6
"405","2008-08-11",6.43
"406","2008-08-12",6.4
"407","2008-08-13",6.35
"408","2008-08-14",6.5
"409","2008-08-15",6.45
"410","2008-08-18",6.25
"411","2008-08-19",6.26
"412","2008-08-20",6.2
"413","2008-08-21",6.25
"414","2008-08-22",6.13
"415","2008-08-25",6.25
"416","2008-08-26",6.32
"417","2008-08-27",6.34
"418","2008-08-28",6.7
"419","2008-08-29",7.04
"420","2008-09-02",7.03
"421","2008-09-03",7
"422","2008-09-04",6.9
"423","2008-09-05",6.81
"424","2008-09-08",7.1
"425","2008-09-09",7.01
"426","2008-09-10",7.11
"427","2008-09-11",6.8
"428","2008-09-12",7.13
"429","2008-09-15",6.56
"430","2008-09-16",7.12
"431","2008-09-17",6.51
"432","2008-09-18",6.5
"433","2008-09-19",6.26
"434","2008-09-22",6.6
"435","2008-09-23",6.5
"436","2008-09-24",6.5
"437","2008-09-25",6.5
"438","2008-09-26",6.45
"439","2008-09-29",5.67
"440","2008-09-30",6.04
"441","2008-10-01",5.99
"442","2008-10-02",5.47
"443","2008-10-03",5.47
"444","2008-10-06",5.38
"445","2008-10-07",5.1
"446","2008-10-08",5
"447","2008-10-09",3.95
"448","2008-10-10",4.56
"449","2008-10-13",4.75
"450","2008-10-14",4.8
"451","2008-10-15",4.69
"452","2008-10-16",4.5
"453","2008-10-17",4.49
"454","2008-10-20",4.85
"455","2008-10-21",4.88
"456","2008-10-22",4.66
"457","2008-10-23",4.66
"458","2008-10-24",4.26
"459","2008-10-27",4.8
"460","2008-10-28",4.51
"461","2008-10-29",4.82
"462","2008-10-30",4.1
"463","2008-10-31",4.56
"464","2008-11-03",4.24
"465","2008-11-04",4.75
"466","2008-11-05",4.22
"467","2008-11-06",4.72
"468","2008-11-07",4.72
"469","2008-11-10",4.75
"470","2008-11-11",4.74
"471","2008-11-12",4.08
"472","2008-11-13",4.1
"473","2008-11-14",4.45
"474","2008-11-17",4.15
"475","2008-11-18",3.94
"476","2008-11-19",3.56
"477","2008-11-20",3.69
"478","2008-11-21",3.36
"479","2008-11-24",3.2
"480","2008-11-25",3.67
"481","2008-11-26",3.84
"482","2008-11-28",3.84
"483","2008-12-01",4.2
"484","2008-12-02",3.9
"485","2008-12-03",4.49
"486","2008-12-04",4
"487","2008-12-05",4.25
"488","2008-12-08",4.25
"489","2008-12-09",3.97
"490","2008-12-10",3.5
"491","2008-12-11",3.85
"492","2008-12-12",3.88
"493","2008-12-15",3.98
"494","2008-12-16",3.5
"495","2008-12-17",3.51
"496","2008-12-18",3.8
"497","2008-12-19",3.4
"498","2008-12-22",3.6
"499","2008-12-23",3.7
"500","2008-12-24",3.5
"501","2008-12-26",3.74
"502","2008-12-29",3.48
"503","2008-12-30",3.35
"504","2008-12-31",3.9
"505","2009-01-02",3.99
"506","2009-01-05",3.99
"507","2009-01-06",3.97
"508","2009-01-07",3.65
"509","2009-01-08",3.65
"510","2009-01-09",3.9
"511","2009-01-12",3.88
"512","2009-01-13",4
"513","2009-01-14",4.4
"514","2009-01-15",4.95
"515","2009-01-16",5.1
"516","2009-01-20",4.9
"517","2009-01-21",4.75
"518","2009-01-22",4.5
"519","2009-01-23",4.5
"520","2009-01-26",4.67
"521","2009-01-27",4.8
"522","2009-01-28",4.8
"523","2009-01-29",5.16
"524","2009-01-30",4.6
"525","2009-02-02",4.65
"526","2009-02-03",4.6
"527","2009-02-04",4.62
"528","2009-02-05",4.75
"529","2009-02-06",4.58
"530","2009-02-09",4.8
"531","2009-02-10",4.42
"532","2009-02-11",4.5
"533","2009-02-12",4.5
"534","2009-02-13",4.35
"535","2009-02-17",4.26
"536","2009-02-18",4.26
"537","2009-02-19",4.21
"538","2009-02-20",4.1
"539","2009-02-23",4.13
"540","2009-02-24",4.28
"541","2009-02-25",3.95
"542","2009-02-26",3.99
"543","2009-02-27",4.12
"544","2009-03-02",3.87
"545","2009-03-03",3.89
"546","2009-03-04",3.95
"547","2009-03-05",3.82
"548","2009-03-06",3.45
"549","2009-03-09",3.3
"550","2009-03-10",3.15
"551","2009-03-11",3.1
"552","2009-03-12",3.46
"553","2009-03-13",3.35
"554","2009-03-16",3.33
"555","2009-03-17",3.33
"556","2009-03-18",3.7
"557","2009-03-19",3.59
"558","2009-03-20",3.85
"559","2009-03-23",3.85
"560","2009-03-24",3.88
"561","2009-03-25",4.01
"562","2009-03-26",4.14
"563","2009-03-27",4.05
"564","2009-03-30",4.15
"565","2009-03-31",4
"566","2009-04-01",4.13
"567","2009-04-02",4.32
"568","2009-04-03",4.1
"569","2009-04-06",4.1
"570","2009-04-07",4.17
"571","2009-04-08",4.24
"572","2009-04-09",4.32
"573","2009-04-13",4.17
"574","2009-04-14",4.1
"575","2009-04-15",4.11
"576","2009-04-16",4.11
"577","2009-04-17",4.18
"578","2009-04-20",4.18
"579","2009-04-21",4.2
"580","2009-04-22",4.4
"581","2009-04-23",4.26
"582","2009-04-24",4.26
"583","2009-04-27",4.25
"584","2009-04-28",4.25
"585","2009-04-29",4.49
"586","2009-04-30",4.39
"587","2009-05-01",4.63
"588","2009-05-04",4.62
"589","2009-05-05",4.6
"590","2009-05-06",4.58
"591","2009-05-07",4.58
"592","2009-05-08",4.79
"593","2009-05-11",4.6
"594","2009-05-12",4.58
"595","2009-05-13",4.71
"596","2009-05-14",4.61
"597","2009-05-15",4.51
"598","2009-05-18",4.6
"599","2009-05-19",4.6
"600","2009-05-20",4.65
"601","2009-05-21",4.63
"602","2009-05-22",4.65
"603","2009-05-26",4.65
"604","2009-05-27",4.65
"605","2009-05-28",4.45
"606","2009-05-29",4.46
"607","2009-06-01",4.6
"608","2009-06-02",4.6
"609","2009-06-03",4.49
"610","2009-06-04",4.5
"611","2009-06-05",4.45
"612","2009-06-08",4.5
"613","2009-06-09",4.6
"614","2009-06-10",4.45
"615","2009-06-11",4.4
"616","2009-06-12",4.24
"617","2009-06-15",3.73
"618","2009-06-16",3.85
"619","2009-06-17",3.86
"620","2009-06-18",3.95
"621","2009-06-19",4
"622","2009-06-22",3.89
"623","2009-06-23",3.93
"624","2009-06-24",3.8
"625","2009-06-25",3.9
"626","2009-06-26",4
"627","2009-06-29",4
"628","2009-06-30",3.9
"629","2009-07-01",3.92
"630","2009-07-02",4
"631","2009-07-06",4
"632","2009-07-07",4
"633","2009-07-08",3.99
"634","2009-07-09",4
"635","2009-07-10",3.94
"636","2009-07-13",4.19
"637","2009-07-14",4.19
"638","2009-07-15",4.29
"639","2009-07-16",4.05
"640","2009-07-17",4.07
"641","2009-07-20",4.08
"642","2009-07-21",4.1
"643","2009-07-22",4.1
"644","2009-07-23",4.08
"645","2009-07-24",4.07
"646","2009-07-27",4.14
"647","2009-07-28",4.1
"648","2009-07-29",4.17
"649","2009-07-30",4.12
"650","2009-07-31",4.32
"651","2009-08-03",4.72
"652","2009-08-04",4.65
"653","2009-08-05",4.64
"654","2009-08-06",4.54
"655","2009-08-07",4.75
"656","2009-08-10",4.67
"657","2009-08-11",5
"658","2009-08-12",5
"659","2009-08-13",5.05
"660","2009-08-14",5
"661","2009-08-17",5.02
"662","2009-08-18",5.04
"663","2009-08-19",5.01
"664","2009-08-20",5.1
"665","2009-08-21",5.1
"666","2009-08-24",5.2
"667","2009-08-25",5.06
"668","2009-08-26",5.1
"669","2009-08-27",5.2
"670","2009-08-28",5.12
"671","2009-08-31",5.25
"672","2009-09-01",5.23
"673","2009-09-02",5.14
"674","2009-09-03",5.23
"675","2009-09-04",5.12
"676","2009-09-08",5.13
"677","2009-09-09",5.22
"678","2009-09-10",5.35
"679","2009-09-11",5.35
"680","2009-09-14",5.23
"681","2009-09-15",5.25
"682","2009-09-16",5.3
"683","2009-09-17",5.31
"684","2009-09-18",5.29
"685","2009-09-21",5.31
"686","2009-09-22",5.31
"687","2009-09-23",5.35
"688","2009-09-24",5.4
"689","2009-09-25",5.34
"690","2009-09-28",5.4
"691","2009-09-29",5.5
"692","2009-09-30",5.12
"693","2009-10-01",5.25
"694","2009-10-02",5.29
"695","2009-10-05",5.3
"696","2009-10-06",5.36
"697","2009-10-07",5.29
"698","2009-10-08",5.29
"699","2009-10-09",5.3
"700","2009-10-12",5.25
"701","2009-10-13",5.36
"702","2009-10-14",5.3
"703","2009-10-15",5.24
"704","2009-10-16",5.28
"705","2009-10-19",5.3
"706","2009-10-20",5.38
"707","2009-10-21",5.38
"708","2009-10-22",5.38
"709","2009-10-23",5.3
"710","2009-10-26",5.28
"711","2009-10-27",5.3
"712","2009-10-28",5.24
"713","2009-10-29",5.25
"714","2009-10-30",5.25
"715","2009-11-02",5.21
"716","2009-11-03",5.27
"717","2009-11-04",5.5
"718","2009-11-05",5.35
"719","2009-11-06",5.22
"720","2009-11-09",5.21
"721","2009-11-10",5.22
"722","2009-11-11",5.25
"723","2009-11-12",5.28
"724","2009-11-13",5.25
"725","2009-11-16",5.28
"726","2009-11-17",5.28
"727","2009-11-18",5.24
"728","2009-11-19",5.31
"729","2009-11-20",5.29
"730","2009-11-23",5.31
"731","2009-11-24",5.3
"732","2009-11-25",5.3
"733","2009-11-27",5.28
"734","2009-11-30",5.2
"735","2009-12-01",5.17
"736","2009-12-02",5.11
"737","2009-12-03",5.08
"738","2009-12-04",5.2
"739","2009-12-07",5.14
"740","2009-12-08",5.02
"741","2009-12-09",4.86
"742","2009-12-10",4.65
"743","2009-12-11",4.94
"744","2009-12-14",4.97
"745","2009-12-15",5.15
"746","2009-12-16",4.92
"747","2009-12-17",4.92
"748","2009-12-18",4.93
"749","2009-12-21",5.02
"750","2009-12-22",4.97
"751","2009-12-23",5
"752","2009-12-24",4.99
"753","2009-12-28",5.1
"754","2009-12-29",5.09
"755","2009-12-30",5.08
"756","2009-12-31",5.08
"757","2010-01-04",5.02
"758","2010-01-05",5.03
"759","2010-01-06",4.96
"760","2010-01-07",5.07
"761","2010-01-08",5.07
"762","2010-01-11",5.18
"763","2010-01-12",5.2
"764","2010-01-13",5.2
"765","2010-01-14",5.48
"766","2010-01-15",5.56
"767","2010-01-19",5.6
"768","2010-01-20",5.62
"769","2010-01-21",5.55
"770","2010-01-22",5.67
"771","2010-01-25",5.69
"772","2010-01-26",5.72
"773","2010-01-27",5.77
"774","2010-01-28",5.82
"775","2010-01-29",5.71
"776","2010-02-01",5.76
"777","2010-02-02",5.84
"778","2010-02-03",5.83
"779","2010-02-04",5.76
"780","2010-02-05",5.84
"781","2010-02-08",5.78
"782","2010-02-09",5.79
"783","2010-02-10",5.76
"784","2010-02-11",5.57
"785","2010-02-12",5.45
"786","2010-02-16",5.59
"787","2010-02-17",5.35
"788","2010-02-18",5.21
"789","2010-02-19",5.3
"790","2010-02-22",5.24
"791","2010-02-23",5.18
"792","2010-02-24",5.22
"793","2010-02-25",5.15
"794","2010-02-26",5.3
"795","2010-03-01",5.43
"796","2010-03-02",5.34
"797","2010-03-03",5.53
"798","2010-03-04",5.97
"799","2010-03-05",6.19
"800","2010-03-08",6.07
"801","2010-03-09",6.05
"802","2010-03-10",6.08
"803","2010-03-11",5.95
"804","2010-03-12",5.99
"805","2010-03-15",5.99
"806","2010-03-16",6.05
"807","2010-03-17",6.08
"808","2010-03-18",6.11
"809","2010-03-19",6.3
"810","2010-03-22",6.33
"811","2010-03-23",6.5
"812","2010-03-24",6.5
"813","2010-03-25",6.47
"814","2010-03-26",6.56
"815","2010-03-29",6.43
"816","2010-03-30",6.41
"817","2010-03-31",6.5
"818","2010-04-01",6.47
"819","2010-04-05",6.5
"820","2010-04-06",6.6
"821","2010-04-07",6.6
"822","2010-04-08",6.63
"823","2010-04-09",6.62
"824","2010-04-12",6.49
"825","2010-04-13",6.45
"826","2010-04-14",6.45
"827","2010-04-15",6.48
"828","2010-04-16",6.43
"829","2010-04-19",6.5
"830","2010-04-20",6.4
"831","2010-04-21",6.3
"832","2010-04-22",6.47
"833","2010-04-23",6.35
"834","2010-04-26",6.37
"835","2010-04-27",6.3
"836","2010-04-28",6.27
"837","2010-04-29",6.42
"838","2010-04-30",6.21
"839","2010-05-03",6.98
"840","2010-05-04",6.92
"841","2010-05-05",6.79
"842","2010-05-06",6.78
"843","2010-05-07",6.37
"844","2010-05-10",6.3
"845","2010-05-11",6.38
"846","2010-05-12",6.4
"847","2010-05-13",6.26
"848","2010-05-14",6.29
"849","2010-05-17",6.28
"850","2010-05-18",6.26
"851","2010-05-19",6.17
"852","2010-05-20",6.1
"853","2010-05-21",6
"854","2010-05-24",6.01
"855","2010-05-25",5.95
"856","2010-05-26",5.9
"857","2010-05-27",6.07
"858","2010-05-28",5.89
"859","2010-06-01",6.24
"860","2010-06-02",6.37
"861","2010-06-03",6.34
"862","2010-06-04",6.25
"863","2010-06-07",5.94
"864","2010-06-08",5.87
"865","2010-06-09",6
"866","2010-06-10",6.17
"867","2010-06-11",6.28
"868","2010-06-14",6.85
"869","2010-06-15",6.8
"870","2010-06-16",6.81
"871","2010-06-17",6.83
"872","2010-06-18",6.97
"873","2010-06-21",7.2
"874","2010-06-22",7.15
"875","2010-06-23",7.13
"876","2010-06-24",6.95
"877","2010-06-25",6.76
"878","2010-06-28",6.77
"879","2010-06-29",6.6
"880","2010-06-30",6.38
"881","2010-07-01",6.19
"882","2010-07-02",6.06
"883","2010-07-06",6.15
"884","2010-07-07",6.15
"885","2010-07-08",6.25
"886","2010-07-09",6.2
"887","2010-07-12",6.24
"888","2010-07-13",6.38
"889","2010-07-14",6.38
"890","2010-07-15",6.48
"891","2010-07-16",6.53
"892","2010-07-19",6.53
"893","2010-07-20",6.52
"894","2010-07-21",6.35
"895","2010-07-22",6.44
"896","2010-07-23",6.37
"897","2010-07-26",6.67
"898","2010-07-27",6.81
"899","2010-07-28",6.79
"900","2010-07-29",6.75
"901","2010-07-30",6.68
"902","2010-08-02",6.68
"903","2010-08-03",6.45
"904","2010-08-04",6.6
"905","2010-08-05",6.7
"906","2010-08-06",6.65
"907","2010-08-09",6.89
"908","2010-08-10",6.9
"909","2010-08-11",6.52
"910","2010-08-12",6.5
"911","2010-08-13",7
"912","2010-08-16",7.35
"913","2010-08-17",7.08
"914","2010-08-18",7.39
"915","2010-08-19",7.08
"916","2010-08-20",6.94
"917","2010-08-23",6.72
"918","2010-08-24",6.6
"919","2010-08-25",6.52
"920","2010-08-26",6.55
"921","2010-08-27",6.86
"922","2010-08-30",7.09
"923","2010-08-31",7.02
"924","2010-09-01",6.98
"925","2010-09-02",7
"926","2010-09-03",7.15
"927","2010-09-07",7.91
"928","2010-09-08",7.91
"929","2010-09-09",8.16
"930","2010-09-10",8.08
"931","2010-09-13",8
"932","2010-09-14",7.98
"933","2010-09-15",8.02
"934","2010-09-16",8
"935","2010-09-17",8.24
"936","2010-09-20",8.2
"937","2010-09-21",8.02
"938","2010-09-22",7.96
"939","2010-09-23",8.08
"940","2010-09-24",8.25
"941","2010-09-27",8.59
"942","2010-09-28",8.67
"943","2010-09-29",8.66
"944","2010-09-30",8.68
"945","2010-10-01",9.19
"946","2010-10-04",9.5
"947","2010-10-05",9.33
"948","2010-10-06",9.25
"949","2010-10-07",9.11
"950","2010-10-08",9.13
"951","2010-10-11",9.2
"952","2010-10-12",9.35
"953","2010-10-13",9.22
"954","2010-10-14",9.2
"955","2010-10-15",9.17
"956","2010-10-18",9.15
"957","2010-10-19",9.11
"958","2010-10-20",9.39
"959","2010-10-21",9.5
"960","2010-10-22",9.68
"961","2010-10-25",9.56
"962","2010-10-26",9.72
"963","2010-10-27",9.85
"964","2010-10-28",9.84
"965","2010-10-29",10.11
"966","2010-11-01",10.3
"967","2010-11-02",10.81
"968","2010-11-03",11.05
"969","2010-11-04",11.12
"970","2010-11-05",11.27
"971","2010-11-08",11.26
"972","2010-11-09",11.59
"973","2010-11-10",11.64
"974","2010-11-11",11.95
"975","2010-11-12",11.94
"976","2010-11-15",12.88
"977","2010-11-16",12.53
"978","2010-11-17",12.61
"979","2010-11-18",12.57
"980","2010-11-19",12.61
"981","2010-11-22",12.58
"982","2010-11-23",12.57
"983","2010-11-24",12.67
"984","2010-11-26",12.64
"985","2010-11-29",12.12
"986","2010-11-30",12.17
"987","2010-12-01",12.05
"988","2010-12-02",11.68
"989","2010-12-03",11.8
"990","2010-12-06",12.34
"991","2010-12-07",12.7
"992","2010-12-08",12.78
"993","2010-12-09",12.69
"994","2010-12-10",12.67
"995","2010-12-13",12.67
"996","2010-12-14",12.34
"997","2010-12-15",12.47
"998","2010-12-16",12.32
"999","2010-12-17",12.24
"1000","2010-12-20",12.37
"1001","2010-12-21",12.35
"1002","2010-12-22",12.32
"1003","2010-12-23",12.19
"1004","2010-12-27",12.31
"1005","2010-12-28",12.4
"1006","2010-12-29",12.56
"1007","2010-12-30",12.75
"1008","2010-12-31",13.04
"1009","2011-01-03",12.99
"1010","2011-01-04",13.05
