"","date","SLCA"
"1","2012-02-01",16
"2","2012-02-02",16
"3","2012-02-03",16.120001
"4","2012-02-06",16.35
"5","2012-02-07",17.34
"6","2012-02-08",17.200001
"7","2012-02-09",17.25
"8","2012-02-10",17.049999
"9","2012-02-13",17.25
"10","2012-02-14",16.85
"11","2012-02-15",16.66
"12","2012-02-16",16.790001
"13","2012-02-17",16.540001
"14","2012-02-21",16.75
"15","2012-02-22",17
"16","2012-02-23",17.01
"17","2012-02-24",17.43
"18","2012-02-27",17.4
"19","2012-02-28",17.049999
"20","2012-02-29",16.92
"21","2012-03-01",17.09
"22","2012-03-02",16.940001
"23","2012-03-05",16.24
"24","2012-03-06",16.25
"25","2012-03-07",16.450001
"26","2012-03-08",16.559999
"27","2012-03-09",17.059999
"28","2012-03-12",17.34
"29","2012-03-13",17.469999
"30","2012-03-14",18.299999
"31","2012-03-15",19.33
"32","2012-03-16",19.940001
"33","2012-03-19",19.809999
"34","2012-03-20",21.09
"35","2012-03-21",21.4
"36","2012-03-22",20.129999
"37","2012-03-23",20.620001
"38","2012-03-26",21.690001
"39","2012-03-27",21.870001
"40","2012-03-28",20.940001
"41","2012-03-29",20.719999
"42","2012-03-30",20.940001
"43","2012-04-02",21.110001
"44","2012-04-03",21.209999
"45","2012-04-04",20.42
"46","2012-04-05",20.01
"47","2012-04-09",19.719999
"48","2012-04-10",19.09
"49","2012-04-11",18.75
"50","2012-04-12",18.790001
"51","2012-04-13",18
"52","2012-04-16",17.629999
"53","2012-04-17",17.469999
"54","2012-04-18",16.879999
"55","2012-04-19",16.75
"56","2012-04-20",16.559999
"57","2012-04-23",16.280001
"58","2012-04-24",16.83
"59","2012-04-25",17.120001
"60","2012-04-26",17.84
"61","2012-04-27",18.190001
"62","2012-04-30",18.120001
"63","2012-05-01",18.120001
"64","2012-05-02",18.52
"65","2012-05-03",18.48
"66","2012-05-04",17.780001
"67","2012-05-07",17.68
"68","2012-05-08",15.58
"69","2012-05-09",15.15
"70","2012-05-10",14.85
"71","2012-05-11",14.02
"72","2012-05-14",13.11
"73","2012-05-15",12.67
"74","2012-05-16",11.94
"75","2012-05-17",11.94
"76","2012-05-18",11.71
"77","2012-05-21",11.67
"78","2012-05-22",12.05
"79","2012-05-23",12.08
"80","2012-05-24",12.05
"81","2012-05-25",12.01
"82","2012-05-29",11.99
"83","2012-05-30",11.38
"84","2012-05-31",12.17
"85","2012-06-01",10.95
"86","2012-06-04",10.17
"87","2012-06-05",10.1
"88","2012-06-06",11.04
"89","2012-06-07",11.57
"90","2012-06-08",11.3
"91","2012-06-11",11.03
"92","2012-06-12",11.1
"93","2012-06-13",11.75
"94","2012-06-14",11.85
"95","2012-06-15",12.19
"96","2012-06-18",12.5
"97","2012-06-19",12.61
"98","2012-06-20",12.11
"99","2012-06-21",11.37
"100","2012-06-22",11.8
"101","2012-06-25",10.87
"102","2012-06-26",10.64
"103","2012-06-27",10.71
"104","2012-06-28",10.89
"105","2012-06-29",11.26
"106","2012-07-02",11.1
"107","2012-07-03",11.23
"108","2012-07-05",11.45
"109","2012-07-06",11.52
"110","2012-07-09",10.94
"111","2012-07-10",10.54
"112","2012-07-11",10.16
"113","2012-07-12",10.29
"114","2012-07-13",11.08
"115","2012-07-16",11.03
"116","2012-07-17",10.93
"117","2012-07-18",11.19
"118","2012-07-19",10.91
"119","2012-07-20",11.07
"120","2012-07-23",10.68
"121","2012-07-24",10.19
"122","2012-07-25",10.17
"123","2012-07-26",9.5
"124","2012-07-27",9.74
"125","2012-07-30",9.54
"126","2012-07-31",10.35
"127","2012-08-01",10.14
"128","2012-08-02",9.78
"129","2012-08-03",10.6
"130","2012-08-06",10.57
"131","2012-08-07",10.78
"132","2012-08-08",10.82
"133","2012-08-09",10.84
"134","2012-08-10",10.37
"135","2012-08-13",10.12
"136","2012-08-14",10.57
"137","2012-08-15",11.82
"138","2012-08-16",12.92
"139","2012-08-17",12.44
"140","2012-08-20",12.38
"141","2012-08-21",12.48
"142","2012-08-22",12.41
"143","2012-08-23",12.44
"144","2012-08-24",12.03
"145","2012-08-27",11.56
"146","2012-08-28",11.67
"147","2012-08-29",11.86
"148","2012-08-30",11.7
"149","2012-08-31",11.9
"150","2012-09-04",12.14
"151","2012-09-05",12.15
"152","2012-09-06",12.29
"153","2012-09-07",12.37
"154","2012-09-10",12.7
"155","2012-09-11",13.81
"156","2012-09-12",14.62
"157","2012-09-13",14.77
"158","2012-09-14",14.62
"159","2012-09-17",15.17
"160","2012-09-18",14.61
"161","2012-09-19",14.09
"162","2012-09-20",14.23
"163","2012-09-21",14
"164","2012-09-24",14.35
"165","2012-09-25",14.1
"166","2012-09-26",13.75
"167","2012-09-27",13.62
"168","2012-09-28",13.56
"169","2012-10-01",14.43
"170","2012-10-02",13.9
"171","2012-10-03",13.91
"172","2012-10-04",14.23
"173","2012-10-05",13.72
"174","2012-10-08",13.51
"175","2012-10-09",13.15
"176","2012-10-10",13.4
"177","2012-10-11",13.17
"178","2012-10-12",13.17
"179","2012-10-15",13.03
"180","2012-10-16",13.05
"181","2012-10-17",13.51
"182","2012-10-18",13.45
"183","2012-10-19",13.4
"184","2012-10-22",13.39
"185","2012-10-23",13.12
"186","2012-10-24",13.12
"187","2012-10-25",13.25
"188","2012-10-26",12.9
"189","2012-10-31",12.8
"190","2012-11-01",12.87
"191","2012-11-02",14.25
"192","2012-11-05",14.52
"193","2012-11-06",15.58
"194","2012-11-07",15.54
"195","2012-11-08",15.4
"196","2012-11-09",14.98
"197","2012-11-12",15.06
"198","2012-11-13",14.63
"199","2012-11-14",14.65
"200","2012-11-15",15.09
"201","2012-11-16",15.45
"202","2012-11-19",16.73
"203","2012-11-20",16.49
"204","2012-11-21",16.07
"205","2012-11-23",15.31
"206","2012-11-26",16.25
"207","2012-11-27",15.93
"208","2012-11-28",14.82
"209","2012-11-29",14.95
"210","2012-11-30",14.52
"211","2012-12-03",15.01
"212","2012-12-04",14.84
"213","2012-12-05",14.31
"214","2012-12-06",14.43
"215","2012-12-07",14.98
"216","2012-12-10",14.86
"217","2012-12-11",15.56
"218","2012-12-12",16.24
"219","2012-12-13",15.99
"220","2012-12-14",16.08
"221","2012-12-17",15.99
"222","2012-12-18",16.309999
"223","2012-12-19",17
"224","2012-12-20",16.99
"225","2012-12-21",16.530001
"226","2012-12-24",16.5
"227","2012-12-26",16.370001
"228","2012-12-27",15.98
"229","2012-12-28",15.83
"230","2012-12-31",16.73
"231","2013-01-02",17.450001
"232","2013-01-03",16.530001
"233","2013-01-04",17.15
"234","2013-01-07",18.99
"235","2013-01-08",18.59
"236","2013-01-09",19.209999
"237","2013-01-10",18.110001
"238","2013-01-11",17.959999
"239","2013-01-14",18.85
"240","2013-01-15",18.67
"241","2013-01-16",18.85
"242","2013-01-17",18.9
"243","2013-01-18",18.93
"244","2013-01-22",18.85
"245","2013-01-23",19.290001
"246","2013-01-24",20.049999
"247","2013-01-25",19.76
"248","2013-01-28",19.99
"249","2013-01-29",19.25
"250","2013-01-30",19.780001
"251","2013-01-31",20.07
"252","2013-02-01",20.040001
"253","2013-02-04",19.620001
"254","2013-02-05",20.290001
"255","2013-02-06",20.58
"256","2013-02-07",20.41
"257","2013-02-08",20.08
"258","2013-02-11",21
"259","2013-02-12",20.43
"260","2013-02-13",20.18
"261","2013-02-14",20.030001
"262","2013-02-15",19.950001
"263","2013-02-19",20
"264","2013-02-20",18.790001
"265","2013-02-21",17.809999
"266","2013-02-22",18.280001
"267","2013-02-25",18.35
"268","2013-02-26",21.620001
"269","2013-02-27",23.969999
"270","2013-02-28",24.59
"271","2013-03-01",24
"272","2013-03-04",24.41
"273","2013-03-05",24.469999
"274","2013-03-06",25.57
"275","2013-03-07",25.65
"276","2013-03-08",26.43
"277","2013-03-11",26.530001
"278","2013-03-12",24.469999
"279","2013-03-13",22.790001
"280","2013-03-14",21.700001
"281","2013-03-15",21.700001
"282","2013-03-18",22.76
"283","2013-03-19",22.700001
"284","2013-03-20",23.870001
"285","2013-03-21",23.9
"286","2013-03-22",23.76
"287","2013-03-25",23.059999
"288","2013-03-26",22.190001
"289","2013-03-27",22.940001
"290","2013-03-28",23.58
"291","2013-04-01",22.940001
"292","2013-04-02",22.309999
"293","2013-04-03",21.389999
"294","2013-04-04",21.48
"295","2013-04-05",22.59
"296","2013-04-08",22.959999
"297","2013-04-09",22.99
"298","2013-04-10",23.57
"299","2013-04-11",23.549999
"300","2013-04-12",23.33
"301","2013-04-15",20.65
"302","2013-04-16",21.549999
"303","2013-04-17",20.4
"304","2013-04-18",19.799999
"305","2013-04-19",20.200001
"306","2013-04-22",20.68
"307","2013-04-23",20.959999
"308","2013-04-24",21.42
"309","2013-04-25",20.540001
"310","2013-04-26",20.16
"311","2013-04-29",21.200001
"312","2013-04-30",20.43
"313","2013-05-01",20.01
"314","2013-05-02",20.58
"315","2013-05-03",21.91
"316","2013-05-06",21.809999
"317","2013-05-07",21.75
"318","2013-05-08",21.09
"319","2013-05-09",21.27
"320","2013-05-10",21.01
"321","2013-05-13",20.700001
"322","2013-05-14",20.23
"323","2013-05-15",21.92
"324","2013-05-16",22.01
"325","2013-05-17",22.620001
"326","2013-05-20",23.309999
"327","2013-05-21",23.41
"328","2013-05-22",22.450001
"329","2013-05-23",22.1
"330","2013-05-24",22.35
