"","date","SOHON"
"93","2019-08-23",25.610001
"94","2019-08-26",25.65
"95","2019-08-27",25.58
"96","2019-08-28",25.549999
"97","2019-08-29",25.658001
"98","2019-08-30",25.66
"99","2019-09-03",25.76
"100","2019-09-04",26.01
"101","2019-09-05",26.01
"102","2019-09-06",25.827999
"103","2019-09-09",25.931999
"104","2019-09-10",26.01
"105","2019-09-11",26.01
"106","2019-09-12",25.75
"107","2019-09-13",25.687
"108","2019-09-16",25.91
"109","2019-09-17",26.09
"110","2019-09-18",26.17
"111","2019-09-19",26.02
"112","2019-09-20",26.41
"113","2019-09-23",26.311001
"114","2019-09-24",26.365
"115","2019-09-25",26.384001
"116","2019-09-26",26.5
"117","2019-09-27",26.4
"118","2019-09-30",26.08
"119","2019-10-01",25.811001
"120","2019-10-02",25.773001
"121","2019-10-03",25.754999
"122","2019-10-04",25.559999
"123","2019-10-07",25.700001
"124","2019-10-08",25.750999
"125","2019-10-09",25.74
"126","2019-10-10",25.75
"127","2019-10-11",25.75
"128","2019-10-14",25.75
"129","2019-10-15",25.728001
"130","2019-10-16",25.75
"131","2019-10-17",25.75
"132","2019-10-18",25.75
"133","2019-10-21",25.681
"134","2019-10-22",25.660999
"135","2019-10-23",25.75
"136","2019-10-24",25.723
"137","2019-10-25",25.721001
"138","2019-10-28",25.74
"139","2019-10-29",25.75
"140","2019-10-30",25.75
"141","2019-10-31",25.73
"142","2019-11-01",25.74
"143","2019-11-04",25.75
"144","2019-11-05",25.75
"145","2019-11-06",25.740999
"146","2019-11-07",25.749001
"147","2019-11-08",25.747999
"148","2019-11-11",25.875999
"149","2019-11-12",25.780001
"150","2019-11-13",25.780001
"151","2019-11-14",25.85
"152","2019-11-15",25.93
"153","2019-11-18",26.1
"154","2019-11-19",26.1
"155","2019-11-20",26.17
"156","2019-11-21",26.1
"157","2019-11-22",26.200001
"158","2019-11-25",26.239
"159","2019-11-26",26.16
"160","2019-11-27",26.299999
"161","2019-11-29",26.15
"162","2019-12-02",26.198999
"163","2019-12-03",26.35
"164","2019-12-04",26.16
"165","2019-12-05",26.246
"166","2019-12-06",26.200001
"167","2019-12-09",26.181
"168","2019-12-10",26.040001
"169","2019-12-11",26.09
"170","2019-12-12",26.110001
"171","2019-12-13",26.222
"172","2019-12-16",26.27
"173","2019-12-17",26.459999
"174","2019-12-18",26.360001
"175","2019-12-19",26.5
"176","2019-12-20",26.363001
"177","2019-12-23",26.25
"178","2019-12-24",26.396999
"179","2019-12-26",26.25
"180","2019-12-27",26.422001
"181","2019-12-30",25.857
"182","2019-12-31",26.1
"183","2020-01-02",26.052999
"184","2020-01-03",26.105
"185","2020-01-06",26.165001
"186","2020-01-07",26.143999
"187","2020-01-08",26.136999
"188","2020-01-09",26.143
"189","2020-01-10",26.25
"190","2020-01-13",26.504
"191","2020-01-14",26.65
"192","2020-01-15",26.396999
"193","2020-01-16",26.75
"194","2020-01-17",26.75
"195","2020-01-21",26.469999
"196","2020-01-22",26.610001
"197","2020-01-23",26.612
"198","2020-01-24",26.5
"199","2020-01-27",26.382
"200","2020-01-28",26.698999
"201","2020-01-29",26.65
"202","2020-01-30",26.423
"203","2020-01-31",26.566
"204","2020-02-03",27
"205","2020-02-04",26.98
"206","2020-02-05",26.74
"207","2020-02-06",26.639999
"208","2020-02-07",26.681999
"209","2020-02-10",26.681999
"210","2020-02-11",26.708
"211","2020-02-12",26.715
"212","2020-02-13",26.860001
"213","2020-02-14",26.450001
"214","2020-02-18",26.379999
"215","2020-02-19",26.440001
"216","2020-02-20",26.75
"217","2020-02-21",26.575001
"218","2020-02-24",26
"219","2020-02-25",25.299999
"220","2020-02-26",25.68
"221","2020-02-27",25.547001
"222","2020-02-28",24.462
"223","2020-03-02",23.9
"224","2020-03-03",24.450001
"225","2020-03-04",24
"226","2020-03-05",23.802999
"227","2020-03-06",23.025
"228","2020-03-09",20.09
"229","2020-03-10",19
"230","2020-03-11",14.8
"231","2020-03-12",6.321
"232","2020-03-13",8.507
"233","2020-03-16",6.75
"234","2020-03-17",6.49
"235","2020-03-18",3.07
"236","2020-03-19",3.75
"237","2020-03-20",5
"238","2020-03-23",4.2
"239","2020-03-24",4.9
"240","2020-03-25",6.4
"241","2020-03-26",7
"242","2020-03-27",7.442
"243","2020-03-30",7.887
"244","2020-03-31",7.25
"245","2020-04-01",6.96
"246","2020-04-02",6.9
"247","2020-04-03",6.34
"248","2020-04-06",7.17
"249","2020-04-07",8.1
"250","2020-04-08",9
"251","2020-04-09",12.75
"252","2020-04-13",11.5
"253","2020-04-14",10.908
"254","2020-04-15",9.62
"255","2020-04-16",9.39
"256","2020-04-17",8.8
"257","2020-04-20",8.1
"258","2020-04-21",7.71
"259","2020-04-22",7
"260","2020-04-23",7.15
"261","2020-04-24",7.05
"262","2020-04-27",7.1
"263","2020-04-28",6.9
"264","2020-04-29",6.61
"265","2020-04-30",6.96
"266","2020-05-01",6.545
"267","2020-05-04",7.466
"268","2020-05-05",7.448
"269","2020-05-06",7.207
"270","2020-05-07",7.17
"271","2020-05-08",7.08
"272","2020-05-11",6.9
"273","2020-05-12",6.18
"274","2020-05-13",5.47
"275","2020-05-14",5.7
"276","2020-05-15",5.5
"277","2020-05-18",5.85
"278","2020-05-19",5.46
"279","2020-05-20",5.615
"280","2020-05-21",5.425
"281","2020-05-22",5.42
"282","2020-05-26",6.15
"283","2020-05-27",7.99
"284","2020-05-28",9.018
"285","2020-05-29",8.12
"286","2020-06-01",7.9
"287","2020-06-02",8.5
"288","2020-06-03",10
"289","2020-06-04",10.86
"290","2020-06-05",12.42
"291","2020-06-08",15.585
"292","2020-06-09",14.04
"293","2020-06-10",12.02
"294","2020-06-11",10.7
"295","2020-06-12",11.57
"296","2020-06-15",11.87
"297","2020-06-16",13
"298","2020-06-17",11.6
"299","2020-06-18",11.5
"300","2020-06-19",10.98
"301","2020-06-22",10.109
"302","2020-06-23",9.559
"303","2020-06-24",8.13
"304","2020-06-25",8.81
"305","2020-06-26",8.567
"306","2020-06-29",8.65
"307","2020-06-30",9.44
"308","2020-07-01",9.5
"309","2020-07-02",9.214
"310","2020-07-06",9.13
"311","2020-07-07",8.61
"312","2020-07-08",8.5
"313","2020-07-09",8
"314","2020-07-10",8.33
"315","2020-07-13",8.108
"316","2020-07-14",7.54
"317","2020-07-15",8.107
"318","2020-07-16",8
"319","2020-07-17",7.67
"320","2020-07-20",7.39
"321","2020-07-21",7.73
"322","2020-07-22",7.48
"323","2020-07-23",7.725
"324","2020-07-24",7.4
"325","2020-07-27",6.82
"326","2020-07-28",6.836
"327","2020-07-29",6.95
"328","2020-07-30",6.3
"329","2020-07-31",6.33
"330","2020-08-03",5.9
"331","2020-08-04",6.13
"332","2020-08-05",6.447
"333","2020-08-06",6.356
"334","2020-08-07",6.55
"335","2020-08-10",6.92
"336","2020-08-11",7.97
"337","2020-08-12",8.04
"338","2020-08-13",7.75
"339","2020-08-14",7.9
"340","2020-08-17",7
"341","2020-08-18",7.31
"342","2020-08-19",7.31
"343","2020-08-20",7.15
"344","2020-08-21",6.64
"345","2020-08-24",7.28
"346","2020-08-25",7.1
"347","2020-08-26",7.19
"348","2020-08-27",6.965
"349","2020-08-28",6.96
"350","2020-08-31",7
"351","2020-09-01",6.9
"352","2020-09-02",6.98
"353","2020-09-03",6.97
"354","2020-09-04",6.95
"355","2020-09-08",6.49
"356","2020-09-09",6
"357","2020-09-10",6.16
"358","2020-09-11",5.87
"359","2020-09-14",6
"360","2020-09-15",5.98
"361","2020-09-16",6
"362","2020-09-17",6.44
"363","2020-09-18",6.03
"364","2020-09-21",5.842
"365","2020-09-22",6
"366","2020-09-23",5.22
"367","2020-09-24",5.252
"368","2020-09-25",5.25
"369","2020-09-28",5.864
"370","2020-09-29",5.49
"371","2020-09-30",5.31
"372","2020-10-01",5.66
"373","2020-10-02",5.71
"374","2020-10-05",5.44
"375","2020-10-06",5.571
"376","2020-10-07",5.5
"377","2020-10-08",5.43
"378","2020-10-09",5.425
"379","2020-10-12",5.524
"380","2020-10-13",5.52
"381","2020-10-14",5.435
"382","2020-10-15",5.33
"383","2020-10-16",5.5
"384","2020-10-19",5.75
"385","2020-10-20",5.87
"386","2020-10-21",5.9
"387","2020-10-22",6.2
"388","2020-10-23",6.04
"389","2020-10-26",6
"390","2020-10-27",6.08
"391","2020-10-28",5.8
"392","2020-10-29",6.03
"393","2020-10-30",5.9
"394","2020-11-02",6
"395","2020-11-03",6.01
"396","2020-11-04",6
"397","2020-11-05",6
"398","2020-11-06",6.06
"399","2020-11-09",8.77
"400","2020-11-10",8.56
"401","2020-11-11",9.013
"402","2020-11-12",7.79
"403","2020-11-13",7.746
"404","2020-11-16",8.59
"405","2020-11-17",8.73
"406","2020-11-18",8.85
"407","2020-11-19",8.57
"408","2020-11-20",9.08
"409","2020-11-23",9.99
"410","2020-11-24",12.17
"411","2020-11-25",12
"412","2020-11-27",11.98
