"","date","ENZ"
"217","2007-11-09",10.9
"218","2007-11-12",10.77
"219","2007-11-13",10.88
"220","2007-11-14",10.68
"221","2007-11-15",10.39
"222","2007-11-16",10.35
"223","2007-11-19",10.05
"224","2007-11-20",10.13
"225","2007-11-21",10.06
"226","2007-11-23",10.38
"227","2007-11-26",10.19
"228","2007-11-27",10.45
"229","2007-11-28",10.95
"230","2007-11-29",11.07
"231","2007-11-30",10.96
"232","2007-12-03",10.51
"233","2007-12-04",10.48
"234","2007-12-05",10.84
"235","2007-12-06",12.62
"236","2007-12-07",12.65
"237","2007-12-10",12.98
"238","2007-12-11",12.9
"239","2007-12-12",13.22
"240","2007-12-13",13.47
"241","2007-12-14",13.05
"242","2007-12-17",12.62
"243","2007-12-18",13.3
"244","2007-12-19",12.99
"245","2007-12-20",13.03
"246","2007-12-21",13.54
"247","2007-12-24",14.23
"248","2007-12-26",13.95
"249","2007-12-27",13.21
"250","2007-12-28",13.24
"251","2007-12-31",12.74
"252","2008-01-02",12.98
"253","2008-01-03",12.71
"254","2008-01-04",11.74
"255","2008-01-07",11.6
"256","2008-01-08",11.09
"257","2008-01-09",11.46
"258","2008-01-10",11.63
"259","2008-01-11",11.12
"260","2008-01-14",11.78
"261","2008-01-15",11.25
"262","2008-01-16",11.55
"263","2008-01-17",11.05
"264","2008-01-18",10.44
"265","2008-01-22",9.77
"266","2008-01-23",10.26
"267","2008-01-24",10.14
"268","2008-01-25",9.94
"269","2008-01-28",9.94
"270","2008-01-29",9.93
"271","2008-01-30",9.46
"272","2008-01-31",9.36
"273","2008-02-01",10.09
"274","2008-02-04",9.87
"275","2008-02-05",10
"276","2008-02-06",9.57
"277","2008-02-07",9.84
"278","2008-02-08",9.51
"279","2008-02-11",9.58
"280","2008-02-12",9.86
"281","2008-02-13",10.16
"282","2008-02-14",9.62
"283","2008-02-15",9.61
"284","2008-02-19",9.63
"285","2008-02-20",9.33
"286","2008-02-21",9.06
"287","2008-02-22",9.07
"288","2008-02-25",9.47
"289","2008-02-26",10.01
"290","2008-02-27",9.54
"291","2008-02-28",9.63
"292","2008-02-29",9.42
"293","2008-03-03",9.27
"294","2008-03-04",9.17
"295","2008-03-05",9.19
"296","2008-03-06",8.83
"297","2008-03-07",8.59
"298","2008-03-10",8.31
"299","2008-03-11",8.82
"300","2008-03-12",8.28
"301","2008-03-13",8.75
"302","2008-03-14",8.07
"303","2008-03-17",7.74
"304","2008-03-18",8.6
"305","2008-03-19",7.96
"306","2008-03-20",8.14
"307","2008-03-24",9.09
"308","2008-03-25",9.01
"309","2008-03-26",9.02
"310","2008-03-27",8.95
"311","2008-03-28",8.97
"312","2008-03-31",9.09
"313","2008-04-01",9.58
"314","2008-04-02",9.59
"315","2008-04-03",9.19
"316","2008-04-04",9.13
"317","2008-04-07",8.9
"318","2008-04-08",8.95
"319","2008-04-09",8.64
"320","2008-04-10",8.57
"321","2008-04-11",7.94
"322","2008-04-14",7.87
"323","2008-04-15",7.83
"324","2008-04-16",8.12
"325","2008-04-17",8.15
"326","2008-04-18",8.29
"327","2008-04-21",8.3
"328","2008-04-22",7.99
"329","2008-04-23",8.16
"330","2008-04-24",8.46
"331","2008-04-25",8.5
"332","2008-04-28",8.69
"333","2008-04-29",8.38
"334","2008-04-30",8.18
"335","2008-05-01",8.71
"336","2008-05-02",8.81
"337","2008-05-05",8.72
"338","2008-05-06",8.76
"339","2008-05-07",8.97
"340","2008-05-08",9.18
"341","2008-05-09",9.13
"342","2008-05-12",9.42
"343","2008-05-13",9.46
"344","2008-05-14",9.41
"345","2008-05-15",9.55
"346","2008-05-16",9.38
"347","2008-05-19",9.52
"348","2008-05-20",9.31
"349","2008-05-21",9.24
"350","2008-05-22",9.36
"351","2008-05-23",9.13
"352","2008-05-27",9.39
"353","2008-05-28",9.75
"354","2008-05-29",10.02
"355","2008-05-30",9.83
"356","2008-06-02",9.45
"357","2008-06-03",9.77
"358","2008-06-04",10.2
"359","2008-06-05",10.35
"360","2008-06-06",9.8
"361","2008-06-09",9.86
"362","2008-06-10",10.21
"363","2008-06-11",10.23
"364","2008-06-12",11.21
"365","2008-06-13",11.5
"366","2008-06-16",11.37
"367","2008-06-17",11.34
"368","2008-06-18",11.04
"369","2008-06-19",11.3
"370","2008-06-20",11.7
"371","2008-06-23",11.45
"372","2008-06-24",11.63
"373","2008-06-25",11.83
"374","2008-06-26",11.46
"375","2008-06-27",11.62
"376","2008-06-30",11.22
"377","2008-07-01",11.54
"378","2008-07-02",11.29
"379","2008-07-03",11.2
"380","2008-07-07",11.61
"381","2008-07-08",12.68
"382","2008-07-09",12.02
"383","2008-07-10",12.69
"384","2008-07-11",13.4
"385","2008-07-14",12.92
"386","2008-07-15",12.85
"387","2008-07-16",13.13
"388","2008-07-17",13.31
"389","2008-07-18",13.26
"390","2008-07-21",13.13
"391","2008-07-22",13.76
"392","2008-07-23",13.15
"393","2008-07-24",13.28
"394","2008-07-25",13.5
"395","2008-07-28",13.2
"396","2008-07-29",13.86
"397","2008-07-30",14.08
"398","2008-07-31",14.21
"399","2008-08-01",14.5
"400","2008-08-04",14.47
"401","2008-08-05",14.83
"402","2008-08-06",14.53
"403","2008-08-07",13.98
"404","2008-08-08",14.02
"405","2008-08-11",14.38
"406","2008-08-12",14.1
"407","2008-08-13",14.42
"408","2008-08-14",14.52
"409","2008-08-15",14.15
"410","2008-08-18",13.92
"411","2008-08-19",13.78
"412","2008-08-20",13.53
"413","2008-08-21",13.19
"414","2008-08-22",13.67
"415","2008-08-25",12.78
"416","2008-08-26",13.18
"417","2008-08-27",13.16
"418","2008-08-28",13.23
"419","2008-08-29",12.95
"420","2008-09-02",12.74
"421","2008-09-03",13.07
"422","2008-09-04",12.25
"423","2008-09-05",11.95
"424","2008-09-08",11.97
"425","2008-09-09",11.61
"426","2008-09-10",11.13
"427","2008-09-11",11.17
"428","2008-09-12",11.07
"429","2008-09-15",10.28
"430","2008-09-16",11.05
"431","2008-09-17",10.16
"432","2008-09-18",10.61
"433","2008-09-19",11.38
"434","2008-09-22",11.23
"435","2008-09-23",11.26
"436","2008-09-24",10.96
"437","2008-09-25",11.29
"438","2008-09-26",11.37
"439","2008-09-29",10.88
"440","2008-09-30",10.98
"441","2008-10-01",11.06
"442","2008-10-02",10.63
"443","2008-10-03",10.1
"444","2008-10-06",9.34
"445","2008-10-07",9.51
"446","2008-10-08",8.37
"447","2008-10-09",6.2
"448","2008-10-10",6.01
"449","2008-10-13",6.63
"450","2008-10-14",6.78
"451","2008-10-15",5.78
"452","2008-10-16",6.18
"453","2008-10-17",5.5
"454","2008-10-20",6.21
"455","2008-10-21",5.54
"456","2008-10-22",5.21
"457","2008-10-23",5.35
"458","2008-10-24",5.19
"459","2008-10-27",4.8
"460","2008-10-28",4.95
"461","2008-10-29",5.12
"462","2008-10-30",5.35
"463","2008-10-31",5.77
"464","2008-11-03",6.07
"465","2008-11-04",6.89
"466","2008-11-05",6.38
"467","2008-11-06",6.01
"468","2008-11-07",5.98
"469","2008-11-10",5.61
"470","2008-11-11",5.26
"471","2008-11-12",4.68
"472","2008-11-13",5.33
"473","2008-11-14",4.88
"474","2008-11-17",4.88
"475","2008-11-18",4.67
"476","2008-11-19",4.33
"477","2008-11-20",3.5
"478","2008-11-21",4.29
"479","2008-11-24",4.45
"480","2008-11-25",4.31
"481","2008-11-26",5.05
"482","2008-11-28",5.09
"483","2008-12-01",4.19
"484","2008-12-02",4.95
"485","2008-12-03",4.95
"486","2008-12-04",4.79
"487","2008-12-05",5.1
"488","2008-12-08",5.4
"489","2008-12-09",5.37
"490","2008-12-10",5.03
"491","2008-12-11",4.52
"492","2008-12-12",4.66
"493","2008-12-15",4.47
"494","2008-12-16",4.71
"495","2008-12-17",4.61
"496","2008-12-18",4.52
"497","2008-12-19",4.81
"498","2008-12-22",4.46
"499","2008-12-23",4.41
"500","2008-12-24",4.37
"501","2008-12-26",4.66
"502","2008-12-29",4.67
"503","2008-12-30",4.7
"504","2008-12-31",4.89
"505","2009-01-02",5.1
"506","2009-01-05",5.11
"507","2009-01-06",5.61
"508","2009-01-07",5.2
"509","2009-01-08",5.24
"510","2009-01-09",4.73
"511","2009-01-12",4.46
"512","2009-01-13",4.99
"513","2009-01-14",4.57
"514","2009-01-15",4.75
"515","2009-01-16",4.82
"516","2009-01-20",4.3
"517","2009-01-21",4.67
"518","2009-01-22",4.41
"519","2009-01-23",4.5
"520","2009-01-26",4.38
"521","2009-01-27",4.67
"522","2009-01-28",4.91
"523","2009-01-29",4.9
"524","2009-01-30",4.89
"525","2009-02-02",5.04
"526","2009-02-03",5.44
"527","2009-02-04",5.09
"528","2009-02-05",5.35
"529","2009-02-06",5.41
"530","2009-02-09",5.32
"531","2009-02-10",4.94
"532","2009-02-11",5.08
"533","2009-02-12",5.07
"534","2009-02-13",4.93
"535","2009-02-17",4.67
"536","2009-02-18",4.5
"537","2009-02-19",4.38
"538","2009-02-20",4.28
"539","2009-02-23",4
"540","2009-02-24",4.1
"541","2009-02-25",3.93
"542","2009-02-26",3.89
"543","2009-02-27",3.67
"544","2009-03-02",3.42
"545","2009-03-03",3.14
"546","2009-03-04",3.31
"547","2009-03-05",2.9
"548","2009-03-06",3.08
"549","2009-03-09",2.91
"550","2009-03-10",2.97
"551","2009-03-11",3.34
"552","2009-03-12",3.57
"553","2009-03-13",3.47
"554","2009-03-16",3.31
"555","2009-03-17",3.58
"556","2009-03-18",3.91
"557","2009-03-19",4.14
"558","2009-03-20",3.93
"559","2009-03-23",4.34
"560","2009-03-24",4.1
"561","2009-03-25",4.13
"562","2009-03-26",4.45
"563","2009-03-27",4.13
"564","2009-03-30",4.01
"565","2009-03-31",4.02
"566","2009-04-01",4.12
"567","2009-04-02",4.53
"568","2009-04-03",4.48
"569","2009-04-06",4.25
"570","2009-04-07",4.09
"571","2009-04-08",4.22
"572","2009-04-09",4.55
"573","2009-04-13",4.49
"574","2009-04-14",4.29
"575","2009-04-15",4.39
"576","2009-04-16",4.48
"577","2009-04-17",4.48
"578","2009-04-20",4.13
"579","2009-04-21",4.38
"580","2009-04-22",4.32
"581","2009-04-23",3.99
"582","2009-04-24",4.08
"583","2009-04-27",3.9
"584","2009-04-28",3.95
"585","2009-04-29",4.26
"586","2009-04-30",4.1
"587","2009-05-01",4.13
"588","2009-05-04",4.11
"589","2009-05-05",4.05
"590","2009-05-06",4.08
"591","2009-05-07",4.01
"592","2009-05-08",4.2
"593","2009-05-11",4.28
"594","2009-05-12",4.5
"595","2009-05-13",4.12
"596","2009-05-14",4.14
"597","2009-05-15",4.13
"598","2009-05-18",4.23
"599","2009-05-19",4.23
"600","2009-05-20",4.11
"601","2009-05-21",4
"602","2009-05-22",4.02
"603","2009-05-26",4.19
"604","2009-05-27",4.14
"605","2009-05-28",4.19
"606","2009-05-29",4.22
"607","2009-06-01",4.55
"608","2009-06-02",4.96
"609","2009-06-03",5.01
"610","2009-06-04",5.41
"611","2009-06-05",5.45
"612","2009-06-08",5.21
"613","2009-06-09",5.31
"614","2009-06-10",5.27
"615","2009-06-11",5.45
"616","2009-06-12",5.49
"617","2009-06-15",5.41
"618","2009-06-16",4.78
"619","2009-06-17",4.73
"620","2009-06-18",4.75
"621","2009-06-19",4.36
"622","2009-06-22",4.01
"623","2009-06-23",4.05
"624","2009-06-24",4.11
"625","2009-06-25",4.25
"626","2009-06-26",4.41
"627","2009-06-29",4.53
"628","2009-06-30",4.43
"629","2009-07-01",4.57
"630","2009-07-02",4.1
"631","2009-07-06",3.98
"632","2009-07-07",4.07
"633","2009-07-08",3.9
"634","2009-07-09",3.79
"635","2009-07-10",3.75
"636","2009-07-13",3.8
"637","2009-07-14",3.81
"638","2009-07-15",4.44
"639","2009-07-16",4.52
"640","2009-07-17",4.3
"641","2009-07-20",4.25
"642","2009-07-21",4.3
"643","2009-07-22",4.57
"644","2009-07-23",4.67
"645","2009-07-24",4.7
"646","2009-07-27",4.66
"647","2009-07-28",4.64
"648","2009-07-29",4.7
"649","2009-07-30",5.12
"650","2009-07-31",5.1
"651","2009-08-03",5.07
"652","2009-08-04",5.03
"653","2009-08-05",4.86
"654","2009-08-06",4.67
"655","2009-08-07",4.93
"656","2009-08-10",5.01
"657","2009-08-11",4.79
"658","2009-08-12",5.11
"659","2009-08-13",4.98
"660","2009-08-14",4.71
"661","2009-08-17",4.51
"662","2009-08-18",4.78
"663","2009-08-19",4.84
"664","2009-08-20",4.98
"665","2009-08-21",5.25
"666","2009-08-24",5.11
"667","2009-08-25",5.23
"668","2009-08-26",5.19
"669","2009-08-27",5.28
"670","2009-08-28",5.06
"671","2009-08-31",5.09
"672","2009-09-01",5.02
"673","2009-09-02",5.19
"674","2009-09-03",5.2
"675","2009-09-04",5.46
"676","2009-09-08",5.44
"677","2009-09-09",5.34
"678","2009-09-10",5.35
"679","2009-09-11",5.56
"680","2009-09-14",5.76
"681","2009-09-15",5.73
"682","2009-09-16",5.98
"683","2009-09-17",6.26
"684","2009-09-18",7.08
"685","2009-09-21",7.05
"686","2009-09-22",6.82
"687","2009-09-23",7.58
"688","2009-09-24",7.37
"689","2009-09-25",7.37
"690","2009-09-28",7.59
"691","2009-09-29",7.29
"692","2009-09-30",7.08
"693","2009-10-01",6.85
"694","2009-10-02",6.88
"695","2009-10-05",6.77
"696","2009-10-06",6.92
"697","2009-10-07",7.14
"698","2009-10-08",7.44
"699","2009-10-09",7.34
"700","2009-10-12",7.26
"701","2009-10-13",7.35
"702","2009-10-14",7.66
"703","2009-10-15",7.33
"704","2009-10-16",6.81
"705","2009-10-19",7.1
"706","2009-10-20",6.9
"707","2009-10-21",6.85
"708","2009-10-22",7.04
"709","2009-10-23",6.76
"710","2009-10-26",6.47
"711","2009-10-27",6.17
"712","2009-10-28",5.76
"713","2009-10-29",5.8
"714","2009-10-30",5.51
"715","2009-11-02",5.51
"716","2009-11-03",5.14
"717","2009-11-04",5.32
"718","2009-11-05",5.99
"719","2009-11-06",5.66
"720","2009-11-09",5.6
"721","2009-11-10",5.68
"722","2009-11-11",5.78
"723","2009-11-12",5.59
"724","2009-11-13",5.74
"725","2009-11-16",6
"726","2009-11-17",6.24
"727","2009-11-18",6.19
"728","2009-11-19",5.87
"729","2009-11-20",5.9
"730","2009-11-23",6.04
"731","2009-11-24",5.42
"732","2009-11-25",5.38
"733","2009-11-27",5.19
"734","2009-11-30",5.18
"735","2009-12-01",5.7
"736","2009-12-02",5.88
"737","2009-12-03",6.07
"738","2009-12-04",5.91
"739","2009-12-07",5.88
"740","2009-12-08",5.68
"741","2009-12-09",5.56
"742","2009-12-10",5.38
"743","2009-12-11",5.48
"744","2009-12-14",5.71
"745","2009-12-15",5.57
"746","2009-12-16",5.74
"747","2009-12-17",5.61
"748","2009-12-18",5.7
"749","2009-12-21",5.75
"750","2009-12-22",5.85
"751","2009-12-23",5.69
"752","2009-12-24",5.85
"753","2009-12-28",5.66
"754","2009-12-29",5.71
"755","2009-12-30",5.56
"756","2009-12-31",5.38
"757","2010-01-04",5.67
"758","2010-01-05",5.9
"759","2010-01-06",5.83
"760","2010-01-07",5.91
"761","2010-01-08",6.14
"762","2010-01-11",6.21
"763","2010-01-12",6.21
"764","2010-01-13",6.23
"765","2010-01-14",6.23
"766","2010-01-15",5.89
"767","2010-01-19",6.01
"768","2010-01-20",5.72
"769","2010-01-21",5.03
"770","2010-01-22",5.09
"771","2010-01-25",5.08
"772","2010-01-26",4.87
"773","2010-01-27",4.97
"774","2010-01-28",4.52
"775","2010-01-29",4.74
"776","2010-02-01",4.66
"777","2010-02-02",4.86
"778","2010-02-03",4.76
"779","2010-02-04",4.75
"780","2010-02-05",4.82
"781","2010-02-08",4.76
"782","2010-02-09",4.81
"783","2010-02-10",4.82
"784","2010-02-11",4.97
"785","2010-02-12",5.09
"786","2010-02-16",5.17
"787","2010-02-17",5.22
"788","2010-02-18",5.34
"789","2010-02-19",5.34
"790","2010-02-22",5.3
"791","2010-02-23",5.27
"792","2010-02-24",5.38
"793","2010-02-25",5.32
"794","2010-02-26",5.23
"795","2010-03-01",6.07
"796","2010-03-02",6.14
"797","2010-03-03",6.11
"798","2010-03-04",5.86
"799","2010-03-05",5.99
"800","2010-03-08",6.08
"801","2010-03-09",6.1
"802","2010-03-10",6.25
"803","2010-03-11",6.15
"804","2010-03-12",6.23
"805","2010-03-15",6.24
"806","2010-03-16",6.25
"807","2010-03-17",6.23
"808","2010-03-18",6.18
"809","2010-03-19",5.98
"810","2010-03-22",5.95
"811","2010-03-23",6.1
"812","2010-03-24",5.96
"813","2010-03-25",5.86
"814","2010-03-26",6.24
"815","2010-03-29",5.96
"816","2010-03-30",6.04
"817","2010-03-31",6.02
"818","2010-04-01",6.08
"819","2010-04-05",6.23
"820","2010-04-06",6.29
"821","2010-04-07",6.26
"822","2010-04-08",6.21
"823","2010-04-09",6.19
"824","2010-04-12",6.15
"825","2010-04-13",6.01
"826","2010-04-14",6.3
"827","2010-04-15",6.31
"828","2010-04-16",6.16
"829","2010-04-19",6.12
"830","2010-04-20",6.27
"831","2010-04-21",6.28
"832","2010-04-22",6.43
"833","2010-04-23",6.67
"834","2010-04-26",6.49
"835","2010-04-27",6.03
"836","2010-04-28",6.18
"837","2010-04-29",6.3
"838","2010-04-30",5.97
"839","2010-05-03",6.18
"840","2010-05-04",5.8
"841","2010-05-05",5.72
"842","2010-05-06",5.5
"843","2010-05-07",5.36
"844","2010-05-10",5.68
"845","2010-05-11",5.92
"846","2010-05-12",6.08
"847","2010-05-13",6.02
"848","2010-05-14",5.84
"849","2010-05-17",5.87
"850","2010-05-18",5.79
"851","2010-05-19",5.6
"852","2010-05-20",5.33
"853","2010-05-21",5.26
"854","2010-05-24",5.2
"855","2010-05-25",4.95
"856","2010-05-26",4.98
"857","2010-05-27",5.4
"858","2010-05-28",5.31
"859","2010-06-01",4.89
"860","2010-06-02",5.22
"861","2010-06-03",5.18
"862","2010-06-04",4.71
"863","2010-06-07",4.55
"864","2010-06-08",4.44
"865","2010-06-09",4.18
"866","2010-06-10",4.4
"867","2010-06-11",4.39
"868","2010-06-14",4.47
"869","2010-06-15",4.4
"870","2010-06-16",4.24
"871","2010-06-17",4.31
"872","2010-06-18",4.44
"873","2010-06-21",4.2
"874","2010-06-22",4.06
"875","2010-06-23",4.25
"876","2010-06-24",4.36
"877","2010-06-25",4.39
"878","2010-06-28",4.57
"879","2010-06-29",4.38
"880","2010-06-30",4.07
"881","2010-07-01",4.01
"882","2010-07-02",4
"883","2010-07-06",3.92
"884","2010-07-07",3.94
"885","2010-07-08",4.06
"886","2010-07-09",4.23
"887","2010-07-12",4.16
"888","2010-07-13",4.45
"889","2010-07-14",4.41
"890","2010-07-15",4.27
"891","2010-07-16",3.94
"892","2010-07-19",4.03
"893","2010-07-20",3.96
"894","2010-07-21",3.9
"895","2010-07-22",4.02
"896","2010-07-23",4.48
"897","2010-07-26",4.62
"898","2010-07-27",4.53
"899","2010-07-28",4.26
"900","2010-07-29",4.51
"901","2010-07-30",4.6
"902","2010-08-02",4.54
"903","2010-08-03",4.47
"904","2010-08-04",4.62
"905","2010-08-05",4.47
"906","2010-08-06",4.4
"907","2010-08-09",4.47
"908","2010-08-10",4.36
"909","2010-08-11",3.94
"910","2010-08-12",3.86
"911","2010-08-13",3.72
"912","2010-08-16",3.72
"913","2010-08-17",3.8
"914","2010-08-18",4.14
"915","2010-08-19",3.69
"916","2010-08-20",3.68
"917","2010-08-23",3.57
"918","2010-08-24",3.37
"919","2010-08-25",3.54
"920","2010-08-26",3.55
"921","2010-08-27",3.68
"922","2010-08-30",3.5
"923","2010-08-31",3.54
"924","2010-09-01",3.66
"925","2010-09-02",3.66
"926","2010-09-03",3.7
"927","2010-09-07",3.52
"928","2010-09-08",3.63
"929","2010-09-09",3.79
"930","2010-09-10",3.77
"931","2010-09-13",3.83
"932","2010-09-14",3.83
"933","2010-09-15",3.84
"934","2010-09-16",3.75
"935","2010-09-17",3.76
"936","2010-09-20",4.02
"937","2010-09-21",3.97
"938","2010-09-22",3.9
"939","2010-09-23",3.83
"940","2010-09-24",4.03
"941","2010-09-27",3.84
"942","2010-09-28",3.97
"943","2010-09-29",3.86
"944","2010-09-30",3.8
"945","2010-10-01",3.89
"946","2010-10-04",3.68
"947","2010-10-05",3.93
"948","2010-10-06",3.89
"949","2010-10-07",3.87
"950","2010-10-08",3.96
"951","2010-10-11",3.92
"952","2010-10-12",3.98
"953","2010-10-13",4.05
"954","2010-10-14",4.28
"955","2010-10-15",4.3
"956","2010-10-18",4.56
"957","2010-10-19",4.41
"958","2010-10-20",4.56
"959","2010-10-21",4.37
"960","2010-10-22",4.33
"961","2010-10-25",4.32
"962","2010-10-26",4.19
"963","2010-10-27",4.17
"964","2010-10-28",4.18
"965","2010-10-29",4.31
"966","2010-11-01",4.16
"967","2010-11-02",4.33
"968","2010-11-03",4.29
"969","2010-11-04",4.49
"970","2010-11-05",4.58
"971","2010-11-08",4.64
"972","2010-11-09",4.51
"973","2010-11-10",4.8
"974","2010-11-11",4.69
"975","2010-11-12",4.54
"976","2010-11-15",4.55
"977","2010-11-16",4.18
"978","2010-11-17",4.19
"979","2010-11-18",4.51
"980","2010-11-19",4.4
"981","2010-11-22",4.34
"982","2010-11-23",4.27
"983","2010-11-24",4.52
"984","2010-11-26",4.32
"985","2010-11-29",4.33
"986","2010-11-30",4.4
"987","2010-12-01",4.61
"988","2010-12-02",4.52
"989","2010-12-03",4.7
"990","2010-12-06",4.84
"991","2010-12-07",4.9
"992","2010-12-08",4.81
"993","2010-12-09",4.92
"994","2010-12-10",4.84
"995","2010-12-13",4.83
"996","2010-12-14",5.15
"997","2010-12-15",5.16
"998","2010-12-16",5.26
