"","date","CSOD"
"1","2011-03-17",19.07
"2","2011-03-18",18.25
"3","2011-03-21",18.190001
"4","2011-03-22",18.059999
"5","2011-03-23",17.940001
"6","2011-03-24",19.02
"7","2011-03-25",18.5
"8","2011-03-28",18.530001
"9","2011-03-29",18.35
"10","2011-03-30",18.58
"11","2011-03-31",18.23
"12","2011-04-01",17.780001
"13","2011-04-04",18.57
"14","2011-04-05",18.870001
"15","2011-04-06",19.08
"16","2011-04-07",18.77
"17","2011-04-08",18.700001
"18","2011-04-11",18.559999
"19","2011-04-12",18.030001
"20","2011-04-13",18.200001
"21","2011-04-14",18.040001
"22","2011-04-15",17.799999
"23","2011-04-18",17.389999
"24","2011-04-19",17.42
"25","2011-04-20",18.290001
"26","2011-04-21",18.01
"27","2011-04-25",18.15
"28","2011-04-26",18.16
"29","2011-04-27",18.719999
"30","2011-04-28",18.9
"31","2011-04-29",19.139999
"32","2011-05-02",20.129999
"33","2011-05-03",20.27
"34","2011-05-04",21.51
"35","2011-05-05",21.43
"36","2011-05-06",21.1
"37","2011-05-09",21.23
"38","2011-05-10",21.299999
"39","2011-05-11",22.74
"40","2011-05-12",21.34
"41","2011-05-13",20.1
"42","2011-05-16",19.6
"43","2011-05-17",19.700001
"44","2011-05-18",19.67
"45","2011-05-19",19.68
"46","2011-05-20",19.790001
"47","2011-05-23",20
"48","2011-05-24",19.16
"49","2011-05-25",19.110001
"50","2011-05-26",19.790001
"51","2011-05-27",19.5
"52","2011-05-31",19.309999
"53","2011-06-01",19.52
"54","2011-06-02",19.26
"55","2011-06-03",19.09
"56","2011-06-06",19.219999
"57","2011-06-07",18.129999
"58","2011-06-08",18.25
"59","2011-06-09",18.889999
"60","2011-06-10",18.85
"61","2011-06-13",18.52
"62","2011-06-14",19.790001
"63","2011-06-15",18.530001
"64","2011-06-16",18.139999
"65","2011-06-17",17.49
"66","2011-06-20",17.790001
"67","2011-06-21",18.08
"68","2011-06-22",19.049999
"69","2011-06-23",18.559999
"70","2011-06-24",17.559999
"71","2011-06-27",18.42
"72","2011-06-28",18.65
"73","2011-06-29",18.27
"74","2011-06-30",17.65
"75","2011-07-01",17.92
"76","2011-07-05",18.110001
"77","2011-07-06",18.4
"78","2011-07-07",19.120001
"79","2011-07-08",19.02
"80","2011-07-11",18.42
"81","2011-07-12",18.74
"82","2011-07-13",18.93
"83","2011-07-14",18.889999
"84","2011-07-15",18.42
"85","2011-07-18",17.440001
"86","2011-07-19",19.48
"87","2011-07-20",18.049999
"88","2011-07-21",17.65
"89","2011-07-22",17.09
"90","2011-07-25",17.629999
"91","2011-07-26",17.969999
"92","2011-07-27",16.860001
"93","2011-07-28",15.85
"94","2011-07-29",16.4
"95","2011-08-01",17.16
"96","2011-08-02",16.469999
"97","2011-08-03",16.66
"98","2011-08-04",16.120001
"99","2011-08-05",15.02
"100","2011-08-08",14.63
"101","2011-08-09",14.37
"102","2011-08-10",14.11
"103","2011-08-11",14.71
"104","2011-08-12",16.43
"105","2011-08-15",17.309999
"106","2011-08-16",17
"107","2011-08-17",16.299999
"108","2011-08-18",14.48
"109","2011-08-19",14.14
"110","2011-08-22",14.04
"111","2011-08-23",14.95
"112","2011-08-24",14.89
"113","2011-08-25",13.99
"114","2011-08-26",14.27
"115","2011-08-29",15.68
"116","2011-08-30",15.37
"117","2011-08-31",15.52
"118","2011-09-01",15.41
"119","2011-09-02",14.34
"120","2011-09-06",13.4
"121","2011-09-07",13.43
"122","2011-09-08",13.28
"123","2011-09-09",12.56
"124","2011-09-12",12.13
"125","2011-09-13",13.09
"126","2011-09-14",13.08
"127","2011-09-15",12.71
"128","2011-09-16",12.94
"129","2011-09-19",12.7
"130","2011-09-20",12.43
"131","2011-09-21",12.17
"132","2011-09-22",12.41
"133","2011-09-23",12.97
"134","2011-09-26",12.64
"135","2011-09-27",13.08
"136","2011-09-28",13.39
"137","2011-09-29",13.37
"138","2011-09-30",12.54
"139","2011-10-03",12.44
"140","2011-10-04",13.59
"141","2011-10-05",13.7
"142","2011-10-06",14.55
"143","2011-10-07",14.28
"144","2011-10-10",14.6
"145","2011-10-11",14.9
"146","2011-10-12",14.99
"147","2011-10-13",14.83
"148","2011-10-14",15
"149","2011-10-17",14.72
"150","2011-10-18",14.72
"151","2011-10-19",14.35
"152","2011-10-20",13.66
"153","2011-10-21",14.38
"154","2011-10-24",14.57
"155","2011-10-25",13.9
"156","2011-10-26",14.35
"157","2011-10-27",15.35
"158","2011-10-28",15.45
"159","2011-10-31",14.41
"160","2011-11-01",14.34
"161","2011-11-02",14.61
"162","2011-11-03",14.29
"163","2011-11-04",13.99
"164","2011-11-07",14
"165","2011-11-08",15.1
"166","2011-11-09",14.6
"167","2011-11-10",14.69
"168","2011-11-11",14.69
"169","2011-11-14",14.63
"170","2011-11-15",15.13
"171","2011-11-16",15.7
"172","2011-11-17",16
"173","2011-11-18",16.07
"174","2011-11-21",16.02
"175","2011-11-22",16.049999
"176","2011-11-23",15.48
"177","2011-11-25",15.35
"178","2011-11-28",16.049999
"179","2011-11-29",15.92
"180","2011-11-30",16.120001
"181","2011-12-01",16.24
"182","2011-12-02",16.24
"183","2011-12-05",18.200001
"184","2011-12-06",17.9
"185","2011-12-07",17.799999
"186","2011-12-08",18.120001
"187","2011-12-09",18.75
"188","2011-12-12",18.24
"189","2011-12-13",18.34
"190","2011-12-14",17.57
"191","2011-12-15",17.799999
"192","2011-12-16",17.9
"193","2011-12-19",18.17
"194","2011-12-20",18.139999
"195","2011-12-21",17.98
"196","2011-12-22",18.190001
"197","2011-12-23",18.24
"198","2011-12-27",18.190001
"199","2011-12-28",18.139999
"200","2011-12-29",18.209999
"201","2011-12-30",18.24
"202","2012-01-03",17.98
"203","2012-01-04",17.860001
"204","2012-01-05",18
"205","2012-01-06",17.68
"206","2012-01-09",17.98
"207","2012-01-10",18.049999
"208","2012-01-11",18.290001
"209","2012-01-12",18.27
"210","2012-01-13",18.190001
"211","2012-01-17",18.17
"212","2012-01-18",18.299999
"213","2012-01-19",18.25
"214","2012-01-20",18.309999
"215","2012-01-23",18.139999
"216","2012-01-24",18.1
"217","2012-01-25",18.27
"218","2012-01-26",17.98
"219","2012-01-27",18.15
"220","2012-01-30",18.110001
"221","2012-01-31",18.25
"222","2012-02-01",18.25
"223","2012-02-02",18.299999
"224","2012-02-03",18.299999
"225","2012-02-06",17.799999
"226","2012-02-07",18.02
"227","2012-02-08",17.780001
"228","2012-02-09",17.58
"229","2012-02-10",18.09
"230","2012-02-13",18.299999
"231","2012-02-14",18.35
"232","2012-02-15",18.58
"233","2012-02-16",18.780001
"234","2012-02-17",19.030001
"235","2012-02-21",19.91
"236","2012-02-22",19.610001
"237","2012-02-23",20.23
"238","2012-02-24",20.68
"239","2012-02-27",20.780001
"240","2012-02-28",20.67
"241","2012-02-29",20.74
"242","2012-03-01",20.889999
"243","2012-03-02",21.200001
"244","2012-03-05",20.860001
"245","2012-03-06",20.549999
"246","2012-03-07",20.83
"247","2012-03-08",22.120001
"248","2012-03-09",22.129999
"249","2012-03-12",20.98
"250","2012-03-13",20.889999
"251","2012-03-14",20.49
"252","2012-03-15",21
"253","2012-03-16",20.459999
"254","2012-03-19",20.35
"255","2012-03-20",20.200001
"256","2012-03-21",20.309999
"257","2012-03-22",20.32
"258","2012-03-23",20.549999
"259","2012-03-26",21.73
"260","2012-03-27",21.76
"261","2012-03-28",21.620001
"262","2012-03-29",21.639999
"263","2012-03-30",21.84
"264","2012-04-02",21.98
"265","2012-04-03",21.620001
"266","2012-04-04",21.09
"267","2012-04-05",21.58
"268","2012-04-09",21.27
"269","2012-04-10",20.450001
"270","2012-04-11",20.940001
"271","2012-04-12",21.25
"272","2012-04-13",21.219999
"273","2012-04-16",20.889999
"274","2012-04-17",21.26
"275","2012-04-18",21.870001
"276","2012-04-19",22.07
"277","2012-04-20",22.23
"278","2012-04-23",21.690001
"279","2012-04-24",20.790001
"280","2012-04-25",21.18
"281","2012-04-26",21.35
"282","2012-04-27",21.25
"283","2012-04-30",20.780001
"284","2012-05-01",20.85
"285","2012-05-02",20.950001
"286","2012-05-03",19.959999
"287","2012-05-04",19.74
"288","2012-05-07",19.360001
"289","2012-05-08",18.68
"290","2012-05-09",18.93
"291","2012-05-10",18.73
"292","2012-05-11",18.82
"293","2012-05-14",18.309999
"294","2012-05-15",21
"295","2012-05-16",20.41
"296","2012-05-17",19.860001
"297","2012-05-18",19.610001
"298","2012-05-21",19.969999
"299","2012-05-22",19.99
"300","2012-05-23",20.17
"301","2012-05-24",20.15
"302","2012-05-25",19.860001
"303","2012-05-29",19.82
"304","2012-05-30",20.030001
"305","2012-05-31",20.049999
"306","2012-06-01",18.82
"307","2012-06-04",18.48
"308","2012-06-05",18.26
"309","2012-06-06",20.190001
"310","2012-06-07",20.01
"311","2012-06-08",20.35
"312","2012-06-11",20.35
"313","2012-06-12",20.16
"314","2012-06-13",20.610001
"315","2012-06-14",21.07
"316","2012-06-15",21.27
"317","2012-06-18",22.01
"318","2012-06-19",22.530001
"319","2012-06-20",22.219999
"320","2012-06-21",21.219999
"321","2012-06-22",21.91
"322","2012-06-25",21.889999
"323","2012-06-26",21.73
"324","2012-06-27",22.48
"325","2012-06-28",22.41
"326","2012-06-29",23.809999
"327","2012-07-02",23.870001
"328","2012-07-03",24.58
"329","2012-07-05",24.610001
"330","2012-07-06",23.25
"331","2012-07-09",22.65
"332","2012-07-10",22.76
"333","2012-07-11",22.91
"334","2012-07-12",22.35
"335","2012-07-13",23.450001
"336","2012-07-16",23.219999
"337","2012-07-17",23.5
"338","2012-07-18",23.700001
"339","2012-07-19",23.9
"340","2012-07-20",24.610001
"341","2012-07-23",23.790001
"342","2012-07-24",22.799999
"343","2012-07-25",23.09
"344","2012-07-26",22.33
"345","2012-07-27",23.59
"346","2012-07-30",23.4
"347","2012-07-31",23.780001
"348","2012-08-01",23.74
"349","2012-08-02",23.940001
"350","2012-08-03",24.84
"351","2012-08-06",25.200001
"352","2012-08-07",25.620001
"353","2012-08-08",25.99
"354","2012-08-09",25.299999
"355","2012-08-10",26.18
"356","2012-08-13",25.139999
"357","2012-08-14",24.370001
"358","2012-08-15",25
"359","2012-08-16",25.139999
"360","2012-08-17",25.84
"361","2012-08-20",25.610001
"362","2012-08-21",25.190001
"363","2012-08-22",26.27
"364","2012-08-23",25.280001
"365","2012-08-24",25.1
"366","2012-08-27",26.870001
"367","2012-08-28",27.469999
"368","2012-08-29",27.01
"369","2012-08-30",26.290001
"370","2012-08-31",26.809999
"371","2012-09-04",26.73
"372","2012-09-05",26.780001
"373","2012-09-06",28.030001
"374","2012-09-07",27.26
"375","2012-09-10",27.32
"376","2012-09-11",27.34
"377","2012-09-12",27.66
"378","2012-09-13",29.27
"379","2012-09-14",29.549999
"380","2012-09-17",29.639999
"381","2012-09-18",30.16
"382","2012-09-19",30.4
"383","2012-09-20",30.27
"384","2012-09-21",30.9
"385","2012-09-24",30.780001
"386","2012-09-25",30.559999
"387","2012-09-26",30.120001
"388","2012-09-27",30.940001
"389","2012-09-28",30.66
"390","2012-10-01",31.440001
"391","2012-10-02",31.84
"392","2012-10-03",31.91
"393","2012-10-04",32.220001
"394","2012-10-05",31.799999
"395","2012-10-08",31.74
"396","2012-10-09",31.790001
"397","2012-10-10",31.690001
"398","2012-10-11",31.52
"399","2012-10-12",32.09
"400","2012-10-15",32.330002
"401","2012-10-16",32.209999
"402","2012-10-17",31.24
"403","2012-10-18",29.99
"404","2012-10-19",28.99
"405","2012-10-22",28.85
"406","2012-10-23",28.459999
"407","2012-10-24",28.34
"408","2012-10-25",28.299999
"409","2012-10-26",28.200001
"410","2012-10-31",27.99
"411","2012-11-01",28.93
"412","2012-11-02",28.99
"413","2012-11-05",28.99
"414","2012-11-06",29.309999
"415","2012-11-07",28.32
"416","2012-11-08",27.68
"417","2012-11-09",27.610001
"418","2012-11-12",26.33
"419","2012-11-13",27.280001
"420","2012-11-14",26.700001
"421","2012-11-15",27.049999
"422","2012-11-16",27
"423","2012-11-19",27.280001
"424","2012-11-20",27.09
"425","2012-11-21",27.6
"426","2012-11-23",27.360001
"427","2012-11-26",27.51
"428","2012-11-27",27.5
"429","2012-11-28",27.9
"430","2012-11-29",28.059999
"431","2012-11-30",28.040001
"432","2012-12-03",27.9
"433","2012-12-04",27.75
"434","2012-12-05",27.290001
"435","2012-12-06",27.24
"436","2012-12-07",27.17
"437","2012-12-10",27.120001
"438","2012-12-11",27.92
"439","2012-12-12",27.530001
"440","2012-12-13",26.440001
"441","2012-12-14",26.030001
"442","2012-12-17",26.41
"443","2012-12-18",27.84
"444","2012-12-19",28.129999
"445","2012-12-20",28.540001
"446","2012-12-21",28.379999
"447","2012-12-24",28.459999
"448","2012-12-26",28.27
"449","2012-12-27",28.59
