"","date","ICHR"
"1","2016-12-09",9.77
"2","2016-12-12",10.44
"3","2016-12-13",10.63
"4","2016-12-14",10.2
"5","2016-12-15",11.12
"6","2016-12-16",10.94
"7","2016-12-19",10.96
"8","2016-12-20",10.6
"9","2016-12-21",10.7
"10","2016-12-22",10.83
"11","2016-12-23",10.75
"12","2016-12-27",10.95
"13","2016-12-28",10.74
"14","2016-12-29",10.53
"15","2016-12-30",10.82
"16","2017-01-03",11.55
"17","2017-01-04",13.09
"18","2017-01-05",13.21
"19","2017-01-06",13.1
"20","2017-01-09",14
"21","2017-01-10",13.4
"22","2017-01-11",13.76
"23","2017-01-12",14.38
"24","2017-01-13",14.18
"25","2017-01-17",14.3
"26","2017-01-18",15.45
"27","2017-01-19",15.5
"28","2017-01-20",15.88
"29","2017-01-23",15.49
"30","2017-01-24",15.88
"31","2017-01-25",15.69
"32","2017-01-26",15.61
"33","2017-01-27",15.77
"34","2017-01-30",15.72
"35","2017-01-31",15.44
"36","2017-02-01",15.64
"37","2017-02-02",16.559999
"38","2017-02-03",16.799999
"39","2017-02-06",16.440001
"40","2017-02-07",16.629999
"41","2017-02-08",16.549999
"42","2017-02-09",16.709999
"43","2017-02-10",17.040001
"44","2017-02-13",16.379999
"45","2017-02-14",16.799999
"46","2017-02-15",17.299999
"47","2017-02-16",17.129999
"48","2017-02-17",17.27
"49","2017-02-21",17.33
"50","2017-02-22",17.77
"51","2017-02-23",17.66
"52","2017-02-24",17.66
"53","2017-02-27",18.389999
"54","2017-02-28",18.790001
"55","2017-03-01",18.92
"56","2017-03-02",18.440001
"57","2017-03-03",18.74
"58","2017-03-06",19.09
"59","2017-03-07",18.77
"60","2017-03-08",17.51
"61","2017-03-09",17.92
"62","2017-03-10",17.309999
"63","2017-03-13",18.48
"64","2017-03-14",18.209999
"65","2017-03-15",18.75
"66","2017-03-16",19
"67","2017-03-17",18.950001
"68","2017-03-20",19.040001
"69","2017-03-21",18.370001
"70","2017-03-22",18.24
"71","2017-03-23",17.969999
"72","2017-03-24",18.219999
"73","2017-03-27",17.860001
"74","2017-03-28",17.91
"75","2017-03-29",18.030001
"76","2017-03-30",18.889999
"77","2017-03-31",19.83
"78","2017-04-03",19.75
"79","2017-04-04",19.83
"80","2017-04-05",18.530001
"81","2017-04-06",19.440001
"82","2017-04-07",19.530001
"83","2017-04-10",18.559999
"84","2017-04-11",18.35
"85","2017-04-12",18.02
"86","2017-04-13",17.139999
"87","2017-04-17",17.190001
"88","2017-04-18",17.469999
"89","2017-04-19",18.25
"90","2017-04-20",18.65
"91","2017-04-21",18.360001
"92","2017-04-24",18.93
"93","2017-04-25",20.9
"94","2017-04-26",20.379999
"95","2017-04-27",19.389999
"96","2017-04-28",19.4
"97","2017-05-01",19.530001
"98","2017-05-02",19.709999
"99","2017-05-03",19.25
"100","2017-05-04",18.92
"101","2017-05-05",19.299999
"102","2017-05-08",19.91
"103","2017-05-09",20.35
"104","2017-05-10",21.030001
"105","2017-05-11",21
"106","2017-05-12",20.23
"107","2017-05-15",20.25
"108","2017-05-16",19.98
"109","2017-05-17",19.74
"110","2017-05-18",19.75
"111","2017-05-19",20.35
"112","2017-05-22",22.389999
"113","2017-05-23",23.16
"114","2017-05-24",23.32
"115","2017-05-25",23.120001
"116","2017-05-26",23.290001
"117","2017-05-30",24.24
"118","2017-05-31",23.48
"119","2017-06-01",23.309999
"120","2017-06-02",23.780001
"121","2017-06-05",25.639999
"122","2017-06-06",25.559999
"123","2017-06-07",26.24
"124","2017-06-08",27.879999
"125","2017-06-09",24.73
"126","2017-06-12",22.84
"127","2017-06-13",23.33
"128","2017-06-14",22.58
"129","2017-06-15",22.530001
"130","2017-06-16",22.91
"131","2017-06-19",23.91
"132","2017-06-20",23.299999
"133","2017-06-21",23.25
"134","2017-06-22",22.610001
"135","2017-06-23",23.35
"136","2017-06-26",23.49
"137","2017-06-27",22.209999
"138","2017-06-28",22.629999
"139","2017-06-29",21.200001
"140","2017-06-30",20.16
"141","2017-07-03",19.99
"142","2017-07-05",20.379999
"143","2017-07-06",19.43
"144","2017-07-07",20.24
"145","2017-07-10",21.120001
"146","2017-07-11",20.799999
"147","2017-07-12",21.290001
"148","2017-07-13",21.530001
"149","2017-07-14",21.67
"150","2017-07-17",22.110001
"151","2017-07-18",22.77
"152","2017-07-19",23.700001
"153","2017-07-20",23.219999
"154","2017-07-21",22.74
"155","2017-07-24",23.295
"156","2017-07-25",22.959999
"157","2017-07-26",23.389999
"158","2017-07-27",21.49
"159","2017-07-28",23.030001
"160","2017-07-31",22.98
"161","2017-08-01",20.67
"162","2017-08-02",19.32
"163","2017-08-03",19.219999
"164","2017-08-04",18.870001
"165","2017-08-07",19.33
"166","2017-08-08",19.379999
"167","2017-08-09",19.25
"168","2017-08-10",18.030001
"169","2017-08-11",19.42
"170","2017-08-14",19.6
"171","2017-08-15",19.77
"172","2017-08-16",19.82
"173","2017-08-17",19.09
"174","2017-08-18",20.360001
"175","2017-08-21",19.309999
"176","2017-08-22",19.75
"177","2017-08-23",19.809999
"178","2017-08-24",19.91
"179","2017-08-25",19.879999
"180","2017-08-28",20.15
"181","2017-08-29",21.190001
"182","2017-08-30",22.540001
"183","2017-08-31",22.879999
"184","2017-09-01",23.1
"185","2017-09-05",22.41
"186","2017-09-06",22.530001
"187","2017-09-07",23.15
"188","2017-09-08",22.57
"189","2017-09-11",23.620001
"190","2017-09-12",23.65
"191","2017-09-13",24.059999
"192","2017-09-14",24.66
"193","2017-09-15",24.33
"194","2017-09-18",24.84
"195","2017-09-19",25.030001
"196","2017-09-20",24.73
"197","2017-09-21",23.93
"198","2017-09-22",24.690001
"199","2017-09-25",23.73
"200","2017-09-26",23.75
"201","2017-09-27",25.6
"202","2017-09-28",26.74
"203","2017-09-29",26.799999
"204","2017-10-02",27.76
"205","2017-10-03",27.290001
"206","2017-10-04",26.190001
"207","2017-10-05",26.24
"208","2017-10-06",26.41
"209","2017-10-09",26.91
"210","2017-10-10",30.049999
"211","2017-10-11",30.200001
"212","2017-10-12",31.34
"213","2017-10-13",32.669998
"214","2017-10-16",32.889999
"215","2017-10-17",33.130001
"216","2017-10-18",34.110001
"217","2017-10-19",33.34
"218","2017-10-20",33.860001
"219","2017-10-23",34.299999
"220","2017-10-24",33.360001
"221","2017-10-25",32.049999
"222","2017-10-26",31.200001
"223","2017-10-27",31.08
"224","2017-10-30",30.950001
"225","2017-10-31",31.190001
"226","2017-11-01",28.58
"227","2017-11-02",28.91
"228","2017-11-03",29.77
"229","2017-11-06",31.02
"230","2017-11-07",31.049999
"231","2017-11-08",30.450001
"232","2017-11-09",29.82
"233","2017-11-10",27.98
"234","2017-11-13",28.98
"235","2017-11-14",27.43
"236","2017-11-15",26.82
"237","2017-11-16",28.809999
"238","2017-11-17",28.129999
"239","2017-11-20",30.23
"240","2017-11-21",32.349998
"241","2017-11-22",29.52
"242","2017-11-24",29.059999
"243","2017-11-27",30.16
"244","2017-11-28",30.360001
"245","2017-11-29",28.01
"246","2017-11-30",28.41
"247","2017-12-01",26.469999
"248","2017-12-04",23.610001
"249","2017-12-05",23.700001
"250","2017-12-06",24.049999
"251","2017-12-07",25.219999
"252","2017-12-08",24.6
"253","2017-12-11",24.57
"254","2017-12-12",23.639999
"255","2017-12-13",23.709999
"256","2017-12-14",23.83
"257","2017-12-15",25.18
"258","2017-12-18",25.33
"259","2017-12-19",25.58
"260","2017-12-20",25.75
"261","2017-12-21",24.790001
"262","2017-12-22",25.07
"263","2017-12-26",24.219999
"264","2017-12-27",24.75
"265","2017-12-28",24.709999
"266","2017-12-29",24.6
"267","2018-01-02",25.9
"268","2018-01-03",26.440001
"269","2018-01-04",25.809999
"270","2018-01-05",27.5
"271","2018-01-08",26.299999
"272","2018-01-09",26.139999
"273","2018-01-10",25.41
"274","2018-01-11",25.18
"275","2018-01-12",24.74
"276","2018-01-16",25.6
"277","2018-01-17",30.66
"278","2018-01-18",32.75
"279","2018-01-19",32.389999
"280","2018-01-22",34.02
"281","2018-01-23",34.349998
"282","2018-01-24",33.209999
"283","2018-01-25",32.150002
"284","2018-01-26",34.009998
