"","date","HI"
"395","2009-10-19",20.719999
"396","2009-10-20",20.77
"397","2009-10-21",20.620001
"398","2009-10-22",21.02
"399","2009-10-23",20.67
"400","2009-10-26",20.129999
"401","2009-10-27",20.459999
"402","2009-10-28",19.940001
"403","2009-10-29",20.040001
"404","2009-10-30",19.98
"405","2009-11-02",20.030001
"406","2009-11-03",19.450001
"407","2009-11-04",19.629999
"408","2009-11-05",19.85
"409","2009-11-06",20.190001
"410","2009-11-09",20.09
"411","2009-11-10",20.360001
"412","2009-11-11",20.43
"413","2009-11-12",19.889999
"414","2009-11-13",19.9
"415","2009-11-16",20.059999
"416","2009-11-17",20.41
"417","2009-11-18",20.17
"418","2009-11-19",19.84
"419","2009-11-20",20.129999
"420","2009-11-23",19.950001
"421","2009-11-24",18.57
"422","2009-11-25",18.83
"423","2009-11-27",18.25
"424","2009-11-30",18.299999
"425","2009-12-01",18.48
"426","2009-12-02",18.93
"427","2009-12-03",18.709999
"428","2009-12-04",19.08
"429","2009-12-07",19.129999
"430","2009-12-08",19.030001
"431","2009-12-09",19.32
"432","2009-12-10",19.59
"433","2009-12-11",19.68
"434","2009-12-14",19.49
"435","2009-12-15",19.49
"436","2009-12-16",18.91
"437","2009-12-17",18.799999
"438","2009-12-18",18.65
"439","2009-12-21",18.65
"440","2009-12-22",18.700001
"441","2009-12-23",18.790001
"442","2009-12-24",18.639999
"443","2009-12-28",18.84
"444","2009-12-29",18.700001
"445","2009-12-30",18.9
"446","2009-12-31",18.84
"447","2010-01-04",19
"448","2010-01-05",19.059999
"449","2010-01-06",19.139999
"450","2010-01-07",19.17
"451","2010-01-08",19.48
"452","2010-01-11",18.719999
"453","2010-01-12",18.610001
"454","2010-01-13",18.67
"455","2010-01-14",18.469999
"456","2010-01-15",18.25
"457","2010-01-19",18.32
"458","2010-01-20",18.049999
"459","2010-01-21",17.91
"460","2010-01-22",17.91
"461","2010-01-25",17.889999
"462","2010-01-26",17.85
"463","2010-01-27",18.120001
"464","2010-01-28",18.35
"465","2010-01-29",18.35
"466","2010-02-01",18.299999
"467","2010-02-02",18.42
"468","2010-02-03",18.559999
"469","2010-02-04",18.540001
"470","2010-02-05",18.5
"471","2010-02-08",18.6
"472","2010-02-09",18.77
"473","2010-02-10",18.940001
"474","2010-02-11",19.09
"475","2010-02-12",19.5
"476","2010-02-16",19.25
"477","2010-02-17",19.389999
"478","2010-02-18",19.43
"479","2010-02-19",19.77
"480","2010-02-22",20.049999
"481","2010-02-23",20
"482","2010-02-24",20.049999
"483","2010-02-25",20.190001
"484","2010-02-26",20.049999
"485","2010-03-01",20.469999
"486","2010-03-02",20.91
"487","2010-03-03",21.07
"488","2010-03-04",21.059999
"489","2010-03-05",21.190001
"490","2010-03-08",21.25
"491","2010-03-09",21.23
"492","2010-03-10",21.280001
"493","2010-03-11",21.42
"494","2010-03-12",21.719999
"495","2010-03-15",21.719999
"496","2010-03-16",22.08
"497","2010-03-17",22.049999
"498","2010-03-18",22.030001
"499","2010-03-19",22.09
"500","2010-03-22",22.09
"501","2010-03-23",22.27
"502","2010-03-24",22.27
"503","2010-03-25",22.1
"504","2010-03-26",22.02
"505","2010-03-29",22.059999
"506","2010-03-30",22.110001
"507","2010-03-31",21.99
"508","2010-04-01",22.48
"509","2010-04-05",22.469999
"510","2010-04-06",22.639999
"511","2010-04-07",24.07
"512","2010-04-08",23.73
"513","2010-04-09",23.690001
"514","2010-04-12",23.809999
"515","2010-04-13",24.02
"516","2010-04-14",24.15
"517","2010-04-15",23.98
"518","2010-04-16",24.040001
"519","2010-04-19",24.450001
"520","2010-04-20",24.610001
"521","2010-04-21",24.690001
"522","2010-04-22",24.549999
"523","2010-04-23",24.530001
"524","2010-04-26",24.709999
"525","2010-04-27",24.1
"526","2010-04-28",24.07
"527","2010-04-29",24.200001
"528","2010-04-30",24.58
"529","2010-05-03",24.49
"530","2010-05-04",24.209999
"531","2010-05-05",23.66
"532","2010-05-06",24.51
"533","2010-05-07",24.030001
"534","2010-05-10",25.139999
"535","2010-05-11",24.879999
"536","2010-05-12",25.440001
"537","2010-05-13",25.440001
"538","2010-05-14",25.299999
"539","2010-05-17",25.77
"540","2010-05-18",25.17
"541","2010-05-19",24.57
"542","2010-05-20",23.57
"543","2010-05-21",23.68
"544","2010-05-24",23.6
"545","2010-05-25",23.34
"546","2010-05-26",23.450001
"547","2010-05-27",24.08
"548","2010-05-28",24.290001
"549","2010-06-01",23.6
"550","2010-06-02",23.41
"551","2010-06-03",23.84
"552","2010-06-04",22.719999
"553","2010-06-07",22.25
"554","2010-06-08",22
"555","2010-06-09",22.01
"556","2010-06-10",22.18
"557","2010-06-11",22.309999
"558","2010-06-14",22.030001
"559","2010-06-15",22.34
"560","2010-06-16",22.360001
"561","2010-06-17",22.32
"562","2010-06-18",22.200001
"563","2010-06-21",22.219999
"564","2010-06-22",21.540001
"565","2010-06-23",21.040001
"566","2010-06-24",20.85
"567","2010-06-25",21.370001
"568","2010-06-28",21.540001
"569","2010-06-29",21.5
"570","2010-06-30",21.389999
"571","2010-07-01",21.379999
"572","2010-07-02",21.16
"573","2010-07-06",20.950001
"574","2010-07-07",21.040001
"575","2010-07-08",21.360001
"576","2010-07-09",21.049999
"577","2010-07-12",21
"578","2010-07-13",21.09
"579","2010-07-14",21.059999
"580","2010-07-15",20.959999
"581","2010-07-16",20.879999
"582","2010-07-19",20.959999
"583","2010-07-20",21.290001
"584","2010-07-21",20.799999
"585","2010-07-22",21.16
"586","2010-07-23",21.299999
"587","2010-07-26",21.85
"588","2010-07-27",21.99
"589","2010-07-28",21.709999
"590","2010-07-29",21.790001
"591","2010-07-30",22.09
"592","2010-08-02",22.57
"593","2010-08-03",22.129999
"594","2010-08-04",21.32
"595","2010-08-05",20.99
"596","2010-08-06",20.98
"597","2010-08-09",20.76
"598","2010-08-10",20.6
"599","2010-08-11",20.25
"600","2010-08-12",20.32
"601","2010-08-13",20.309999
"602","2010-08-16",20.32
"603","2010-08-17",20.35
"604","2010-08-18",20.33
"605","2010-08-19",20.139999
"606","2010-08-20",20.09
"607","2010-08-23",20.27
"608","2010-08-24",20.219999
"609","2010-08-25",20.07
"610","2010-08-26",19.85
"611","2010-08-27",19.99
"612","2010-08-30",19.51
"613","2010-08-31",19.030001
"614","2010-09-01",19.77
"615","2010-09-02",20.24
"616","2010-09-03",20.57
"617","2010-09-07",20.25
"618","2010-09-08",20.639999
"619","2010-09-09",20.870001
"620","2010-09-10",20.879999
"621","2010-09-13",21.299999
"622","2010-09-14",21.049999
"623","2010-09-15",21.200001
"624","2010-09-16",21.02
"625","2010-09-17",21.51
"626","2010-09-20",21.42
"627","2010-09-21",21.24
"628","2010-09-22",20.84
"629","2010-09-23",20.83
"630","2010-09-24",21.23
"631","2010-09-27",21.219999
"632","2010-09-28",21.549999
"633","2010-09-29",21.49
"634","2010-09-30",21.51
"635","2010-10-01",21.709999
"636","2010-10-04",21.26
"637","2010-10-05",21.68
"638","2010-10-06",21.76
"639","2010-10-07",21.58
"640","2010-10-08",21.620001
"641","2010-10-11",21.77
"642","2010-10-12",22.01
"643","2010-10-13",22.299999
"644","2010-10-14",22.32
"645","2010-10-15",22.32
"646","2010-10-18",22.129999
"647","2010-10-19",21.91
"648","2010-10-20",22.08
"649","2010-10-21",22.059999
"650","2010-10-22",21.99
"651","2010-10-25",22
"652","2010-10-26",21.799999
"653","2010-10-27",21.530001
"654","2010-10-28",21.65
"655","2010-10-29",21.49
"656","2010-11-01",21.469999
"657","2010-11-02",21.66
"658","2010-11-03",21.59
"659","2010-11-04",21.299999
"660","2010-11-05",21.42
"661","2010-11-08",21.370001
"662","2010-11-09",20.24
"663","2010-11-10",20.049999
"664","2010-11-11",20.110001
"665","2010-11-12",20
"666","2010-11-15",20
"667","2010-11-16",20.02
"668","2010-11-17",20.059999
"669","2010-11-18",20.360001
"670","2010-11-19",20.309999
"671","2010-11-22",20.15
"672","2010-11-23",19.73
"673","2010-11-24",19.209999
"674","2010-11-26",19.26
"675","2010-11-29",19.5
"676","2010-11-30",19.309999
"677","2010-12-01",19.309999
"678","2010-12-02",19.610001
"679","2010-12-03",19.65
"680","2010-12-06",19.440001
"681","2010-12-07",19.42
"682","2010-12-08",19.440001
"683","2010-12-09",19.379999
"684","2010-12-10",19.58
"685","2010-12-13",19.52
"686","2010-12-14",19.799999
"687","2010-12-15",19.950001
"688","2010-12-16",20.52
"689","2010-12-17",20.51
"690","2010-12-20",20.25
"691","2010-12-21",20.51
"692","2010-12-22",20.74
"693","2010-12-23",20.67
"694","2010-12-27",20.620001
"695","2010-12-28",20.719999
"696","2010-12-29",20.92
"697","2010-12-30",21.049999
"698","2010-12-31",20.809999
"699","2011-01-03",20.73
"700","2011-01-04",20.66
"701","2011-01-05",21.040001
"702","2011-01-06",22.01
"703","2011-01-07",21.690001
"704","2011-01-10",21.709999
"705","2011-01-11",21.67
"706","2011-01-12",21.9
"707","2011-01-13",21.879999
"708","2011-01-14",22.370001
"709","2011-01-18",22.18
"710","2011-01-19",21.610001
"711","2011-01-20",22.049999
"712","2011-01-21",22.059999
"713","2011-01-24",22.27
"714","2011-01-25",22.23
"715","2011-01-26",22.33
"716","2011-01-27",22.440001
"717","2011-01-28",22.049999
"718","2011-01-31",21.610001
"719","2011-02-01",21.82
"720","2011-02-02",21.959999
"721","2011-02-03",21.67
"722","2011-02-04",21.639999
"723","2011-02-07",21.799999
"724","2011-02-08",21.75
"725","2011-02-09",21.65
"726","2011-02-10",21.75
"727","2011-02-11",21.99
"728","2011-02-14",21.959999
"729","2011-02-15",21.73
"730","2011-02-16",21.99
"731","2011-02-17",21.969999
"732","2011-02-18",22.25
"733","2011-02-22",21.68
"734","2011-02-23",21.309999
"735","2011-02-24",21.76
"736","2011-02-25",21.75
"737","2011-02-28",21.75
"738","2011-03-01",21.469999
"739","2011-03-02",21.48
"740","2011-03-03",22.02
"741","2011-03-04",21.91
"742","2011-03-07",21.73
"743","2011-03-08",21.690001
"744","2011-03-09",21.780001
"745","2011-03-10",21.65
"746","2011-03-11",21.66
"747","2011-03-14",21.23
"748","2011-03-15",21.040001
"749","2011-03-16",21.1
"750","2011-03-17",21.18
"751","2011-03-18",21.629999
"752","2011-03-21",21.66
"753","2011-03-22",21.719999
"754","2011-03-23",21.48
"755","2011-03-24",21.49
"756","2011-03-25",21.42
"757","2011-03-28",21.5
"758","2011-03-29",21.42
"759","2011-03-30",21.51
"760","2011-03-31",21.5
"761","2011-04-01",21.790001
"762","2011-04-04",21.75
"763","2011-04-05",21.709999
"764","2011-04-06",21.74
"765","2011-04-07",21.75
"766","2011-04-08",21.92
"767","2011-04-11",22.75
"768","2011-04-12",22.75
"769","2011-04-13",22.370001
"770","2011-04-14",22.450001
"771","2011-04-15",22.82
"772","2011-04-18",22.280001
"773","2011-04-19",22.34
"774","2011-04-20",22.57
"775","2011-04-21",22.52
"776","2011-04-25",22.42
"777","2011-04-26",22.74
"778","2011-04-27",23.110001
"779","2011-04-28",22.9
"780","2011-04-29",22.92
"781","2011-05-02",22.780001
"782","2011-05-03",22.66
"783","2011-05-04",22.440001
"784","2011-05-05",22.450001
"785","2011-05-06",22.290001
"786","2011-05-09",22.5
"787","2011-05-10",22.51
"788","2011-05-11",22.610001
"789","2011-05-12",22.67
"790","2011-05-13",22.540001
"791","2011-05-16",22.4
"792","2011-05-17",22.459999
"793","2011-05-18",22.719999
"794","2011-05-19",22.83
"795","2011-05-20",22.629999
"796","2011-05-23",22.280001
"797","2011-05-24",22.35
"798","2011-05-25",22.360001
"799","2011-05-26",22.4
"800","2011-05-27",22.549999
"801","2011-05-31",22.75
"802","2011-06-01",22.59
"803","2011-06-02",22.6
"804","2011-06-03",22.08
"805","2011-06-06",22.049999
"806","2011-06-07",22.16
"807","2011-06-08",22.84
"808","2011-06-09",22.809999
"809","2011-06-10",22.450001
"810","2011-06-13",22.559999
"811","2011-06-14",22.41
"812","2011-06-15",22.4
"813","2011-06-16",22.5
"814","2011-06-17",22.540001
"815","2011-06-20",23
"816","2011-06-21",23.129999
"817","2011-06-22",23.26
"818","2011-06-23",23.15
"819","2011-06-24",22.700001
"820","2011-06-27",22.66
"821","2011-06-28",23.190001
"822","2011-06-29",23.4
"823","2011-06-30",23.65
"824","2011-07-01",24.08
"825","2011-07-05",24.040001
"826","2011-07-06",23.809999
"827","2011-07-07",24
"828","2011-07-08",23.790001
"829","2011-07-11",23.459999
"830","2011-07-12",23.49
"831","2011-07-13",23.26
"832","2011-07-14",22.91
"833","2011-07-15",23.059999
"834","2011-07-18",22.48
"835","2011-07-19",23.01
"836","2011-07-20",22.799999
"837","2011-07-21",23.09
"838","2011-07-22",23
"839","2011-07-25",22.59
"840","2011-07-26",22.33
"841","2011-07-27",21.969999
"842","2011-07-28",21.879999
"843","2011-07-29",21.889999
"844","2011-08-01",21.66
"845","2011-08-02",21.01
"846","2011-08-03",21.290001
"847","2011-08-04",20.35
"848","2011-08-05",20.15
"849","2011-08-08",18.75
"850","2011-08-09",18.450001
"851","2011-08-10",18.73
"852","2011-08-11",18.98
"853","2011-08-12",19.16
"854","2011-08-15",20.190001
"855","2011-08-16",20.139999
"856","2011-08-17",20.07
"857","2011-08-18",19.34
"858","2011-08-19",19.030001
"859","2011-08-22",18.969999
"860","2011-08-23",19.75
"861","2011-08-24",20.16
"862","2011-08-25",19.27
"863","2011-08-26",19.82
"864","2011-08-29",20.530001
"865","2011-08-30",20.74
"866","2011-08-31",20.4
"867","2011-09-01",19.889999
"868","2011-09-02",19.09
"869","2011-09-06",19.110001
"870","2011-09-07",19.85
"871","2011-09-08",19.15
"872","2011-09-09",18.610001
"873","2011-09-12",18.860001
"874","2011-09-13",19.32
"875","2011-09-14",19.26
"876","2011-09-15",19.6
"877","2011-09-16",19.42
"878","2011-09-19",19.139999
"879","2011-09-20",18.85
"880","2011-09-21",18.370001
"881","2011-09-22",17.860001
"882","2011-09-23",18.17
"883","2011-09-26",18.469999
"884","2011-09-27",18.67
"885","2011-09-28",18.110001
"886","2011-09-29",18.68
"887","2011-09-30",18.4
"888","2011-10-03",17.4
"889","2011-10-04",18.16
"890","2011-10-05",18.139999
"891","2011-10-06",18.799999
"892","2011-10-07",18.27
"893","2011-10-10",18.98
"894","2011-10-11",19.25
"895","2011-10-12",19.73
"896","2011-10-13",19.82
"897","2011-10-14",20.469999
"898","2011-10-17",19.610001
"899","2011-10-18",20.16
"900","2011-10-19",19.59
"901","2011-10-20",19.889999
"902","2011-10-21",20.84
"903","2011-10-24",21.26
"904","2011-10-25",20.620001
"905","2011-10-26",21.01
"906","2011-10-27",21.6
"907","2011-10-28",21.709999
"908","2011-10-31",21.110001
"909","2011-11-01",20.18
"910","2011-11-02",20.629999
"911","2011-11-03",21.4
"912","2011-11-04",21.629999
"913","2011-11-07",21.860001
"914","2011-11-08",21.93
"915","2011-11-09",20.57
"916","2011-11-10",20.879999
"917","2011-11-11",21.5
"918","2011-11-14",21.51
"919","2011-11-15",21.91
"920","2011-11-16",21.4
"921","2011-11-17",21
"922","2011-11-18",21.219999
"923","2011-11-21",20.790001
"924","2011-11-22",20.41
"925","2011-11-23",19.870001
"926","2011-11-25",19.6
"927","2011-11-28",21.139999
"928","2011-11-29",20.98
"929","2011-11-30",22.73
"930","2011-12-01",22.209999
"931","2011-12-02",21.969999
"932","2011-12-05",22.309999
"933","2011-12-06",22.24
"934","2011-12-07",22.35
"935","2011-12-08",21.299999
"936","2011-12-09",21.99
"937","2011-12-12",21.77
"938","2011-12-13",21.280001
"939","2011-12-14",20.84
"940","2011-12-15",21.27
"941","2011-12-16",21.190001
"942","2011-12-19",20.98
"943","2011-12-20",22.18
"944","2011-12-21",22.35
"945","2011-12-22",22.299999
"946","2011-12-23",22.35
"947","2011-12-27",22.780001
"948","2011-12-28",22.129999
"949","2011-12-29",22.540001
"950","2011-12-30",22.32
"951","2012-01-03",22.59
"952","2012-01-04",22.35
"953","2012-01-05",22.43
"954","2012-01-06",22.389999
"955","2012-01-09",22.309999
"956","2012-01-10",22.450001
"957","2012-01-11",22.389999
"958","2012-01-12",22.59
"959","2012-01-13",22.360001
"960","2012-01-17",22.450001
"961","2012-01-18",22.709999
"962","2012-01-19",22.709999
"963","2012-01-20",23.459999
"964","2012-01-23",23.389999
"965","2012-01-24",23.4
"966","2012-01-25",23.549999
"967","2012-01-26",23.6
"968","2012-01-27",23.49
"969","2012-01-30",23.209999
"970","2012-01-31",23.450001
"971","2012-02-01",23.9
