"","date","HI"
"1","2008-03-28",23.15
"2","2008-03-31",22.1
"3","2008-04-01",21.5
"4","2008-04-02",20.9
"5","2008-04-03",20.299999
"6","2008-04-04",20.370001
"7","2008-04-07",19.709999
"8","2008-04-08",19.969999
"9","2008-04-09",20.049999
"10","2008-04-10",19.43
"11","2008-04-11",19.5
"12","2008-04-14",19.709999
"13","2008-04-15",19.379999
"14","2008-04-16",18.92
"15","2008-04-17",18.01
"16","2008-04-18",18.209999
"17","2008-04-21",18.120001
"18","2008-04-22",18.23
"19","2008-04-23",18.02
"20","2008-04-24",18.219999
"21","2008-04-25",19.67
"22","2008-04-28",19.059999
"23","2008-04-29",18.290001
"24","2008-04-30",19.040001
"25","2008-05-01",19.299999
"26","2008-05-02",19.280001
"27","2008-05-05",19.08
"28","2008-05-06",18.98
"29","2008-05-07",19.32
"30","2008-05-08",19.549999
"31","2008-05-09",19.82
"32","2008-05-12",20.809999
"33","2008-05-13",21.43
"34","2008-05-14",22.549999
"35","2008-05-15",23.51
"36","2008-05-16",23.559999
"37","2008-05-19",24.290001
"38","2008-05-20",23.76
"39","2008-05-21",23.620001
"40","2008-05-22",23.280001
"41","2008-05-23",22.93
"42","2008-05-27",22.139999
"43","2008-05-28",21.620001
"44","2008-05-29",21.67
"45","2008-05-30",22.15
"46","2008-06-02",22.950001
"47","2008-06-03",22.41
"48","2008-06-04",22.969999
"49","2008-06-05",23.08
"50","2008-06-06",22.99
"51","2008-06-09",23.02
"52","2008-06-10",23.559999
"53","2008-06-11",23.110001
"54","2008-06-12",22.6
"55","2008-06-13",21.98
"56","2008-06-16",22.01
"57","2008-06-17",22.870001
"58","2008-06-18",23.07
"59","2008-06-19",23.01
"60","2008-06-20",23.860001
"61","2008-06-23",23.76
"62","2008-06-24",22.799999
"63","2008-06-25",22.459999
"64","2008-06-26",22.290001
"65","2008-06-27",23.43
"66","2008-06-30",21.4
"67","2008-07-01",22.58
"68","2008-07-02",21.889999
"69","2008-07-03",22.209999
"70","2008-07-07",21.790001
"71","2008-07-08",22.68
"72","2008-07-09",22.700001
"73","2008-07-10",23.139999
"74","2008-07-11",23.26
"75","2008-07-14",23.1
"76","2008-07-15",22.82
"77","2008-07-16",23
"78","2008-07-17",23.040001
"79","2008-07-18",23.18
"80","2008-07-21",23.299999
"81","2008-07-22",23.08
"82","2008-07-23",22.950001
"83","2008-07-24",22.639999
"84","2008-07-25",23.16
"85","2008-07-28",22.940001
"86","2008-07-29",23.059999
"87","2008-07-30",23.51
"88","2008-07-31",23.15
"89","2008-08-01",23.43
"90","2008-08-04",23.16
"91","2008-08-05",23.549999
"92","2008-08-06",23.59
"93","2008-08-07",23.950001
"94","2008-08-08",24.190001
"95","2008-08-11",23.860001
"96","2008-08-12",24.02
"97","2008-08-13",23.98
"98","2008-08-14",24.049999
"99","2008-08-15",24.17
"100","2008-08-18",23.68
"101","2008-08-19",23.639999
"102","2008-08-20",23.34
"103","2008-08-21",22.559999
"104","2008-08-22",23.02
"105","2008-08-25",22.98
"106","2008-08-26",23.120001
"107","2008-08-27",23.09
"108","2008-08-28",23.389999
"109","2008-08-29",23.780001
"110","2008-09-02",23.690001
"111","2008-09-03",23.73
"112","2008-09-04",23.440001
"113","2008-09-05",23.5
"114","2008-09-08",24
"115","2008-09-09",22.82
"116","2008-09-10",22.860001
"117","2008-09-11",22.9
"118","2008-09-12",22.889999
"119","2008-09-15",22.35
"120","2008-09-16",22.24
"121","2008-09-17",22.5
"122","2008-09-18",22.200001
"123","2008-09-19",21.959999
"124","2008-09-22",21.530001
"125","2008-09-23",20.809999
"126","2008-09-24",20.299999
"127","2008-09-25",20.209999
"128","2008-09-26",20.209999
"129","2008-09-29",19.780001
"130","2008-09-30",20.16
"131","2008-10-01",20.879999
"132","2008-10-02",20.84
"133","2008-10-03",20.360001
"134","2008-10-06",19.799999
"135","2008-10-07",18.68
"136","2008-10-08",18.209999
"137","2008-10-09",18.18
"138","2008-10-10",17.25
"139","2008-10-13",18.5
"140","2008-10-14",18.26
"141","2008-10-15",16.75
"142","2008-10-16",17.58
"143","2008-10-17",18.1
"144","2008-10-20",18.110001
"145","2008-10-21",18.27
"146","2008-10-22",17.969999
"147","2008-10-23",18.190001
"148","2008-10-24",17.66
"149","2008-10-27",17.41
"150","2008-10-28",19.24
"151","2008-10-29",18.66
"152","2008-10-30",18.719999
"153","2008-10-31",19
"154","2008-11-03",18.870001
"155","2008-11-04",18.879999
"156","2008-11-05",18.870001
"157","2008-11-06",18.870001
"158","2008-11-07",19.129999
"159","2008-11-10",18.93
"160","2008-11-11",18.52
"161","2008-11-12",18.610001
"162","2008-11-13",19.049999
"163","2008-11-14",18.74
"164","2008-11-17",18.25
"165","2008-11-18",17.58
"166","2008-11-19",15.86
"167","2008-11-20",14.42
"168","2008-11-21",13.96
"169","2008-11-24",14.84
"170","2008-11-25",16.360001
"171","2008-11-26",16.469999
"172","2008-11-28",15.92
"173","2008-12-01",15.36
"174","2008-12-02",14.86
"175","2008-12-03",15.6
"176","2008-12-04",15.56
"177","2008-12-05",15.42
"178","2008-12-08",16.360001
"179","2008-12-09",16.299999
"180","2008-12-10",16.709999
"181","2008-12-11",16.360001
"182","2008-12-12",15.89
"183","2008-12-15",14.95
"184","2008-12-16",15.29
"185","2008-12-17",15.15
"186","2008-12-18",14.98
"187","2008-12-19",15.39
"188","2008-12-22",16.08
"189","2008-12-23",16.25
"190","2008-12-24",16.129999
"191","2008-12-26",16.4
"192","2008-12-29",16.18
"193","2008-12-30",16.4
"194","2008-12-31",16.68
"195","2009-01-02",17.950001
"196","2009-01-05",17.18
"197","2009-01-06",17.889999
"198","2009-01-07",17.459999
"199","2009-01-08",17.65
"200","2009-01-09",17.200001
"201","2009-01-12",16.870001
"202","2009-01-13",18.43
"203","2009-01-14",18.209999
"204","2009-01-15",17.68
"205","2009-01-16",19.049999
"206","2009-01-20",17.690001
"207","2009-01-21",18.889999
"208","2009-01-22",18.17
"209","2009-01-23",17.92
"210","2009-01-26",18.790001
"211","2009-01-27",19.129999
"212","2009-01-28",19.389999
"213","2009-01-29",18.790001
"214","2009-01-30",18.49
"215","2009-02-02",18.92
"216","2009-02-03",19
"217","2009-02-04",18.66
"218","2009-02-05",18.459999
"219","2009-02-06",19.16
"220","2009-02-09",19.370001
"221","2009-02-10",19.219999
"222","2009-02-11",18.93
"223","2009-02-12",19.08
"224","2009-02-13",19.059999
"225","2009-02-17",17.959999
"226","2009-02-18",18.059999
"227","2009-02-19",18.059999
"228","2009-02-20",17.950001
"229","2009-02-23",17.52
"230","2009-02-24",17.559999
"231","2009-02-25",17.629999
"232","2009-02-26",17.26
"233","2009-02-27",16.77
"234","2009-03-02",15.84
"235","2009-03-03",16.860001
"236","2009-03-04",16.200001
"237","2009-03-05",15.64
"238","2009-03-06",16.049999
"239","2009-03-09",15.49
"240","2009-03-10",15.85
"241","2009-03-11",15.7
"242","2009-03-12",16.85
"243","2009-03-13",16.75
"244","2009-03-16",16.67
"245","2009-03-17",16.75
"246","2009-03-18",16.030001
"247","2009-03-19",15.71
"248","2009-03-20",15.85
"249","2009-03-23",16.129999
"250","2009-03-24",15.45
"251","2009-03-25",14.68
"252","2009-03-26",16.040001
"253","2009-03-27",15.85
"254","2009-03-30",15.41
"255","2009-03-31",16.01
"256","2009-04-01",16.040001
"257","2009-04-02",16.889999
"258","2009-04-03",17
"259","2009-04-06",16.26
"260","2009-04-07",15.24
"261","2009-04-08",16.02
"262","2009-04-09",17
"263","2009-04-13",16.02
"264","2009-04-14",15.77
"265","2009-04-15",16.040001
"266","2009-04-16",16.48
"267","2009-04-17",17
"268","2009-04-20",16.809999
"269","2009-04-21",17.6
"270","2009-04-22",17.549999
"271","2009-04-23",16.65
"272","2009-04-24",16.889999
"273","2009-04-27",17.08
"274","2009-04-28",17.129999
"275","2009-04-29",17.85
"276","2009-04-30",18.18
"277","2009-05-01",17.67
"278","2009-05-04",17.6
"279","2009-05-05",17.6
"280","2009-05-06",17.41
"281","2009-05-07",18.030001
"282","2009-05-08",17.76
"283","2009-05-11",17.15
"284","2009-05-12",16.889999
"285","2009-05-13",16.700001
"286","2009-05-14",16.440001
"287","2009-05-15",16.41
"288","2009-05-18",16.860001
"289","2009-05-19",17.719999
"290","2009-05-20",17.459999
"291","2009-05-21",16.76
"292","2009-05-22",16.870001
"293","2009-05-26",17.549999
"294","2009-05-27",17.25
"295","2009-05-28",16.780001
"296","2009-05-29",17.16
"297","2009-06-01",18.07
"298","2009-06-02",18.1
"299","2009-06-03",17.129999
"300","2009-06-04",17.18
"301","2009-06-05",17.42
"302","2009-06-08",17.290001
"303","2009-06-09",16.92
"304","2009-06-10",17.27
"305","2009-06-11",17.280001
"306","2009-06-12",17.059999
"307","2009-06-15",16.639999
"308","2009-06-16",16.49
"309","2009-06-17",17.209999
"310","2009-06-18",17.1
"311","2009-06-19",17.299999
"312","2009-06-22",16.940001
"313","2009-06-23",16.690001
"314","2009-06-24",16.32
"315","2009-06-25",16.280001
"316","2009-06-26",16.25
"317","2009-06-29",16.76
"318","2009-06-30",16.639999
"319","2009-07-01",17.17
"320","2009-07-02",16.92
"321","2009-07-06",17.16
"322","2009-07-07",17.01
"323","2009-07-08",16.879999
"324","2009-07-09",16.700001
"325","2009-07-10",16.709999
"326","2009-07-13",16.98
"327","2009-07-14",17.4
"328","2009-07-15",17.68
"329","2009-07-16",17.42
"330","2009-07-17",17.66
"331","2009-07-20",17.700001
"332","2009-07-21",17.82
"333","2009-07-22",17.17
"334","2009-07-23",17.4
"335","2009-07-24",17.530001
"336","2009-07-27",17.59
"337","2009-07-28",17.5
"338","2009-07-29",17.540001
"339","2009-07-30",17.99
"340","2009-07-31",18.120001
"341","2009-08-03",18.02
"342","2009-08-04",18.25
"343","2009-08-05",18.35
"344","2009-08-06",18.889999
"345","2009-08-07",19.24
"346","2009-08-10",18.73
"347","2009-08-11",18.690001
"348","2009-08-12",19.25
"349","2009-08-13",19.57
"350","2009-08-14",19.73
"351","2009-08-17",19.360001
"352","2009-08-18",19.27
"353","2009-08-19",19.57
"354","2009-08-20",19.59
"355","2009-08-21",20.08
"356","2009-08-24",20.09
"357","2009-08-25",20.18
"358","2009-08-26",19.91
"359","2009-08-27",20.25
"360","2009-08-28",20.120001
"361","2009-08-31",20.02
"362","2009-09-01",20.309999
"363","2009-09-02",20.389999
"364","2009-09-03",20.41
"365","2009-09-04",20.66
"366","2009-09-08",20.719999
"367","2009-09-09",20.870001
"368","2009-09-10",20.969999
"369","2009-09-11",20.940001
"370","2009-09-14",20.790001
"371","2009-09-15",20.5
"372","2009-09-16",20.76
"373","2009-09-17",20.75
"374","2009-09-18",20.4
"375","2009-09-21",20.59
"376","2009-09-22",20.860001
"377","2009-09-23",20.809999
"378","2009-09-24",20.639999
"379","2009-09-25",20.629999
"380","2009-09-28",20.85
"381","2009-09-29",20.57
"382","2009-09-30",20.370001
"383","2009-10-01",20.5
"384","2009-10-02",20.17
"385","2009-10-05",20.219999
"386","2009-10-06",20.440001
"387","2009-10-07",20.540001
"388","2009-10-08",20.549999
"389","2009-10-09",20.700001
"390","2009-10-12",21.040001
"391","2009-10-13",20.91
"392","2009-10-14",20.85
"393","2009-10-15",20.92
"394","2009-10-16",21.01
