"","date","BG"
"1","2007-01-03",71.599998
"2","2007-01-04",71.209999
"3","2007-01-05",70.129997
"4","2007-01-08",71.349998
"5","2007-01-09",71.279999
"6","2007-01-10",70.75
"7","2007-01-11",71.169998
"8","2007-01-12",71.129997
"9","2007-01-16",75.870003
"10","2007-01-17",74.699997
"11","2007-01-18",74.599998
"12","2007-01-19",75.050003
"13","2007-01-22",75.25
"14","2007-01-23",76.379997
"15","2007-01-24",75.519997
"16","2007-01-25",75.620003
"17","2007-01-26",75.910004
"18","2007-01-29",76.620003
"19","2007-01-30",76.279999
"20","2007-01-31",76.949997
"21","2007-02-01",79.650002
"22","2007-02-02",78.199997
"23","2007-02-05",78.510002
"24","2007-02-06",78.25
"25","2007-02-07",78.290001
"26","2007-02-08",79.75
"27","2007-02-09",80.169998
"28","2007-02-12",79.699997
"29","2007-02-13",79.75
"30","2007-02-14",79.919998
"31","2007-02-15",80.449997
"32","2007-02-16",80.559998
"33","2007-02-20",83.519997
"34","2007-02-21",85.18
"35","2007-02-22",85.260002
"36","2007-02-23",84.300003
"37","2007-02-26",84.239998
"38","2007-02-27",78.959999
"39","2007-02-28",79.269997
"40","2007-03-01",80.519997
"41","2007-03-02",76.970001
"42","2007-03-05",75.019997
"43","2007-03-06",76.730003
"44","2007-03-07",76.300003
"45","2007-03-08",77.839996
"46","2007-03-09",78.339996
"47","2007-03-12",78.550003
"48","2007-03-13",75.690002
"49","2007-03-14",75.709999
"50","2007-03-15",76.75
"51","2007-03-16",75.879997
"52","2007-03-19",75.75
"53","2007-03-20",77.800003
"54","2007-03-21",79.610001
"55","2007-03-22",79.349998
"56","2007-03-23",79.889999
"57","2007-03-26",81.75
"58","2007-03-27",80.279999
"59","2007-03-28",81.610001
"60","2007-03-29",82.239998
"61","2007-03-30",82.220001
"62","2007-04-02",83.690002
"63","2007-04-03",81.400002
"64","2007-04-04",78.809998
"65","2007-04-05",77.089996
"66","2007-04-09",76.809998
"67","2007-04-10",76.900002
"68","2007-04-11",77
"69","2007-04-12",76.559998
"70","2007-04-13",76.099998
"71","2007-04-16",74.769997
"72","2007-04-17",75.5
"73","2007-04-18",75.779999
"74","2007-04-19",76.739998
"75","2007-04-20",77.550003
"76","2007-04-23",78.919998
"77","2007-04-24",78.540001
"78","2007-04-25",78.699997
"79","2007-04-26",77.790001
"80","2007-04-27",77.089996
"81","2007-04-30",75.760002
"82","2007-05-01",75.339996
"83","2007-05-02",76.230003
"84","2007-05-03",76.260002
"85","2007-05-04",76.360001
"86","2007-05-07",75.599998
"87","2007-05-08",74.949997
"88","2007-05-09",74.629997
"89","2007-05-10",72.239998
"90","2007-05-11",73.25
"91","2007-05-14",71.809998
"92","2007-05-15",72.230003
"93","2007-05-16",74.860001
"94","2007-05-17",75.699997
"95","2007-05-18",79.720001
"96","2007-05-21",79.169998
"97","2007-05-22",79.57
"98","2007-05-23",79.720001
"99","2007-05-24",78.550003
"100","2007-05-25",78.129997
"101","2007-05-29",77.660004
"102","2007-05-30",78.290001
"103","2007-05-31",78.120003
"104","2007-06-01",78.589996
"105","2007-06-04",76.849998
"106","2007-06-05",76.910004
"107","2007-06-06",75.160004
"108","2007-06-07",73.779999
"109","2007-06-08",75.029999
"110","2007-06-11",76.870003
"111","2007-06-12",77.110001
"112","2007-06-13",79.629997
"113","2007-06-14",80.940002
"114","2007-06-15",81.459999
"115","2007-06-18",81.889999
"116","2007-06-19",81.410004
"117","2007-06-20",81.279999
"118","2007-06-21",81.419998
"119","2007-06-22",81.519997
"120","2007-06-25",79.870003
"121","2007-06-26",80.419998
"122","2007-06-27",80.110001
"123","2007-06-28",82.110001
"124","2007-06-29",84.5
"125","2007-07-02",86.550003
"126","2007-07-03",87.300003
"127","2007-07-05",84.910004
"128","2007-07-06",87.169998
"129","2007-07-09",86.410004
"130","2007-07-10",84
"131","2007-07-11",84.099998
"132","2007-07-12",84.5
"133","2007-07-13",84.699997
"134","2007-07-16",84.959999
"135","2007-07-17",84.360001
"136","2007-07-18",84.190002
"137","2007-07-19",86.639999
"138","2007-07-20",85.739998
"139","2007-07-23",86.150002
"140","2007-07-24",86
"141","2007-07-25",85.080002
"142","2007-07-26",88.989998
"143","2007-07-27",88.32
"144","2007-07-30",90.239998
"145","2007-07-31",90.610001
"146","2007-08-01",90.459999
"147","2007-08-02",94.230003
"148","2007-08-03",92.169998
"149","2007-08-06",92.720001
"150","2007-08-07",91.940002
"151","2007-08-08",91.459999
"152","2007-08-09",89.870003
"153","2007-08-10",87.879997
"154","2007-08-13",86.790001
"155","2007-08-14",85.230003
"156","2007-08-15",84.800003
"157","2007-08-16",81
