"","date","TRIL"
"132","2013-09-27",8.04
"133","2013-09-30",7.41
"134","2013-10-01",8.01
"135","2013-10-02",8.31
"136","2013-10-03",8.31
"137","2013-10-04",9.03
"138","2013-10-07",8.16
"139","2013-10-08",7.62
"140","2013-10-09",8.1
"141","2013-10-10",7.8
"142","2013-10-11",7.8
"143","2013-10-14",8.58
"144","2013-10-15",7.86
"145","2013-10-16",8.4
"146","2013-10-17",8.34
"147","2013-10-18",8.61
"148","2013-10-21",8.1
"149","2013-10-22",8.4
"150","2013-10-23",7.8
"151","2013-10-24",7.8
"152","2013-10-25",9.42
"153","2013-10-28",9.69
"154","2013-10-29",9
"155","2013-10-30",9.27
"156","2013-10-31",9.72
"157","2013-11-01",9
"158","2013-11-04",9.3
"159","2013-11-05",8.97
"160","2013-11-06",8.97
"161","2013-11-07",8.7
"162","2013-11-08",8.88
"163","2013-11-11",8.4
"164","2013-11-12",8.4
"165","2013-11-13",8.49
"166","2013-11-14",8.49
"167","2013-11-15",8.49
"168","2013-11-18",7.86
"169","2013-11-19",7.8
"170","2013-11-20",7.26
"171","2013-11-21",8.13
"172","2013-11-22",8.1
"173","2013-11-25",8.7
"174","2013-11-26",8.7
"175","2013-11-27",8.46
"176","2013-11-29",8.46
"177","2013-12-02",7.89
"178","2013-12-03",8.1
"179","2013-12-04",7.8
"180","2013-12-05",8.67
"181","2013-12-06",8.73
"182","2013-12-09",8.7
"183","2013-12-10",8.13
"184","2013-12-11",7.95
"185","2013-12-12",8.01
"186","2013-12-13",8.1
"187","2013-12-16",9.96
"188","2013-12-17",9.9
"189","2013-12-18",9.6
"190","2013-12-19",9.21
"191","2013-12-20",9.6
"192","2013-12-23",10.35
"193","2013-12-24",10.2
"194","2013-12-26",12.3
"195","2013-12-27",10.8
"196","2013-12-30",12
"197","2013-12-31",11.67
"198","2014-01-02",12
"199","2014-01-03",11.4
"200","2014-01-06",11.85
"201","2014-01-07",12.3
"202","2014-01-08",13.2
"203","2014-01-09",13.2
"204","2014-01-10",12.75
"205","2014-01-13",13.44
"206","2014-01-14",15.24
"207","2014-01-15",16.889999
"208","2014-01-16",17.1
"209","2014-01-17",17.67
"210","2014-01-21",17.4
"211","2014-01-22",16.41
"212","2014-01-23",15.57
"213","2014-01-24",14.79
"214","2014-01-27",13.17
"215","2014-01-28",15.3
"216","2014-01-29",14.55
"217","2014-01-30",15.12
"218","2014-01-31",15
"219","2014-02-03",13.44
"220","2014-02-04",14.1
"221","2014-02-05",13.98
"222","2014-02-06",14.01
"223","2014-02-07",15.66
"224","2014-02-10",16.17
"225","2014-02-11",15.69
"226","2014-02-12",15.72
"227","2014-02-13",15
"228","2014-02-14",15.45
"229","2014-02-18",15.9
"230","2014-02-19",15.03
"231","2014-02-20",14.7
"232","2014-02-21",14.82
"233","2014-02-24",15.15
"234","2014-02-25",15.9
"235","2014-02-26",15.54
"236","2014-02-27",15.78
"237","2014-02-28",15.9
"238","2014-03-03",15.9
"239","2014-03-04",15.9
"240","2014-03-05",16.049999
"241","2014-03-06",17.280001
"242","2014-03-07",17.190001
"243","2014-03-10",18.809999
"244","2014-03-11",17.459999
"245","2014-03-12",17.43
"246","2014-03-13",17.790001
"247","2014-03-14",16.65
"248","2014-03-17",15.9
"249","2014-03-18",16.440001
"250","2014-03-19",13.5
"251","2014-03-20",13.5
"252","2014-03-21",13.2
"253","2014-03-24",11.97
"254","2014-03-25",11.64
"255","2014-03-26",11.64
"256","2014-03-27",12
"257","2014-03-28",13.65
"258","2014-03-31",13.41
"259","2014-04-01",14.04
"260","2014-04-02",13.95
"261","2014-04-03",13.5
"262","2014-04-04",12
"263","2014-04-07",11.4
"264","2014-04-08",11.82
"265","2014-04-09",10.98
"266","2014-04-10",11.16
"267","2014-04-11",10.77
"268","2014-04-14",9.45
"269","2014-04-15",9.18
"270","2014-04-16",9.33
"271","2014-04-17",9.72
"272","2014-04-21",10.38
"273","2014-04-22",10.77
"274","2014-04-23",10.17
"275","2014-04-24",10.41
"276","2014-04-25",11.1
"277","2014-04-28",10.41
"278","2014-04-29",10.95
"279","2014-04-30",10.95
"280","2014-05-01",10.56
"281","2014-05-02",10.35
"282","2014-05-05",10.32
"283","2014-05-06",9.48
"284","2014-05-07",8.97
"285","2014-05-08",8.07
"286","2014-05-09",8.1
"287","2014-05-12",8.88
"288","2014-05-13",8.82
"289","2014-05-14",8.82
"290","2014-05-15",8.82
"291","2014-05-16",8.31
"292","2014-05-19",8.31
"293","2014-05-20",7.53
"294","2014-05-21",7.56
"295","2014-05-22",8.01
"296","2014-05-23",7.8
"297","2014-05-27",8.31
"298","2014-05-28",8.01
"299","2014-05-29",8.04
"300","2014-05-30",8.22
"301","2014-06-02",7.8
"302","2014-06-03",7.8
"303","2014-06-04",7.8
"304","2014-06-05",7.83
"305","2014-06-06",9
"306","2014-06-09",8.88
"307","2014-06-10",8.97
"308","2014-06-11",8.97
"309","2014-06-12",9.09
"310","2014-06-13",8.73
"311","2014-06-16",9
"312","2014-06-17",9
"313","2014-06-18",9.6
"314","2014-06-19",10.65
"315","2014-06-20",11.25
"316","2014-06-23",10.65
"317","2014-06-24",10.41
"318","2014-06-25",10.44
"319","2014-06-26",10.26
"320","2014-06-27",10.2
"321","2014-06-30",9.9
"322","2014-07-01",9.9
"323","2014-07-02",9
"324","2014-07-03",9.18
"325","2014-07-07",9.3
"326","2014-07-08",9.6
"327","2014-07-09",9.45
"328","2014-07-10",9.72
"329","2014-07-11",9.54
"330","2014-07-14",9.6
"331","2014-07-15",9.54
"332","2014-07-16",9.3
"333","2014-07-17",9.15
"334","2014-07-18",8.82
"335","2014-07-21",8.85
"336","2014-07-22",8.25
"337","2014-07-23",8.19
"338","2014-07-24",8.25
"339","2014-07-25",8.25
"340","2014-07-28",8.16
"341","2014-07-29",8.16
"342","2014-07-30",8.19
"343","2014-07-31",7.95
"344","2014-08-01",8.13
"345","2014-08-04",8.13
"346","2014-08-05",7.95
"347","2014-08-06",7.68
"348","2014-08-07",8.04
"349","2014-08-08",8.01
"350","2014-08-11",8.04
"351","2014-08-12",8.1
"352","2014-08-13",7.95
"353","2014-08-14",7.92
"354","2014-08-15",7.95
"355","2014-08-18",8.07
"356","2014-08-19",8.1
"357","2014-08-20",8.01
"358","2014-08-21",8.01
"359","2014-08-22",7.65
"360","2014-08-25",8.1
"361","2014-08-26",8.25
"362","2014-08-27",8.28
"363","2014-08-28",8.28
"364","2014-08-29",8.4
"365","2014-09-02",8.31
"366","2014-09-03",8.07
"367","2014-09-04",8.34
"368","2014-09-05",8.22
"369","2014-09-08",8.22
"370","2014-09-09",8.22
"371","2014-09-10",8.1
"372","2014-09-11",8.04
"373","2014-09-12",7.95
"374","2014-09-15",7.89
"375","2014-09-16",7.5
"376","2014-09-17",7.5
"377","2014-09-18",7.68
"378","2014-09-19",7.62
"379","2014-09-22",7.29
"380","2014-09-23",7.41
"381","2014-09-24",7.44
"382","2014-09-25",7.44
"383","2014-09-26",7.05
"384","2014-09-29",6.66
"385","2014-09-30",6.75
"386","2014-10-01",7.14
"387","2014-10-02",6.93
"388","2014-10-03",7.08
"389","2014-10-06",7.17
"390","2014-10-07",7.14
"391","2014-10-08",6.9
"392","2014-10-09",6.6
"393","2014-10-10",6.3
"394","2014-10-13",6.54
"395","2014-10-14",5.85
"396","2014-10-15",5.91
"397","2014-10-16",5.94
"398","2014-10-17",5.85
"399","2014-10-20",6.6
"400","2014-10-21",6.75
"401","2014-10-22",6.9
"402","2014-10-23",7.02
"403","2014-10-24",6.96
"404","2014-10-27",6.84
"405","2014-10-28",7.05
"406","2014-10-29",7.44
"407","2014-10-30",7.5
"408","2014-10-31",6.9
"409","2014-11-03",7.8
"410","2014-11-04",7.83
"411","2014-11-05",7.95
"412","2014-11-06",7.95
"413","2014-11-07",8.88
"414","2014-11-10",8.61
"415","2014-11-11",8.64
"416","2014-11-12",8.64
"417","2014-11-13",8.25
"418","2014-11-14",8.55
"419","2014-11-17",8.67
"420","2014-11-18",8.67
"421","2014-11-19",8.34
"422","2014-11-20",8.34
"423","2014-11-21",8.69
"424","2014-11-24",8.346
"425","2014-11-25",8.52
"426","2014-11-26",8.57
"427","2014-11-28",8.147
"428","2014-12-01",8.19
"429","2014-12-02",8.061
"430","2014-12-03",8.03
"431","2014-12-04",7.9
"432","2014-12-05",7.9
"433","2014-12-08",7.24
"434","2014-12-09",7.36
"435","2014-12-10",7.2
"436","2014-12-11",6.85
"437","2014-12-12",6.595
"438","2014-12-15",6.8
"439","2014-12-16",6.86
"440","2014-12-17",6.496
"441","2014-12-18",7.05
"442","2014-12-19",7.335
"443","2014-12-22",7.166
"444","2014-12-23",7.4
"445","2014-12-24",7.4
"446","2014-12-26",7.696
"447","2014-12-29",7.99
"448","2014-12-30",8.51
"449","2014-12-31",9
"450","2015-01-02",9.9
"451","2015-01-05",9.55
"452","2015-01-06",11.12
"453","2015-01-07",12.77
"454","2015-01-08",12.5
"455","2015-01-09",12.79
"456","2015-01-12",14.4
"457","2015-01-13",13.5
"458","2015-01-14",15.34
"459","2015-01-15",15.5
"460","2015-01-16",14.56
"461","2015-01-20",14.403
"462","2015-01-21",13.227
"463","2015-01-22",12.5
"464","2015-01-23",12.69
"465","2015-01-26",13.08
"466","2015-01-27",12.93
"467","2015-01-28",13.19
"468","2015-01-29",13.63
"469","2015-01-30",13.89
"470","2015-02-02",14.32
"471","2015-02-03",14.39
"472","2015-02-04",14.24
"473","2015-02-05",14
"474","2015-02-06",14
"475","2015-02-09",14
"476","2015-02-10",14.22
"477","2015-02-11",13.99
"478","2015-02-12",14
"479","2015-02-13",13.25
"480","2015-02-17",13.47
"481","2015-02-18",13.58
"482","2015-02-19",13.41
"483","2015-02-20",13.57
"484","2015-02-23",14.75
"485","2015-02-24",16
"486","2015-02-25",16.139999
"487","2015-02-26",15
"488","2015-02-27",14.73
"489","2015-03-02",14.44
"490","2015-03-03",14.57
"491","2015-03-04",13.6
"492","2015-03-05",14.27
"493","2015-03-06",13.75
"494","2015-03-09",15.55
"495","2015-03-10",15.93
"496","2015-03-11",15.9
"497","2015-03-12",15.41
"498","2015-03-13",15.653
"499","2015-03-16",17.799999
"500","2015-03-17",17.700001
"501","2015-03-18",17.92
"502","2015-03-19",18.200001
"503","2015-03-20",17.809999
"504","2015-03-23",18.07
"505","2015-03-24",18.280001
"506","2015-03-25",17.110001
"507","2015-03-26",16.98
"508","2015-03-27",18.370001
"509","2015-03-30",19.709999
"510","2015-03-31",20.23
"511","2015-04-01",24.35
"512","2015-04-02",25.02
"513","2015-04-06",26.42
"514","2015-04-07",25.360001
"515","2015-04-08",26.700001
"516","2015-04-09",29.09
"517","2015-04-10",28.73
"518","2015-04-13",27.540001
"519","2015-04-14",26.865
"520","2015-04-15",25.9
"521","2015-04-16",26.67
"522","2015-04-17",26.17
"523","2015-04-20",24.530001
"524","2015-04-21",23.200001
"525","2015-04-22",20.67
"526","2015-04-23",22.16
"527","2015-04-24",24.209999
"528","2015-04-27",22.139999
"529","2015-04-28",21.43
"530","2015-04-29",20.549999
"531","2015-04-30",19.049999
"532","2015-05-01",19.110001
"533","2015-05-04",19.48
"534","2015-05-05",17.940001
"535","2015-05-06",19.24
"536","2015-05-07",19.469999
"537","2015-05-08",18.93
"538","2015-05-11",18.610001
"539","2015-05-12",18.32
"540","2015-05-13",19.24
"541","2015-05-14",18.57
"542","2015-05-15",20.35
"543","2015-05-18",23.110001
"544","2015-05-19",22.32
"545","2015-05-20",23.67
"546","2015-05-21",22.809999
"547","2015-05-22",22.91
"548","2015-05-26",22.459999
"549","2015-05-27",23.15
"550","2015-05-28",23.27
"551","2015-05-29",22.16
"552","2015-06-01",22.290001
"553","2015-06-02",22.469999
"554","2015-06-03",22.77
"555","2015-06-04",23.290001
"556","2015-06-05",24.865
"557","2015-06-08",25.52
"558","2015-06-09",24.299999
"559","2015-06-10",24.17
"560","2015-06-11",24.43
"561","2015-06-12",23.32
"562","2015-06-15",23.030001
"563","2015-06-16",21.73
"564","2015-06-17",22.59
"565","2015-06-18",22.559999
"566","2015-06-19",22.809999
"567","2015-06-22",22.870001
"568","2015-06-23",23.84
"569","2015-06-24",22.360001
"570","2015-06-25",21.99
"571","2015-06-26",20.85
"572","2015-06-29",20.5
"573","2015-06-30",21.82
"574","2015-07-01",21.25
"575","2015-07-02",20.959999
"576","2015-07-06",21.049999
"577","2015-07-07",20.77
"578","2015-07-08",19.48
"579","2015-07-09",19.58
"580","2015-07-10",19.860001
"581","2015-07-13",21.280001
"582","2015-07-14",21.9
"583","2015-07-15",21.41
"584","2015-07-16",21.969999
"585","2015-07-17",23.049999
"586","2015-07-20",22.34
"587","2015-07-21",21.75
"588","2015-07-22",22.67
"589","2015-07-23",22.129999
"590","2015-07-24",21.43
"591","2015-07-27",20.32
"592","2015-07-28",20.969999
"593","2015-07-29",22.120001
"594","2015-07-30",21.370001
"595","2015-07-31",21.51
"596","2015-08-03",20.41
"597","2015-08-04",20.790001
"598","2015-08-05",21.139999
"599","2015-08-06",19.110001
"600","2015-08-07",18.580999
"601","2015-08-10",20.290001
"602","2015-08-11",19.1
"603","2015-08-12",19.6
"604","2015-08-13",19.6
"605","2015-08-14",19.24
"606","2015-08-17",19.32
"607","2015-08-18",19.309999
"608","2015-08-19",18.07
"609","2015-08-20",16.34
"610","2015-08-21",16.870001
"611","2015-08-24",14.86
"612","2015-08-25",14.83
"613","2015-08-26",14.99
"614","2015-08-27",15.66
"615","2015-08-28",16.059999
"616","2015-08-31",15.55
"617","2015-09-01",15.31
"618","2015-09-02",15.45
"619","2015-09-03",14.63
"620","2015-09-04",14.67
"621","2015-09-08",16.15
"622","2015-09-09",15.73
"623","2015-09-10",15.91
"624","2015-09-11",16.85
"625","2015-09-14",16.65
"626","2015-09-15",17.49
"627","2015-09-16",17.110001
"628","2015-09-17",17.84
"629","2015-09-18",18.57
"630","2015-09-21",16.75
"631","2015-09-22",15.45
"632","2015-09-23",15.18
"633","2015-09-24",15.09
"634","2015-09-25",13.75
"635","2015-09-28",12.85
"636","2015-09-29",12.67
"637","2015-09-30",13.03
"638","2015-10-01",12.81
"639","2015-10-02",14.01
"640","2015-10-05",14.41
"641","2015-10-06",13.43
"642","2015-10-07",13.99
"643","2015-10-08",13.58
"644","2015-10-09",13.7
"645","2015-10-12",13.4
"646","2015-10-13",12.4
"647","2015-10-14",12.58
"648","2015-10-15",14.47
"649","2015-10-16",14.03
"650","2015-10-19",14.21
"651","2015-10-20",13.74
"652","2015-10-21",13.31
"653","2015-10-22",14.29
"654","2015-10-23",14.28
"655","2015-10-26",14.6
"656","2015-10-27",14.72
"657","2015-10-28",15.04
"658","2015-10-29",15.63
"659","2015-10-30",15.24
"660","2015-11-02",15.31
"661","2015-11-03",15.73
"662","2015-11-04",16.059999
"663","2015-11-05",14.9
"664","2015-11-06",15.07
"665","2015-11-09",16.41
"666","2015-11-10",15.6
"667","2015-11-11",15.01
"668","2015-11-12",14.51
"669","2015-11-13",14.7
"670","2015-11-16",14.47
"671","2015-11-17",14.11
"672","2015-11-18",14.18
"673","2015-11-19",13.61
"674","2015-11-20",14.24
"675","2015-11-23",14.41
"676","2015-11-24",14.36
"677","2015-11-25",15.1
"678","2015-11-27",15.04
"679","2015-11-30",14.92
"680","2015-12-01",14.12
"681","2015-12-02",14.19
"682","2015-12-03",13.67
"683","2015-12-04",14
"684","2015-12-07",13.105
"685","2015-12-08",13.41
"686","2015-12-09",13.32
"687","2015-12-10",13.188
"688","2015-12-11",12.65
"689","2015-12-14",12.187
"690","2015-12-15",12.27
"691","2015-12-16",12.45
"692","2015-12-17",12.5
"693","2015-12-18",12.9
"694","2015-12-21",12.15
"695","2015-12-22",12.34
"696","2015-12-23",12.61
"697","2015-12-24",12.84
"698","2015-12-28",12.72
"699","2015-12-29",12.665
"700","2015-12-30",12.384
"701","2015-12-31",12.61
"702","2016-01-04",12.5
"703","2016-01-05",12.44
"704","2016-01-06",11.49
"705","2016-01-07",11.18
"706","2016-01-08",11.16
"707","2016-01-11",9.95
"708","2016-01-12",9.38
"709","2016-01-13",8.55
"710","2016-01-14",8.19
"711","2016-01-15",8.34
"712","2016-01-19",7.9
"713","2016-01-20",8.2
"714","2016-01-21",8.33
"715","2016-01-22",9.19
"716","2016-01-25",9.25
"717","2016-01-26",9.08
"718","2016-01-27",8.92
"719","2016-01-28",8.29
"720","2016-01-29",8.04
"721","2016-02-01",7.79
"722","2016-02-02",7.93
"723","2016-02-03",8.19
"724","2016-02-04",8.61
"725","2016-02-05",7.91
"726","2016-02-08",7.29
"727","2016-02-09",7.47
"728","2016-02-10",7.18
"729","2016-02-11",6.92
"730","2016-02-12",7
"731","2016-02-16",7.5
"732","2016-02-17",8.16
"733","2016-02-18",7.89
"734","2016-02-19",7.54
"735","2016-02-22",7.84
"736","2016-02-23",7.58
"737","2016-02-24",7.45
"738","2016-02-25",7.295
"739","2016-02-26",8.24
"740","2016-02-29",7.69
"741","2016-03-01",7.265
"742","2016-03-02",7.2
"743","2016-03-03",7.3
"744","2016-03-04",7.47
"745","2016-03-07",8.08
"746","2016-03-08",7.589
"747","2016-03-09",7.74
"748","2016-03-10",7.615
"749","2016-03-11",8.03
"750","2016-03-14",8.56
"751","2016-03-15",7.72
"752","2016-03-16",7.3
"753","2016-03-17",7.53
"754","2016-03-18",8.14
"755","2016-03-21",8.45
"756","2016-03-22",9.47
"757","2016-03-23",9.29
"758","2016-03-24",8.88
"759","2016-03-28",8.97
"760","2016-03-29",9.17
"761","2016-03-30",9.435
"762","2016-03-31",9.25
"763","2016-04-01",9.74
"764","2016-04-04",9.935
"765","2016-04-05",9.43
"766","2016-04-06",10.34
"767","2016-04-07",10.33
"768","2016-04-08",10.04
"769","2016-04-11",9.46
"770","2016-04-12",9.53
"771","2016-04-13",10.03
"772","2016-04-14",11.14
"773","2016-04-15",11.25
"774","2016-04-18",11.27
"775","2016-04-19",10.7
"776","2016-04-20",11.77
"777","2016-04-21",11.42
"778","2016-04-22",11.64
"779","2016-04-25",11.85
"780","2016-04-26",11.47
"781","2016-04-27",11.62
"782","2016-04-28",11.79
"783","2016-04-29",11.21
"784","2016-05-02",10.93
"785","2016-05-03",10.9
"786","2016-05-04",10.35
"787","2016-05-05",10.32
"788","2016-05-06",9.88
"789","2016-05-09",10.02
"790","2016-05-10",9.87
"791","2016-05-11",9.41
"792","2016-05-12",9.397
"793","2016-05-13",9.58
"794","2016-05-16",10.36
"795","2016-05-17",10.98
"796","2016-05-18",10.81
"797","2016-05-19",9.81
"798","2016-05-20",9.94
"799","2016-05-23",10.47
"800","2016-05-24",10.55
"801","2016-05-25",11.02
"802","2016-05-26",10.66
"803","2016-05-27",10.62
"804","2016-05-31",11.05
"805","2016-06-01",11.95
"806","2016-06-02",12.95
"807","2016-06-03",12.53
"808","2016-06-06",11.45
"809","2016-06-07",10.84
"810","2016-06-08",10.687
"811","2016-06-09",9.85
"812","2016-06-10",9.69
"813","2016-06-13",9.44
"814","2016-06-14",9.56
"815","2016-06-15",10.16
"816","2016-06-16",9.92
"817","2016-06-17",9.81
"818","2016-06-20",9.93
"819","2016-06-21",9.54
"820","2016-06-22",9.38
"821","2016-06-23",9.81
"822","2016-06-24",9.33
"823","2016-06-27",8.56
"824","2016-06-28",8.79
"825","2016-06-29",9.05
"826","2016-06-30",8.98
"827","2016-07-01",8.898
"828","2016-07-05",8.75
"829","2016-07-06",8.76
"830","2016-07-07",8.72
"831","2016-07-08",8.8
"832","2016-07-11",8.9
"833","2016-07-12",8.77
"834","2016-07-13",8.68
"835","2016-07-14",8.57
"836","2016-07-15",8.55
"837","2016-07-18",8.47
"838","2016-07-19",8.17
"839","2016-07-20",8.49
"840","2016-07-21",9.04
"841","2016-07-22",8.98
"842","2016-07-25",8.76
"843","2016-07-26",8.74
"844","2016-07-27",8.92
"845","2016-07-28",8.755
"846","2016-07-29",8.59
"847","2016-08-01",9.49
"848","2016-08-02",9.21
"849","2016-08-03",9.91
"850","2016-08-04",10.28
"851","2016-08-05",10.19
"852","2016-08-08",10.04
"853","2016-08-09",10.3
"854","2016-08-10",9.82
"855","2016-08-11",10.05
"856","2016-08-12",10.29
"857","2016-08-15",10.61
"858","2016-08-16",11.46
"859","2016-08-17",13
"860","2016-08-18",13.87
"861","2016-08-19",13.29
"862","2016-08-22",14.22
"863","2016-08-23",14.15
"864","2016-08-24",13.3
"865","2016-08-25",12.96
"866","2016-08-26",12.71
"867","2016-08-29",12.66
"868","2016-08-30",12.91
"869","2016-08-31",12.96
"870","2016-09-01",12.72
"871","2016-09-02",12.66
"872","2016-09-06",13.13
"873","2016-09-07",12.96
"874","2016-09-08",14.26
"875","2016-09-09",13.51
"876","2016-09-12",13.57
"877","2016-09-13",13.44
"878","2016-09-14",13.17
"879","2016-09-15",13.19
"880","2016-09-16",13.28
"881","2016-09-19",14.04
"882","2016-09-20",14.71
"883","2016-09-21",14.81
"884","2016-09-22",14.66
"885","2016-09-23",15.99
"886","2016-09-26",14.81
"887","2016-09-27",15.25
"888","2016-09-28",15.38
"889","2016-09-29",14.54
"890","2016-09-30",14.78
"891","2016-10-03",14.74
"892","2016-10-04",15.46
"893","2016-10-05",16.219999
"894","2016-10-06",16.35
"895","2016-10-07",16.629999
"896","2016-10-10",16.379999
"897","2016-10-11",16.01
"898","2016-10-12",15.15
"899","2016-10-13",14.97
"900","2016-10-14",14.62
"901","2016-10-17",14.55
"902","2016-10-18",15.4
"903","2016-10-19",15.1
"904","2016-10-20",15.15
"905","2016-10-21",15.45
"906","2016-10-24",14.5
"907","2016-10-25",14.05
"908","2016-10-26",14.65
"909","2016-10-27",14.3
"910","2016-10-28",14.15
"911","2016-10-31",13.65
"912","2016-11-01",13.6
"913","2016-11-02",14.6
"914","2016-11-03",6.85
"915","2016-11-04",7
"916","2016-11-07",7.1
"917","2016-11-08",6.95
"918","2016-11-09",7.55
"919","2016-11-10",7.8
"920","2016-11-11",8
"921","2016-11-14",7.6
"922","2016-11-15",7.75
"923","2016-11-16",8.75
"924","2016-11-17",8.75
"925","2016-11-18",8.65
"926","2016-11-21",9.1
"927","2016-11-22",8.6
"928","2016-11-23",8.4
"929","2016-11-25",8.3
"930","2016-11-28",8
"931","2016-11-29",8.05
"932","2016-11-30",7.6
"933","2016-12-01",7.2
"934","2016-12-02",6.7
"935","2016-12-05",7.35
"936","2016-12-06",7.2
"937","2016-12-07",6.9
"938","2016-12-08",6.7
"939","2016-12-09",6.5
"940","2016-12-12",6.15
"941","2016-12-13",6.15
"942","2016-12-14",5.95
"943","2016-12-15",6
"944","2016-12-16",6.2
"945","2016-12-19",6.05
"946","2016-12-20",6.05
"947","2016-12-21",5.55
"948","2016-12-22",5.25
"949","2016-12-23",5.8
"950","2016-12-27",6.15
"951","2016-12-28",5.65
"952","2016-12-29",5.6
"953","2016-12-30",5.65
"954","2017-01-03",5.7
"955","2017-01-04",5.85
"956","2017-01-05",6
"957","2017-01-06",5.9
"958","2017-01-09",6
"959","2017-01-10",6.2
"960","2017-01-11",5.8
"961","2017-01-12",5.65
"962","2017-01-13",5.65
"963","2017-01-17",5.55
"964","2017-01-18",5.45
"965","2017-01-19",5.1
"966","2017-01-20",5
"967","2017-01-23",5.1
"968","2017-01-24",5
"969","2017-01-25",5
"970","2017-01-26",4.8
"971","2017-01-27",4.85
"972","2017-01-30",4.7
"973","2017-01-31",4.6
"974","2017-02-01",4.95
"975","2017-02-02",5.35
"976","2017-02-03",5.7
"977","2017-02-06",5.9
"978","2017-02-07",5.75
"979","2017-02-08",5.75
"980","2017-02-09",6
"981","2017-02-10",6
"982","2017-02-13",5.95
"983","2017-02-14",6.05
"984","2017-02-15",6.5
"985","2017-02-16",6.75
"986","2017-02-17",6.7
"987","2017-02-21",6.55
"988","2017-02-22",6
"989","2017-02-23",5.9
"990","2017-02-24",5.9
"991","2017-02-27",6.2
"992","2017-02-28",5.95
"993","2017-03-01",6
"994","2017-03-02",6.05
"995","2017-03-03",5.95
"996","2017-03-06",5.7
"997","2017-03-07",5.75
"998","2017-03-08",6.15
"999","2017-03-09",6
