"","date","RCI"
"1","2007-01-03",30.264999
"2","2007-01-04",30.125
"3","2007-01-05",29.9
"4","2007-01-08",30.18
"5","2007-01-09",29.860001
"6","2007-01-10",30.25
"7","2007-01-11",32.290001
"8","2007-01-12",33
"9","2007-01-16",32.369999
"10","2007-01-17",31.98
"11","2007-01-18",31.52
"12","2007-01-19",31.690001
"13","2007-01-22",31.559999
"14","2007-01-23",31.860001
"15","2007-01-24",32.75
"16","2007-01-25",32.470001
"17","2007-01-26",32.290001
"18","2007-01-29",31.43
"19","2007-01-30",31
"20","2007-01-31",30.950001
"21","2007-02-01",30.969999
"22","2007-02-02",30.68
"23","2007-02-05",30.879999
"24","2007-02-06",31.290001
"25","2007-02-07",31.299999
"26","2007-02-08",31.32
"27","2007-02-09",31.16
"28","2007-02-12",30.780001
"29","2007-02-13",31.370001
"30","2007-02-14",32.32
"31","2007-02-15",33.110001
"32","2007-02-16",34.380001
"33","2007-02-20",33.860001
"34","2007-02-21",34.290001
"35","2007-02-22",33.889999
"36","2007-02-23",34.220001
"37","2007-02-26",34.419998
"38","2007-02-27",32.529999
"39","2007-02-28",32.650002
"40","2007-03-01",32.099998
"41","2007-03-02",32.169998
"42","2007-03-05",31.549999
"43","2007-03-06",31.879999
"44","2007-03-07",31.9
"45","2007-03-08",31.85
"46","2007-03-09",32.279999
"47","2007-03-12",32.259998
"48","2007-03-13",31.530001
"49","2007-03-14",31.799999
"50","2007-03-15",31.780001
"51","2007-03-16",32.400002
"52","2007-03-19",33.009998
"53","2007-03-20",32.959999
"54","2007-03-21",33.119999
"55","2007-03-22",32.48
"56","2007-03-23",32.830002
"57","2007-03-26",32.959999
"58","2007-03-27",32.450001
"59","2007-03-28",31.91
"60","2007-03-29",32.290001
"61","2007-03-30",32.759998
"62","2007-04-02",32.91
"63","2007-04-03",33.419998
"64","2007-04-04",33.700001
"65","2007-04-05",34.099998
"66","2007-04-09",34.169998
"67","2007-04-10",34.790001
"68","2007-04-11",34.619999
"69","2007-04-12",35.43
"70","2007-04-13",35.400002
"71","2007-04-16",36.009998
"72","2007-04-17",37.290001
"73","2007-04-18",37.189999
"74","2007-04-19",36.73
"75","2007-04-20",37.41
"76","2007-04-23",38.150002
"77","2007-04-24",38.549999
"78","2007-04-25",38.82
"79","2007-04-26",38.369999
"80","2007-04-27",38.02
"81","2007-04-30",38.16
"82","2007-05-01",38.52
"83","2007-05-02",39.919998
"84","2007-05-03",39.669998
"85","2007-05-04",39.740002
"86","2007-05-07",39.93
"87","2007-05-08",39.380001
"88","2007-05-09",39.639999
"89","2007-05-10",39.41
"90","2007-05-11",39.16
"91","2007-05-14",38.709999
"92","2007-05-15",39
"93","2007-05-16",40.220001
"94","2007-05-17",40.060001
"95","2007-05-18",40.580002
"96","2007-05-21",41
"97","2007-05-22",40.849998
"98","2007-05-23",41.130001
"99","2007-05-24",40.169998
"100","2007-05-25",40.290001
"101","2007-05-29",41.040001
"102","2007-05-30",41.580002
"103","2007-05-31",41.490002
"104","2007-06-01",41.630001
"105","2007-06-04",41.650002
"106","2007-06-05",41.389999
"107","2007-06-06",41.09
"108","2007-06-07",40.540001
"109","2007-06-08",41.43
"110","2007-06-11",41.529999
"111","2007-06-12",41.049999
"112","2007-06-13",41.91
"113","2007-06-14",42.970001
"114","2007-06-15",43.740002
"115","2007-06-18",44.029999
"116","2007-06-19",44.32
"117","2007-06-20",43.810001
"118","2007-06-21",43.880001
"119","2007-06-22",43.549999
"120","2007-06-25",42.77
"121","2007-06-26",41.810001
"122","2007-06-27",42.619999
"123","2007-06-28",42.740002
"124","2007-06-29",42.490002
"125","2007-07-02",43.029999
"126","2007-07-03",43.619999
"127","2007-07-05",43.540001
"128","2007-07-06",44.369999
"129","2007-07-09",45.099998
"130","2007-07-10",45.049999
"131","2007-07-11",45.779999
"132","2007-07-12",47.259998
"133","2007-07-13",47.34
"134","2007-07-16",47.389999
"135","2007-07-17",48.880001
"136","2007-07-18",49.07
"137","2007-07-19",49.389999
"138","2007-07-20",48.810001
"139","2007-07-23",49.299999
"140","2007-07-24",48.52
"141","2007-07-25",47.560001
"142","2007-07-26",46.139999
"143","2007-07-27",46.060001
"144","2007-07-30",47.68
"145","2007-07-31",45.290001
"146","2007-08-01",44.450001
"147","2007-08-02",44.950001
"148","2007-08-03",43.529999
"149","2007-08-06",43.799999
"150","2007-08-07",43.240002
"151","2007-08-08",44.529999
"152","2007-08-09",42.939999
"153","2007-08-10",42.740002
"154","2007-08-13",44.040001
"155","2007-08-14",42.82
"156","2007-08-15",41.240002
"157","2007-08-16",41.689999
"158","2007-08-17",42.849998
"159","2007-08-20",43.709999
"160","2007-08-21",44.779999
"161","2007-08-22",45.349998
"162","2007-08-23",44.849998
"163","2007-08-24",45.389999
"164","2007-08-27",44.98
"165","2007-08-28",43.25
"166","2007-08-29",44.049999
"167","2007-08-30",43.869999
"168","2007-08-31",45.279999
"169","2007-09-04",45.5
"170","2007-09-05",44.779999
"171","2007-09-06",44.23
"172","2007-09-07",43.669998
"173","2007-09-10",43.279999
"174","2007-09-11",44.790001
"175","2007-09-12",45.169998
"176","2007-09-13",45.73
"177","2007-09-14",45.299999
"178","2007-09-17",44.880001
"179","2007-09-18",45.939999
"180","2007-09-19",44.939999
"181","2007-09-20",45.23
"182","2007-09-21",45.369999
"183","2007-09-24",45.07
"184","2007-09-25",45.279999
"185","2007-09-26",45.240002
"186","2007-09-27",45.290001
"187","2007-09-28",45.529999
"188","2007-10-01",46.84
"189","2007-10-02",47.07
"190","2007-10-03",47.619999
"191","2007-10-04",47.849998
"192","2007-10-05",48.860001
"193","2007-10-08",48.549999
"194","2007-10-09",48.560001
"195","2007-10-10",49.16
"196","2007-10-11",49.299999
"197","2007-10-12",49.880001
"198","2007-10-15",48.669998
"199","2007-10-16",48.240002
"200","2007-10-17",48.84
"201","2007-10-18",49.360001
"202","2007-10-19",48.23
"203","2007-10-22",48.009998
"204","2007-10-23",48.459999
"205","2007-10-24",48.630001
"206","2007-10-25",49.82
"207","2007-10-26",49.93
"208","2007-10-29",50.310001
"209","2007-10-30",49.52
"210","2007-10-31",50.959999
"211","2007-11-01",49.849998
"212","2007-11-02",52.139999
"213","2007-11-05",51.990002
"214","2007-11-06",53.150002
"215","2007-11-07",52.630001
"216","2007-11-08",51.77
"217","2007-11-09",49.09
"218","2007-11-12",47.009998
"219","2007-11-13",47.279999
"220","2007-11-14",46.25
"221","2007-11-15",45.66
"222","2007-11-16",46.77
"223","2007-11-19",45.220001
"224","2007-11-20",43.360001
"225","2007-11-21",43.439999
"226","2007-11-23",44.59
"227","2007-11-26",44.07
"228","2007-11-27",44.240002
"229","2007-11-28",46.130001
"230","2007-11-29",41.5
"231","2007-11-30",41.860001
"232","2007-12-03",42.099998
"233","2007-12-04",42.130001
"234","2007-12-05",42.189999
"235","2007-12-06",43.029999
"236","2007-12-07",43.880001
"237","2007-12-10",43.279999
"238","2007-12-11",42.040001
"239","2007-12-12",42.09
"240","2007-12-13",42.25
"241","2007-12-14",42.970001
"242","2007-12-17",42.650002
"243","2007-12-18",43.200001
"244","2007-12-19",43.75
"245","2007-12-20",43.869999
"246","2007-12-21",45.139999
"247","2007-12-24",45.720001
"248","2007-12-26",46.080002
"249","2007-12-27",45.509998
"250","2007-12-28",46.23
"251","2007-12-31",45.25
"252","2008-01-02",44.939999
"253","2008-01-03",44.549999
"254","2008-01-04",43.490002
"255","2008-01-07",40.779999
"256","2008-01-08",41.740002
"257","2008-01-09",40.630001
"258","2008-01-10",41
"259","2008-01-11",39.450001
"260","2008-01-14",38.580002
"261","2008-01-15",38.860001
"262","2008-01-16",37.490002
"263","2008-01-17",37.560001
"264","2008-01-18",37.639999
"265","2008-01-22",38.02
"266","2008-01-23",37.220001
"267","2008-01-24",39.150002
"268","2008-01-25",38.360001
"269","2008-01-28",38.709999
"270","2008-01-29",39.220001
"271","2008-01-30",38.43
"272","2008-01-31",38.310001
"273","2008-02-01",39.209999
"274","2008-02-04",38.57
"275","2008-02-05",36.299999
"276","2008-02-06",36.360001
"277","2008-02-07",36.990002
"278","2008-02-08",37.470001
"279","2008-02-11",37.869999
"280","2008-02-12",38.84
"281","2008-02-13",39.779999
"282","2008-02-14",39.900002
"283","2008-02-15",39.419998
"284","2008-02-19",39.09
"285","2008-02-20",39.450001
"286","2008-02-21",38.580002
"287","2008-02-22",38.669998
"288","2008-02-25",39.09
"289","2008-02-26",39.23
"290","2008-02-27",38.880001
"291","2008-02-28",40.57
"292","2008-02-29",39.560001
"293","2008-03-03",39.799999
"294","2008-03-04",39.48
"295","2008-03-05",39.779999
"296","2008-03-06",39.34
"297","2008-03-07",39.25
"298","2008-03-10",38.509998
"299","2008-03-11",37.959999
"300","2008-03-12",36.950001
"301","2008-03-13",36.459999
"302","2008-03-14",35.669998
"303","2008-03-17",34.360001
"304","2008-03-18",35.82
"305","2008-03-19",32.880001
"306","2008-03-20",33.5
"307","2008-03-24",34.139999
"308","2008-03-25",35.150002
"309","2008-03-26",35.5
"310","2008-03-27",35.450001
"311","2008-03-28",35.310001
"312","2008-03-31",35.919998
"313","2008-04-01",38.919998
"314","2008-04-02",39.919998
"315","2008-04-03",40.939999
"316","2008-04-04",40.98
"317","2008-04-07",41.279999
"318","2008-04-08",41.099998
"319","2008-04-09",40.599998
"320","2008-04-10",41.610001
"321","2008-04-11",40.48
"322","2008-04-14",40.470001
"323","2008-04-15",40.32
"324","2008-04-16",40.740002
"325","2008-04-17",40.490002
"326","2008-04-18",40.349998
"327","2008-04-21",40.919998
"328","2008-04-22",41.040001
"329","2008-04-23",40.799999
"330","2008-04-24",41.540001
"331","2008-04-25",41.400002
"332","2008-04-28",42.310001
"333","2008-04-29",43.98
"334","2008-04-30",44.619999
"335","2008-05-01",44.060001
"336","2008-05-02",44.279999
"337","2008-05-05",44.389999
"338","2008-05-06",43.950001
"339","2008-05-07",44.23
"340","2008-05-08",44.48
"341","2008-05-09",45.41
"342","2008-05-12",45.919998
"343","2008-05-13",45.27
"344","2008-05-14",44.830002
"345","2008-05-15",44.380001
"346","2008-05-16",43.98
"347","2008-05-19",44.080002
"348","2008-05-20",43.330002
"349","2008-05-21",42.73
"350","2008-05-22",44.900002
"351","2008-05-23",44.779999
"352","2008-05-27",43.82
"353","2008-05-28",43.59
"354","2008-05-29",43.830002
"355","2008-05-30",44.009998
"356","2008-06-02",43.27
"357","2008-06-03",42.119999
"358","2008-06-04",40.860001
"359","2008-06-05",40.299999
"360","2008-06-06",40.400002
"361","2008-06-09",40.029999
"362","2008-06-10",40.389999
"363","2008-06-11",39.799999
"364","2008-06-12",39.380001
"365","2008-06-13",40.009998
"366","2008-06-16",40.310001
"367","2008-06-17",41.720001
"368","2008-06-18",41.040001
"369","2008-06-19",41.830002
"370","2008-06-20",40.91
"371","2008-06-23",40.049999
"372","2008-06-24",38.950001
"373","2008-06-25",39.59
"374","2008-06-26",38.599998
"375","2008-06-27",39.080002
"376","2008-06-30",38.66
"377","2008-07-01",38.400002
"378","2008-07-02",38.240002
"379","2008-07-03",37.389999
"380","2008-07-07",37.779999
"381","2008-07-08",38.450001
"382","2008-07-09",38.939999
"383","2008-07-10",38.25
"384","2008-07-11",36.849998
"385","2008-07-14",36.380001
"386","2008-07-15",35.880001
"387","2008-07-16",39.110001
"388","2008-07-17",39.439999
"389","2008-07-18",39.619999
"390","2008-07-21",38.810001
"391","2008-07-22",38.990002
"392","2008-07-23",38.889999
"393","2008-07-24",36.860001
"394","2008-07-25",37.619999
"395","2008-07-28",36.740002
"396","2008-07-29",34.130001
"397","2008-07-30",34.639999
"398","2008-07-31",33.889999
"399","2008-08-01",32.75
"400","2008-08-04",32.52
"401","2008-08-05",33.790001
"402","2008-08-06",33.32
"403","2008-08-07",32.310001
"404","2008-08-08",33
"405","2008-08-11",32.93
"406","2008-08-12",33.84
"407","2008-08-13",33.66
"408","2008-08-14",33.900002
"409","2008-08-15",33.279999
"410","2008-08-18",33.669998
"411","2008-08-19",32.77
"412","2008-08-20",34.060001
"413","2008-08-21",36.060001
"414","2008-08-22",35.720001
"415","2008-08-25",35.369999
"416","2008-08-26",35.169998
"417","2008-08-27",35.849998
"418","2008-08-28",37.610001
"419","2008-08-29",36.18
"420","2008-09-02",34.68
"421","2008-09-03",34.240002
"422","2008-09-04",33.330002
"423","2008-09-05",33.889999
"424","2008-09-08",34.639999
"425","2008-09-09",33.700001
"426","2008-09-10",34.650002
"427","2008-09-11",34.509998
"428","2008-09-12",35.41
"429","2008-09-15",34.439999
"430","2008-09-16",34.459999
"431","2008-09-17",33.59
"432","2008-09-18",35
"433","2008-09-19",34.860001
"434","2008-09-22",33.77
"435","2008-09-23",33.59
"436","2008-09-24",33.48
"437","2008-09-25",34.09
"438","2008-09-26",33.970001
"439","2008-09-29",32.169998
"440","2008-09-30",33.240002
"441","2008-10-01",34.080002
"442","2008-10-02",32.459999
"443","2008-10-03",32.5
"444","2008-10-06",32.23
"445","2008-10-07",30.5
"446","2008-10-08",29.610001
"447","2008-10-09",28.32
"448","2008-10-10",26.139999
"449","2008-10-13",29.65
"450","2008-10-14",27
"451","2008-10-15",26.49
"452","2008-10-16",27.559999
"453","2008-10-17",27.860001
"454","2008-10-20",28.379999
"455","2008-10-21",27
"456","2008-10-22",25.200001
"457","2008-10-23",25.559999
"458","2008-10-24",24.610001
"459","2008-10-27",22.65
"460","2008-10-28",25.049999
"461","2008-10-29",26.09
"462","2008-10-30",28.870001
"463","2008-10-31",29.09
"464","2008-11-03",30.200001
"465","2008-11-04",31.34
"466","2008-11-05",30.120001
"467","2008-11-06",28.34
"468","2008-11-07",27.450001
"469","2008-11-10",27.93
"470","2008-11-11",27.99
"471","2008-11-12",26.82
"472","2008-11-13",29.18
"473","2008-11-14",28.389999
"474","2008-11-17",26.82
"475","2008-11-18",27.299999
"476","2008-11-19",26.389999
"477","2008-11-20",24.76
"478","2008-11-21",26.52
"479","2008-11-24",28.360001
"480","2008-11-25",28.85
"481","2008-11-26",27.99
"482","2008-11-28",27.08
"483","2008-12-01",27.68
"484","2008-12-02",26.790001
"485","2008-12-03",27.290001
"486","2008-12-04",26.99
"487","2008-12-05",27.049999
