"","date","VOC"
"1","2011-05-06",21.02
"2","2011-05-09",21.59
"3","2011-05-10",21.889999
"4","2011-05-11",21.57
"5","2011-05-12",21.469999
"6","2011-05-13",21.719999
"7","2011-05-16",21.690001
"8","2011-05-17",21.18
"9","2011-05-18",21.49
"10","2011-05-19",21.610001
"11","2011-05-20",21.66
"12","2011-05-23",21.48
"13","2011-05-24",21.42
"14","2011-05-25",21.5
"15","2011-05-26",21.42
"16","2011-05-27",21.52
"17","2011-05-31",21.639999
"18","2011-06-01",22
"19","2011-06-02",21.799999
"20","2011-06-03",21.620001
"21","2011-06-06",21.35
"22","2011-06-07",21.190001
"23","2011-06-08",21.110001
"24","2011-06-09",21.75
"25","2011-06-10",21.83
"26","2011-06-13",21.24
"27","2011-06-14",21.49
"28","2011-06-15",21.51
"29","2011-06-16",21.58
"30","2011-06-17",21.51
"31","2011-06-20",21.5
"32","2011-06-21",21.889999
"33","2011-06-22",22.639999
"34","2011-06-23",22.24
"35","2011-06-24",22.139999
"36","2011-06-27",22.139999
"37","2011-06-28",22.16
"38","2011-06-29",22.32
"39","2011-06-30",22.49
"40","2011-07-01",22.93
"41","2011-07-05",23.030001
"42","2011-07-06",22.83
"43","2011-07-07",22.790001
"44","2011-07-08",23
"45","2011-07-11",22.6
"46","2011-07-12",23.07
"47","2011-07-13",22.629999
"48","2011-07-14",22.68
"49","2011-07-15",23.48
"50","2011-07-18",23.4
"51","2011-07-19",23.940001
"52","2011-07-20",24.129999
"53","2011-07-21",24.469999
"54","2011-07-22",24.379999
"55","2011-07-25",24.34
"56","2011-07-26",24.139999
"57","2011-07-27",23.709999
"58","2011-07-28",22.59
"59","2011-07-29",22.6
"60","2011-08-01",22.540001
"61","2011-08-02",22.139999
"62","2011-08-03",21.940001
"63","2011-08-04",21
"64","2011-08-05",20.66
"65","2011-08-08",19.02
"66","2011-08-09",19.450001
"67","2011-08-10",20.24
"68","2011-08-11",21.01
"69","2011-08-12",21.26
"70","2011-08-15",22
"71","2011-08-16",21.41
"72","2011-08-17",21.940001
"73","2011-08-18",21.360001
"74","2011-08-19",20.84
"75","2011-08-22",19.969999
"76","2011-08-23",21.18
"77","2011-08-24",21.969999
"78","2011-08-25",21.66
"79","2011-08-26",21.870001
"80","2011-08-29",22.98
"81","2011-08-30",22.110001
"82","2011-08-31",22.34
"83","2011-09-01",22.219999
"84","2011-09-02",22.1
"85","2011-09-06",22.110001
"86","2011-09-07",21.870001
"87","2011-09-08",21.719999
"88","2011-09-09",21.59
"89","2011-09-12",21.24
"90","2011-09-13",21.629999
"91","2011-09-14",21.9
"92","2011-09-15",21.91
"93","2011-09-16",21.9
"94","2011-09-19",21.690001
"95","2011-09-20",21.889999
"96","2011-09-21",21.1
"97","2011-09-22",20.200001
"98","2011-09-23",19.6
"99","2011-09-26",20.059999
"100","2011-09-27",21.16
"101","2011-09-28",21.110001
"102","2011-09-29",21.049999
"103","2011-09-30",20.83
"104","2011-10-03",19.4
"105","2011-10-04",20.059999
"106","2011-10-05",20.799999
"107","2011-10-06",21.75
"108","2011-10-07",21.52
"109","2011-10-10",22.01
"110","2011-10-11",22.129999
"111","2011-10-12",22.41
"112","2011-10-13",22.42
"113","2011-10-14",22.49
"114","2011-10-17",22.33
"115","2011-10-18",22.450001
"116","2011-10-19",22.18
"117","2011-10-20",22.200001
"118","2011-10-21",22.48
"119","2011-10-24",23.040001
"120","2011-10-25",22.92
"121","2011-10-26",23.02
"122","2011-10-27",22.360001
"123","2011-10-28",22.52
"124","2011-10-31",22.25
"125","2011-11-01",21.889999
"126","2011-11-02",21.66
"127","2011-11-03",21.5
"128","2011-11-04",21.040001
"129","2011-11-07",21.02
"130","2011-11-08",21.02
"131","2011-11-09",20.48
"132","2011-11-10",20.219999
"133","2011-11-11",20.23
"134","2011-11-14",20.16
"135","2011-11-15",20.27
"136","2011-11-16",20.299999
"137","2011-11-17",21.32
"138","2011-11-18",21.559999
"139","2011-11-21",21.08
"140","2011-11-22",20.799999
"141","2011-11-23",20.299999
"142","2011-11-25",20.25
"143","2011-11-28",20.26
"144","2011-11-29",20.969999
"145","2011-11-30",20.74
"146","2011-12-01",20.700001
"147","2011-12-02",20.860001
"148","2011-12-05",20.639999
"149","2011-12-06",20.870001
"150","2011-12-07",20.780001
"151","2011-12-08",20.51
"152","2011-12-09",20.75
"153","2011-12-12",20.709999
"154","2011-12-13",20.77
"155","2011-12-14",20.26
"156","2011-12-15",20.01
"157","2011-12-16",20.639999
"158","2011-12-19",20.549999
"159","2011-12-20",20.83
"160","2011-12-21",20.950001
"161","2011-12-22",20.99
"162","2011-12-23",21.280001
"163","2011-12-27",21.4
"164","2011-12-28",21.42
"165","2011-12-29",21.85
"166","2011-12-30",22.18
"167","2012-01-03",22.700001
"168","2012-01-04",23.1
"169","2012-01-05",23.790001
"170","2012-01-06",23.82
"171","2012-01-09",23.85
"172","2012-01-10",24.139999
"173","2012-01-11",23.950001
"174","2012-01-12",24.09
"175","2012-01-13",24
"176","2012-01-17",24.33
"177","2012-01-18",24.32
"178","2012-01-19",24.4
"179","2012-01-20",21.549999
"180","2012-01-23",22.290001
"181","2012-01-24",22.450001
"182","2012-01-25",22.389999
"183","2012-01-26",21.559999
"184","2012-01-27",21.27
"185","2012-01-30",21.200001
"186","2012-01-31",21.18
"187","2012-02-01",21.209999
"188","2012-02-02",21.370001
"189","2012-02-03",21.15
"190","2012-02-06",21.040001
"191","2012-02-07",21.17
"192","2012-02-08",21.040001
"193","2012-02-09",20.82
"194","2012-02-10",20.549999
"195","2012-02-13",20.6
"196","2012-02-14",20.58
"197","2012-02-15",20.73
"198","2012-02-16",21.07
"199","2012-02-17",22.030001
"200","2012-02-21",22.200001
"201","2012-02-22",21.66
"202","2012-02-23",21.799999
"203","2012-02-24",21.780001
"204","2012-02-27",21.66
"205","2012-02-28",21.65
"206","2012-02-29",21.700001
"207","2012-03-01",21.969999
"208","2012-03-02",22.110001
"209","2012-03-05",21.84
"210","2012-03-06",21.6
"211","2012-03-07",21.83
"212","2012-03-08",21.82
"213","2012-03-09",22.07
"214","2012-03-12",21.76
"215","2012-03-13",21.84
"216","2012-03-14",21.870001
"217","2012-03-15",21.83
"218","2012-03-16",21.549999
"219","2012-03-19",21.34
"220","2012-03-20",21.77
"221","2012-03-21",21.709999
"222","2012-03-22",21.299999
"223","2012-03-23",21.440001
"224","2012-03-26",21.959999
"225","2012-03-27",22.129999
"226","2012-03-28",22.139999
"227","2012-03-29",22.030001
"228","2012-03-30",22.110001
"229","2012-04-02",22.200001
"230","2012-04-03",22.129999
"231","2012-04-04",22.030001
"232","2012-04-05",22.110001
"233","2012-04-09",21.98
"234","2012-04-10",21.559999
"235","2012-04-11",21.120001
"236","2012-04-12",21.190001
"237","2012-04-13",21
"238","2012-04-16",20.91
"239","2012-04-17",21.58
"240","2012-04-18",21.74
"241","2012-04-19",21.790001
"242","2012-04-20",23.139999
"243","2012-04-23",23.219999
"244","2012-04-24",23.389999
"245","2012-04-25",23.35
"246","2012-04-26",22.32
"247","2012-04-27",22.27
"248","2012-04-30",22.51
"249","2012-05-01",22.57
"250","2012-05-02",22.35
"251","2012-05-03",22.299999
"252","2012-05-04",21.98
"253","2012-05-07",21.959999
"254","2012-05-08",21.450001
"255","2012-05-09",21.559999
"256","2012-05-10",21.540001
"257","2012-05-11",21.35
"258","2012-05-14",20.67
"259","2012-05-15",20.299999
"260","2012-05-16",19.709999
"261","2012-05-17",19.01
"262","2012-05-18",18.870001
"263","2012-05-21",19.65
"264","2012-05-22",19.379999
"265","2012-05-23",19.34
"266","2012-05-24",19.18
"267","2012-05-25",18.98
"268","2012-05-29",19.549999
"269","2012-05-30",19.16
"270","2012-05-31",19.08
"271","2012-06-01",18.57
"272","2012-06-04",18.040001
"273","2012-06-05",18.34
"274","2012-06-06",19
"275","2012-06-07",19.1
"276","2012-06-08",18.879999
"277","2012-06-11",18.639999
"278","2012-06-12",18.58
"279","2012-06-13",18.370001
"280","2012-06-14",18
"281","2012-06-15",18.040001
"282","2012-06-18",17.879999
"283","2012-06-19",18.370001
"284","2012-06-20",18.290001
"285","2012-06-21",17.33
"286","2012-06-22",17.27
"287","2012-06-25",16.84
"288","2012-06-26",17.18
"289","2012-06-27",17.700001
"290","2012-06-28",17.68
"291","2012-06-29",18.200001
"292","2012-07-02",18.85
"293","2012-07-03",19.01
"294","2012-07-05",18.870001
"295","2012-07-06",18.67
"296","2012-07-09",18.93
"297","2012-07-10",19.049999
"298","2012-07-11",19.379999
"299","2012-07-12",19.25
"300","2012-07-13",19.360001
"301","2012-07-16",19.5
"302","2012-07-17",20.09
"303","2012-07-18",20.18
"304","2012-07-19",20.299999
"305","2012-07-20",20.450001
"306","2012-07-23",20.379999
"307","2012-07-24",20.35
"308","2012-07-25",20
"309","2012-07-26",18.93
"310","2012-07-27",18.92
"311","2012-07-30",18.950001
"312","2012-07-31",18.6
"313","2012-08-01",18.33
"314","2012-08-02",17.9
"315","2012-08-03",18.280001
"316","2012-08-06",18.209999
"317","2012-08-07",18.48
"318","2012-08-08",18.379999
"319","2012-08-09",18.450001
"320","2012-08-10",18.370001
"321","2012-08-13",18.16
"322","2012-08-14",18.1
"323","2012-08-15",18.18
"324","2012-08-16",18.129999
"325","2012-08-17",18.629999
"326","2012-08-20",18.620001
"327","2012-08-21",18.42
"328","2012-08-22",18.15
"329","2012-08-23",17.98
"330","2012-08-24",18.09
"331","2012-08-27",18.17
"332","2012-08-28",18.219999
"333","2012-08-29",18.129999
"334","2012-08-30",18.01
"335","2012-08-31",17.950001
"336","2012-09-04",17.84
"337","2012-09-05",18.01
"338","2012-09-06",18.09
"339","2012-09-07",18.379999
"340","2012-09-10",18.799999
"341","2012-09-11",18.360001
"342","2012-09-12",18.42
"343","2012-09-13",18.469999
"344","2012-09-14",18.85
"345","2012-09-17",19.01
"346","2012-09-18",19.01
"347","2012-09-19",19.200001
"348","2012-09-20",19.209999
"349","2012-09-21",18.959999
"350","2012-09-24",18.700001
"351","2012-09-25",18.57
"352","2012-09-26",18.4
"353","2012-09-27",18.620001
"354","2012-09-28",18.66
"355","2012-10-01",18.790001
"356","2012-10-02",19.030001
"357","2012-10-03",19.1
"358","2012-10-04",19
"359","2012-10-05",18.68
"360","2012-10-08",18.65
"361","2012-10-09",18.700001
"362","2012-10-10",18.42
"363","2012-10-11",18.65
"364","2012-10-12",19
"365","2012-10-15",19
"366","2012-10-16",19.190001
"367","2012-10-17",19.32
"368","2012-10-18",19.299999
"369","2012-10-19",16.129999
"370","2012-10-22",15.08
"371","2012-10-23",15.79
"372","2012-10-24",15.34
"373","2012-10-25",15.53
"374","2012-10-26",14.52
"375","2012-10-31",14.34
"376","2012-11-01",14.61
"377","2012-11-02",14.27
"378","2012-11-05",14.27
"379","2012-11-06",14.12
"380","2012-11-07",13.93
"381","2012-11-08",13.63
"382","2012-11-09",13.55
"383","2012-11-12",13.04
"384","2012-11-13",13.1
"385","2012-11-14",12.86
"386","2012-11-15",12.9
"387","2012-11-16",13.64
"388","2012-11-19",14.11
"389","2012-11-20",14.2
"390","2012-11-21",14.36
"391","2012-11-23",14.55
"392","2012-11-26",14.43
"393","2012-11-27",14.48
"394","2012-11-28",14.33
"395","2012-11-29",13.95
"396","2012-11-30",13.9
"397","2012-12-03",14.04
"398","2012-12-04",13.54
"399","2012-12-05",13.29
"400","2012-12-06",13
"401","2012-12-07",12.99
"402","2012-12-10",12.56
"403","2012-12-11",12.99
"404","2012-12-12",12.89
