"","date","QUOT"
"307","2015-05-26",13.43
"308","2015-05-27",12.95
"309","2015-05-28",12.95
"310","2015-05-29",12.49
"311","2015-06-01",12.07
"312","2015-06-02",11.99
"313","2015-06-03",12.37
"314","2015-06-04",11.93
"315","2015-06-05",11.74
"316","2015-06-08",12.48
"317","2015-06-09",12.72
"318","2015-06-10",13.09
"319","2015-06-11",13.04
"320","2015-06-12",13.03
"321","2015-06-15",13
"322","2015-06-16",12.71
"323","2015-06-17",12.73
"324","2015-06-18",12.94
"325","2015-06-19",12.63
"326","2015-06-22",12.32
"327","2015-06-23",11.84
"328","2015-06-24",11.5
"329","2015-06-25",11.7
"330","2015-06-26",11.8
"331","2015-06-29",10.98
"332","2015-06-30",10.79
"333","2015-07-01",10.61
"334","2015-07-02",10.31
"335","2015-07-06",10.02
"336","2015-07-07",10.4
"337","2015-07-08",10.09
"338","2015-07-09",10.11
"339","2015-07-10",10.02
"340","2015-07-13",10.36
"341","2015-07-14",10.53
"342","2015-07-15",10.68
"343","2015-07-16",11.05
"344","2015-07-17",11.01
"345","2015-07-20",10.72
"346","2015-07-21",10.95
"347","2015-07-22",11.11
"348","2015-07-23",11.41
"349","2015-07-24",11.14
"350","2015-07-27",10.48
"351","2015-07-28",10.14
"352","2015-07-29",9.97
"353","2015-07-30",9.64
"354","2015-07-31",9.73
"355","2015-08-03",9.25
"356","2015-08-04",9.58
"357","2015-08-05",9.2
"358","2015-08-06",10.25
"359","2015-08-07",9.72
"360","2015-08-10",9.71
"361","2015-08-11",9.48
"362","2015-08-12",9.45
"363","2015-08-13",9.69
"364","2015-08-14",10.13
"365","2015-08-17",10.25
"366","2015-08-18",10.17
"367","2015-08-19",10.22
"368","2015-08-20",9.49
"369","2015-08-21",9.48
"370","2015-08-24",9.47
"371","2015-08-25",9.51
"372","2015-08-26",9.19
"373","2015-08-27",9.32
"374","2015-08-28",9.28
"375","2015-08-31",9.34
"376","2015-09-01",9.22
"377","2015-09-02",9.46
"378","2015-09-03",9.41
"379","2015-09-04",9.2
"380","2015-09-08",9.47
"381","2015-09-09",9.63
"382","2015-09-10",10.23
"383","2015-09-11",10.35
"384","2015-09-14",9.86
"385","2015-09-15",10.01
"386","2015-09-16",9.85
"387","2015-09-17",9.92
"388","2015-09-18",10.04
"389","2015-09-21",9.34
"390","2015-09-22",9.18
"391","2015-09-23",8.86
"392","2015-09-24",9.01
"393","2015-09-25",8.8
"394","2015-09-28",8.6
"395","2015-09-29",8.85
"396","2015-09-30",9
"397","2015-10-01",9
"398","2015-10-02",8.94
"399","2015-10-05",9.36
"400","2015-10-06",9.39
"401","2015-10-07",9.11
"402","2015-10-08",9
"403","2015-10-09",8.73
"404","2015-10-12",8.72
"405","2015-10-13",8.43
"406","2015-10-14",7.96
"407","2015-10-15",8.06
"408","2015-10-16",8
"409","2015-10-19",8.13
"410","2015-10-20",7.93
"411","2015-10-21",8.25
"412","2015-10-22",8.25
"413","2015-10-23",6.01
"414","2015-10-26",5.7
"415","2015-10-27",5.6
"416","2015-10-28",5.72
"417","2015-10-29",5.58
"418","2015-10-30",5.54
"419","2015-11-02",5.82
"420","2015-11-03",6.38
"421","2015-11-04",6.3
"422","2015-11-05",6.3
"423","2015-11-06",6.35
"424","2015-11-09",6.2
"425","2015-11-10",6.34
"426","2015-11-11",6.34
"427","2015-11-12",6.64
"428","2015-11-13",6.92
"429","2015-11-16",6.63
"430","2015-11-17",6.32
"431","2015-11-18",6.21
"432","2015-11-19",6.38
"433","2015-11-20",6.78
"434","2015-11-23",6.79
"435","2015-11-24",6.75
"436","2015-11-25",7.02
"437","2015-11-27",7.13
"438","2015-11-30",6.94
"439","2015-12-01",6.6
"440","2015-12-02",6.39
"441","2015-12-03",6.39
"442","2015-12-04",6.34
"443","2015-12-07",6.48
"444","2015-12-08",6.37
"445","2015-12-09",6.95
"446","2015-12-10",6.84
"447","2015-12-11",6.33
"448","2015-12-14",6.45
"449","2015-12-15",6.44
"450","2015-12-16",6.74
"451","2015-12-17",6.47
"452","2015-12-18",6.67
"453","2015-12-21",6.73
"454","2015-12-22",7.09
"455","2015-12-23",7.47
"456","2015-12-24",7.46
"457","2015-12-28",7.81
"458","2015-12-29",7.49
"459","2015-12-30",7.07
"460","2015-12-31",6.82
"461","2016-01-04",6.99
"462","2016-01-05",6.32
"463","2016-01-06",5.92
"464","2016-01-07",5.72
"465","2016-01-08",5.52
"466","2016-01-11",5.58
"467","2016-01-12",5.59
"468","2016-01-13",5.49
"469","2016-01-14",5.36
"470","2016-01-15",5.41
"471","2016-01-19",5.36
"472","2016-01-20",5.46
"473","2016-01-21",5.8
"474","2016-01-22",5.9
"475","2016-01-25",5.59
"476","2016-01-26",5.76
"477","2016-01-27",5.58
"478","2016-01-28",5.52
"479","2016-01-29",6.07
"480","2016-02-01",5.99
"481","2016-02-02",5.65
"482","2016-02-03",5.53
"483","2016-02-04",5.79
"484","2016-02-05",5.48
"485","2016-02-08",5.62
"486","2016-02-09",5.23
"487","2016-02-10",5.39
"488","2016-02-11",5.45
"489","2016-02-12",7.38
"490","2016-02-16",8.59
"491","2016-02-17",8.51
"492","2016-02-18",8.22
"493","2016-02-19",8.97
"494","2016-02-22",8.25
"495","2016-02-23",8.46
"496","2016-02-24",8.99
"497","2016-02-25",8.99
"498","2016-02-26",9
"499","2016-02-29",8.7
"500","2016-03-01",8.75
"501","2016-03-02",9
"502","2016-03-03",9.51
"503","2016-03-04",9.61
"504","2016-03-07",10.17
"505","2016-03-08",9.48
"506","2016-03-09",9.29
"507","2016-03-10",8.89
"508","2016-03-11",9.02
"509","2016-03-14",9.12
"510","2016-03-15",8.44
"511","2016-03-16",8.66
"512","2016-03-17",9.17
"513","2016-03-18",9.79
"514","2016-03-21",9.84
"515","2016-03-22",9.92
"516","2016-03-23",9.67
"517","2016-03-24",9.78
"518","2016-03-28",10.15
"519","2016-03-29",10.6
"520","2016-03-30",10.54
"521","2016-03-31",10.6
"522","2016-04-01",10.44
"523","2016-04-04",10.84
"524","2016-04-05",10.91
"525","2016-04-06",10.93
"526","2016-04-07",10.66
"527","2016-04-08",10.98
"528","2016-04-11",10.81
"529","2016-04-12",10.52
"530","2016-04-13",10.74
"531","2016-04-14",10.33
"532","2016-04-15",10.4
"533","2016-04-18",10.86
"534","2016-04-19",10.9
"535","2016-04-20",11.22
"536","2016-04-21",10.49
"537","2016-04-22",10.84
"538","2016-04-25",11.46
"539","2016-04-26",11.54
"540","2016-04-27",11.6
"541","2016-04-28",11.51
"542","2016-04-29",11.62
"543","2016-05-02",11.85
"544","2016-05-03",11.34
"545","2016-05-04",11.56
"546","2016-05-05",11.16
"547","2016-05-06",10.82
"548","2016-05-09",10.82
"549","2016-05-10",11.16
"550","2016-05-11",11.22
"551","2016-05-12",10.99
"552","2016-05-13",11.43
"553","2016-05-16",11.21
"554","2016-05-17",11.12
"555","2016-05-18",11
"556","2016-05-19",10.99
"557","2016-05-20",11.11
"558","2016-05-23",11.05
"559","2016-05-24",11.11
"560","2016-05-25",10.75
"561","2016-05-26",10.36
"562","2016-05-27",10.41
"563","2016-05-31",11.16
"564","2016-06-01",11.31
"565","2016-06-02",11.38
"566","2016-06-03",11.41
"567","2016-06-06",11.9
"568","2016-06-07",11.85
"569","2016-06-08",12.57
"570","2016-06-09",12.15
"571","2016-06-10",12
"572","2016-06-13",12.12
"573","2016-06-14",12.47
"574","2016-06-15",12.48
"575","2016-06-16",12.59
"576","2016-06-17",12.89
"577","2016-06-20",13.38
"578","2016-06-21",13.5
"579","2016-06-22",13.36
"580","2016-06-23",13.98
"581","2016-06-24",13.04
"582","2016-06-27",12.01
"583","2016-06-28",12.27
"584","2016-06-29",12.86
"585","2016-06-30",13.41
"586","2016-07-01",13.65
"587","2016-07-05",13.72
"588","2016-07-06",13.79
"589","2016-07-07",13.74
"590","2016-07-08",13.78
"591","2016-07-11",13.72
"592","2016-07-12",13.73
"593","2016-07-13",13.37
"594","2016-07-14",13.15
"595","2016-07-15",13.05
"596","2016-07-18",13.05
"597","2016-07-19",12.05
"598","2016-07-20",13
"599","2016-07-21",12.82
"600","2016-07-22",13.04
"601","2016-07-25",13.05
"602","2016-07-26",13.16
"603","2016-07-27",12.93
"604","2016-07-28",12.95
"605","2016-07-29",12.66
"606","2016-08-01",12.82
"607","2016-08-02",13.08
"608","2016-08-03",13.19
"609","2016-08-04",12.99
"610","2016-08-05",13.32
"611","2016-08-08",13.06
"612","2016-08-09",13.25
"613","2016-08-10",13.19
"614","2016-08-11",13.9
"615","2016-08-12",13.74
"616","2016-08-15",13.97
"617","2016-08-16",13.69
"618","2016-08-17",13.69
"619","2016-08-18",13.78
"620","2016-08-19",13.94
"621","2016-08-22",13.72
"622","2016-08-23",13.82
"623","2016-08-24",13.63
"624","2016-08-25",13.35
"625","2016-08-26",13.32
"626","2016-08-29",13.48
"627","2016-08-30",13.2
"628","2016-08-31",12.96
"629","2016-09-01",13.15
"630","2016-09-02",13.25
"631","2016-09-06",13.24
"632","2016-09-07",13.26
"633","2016-09-08",12.97
"634","2016-09-09",12.84
"635","2016-09-12",13.24
"636","2016-09-13",12.55
"637","2016-09-14",12.86
"638","2016-09-15",12.83
"639","2016-09-16",13.2
"640","2016-09-19",13.43
"641","2016-09-20",13.36
"642","2016-09-21",13.45
"643","2016-09-22",13.58
"644","2016-09-23",13.51
"645","2016-09-26",12.97
"646","2016-09-27",13.25
"647","2016-09-28",13.7
"648","2016-09-29",13.49
"649","2016-09-30",13.31
"650","2016-10-03",13.28
"651","2016-10-04",13.03
"652","2016-10-05",12.53
"653","2016-10-06",12.39
"654","2016-10-07",12.08
"655","2016-10-10",12.2
"656","2016-10-11",11.85
"657","2016-10-12",12.12
"658","2016-10-13",12.03
"659","2016-10-14",11.96
"660","2016-10-17",11.86
"661","2016-10-18",11.93
"662","2016-10-19",11.88
"663","2016-10-20",11.6
"664","2016-10-21",11.44
"665","2016-10-24",11.43
"666","2016-10-25",11.43
"667","2016-10-26",11.24
"668","2016-10-27",10.98
"669","2016-10-28",10.83
"670","2016-10-31",10.6
"671","2016-11-01",10.75
"672","2016-11-02",9.85
"673","2016-11-03",10.25
"674","2016-11-04",10.5
"675","2016-11-07",10.75
"676","2016-11-08",10.7
"677","2016-11-09",11.15
"678","2016-11-10",11.3
"679","2016-11-11",11.95
"680","2016-11-14",11.9
"681","2016-11-15",11.9
"682","2016-11-16",11.95
"683","2016-11-17",12.05
"684","2016-11-18",12.3
"685","2016-11-21",12
"686","2016-11-22",12.1
"687","2016-11-23",12
"688","2016-11-25",12
"689","2016-11-28",12.15
"690","2016-11-29",12.45
"691","2016-11-30",12.8
"692","2016-12-01",11.9
"693","2016-12-02",11.65
"694","2016-12-05",12.1
"695","2016-12-06",11.85
"696","2016-12-07",11.65
"697","2016-12-08",12
"698","2016-12-09",12
"699","2016-12-12",11.85
"700","2016-12-13",11.9
"701","2016-12-14",11.55
"702","2016-12-15",11.8
"703","2016-12-16",11.65
"704","2016-12-19",11.9
"705","2016-12-20",12.1
"706","2016-12-21",11.75
"707","2016-12-22",10.6
"708","2016-12-23",10.8
"709","2016-12-27",10.55
"710","2016-12-28",10.55
"711","2016-12-29",10.7
"712","2016-12-30",10.75
"713","2017-01-03",10.95
"714","2017-01-04",11.15
"715","2017-01-05",10.95
"716","2017-01-06",10.8
"717","2017-01-09",10.75
"718","2017-01-10",10.8
"719","2017-01-11",10.75
"720","2017-01-12",10.5
"721","2017-01-13",10.8
"722","2017-01-17",10.45
"723","2017-01-18",10.55
"724","2017-01-19",10.2
"725","2017-01-20",10.3
"726","2017-01-23",10.55
"727","2017-01-24",10.65
"728","2017-01-25",10.8
"729","2017-01-26",10.6
"730","2017-01-27",10.6
"731","2017-01-30",10.5
"732","2017-01-31",10.65
"733","2017-02-01",10.65
"734","2017-02-02",10.9
"735","2017-02-03",11
"736","2017-02-06",10.65
"737","2017-02-07",10.65
"738","2017-02-08",10.45
"739","2017-02-09",10.9
"740","2017-02-10",13.2
"741","2017-02-13",13.05
"742","2017-02-14",13
"743","2017-02-15",12.9
"744","2017-02-16",12.95
"745","2017-02-17",12.85
"746","2017-02-21",12.25
"747","2017-02-22",12.25
"748","2017-02-23",12
"749","2017-02-24",12.25
"750","2017-02-27",12.35
"751","2017-02-28",11.9
"752","2017-03-01",11.65
"753","2017-03-02",11.15
"754","2017-03-03",10.95
"755","2017-03-06",11
"756","2017-03-07",10.85
"757","2017-03-08",10.9
"758","2017-03-09",11
"759","2017-03-10",11.05
"760","2017-03-13",11
"761","2017-03-14",11
"762","2017-03-15",11.05
"763","2017-03-16",11.2
"764","2017-03-17",11.3
"765","2017-03-20",10.95
"766","2017-03-21",10.45
"767","2017-03-22",9.95
"768","2017-03-23",10.05
"769","2017-03-24",10.05
"770","2017-03-27",10.05
"771","2017-03-28",9.9
"772","2017-03-29",9.9
"773","2017-03-30",9.95
"774","2017-03-31",9.55
"775","2017-04-03",9.4
"776","2017-04-04",9.5
"777","2017-04-05",9.4
"778","2017-04-06",9.3
"779","2017-04-07",9.2
"780","2017-04-10",9.4
"781","2017-04-11",10.2
"782","2017-04-12",10.35
"783","2017-04-13",10.15
"784","2017-04-17",10.55
"785","2017-04-18",10.5
"786","2017-04-19",10.6
"787","2017-04-20",10.7
"788","2017-04-21",10.5
"789","2017-04-24",10.65
"790","2017-04-25",10.9
"791","2017-04-26",10.85
"792","2017-04-27",10.8
"793","2017-04-28",10.9
"794","2017-05-01",10.8
"795","2017-05-02",11.5
"796","2017-05-03",11.65
"797","2017-05-04",11.45
"798","2017-05-05",11.4
"799","2017-05-08",11.2
"800","2017-05-09",11.15
"801","2017-05-10",11
"802","2017-05-11",10.9
"803","2017-05-12",10.6
"804","2017-05-15",10.5
"805","2017-05-16",11.15
"806","2017-05-17",11
"807","2017-05-18",11.15
"808","2017-05-19",11.25
"809","2017-05-22",11.55
"810","2017-05-23",11.5
"811","2017-05-24",11.25
"812","2017-05-25",11.25
"813","2017-05-26",11.1
"814","2017-05-30",11.05
"815","2017-05-31",11
"816","2017-06-01",11.45
"817","2017-06-02",11.65
"818","2017-06-05",11.6
"819","2017-06-06",11.6
"820","2017-06-07",11.5
"821","2017-06-08",11.6
"822","2017-06-09",11.65
"823","2017-06-12",11.6
"824","2017-06-13",11.7
"825","2017-06-14",11.5
"826","2017-06-15",11.35
"827","2017-06-16",11.55
"828","2017-06-19",11.85
"829","2017-06-20",11.65
"830","2017-06-21",11.65
"831","2017-06-22",11.75
"832","2017-06-23",11.9
"833","2017-06-26",11.9
"834","2017-06-27",11.5
"835","2017-06-28",11.6
"836","2017-06-29",11.35
"837","2017-06-30",11.5
"838","2017-07-03",11.55
"839","2017-07-05",11.45
"840","2017-07-06",11.2
"841","2017-07-07",11.4
"842","2017-07-10",11.25
"843","2017-07-11",11.4
"844","2017-07-12",11.75
"845","2017-07-13",11.6
"846","2017-07-14",11.8
"847","2017-07-17",11.75
"848","2017-07-18",11.65
"849","2017-07-19",11.6
"850","2017-07-20",11.65
"851","2017-07-21",11.4
"852","2017-07-24",11.45
"853","2017-07-25",11.65
"854","2017-07-26",11.8
"855","2017-07-27",11.7
"856","2017-07-28",11.65
"857","2017-07-31",11.6
"858","2017-08-01",11.6
"859","2017-08-02",13.15
"860","2017-08-03",13.35
"861","2017-08-04",13.25
"862","2017-08-07",13.55
"863","2017-08-08",14.05
"864","2017-08-09",13.95
"865","2017-08-10",13.85
"866","2017-08-11",14.1
"867","2017-08-14",14.35
"868","2017-08-15",14.15
"869","2017-08-16",14.2
"870","2017-08-17",14.4
"871","2017-08-18",14.45
"872","2017-08-21",14.6
"873","2017-08-22",14.3
"874","2017-08-23",14.3
"875","2017-08-24",14.3
"876","2017-08-25",14.2
"877","2017-08-28",14.3
"878","2017-08-29",14.45
"879","2017-08-30",14.75
"880","2017-08-31",15
"881","2017-09-01",14.85
"882","2017-09-05",14.9
"883","2017-09-06",14.95
"884","2017-09-07",15.35
"885","2017-09-08",15.05
"886","2017-09-11",15.35
"887","2017-09-12",15.4
"888","2017-09-13",15.5
"889","2017-09-14",16.15
"890","2017-09-15",16.450001
"891","2017-09-18",16.4
"892","2017-09-19",16.549999
"893","2017-09-20",16.299999
"894","2017-09-21",16.299999
"895","2017-09-22",16.35
"896","2017-09-25",15.85
"897","2017-09-26",15.7
"898","2017-09-27",15.85
"899","2017-09-28",15.6
"900","2017-09-29",15.65
"901","2017-10-02",16.049999
"902","2017-10-03",16.85
"903","2017-10-04",16.950001
"904","2017-10-05",17.25
"905","2017-10-06",17.4
"906","2017-10-09",17.200001
"907","2017-10-10",17.5
"908","2017-10-11",17.6
"909","2017-10-12",17.549999
"910","2017-10-13",17.450001
"911","2017-10-16",16.9
"912","2017-10-17",16.799999
"913","2017-10-18",16.65
"914","2017-10-19",16.6
"915","2017-10-20",16.4
"916","2017-10-23",16.049999
"917","2017-10-24",16.049999
"918","2017-10-25",15.95
"919","2017-10-26",15.9
"920","2017-10-27",15.85
"921","2017-10-30",15.75
"922","2017-10-31",15.65
"923","2017-11-01",15.5
"924","2017-11-02",14.1
"925","2017-11-03",14.05
"926","2017-11-06",14.5
"927","2017-11-07",14.1
"928","2017-11-08",13.9
"929","2017-11-09",14.15
"930","2017-11-10",13.95
"931","2017-11-13",13.9
"932","2017-11-14",12.4
"933","2017-11-15",12.25
"934","2017-11-16",12.3
"935","2017-11-17",12.05
"936","2017-11-20",12.25
"937","2017-11-21",12.2
"938","2017-11-22",12.15
"939","2017-11-24",12.2
"940","2017-11-27",12.25
"941","2017-11-28",12.15
"942","2017-11-29",11.95
"943","2017-11-30",11.9
"944","2017-12-01",11.75
"945","2017-12-04",11.65
"946","2017-12-05",11.65
"947","2017-12-06",11.55
"948","2017-12-07",11.4
"949","2017-12-08",11.5
"950","2017-12-11",11.65
"951","2017-12-12",11.6
"952","2017-12-13",11.75
"953","2017-12-14",11.95
"954","2017-12-15",12.1
"955","2017-12-18",11.8
"956","2017-12-19",11.65
"957","2017-12-20",11.4
"958","2017-12-21",11.3
"959","2017-12-22",11.85
"960","2017-12-26",11.7
"961","2017-12-27",11.7
"962","2017-12-28",11.75
"963","2017-12-29",11.75
"964","2018-01-02",11.95
"965","2018-01-03",11.85
"966","2018-01-04",11.9
"967","2018-01-05",11.95
"968","2018-01-08",11.9
"969","2018-01-09",11.8
"970","2018-01-10",12
"971","2018-01-11",12.05
"972","2018-01-12",11.95
"973","2018-01-16",11.75
"974","2018-01-17",11.75
"975","2018-01-18",11.8
"976","2018-01-19",11.65
"977","2018-01-22",11.8
"978","2018-01-23",11.95
"979","2018-01-24",11.85
"980","2018-01-25",11.95
"981","2018-01-26",11.9
"982","2018-01-29",11.85
"983","2018-01-30",11.8
"984","2018-01-31",11.8
"985","2018-02-01",11.7
"986","2018-02-02",11.5
"987","2018-02-05",10.95
"988","2018-02-06",11.1
"989","2018-02-07",11.15
"990","2018-02-08",10.7
"991","2018-02-09",10.5
"992","2018-02-12",10.7
"993","2018-02-13",10.95
"994","2018-02-14",12.85
"995","2018-02-15",13.15
"996","2018-02-16",13.2
"997","2018-02-20",13.3
"998","2018-02-21",13.15
"999","2018-02-22",13.05
"1000","2018-02-23",13.4
