"","date","PAGS"
"1","2018-01-24",29.200001
"2","2018-01-25",29.299999
"3","2018-01-26",29.190001
"4","2018-01-29",27.98
"5","2018-01-30",27.469999
"6","2018-01-31",27.940001
"7","2018-02-01",27.5
"8","2018-02-02",27.610001
"9","2018-02-05",27.43
"10","2018-02-06",27.43
"11","2018-02-07",28.15
"12","2018-02-08",27.98
"13","2018-02-09",28
"14","2018-02-12",28.379999
"15","2018-02-13",27.870001
"16","2018-02-14",27.83
"17","2018-02-15",29.08
"18","2018-02-16",30.360001
"19","2018-02-20",31.700001
"20","2018-02-21",32.360001
"21","2018-02-22",32.189999
"22","2018-02-23",32.369999
"23","2018-02-26",32.459999
"24","2018-02-27",32.43
"25","2018-02-28",32.240002
"26","2018-03-01",32.119999
"27","2018-03-02",33.34
"28","2018-03-05",33.560001
"29","2018-03-06",34.759998
"30","2018-03-07",35.099998
"31","2018-03-08",34.790001
"32","2018-03-09",35.25
"33","2018-03-12",36.189999
"34","2018-03-13",35.939999
"35","2018-03-14",35.48
"36","2018-03-15",35.189999
"37","2018-03-16",34.619999
"38","2018-03-19",33.41
"39","2018-03-20",34.580002
"40","2018-03-21",36
"41","2018-03-22",35.599998
"42","2018-03-23",35.860001
"43","2018-03-26",37.599998
"44","2018-03-27",37.459999
"45","2018-03-28",37.099998
"46","2018-03-29",38.32
"47","2018-04-02",38.27
"48","2018-04-03",39.099998
"49","2018-04-04",37.950001
"50","2018-04-05",37.549999
"51","2018-04-06",35.709999
"52","2018-04-09",35.169998
"53","2018-04-10",35.189999
"54","2018-04-11",35.119999
"55","2018-04-12",34.799999
"56","2018-04-13",34.459999
"57","2018-04-16",34.560001
"58","2018-04-17",37.290001
"59","2018-04-18",37.330002
"60","2018-04-19",37.209999
"61","2018-04-20",36.740002
"62","2018-04-23",35.720001
"63","2018-04-24",33.810001
"64","2018-04-25",32.529999
"65","2018-04-26",33.849998
"66","2018-04-27",32.650002
"67","2018-04-30",33.23
"68","2018-05-01",34.389999
"69","2018-05-02",33.060001
"70","2018-05-03",31.709999
"71","2018-05-04",31.24
"72","2018-05-07",32.099998
"73","2018-05-08",31.559999
"74","2018-05-09",32.02
"75","2018-05-10",31.74
"76","2018-05-11",32.34
"77","2018-05-14",32.580002
"78","2018-05-15",32.209999
"79","2018-05-16",32.549999
"80","2018-05-17",32.959999
"81","2018-05-18",32.119999
"82","2018-05-21",31.98
"83","2018-05-22",32.380001
"84","2018-05-23",34.310001
"85","2018-05-24",35.049999
"86","2018-05-25",35.400002
"87","2018-05-29",31.82
"88","2018-05-30",33.669998
"89","2018-05-31",33.27
"90","2018-06-01",34.5
"91","2018-06-04",34.130001
"92","2018-06-05",32.84
"93","2018-06-06",33.259998
"94","2018-06-07",29.809999
"95","2018-06-08",30.85
"96","2018-06-11",31.790001
"97","2018-06-12",31.299999
"98","2018-06-13",31.99
"99","2018-06-14",33.470001
"100","2018-06-15",33.349998
"101","2018-06-18",32.099998
"102","2018-06-19",27.4
"103","2018-06-20",28.49
"104","2018-06-21",29.43
"105","2018-06-22",30.450001
"106","2018-06-25",29.66
"107","2018-06-26",29.4
"108","2018-06-27",27.15
"109","2018-06-28",27.82
"110","2018-06-29",27.75
"111","2018-07-02",27.129999
"112","2018-07-03",26.91
"113","2018-07-05",27.799999
"114","2018-07-06",27.870001
"115","2018-07-09",27.98
"116","2018-07-10",27.43
"117","2018-07-11",26.91
"118","2018-07-12",26.35
"119","2018-07-13",27.299999
"120","2018-07-16",27
"121","2018-07-17",26.299999
"122","2018-07-18",26.780001
"123","2018-07-19",25.5
"124","2018-07-20",26.85
"125","2018-07-23",27.75
"126","2018-07-24",27.85
"127","2018-07-25",29.08
"128","2018-07-26",29.51
"129","2018-07-27",28.809999
"130","2018-07-30",28.610001
"131","2018-07-31",26.92
"132","2018-08-01",26.440001
"133","2018-08-02",26.35
"134","2018-08-03",27.559999
"135","2018-08-06",27.610001
"136","2018-08-07",26.959999
"137","2018-08-08",27.200001
"138","2018-08-09",28.59
"139","2018-08-10",28.389999
"140","2018-08-13",27.99
"141","2018-08-14",28.309999
"142","2018-08-15",26.42
"143","2018-08-16",26.790001
"144","2018-08-17",26.76
"145","2018-08-20",25.889999
"146","2018-08-21",25.09
"147","2018-08-22",25.25
"148","2018-08-23",25.07
"149","2018-08-24",25.85
"150","2018-08-27",26.42
"151","2018-08-28",26.299999
"152","2018-08-29",26.780001
"153","2018-08-30",25.790001
"154","2018-08-31",28.889999
"155","2018-09-04",28.32
"156","2018-09-05",26.75
"157","2018-09-06",25.83
"158","2018-09-07",26.57
"159","2018-09-10",26.459999
"160","2018-09-11",26.389999
"161","2018-09-12",26.57
"162","2018-09-13",27.24
"163","2018-09-14",27.040001
"164","2018-09-17",26.790001
"165","2018-09-18",27.33
"166","2018-09-19",28.42
"167","2018-09-20",29.049999
"168","2018-09-21",28.68
"169","2018-09-24",28.200001
"170","2018-09-25",28.290001
"171","2018-09-26",27.219999
"172","2018-09-27",27.59
"173","2018-09-28",27.67
"174","2018-10-01",28.129999
"175","2018-10-02",28.280001
"176","2018-10-03",29.66
"177","2018-10-04",27.75
"178","2018-10-05",26.950001
"179","2018-10-08",27.92
"180","2018-10-09",28.99
"181","2018-10-10",25.809999
"182","2018-10-11",26.459999
"183","2018-10-12",27.01
"184","2018-10-15",27.690001
"185","2018-10-16",30.42
"186","2018-10-17",31.27
"187","2018-10-18",30.32
"188","2018-10-19",29.9
"189","2018-10-22",31.74
"190","2018-10-23",30.9
"191","2018-10-24",29.75
"192","2018-10-25",29.26
"193","2018-10-26",27.290001
"194","2018-10-29",25.42
"195","2018-10-30",25.959999
"196","2018-10-31",26.99
"197","2018-11-01",28.02
"198","2018-11-02",27.17
"199","2018-11-05",27.120001
"200","2018-11-06",27.879999
"201","2018-11-07",27.99
"202","2018-11-08",25.440001
"203","2018-11-09",24.51
"204","2018-11-12",22.309999
"205","2018-11-13",22.48
"206","2018-11-14",23.18
"207","2018-11-15",24.6
"208","2018-11-16",23.57
"209","2018-11-19",21.15
"210","2018-11-20",21.309999
"211","2018-11-21",21.91
"212","2018-11-23",21.530001
"213","2018-11-26",22.379999
"214","2018-11-27",24.1
"215","2018-11-28",26
"216","2018-11-29",26.23
"217","2018-11-30",24
"218","2018-12-03",22.66
"219","2018-12-04",21.65
"220","2018-12-06",21.209999
"221","2018-12-07",21.360001
"222","2018-12-10",21.35
"223","2018-12-11",21.450001
"224","2018-12-12",21.82
"225","2018-12-13",20.799999
"226","2018-12-14",20.83
"227","2018-12-17",19.6
"228","2018-12-18",19.969999
"229","2018-12-19",19.35
"230","2018-12-20",18.49
