"","date","CETXP"
"1","2017-02-17",8.245723
"2","2017-02-21",7.990105
"3","2017-02-22",3.801278
"4","2017-02-23",4.361987
"5","2017-02-24",4.708308
"6","2017-02-27",4.648938
"7","2017-02-28",4.535147
"8","2017-03-01",4.79901
"9","2017-03-02",4.939188
"10","2017-03-03",4.749536
"11","2017-03-06",4.535147
"12","2017-03-07",4.617605
"13","2017-03-08",4.766027
"14","2017-03-09",4.963925
"15","2017-03-10",5.153576
"16","2017-03-13",5.128839
"17","2017-03-14",5.128839
"18","2017-03-15",5.326737
"19","2017-03-16",5.522985
"20","2017-03-17",5.386106
"21","2017-03-20",5.021645
"22","2017-03-21",5.120594
"23","2017-03-22",5.352298
"24","2017-03-23",5.310246
"25","2017-03-24",4.914451
"26","2017-03-27",5.005154
"27","2017-03-28",5.128839
"28","2017-03-29",4.906205
"29","2017-03-30",5.027417
"30","2017-03-31",5.153576
"31","2017-04-03",5.012575
"32","2017-04-04",4.947433
"33","2017-04-05",4.924345
"34","2017-04-06",4.996908
"35","2017-04-07",4.864976
"36","2017-04-10",5.054628
"37","2017-04-11",4.790765
"38","2017-04-12",4.79901
"39","2017-04-13",4.782519
"40","2017-04-17",4.716553
"41","2017-04-18",4.502164
"42","2017-04-19",4.640693
"43","2017-04-20",4.827046
"44","2017-04-21",4.775098
"45","2017-04-24",4.691816
"46","2017-04-25",4.491445
"47","2017-04-26",4.411461
"48","2017-04-27",4.658833
"49","2017-04-28",4.62585
"50","2017-05-01",4.361987
"51","2017-05-02",4.444445
"52","2017-05-03",4.493919
"53","2017-05-04",4.488147
"54","2017-05-05",4.378479
"55","2017-05-08",4.403216
"56","2017-05-09",4.411461
"57","2017-05-10",4.531024
"58","2017-05-11",4.350443
"59","2017-05-12",4.651412
"60","2017-05-15",4.601113
"61","2017-05-16",4.658833
"62","2017-05-17",4.972171
"63","2017-05-18",4.906205
"64","2017-05-19",4.906205
"65","2017-05-22",5.367965
"66","2017-05-23",5.376211
"67","2017-05-24",5.283859
"68","2017-05-25",5.203051
"69","2017-05-26",5.565863
"70","2017-05-30",5.697794
"71","2017-05-31",5.730777
"72","2017-06-01",5.854463
"73","2017-06-02",5.739023
"74","2017-06-05",5.978149
"75","2017-06-06",5.689548
"76","2017-06-07",5.862709
"77","2017-06-08",5.972377
"78","2017-06-09",5.89899
"79","2017-06-12",5.89899
"80","2017-06-13",5.89899
"81","2017-06-14",5.813234
"82","2017-06-15",5.862709
"83","2017-06-16",5.862709
"84","2017-06-19",5.837972
"85","2017-06-20",5.837972
"86","2017-06-21",5.837972
"87","2017-06-22",6.349206
"88","2017-06-23",6.340961
"89","2017-06-26",6.431664
"90","2017-06-27",6.060606
"91","2017-06-28",5.995465
"92","2017-06-29",6.184292
"93","2017-06-30",6.184292
"94","2017-07-03",6.266749
"95","2017-07-05",6.307978
"96","2017-07-06",6.307978
"97","2017-07-07",6.316224
"98","2017-07-10",6.363224
"99","2017-07-11",6.307978
"100","2017-07-12",6.349206
"101","2017-07-13",6.326943
"102","2017-07-14",6.390435
"103","2017-07-17",6.390435
"104","2017-07-18",6.375593
"105","2017-07-19",6.274995
"106","2017-07-20",6.202433
"107","2017-07-21",5.940218
"108","2017-07-24",6.266749
"109","2017-07-25",6.266749
"110","2017-07-26",6.184292
"111","2017-07-27",6.286539
"112","2017-07-28",6.286539
"113","2017-07-31",6.307978
"114","2017-08-01",6.277469
"115","2017-08-02",6.225521
"116","2017-08-03",6.225521
"117","2017-08-04",6.291486
"118","2017-08-07",6.324469
"119","2017-08-08",6.332715
"120","2017-08-09",6.332715
"121","2017-08-10",6.266749
"122","2017-08-11",6.266749
"123","2017-08-14",6.266749
"124","2017-08-15",6.240363
"125","2017-08-16",6.209029
"126","2017-08-17",6.060606
"127","2017-08-18",6.019377
"128","2017-08-21",6.285714
"129","2017-08-22",6.217275
"130","2017-08-23",6.32282
"131","2017-08-24",6.190064
"132","2017-08-25",6.221398
"133","2017-08-28",6.28489
"134","2017-08-29",6.290662
"135","2017-08-30",6.395382
"136","2017-08-31",6.347557
"137","2017-09-01",6.376417
"138","2017-09-05",6.408576
"139","2017-09-06",6.390435
"140","2017-09-07",6.398681
"141","2017-09-08",6.44733
"142","2017-09-11",6.505875
"143","2017-09-12",6.505875
"144","2017-09-13",6.505875
"145","2017-09-14",6.514121
"146","2017-09-15",5.895691
"147","2017-09-18",6.031746
"148","2017-09-19",5.950113
"149","2017-09-20",5.950113
"150","2017-09-21",6.417233
"151","2017-09-22",6.417233
"152","2017-09-25",6.359184
"153","2017-09-26",6.518821
"154","2017-09-27",6.358277
"155","2017-09-28",5.895691
"156","2017-09-29",5.94195
"157","2017-10-02",6.349206
"158","2017-10-03",6.122449
"159","2017-10-04",6.349206
"160","2017-10-05",6.439909
"161","2017-10-06",6.331066
"162","2017-10-09",6.506123
"163","2017-10-10",6.368254
"164","2017-10-11",6.639456
"165","2017-10-12",6.370975
"166","2017-10-13",6.370068
"167","2017-10-16",6.370068
"168","2017-10-17",6.37551
"169","2017-10-18",6.37551
"170","2017-10-19",6.485261
"171","2017-10-20",6.360091
"172","2017-10-23",6.349206
"173","2017-10-24",6.349206
"174","2017-10-25",6.190476
"175","2017-10-26",6.077097
"176","2017-10-27",6.077097
"177","2017-10-30",6.09161
"178","2017-10-31",6.025397
"179","2017-11-01",5.879365
"180","2017-11-02",5.804989
"181","2017-11-03",5.632653
"182","2017-11-06",5.351474
"183","2017-11-07",5.424037
"184","2017-11-08",5.142857
"185","2017-11-09",5.360544
"186","2017-11-10",5.360544
"187","2017-11-13",5.246259
"188","2017-11-14",5.246259
"189","2017-11-15",5.188209
"190","2017-11-16",5.188209
"191","2017-11-17",5.079365
"192","2017-11-20",5.106576
"193","2017-11-21",5.260771
"194","2017-11-22",4.988662
"195","2017-11-24",4.988662
"196","2017-11-27",4.988662
"197","2017-11-28",5.079365
"198","2017-11-29",5.079365
"199","2017-11-30",5.124717
"200","2017-12-01",5.034014
"201","2017-12-04",5.034014
"202","2017-12-05",5.052154
"203","2017-12-06",5.015873
"204","2017-12-07",5.215419
"205","2017-12-08",5.215419
"206","2017-12-11",5.23356
"207","2017-12-12",5.015873
"208","2017-12-13",5.122902
"209","2017-12-14",5.250793
"210","2017-12-15",5.088435
"211","2017-12-18",4.897959
"212","2017-12-19",4.948753
"213","2017-12-20",4.888889
"214","2017-12-21",4.888889
"215","2017-12-22",4.852608
"216","2017-12-26",4.535147
"217","2017-12-27",4.580499
"218","2017-12-28",4.897959
"219","2017-12-29",4.816327
"220","2018-01-02",4.870749
"221","2018-01-03",4.897959
"222","2018-01-04",4.897959
"223","2018-01-05",4.897959
"224","2018-01-08",5.351474
"225","2018-01-09",4.808163
"226","2018-01-10",4.62585
"227","2018-01-11",4.535147
"228","2018-01-12",4.62585
"229","2018-01-16",4.761905
"230","2018-01-17",5.170068
"231","2018-01-18",5.170068
"232","2018-01-19",5.206349
"233","2018-01-22",5.306122
"234","2018-01-23",5.351474
"235","2018-01-24",5.170068
"236","2018-01-25",5.170068
"237","2018-01-26",5.170068
"238","2018-01-29",5.170068
"239","2018-01-30",5.170068
"240","2018-01-31",4.988662
"241","2018-02-01",4.988662
"242","2018-02-02",4.988662
"243","2018-02-05",5.080272
"244","2018-02-06",5.079365
"245","2018-02-07",5.170068
"246","2018-02-08",5.124717
"247","2018-02-09",5.080272
"248","2018-02-12",5.080272
"249","2018-02-13",5.080272
"250","2018-02-14",5.170068
"251","2018-02-15",5.170068
"252","2018-02-16",5.071202
"253","2018-02-20",5.079365
"254","2018-02-21",5.260771
"255","2018-02-22",5.260771
"256","2018-02-23",5.034014
"257","2018-02-26",5.097506
"258","2018-02-27",5.097506
"259","2018-02-28",5.124717
"260","2018-03-01",5.006803
"261","2018-03-02",5.006803
"262","2018-03-05",4.991383
"263","2018-03-06",4.989569
"264","2018-03-07",4.989569
"265","2018-03-08",4.989569
"266","2018-03-09",4.989569
"267","2018-03-12",6.195011
"268","2018-03-13",6.195011
"269","2018-03-14",6.195011
"270","2018-03-15",6.195011
"271","2018-03-16",6.195011
"272","2018-03-19",6.195011
"273","2018-03-20",6.195011
"274","2018-03-21",6.195011
"275","2018-03-22",5.960998
"276","2018-03-23",5.931973
"277","2018-03-26",5.668934
"278","2018-03-27",5.668934
"279","2018-03-28",5.034014
"280","2018-03-29",5.285714
"281","2018-04-02",5.285714
"282","2018-04-03",5.285714
"283","2018-04-04",5.285714
"284","2018-04-05",4.761905
"285","2018-04-06",4.761905
"286","2018-04-09",4.809524
"287","2018-04-10",5.238095
"288","2018-04-11",5.238095
"289","2018-04-12",5.238095
"290","2018-04-13",5.238095
"291","2018-04-16",5.238095
"292","2018-04-17",5.238095
"293","2018-04-18",4.790476
"294","2018-04-19",4.790476
"295","2018-04-20",4.790476
"296","2018-04-23",4.904762
"297","2018-04-24",4.852381
"298","2018-04-25",4.852381
"299","2018-04-26",4.870476
"300","2018-04-27",4.809524
"301","2018-04-30",4.809524
"302","2018-05-01",4.809524
"303","2018-05-02",5.133333
"304","2018-05-03",4.761905
"305","2018-05-04",4.942857
"306","2018-05-07",4.838095
"307","2018-05-08",4.847619
"308","2018-05-09",4.847619
"309","2018-05-10",4.771429
"310","2018-05-11",4.771429
"311","2018-05-14",4.771429
"312","2018-05-15",4.88
"313","2018-05-16",4.524762
"314","2018-05-17",4.904762
"315","2018-05-18",4.652381
"316","2018-05-21",4.787619
"317","2018-05-22",4.761905
"318","2018-05-23",4.761905
"319","2018-05-24",4.790476
"320","2018-05-25",4.790476
"321","2018-05-29",4.790476
"322","2018-05-30",4.790476
"323","2018-05-31",4.790476
"324","2018-06-01",4.790476
"325","2018-06-04",4.790476
"326","2018-06-05",4.573333
"327","2018-06-06",4.573333
"328","2018-06-07",4.619048
"329","2018-06-08",4.693333
"330","2018-06-11",4.641905
"331","2018-06-12",4.665714
"332","2018-06-13",4.665714
"333","2018-06-14",4.533333
"334","2018-06-15",4.533333
"335","2018-06-18",4.533333
"336","2018-06-19",4.533333
"337","2018-06-20",4.534286
"338","2018-06-21",4.534286
"339","2018-06-22",4.409524
"340","2018-06-25",4.409524
"341","2018-06-26",4.409524
"342","2018-06-27",4.409524
"343","2018-06-28",4.333333
"344","2018-06-29",4.333333
"345","2018-07-02",4.333333
"346","2018-07-03",4.333333
"347","2018-07-05",4.142857
"348","2018-07-06",4.142857
"349","2018-07-09",3.838095
"350","2018-07-10",3.952381
"351","2018-07-11",4
"352","2018-07-12",4
"353","2018-07-13",4
"354","2018-07-16",4.018095
"355","2018-07-17",4.018095
"356","2018-07-18",4.018095
"357","2018-07-19",4.018095
"358","2018-07-20",4.018095
"359","2018-07-23",4.190476
"360","2018-07-24",4.119048
"361","2018-07-25",4.119048
"362","2018-07-26",4.119048
"363","2018-07-27",4.001905
"364","2018-07-30",3.988571
"365","2018-07-31",3.988571
"366","2018-08-01",3.988571
"367","2018-08-02",3.761905
"368","2018-08-03",3.952381
"369","2018-08-06",3.952381
"370","2018-08-07",3.952381
"371","2018-08-08",3.952381
"372","2018-08-09",4.095238
"373","2018-08-10",4.095238
"374","2018-08-13",3.895238
"375","2018-08-14",3.895238
"376","2018-08-15",4.047619
"377","2018-08-16",3.931429
"378","2018-08-17",3.931429
"379","2018-08-20",3.733333
"380","2018-08-21",3.809524
"381","2018-08-22",3.733333
"382","2018-08-23",3.736191
"383","2018-08-24",3.809524
"384","2018-08-27",3.732381
"385","2018-08-28",3.809524
"386","2018-08-29",3.809524
"387","2018-08-30",3.844762
"388","2018-08-31",3.844762
"389","2018-09-04",3.333333
"390","2018-09-05",3.333333
"391","2018-09-06",3.571429
"392","2018-09-07",3.626667
"393","2018-09-10",3.626667
"394","2018-09-11",3.626667
"395","2018-09-12",3.626667
"396","2018-09-13",3.847619
"397","2018-09-14",3.847619
"398","2018-09-17",3.847619
"399","2018-09-18",3.650476
"400","2018-09-19",3.398095
"401","2018-09-20",3.618095
"402","2018-09-21",3.618095
"403","2018-09-24",3.618095
"404","2018-09-25",3.618095
"405","2018-09-26",3.618095
"406","2018-09-27",3.618095
"407","2018-09-28",3.618095
"408","2018-10-01",3.618095
"409","2018-10-02",3.618095
"410","2018-10-03",3.618095
"411","2018-10-04",3.618095
"412","2018-10-05",3.628572
"413","2018-10-08",3.628572
"414","2018-10-09",3.361905
"415","2018-10-10",3.361905
"416","2018-10-11",3.361905
"417","2018-10-12",3.361905
"418","2018-10-15",3.263809
"419","2018-10-16",3.257143
"420","2018-10-17",3.257143
"421","2018-10-18",3.333333
"422","2018-10-19",3.333333
"423","2018-10-22",3.438095
"424","2018-10-23",3.438095
"425","2018-10-24",3.438095
"426","2018-10-25",3.372381
"427","2018-10-26",3.372381
"428","2018-10-29",3.239048
"429","2018-10-30",3.219048
"430","2018-10-31",3.178095
"431","2018-11-01",3.246667
"432","2018-11-02",3.246667
"433","2018-11-05",3.246667
"434","2018-11-06",3.246667
"435","2018-11-07",3.047619
"436","2018-11-08",3.333333
"437","2018-11-09",3.333333
"438","2018-11-12",3.333333
"439","2018-11-13",3.333333
