"","date","HCM"
"121","2016-09-06",12.53
"122","2016-09-07",12.51
"123","2016-09-08",12.5
"124","2016-09-09",12.5
"125","2016-09-12",12.5
"126","2016-09-13",12.5
"127","2016-09-14",12.438
"128","2016-09-15",12.38
"129","2016-09-16",12.47
"130","2016-09-19",12.29
"131","2016-09-20",12.19
"132","2016-09-21",12.247
"133","2016-09-22",12.1
"134","2016-09-23",12.28
"135","2016-09-26",12.17
"136","2016-09-27",12.06
"137","2016-09-28",12.095
"138","2016-09-29",12
"139","2016-09-30",11.9
"140","2016-10-03",11.99
"141","2016-10-04",12.1
"142","2016-10-05",12.17
"143","2016-10-06",11.91
"144","2016-10-07",11.81
"145","2016-10-10",11.77
"146","2016-10-11",11.59
"147","2016-10-12",11.26
"148","2016-10-13",11.4
"149","2016-10-14",11.3
"150","2016-10-17",11.39
"151","2016-10-18",11.54
"152","2016-10-19",11.5
"153","2016-10-20",11.63
"154","2016-10-21",11.67
"155","2016-10-24",11.63
"156","2016-10-25",11.79
"157","2016-10-26",11.76
"158","2016-10-27",11.82
"159","2016-10-28",11.88
"160","2016-10-31",12.06
"161","2016-11-01",11.94
"162","2016-11-02",12.05
"163","2016-11-03",11.92
"164","2016-11-04",12
"165","2016-11-07",11.86
"166","2016-11-08",11.78
"167","2016-11-09",13.79
"168","2016-11-10",12.53
"169","2016-11-11",12.1
"170","2016-11-14",12.15
"171","2016-11-15",11.8
"172","2016-11-16",11.96
"173","2016-11-17",12.01
"174","2016-11-18",12.31
"175","2016-11-21",12.49
"176","2016-11-22",12.55
"177","2016-11-23",12.57
"178","2016-11-25",12.57
"179","2016-11-28",13
"180","2016-11-29",13
"181","2016-11-30",13.84
"182","2016-12-01",13.62
"183","2016-12-02",14.36
"184","2016-12-05",14.87
"185","2016-12-06",14.94
"186","2016-12-07",14.79
"187","2016-12-08",14.49
"188","2016-12-09",14
"189","2016-12-12",13.77
"190","2016-12-13",14.67
"191","2016-12-14",14.76
"192","2016-12-15",14.65
"193","2016-12-16",14.03
"194","2016-12-19",14.19
"195","2016-12-20",14.3
"196","2016-12-21",14
"197","2016-12-22",14.23
"198","2016-12-23",13.855
"199","2016-12-27",14.1
"200","2016-12-28",13.921
"201","2016-12-29",13.71
"202","2016-12-30",13.57
"203","2017-01-03",14.95
"204","2017-01-04",14.3
"205","2017-01-05",14.29
"206","2017-01-06",14
"207","2017-01-09",13.64
"208","2017-01-10",13.7
"209","2017-01-11",13.97
"210","2017-01-12",13.825
"211","2017-01-13",13.81
"212","2017-01-17",13.8
"213","2017-01-18",13.85
"214","2017-01-19",13.83
"215","2017-01-20",13.89
"216","2017-01-23",13.63
"217","2017-01-24",13.2
"218","2017-01-25",13.97
"219","2017-01-26",13.59
"220","2017-01-27",13.87
"221","2017-01-30",14.12
"222","2017-01-31",14.09
"223","2017-02-01",13.96
"224","2017-02-02",13.98
"225","2017-02-03",13.97
"226","2017-02-06",13.64
"227","2017-02-07",13.74
"228","2017-02-08",13.5
"229","2017-02-09",13.7
"230","2017-02-10",13.59
"231","2017-02-13",13.49
"232","2017-02-14",13.53
"233","2017-02-15",13.53
"234","2017-02-16",13.4
"235","2017-02-17",13.38
"236","2017-02-21",13.32
"237","2017-02-22",13.4
"238","2017-02-23",13.4
"239","2017-02-24",13.34
"240","2017-02-27",13.38
"241","2017-02-28",12.74
"242","2017-03-01",12.9
"243","2017-03-02",12.85
"244","2017-03-03",13.11
"245","2017-03-06",14.85
"246","2017-03-07",14.28
"247","2017-03-08",14.36
"248","2017-03-09",14.25
"249","2017-03-10",14.16
"250","2017-03-13",15.97
"251","2017-03-14",16
"252","2017-03-15",20.540001
"253","2017-03-16",18.99
"254","2017-03-17",19
"255","2017-03-20",18.76
"256","2017-03-21",19.43
"257","2017-03-22",18.75
"258","2017-03-23",18.709999
"259","2017-03-24",19.01
"260","2017-03-27",19.58
"261","2017-03-28",19.51
"262","2017-03-29",19.52
"263","2017-03-30",20.57
"264","2017-03-31",19.950001
"265","2017-04-03",20.120001
"266","2017-04-04",19.450001
"267","2017-04-05",20.25
"268","2017-04-06",20.129999
"269","2017-04-07",20.27
"270","2017-04-10",20.15
"271","2017-04-11",19.799999
"272","2017-04-12",20
"273","2017-04-13",20.139999
"274","2017-04-17",20.08
"275","2017-04-18",19.01
"276","2017-04-19",19.209999
"277","2017-04-20",18.51
"278","2017-04-21",18.33
"279","2017-04-24",18.879999
"280","2017-04-25",19.82
"281","2017-04-26",19.469999
"282","2017-04-27",18.59
"283","2017-04-28",19.49
"284","2017-05-01",19.02
"285","2017-05-02",18.299999
"286","2017-05-03",19.09
"287","2017-05-04",18.68
"288","2017-05-05",18.959999
"289","2017-05-08",19.18
"290","2017-05-09",19.26
"291","2017-05-10",18.780001
"292","2017-05-11",18.99
"293","2017-05-12",18.870001
"294","2017-05-15",19.879999
"295","2017-05-16",20.02
"296","2017-05-17",20.799999
"297","2017-05-18",19.700001
"298","2017-05-19",20.219999
"299","2017-05-22",20.15
"300","2017-05-23",20.52
"301","2017-05-24",20.75
"302","2017-05-25",20.75
"303","2017-05-26",20.99
"304","2017-05-30",20.83
"305","2017-05-31",21.23
"306","2017-06-01",21
"307","2017-06-02",20.59
"308","2017-06-05",20.684999
"309","2017-06-06",20.540001
"310","2017-06-07",20.42
"311","2017-06-08",20.84
"312","2017-06-09",19.885
"313","2017-06-12",20.52
"314","2017-06-13",21.09
"315","2017-06-14",21.15
"316","2017-06-15",22.629999
"317","2017-06-16",22.93
"318","2017-06-19",23.59
"319","2017-06-20",23.24
"320","2017-06-21",23.27
"321","2017-06-22",23.6
"322","2017-06-23",23.690001
"323","2017-06-26",23.540001
"324","2017-06-27",22.91
"325","2017-06-28",23.530001
"326","2017-06-29",23.42
"327","2017-06-30",23.309999
"328","2017-07-03",23.110001
"329","2017-07-05",23.75
"330","2017-07-06",23.309999
"331","2017-07-07",23.315001
"332","2017-07-10",23.15
"333","2017-07-11",22.610001
"334","2017-07-12",22.540001
"335","2017-07-13",22.5
"336","2017-07-14",22.950001
"337","2017-07-17",23.299999
"338","2017-07-18",23.389999
"339","2017-07-19",23.01
"340","2017-07-20",22.940001
"341","2017-07-21",22.959999
"342","2017-07-24",23.35
"343","2017-07-25",23.5
"344","2017-07-26",23.5
"345","2017-07-27",22.620001
"346","2017-07-28",23.120001
"347","2017-07-31",22.15
"348","2017-08-01",22.58
"349","2017-08-02",23.290001
"350","2017-08-03",23.799999
"351","2017-08-04",24.6
"352","2017-08-07",26.959999
"353","2017-08-08",27.5
"354","2017-08-09",26.469999
"355","2017-08-10",25.6
"356","2017-08-11",24.379999
"357","2017-08-14",24.59
"358","2017-08-15",25.08
"359","2017-08-16",25.129999
"360","2017-08-17",24.83
"361","2017-08-18",25.059999
"362","2017-08-21",24.059999
"363","2017-08-22",24.450001
"364","2017-08-23",24
"365","2017-08-24",23.5
"366","2017-08-25",24.200001
"367","2017-08-28",24.42
"368","2017-08-29",24.66
"369","2017-08-30",24.719999
"370","2017-08-31",25.15
"371","2017-09-01",25.700001
"372","2017-09-05",25.84
"373","2017-09-06",25.629999
"374","2017-09-07",25.43
"375","2017-09-08",25.280001
"376","2017-09-11",25.02
"377","2017-09-12",25.33
"378","2017-09-13",25.23
"379","2017-09-14",25.530001
"380","2017-09-15",25.59
"381","2017-09-18",25.26
"382","2017-09-19",25.6
"383","2017-09-20",25.549999
"384","2017-09-21",25.5
"385","2017-09-22",25.879999
"386","2017-09-25",25.780001
"387","2017-09-26",26.6
"388","2017-09-27",27.219999
"389","2017-09-28",27.24
"390","2017-09-29",27.27
"391","2017-10-02",27.959999
"392","2017-10-03",30.67
"393","2017-10-04",30.200001
"394","2017-10-05",29.67
"395","2017-10-06",29.59
"396","2017-10-09",29.629999
"397","2017-10-10",30
"398","2017-10-11",31.15
"399","2017-10-12",30.309999
"400","2017-10-13",30.450001
"401","2017-10-16",30.389999
"402","2017-10-17",29.860001
"403","2017-10-18",28.82
"404","2017-10-19",27.41
"405","2017-10-20",27.77
"406","2017-10-23",27.5
"407","2017-10-24",27.690001
"408","2017-10-25",29.08
"409","2017-10-26",30.639999
"410","2017-10-27",31.74
"411","2017-10-30",31.08
"412","2017-10-31",30.450001
"413","2017-11-01",30.370001
"414","2017-11-02",29.49
"415","2017-11-03",29.57
"416","2017-11-06",29.620001
"417","2017-11-07",30.200001
"418","2017-11-08",30.219999
"419","2017-11-09",30.25
"420","2017-11-10",29.99
"421","2017-11-13",30.540001
"422","2017-11-14",31.35
"423","2017-11-15",34.360001
"424","2017-11-16",35.419998
"425","2017-11-17",35.150002
"426","2017-11-20",34.220001
"427","2017-11-21",34.779999
"428","2017-11-22",34.610001
"429","2017-11-24",34.59
"430","2017-11-27",33.970001
"431","2017-11-28",33.57
"432","2017-11-29",33.220001
"433","2017-11-30",34.59
"434","2017-12-01",34.57
"435","2017-12-04",35.040001
"436","2017-12-05",33.709999
"437","2017-12-06",33.849998
"438","2017-12-07",34.209999
"439","2017-12-08",33.889999
"440","2017-12-11",31.17
"441","2017-12-12",30.26
"442","2017-12-13",31.059999
"443","2017-12-14",31.110001
"444","2017-12-15",32.880001
"445","2017-12-18",33.110001
"446","2017-12-19",32.709999
"447","2017-12-20",32.490002
"448","2017-12-21",33.959999
"449","2017-12-22",36.970001
"450","2017-12-26",35.299999
"451","2017-12-27",36.139999
"452","2017-12-28",38.52
"453","2017-12-29",39.419998
"454","2018-01-02",41.134998
"455","2018-01-03",40.119999
"456","2018-01-04",40.34
"457","2018-01-05",40.48
"458","2018-01-08",41.09
"459","2018-01-09",40.200001
"460","2018-01-10",38.82
"461","2018-01-11",38.450001
"462","2018-01-12",38.98
"463","2018-01-16",40.220001
"464","2018-01-17",39.52
"465","2018-01-18",39.77
"466","2018-01-19",39.560001
"467","2018-01-22",39.369999
"468","2018-01-23",37.349998
"469","2018-01-24",37.810001
"470","2018-01-25",36.919998
"471","2018-01-26",36.009998
"472","2018-01-29",36.259998
"473","2018-01-30",37.259998
"474","2018-01-31",37.310001
"475","2018-02-01",37.080002
"476","2018-02-02",36.990002
"477","2018-02-05",35.200001
"478","2018-02-06",32.540001
"479","2018-02-07",33.790001
"480","2018-02-08",32.5
"481","2018-02-09",30.620001
"482","2018-02-12",30.76
"483","2018-02-13",32.130001
"484","2018-02-14",33.73
"485","2018-02-15",33.810001
"486","2018-02-16",33.720001
"487","2018-02-20",34.48
"488","2018-02-21",32.779999
"489","2018-02-22",33.98
"490","2018-02-23",33.959999
"491","2018-02-26",34.610001
"492","2018-02-27",33.450001
"493","2018-02-28",33.654999
"494","2018-03-01",34.799999
"495","2018-03-02",34.41
"496","2018-03-05",34.759998
"497","2018-03-06",35.59
"498","2018-03-07",35.389999
"499","2018-03-08",36.09
"500","2018-03-09",36.599998
"501","2018-03-12",36.900002
"502","2018-03-13",35.610001
"503","2018-03-14",35.43
"504","2018-03-15",34.529999
"505","2018-03-16",33.68
"506","2018-03-19",34.290001
"507","2018-03-20",35.23
"508","2018-03-21",34.389999
"509","2018-03-22",32.68
"510","2018-03-23",31.4
"511","2018-03-26",30.51
"512","2018-03-27",31.27
"513","2018-03-28",28.870001
"514","2018-03-29",29.559999
"515","2018-04-02",29.68
"516","2018-04-03",29.99
"517","2018-04-04",30.15
"518","2018-04-05",29.91
"519","2018-04-06",29.67
"520","2018-04-09",30.43
"521","2018-04-10",31.24
"522","2018-04-11",31.280001
"523","2018-04-12",31.25
"524","2018-04-13",32.049999
"525","2018-04-16",32.66
"526","2018-04-17",32.630001
"527","2018-04-18",33.16
"528","2018-04-19",33.630001
"529","2018-04-20",32.93
"530","2018-04-23",32.959999
"531","2018-04-24",33.5
"532","2018-04-25",33.380001
"533","2018-04-26",32.959999
"534","2018-04-27",33.490002
"535","2018-04-30",34.049999
"536","2018-05-01",33.419998
"537","2018-05-02",33.549999
"538","2018-05-03",33.73
"539","2018-05-04",33.580002
"540","2018-05-07",33.619999
"541","2018-05-08",33.650002
"542","2018-05-09",34.490002
"543","2018-05-10",34.080002
"544","2018-05-11",34.34
"545","2018-05-14",34.459999
"546","2018-05-15",33.689999
"547","2018-05-16",33.169998
"548","2018-05-17",33.009998
"549","2018-05-18",33.009998
"550","2018-05-21",33.290001
"551","2018-05-22",33.669998
"552","2018-05-23",33.59
"553","2018-05-24",31.4
"554","2018-05-25",30.16
"555","2018-05-29",30.07
"556","2018-05-30",28.700001
"557","2018-05-31",29.1
"558","2018-06-01",27.790001
"559","2018-06-04",28.65
"560","2018-06-05",28.73
"561","2018-06-06",28.209999
"562","2018-06-07",28.809999
"563","2018-06-08",31.33
"564","2018-06-11",31.98
"565","2018-06-12",32.259998
"566","2018-06-13",32.75
"567","2018-06-14",31.700001
"568","2018-06-15",32.759998
"569","2018-06-18",30.110001
"570","2018-06-19",30.190001
"571","2018-06-20",31.15
"572","2018-06-21",30.41
"573","2018-06-22",31.110001
"574","2018-06-25",30.309999
"575","2018-06-26",30.4
"576","2018-06-27",30.27
"577","2018-06-28",30.58
"578","2018-06-29",30.139999
"579","2018-07-02",30.030001
"580","2018-07-03",30.059999
"581","2018-07-05",30.4
"582","2018-07-06",30.620001
"583","2018-07-09",29.719999
"584","2018-07-10",30.1
"585","2018-07-11",30.950001
"586","2018-07-12",31.6
"587","2018-07-13",31.67
"588","2018-07-16",31.68
"589","2018-07-17",31.83
"590","2018-07-18",33.380001
"591","2018-07-19",32.84
"592","2018-07-20",33.810001
"593","2018-07-23",34.34
"594","2018-07-24",33.110001
"595","2018-07-25",33.810001
"596","2018-07-26",34.380001
"597","2018-07-27",34.380001
"598","2018-07-30",32.73
"599","2018-07-31",31.77
"600","2018-08-01",33.610001
"601","2018-08-02",32.09
"602","2018-08-03",31.790001
"603","2018-08-06",32
"604","2018-08-07",31.92
"605","2018-08-08",31.48
"606","2018-08-09",32.200001
"607","2018-08-10",32.900002
"608","2018-08-13",31.43
"609","2018-08-14",31.049999
"610","2018-08-15",29.459999
"611","2018-08-16",29.67
"612","2018-08-17",29.360001
"613","2018-08-20",29.030001
"614","2018-08-21",28.99
"615","2018-08-22",28.860001
"616","2018-08-23",28.639999
"617","2018-08-24",28.93
"618","2018-08-27",29.299999
"619","2018-08-28",30.059999
"620","2018-08-29",29.5
"621","2018-08-30",29.459999
"622","2018-08-31",29.26
"623","2018-09-04",28.74
"624","2018-09-05",28.440001
"625","2018-09-06",26.549999
"626","2018-09-07",27.790001
"627","2018-09-10",27.809999
"628","2018-09-11",27.530001
"629","2018-09-12",28.120001
"630","2018-09-13",28.35
"631","2018-09-14",28.25
"632","2018-09-17",28.4
"633","2018-09-18",28.25
"634","2018-09-19",28.4
"635","2018-09-20",28.809999
"636","2018-09-21",28.57
"637","2018-09-24",28.58
"638","2018-09-25",28.879999
"639","2018-09-26",30.09
"640","2018-09-27",32.02
"641","2018-09-28",32.189999
"642","2018-10-01",32.689999
"643","2018-10-02",31.780001
"644","2018-10-03",32.400002
"645","2018-10-04",31.41
"646","2018-10-05",30.530001
"647","2018-10-08",30.370001
"648","2018-10-09",30.25
"649","2018-10-10",29.030001
"650","2018-10-11",28.719999
"651","2018-10-12",28.67
"652","2018-10-15",28.68
"653","2018-10-16",30.02
"654","2018-10-17",31
"655","2018-10-18",29.969999
"656","2018-10-19",30.18
"657","2018-10-22",29.959999
"658","2018-10-23",29.85
"659","2018-10-24",29.98
"660","2018-10-25",29.77
"661","2018-10-26",29.610001
"662","2018-10-29",29.790001
"663","2018-10-30",31.139999
"664","2018-10-31",32.77
"665","2018-11-01",32.310001
"666","2018-11-02",32.650002
"667","2018-11-05",32.689999
"668","2018-11-06",32.330002
"669","2018-11-07",32.150002
"670","2018-11-08",32.349998
"671","2018-11-09",32.09
"672","2018-11-12",31.75
"673","2018-11-13",32.150002
"674","2018-11-14",37.689999
"675","2018-11-15",36.599998
"676","2018-11-16",30.16
"677","2018-11-19",30.9
"678","2018-11-20",31.92
"679","2018-11-21",32.25
"680","2018-11-23",33.91
"681","2018-11-26",35.669998
"682","2018-11-27",35.049999
"683","2018-11-28",36.110001
"684","2018-11-29",34.310001
"685","2018-11-30",34.470001
"686","2018-12-03",35.419998
"687","2018-12-04",32.93
"688","2018-12-06",31.309999
"689","2018-12-07",31.620001
"690","2018-12-10",30.74
"691","2018-12-11",30.459999
"692","2018-12-12",33.240002
"693","2018-12-13",34
"694","2018-12-14",33.889999
"695","2018-12-17",32
"696","2018-12-18",31.889999
"697","2018-12-19",31.389999
"698","2018-12-20",28.07
"699","2018-12-21",24.27
"700","2018-12-24",23.92
"701","2018-12-26",23.940001
"702","2018-12-27",24.49
"703","2018-12-28",23.17
"704","2018-12-31",23.09
"705","2019-01-02",22.799999
"706","2019-01-03",21.85
"707","2019-01-04",21.450001
"708","2019-01-07",21.440001
"709","2019-01-08",21.860001
"710","2019-01-09",22.299999
"711","2019-01-10",22.459999
"712","2019-01-11",21.549999
"713","2019-01-14",21.27
"714","2019-01-15",22
"715","2019-01-16",21.99
"716","2019-01-17",21.969999
"717","2019-01-18",22.15
"718","2019-01-22",21.950001
"719","2019-01-23",22.25
"720","2019-01-24",21.860001
"721","2019-01-25",22.280001
"722","2019-01-28",22.24
"723","2019-01-29",22.26
"724","2019-01-30",22.540001
"725","2019-01-31",22.700001
"726","2019-02-01",22.809999
"727","2019-02-04",22.690001
"728","2019-02-05",22.639999
"729","2019-02-06",22.77
"730","2019-02-07",22.620001
"731","2019-02-08",22.700001
"732","2019-02-11",22.950001
"733","2019-02-12",24.120001
"734","2019-02-13",25.129999
"735","2019-02-14",25.049999
"736","2019-02-15",25.700001
"737","2019-02-19",24.950001
"738","2019-02-20",25.040001
"739","2019-02-21",24.98
"740","2019-02-22",26.01
"741","2019-02-25",26.459999
"742","2019-02-26",25.469999
"743","2019-02-27",25.799999
"744","2019-02-28",26.09
"745","2019-03-01",26.82
"746","2019-03-04",26.620001
"747","2019-03-05",27.129999
"748","2019-03-06",27.379999
"749","2019-03-07",26.41
"750","2019-03-08",26.9
"751","2019-03-11",27.959999
"752","2019-03-12",28.120001
"753","2019-03-13",28
"754","2019-03-14",28
"755","2019-03-15",27.92
"756","2019-03-18",28.780001
"757","2019-03-19",29
"758","2019-03-20",29.35
"759","2019-03-21",29.709999
"760","2019-03-22",28.58
"761","2019-03-25",28.52
"762","2019-03-26",28.700001
"763","2019-03-27",29.27
"764","2019-03-28",30.23
"765","2019-03-29",30.58
"766","2019-04-01",30.91
"767","2019-04-02",31.219999
"768","2019-04-03",31.620001
"769","2019-04-04",31.040001
"770","2019-04-05",31.49
"771","2019-04-08",31.780001
"772","2019-04-09",31.209999
"773","2019-04-10",31.49
"774","2019-04-11",31.290001
"775","2019-04-12",31.200001
"776","2019-04-15",31.360001
"777","2019-04-16",30.969999
"778","2019-04-17",30.51
"779","2019-04-18",30.35
"780","2019-04-22",30.440001
"781","2019-04-23",29.719999
"782","2019-04-24",29.639999
"783","2019-04-25",29.25
"784","2019-04-26",30.059999
"785","2019-04-29",29.77
"786","2019-04-30",30.08
"787","2019-05-01",29.59
"788","2019-05-02",29.77
"789","2019-05-03",29.860001
"790","2019-05-06",30.07
"791","2019-05-07",29.23
"792","2019-05-08",29.280001
"793","2019-05-09",25.610001
"794","2019-05-10",25.540001
"795","2019-05-13",23.6
"796","2019-05-14",24.1
"797","2019-05-15",26.389999
"798","2019-05-16",26.360001
"799","2019-05-17",26.74
"800","2019-05-20",26.860001
"801","2019-05-21",26.75
"802","2019-05-22",26.969999
"803","2019-05-23",26.9
"804","2019-05-24",26.809999
"805","2019-05-28",27.92
"806","2019-05-29",28.459999
"807","2019-05-30",27.299999
"808","2019-05-31",27.610001
"809","2019-06-03",27.84
"810","2019-06-04",27.540001
"811","2019-06-05",28.1
"812","2019-06-06",25.82
"813","2019-06-07",26.66
"814","2019-06-10",27.440001
"815","2019-06-11",27.200001
"816","2019-06-12",26.68
"817","2019-06-13",27.040001
"818","2019-06-14",26.299999
"819","2019-06-17",26.549999
"820","2019-06-18",28.280001
"821","2019-06-19",28.67
"822","2019-06-20",28.700001
"823","2019-06-21",28.610001
"824","2019-06-24",29.02
"825","2019-06-25",29.23
"826","2019-06-26",29.01
"827","2019-06-27",30.200001
"828","2019-06-28",22
"829","2019-07-01",21.98
"830","2019-07-02",21.93
"831","2019-07-03",22.32
"832","2019-07-05",22.57
"833","2019-07-08",21.18
"834","2019-07-09",22.48
"835","2019-07-10",22.299999
"836","2019-07-11",22.690001
"837","2019-07-12",22.18
"838","2019-07-15",21.940001
"839","2019-07-16",22.16
"840","2019-07-17",21.799999
"841","2019-07-18",21.219999
"842","2019-07-19",20.83
"843","2019-07-22",20.18
"844","2019-07-23",20.389999
"845","2019-07-24",20.59
"846","2019-07-25",20.48
"847","2019-07-26",20.68
"848","2019-07-29",20.66
"849","2019-07-30",20.74
"850","2019-07-31",20.91
"851","2019-08-01",20.73
"852","2019-08-02",20.110001
"853","2019-08-05",19.809999
"854","2019-08-06",20.16
"855","2019-08-07",19.98
"856","2019-08-08",20.9
"857","2019-08-09",20.59
"858","2019-08-12",20.200001
"859","2019-08-13",20.1
"860","2019-08-14",19.66
"861","2019-08-15",19.959999
"862","2019-08-16",20.530001
"863","2019-08-19",20
"864","2019-08-20",20.209999
"865","2019-08-21",20.4
"866","2019-08-22",20.530001
"867","2019-08-23",20.68
"868","2019-08-26",20.879999
"869","2019-08-27",21.309999
"870","2019-08-28",20.959999
"871","2019-08-29",21.690001
"872","2019-08-30",21.790001
"873","2019-09-03",20.629999
"874","2019-09-04",21.280001
"875","2019-09-05",21.48
"876","2019-09-06",21.32
"877","2019-09-09",21.639999
"878","2019-09-10",21.719999
"879","2019-09-11",21.959999
"880","2019-09-12",22.030001
"881","2019-09-13",21.77
"882","2019-09-16",20.459999
"883","2019-09-17",21.110001
"884","2019-09-18",20.74
"885","2019-09-19",20.389999
"886","2019-09-20",20.219999
"887","2019-09-23",20.48
"888","2019-09-24",18.92
"889","2019-09-25",18.91
"890","2019-09-26",18.5
"891","2019-09-27",17.969999
"892","2019-09-30",17.84
"893","2019-10-01",17.68
"894","2019-10-02",17.67
"895","2019-10-03",19
"896","2019-10-04",18.700001
"897","2019-10-07",18.469999
"898","2019-10-08",17.65
"899","2019-10-09",17.42
"900","2019-10-10",17.27
"901","2019-10-11",17.17
"902","2019-10-14",18.200001
"903","2019-10-15",18.91
"904","2019-10-16",19.52
"905","2019-10-17",19.75
"906","2019-10-18",19.120001
"907","2019-10-21",20.049999
"908","2019-10-22",20.299999
"909","2019-10-23",20.889999
"910","2019-10-24",20.59
"911","2019-10-25",20.059999
"912","2019-10-28",19.65
"913","2019-10-29",19.08
"914","2019-10-30",19.299999
"915","2019-10-31",18.9
"916","2019-11-01",20.17
"917","2019-11-04",20.65
"918","2019-11-05",21.1
"919","2019-11-06",21.24
"920","2019-11-07",22.610001
"921","2019-11-08",22.4
"922","2019-11-11",22.41
"923","2019-11-12",22.459999
"924","2019-11-13",22.940001
"925","2019-11-14",22.84
"926","2019-11-15",23.280001
"927","2019-11-18",23.6
"928","2019-11-19",23.870001
"929","2019-11-20",23.610001
"930","2019-11-21",23.57
"931","2019-11-22",23.950001
"932","2019-11-25",23.950001
"933","2019-11-26",23.959999
"934","2019-11-27",24.299999
"935","2019-11-29",24.110001
"936","2019-12-02",24.18
"937","2019-12-03",23.620001
"938","2019-12-04",24.32
"939","2019-12-05",24.200001
"940","2019-12-06",23.73
"941","2019-12-09",23.17
"942","2019-12-10",23.58
"943","2019-12-11",22.950001
"944","2019-12-12",23.799999
"945","2019-12-13",23.040001
"946","2019-12-16",22.4
"947","2019-12-17",23.57
"948","2019-12-18",24.139999
"949","2019-12-19",24.92
"950","2019-12-20",25.58
"951","2019-12-23",25.24
"952","2019-12-24",24.639999
"953","2019-12-26",25.09
"954","2019-12-27",25.49
"955","2019-12-30",25.950001
"956","2019-12-31",25.07
"957","2020-01-02",26.43
"958","2020-01-03",26.52
"959","2020-01-06",26.42
"960","2020-01-07",26.76
"961","2020-01-08",26.33
"962","2020-01-09",26.35
"963","2020-01-10",26.68
"964","2020-01-13",27.459999
"965","2020-01-14",28.35
"966","2020-01-15",28.290001
"967","2020-01-16",29
"968","2020-01-17",29.41
"969","2020-01-21",29.51
"970","2020-01-22",25.690001
"971","2020-01-23",23.139999
"972","2020-01-24",23.48
"973","2020-01-27",23.02
"974","2020-01-28",24.15
"975","2020-01-29",24.73
"976","2020-01-30",24.450001
