"","date","AESE"
"159","2018-06-13",9.76
"160","2018-06-14",9.79
"161","2018-06-15",9.79
"162","2018-06-18",9.79
"163","2018-06-19",9.79
"164","2018-06-20",9.79
"165","2018-06-21",9.789
"166","2018-06-22",9.789
"167","2018-06-25",9.8
"168","2018-06-26",9.8
"169","2018-06-27",9.8
"170","2018-06-28",9.8
"171","2018-06-29",9.8
"172","2018-07-02",9.8
"173","2018-07-03",9.8
"174","2018-07-05",9.78
"175","2018-07-06",9.76
"176","2018-07-09",9.76
"177","2018-07-10",9.76
"178","2018-07-11",9.76
"179","2018-07-12",9.77
"180","2018-07-13",9.77
"181","2018-07-16",9.77
"182","2018-07-17",9.77
"183","2018-07-18",9.81
"184","2018-07-19",9.81
"185","2018-07-20",9.81
"186","2018-07-23",9.81
"187","2018-07-24",9.849
"188","2018-07-25",9.82
"189","2018-07-26",9.82
"190","2018-07-27",9.82
"191","2018-07-30",9.85
"192","2018-07-31",9.85
"193","2018-08-01",9.82
"194","2018-08-02",9.85
"195","2018-08-03",9.85
"196","2018-08-06",9.86
"197","2018-08-07",9.86
"198","2018-08-08",9.86
"199","2018-08-09",9.81
"200","2018-08-10",9.81
"201","2018-08-13",9.81
"202","2018-08-14",9.81
"203","2018-08-15",9.81
"204","2018-08-16",9.81
"205","2018-08-17",9.82
"206","2018-08-20",9.82
"207","2018-08-21",9.788
"208","2018-08-22",9.788
"209","2018-08-23",9.8
"210","2018-08-24",9.8
"211","2018-08-27",9.8
"212","2018-08-28",9.85
"213","2018-08-29",9.821
"214","2018-08-30",9.821
"215","2018-08-31",9.821
"216","2018-09-04",9.87
"217","2018-09-05",9.87
"218","2018-09-06",9.87
"219","2018-09-07",9.87
"220","2018-09-10",9.814
"221","2018-09-11",9.814
"222","2018-09-12",9.85
"223","2018-09-13",9.85
"224","2018-09-14",9.85
"225","2018-09-17",9.85
"226","2018-09-18",9.85
"227","2018-09-19",9.85
"228","2018-09-20",9.85
"229","2018-09-21",9.85
"230","2018-09-24",9.85
"231","2018-09-25",9.85
"232","2018-09-26",9.85
"233","2018-09-27",9.85
"234","2018-09-28",9.85
"235","2018-10-01",9.899
"236","2018-10-02",9.899
"237","2018-10-03",9.899
"238","2018-10-04",9.899
"239","2018-10-05",9.899
"240","2018-10-08",9.89
"241","2018-10-09",9.89
"242","2018-10-10",9.89
"243","2018-10-11",9.89
"244","2018-10-12",9.78
"245","2018-10-15",9.78
"246","2018-10-16",9.78
"247","2018-10-17",9.78
"248","2018-10-18",9.78
"249","2018-10-19",9.78
"250","2018-10-22",9.85
"251","2018-10-23",9.85
"252","2018-10-24",9.85
"253","2018-10-25",9.85
"254","2018-10-26",9.85
"255","2018-10-29",9.85
"256","2018-10-30",9.85
"257","2018-10-31",9.85
"258","2018-11-01",9.85
"259","2018-11-02",9.85
"260","2018-11-05",9.9
"261","2018-11-06",9.9
"262","2018-11-07",9.9
"263","2018-11-08",9.95
"264","2018-11-09",9.95
"265","2018-11-12",9.91
"266","2018-11-13",9.917
"267","2018-11-14",9.91
"268","2018-11-15",9.91
"269","2018-11-16",9.93
"270","2018-11-19",9.92
"271","2018-11-20",9.95
"272","2018-11-21",10
"273","2018-11-23",10
"274","2018-11-26",10
"275","2018-11-27",10
"276","2018-11-28",10
"277","2018-11-29",10
"278","2018-11-30",9.96
"279","2018-12-03",9.96
"280","2018-12-04",9.96
"281","2018-12-06",9.96
"282","2018-12-07",9.96
"283","2018-12-10",9.96
"284","2018-12-11",9.96
"285","2018-12-12",9.96
"286","2018-12-13",9.98
"287","2018-12-14",9.98
"288","2018-12-17",9.98
"289","2018-12-18",9.98
"290","2018-12-19",10
"291","2018-12-20",10
"292","2018-12-21",10.02
"293","2018-12-24",10.003
"294","2018-12-26",10.04
"295","2018-12-27",10
"296","2018-12-28",10.05
"297","2018-12-31",10.04
"298","2019-01-02",10.019
"299","2019-01-03",10.039
"300","2019-01-04",10.05
"301","2019-01-07",10.04
"302","2019-01-08",10.07
"303","2019-01-09",10.05
"304","2019-01-10",10.05
"305","2019-01-11",10
"306","2019-01-14",10
"307","2019-01-15",10.06
"308","2019-01-16",10.07
"309","2019-01-17",10.09
"310","2019-01-18",10.09
"311","2019-01-22",9.97
"312","2019-01-23",10.1
"313","2019-01-24",10.119
"314","2019-01-25",10.08
"315","2019-01-28",10.126
"316","2019-01-29",10.11
"317","2019-01-30",10.144
"318","2019-01-31",10.05
"319","2019-02-01",10.1
"320","2019-02-04",10.1
"321","2019-02-05",10.12
"322","2019-02-06",10.15
"323","2019-02-07",10.15
"324","2019-02-08",10.141
"325","2019-02-11",10.1
"326","2019-02-12",10.12
"327","2019-02-13",10.14
"328","2019-02-14",10.12
"329","2019-02-15",10.13
"330","2019-02-19",10.13
"331","2019-02-20",10.15
"332","2019-02-21",10.14
"333","2019-02-22",10.147
"334","2019-02-25",10.167
"335","2019-02-26",10.15
"336","2019-02-27",10.15
"337","2019-02-28",10.15
"338","2019-03-01",10.16
"339","2019-03-04",10.191
"340","2019-03-05",10.2
"341","2019-03-06",10.2
"342","2019-03-07",10.15
"343","2019-03-08",10.15
"344","2019-03-11",10.201
"345","2019-03-12",10.15
"346","2019-03-13",10.174
"347","2019-03-14",10.19
"348","2019-03-15",10.19
"349","2019-03-18",10.18
"350","2019-03-19",10.19
"351","2019-03-20",10.15
"352","2019-03-21",10.199
"353","2019-03-22",10.2
"354","2019-03-25",10.21
"355","2019-03-26",10.21
"356","2019-03-27",10.19
"357","2019-03-28",10.19
"358","2019-03-29",10.205
"359","2019-04-01",10.27
"360","2019-04-02",10.2
"361","2019-04-03",10.218
"362","2019-04-04",10.218
"363","2019-04-05",10.218
"364","2019-04-08",10.218
"365","2019-04-09",10.218
"366","2019-04-10",10.22
"367","2019-04-11",10.22
"368","2019-04-12",10.22
"369","2019-04-15",10.2
"370","2019-04-16",10.26
"371","2019-04-17",10.215
"372","2019-04-18",10.215
"373","2019-04-22",10.252
"374","2019-04-23",10.223
"375","2019-04-24",10.2
"376","2019-04-25",10.23
"377","2019-04-26",10.23
"378","2019-04-29",10.2
"379","2019-04-30",10.23
"380","2019-05-01",10.25
"381","2019-05-02",10.24
"382","2019-05-03",10.233
"383","2019-05-06",10.24
"384","2019-05-07",10.245
"385","2019-05-08",10.25
"386","2019-05-09",10.25
"387","2019-05-10",10.25
"388","2019-05-13",10.25
"389","2019-05-14",10.24
"390","2019-05-15",10.25
"391","2019-05-16",10.24
"392","2019-05-17",10.24
"393","2019-05-20",10.23
"394","2019-05-21",10.22
"395","2019-05-22",10.24
"396","2019-05-23",10.24
"397","2019-05-24",10.28
"398","2019-05-28",10.35
"399","2019-05-29",10.312
"400","2019-05-30",10.312
"401","2019-05-31",10.312
"402","2019-06-03",10.302
"403","2019-06-04",10.302
"404","2019-06-05",10.22
"405","2019-06-06",10.32
"406","2019-06-07",10.32
"407","2019-06-10",10.33
"408","2019-06-11",10.22
"409","2019-06-12",10.33
"410","2019-06-13",10.35
"411","2019-06-14",10.3
"412","2019-06-17",10.22
"413","2019-06-18",10.22
"414","2019-06-19",10.28
"415","2019-06-20",10.28
"416","2019-06-21",10.24
"417","2019-06-24",10.81
"418","2019-06-25",10.316
"419","2019-06-26",10.31
"420","2019-06-27",10.314
"421","2019-06-28",10.25
"422","2019-07-01",10.25
"423","2019-07-02",10.264
"424","2019-07-03",10.05
"425","2019-07-05",10.3
"426","2019-07-08",10.3
"427","2019-07-09",10.3
"428","2019-07-10",10.29
"429","2019-07-11",10.2
"430","2019-07-12",10.29
"431","2019-07-15",10.29
"432","2019-07-16",10.29
"433","2019-07-17",10.21
"434","2019-07-18",10.217
"435","2019-07-19",10.295
"436","2019-07-22",10.251
"437","2019-07-23",10.25
"438","2019-07-24",10.2
"439","2019-07-25",10.275
"440","2019-07-26",10.275
"441","2019-07-29",10.29
"442","2019-07-30",10.2
"443","2019-07-31",10.3
"444","2019-08-01",10.3
"445","2019-08-02",10.29
"446","2019-08-05",10.276
"447","2019-08-06",9.37
"448","2019-08-07",8.51
"449","2019-08-08",5.91
"450","2019-08-09",4.45
"451","2019-08-12",4.1
"452","2019-08-13",3.57
"453","2019-08-14",3.57
"454","2019-08-15",3.41
"455","2019-08-16",3.7
"456","2019-08-19",3.95
"457","2019-08-20",3.97
"458","2019-08-21",4.15
"459","2019-08-22",4.05
"460","2019-08-23",3.86
"461","2019-08-26",3.87
"462","2019-08-27",3.66
"463","2019-08-28",3.54
"464","2019-08-29",3.3
"465","2019-08-30",3.4
"466","2019-09-03",3.48
"467","2019-09-04",3.49
"468","2019-09-05",3.75
"469","2019-09-06",3.77
"470","2019-09-09",4.65
"471","2019-09-10",5.3
"472","2019-09-11",5.52
"473","2019-09-12",5.4
"474","2019-09-13",5.2
"475","2019-09-16",5.2
"476","2019-09-17",5.97
"477","2019-09-18",5.7
"478","2019-09-19",6.1
"479","2019-09-20",5.66
"480","2019-09-23",5.43
"481","2019-09-24",5.2
"482","2019-09-25",5.22
"483","2019-09-26",5.21
"484","2019-09-27",5.13
"485","2019-09-30",5.23
"486","2019-10-01",4.94
"487","2019-10-02",4.81
"488","2019-10-03",4.85
"489","2019-10-04",5.01
"490","2019-10-07",4.94
"491","2019-10-08",4.94
"492","2019-10-09",4.93
"493","2019-10-10",4.79
"494","2019-10-11",4.78
"495","2019-10-14",4.69
"496","2019-10-15",4.56
"497","2019-10-16",4.5
"498","2019-10-17",4.66
"499","2019-10-18",4.41
"500","2019-10-21",4.46
"501","2019-10-22",4.59
"502","2019-10-23",4.61
"503","2019-10-24",4.63
"504","2019-10-25",4.73
"505","2019-10-28",4.68
"506","2019-10-29",4.42
"507","2019-10-30",3.97
"508","2019-10-31",3.6
"509","2019-11-01",3.86
"510","2019-11-04",4
"511","2019-11-05",4.3
"512","2019-11-06",4.2
"513","2019-11-07",4.19
"514","2019-11-08",4.33
"515","2019-11-11",4.425
"516","2019-11-12",4.31
"517","2019-11-13",4.33
"518","2019-11-14",4.3
"519","2019-11-15",3.98
"520","2019-11-18",3.86
"521","2019-11-19",3.9
"522","2019-11-20",3.86
"523","2019-11-21",4.09
"524","2019-11-22",3.85
"525","2019-11-25",3.42
"526","2019-11-26",2.985
"527","2019-11-27",2.8
"528","2019-11-29",2.45
"529","2019-12-02",2.55
"530","2019-12-03",2.51
"531","2019-12-04",2.82
"532","2019-12-05",2.83
"533","2019-12-06",2.84
"534","2019-12-09",2.8
"535","2019-12-10",2.86
"536","2019-12-11",2.8
"537","2019-12-12",2.91
"538","2019-12-13",2.97
"539","2019-12-16",2.81
"540","2019-12-17",2.75
"541","2019-12-18",2.91
"542","2019-12-19",2.87
"543","2019-12-20",2.79
"544","2019-12-23",2.61
"545","2019-12-24",2.655
"546","2019-12-26",2.5
"547","2019-12-27",2.585
"548","2019-12-30",2.5
"549","2019-12-31",2.6
"550","2020-01-02",2.69
"551","2020-01-03",2.59
"552","2020-01-06",2.55
"553","2020-01-07",2.519
"554","2020-01-08",2.47
"555","2020-01-09",2.51
"556","2020-01-10",2.3
"557","2020-01-13",2.42
"558","2020-01-14",2.5
"559","2020-01-15",3.31
"560","2020-01-16",3
"561","2020-01-17",3.15
"562","2020-01-21",3.14
"563","2020-01-22",3.07
"564","2020-01-23",3.1
"565","2020-01-24",3.1
"566","2020-01-27",3
"567","2020-01-28",3.011
"568","2020-01-29",2.48
"569","2020-01-30",2.6
"570","2020-01-31",2.588
"571","2020-02-03",2.34
"572","2020-02-04",2.3
"573","2020-02-05",2.29
"574","2020-02-06",2.41
"575","2020-02-07",2.47
"576","2020-02-10",2.169
"577","2020-02-11",2.24
"578","2020-02-12",2.4
"579","2020-02-13",2.65
"580","2020-02-14",2.61
"581","2020-02-18",2.72
"582","2020-02-19",2.82
"583","2020-02-20",2.95
"584","2020-02-21",2.62
"585","2020-02-24",2.661
"586","2020-02-25",2.6
"587","2020-02-26",2.41
"588","2020-02-27",2.35
"589","2020-02-28",2.422
"590","2020-03-02",2.62
"591","2020-03-03",2.51
"592","2020-03-04",2.35
"593","2020-03-05",2.304
"594","2020-03-06",2.24
"595","2020-03-09",2.09
"596","2020-03-10",2.02
"597","2020-03-11",1.7
"598","2020-03-12",1.36
"599","2020-03-13",1.383
"600","2020-03-16",1.192
"601","2020-03-17",1.53
"602","2020-03-18",1.14
"603","2020-03-19",1.46
"604","2020-03-20",1.92
"605","2020-03-23",1.6
"606","2020-03-24",1.73
"607","2020-03-25",1.99
"608","2020-03-26",1.935
"609","2020-03-27",1.95
"610","2020-03-30",1.9
"611","2020-03-31",1.57
"612","2020-04-01",1.54
"613","2020-04-02",1.535
"614","2020-04-03",1.74
"615","2020-04-06",1.83
"616","2020-04-07",1.79
"617","2020-04-08",1.8
"618","2020-04-09",1.9
"619","2020-04-13",1.96
"620","2020-04-14",2.495
"621","2020-04-15",2.17
"622","2020-04-16",2.36
"623","2020-04-17",2.21
"624","2020-04-20",2.23
"625","2020-04-21",2.1
"626","2020-04-22",2.27
"627","2020-04-23",2.3
"628","2020-04-24",2.1
"629","2020-04-27",1.9
"630","2020-04-28",1.91
"631","2020-04-29",1.91
"632","2020-04-30",1.735
"633","2020-05-01",1.55
"634","2020-05-04",1.66
"635","2020-05-05",1.65
"636","2020-05-06",1.77
"637","2020-05-07",1.81
"638","2020-05-08",1.9
"639","2020-05-11",1.82
"640","2020-05-12",1.77
"641","2020-05-13",1.95
"642","2020-05-14",1.82
"643","2020-05-15",1.92
"644","2020-05-18",1.86
"645","2020-05-19",1.85
"646","2020-05-20",1.69
"647","2020-05-21",1.72
"648","2020-05-22",1.71
"649","2020-05-26",1.69
"650","2020-05-27",1.68
"651","2020-05-28",1.83
"652","2020-05-29",2.45
"653","2020-06-01",3.96
"654","2020-06-02",3.69
"655","2020-06-03",4.01
"656","2020-06-04",3.84
"657","2020-06-05",3.67
"658","2020-06-08",3.48
"659","2020-06-09",3.37
"660","2020-06-10",3.19
"661","2020-06-11",2.76
"662","2020-06-12",2.46
"663","2020-06-15",2.36
"664","2020-06-16",2.22
"665","2020-06-17",2.08
"666","2020-06-18",2.91
"667","2020-06-19",2.69
"668","2020-06-22",2.56
"669","2020-06-23",2.49
"670","2020-06-24",2.39
"671","2020-06-25",2.23
"672","2020-06-26",2.1
"673","2020-06-29",2.09
"674","2020-06-30",2.11
"675","2020-07-01",2.06
"676","2020-07-02",2.15
"677","2020-07-06",2.08
"678","2020-07-07",2.18
"679","2020-07-08",2.23
"680","2020-07-09",2.37
"681","2020-07-10",2.29
"682","2020-07-13",2.14
"683","2020-07-14",2.05
"684","2020-07-15",2.11
"685","2020-07-16",2.14
"686","2020-07-17",2.08
"687","2020-07-20",2.09
"688","2020-07-21",2.11
"689","2020-07-22",2.13
"690","2020-07-23",2.05
"691","2020-07-24",2.29
"692","2020-07-27",2.17
"693","2020-07-28",2.12
"694","2020-07-29",2.14
"695","2020-07-30",2.1
"696","2020-07-31",2.02
"697","2020-08-03",2.06
"698","2020-08-04",2.11
"699","2020-08-05",2.21
"700","2020-08-06",2.17
"701","2020-08-07",2.11
"702","2020-08-10",2.01
"703","2020-08-11",1.79
"704","2020-08-12",1.66
"705","2020-08-13",1.76
"706","2020-08-14",1.59
"707","2020-08-17",1.54
"708","2020-08-18",1.35
"709","2020-08-19",1.8
"710","2020-08-20",1.87
"711","2020-08-21",1.78
"712","2020-08-24",1.53
"713","2020-08-25",1.64
"714","2020-08-26",1.765
"715","2020-08-27",1.67
"716","2020-08-28",1.78
"717","2020-08-31",1.74
"718","2020-09-01",1.58
"719","2020-09-02",1.64
"720","2020-09-03",1.52
"721","2020-09-04",1.4
"722","2020-09-08",1.43
"723","2020-09-09",1.42
"724","2020-09-10",1.38
"725","2020-09-11",1.45
"726","2020-09-14",1.55
"727","2020-09-15",1.53
"728","2020-09-16",1.44
"729","2020-09-17",1.55
"730","2020-09-18",1.5
"731","2020-09-21",1.42
"732","2020-09-22",1.4
"733","2020-09-23",1.36
"734","2020-09-24",1.4
"735","2020-09-25",1.38
"736","2020-09-28",1.33
"737","2020-09-29",1.29
"738","2020-09-30",1.26
"739","2020-10-01",1.27
"740","2020-10-02",1.38
"741","2020-10-05",1.22
"742","2020-10-06",1.22
"743","2020-10-07",1.245
"744","2020-10-08",1.25
"745","2020-10-09",1.33
"746","2020-10-12",1.27
"747","2020-10-13",1.25
"748","2020-10-14",1.22
"749","2020-10-15",1.24
"750","2020-10-16",1.2
"751","2020-10-19",1.18
"752","2020-10-20",1.16
"753","2020-10-21",1.16
"754","2020-10-22",1.15
"755","2020-10-23",1.14
"756","2020-10-26",1.07
"757","2020-10-27",1.05
"758","2020-10-28",0.96
"759","2020-10-29",1
"760","2020-10-30",0.96
"761","2020-11-02",0.94
"762","2020-11-03",0.987
"763","2020-11-04",1
"764","2020-11-05",1.03
"765","2020-11-06",1.06
"766","2020-11-09",0.988
"767","2020-11-10",0.926
"768","2020-11-11",0.92
"769","2020-11-12",0.93
"770","2020-11-13",0.96
"771","2020-11-16",0.961
"772","2020-11-17",0.937
"773","2020-11-18",0.959
"774","2020-11-19",0.956
"775","2020-11-20",0.961
"776","2020-11-23",0.99
"777","2020-11-24",0.985
"778","2020-11-25",1
"779","2020-11-27",1.06
