"","date","MVIS"
"1","2007-01-03",24.559999
"2","2007-01-04",29.92
"3","2007-01-05",29.6
"4","2007-01-08",31.440001
"5","2007-01-09",29.360001
"6","2007-01-10",29.68
"7","2007-01-11",29.280001
"8","2007-01-12",30.16
"9","2007-01-16",30.559999
"10","2007-01-17",30.719999
"11","2007-01-18",28.559999
"12","2007-01-19",29.360001
"13","2007-01-22",29.120001
"14","2007-01-23",28.799999
"15","2007-01-24",29.360001
"16","2007-01-25",28.639999
"17","2007-01-26",28.559999
"18","2007-01-29",28.879999
"19","2007-01-30",29.120001
"20","2007-01-31",28.32
"21","2007-02-01",28.719999
"22","2007-02-02",28.799999
"23","2007-02-05",27.6
"24","2007-02-06",26.879999
"25","2007-02-07",27.360001
"26","2007-02-08",26.879999
"27","2007-02-09",25.120001
"28","2007-02-12",24.719999
"29","2007-02-13",25.120001
"30","2007-02-14",25.280001
"31","2007-02-15",25.52
"32","2007-02-16",27.120001
"33","2007-02-20",27.440001
"34","2007-02-21",26.719999
"35","2007-02-22",27.68
"36","2007-02-23",28.08
"37","2007-02-26",28.32
"38","2007-02-27",26.799999
"39","2007-02-28",27.360001
"40","2007-03-01",27.040001
"41","2007-03-02",26.4
"42","2007-03-05",26.4
"43","2007-03-06",26.959999
"44","2007-03-07",27.360001
"45","2007-03-08",28.24
"46","2007-03-09",29.84
"47","2007-03-12",28.959999
"48","2007-03-13",28.24
"49","2007-03-14",26.559999
"50","2007-03-15",27.040001
"51","2007-03-16",27.200001
"52","2007-03-19",27.120001
"53","2007-03-20",27.440001
"54","2007-03-21",26.719999
"55","2007-03-22",26.16
"56","2007-03-23",26.559999
"57","2007-03-26",28.24
"58","2007-03-27",29.120001
"59","2007-03-28",29.280001
"60","2007-03-29",28.639999
"61","2007-03-30",29.440001
"62","2007-04-02",30
"63","2007-04-03",31.360001
"64","2007-04-04",33.439999
"65","2007-04-05",33.040001
"66","2007-04-09",33.200001
"67","2007-04-10",32.959999
"68","2007-04-11",32.720001
"69","2007-04-12",33.360001
"70","2007-04-13",35.279999
"71","2007-04-16",36.639999
"72","2007-04-17",36.32
"73","2007-04-18",35.439999
"74","2007-04-19",35.119999
"75","2007-04-20",35.360001
"76","2007-04-23",36
"77","2007-04-24",35.119999
"78","2007-04-25",35.040001
"79","2007-04-26",34.240002
"80","2007-04-27",33.360001
"81","2007-04-30",32.799999
"82","2007-05-01",33.84
"83","2007-05-02",34
"84","2007-05-03",33.68
"85","2007-05-04",33.279999
"86","2007-05-07",32.959999
"87","2007-05-08",33.84
"88","2007-05-09",34.16
"89","2007-05-10",33.439999
"90","2007-05-11",33.360001
"91","2007-05-14",33.759998
"92","2007-05-15",33.759998
"93","2007-05-16",33.759998
"94","2007-05-17",34.880001
"95","2007-05-18",35.439999
"96","2007-05-21",35.200001
"97","2007-05-22",37.200001
"98","2007-05-23",37.68
"99","2007-05-24",37.52
"100","2007-05-25",38.799999
"101","2007-05-29",40
"102","2007-05-30",43.84
"103","2007-05-31",44.32
"104","2007-06-01",44.720001
"105","2007-06-04",44.639999
"106","2007-06-05",44
"107","2007-06-06",44.080002
"108","2007-06-07",45.439999
"109","2007-06-08",46.799999
"110","2007-06-11",46.16
"111","2007-06-12",45.439999
"112","2007-06-13",45.439999
"113","2007-06-14",43.119999
"114","2007-06-15",43.200001
"115","2007-06-18",43.599998
"116","2007-06-19",45.439999
"117","2007-06-20",44.639999
"118","2007-06-21",43.599998
"119","2007-06-22",44.32
"120","2007-06-25",41.279999
"121","2007-06-26",37.439999
"122","2007-06-27",38.560001
"123","2007-06-28",37.439999
"124","2007-06-29",40
"125","2007-07-02",38.240002
"126","2007-07-03",38.48
"127","2007-07-05",37.360001
"128","2007-07-06",38.880001
"129","2007-07-09",40
"130","2007-07-10",39.200001
"131","2007-07-11",38.560001
"132","2007-07-12",38.560001
"133","2007-07-13",40.32
"134","2007-07-16",38.799999
"135","2007-07-17",38.720001
"136","2007-07-18",39.119999
"137","2007-07-19",39.200001
"138","2007-07-20",39.040001
"139","2007-07-23",38.799999
"140","2007-07-24",43.599998
"141","2007-07-25",41.52
"142","2007-07-26",40.639999
"143","2007-07-27",41.68
"144","2007-07-30",41.439999
"145","2007-07-31",40.959999
"146","2007-08-01",38.400002
"147","2007-08-02",38.240002
"148","2007-08-03",37.68
"149","2007-08-06",36.400002
"150","2007-08-07",37.200001
"151","2007-08-08",39.439999
"152","2007-08-09",39.84
"153","2007-08-10",38.639999
"154","2007-08-13",38.639999
"155","2007-08-14",38.400002
"156","2007-08-15",37.919998
"157","2007-08-16",36.799999
"158","2007-08-17",37.200001
"159","2007-08-20",36.959999
"160","2007-08-21",38
"161","2007-08-22",37.599998
"162","2007-08-23",37.279999
"163","2007-08-24",38.080002
"164","2007-08-27",37.360001
"165","2007-08-28",36.799999
"166","2007-08-29",38.400002
"167","2007-08-30",38.16
"168","2007-08-31",38.32
"169","2007-09-04",40.400002
"170","2007-09-05",38.880001
"171","2007-09-06",39.279999
"172","2007-09-07",38.48
"173","2007-09-10",38.240002
"174","2007-09-11",38
"175","2007-09-12",38.080002
"176","2007-09-13",38.16
"177","2007-09-14",37.84
"178","2007-09-17",38
"179","2007-09-18",38
"180","2007-09-19",38.799999
"181","2007-09-20",38.720001
"182","2007-09-21",38.48
"183","2007-09-24",37.360001
"184","2007-09-25",37.040001
"185","2007-09-26",38.080002
"186","2007-09-27",37.279999
"187","2007-09-28",37.040001
"188","2007-10-01",36.959999
"189","2007-10-02",36.639999
"190","2007-10-03",36.799999
"191","2007-10-04",37.52
"192","2007-10-05",37.599998
"193","2007-10-08",36.959999
"194","2007-10-09",36.720001
"195","2007-10-10",36.639999
"196","2007-10-11",36.720001
"197","2007-10-12",36.720001
"198","2007-10-15",36.880001
"199","2007-10-16",36.400002
"200","2007-10-17",35.759998
"201","2007-10-18",36.32
"202","2007-10-19",34.32
"203","2007-10-22",33.040001
"204","2007-10-23",34.639999
"205","2007-10-24",34.720001
"206","2007-10-25",34.720001
"207","2007-10-26",34.48
"208","2007-10-29",35.439999
"209","2007-10-30",35.919998
"210","2007-10-31",37.040001
"211","2007-11-01",35.279999
"212","2007-11-02",34.880001
"213","2007-11-05",34.639999
"214","2007-11-06",34.880001
"215","2007-11-07",33.68
"216","2007-11-08",32.560001
"217","2007-11-09",31.360001
"218","2007-11-12",31.360001
"219","2007-11-13",31.120001
"220","2007-11-14",31.92
"221","2007-11-15",33.68
