"","date","JCTCF"
"1","2007-01-03",2.146667
"2","2007-01-04",2.171667
"3","2007-01-05",2.166667
"4","2007-01-08",2.233333
"5","2007-01-09",2.183333
"6","2007-01-10",2.166667
"7","2007-01-11",2.2
"8","2007-01-12",1.686667
"9","2007-01-16",1.696667
"10","2007-01-17",1.726667
"11","2007-01-18",1.658333
"12","2007-01-19",1.696667
"13","2007-01-22",1.676667
"14","2007-01-23",1.668333
"15","2007-01-24",1.681667
"16","2007-01-25",1.698333
"17","2007-01-26",1.685
"18","2007-01-29",1.666667
"19","2007-01-30",1.666667
"20","2007-01-31",1.681667
"21","2007-02-01",1.683333
"22","2007-02-02",1.67
"23","2007-02-05",1.641667
"24","2007-02-06",1.676667
"25","2007-02-07",1.666667
"26","2007-02-08",1.665
"27","2007-02-09",1.68
"28","2007-02-12",1.665
"29","2007-02-13",1.645
"30","2007-02-14",1.683333
"31","2007-02-15",1.675
"32","2007-02-16",1.681667
"33","2007-02-20",1.741667
"34","2007-02-21",1.876667
"35","2007-02-22",1.878333
"36","2007-02-23",1.9
"37","2007-02-26",1.875
"38","2007-02-27",1.876667
"39","2007-02-28",1.875
"40","2007-03-01",1.898333
"41","2007-03-02",1.898333
"42","2007-03-05",1.821667
"43","2007-03-06",1.873333
"44","2007-03-07",1.856667
"45","2007-03-08",1.923333
"46","2007-03-09",1.813333
"47","2007-03-12",1.803333
"48","2007-03-13",1.85
"49","2007-03-14",1.83
"50","2007-03-15",1.9775
"51","2007-03-16",2.025
"52","2007-03-19",2.0875
"53","2007-03-20",2.0275
"54","2007-03-21",2.0675
"55","2007-03-22",2.0025
"56","2007-03-23",1.9775
"57","2007-03-26",1.9475
"58","2007-03-27",1.8575
"59","2007-03-28",1.8075
"60","2007-03-29",1.85
"61","2007-03-30",1.85
"62","2007-04-02",1.85
"63","2007-04-03",1.85
"64","2007-04-04",1.825
"65","2007-04-05",1.805
"66","2007-04-09",1.77
"67","2007-04-10",1.7825
"68","2007-04-11",1.78
"69","2007-04-12",1.81
"70","2007-04-13",1.735
"71","2007-04-16",1.75
"72","2007-04-17",1.7475
"73","2007-04-18",1.7525
"74","2007-04-19",1.745
"75","2007-04-20",1.745
"76","2007-04-23",1.7775
"77","2007-04-24",1.8425
"78","2007-04-25",1.95
"79","2007-04-26",1.895
"80","2007-04-27",1.8775
"81","2007-04-30",1.8775
"82","2007-05-01",1.87
"83","2007-05-02",1.77
"84","2007-05-03",1.7975
"85","2007-05-04",1.8125
"86","2007-05-07",1.8
"87","2007-05-08",1.7975
"88","2007-05-09",1.825
"89","2007-05-10",1.825
"90","2007-05-11",1.875
"91","2007-05-14",1.8275
"92","2007-05-15",1.825
"93","2007-05-16",1.7875
"94","2007-05-17",1.81
"95","2007-05-18",1.7675
"96","2007-05-21",1.7625
"97","2007-05-22",1.7725
"98","2007-05-23",1.75
"99","2007-05-24",1.745
"100","2007-05-25",1.74
"101","2007-05-29",1.9875
"102","2007-05-30",2.0525
"103","2007-05-31",2.0725
"104","2007-06-01",2.0275
"105","2007-06-04",2.055
"106","2007-06-05",2.0375
"107","2007-06-06",2.0025
"108","2007-06-07",1.985
"109","2007-06-08",1.975
"110","2007-06-11",1.9325
"111","2007-06-12",1.9075
"112","2007-06-13",1.9275
"113","2007-06-14",1.9275
"114","2007-06-15",1.8525
"115","2007-06-18",1.8025
"116","2007-06-19",1.8225
"117","2007-06-20",1.885
"118","2007-06-21",1.8725
"119","2007-06-22",1.9
"120","2007-06-25",1.93
"121","2007-06-26",1.925
"122","2007-06-27",1.9325
"123","2007-06-28",1.95
"124","2007-06-29",2.0975
"125","2007-07-02",2.025
"126","2007-07-03",2.06
"127","2007-07-05",2.0425
"128","2007-07-06",1.98
"129","2007-07-09",2.0475
"130","2007-07-10",2.0425
"131","2007-07-11",1.9875
"132","2007-07-12",2.4875
"133","2007-07-13",2.425
"134","2007-07-16",2.45
"135","2007-07-17",2.3825
"136","2007-07-18",2.4125
"137","2007-07-19",2.43
"138","2007-07-20",2.4
"139","2007-07-23",2.45
"140","2007-07-24",2.38
"141","2007-07-25",2.2825
"142","2007-07-26",2.2275
"143","2007-07-27",2.325
"144","2007-07-30",2.3375
"145","2007-07-31",2.3
"146","2007-08-01",2.31
"147","2007-08-02",2.3075
"148","2007-08-03",2.27
"149","2007-08-06",2.275
"150","2007-08-07",2.29
"151","2007-08-08",2.3375
"152","2007-08-09",2.3375
"153","2007-08-10",2.2875
"154","2007-08-13",2.315
"155","2007-08-14",2.3175
"156","2007-08-15",2.2775
"157","2007-08-16",2.315
"158","2007-08-17",2.255
"159","2007-08-20",2.2275
"160","2007-08-21",2.2275
"161","2007-08-22",2.2625
"162","2007-08-23",2.28
"163","2007-08-24",2.2275
"164","2007-08-27",2.225
"165","2007-08-28",2.2625
"166","2007-08-29",2.2275
"167","2007-08-30",2.2875
"168","2007-08-31",2.2875
"169","2007-09-04",2.25
"170","2007-09-05",2.285
"171","2007-09-06",2.2425
"172","2007-09-07",2.2125
"173","2007-09-10",2.2325
"174","2007-09-11",2.2275
"175","2007-09-12",2.21
"176","2007-09-13",2.19
"177","2007-09-14",2.16
"178","2007-09-17",2.25
"179","2007-09-18",2.2475
"180","2007-09-19",2.17
"181","2007-09-20",2.1
"182","2007-09-21",2.16
"183","2007-09-24",2.175
"184","2007-09-25",2.175
"185","2007-09-26",2.195
"186","2007-09-27",2.24
"187","2007-09-28",2.2475
"188","2007-10-01",2.2425
"189","2007-10-02",2.285
"190","2007-10-03",2.285
"191","2007-10-04",2.23
"192","2007-10-05",2.2725
"193","2007-10-08",2.2475
"194","2007-10-09",2.2375
"195","2007-10-10",2.265
"196","2007-10-11",2.2675
"197","2007-10-12",2.2275
"198","2007-10-15",2.34
"199","2007-10-16",2.3725
"200","2007-10-17",2.3425
"201","2007-10-18",2.4225
"202","2007-10-19",2.4225
"203","2007-10-22",2.3375
"204","2007-10-23",2.38
"205","2007-10-24",2.32
"206","2007-10-25",2.3425
"207","2007-10-26",2.375
"208","2007-10-29",2.375
"209","2007-10-30",2.38
"210","2007-10-31",2.3575
"211","2007-11-01",2.305
"212","2007-11-02",2.315
"213","2007-11-05",2.2625
"214","2007-11-06",2.3475
"215","2007-11-07",2.275
"216","2007-11-08",2.25
"217","2007-11-09",2.1625
"218","2007-11-12",2.05
"219","2007-11-13",2.02
"220","2007-11-14",2.075
"221","2007-11-15",2.005
"222","2007-11-16",2.005
"223","2007-11-19",2.01
"224","2007-11-20",1.855
"225","2007-11-21",1.855
"226","2007-11-23",1.855
"227","2007-11-26",1.855
"228","2007-11-27",1.89
"229","2007-11-28",1.8725
"230","2007-11-29",1.8725
"231","2007-11-30",1.875
"232","2007-12-03",2
"233","2007-12-04",1.885
"234","2007-12-05",1.885
"235","2007-12-06",1.885
"236","2007-12-07",1.97
"237","2007-12-10",2.0375
"238","2007-12-11",1.9825
"239","2007-12-12",1.9825
"240","2007-12-13",1.985
"241","2007-12-14",1.9975
"242","2007-12-17",2.0375
"243","2007-12-18",2.0375
"244","2007-12-19",2.0375
"245","2007-12-20",2.04
"246","2007-12-21",2
"247","2007-12-24",2
"248","2007-12-26",2
"249","2007-12-27",1.975
"250","2007-12-28",1.9
"251","2007-12-31",1.9475
"252","2008-01-02",1.8775
"253","2008-01-03",1.8775
"254","2008-01-04",1.8875
"255","2008-01-07",1.8875
"256","2008-01-08",1.925
"257","2008-01-09",1.925
"258","2008-01-10",1.925
"259","2008-01-11",1.925
"260","2008-01-14",1.86
"261","2008-01-15",1.7875
"262","2008-01-16",1.7775
"263","2008-01-17",1.775
"264","2008-01-18",1.715
"265","2008-01-22",1.6275
"266","2008-01-23",1.745
"267","2008-01-24",1.6275
"268","2008-01-25",1.7375
"269","2008-01-28",1.7375
"270","2008-01-29",1.6875
"271","2008-01-30",1.6875
"272","2008-01-31",1.6875
"273","2008-02-01",1.75
"274","2008-02-04",1.75
"275","2008-02-05",1.75
"276","2008-02-06",1.725
"277","2008-02-07",1.725
"278","2008-02-08",1.75
"279","2008-02-11",1.78
"280","2008-02-12",1.7375
"281","2008-02-13",1.725
"282","2008-02-14",1.7675
"283","2008-02-15",1.81
"284","2008-02-19",1.81
"285","2008-02-20",1.81
"286","2008-02-21",1.8125
"287","2008-02-22",1.8125
"288","2008-02-25",1.8125
"289","2008-02-26",1.8875
"290","2008-02-27",1.8825
"291","2008-02-28",1.8825
"292","2008-02-29",1.9375
"293","2008-03-03",1.8875
"294","2008-03-04",1.825
"295","2008-03-05",1.825
"296","2008-03-06",1.825
"297","2008-03-07",1.7
"298","2008-03-10",1.8
"299","2008-03-11",1.8
"300","2008-03-12",1.855
"301","2008-03-13",1.895
"302","2008-03-14",1.895
"303","2008-03-17",1.895
"304","2008-03-18",1.79
"305","2008-03-19",1.75
"306","2008-03-20",1.7475
"307","2008-03-24",1.7
"308","2008-03-25",1.6625
"309","2008-03-26",1.64
"310","2008-03-27",1.7425
"311","2008-03-28",1.87
"312","2008-03-31",1.875
"313","2008-04-01",1.8425
"314","2008-04-02",1.905
"315","2008-04-03",1.905
"316","2008-04-04",1.83
"317","2008-04-07",1.8375
