"","date","SGLB"
"217","2011-08-23",2.7
"218","2011-08-24",2.7
"219","2011-08-25",2.7
"220","2011-08-26",2.6
"221","2011-08-29",3
"222","2011-08-30",3
"223","2011-08-31",2.8
"224","2011-09-01",3
"225","2011-09-02",3
"226","2011-09-06",2.34
"227","2011-09-07",2.34
"228","2011-09-08",2.9
"229","2011-09-09",2.4
"230","2011-09-12",2.2
"231","2011-09-13",2.04
"232","2011-09-14",2.04
"233","2011-09-15",2.3
"234","2011-09-16",2.6
"235","2011-09-19",2.98
"236","2011-09-20",2.98
"237","2011-09-21",2.98
"238","2011-09-22",2.6
"239","2011-09-23",2.6
"240","2011-09-26",2.02
"241","2011-09-27",2.6
"242","2011-09-28",2.5
"243","2011-09-29",2.2
"244","2011-09-30",2.06
"245","2011-10-03",2.06
"246","2011-10-04",2
"247","2011-10-05",2.2
"248","2011-10-06",2.02
"249","2011-10-07",2.04
"250","2011-10-10",2
"251","2011-10-11",2.2
"252","2011-10-12",2.36
"253","2011-10-13",2.4
"254","2011-10-14",2.38
"255","2011-10-17",2.38
"256","2011-10-18",2.38
"257","2011-10-19",2
"258","2011-10-20",2.22
"259","2011-10-21",2.4
"260","2011-10-24",2.78
"261","2011-10-25",2.98
"262","2011-10-26",2.2
"263","2011-10-27",2.2
"264","2011-10-28",2.4
"265","2011-10-31",2.2
"266","2011-11-01",2.2
"267","2011-11-02",2.2
"268","2011-11-03",2.2
"269","2011-11-04",2.2
"270","2011-11-07",2.2
"271","2011-11-08",2
"272","2011-11-09",2
"273","2011-11-10",2.58
"274","2011-11-11",2
"275","2011-11-14",2.38
"276","2011-11-15",2
"277","2011-11-16",2.48
"278","2011-11-17",2.48
"279","2011-11-18",2.14
"280","2011-11-21",2.14
"281","2011-11-22",1.52
"282","2011-11-23",1.54
"283","2011-11-25",1.6
"284","2011-11-28",1.98
"285","2011-11-29",1.32
"286","2011-11-30",1.8
"287","2011-12-01",1.6
"288","2011-12-02",1.7
"289","2011-12-05",1.7
"290","2011-12-06",1.7
"291","2011-12-07",1.6
"292","2011-12-08",2.18
"293","2011-12-09",1.8
"294","2011-12-12",1.9
"295","2011-12-13",1.6
"296","2011-12-14",1.6
"297","2011-12-15",1.62
"298","2011-12-16",1.6
"299","2011-12-19",1.5
"300","2011-12-20",1.5
"301","2011-12-21",1.5
"302","2011-12-22",1.34
"303","2011-12-23",1.5
"304","2011-12-27",1.42
"305","2011-12-28",1.34
"306","2011-12-29",1.34
"307","2011-12-30",1.36
"308","2012-01-03",1.3
"309","2012-01-04",1.3
"310","2012-01-05",1.2
"311","2012-01-06",1.08
"312","2012-01-09",1.06
"313","2012-01-10",1.06
"314","2012-01-11",1
"315","2012-01-12",1
"316","2012-01-13",1
"317","2012-01-17",1
"318","2012-01-18",1
"319","2012-01-19",1
"320","2012-01-20",1.2
"321","2012-01-23",1.2
"322","2012-01-24",0.84
"323","2012-01-25",1
"324","2012-01-26",0.82
"325","2012-01-27",0.9
"326","2012-01-30",1.06
"327","2012-01-31",0.86
"328","2012-02-01",0.9
"329","2012-02-02",0.9
"330","2012-02-03",0.8
"331","2012-02-06",0.9
"332","2012-02-07",0.8
"333","2012-02-08",0.8
"334","2012-02-09",0.8
"335","2012-02-10",0.8
"336","2012-02-13",0.8
"337","2012-02-14",0.8
"338","2012-02-15",0.88
"339","2012-02-16",0.88
"340","2012-02-17",0.88
"341","2012-02-21",1
"342","2012-02-22",1.02
"343","2012-02-23",1
"344","2012-02-24",0.96
"345","2012-02-27",0.82
"346","2012-02-28",0.96
"347","2012-02-29",1.2
"348","2012-03-01",1.1
"349","2012-03-02",1.2
"350","2012-03-05",1.02
"351","2012-03-06",1.02
"352","2012-03-07",1.06
"353","2012-03-08",1.14
"354","2012-03-09",1.12
"355","2012-03-12",1.68
"356","2012-03-13",1.58
"357","2012-03-14",1.32
"358","2012-03-15",1.48
"359","2012-03-16",1.32
"360","2012-03-19",1.58
"361","2012-03-20",1.3
"362","2012-03-21",1.46
"363","2012-03-22",1.18
"364","2012-03-23",1.42
"365","2012-03-26",1.66
"366","2012-03-27",1.6
"367","2012-03-28",1.78
"368","2012-03-29",1.78
"369","2012-03-30",1.66
"370","2012-04-02",1.62
"371","2012-04-03",1.74
"372","2012-04-04",1.6
"373","2012-04-05",1.6
"374","2012-04-09",1.48
"375","2012-04-10",1.48
"376","2012-04-11",1.48
"377","2012-04-12",1.5
"378","2012-04-13",1.5
"379","2012-04-16",1.7
"380","2012-04-17",1.6
"381","2012-04-18",1.54
"382","2012-04-19",1.54
"383","2012-04-20",1.5
"384","2012-04-23",1.74
"385","2012-04-24",1.74
"386","2012-04-25",1.74
"387","2012-04-26",1.74
"388","2012-04-27",1.74
"389","2012-04-30",1.74
"390","2012-05-01",1.74
"391","2012-05-02",1.74
"392","2012-05-03",2
"393","2012-05-04",2
"394","2012-05-07",1.76
"395","2012-05-08",1.76
"396","2012-05-09",1.76
"397","2012-05-10",1.9
"398","2012-05-11",1.88
"399","2012-05-14",1.88
"400","2012-05-15",1.6
"401","2012-05-16",1.58
"402","2012-05-17",1.58
"403","2012-05-18",1.16
"404","2012-05-21",1.16
"405","2012-05-22",1.54
"406","2012-05-23",1.54
"407","2012-05-24",1.6
"408","2012-05-25",1.6
"409","2012-05-29",1.64
"410","2012-05-30",1.64
"411","2012-05-31",1.58
"412","2012-06-01",1.58
"413","2012-06-04",1.64
"414","2012-06-05",1.64
"415","2012-06-06",1.52
"416","2012-06-07",1.64
"417","2012-06-08",1.64
"418","2012-06-11",1.4
"419","2012-06-12",1.34
"420","2012-06-13",1.34
"421","2012-06-14",1.34
"422","2012-06-15",1.34
"423","2012-06-18",1.34
"424","2012-06-19",1.36
"425","2012-06-20",1.36
"426","2012-06-21",1.36
"427","2012-06-22",1.36
"428","2012-06-25",1.38
"429","2012-06-26",1.38
"430","2012-06-27",1.48
"431","2012-06-28",1.56
"432","2012-06-29",1.6
"433","2012-07-02",1.6
"434","2012-07-03",1.58
"435","2012-07-05",1.58
"436","2012-07-06",1.7
"437","2012-07-09",1.7
"438","2012-07-10",1.84
"439","2012-07-11",1.84
"440","2012-07-12",1.84
"441","2012-07-13",1.4
"442","2012-07-16",1.8
"443","2012-07-17",1.7
"444","2012-07-18",1.4
"445","2012-07-19",1.92
"446","2012-07-20",1.92
"447","2012-07-23",1.98
"448","2012-07-24",1.78
"449","2012-07-25",1.66
"450","2012-07-26",1.76
"451","2012-07-27",1.8
"452","2012-07-30",1.96
"453","2012-07-31",1.96
"454","2012-08-01",1.8
"455","2012-08-02",1.8
"456","2012-08-03",1.8
"457","2012-08-06",1.78
"458","2012-08-07",1.78
"459","2012-08-08",1.8
"460","2012-08-09",1.6
"461","2012-08-10",1.6
"462","2012-08-13",1.6
"463","2012-08-14",1.6
"464","2012-08-15",1.6
"465","2012-08-16",1.6
"466","2012-08-17",1.6
"467","2012-08-20",1.6
"468","2012-08-21",1.6
"469","2012-08-22",1.6
"470","2012-08-23",1.92
"471","2012-08-24",1.92
"472","2012-08-27",1.6
"473","2012-08-28",1.6
"474","2012-08-29",1.6
"475","2012-08-30",1.6
"476","2012-08-31",1.34
"477","2012-09-04",1.6
"478","2012-09-05",1.92
"479","2012-09-06",1.92
"480","2012-09-07",1.92
"481","2012-09-10",3.2
"482","2012-09-11",4
"483","2012-09-12",3.8
"484","2012-09-13",3.2
"485","2012-09-14",3.3
"486","2012-09-17",3.6
"487","2012-09-18",3.4
"488","2012-09-19",3.2
"489","2012-09-20",3.38
"490","2012-09-21",3.3
"491","2012-09-24",3.14
"492","2012-09-25",3.12
"493","2012-09-26",3.14
"494","2012-09-27",3.2
"495","2012-09-28",3
"496","2012-10-01",2.8
"497","2012-10-02",2.5
"498","2012-10-03",2.3
"499","2012-10-04",2.3
"500","2012-10-05",2.46
"501","2012-10-08",2.3
"502","2012-10-09",2.6
"503","2012-10-10",2.6
"504","2012-10-11",2.14
"505","2012-10-12",2.14
"506","2012-10-15",2.06
"507","2012-10-16",2.36
"508","2012-10-17",2.66
"509","2012-10-18",2.7
"510","2012-10-19",2.9
"511","2012-10-22",3
"512","2012-10-23",3
"513","2012-10-24",3
"514","2012-10-25",3
"515","2012-10-26",2.98
"516","2012-10-31",2.96
"517","2012-11-01",3
"518","2012-11-02",2.8
"519","2012-11-05",2.5
"520","2012-11-06",2.8
"521","2012-11-07",2.24
"522","2012-11-08",2.46
"523","2012-11-09",2.38
"524","2012-11-12",2.18
"525","2012-11-13",2.38
"526","2012-11-14",2.02
"527","2012-11-15",2.58
"528","2012-11-16",2.58
"529","2012-11-19",2.58
"530","2012-11-20",2.52
"531","2012-11-21",1.92
"532","2012-11-23",2
"533","2012-11-26",2
"534","2012-11-27",2.5
"535","2012-11-28",2
"536","2012-11-29",2
"537","2012-11-30",2.02
"538","2012-12-03",2.02
"539","2012-12-04",2.02
"540","2012-12-05",2.32
"541","2012-12-06",2.56
"542","2012-12-07",2.4
"543","2012-12-10",2.4
"544","2012-12-11",2.4
"545","2012-12-12",2.2
"546","2012-12-13",2.2
"547","2012-12-14",2.22
"548","2012-12-17",2.4
"549","2012-12-18",2.4
"550","2012-12-19",2.4
"551","2012-12-20",2.4
"552","2012-12-21",2.4
"553","2012-12-24",2.4
"554","2012-12-26",2.6
"555","2012-12-27",2.3
"556","2012-12-28",3
"557","2012-12-31",2.9
"558","2013-01-02",2.88
"559","2013-01-03",2.88
"560","2013-01-04",2.9
"561","2013-01-07",3.48
"562","2013-01-08",3.58
"563","2013-01-09",3.5
"564","2013-01-10",3.64
"565","2013-01-11",4
"566","2013-01-14",5.8
"567","2013-01-15",4.86
"568","2013-01-16",5.4
"569","2013-01-17",4.76
"570","2013-01-18",5.5
"571","2013-01-22",9.2
"572","2013-01-23",8.2
"573","2013-01-24",7.3
"574","2013-01-25",9
"575","2013-01-28",8
"576","2013-01-29",6.8
"577","2013-01-30",6.7
"578","2013-01-31",6.12
"579","2013-02-01",6.36
"580","2013-02-04",6
"581","2013-02-05",5.88
"582","2013-02-06",6.2
"583","2013-02-07",5.6
"584","2013-02-08",5.42
"585","2013-02-11",7
"586","2013-02-12",6.4
"587","2013-02-13",6
"588","2013-02-14",5.62
"589","2013-02-15",6.58
"590","2013-02-19",6.02
"591","2013-02-20",6.36
"592","2013-02-21",6.48
"593","2013-02-22",6.8
"594","2013-02-25",7.6
"595","2013-02-26",7.6
"596","2013-02-27",7.36
"597","2013-02-28",7.8
"598","2013-03-01",7.4
"599","2013-03-04",7.8
"600","2013-03-05",7.8
"601","2013-03-06",7.38
"602","2013-03-07",7.2
"603","2013-03-08",6.9
"604","2013-03-11",6.8
"605","2013-03-12",6.8
"606","2013-03-13",7.12
"607","2013-03-14",7.2
"608","2013-03-15",7.3
"609","2013-03-18",7
"610","2013-03-19",7.4
"611","2013-03-20",7.34
"612","2013-03-21",6.6
"613","2013-03-22",6
"614","2013-03-25",5.8
"615","2013-03-26",5.8
"616","2013-03-27",4.8
"617","2013-03-28",5.58
"618","2013-04-01",5.42
"619","2013-04-02",5.02
"620","2013-04-03",4.6
"621","2013-04-04",4.6
"622","2013-04-05",4.2
"623","2013-04-08",4.46
"624","2013-04-09",4.8
"625","2013-04-10",4.9
"626","2013-04-11",4.92
"627","2013-04-12",4.78
"628","2013-04-15",4.4
"629","2013-04-16",5
"630","2013-04-17",4.8
"631","2013-04-18",5
"632","2013-04-19",4.4
"633","2013-04-22",4.38
"634","2013-04-23",6
"635","2013-04-24",5.02
"636","2013-04-25",4.82
"637","2013-04-26",4.56
"638","2013-04-29",4.5
"639","2013-04-30",4.6
"640","2013-05-01",4.6
"641","2013-05-02",5.18
"642","2013-05-03",5
"643","2013-05-06",5.2
"644","2013-05-07",5.48
"645","2013-05-08",4.5
"646","2013-05-09",4.6
"647","2013-05-10",4.96
"648","2013-05-13",4.48
"649","2013-05-14",4.9
"650","2013-05-15",4.66
"651","2013-05-16",5
"652","2013-05-17",5.2
"653","2013-05-20",4.9
"654","2013-05-21",4.6
"655","2013-05-22",4.52
"656","2013-05-23",4.54
"657","2013-05-24",4.86
"658","2013-05-28",4.66
"659","2013-05-29",4.8
"660","2013-05-30",5.1
"661","2013-05-31",5
"662","2013-06-03",5.16
"663","2013-06-04",6.5
"664","2013-06-05",7.2
"665","2013-06-06",7.7
"666","2013-06-07",8
"667","2013-06-10",8
"668","2013-06-11",8.6
"669","2013-06-12",9.9
"670","2013-06-13",9.68
"671","2013-06-14",8.4
"672","2013-06-17",7.6
"673","2013-06-18",7
"674","2013-06-19",6.78
"675","2013-06-20",7.18
"676","2013-06-21",7.6
"677","2013-06-24",7
"678","2013-06-25",6.2
"679","2013-06-26",6.52
"680","2013-06-27",7.6
"681","2013-06-28",9.4
"682","2013-07-01",10.4
"683","2013-07-02",10.6
"684","2013-07-03",10.58
"685","2013-07-05",10.58
"686","2013-07-08",13.98
"687","2013-07-09",16.6
"688","2013-07-10",14.98
"689","2013-07-11",14.4
"690","2013-07-12",13.6
"691","2013-07-15",14.6
"692","2013-07-16",15.2
"693","2013-07-17",16.379999
"694","2013-07-18",22.799999
"695","2013-07-19",22
"696","2013-07-22",23.799999
"697","2013-07-23",21.799999
"698","2013-07-24",16.42
"699","2013-07-25",14
"700","2013-07-26",13.6
"701","2013-07-29",11.2
"702","2013-07-30",10.2
"703","2013-07-31",8.58
"704","2013-08-01",9.68
"705","2013-08-02",7.9
"706","2013-08-05",11.7
"707","2013-08-06",12.4
"708","2013-08-07",12
"709","2013-08-08",10.9
"710","2013-08-09",12.3
"711","2013-08-12",12.6
"712","2013-08-13",12.6
"713","2013-08-14",12.54
"714","2013-08-15",12
"715","2013-08-16",11.7
"716","2013-08-19",13
"717","2013-08-20",12.02
"718","2013-08-21",14
"719","2013-08-22",14.7
"720","2013-08-23",13.4
"721","2013-08-26",13
"722","2013-08-27",14
"723","2013-08-28",13.8
"724","2013-08-29",14.4
"725","2013-08-30",14.6
"726","2013-09-03",14
"727","2013-09-04",15.64
"728","2013-09-05",17.200001
"729","2013-09-06",16.4
"730","2013-09-09",16.200001
"731","2013-09-10",15.7
"732","2013-09-11",14.8
"733","2013-09-12",14.58
"734","2013-09-13",14.4
"735","2013-09-16",14.8
"736","2013-09-17",15.6
"737","2013-09-18",15
"738","2013-09-19",16
"739","2013-09-20",15.4
"740","2013-09-23",15.4
"741","2013-09-24",16.799999
"742","2013-09-25",20.4
"743","2013-09-26",23
"744","2013-09-27",19
"745","2013-09-30",20.799999
"746","2013-10-01",21.200001
"747","2013-10-02",21.200001
"748","2013-10-03",19.799999
"749","2013-10-04",20.700001
"750","2013-10-07",22.799999
"751","2013-10-08",29.200001
"752","2013-10-09",26.6
"753","2013-10-10",26.799999
"754","2013-10-11",28
"755","2013-10-14",32.599998
"756","2013-10-15",38.799999
"757","2013-10-16",37
"758","2013-10-17",38
"759","2013-10-18",34.200001
"760","2013-10-21",34.98
"761","2013-10-22",30
"762","2013-10-23",27.200001
"763","2013-10-24",25.6
"764","2013-10-25",29
"765","2013-10-28",26.82
"766","2013-10-29",27.799999
"767","2013-10-30",28.5
"768","2013-10-31",31.200001
"769","2013-11-01",34
"770","2013-11-04",33.799999
"771","2013-11-05",35.5
"772","2013-11-06",35.599998
"773","2013-11-07",35
"774","2013-11-08",34.599998
"775","2013-11-11",35.279999
"776","2013-11-12",33
"777","2013-11-13",31
"778","2013-11-14",35.799999
"779","2013-11-15",40
"780","2013-11-18",47
"781","2013-11-19",40.02
"782","2013-11-20",36.299999
"783","2013-11-21",39
"784","2013-11-22",40
"785","2013-11-25",42.400002
"786","2013-11-26",48.799999
"787","2013-11-27",51.400002
"788","2013-11-29",51.599998
"789","2013-12-02",47.360001
"790","2013-12-03",44.599998
"791","2013-12-04",43.799999
"792","2013-12-05",47.799999
"793","2013-12-06",45
"794","2013-12-09",43.5
"795","2013-12-10",40.700001
"796","2013-12-11",36.200001
"797","2013-12-12",42.799999
"798","2013-12-13",41
"799","2013-12-16",38
"800","2013-12-17",35.82
"801","2013-12-18",36.700001
"802","2013-12-19",36
"803","2013-12-20",33.18
"804","2013-12-23",34
"805","2013-12-24",35.380001
"806","2013-12-26",38
"807","2013-12-27",38
"808","2013-12-30",34
"809","2013-12-31",37
"810","2014-01-02",34
"811","2014-01-03",30.5
"812","2014-01-06",32.52
"813","2014-01-07",30.1
"814","2014-01-08",27.200001
"815","2014-01-09",28
"816","2014-01-10",28
"817","2014-01-13",27.700001
"818","2014-01-14",26
"819","2014-01-15",24.4
"820","2014-01-16",23.200001
"821","2014-01-17",28.799999
"822","2014-01-21",33.400002
"823","2014-01-22",30.6
"824","2014-01-23",28.360001
"825","2014-01-24",26.9
"826","2014-01-27",28.6
"827","2014-01-28",28.799999
"828","2014-01-29",28
"829","2014-01-30",27.9
"830","2014-01-31",27.4
"831","2014-02-03",26.799999
"832","2014-02-04",25.799999
"833","2014-02-05",26.4
"834","2014-02-06",24.799999
"835","2014-02-07",26
"836","2014-02-10",27.6
"837","2014-02-11",26.200001
"838","2014-02-12",24.6
"839","2014-02-13",24.4
"840","2014-02-14",25.200001
"841","2014-02-18",25
"842","2014-02-19",24
"843","2014-02-20",24.6
"844","2014-02-21",25
"845","2014-02-24",25.6
"846","2014-02-25",27.4
"847","2014-02-26",27
"848","2014-02-27",25.200001
"849","2014-02-28",25.1
"850","2014-03-03",26
"851","2014-03-04",26.299999
"852","2014-03-05",27
"853","2014-03-06",26.059999
"854","2014-03-07",26.299999
"855","2014-03-10",25.4
"856","2014-03-11",26.4
"857","2014-03-12",25.299999
"858","2014-03-13",25.219999
"859","2014-03-14",25
"860","2014-03-17",25.200001
"861","2014-03-18",25.98
"862","2014-03-19",27.799999
"863","2014-03-20",28.6
"864","2014-03-21",33.400002
"865","2014-03-24",30.799999
"866","2014-03-25",33.200001
"867","2014-03-26",30.4
"868","2014-03-27",29.799999
"869","2014-03-28",31.4
"870","2014-03-31",34.98
"871","2014-04-01",32
"872","2014-04-02",31.959999
"873","2014-04-03",30.5
"874","2014-04-04",31.200001
"875","2014-04-07",30.6
"876","2014-04-08",29.24
"877","2014-04-09",28.200001
"878","2014-04-10",29.200001
"879","2014-04-11",28.6
"880","2014-04-14",27.200001
"881","2014-04-15",27.200001
"882","2014-04-16",27.4
"883","2014-04-17",27.200001
"884","2014-04-21",30
"885","2014-04-22",30.98
"886","2014-04-23",30
"887","2014-04-24",29.700001
"888","2014-04-25",29.799999
"889","2014-04-28",31
"890","2014-04-29",32.900002
"891","2014-04-30",31.799999
"892","2014-05-01",32
"893","2014-05-02",29.799999
"894","2014-05-05",29.98
"895","2014-05-06",31
"896","2014-05-07",29.84
"897","2014-05-08",29.6
"898","2014-05-09",30.280001
"899","2014-05-12",29.799999
"900","2014-05-13",28.940001
"901","2014-05-14",29.18
"902","2014-05-15",28.1
"903","2014-05-16",28
"904","2014-05-19",26
"905","2014-05-20",26.799999
"906","2014-05-21",26.1
"907","2014-05-22",25.200001
"908","2014-05-23",26.200001
"909","2014-05-27",26.4
"910","2014-05-28",26.799999
"911","2014-05-29",25.719999
"912","2014-05-30",25.5
"913","2014-06-02",25.6
"914","2014-06-03",24.799999
"915","2014-06-04",23.799999
"916","2014-06-05",24.5
"917","2014-06-06",24.4
"918","2014-06-09",23.799999
"919","2014-06-10",22.799999
"920","2014-06-11",22
"921","2014-06-12",22.6
"922","2014-06-13",20.6
"923","2014-06-16",22
"924","2014-06-17",22
"925","2014-06-18",22
"926","2014-06-19",25
"927","2014-06-20",24.799999
"928","2014-06-23",23.799999
"929","2014-06-24",23
"930","2014-06-25",22
"931","2014-06-26",21.9
"932","2014-06-27",22.6
"933","2014-06-30",22.6
"934","2014-07-01",25.58
"935","2014-07-02",23.6
"936","2014-07-03",23.5
"937","2014-07-07",22.799999
"938","2014-07-08",21.98
"939","2014-07-09",22
"940","2014-07-10",22.200001
"941","2014-07-11",22
"942","2014-07-14",22.4
"943","2014-07-15",22.559999
"944","2014-07-16",22
"945","2014-07-17",24.200001
"946","2014-07-18",26.200001
"947","2014-07-21",28.5
"948","2014-07-22",28
"949","2014-07-23",26.219999
"950","2014-07-24",25.059999
"951","2014-07-25",25.82
"952","2014-07-28",25.84
"953","2014-07-29",24.799999
"954","2014-07-30",24.9
"955","2014-07-31",24
"956","2014-08-01",24.200001
"957","2014-08-04",24
"958","2014-08-05",23.16
"959","2014-08-06",23.9
"960","2014-08-07",24.700001
"961","2014-08-08",24
"962","2014-08-11",24
"963","2014-08-12",24
"964","2014-08-13",25
"965","2014-08-14",23.5
"966","2014-08-15",23.299999
"967","2014-08-18",23
"968","2014-08-19",23.6
"969","2014-08-20",22.639999
"970","2014-08-21",22.76
"971","2014-08-22",22.799999
"972","2014-08-25",22.6
"973","2014-08-26",23
"974","2014-08-27",22.5
"975","2014-08-28",22.4
"976","2014-08-29",22
"977","2014-09-02",21.719999
"978","2014-09-03",22
"979","2014-09-04",23
"980","2014-09-05",22.4
"981","2014-09-08",24.68
"982","2014-09-09",25.799999
"983","2014-09-10",25.1
"984","2014-09-11",25.34
"985","2014-09-12",24
"986","2014-09-15",23.5
"987","2014-09-16",22.84
"988","2014-09-17",22
"989","2014-09-18",21.799999
"990","2014-09-19",22.58
"991","2014-09-22",22.4
"992","2014-09-23",22
"993","2014-09-24",22
"994","2014-09-25",22
"995","2014-09-26",21.799999
"996","2014-09-29",22
"997","2014-09-30",21.68
"998","2014-10-01",21.6
"999","2014-10-02",21.5
"1000","2014-10-03",21
"1001","2014-10-06",20.200001
"1002","2014-10-07",20.799999
"1003","2014-10-08",21.4
"1004","2014-10-09",21
"1005","2014-10-10",20.120001
"1006","2014-10-13",17.200001
"1007","2014-10-14",18
"1008","2014-10-15",16.799999
"1009","2014-10-16",16.6
"1010","2014-10-17",18.6
"1011","2014-10-20",22.4
"1012","2014-10-21",21.9
"1013","2014-10-22",20
"1014","2014-10-23",20.6
"1015","2014-10-24",20.4
"1016","2014-10-27",20
"1017","2014-10-28",20
"1018","2014-10-29",20
"1019","2014-10-30",19.799999
"1020","2014-10-31",19.799999
"1021","2014-11-03",20.200001
"1022","2014-11-04",20.200001
"1023","2014-11-05",21
"1024","2014-11-06",19.5
"1025","2014-11-07",20
"1026","2014-11-10",19.4
