"","date","ORLY"
"1","2007-01-03",32.189999
"2","2007-01-04",32.349998
"3","2007-01-05",31.940001
"4","2007-01-08",31.68
"5","2007-01-09",31.92
"6","2007-01-10",32.040001
"7","2007-01-11",32.310001
"8","2007-01-12",32.52
"9","2007-01-16",32.540001
"10","2007-01-17",32.619999
"11","2007-01-18",32.349998
"12","2007-01-19",32.400002
"13","2007-01-22",33.310001
"14","2007-01-23",33.77
"15","2007-01-24",34.040001
"16","2007-01-25",33.209999
"17","2007-01-26",33.299999
"18","2007-01-29",33.099998
"19","2007-01-30",32.740002
"20","2007-01-31",34.91
"21","2007-02-01",34.66
"22","2007-02-02",34.599998
"23","2007-02-05",33.830002
"24","2007-02-06",34.299999
"25","2007-02-07",34.470001
"26","2007-02-08",34.549999
"27","2007-02-09",34.23
"28","2007-02-12",34.360001
"29","2007-02-13",34.540001
"30","2007-02-14",34.599998
"31","2007-02-15",34.709999
"32","2007-02-16",34.66
"33","2007-02-20",34.389999
"34","2007-02-21",34.419998
"35","2007-02-22",34.580002
"36","2007-02-23",34.66
"37","2007-02-26",34.5
"38","2007-02-27",33.169998
"39","2007-02-28",34.43
"40","2007-03-01",34.02
"41","2007-03-02",33.34
"42","2007-03-05",32.09
"43","2007-03-06",32.400002
"44","2007-03-07",32.689999
"45","2007-03-08",32.919998
"46","2007-03-09",32.75
"47","2007-03-12",33.119999
"48","2007-03-13",32.59
"49","2007-03-14",32.189999
"50","2007-03-15",32.240002
"51","2007-03-16",31.9
"52","2007-03-19",32.450001
"53","2007-03-20",32.880001
"54","2007-03-21",33.060001
"55","2007-03-22",33.610001
"56","2007-03-23",33.779999
"57","2007-03-26",33.639999
"58","2007-03-27",33.689999
"59","2007-03-28",33.349998
"60","2007-03-29",33.029999
"61","2007-03-30",33.099998
"62","2007-04-02",33.130001
"63","2007-04-03",33.43
"64","2007-04-04",33.369999
"65","2007-04-05",33.279999
"66","2007-04-09",33.369999
"67","2007-04-10",33.110001
"68","2007-04-11",33.150002
"69","2007-04-12",33.099998
"70","2007-04-13",33.470001
"71","2007-04-16",33.389999
"72","2007-04-17",33.740002
"73","2007-04-18",33.91
"74","2007-04-19",33.98
"75","2007-04-20",34.810001
"76","2007-04-23",34.84
"77","2007-04-24",34.889999
"78","2007-04-25",36.919998
"79","2007-04-26",36.380001
"80","2007-04-27",36.23
"81","2007-04-30",35.599998
"82","2007-05-01",35.970001
"83","2007-05-02",36.48
"84","2007-05-03",36.240002
"85","2007-05-04",36.150002
"86","2007-05-07",35.91
"87","2007-05-08",35.810001
"88","2007-05-09",36.009998
"89","2007-05-10",35.630001
"90","2007-05-11",35.43
"91","2007-05-14",35.459999
"92","2007-05-15",35.18
"93","2007-05-16",35.639999
"94","2007-05-17",36.259998
"95","2007-05-18",36.630001
"96","2007-05-21",36.509998
"97","2007-05-22",36.66
"98","2007-05-23",36.540001
"99","2007-05-24",36.299999
"100","2007-05-25",36.619999
"101","2007-05-29",36.990002
"102","2007-05-30",37.630001
"103","2007-05-31",37.990002
"104","2007-06-01",38.130001
"105","2007-06-04",38
"106","2007-06-05",37.639999
"107","2007-06-06",37.150002
"108","2007-06-07",36.48
"109","2007-06-08",37.119999
"110","2007-06-11",36.990002
"111","2007-06-12",36.439999
"112","2007-06-13",36.669998
"113","2007-06-14",36.740002
"114","2007-06-15",37.119999
"115","2007-06-18",37.330002
"116","2007-06-19",36.810001
"117","2007-06-20",36.68
"118","2007-06-21",36.75
"119","2007-06-22",36.169998
"120","2007-06-25",36.150002
"121","2007-06-26",35.810001
"122","2007-06-27",36.43
"123","2007-06-28",36.66
"124","2007-06-29",36.549999
"125","2007-07-02",36.810001
"126","2007-07-03",36.689999
"127","2007-07-05",36.73
"128","2007-07-06",36.970001
"129","2007-07-09",36.310001
"130","2007-07-10",35.549999
"131","2007-07-11",35.650002
"132","2007-07-12",35.990002
"133","2007-07-13",35.900002
"134","2007-07-16",35.110001
"135","2007-07-17",34.919998
"136","2007-07-18",34.990002
"137","2007-07-19",34.889999
"138","2007-07-20",34.610001
"139","2007-07-23",34.790001
"140","2007-07-24",34.400002
"141","2007-07-25",33.66
"142","2007-07-26",33.490002
"143","2007-07-27",33.689999
"144","2007-07-30",33.990002
"145","2007-07-31",33.310001
"146","2007-08-01",33.299999
"147","2007-08-02",33.75
"148","2007-08-03",32.610001
"149","2007-08-06",33.630001
"150","2007-08-07",34.509998
"151","2007-08-08",36
"152","2007-08-09",36.599998
"153","2007-08-10",34.48
"154","2007-08-13",34.150002
"155","2007-08-14",33.41
"156","2007-08-15",32.189999
"157","2007-08-16",31.629999
"158","2007-08-17",32.700001
"159","2007-08-20",33.32
"160","2007-08-21",33.52
"161","2007-08-22",34.389999
"162","2007-08-23",33.990002
"163","2007-08-24",34.889999
"164","2007-08-27",35.07
"165","2007-08-28",34.02
"166","2007-08-29",35.32
"167","2007-08-30",34.799999
"168","2007-08-31",35.540001
"169","2007-09-04",35.860001
"170","2007-09-05",35.400002
"171","2007-09-06",35.099998
"172","2007-09-07",34.48
"173","2007-09-10",34
"174","2007-09-11",34.029999
"175","2007-09-12",33.580002
"176","2007-09-13",33.830002
"177","2007-09-14",34.009998
"178","2007-09-17",33.990002
"179","2007-09-18",35.77
"180","2007-09-19",35.009998
"181","2007-09-20",34.540001
"182","2007-09-21",34.220001
"183","2007-09-24",33.990002
"184","2007-09-25",33.82
"185","2007-09-26",33.970001
"186","2007-09-27",34.299999
"187","2007-09-28",33.41
"188","2007-10-01",32.82
"189","2007-10-02",33.240002
"190","2007-10-03",33.450001
"191","2007-10-04",33.130001
"192","2007-10-05",33.540001
"193","2007-10-08",33.709999
"194","2007-10-09",34.610001
"195","2007-10-10",34.119999
"196","2007-10-11",33.860001
"197","2007-10-12",34
"198","2007-10-15",33.93
"199","2007-10-16",33.459999
"200","2007-10-17",33.240002
"201","2007-10-18",33.400002
"202","2007-10-19",32.849998
"203","2007-10-22",32.889999
"204","2007-10-23",33.220001
"205","2007-10-24",32.580002
"206","2007-10-25",32.810001
"207","2007-10-26",32.919998
"208","2007-10-29",32.740002
"209","2007-10-30",32.779999
"210","2007-10-31",33.02
"211","2007-11-01",32.580002
"212","2007-11-02",32.599998
"213","2007-11-05",32.169998
"214","2007-11-06",32.259998
"215","2007-11-07",31.57
"216","2007-11-08",31.84
"217","2007-11-09",30.92
"218","2007-11-12",31.18
"219","2007-11-13",32.240002
"220","2007-11-14",32.200001
"221","2007-11-15",32.119999
"222","2007-11-16",32.23
"223","2007-11-19",31.709999
"224","2007-11-20",31.5
"225","2007-11-21",31
"226","2007-11-23",31.200001
"227","2007-11-26",30.790001
"228","2007-11-27",31.75
"229","2007-11-28",33.09
"230","2007-11-29",32.630001
"231","2007-11-30",32.860001
"232","2007-12-03",33
"233","2007-12-04",33.759998
"234","2007-12-05",34.099998
"235","2007-12-06",34.630001
"236","2007-12-07",34.490002
"237","2007-12-10",34.07
"238","2007-12-11",31.91
"239","2007-12-12",31.559999
"240","2007-12-13",31.33
"241","2007-12-14",31.120001
"242","2007-12-17",30.549999
"243","2007-12-18",31.360001
"244","2007-12-19",30.93
"245","2007-12-20",31.27
"246","2007-12-21",32.009998
"247","2007-12-24",32.369999
"248","2007-12-26",32.32
"249","2007-12-27",32.200001
"250","2007-12-28",32.540001
"251","2007-12-31",32.43
"252","2008-01-02",32.330002
"253","2008-01-03",31.129999
"254","2008-01-04",30.129999
"255","2008-01-07",29.389999
"256","2008-01-08",26.969999
"257","2008-01-09",27.049999
"258","2008-01-10",26.15
"259","2008-01-11",25.5
"260","2008-01-14",25.74
"261","2008-01-15",25.709999
"262","2008-01-16",25.74
"263","2008-01-17",24.969999
"264","2008-01-18",25.1
"265","2008-01-22",26.49
"266","2008-01-23",28.129999
"267","2008-01-24",27.870001
"268","2008-01-25",27.85
"269","2008-01-28",28.84
"270","2008-01-29",28.82
"271","2008-01-30",28.16
"272","2008-01-31",29.43
"273","2008-02-01",30.620001
"274","2008-02-04",29.969999
"275","2008-02-05",29.07
"276","2008-02-06",28.85
"277","2008-02-07",29.68
"278","2008-02-08",29.68
"279","2008-02-11",29.809999
"280","2008-02-12",29.51
"281","2008-02-13",29.4
"282","2008-02-14",28.700001
"283","2008-02-15",28.35
"284","2008-02-19",27.719999
"285","2008-02-20",27.99
"286","2008-02-21",27.51
"287","2008-02-22",27.82
"288","2008-02-25",28.26
"289","2008-02-26",28.82
"290","2008-02-27",28.65
"291","2008-02-28",28.110001
"292","2008-02-29",26.959999
"293","2008-03-03",27.26
"294","2008-03-04",27.629999
"295","2008-03-05",27.59
"296","2008-03-06",26.879999
"297","2008-03-07",26.73
"298","2008-03-10",26.459999
"299","2008-03-11",27.059999
"300","2008-03-12",27.120001
"301","2008-03-13",27.129999
"302","2008-03-14",26.66
"303","2008-03-17",26
"304","2008-03-18",28.389999
"305","2008-03-19",27.969999
"306","2008-03-20",29.33
"307","2008-03-24",30.4
"308","2008-03-25",29.870001
"309","2008-03-26",28.91
"310","2008-03-27",28.620001
"311","2008-03-28",27.77
"312","2008-03-31",28.52
"313","2008-04-01",29.41
"314","2008-04-02",28.469999
"315","2008-04-03",28.389999
"316","2008-04-04",28.049999
"317","2008-04-07",27.860001
"318","2008-04-08",27.809999
"319","2008-04-09",27.139999
"320","2008-04-10",27.610001
"321","2008-04-11",27.09
"322","2008-04-14",27.209999
"323","2008-04-15",27.280001
"324","2008-04-16",27.67
"325","2008-04-17",27.4
"326","2008-04-18",27.780001
"327","2008-04-21",27.629999
"328","2008-04-22",27.549999
"329","2008-04-23",26.790001
"330","2008-04-24",27.57
"331","2008-04-25",28.280001
"332","2008-04-28",29.17
"333","2008-04-29",28.870001
"334","2008-04-30",28.870001
"335","2008-05-01",30.049999
"336","2008-05-02",29.780001
"337","2008-05-05",29.209999
"338","2008-05-06",29.040001
"339","2008-05-07",28.450001
"340","2008-05-08",28.299999
"341","2008-05-09",28.120001
"342","2008-05-12",28.809999
"343","2008-05-13",28.610001
"344","2008-05-14",28.790001
"345","2008-05-15",28.780001
"346","2008-05-16",27.700001
"347","2008-05-19",27.59
"348","2008-05-20",27
"349","2008-05-21",26.379999
"350","2008-05-22",26.540001
"351","2008-05-23",26.32
"352","2008-05-27",26.540001
"353","2008-05-28",26.450001
"354","2008-05-29",26.43
"355","2008-05-30",26.15
"356","2008-06-02",25.73
"357","2008-06-03",25.99
"358","2008-06-04",25.780001
"359","2008-06-05",26.41
"360","2008-06-06",25.219999
"361","2008-06-09",24.959999
"362","2008-06-10",25.6
"363","2008-06-11",24.66
"364","2008-06-12",25.25
"365","2008-06-13",25.620001
"366","2008-06-16",26
"367","2008-06-17",25.549999
"368","2008-06-18",25.040001
"369","2008-06-19",25.67
"370","2008-06-20",24.690001
"371","2008-06-23",23.719999
"372","2008-06-24",23.6
"373","2008-06-25",23.99
"374","2008-06-26",23.280001
"375","2008-06-27",22.790001
"376","2008-06-30",22.35
"377","2008-07-01",23.02
"378","2008-07-02",22.719999
"379","2008-07-03",22.35
"380","2008-07-07",22.34
"381","2008-07-08",23.139999
"382","2008-07-09",23.280001
"383","2008-07-10",22.98
"384","2008-07-11",22.65
"385","2008-07-14",22.75
"386","2008-07-15",22.51
"387","2008-07-16",23.48
"388","2008-07-17",24.360001
"389","2008-07-18",24.049999
