"","date","XP"
"1","2019-12-11",34.459999
"2","2019-12-12",34.639999
"3","2019-12-13",37.709999
"4","2019-12-16",35.799999
"5","2019-12-17",34.299999
"6","2019-12-18",38.099998
"7","2019-12-19",37.759998
"8","2019-12-20",40
"9","2019-12-23",39.23
"10","2019-12-24",39.630001
"11","2019-12-26",38.669998
"12","2019-12-27",38.490002
"13","2019-12-30",38.27
"14","2019-12-31",38.52
"15","2020-01-02",38.59
"16","2020-01-03",38.220001
"17","2020-01-06",36.209999
"18","2020-01-07",36.59
"19","2020-01-08",36.889999
"20","2020-01-09",37.82
"21","2020-01-10",37.59
"22","2020-01-13",37.540001
"23","2020-01-14",37.150002
"24","2020-01-15",37.549999
"25","2020-01-16",37.700001
"26","2020-01-17",38.790001
"27","2020-01-21",40.59
"28","2020-01-22",42.48
"29","2020-01-23",41
"30","2020-01-24",38.529999
"31","2020-01-27",37.610001
"32","2020-01-28",39.040001
"33","2020-01-29",40.330002
"34","2020-01-30",38.889999
"35","2020-01-31",40.139999
"36","2020-02-03",40.459999
"37","2020-02-04",38.970001
"38","2020-02-05",39.900002
"39","2020-02-06",38.299999
"40","2020-02-07",37.360001
"41","2020-02-10",37.32
"42","2020-02-11",38.990002
"43","2020-02-12",40.91
"44","2020-02-13",41.360001
"45","2020-02-14",40.32
"46","2020-02-18",40.939999
"47","2020-02-19",42.490002
"48","2020-02-20",42.990002
"49","2020-02-21",42.330002
"50","2020-02-24",39.5
"51","2020-02-25",37.5
"52","2020-02-26",36.200001
"53","2020-02-27",35.450001
"54","2020-02-28",34.650002
"55","2020-03-02",37.150002
"56","2020-03-03",36.16
"57","2020-03-04",38.84
"58","2020-03-05",35.759998
"59","2020-03-06",30.99
"60","2020-03-09",26.639999
"61","2020-03-10",29.950001
"62","2020-03-11",23.24
"63","2020-03-12",17.709999
"64","2020-03-13",22.389999
"65","2020-03-16",18.540001
"66","2020-03-17",19.92
"67","2020-03-18",17.6
"68","2020-03-19",20.9
"69","2020-03-20",17.940001
"70","2020-03-23",16.959999
"71","2020-03-24",19.639999
"72","2020-03-25",23
"73","2020-03-26",24.83
"74","2020-03-27",22.26
"75","2020-03-30",20.58
"76","2020-03-31",19.290001
"77","2020-04-01",17.93
"78","2020-04-02",17.200001
"79","2020-04-03",17.66
"80","2020-04-06",20.4
"81","2020-04-07",21.530001
"82","2020-04-08",21.59
"83","2020-04-09",22.57
"84","2020-04-13",21.18
"85","2020-04-14",22.780001
"86","2020-04-15",23.389999
"87","2020-04-16",25.450001
"88","2020-04-17",26.82
"89","2020-04-20",26.93
"90","2020-04-21",24.66
"91","2020-04-22",26.02
"92","2020-04-23",25.75
"93","2020-04-24",22.9
"94","2020-04-27",23.780001
"95","2020-04-28",24.93
"96","2020-04-29",25.129999
"97","2020-04-30",25.16
"98","2020-05-01",23.1
"99","2020-05-04",22.93
"100","2020-05-05",22.57
"101","2020-05-06",22.889999
"102","2020-05-07",24.42
"103","2020-05-08",25.110001
"104","2020-05-11",25.35
"105","2020-05-12",24.860001
"106","2020-05-13",27.9
"107","2020-05-14",26.059999
"108","2020-05-15",26.51
"109","2020-05-18",27.57
"110","2020-05-19",26.5
"111","2020-05-20",27.5
"112","2020-05-21",28.48
"113","2020-05-22",28.799999
"114","2020-05-26",30.92
"115","2020-05-27",30.52
"116","2020-05-28",30.43
"117","2020-05-29",30.360001
"118","2020-06-01",30.540001
"119","2020-06-02",32.25
"120","2020-06-03",34.650002
"121","2020-06-04",34.68
"122","2020-06-05",36.580002
"123","2020-06-08",41.035
"124","2020-06-09",40.709999
"125","2020-06-10",42.240002
"126","2020-06-11",39.009998
"127","2020-06-12",41.200001
"128","2020-06-15",41.759998
"129","2020-06-16",43.849998
"130","2020-06-17",46.27
"131","2020-06-18",48.080002
"132","2020-06-19",47.220001
"133","2020-06-22",46.450001
"134","2020-06-23",49.43
"135","2020-06-24",44.810001
"136","2020-06-25",46.150002
"137","2020-06-26",43.880001
"138","2020-06-29",43.52
"139","2020-06-30",42.009998
"140","2020-07-01",43.360001
"141","2020-07-02",44.790001
"142","2020-07-06",47.59
"143","2020-07-07",46.75
"144","2020-07-08",47.700001
"145","2020-07-09",47.16
"146","2020-07-10",47.009998
"147","2020-07-13",45.73
"148","2020-07-14",44.619999
"149","2020-07-15",44.93
"150","2020-07-16",42.599998
"151","2020-07-17",42.59
"152","2020-07-20",44.59
"153","2020-07-21",44.939999
"154","2020-07-22",45.639999
"155","2020-07-23",44.32
"156","2020-07-24",44.630001
"157","2020-07-27",47.23
"158","2020-07-28",47.279999
"159","2020-07-29",48.459999
"160","2020-07-30",47.43
"161","2020-07-31",46.5
"162","2020-08-03",47.099998
"163","2020-08-04",47.849998
"164","2020-08-05",47.939999
"165","2020-08-06",50
"166","2020-08-07",48.130001
"167","2020-08-10",47.98
"168","2020-08-11",47.349998
"169","2020-08-12",46.529999
"170","2020-08-13",45.16
"171","2020-08-14",44.150002
"172","2020-08-17",44.02
"173","2020-08-18",44.57
"174","2020-08-19",44.669998
"175","2020-08-20",45.139999
"176","2020-08-21",43.52
"177","2020-08-24",46.139999
"178","2020-08-25",47.169998
"179","2020-08-26",47.77
"180","2020-08-27",49.599998
"181","2020-08-28",49.740002
"182","2020-08-31",49.389999
"183","2020-09-01",51.029999
"184","2020-09-02",49.490002
"185","2020-09-03",47.889999
"186","2020-09-04",46.810001
"187","2020-09-08",45.700001
"188","2020-09-09",47.380001
"189","2020-09-10",45.43
"190","2020-09-11",44.439999
"191","2020-09-14",44.080002
"192","2020-09-15",43.990002
"193","2020-09-16",43.990002
"194","2020-09-17",43.369999
"195","2020-09-18",43.060001
"196","2020-09-21",42.09
"197","2020-09-22",43.380001
"198","2020-09-23",41.549999
"199","2020-09-24",42.560001
"200","2020-09-25",43.080002
"201","2020-09-28",41.5
"202","2020-09-29",41.389999
"203","2020-09-30",41.689999
"204","2020-10-01",41.900002
"205","2020-10-02",40.91
"206","2020-10-05",42.09
"207","2020-10-06",43.080002
"208","2020-10-07",41.759998
"209","2020-10-08",42.98
"210","2020-10-09",42.57
"211","2020-10-12",42.540001
"212","2020-10-13",41.16
"213","2020-10-14",43
"214","2020-10-15",42.189999
"215","2020-10-16",42.220001
"216","2020-10-19",42.110001
"217","2020-10-20",44.490002
"218","2020-10-21",45.5
"219","2020-10-22",43.669998
"220","2020-10-23",43.459999
"221","2020-10-26",42.779999
"222","2020-10-27",43.110001
"223","2020-10-28",40.630001
"224","2020-10-29",40.400002
"225","2020-10-30",40.080002
"226","2020-11-02",41.119999
"227","2020-11-03",42.34
"228","2020-11-04",40.380001
"229","2020-11-05",42.950001
"230","2020-11-06",42.139999
"231","2020-11-09",43.060001
"232","2020-11-10",39.32
"233","2020-11-11",39.52
"234","2020-11-12",38.490002
"235","2020-11-13",38.57
"236","2020-11-16",39.73
"237","2020-11-17",40.400002
"238","2020-11-18",39.450001
"239","2020-11-19",40.599998
"240","2020-11-20",40
"241","2020-11-23",40.77
"242","2020-11-24",42
"243","2020-11-25",41.98
"244","2020-11-27",41.66
