"","date","MED"
"577","2009-04-17",5.08
"578","2009-04-20",4.85
"579","2009-04-21",5.33
"580","2009-04-22",5.25
"581","2009-04-23",5.39
"582","2009-04-24",5.44
"583","2009-04-27",5.35
"584","2009-04-28",5.65
"585","2009-04-29",7.01
"586","2009-04-30",6.99
"587","2009-05-01",6.94
"588","2009-05-04",6.85
"589","2009-05-05",6.99
"590","2009-05-06",6.84
"591","2009-05-07",6.55
"592","2009-05-08",6.65
"593","2009-05-11",6.46
"594","2009-05-12",6.83
"595","2009-05-13",6.92
"596","2009-05-14",8.35
"597","2009-05-15",8.2
"598","2009-05-18",9.4
"599","2009-05-19",9.19
"600","2009-05-20",8.57
"601","2009-05-21",9.33
"602","2009-05-22",9.3
"603","2009-05-26",9.85
"604","2009-05-27",9.74
"605","2009-05-28",9.71
"606","2009-05-29",9.6
"607","2009-06-01",10.42
"608","2009-06-02",10.72
"609","2009-06-03",10.2
"610","2009-06-04",10.29
"611","2009-06-05",10.35
"612","2009-06-08",9.22
"613","2009-06-09",8.8
"614","2009-06-10",8.54
"615","2009-06-11",8.63
"616","2009-06-12",8.78
"617","2009-06-15",8.41
"618","2009-06-16",8.09
"619","2009-06-17",8.13
"620","2009-06-18",8.46
"621","2009-06-19",8.99
"622","2009-06-22",8.23
"623","2009-06-23",8.3
"624","2009-06-24",8.75
"625","2009-06-25",9.65
"626","2009-06-26",10.6
"627","2009-06-29",11.01
"628","2009-06-30",11.46
"629","2009-07-01",11.24
"630","2009-07-02",10.39
"631","2009-07-06",10.98
"632","2009-07-07",10.75
"633","2009-07-08",9.89
"634","2009-07-09",10.04
"635","2009-07-10",10.19
"636","2009-07-13",10.85
"637","2009-07-14",11.13
"638","2009-07-15",11.91
"639","2009-07-16",12.3
"640","2009-07-17",12.85
"641","2009-07-20",13.66
"642","2009-07-21",13.9
"643","2009-07-22",13.79
"644","2009-07-23",13.98
"645","2009-07-24",14.25
"646","2009-07-27",14.76
"647","2009-07-28",14.69
"648","2009-07-29",14.36
"649","2009-07-30",14.89
"650","2009-07-31",14.95
"651","2009-08-03",15.9
"652","2009-08-04",16.25
"653","2009-08-05",15.63
"654","2009-08-06",13.46
"655","2009-08-07",14.09
"656","2009-08-10",14.33
"657","2009-08-11",13.98
"658","2009-08-12",14.77
"659","2009-08-13",15.91
"660","2009-08-14",16.379999
"661","2009-08-17",15.23
"662","2009-08-18",15.73
"663","2009-08-19",15.98
"664","2009-08-20",16.57
"665","2009-08-21",16.700001
"666","2009-08-24",17.77
"667","2009-08-25",18.459999
"668","2009-08-26",19
"669","2009-08-27",18.629999
"670","2009-08-28",18.58
"671","2009-08-31",18.780001
"672","2009-09-01",17.209999
"673","2009-09-02",17.059999
"674","2009-09-03",17.32
"675","2009-09-04",17.879999
"676","2009-09-08",17.85
"677","2009-09-09",18.469999
"678","2009-09-10",19.200001
"679","2009-09-11",19.440001
"680","2009-09-14",19.91
"681","2009-09-15",20.700001
"682","2009-09-16",21.280001
"683","2009-09-17",19.889999
"684","2009-09-18",20.450001
"685","2009-09-21",21.15
"686","2009-09-22",21.82
"687","2009-09-23",22.309999
"688","2009-09-24",20.530001
"689","2009-09-25",19.540001
"690","2009-09-28",21
"691","2009-09-29",21.93
"692","2009-09-30",21.719999
"693","2009-10-01",20.030001
"694","2009-10-02",19.42
"695","2009-10-05",21.129999
"696","2009-10-06",21.559999
"697","2009-10-07",21.709999
"698","2009-10-08",22.620001
"699","2009-10-09",22.379999
"700","2009-10-12",22.860001
"701","2009-10-13",22.67
"702","2009-10-14",23.74
"703","2009-10-15",23.610001
"704","2009-10-16",23.9
"705","2009-10-19",24.65
"706","2009-10-20",24.459999
"707","2009-10-21",24.25
"708","2009-10-22",23.799999
"709","2009-10-23",23.370001
"710","2009-10-26",21.280001
"711","2009-10-27",20.85
"712","2009-10-28",19.66
"713","2009-10-29",23.120001
"714","2009-10-30",22.02
"715","2009-11-02",22.91
"716","2009-11-03",23.49
"717","2009-11-04",24.959999
"718","2009-11-05",26.5
"719","2009-11-06",26.219999
"720","2009-11-09",27.02
"721","2009-11-10",26.93
"722","2009-11-11",27.32
"723","2009-11-12",26.530001
"724","2009-11-13",26.700001
"725","2009-11-16",27.719999
"726","2009-11-17",28
"727","2009-11-18",28.309999
"728","2009-11-19",27.290001
"729","2009-11-20",26.690001
"730","2009-11-23",27.57
"731","2009-11-24",27.530001
"732","2009-11-25",27.59
"733","2009-11-27",26.719999
"734","2009-11-30",26.98
"735","2009-12-01",28.58
"736","2009-12-02",29.6
"737","2009-12-03",29.65
"738","2009-12-04",31.639999
"739","2009-12-07",31.389999
"740","2009-12-08",31.01
"741","2009-12-09",31.110001
"742","2009-12-10",31.030001
"743","2009-12-11",31.33
"744","2009-12-14",32.119999
"745","2009-12-15",32.349998
"746","2009-12-16",32.830002
"747","2009-12-17",32.25
"748","2009-12-18",31.82
"749","2009-12-21",32.150002
"750","2009-12-22",32.580002
"751","2009-12-23",33.84
"752","2009-12-24",34.810001
"753","2009-12-28",35.349998
"754","2009-12-29",33.790001
"755","2009-12-30",30.33
"756","2009-12-31",30.58
"757","2010-01-04",33.23
"758","2010-01-05",33.869999
"759","2010-01-06",32.950001
"760","2010-01-07",32.360001
"761","2010-01-08",30.91
"762","2010-01-11",26.32
"763","2010-01-12",26.690001
"764","2010-01-13",27
"765","2010-01-14",22.99
"766","2010-01-15",22.620001
"767","2010-01-19",20.969999
"768","2010-01-20",20.549999
"769","2010-01-21",19.379999
"770","2010-01-22",18.879999
"771","2010-01-25",21.24
"772","2010-01-26",20.530001
"773","2010-01-27",18.799999
"774","2010-01-28",18.02
"775","2010-01-29",16.65
"776","2010-02-01",17.969999
"777","2010-02-02",18.41
"778","2010-02-03",17.6
"779","2010-02-04",16.879999
"780","2010-02-05",16.85
"781","2010-02-08",16.799999
"782","2010-02-09",17.540001
"783","2010-02-10",17.76
"784","2010-02-11",18.74
"785","2010-02-12",19.040001
"786","2010-02-16",21.700001
"787","2010-02-17",22.690001
"788","2010-02-18",22.34
"789","2010-02-19",21.58
"790","2010-02-22",21.360001
"791","2010-02-23",20.780001
"792","2010-02-24",20.969999
"793","2010-02-25",21
"794","2010-02-26",21.139999
"795","2010-03-01",22.719999
"796","2010-03-02",23.26
"797","2010-03-03",23.15
"798","2010-03-04",22.549999
"799","2010-03-05",23.610001
"800","2010-03-08",24.92
"801","2010-03-09",24.700001
"802","2010-03-10",24.35
"803","2010-03-11",24.91
"804","2010-03-12",24.74
"805","2010-03-15",24.690001
"806","2010-03-16",25.83
"807","2010-03-17",26.290001
"808","2010-03-18",25.860001
"809","2010-03-19",24.9
"810","2010-03-22",24.879999
"811","2010-03-23",25.190001
"812","2010-03-24",24.92
"813","2010-03-25",23.99
"814","2010-03-26",22.959999
"815","2010-03-29",24.110001
"816","2010-03-30",23.65
"817","2010-03-31",25.129999
"818","2010-04-01",25.43
"819","2010-04-05",25.690001
"820","2010-04-06",26.52
"821","2010-04-07",27.309999
"822","2010-04-08",27.299999
"823","2010-04-09",27.65
"824","2010-04-12",28.610001
"825","2010-04-13",28.530001
"826","2010-04-14",29.68
"827","2010-04-15",30.120001
"828","2010-04-16",29.5
"829","2010-04-19",29.889999
"830","2010-04-20",29.4
"831","2010-04-21",29.91
"832","2010-04-22",29.9
"833","2010-04-23",30.940001
"834","2010-04-26",31.58
"835","2010-04-27",30.389999
"836","2010-04-28",30.799999
"837","2010-04-29",32.189999
"838","2010-04-30",31.92
"839","2010-05-03",32.799999
"840","2010-05-04",31.98
"841","2010-05-05",30.200001
"842","2010-05-06",32.549999
"843","2010-05-07",30.379999
"844","2010-05-10",32.240002
"845","2010-05-11",33.439999
"846","2010-05-12",35.540001
"847","2010-05-13",36.779999
"848","2010-05-14",35.759998
"849","2010-05-17",35.810001
"850","2010-05-18",35.080002
"851","2010-05-19",30.9
"852","2010-05-20",29.280001
"853","2010-05-21",30.790001
"854","2010-05-24",30.309999
"855","2010-05-25",30.049999
"856","2010-05-26",30.99
"857","2010-05-27",32.59
"858","2010-05-28",31.370001
"859","2010-06-01",30.01
"860","2010-06-02",32.060001
"861","2010-06-03",32.5
"862","2010-06-04",29.709999
"863","2010-06-07",28.18
"864","2010-06-08",27.530001
"865","2010-06-09",27.99
"866","2010-06-10",29.360001
"867","2010-06-11",29.5
"868","2010-06-14",29.75
"869","2010-06-15",30.450001
"870","2010-06-16",30.530001
"871","2010-06-17",29.49
"872","2010-06-18",28.42
"873","2010-06-21",27.49
"874","2010-06-22",27.02
"875","2010-06-23",28.530001
"876","2010-06-24",27.559999
"877","2010-06-25",28.35
"878","2010-06-28",28.08
"879","2010-06-29",26.280001
"880","2010-06-30",25.91
"881","2010-07-01",25.700001
"882","2010-07-02",24.76
"883","2010-07-06",24.1
"884","2010-07-07",25.48
"885","2010-07-08",27.08
"886","2010-07-09",27.559999
"887","2010-07-12",27.93
"888","2010-07-13",29.559999
"889","2010-07-14",30.17
"890","2010-07-15",29.83
"891","2010-07-16",28.98
"892","2010-07-19",28.790001
"893","2010-07-20",29.700001
"894","2010-07-21",29.52
"895","2010-07-22",30.360001
"896","2010-07-23",31.370001
"897","2010-07-26",32.5
"898","2010-07-27",31.68
"899","2010-07-28",30.440001
"900","2010-07-29",30.860001
"901","2010-07-30",30.24
"902","2010-08-02",31.360001
"903","2010-08-03",30.950001
"904","2010-08-04",31.59
"905","2010-08-05",29.74
"906","2010-08-06",29.51
"907","2010-08-09",30.82
"908","2010-08-10",30.1
"909","2010-08-11",28.43
"910","2010-08-12",28.709999
"911","2010-08-13",27.91
"912","2010-08-16",28.139999
"913","2010-08-17",28.35
"914","2010-08-18",28.43
"915","2010-08-19",28
"916","2010-08-20",27.950001
"917","2010-08-23",27.530001
"918","2010-08-24",26.719999
"919","2010-08-25",27.120001
"920","2010-08-26",26.75
"921","2010-08-27",28.07
"922","2010-08-30",26.73
"923","2010-08-31",26.719999
"924","2010-09-01",28.360001
"925","2010-09-02",28.42
"926","2010-09-03",28.860001
"927","2010-09-07",28.379999
"928","2010-09-08",28.530001
"929","2010-09-09",27.299999
"930","2010-09-10",27.17
"931","2010-09-13",26.77
"932","2010-09-14",26.610001
"933","2010-09-15",26.059999
"934","2010-09-16",26.42
"935","2010-09-17",26.65
"936","2010-09-20",27
"937","2010-09-21",26.65
"938","2010-09-22",26.24
"939","2010-09-23",25.450001
"940","2010-09-24",25.98
"941","2010-09-27",26.67
"942","2010-09-28",27.040001
"943","2010-09-29",27.18
"944","2010-09-30",27.129999
"945","2010-10-01",26.85
"946","2010-10-04",26.309999
"947","2010-10-05",26.76
"948","2010-10-06",26.129999
"949","2010-10-07",26.190001
"950","2010-10-08",26.51
"951","2010-10-11",26.799999
"952","2010-10-12",26.49
"953","2010-10-13",26.98
"954","2010-10-14",26.379999
"955","2010-10-15",25.780001
"956","2010-10-18",24.629999
"957","2010-10-19",23.559999
"958","2010-10-20",23.790001
"959","2010-10-21",23.629999
"960","2010-10-22",23.690001
"961","2010-10-25",23.67
"962","2010-10-26",23.639999
"963","2010-10-27",23.59
"964","2010-10-28",23.4
"965","2010-10-29",23.879999
"966","2010-11-01",23.379999
"967","2010-11-02",23.950001
"968","2010-11-03",24.799999
"969","2010-11-04",25.709999
"970","2010-11-05",24.049999
"971","2010-11-08",24.389999
"972","2010-11-09",24.6
"973","2010-11-10",24.58
"974","2010-11-11",23.940001
"975","2010-11-12",23.51
"976","2010-11-15",23.59
"977","2010-11-16",23.34
"978","2010-11-17",23.25
"979","2010-11-18",23.49
"980","2010-11-19",23.82
"981","2010-11-22",23.77
"982","2010-11-23",23.870001
"983","2010-11-24",24.370001
"984","2010-11-26",24.059999
"985","2010-11-29",24.42
"986","2010-11-30",24.360001
"987","2010-12-01",25.459999
"988","2010-12-02",26.35
"989","2010-12-03",27.450001
