"","date","MED"
"1","2007-01-03",12.21
"2","2007-01-04",12.4
"3","2007-01-05",11.6
"4","2007-01-08",11.19
"5","2007-01-09",11.11
"6","2007-01-10",10.86
"7","2007-01-11",10.4
"8","2007-01-12",10.25
"9","2007-01-16",9.91
"10","2007-01-17",9.5
"11","2007-01-18",9.11
"12","2007-01-19",10
"13","2007-01-22",9.82
"14","2007-01-23",9.73
"15","2007-01-24",9.81
"16","2007-01-25",9.75
"17","2007-01-26",9.45
"18","2007-01-29",9.78
"19","2007-01-30",9.61
"20","2007-01-31",9.33
"21","2007-02-01",9.4
"22","2007-02-02",9.49
"23","2007-02-05",9.13
"24","2007-02-06",9.05
"25","2007-02-07",8.87
"26","2007-02-08",8.57
"27","2007-02-09",7.77
"28","2007-02-12",9.32
"29","2007-02-13",8.79
"30","2007-02-14",9
"31","2007-02-15",8.88
"32","2007-02-16",8.64
"33","2007-02-20",8.68
"34","2007-02-21",8.7
"35","2007-02-22",8.63
"36","2007-02-23",8.53
"37","2007-02-26",8.34
"38","2007-02-27",8.03
"39","2007-02-28",8.52
"40","2007-03-01",8.59
"41","2007-03-02",8.17
"42","2007-03-05",7.98
"43","2007-03-06",8.19
"44","2007-03-07",7.01
"45","2007-03-08",6.53
"46","2007-03-09",6.66
"47","2007-03-12",6.14
"48","2007-03-13",6.13
"49","2007-03-14",6.03
"50","2007-03-15",6.65
"51","2007-03-16",6.7
"52","2007-03-19",6.21
"53","2007-03-20",6.27
"54","2007-03-21",6.35
"55","2007-03-22",6.55
"56","2007-03-23",6.47
"57","2007-03-26",6.6
"58","2007-03-27",6.99
"59","2007-03-28",7.3
"60","2007-03-29",7.1
"61","2007-03-30",7.16
"62","2007-04-02",7.6
"63","2007-04-03",7.78
"64","2007-04-04",7.65
"65","2007-04-05",7.2
"66","2007-04-09",7.23
"67","2007-04-10",7.19
"68","2007-04-11",7.06
"69","2007-04-12",7.1
"70","2007-04-13",6.96
"71","2007-04-16",7.44
"72","2007-04-17",7.29
"73","2007-04-18",7.43
"74","2007-04-19",7.37
"75","2007-04-20",7.35
"76","2007-04-23",7.19
"77","2007-04-24",7.17
"78","2007-04-25",7.01
"79","2007-04-26",7.22
"80","2007-04-27",7.62
"81","2007-04-30",7.3
"82","2007-05-01",7.09
"83","2007-05-02",7.26
"84","2007-05-03",7.17
"85","2007-05-04",7.2
"86","2007-05-07",7.01
"87","2007-05-08",7.01
"88","2007-05-09",7.04
"89","2007-05-10",7
"90","2007-05-11",6.71
"91","2007-05-14",6.64
"92","2007-05-15",6.48
"93","2007-05-16",6.4
"94","2007-05-17",6.32
"95","2007-05-18",6.58
"96","2007-05-21",6.53
"97","2007-05-22",7.02
"98","2007-05-23",6.98
"99","2007-05-24",6.64
"100","2007-05-25",7.32
"101","2007-05-29",7.72
"102","2007-05-30",8.31
"103","2007-05-31",8.73
"104","2007-06-01",9.25
"105","2007-06-04",8.67
"106","2007-06-05",8.99
"107","2007-06-06",9.24
"108","2007-06-07",9.04
"109","2007-06-08",8.92
"110","2007-06-11",8.97
"111","2007-06-12",9.03
"112","2007-06-13",8.99
"113","2007-06-14",8.89
"114","2007-06-15",8.94
"115","2007-06-18",8.93
"116","2007-06-19",8.87
"117","2007-06-20",8.5
"118","2007-06-21",8.46
"119","2007-06-22",9.2
"120","2007-06-25",8.97
"121","2007-06-26",9.08
"122","2007-06-27",8.99
"123","2007-06-28",8.95
"124","2007-06-29",8.95
"125","2007-07-02",8.83
"126","2007-07-03",8.66
"127","2007-07-05",8.63
"128","2007-07-06",8.76
"129","2007-07-09",8.67
"130","2007-07-10",8.6
"131","2007-07-11",8.45
"132","2007-07-12",8.57
"133","2007-07-13",8.53
"134","2007-07-16",8.41
"135","2007-07-17",8.46
"136","2007-07-18",8.37
"137","2007-07-19",8.47
"138","2007-07-20",8.13
"139","2007-07-23",7.63
"140","2007-07-24",7.71
"141","2007-07-25",7.12
"142","2007-07-26",7.35
"143","2007-07-27",7.48
"144","2007-07-30",7.5
"145","2007-07-31",7.36
"146","2007-08-01",7.32
"147","2007-08-02",7.4
"148","2007-08-03",7.14
"149","2007-08-06",7.16
"150","2007-08-07",7.08
"151","2007-08-08",7.36
"152","2007-08-09",7.35
"153","2007-08-10",7.24
"154","2007-08-13",7.27
"155","2007-08-14",7.04
"156","2007-08-15",6.9
"157","2007-08-16",6.5
"158","2007-08-17",6.5
"159","2007-08-20",6.71
"160","2007-08-21",6.58
"161","2007-08-22",6.7
"162","2007-08-23",6.7
"163","2007-08-24",6.65
"164","2007-08-27",6.56
"165","2007-08-28",6.47
"166","2007-08-29",6.36
"167","2007-08-30",6.41
"168","2007-08-31",6.45
"169","2007-09-04",6.43
"170","2007-09-05",6.37
"171","2007-09-06",6.68
"172","2007-09-07",6.45
"173","2007-09-10",6.44
"174","2007-09-11",6.06
"175","2007-09-12",6.03
"176","2007-09-13",6.03
"177","2007-09-14",6.04
"178","2007-09-17",6.09
"179","2007-09-18",5.97
"180","2007-09-19",6.37
"181","2007-09-20",6.12
"182","2007-09-21",6
"183","2007-09-24",5.83
"184","2007-09-25",5.77
"185","2007-09-26",5.72
"186","2007-09-27",5.62
"187","2007-09-28",5.58
"188","2007-10-01",5.62
"189","2007-10-02",6.24
"190","2007-10-03",5.94
"191","2007-10-04",6.13
"192","2007-10-05",5.7
"193","2007-10-08",5.48
"194","2007-10-09",5.35
"195","2007-10-10",5.58
"196","2007-10-11",5.41
"197","2007-10-12",5.5
"198","2007-10-15",5.2
"199","2007-10-16",5.18
"200","2007-10-17",5.17
"201","2007-10-18",5.24
"202","2007-10-19",5.11
"203","2007-10-22",5.08
"204","2007-10-23",5.14
"205","2007-10-24",5.02
"206","2007-10-25",4.93
"207","2007-10-26",4.97
"208","2007-10-29",4.98
"209","2007-10-30",5
"210","2007-10-31",5.05
"211","2007-11-01",4.92
"212","2007-11-02",5.1
"213","2007-11-05",4.66
"214","2007-11-06",4.46
"215","2007-11-07",4.51
"216","2007-11-08",4.61
"217","2007-11-09",4.51
"218","2007-11-12",4.34
"219","2007-11-13",4.55
"220","2007-11-14",4.46
"221","2007-11-15",4.44
"222","2007-11-16",4.41
"223","2007-11-19",4.27
"224","2007-11-20",4.24
"225","2007-11-21",4.27
"226","2007-11-23",4.3
"227","2007-11-26",4.08
"228","2007-11-27",4.24
"229","2007-11-28",4.32
"230","2007-11-29",4.19
"231","2007-11-30",4.21
"232","2007-12-03",4.12
"233","2007-12-04",3.97
"234","2007-12-05",3.96
"235","2007-12-06",4.03
"236","2007-12-07",4.01
"237","2007-12-10",4.08
"238","2007-12-11",3.95
"239","2007-12-12",3.91
"240","2007-12-13",3.93
"241","2007-12-14",3.88
"242","2007-12-17",3.82
"243","2007-12-18",3.9
"244","2007-12-19",3.85
"245","2007-12-20",3.79
"246","2007-12-21",3.92
"247","2007-12-24",4.11
"248","2007-12-26",4.52
"249","2007-12-27",4.52
"250","2007-12-28",4.5
"251","2007-12-31",4.85
"252","2008-01-02",4.95
"253","2008-01-03",4.85
"254","2008-01-04",4.88
"255","2008-01-07",4.91
"256","2008-01-08",4.99
"257","2008-01-09",4.64
"258","2008-01-10",4.61
"259","2008-01-11",4.64
"260","2008-01-14",4.75
"261","2008-01-15",4.64
"262","2008-01-16",4.76
"263","2008-01-17",4.5
"264","2008-01-18",4.3
"265","2008-01-22",4.05
"266","2008-01-23",4.1
"267","2008-01-24",4.36
"268","2008-01-25",4.55
"269","2008-01-28",4.88
"270","2008-01-29",4.87
"271","2008-01-30",4.79
"272","2008-01-31",4.83
"273","2008-02-01",4.85
"274","2008-02-04",4.84
"275","2008-02-05",4.68
"276","2008-02-06",4.58
"277","2008-02-07",4.4
"278","2008-02-08",4.33
"279","2008-02-11",4.3
"280","2008-02-12",4.51
"281","2008-02-13",4.73
"282","2008-02-14",4.66
"283","2008-02-15",4.59
"284","2008-02-19",4.46
"285","2008-02-20",4.3
"286","2008-02-21",4.13
"287","2008-02-22",4.05
"288","2008-02-25",4.18
"289","2008-02-26",4.25
"290","2008-02-27",4.23
"291","2008-02-28",4.26
"292","2008-02-29",4.2
"293","2008-03-03",4.02
"294","2008-03-04",4.21
"295","2008-03-05",4.16
"296","2008-03-06",4.03
"297","2008-03-07",4.01
"298","2008-03-10",3.68
"299","2008-03-11",3.78
"300","2008-03-12",3.76
"301","2008-03-13",4.18
"302","2008-03-14",4.01
"303","2008-03-17",3.82
"304","2008-03-18",3.91
"305","2008-03-19",3.94
"306","2008-03-20",3.93
"307","2008-03-24",4.13
"308","2008-03-25",4.04
"309","2008-03-26",4.18
"310","2008-03-27",4.23
"311","2008-03-28",4.21
"312","2008-03-31",4.23
"313","2008-04-01",4.35
"314","2008-04-02",4.55
"315","2008-04-03",4.63
"316","2008-04-04",4.6
"317","2008-04-07",4.65
"318","2008-04-08",4.89
"319","2008-04-09",4.84
"320","2008-04-10",4.82
"321","2008-04-11",4.68
"322","2008-04-14",4.68
"323","2008-04-15",4.52
"324","2008-04-16",4.52
"325","2008-04-17",4.6
"326","2008-04-18",4.56
"327","2008-04-21",4.56
"328","2008-04-22",4.4
"329","2008-04-23",4.6
"330","2008-04-24",4.6
"331","2008-04-25",4.61
"332","2008-04-28",4.75
"333","2008-04-29",4.75
"334","2008-04-30",4.76
"335","2008-05-01",4.71
"336","2008-05-02",4.56
"337","2008-05-05",4.7
"338","2008-05-06",4.99
"339","2008-05-07",4.97
"340","2008-05-08",4.94
"341","2008-05-09",4.86
"342","2008-05-12",5
"343","2008-05-13",4.91
"344","2008-05-14",4.82
"345","2008-05-15",4.94
"346","2008-05-16",4.97
"347","2008-05-19",5
"348","2008-05-20",5
"349","2008-05-21",4.99
"350","2008-05-22",5
"351","2008-05-23",4.93
"352","2008-05-27",4.94
"353","2008-05-28",5.56
"354","2008-05-29",6.2
"355","2008-05-30",5.85
"356","2008-06-02",5.77
"357","2008-06-03",6.12
"358","2008-06-04",5.93
"359","2008-06-05",6.26
"360","2008-06-06",6.06
"361","2008-06-09",5.86
"362","2008-06-10",6.04
"363","2008-06-11",5.72
"364","2008-06-12",5.97
"365","2008-06-13",6.07
"366","2008-06-16",6.68
"367","2008-06-17",6.45
"368","2008-06-18",5.82
"369","2008-06-19",6.05
"370","2008-06-20",5.93
"371","2008-06-23",5.81
"372","2008-06-24",5.77
"373","2008-06-25",5.94
"374","2008-06-26",5.94
"375","2008-06-27",5.69
"376","2008-06-30",5.26
"377","2008-07-01",5.27
"378","2008-07-02",4.8
"379","2008-07-03",5.02
"380","2008-07-07",4.94
"381","2008-07-08",5.06
"382","2008-07-09",5.12
"383","2008-07-10",4.99
"384","2008-07-11",4.97
"385","2008-07-14",5.08
"386","2008-07-15",5.06
"387","2008-07-16",5.31
"388","2008-07-17",5.24
"389","2008-07-18",5.1
"390","2008-07-21",5.13
"391","2008-07-22",5.36
"392","2008-07-23",5.52
"393","2008-07-24",5.37
"394","2008-07-25",5.2
"395","2008-07-28",4.84
"396","2008-07-29",5.33
"397","2008-07-30",5.3
"398","2008-07-31",5.43
"399","2008-08-01",5.39
"400","2008-08-04",5.19
"401","2008-08-05",5.25
"402","2008-08-06",5.28
"403","2008-08-07",5.94
"404","2008-08-08",6.36
"405","2008-08-11",6.05
"406","2008-08-12",6.46
"407","2008-08-13",6.82
"408","2008-08-14",7.29
"409","2008-08-15",7.4
"410","2008-08-18",7.6
"411","2008-08-19",7.34
"412","2008-08-20",7.95
"413","2008-08-21",7.94
"414","2008-08-22",8.17
"415","2008-08-25",8.34
"416","2008-08-26",8.71
"417","2008-08-27",8.26
"418","2008-08-28",8.41
"419","2008-08-29",8.29
"420","2008-09-02",8.32
"421","2008-09-03",8.84
"422","2008-09-04",8.76
"423","2008-09-05",8.6
"424","2008-09-08",8.84
"425","2008-09-09",8.82
"426","2008-09-10",8.85
"427","2008-09-11",8.68
"428","2008-09-12",8.6
"429","2008-09-15",8.1
"430","2008-09-16",8
"431","2008-09-17",7.71
"432","2008-09-18",7.35
"433","2008-09-19",7.8
"434","2008-09-22",7.49
"435","2008-09-23",7.56
"436","2008-09-24",7.28
"437","2008-09-25",7.16
"438","2008-09-26",6.86
"439","2008-09-29",5.6
"440","2008-09-30",6.81
"441","2008-10-01",6.79
"442","2008-10-02",6.4
"443","2008-10-03",6.08
"444","2008-10-06",5.27
"445","2008-10-07",5.11
"446","2008-10-08",4.78
"447","2008-10-09",4.55
"448","2008-10-10",4.48
"449","2008-10-13",4.71
"450","2008-10-14",4.93
"451","2008-10-15",4.49
"452","2008-10-16",4.9
"453","2008-10-17",4.98
"454","2008-10-20",5.21
"455","2008-10-21",5.81
"456","2008-10-22",5.55
"457","2008-10-23",5.16
"458","2008-10-24",4.87
"459","2008-10-27",4.37
"460","2008-10-28",4.35
"461","2008-10-29",4.31
"462","2008-10-30",5.03
"463","2008-10-31",5.4
"464","2008-11-03",5.23
"465","2008-11-04",5.41
"466","2008-11-05",5.99
"467","2008-11-06",5.11
"468","2008-11-07",4.89
"469","2008-11-10",4.84
"470","2008-11-11",4.83
"471","2008-11-12",4.75
"472","2008-11-13",4.85
"473","2008-11-14",4.73
"474","2008-11-17",4.45
"475","2008-11-18",4.34
"476","2008-11-19",4
"477","2008-11-20",3.76
"478","2008-11-21",3.52
"479","2008-11-24",3.8
"480","2008-11-25",3.97
"481","2008-11-26",4.25
"482","2008-11-28",4.25
"483","2008-12-01",3.81
"484","2008-12-02",3.7
"485","2008-12-03",4.13
"486","2008-12-04",4.3
"487","2008-12-05",4.37
"488","2008-12-08",4.69
"489","2008-12-09",4.83
"490","2008-12-10",4.8
"491","2008-12-11",5.01
"492","2008-12-12",4.94
"493","2008-12-15",5.1
"494","2008-12-16",5.26
"495","2008-12-17",5.98
"496","2008-12-18",5.63
"497","2008-12-19",5.4
"498","2008-12-22",5.24
"499","2008-12-23",5.27
"500","2008-12-24",5.23
"501","2008-12-26",5.32
"502","2008-12-29",5.2
"503","2008-12-30",5.3
"504","2008-12-31",5.52
"505","2009-01-02",5.92
"506","2009-01-05",5.85
"507","2009-01-06",5.95
"508","2009-01-07",5.81
"509","2009-01-08",5.99
"510","2009-01-09",5.89
"511","2009-01-12",6.05
"512","2009-01-13",6.1
"513","2009-01-14",5.77
"514","2009-01-15",5.8
"515","2009-01-16",5.88
"516","2009-01-20",5.74
"517","2009-01-21",5.94
"518","2009-01-22",6.98
"519","2009-01-23",6.91
"520","2009-01-26",6.93
"521","2009-01-27",7
"522","2009-01-28",7.77
"523","2009-01-29",7.55
"524","2009-01-30",7.74
"525","2009-02-02",7.58
"526","2009-02-03",7.69
"527","2009-02-04",6.96
"528","2009-02-05",7.5
"529","2009-02-06",7.7
"530","2009-02-09",7.31
"531","2009-02-10",6.76
"532","2009-02-11",6.75
"533","2009-02-12",7.22
"534","2009-02-13",7.3
"535","2009-02-17",5.13
"536","2009-02-18",5.2
"537","2009-02-19",4.99
"538","2009-02-20",4.67
"539","2009-02-23",4.41
"540","2009-02-24",4.92
"541","2009-02-25",4.86
"542","2009-02-26",4.61
"543","2009-02-27",4.6
"544","2009-03-02",4.17
"545","2009-03-03",4.41
"546","2009-03-04",4.56
"547","2009-03-05",4.3
"548","2009-03-06",4.52
"549","2009-03-09",4.42
"550","2009-03-10",4.9
"551","2009-03-11",5.03
"552","2009-03-12",5.39
"553","2009-03-13",5.1
"554","2009-03-16",5.04
"555","2009-03-17",4.97
"556","2009-03-18",5.09
"557","2009-03-19",4.63
"558","2009-03-20",4.2
"559","2009-03-23",4.23
"560","2009-03-24",4.23
"561","2009-03-25",4.09
"562","2009-03-26",4.4
"563","2009-03-27",4.25
"564","2009-03-30",4.25
"565","2009-03-31",4.15
"566","2009-04-01",4.24
"567","2009-04-02",4.42
"568","2009-04-03",4.55
"569","2009-04-06",4.45
"570","2009-04-07",4.5
"571","2009-04-08",5
"572","2009-04-09",5.03
"573","2009-04-13",5.13
"574","2009-04-14",5
"575","2009-04-15",5.2
"576","2009-04-16",5.07
