"","date","HSII"
"1","2007-01-03",42.02
"2","2007-01-04",42.52
"3","2007-01-05",42.220001
"4","2007-01-08",42.02
"5","2007-01-09",41.779999
"6","2007-01-10",42.25
"7","2007-01-11",43.529999
"8","2007-01-12",43.810001
"9","2007-01-16",43.509998
"10","2007-01-17",43.27
"11","2007-01-18",42.669998
"12","2007-01-19",42.93
"13","2007-01-22",42.849998
"14","2007-01-23",43.040001
"15","2007-01-24",43.060001
"16","2007-01-25",43.459999
"17","2007-01-26",43.630001
"18","2007-01-29",44.349998
"19","2007-01-30",43.799999
"20","2007-01-31",43.669998
"21","2007-02-01",44.299999
"22","2007-02-02",43.889999
"23","2007-02-05",43.470001
"24","2007-02-06",44.09
"25","2007-02-07",44.509998
"26","2007-02-08",45.43
"27","2007-02-09",46.509998
"28","2007-02-12",46.619999
"29","2007-02-13",46.66
"30","2007-02-14",46.82
"31","2007-02-15",47.189999
"32","2007-02-16",47.189999
"33","2007-02-20",47.41
"34","2007-02-21",47.27
"35","2007-02-22",46.82
"36","2007-02-23",47.25
"37","2007-02-26",46.830002
"38","2007-02-27",45.060001
"39","2007-02-28",45.830002
"40","2007-03-01",45.459999
"41","2007-03-02",45.150002
"42","2007-03-05",45.740002
"43","2007-03-06",46.279999
"44","2007-03-07",46.16
"45","2007-03-08",46.66
"46","2007-03-09",46.860001
"47","2007-03-12",46.950001
"48","2007-03-13",46.759998
"49","2007-03-14",47.110001
"50","2007-03-15",47.900002
"51","2007-03-16",47.669998
"52","2007-03-19",48.34
"53","2007-03-20",48.650002
"54","2007-03-21",48.990002
"55","2007-03-22",49.32
"56","2007-03-23",49.119999
"57","2007-03-26",48.740002
"58","2007-03-27",48.290001
"59","2007-03-28",48.02
"60","2007-03-29",48.099998
"61","2007-03-30",48.450001
"62","2007-04-02",48.880001
"63","2007-04-03",49.709999
"64","2007-04-04",46.549999
"65","2007-04-05",46.709999
"66","2007-04-09",47.619999
"67","2007-04-10",48.360001
"68","2007-04-11",47.16
"69","2007-04-12",48.200001
"70","2007-04-13",48.400002
"71","2007-04-16",49.5
"72","2007-04-17",50.41
"73","2007-04-18",49.029999
"74","2007-04-19",48.650002
"75","2007-04-20",49.400002
"76","2007-04-23",50.360001
"77","2007-04-24",49.240002
"78","2007-04-25",49.02
"79","2007-04-26",48.689999
"80","2007-04-27",48.27
"81","2007-04-30",47.18
"82","2007-05-01",47.080002
"83","2007-05-02",50
"84","2007-05-03",48.060001
"85","2007-05-04",48.799999
"86","2007-05-07",49.869999
"87","2007-05-08",49.34
"88","2007-05-09",49.389999
"89","2007-05-10",47.860001
"90","2007-05-11",48.779999
"91","2007-05-14",47.380001
"92","2007-05-15",47.189999
"93","2007-05-16",46.740002
"94","2007-05-17",46.310001
"95","2007-05-18",46.869999
"96","2007-05-21",47.849998
"97","2007-05-22",48.169998
"98","2007-05-23",47.540001
"99","2007-05-24",46.529999
"100","2007-05-25",47.32
"101","2007-05-29",47.759998
"102","2007-05-30",48.970001
"103","2007-05-31",48.740002
"104","2007-06-01",48.790001
"105","2007-06-04",48.93
"106","2007-06-05",47.610001
"107","2007-06-06",47.610001
"108","2007-06-07",47
"109","2007-06-08",47
"110","2007-06-11",46.73
"111","2007-06-12",46.439999
"112","2007-06-13",47.689999
"113","2007-06-14",48.959999
"114","2007-06-15",49.650002
"115","2007-06-18",49.52
"116","2007-06-19",49.720001
"117","2007-06-20",49.400002
"118","2007-06-21",50.32
"119","2007-06-22",50.459999
"120","2007-06-25",50.220001
"121","2007-06-26",50.200001
"122","2007-06-27",50.400002
"123","2007-06-28",51.060001
"124","2007-06-29",51.240002
"125","2007-07-02",51.68
"126","2007-07-03",51.450001
"127","2007-07-05",51.419998
"128","2007-07-06",51.82
"129","2007-07-09",52.060001
"130","2007-07-10",49.900002
"131","2007-07-11",50.380001
"132","2007-07-12",51.610001
"133","2007-07-13",51.360001
"134","2007-07-16",50.099998
"135","2007-07-17",50.93
"136","2007-07-18",50.919998
"137","2007-07-19",50.77
"138","2007-07-20",50.029999
"139","2007-07-23",50.209999
"140","2007-07-24",49.34
"141","2007-07-25",50.200001
"142","2007-07-26",49.75
"143","2007-07-27",49.639999
"144","2007-07-30",50.09
"145","2007-07-31",53.740002
"146","2007-08-01",53.830002
"147","2007-08-02",54.5
"148","2007-08-03",51.709999
"149","2007-08-06",52.560001
"150","2007-08-07",50.549999
"151","2007-08-08",49.130001
"152","2007-08-09",45.299999
"153","2007-08-10",49.119999
"154","2007-08-13",48.450001
"155","2007-08-14",47.639999
"156","2007-08-15",45.93
"157","2007-08-16",47.830002
"158","2007-08-17",48.650002
"159","2007-08-20",48.650002
"160","2007-08-21",47.419998
"161","2007-08-22",47
"162","2007-08-23",47.93
"163","2007-08-24",48.470001
"164","2007-08-27",47.630001
"165","2007-08-28",46.110001
"166","2007-08-29",46.860001
"167","2007-08-30",46.200001
"168","2007-08-31",46.849998
"169","2007-09-04",43.599998
"170","2007-09-05",41.349998
"171","2007-09-06",38.91
"172","2007-09-07",37.360001
"173","2007-09-10",36.93
"174","2007-09-11",37
"175","2007-09-12",36.610001
"176","2007-09-13",37.02
"177","2007-09-14",37.049999
"178","2007-09-17",36.450001
"179","2007-09-18",37.349998
"180","2007-09-19",36.119999
"181","2007-09-20",34.98
"182","2007-09-21",35.709999
"183","2007-09-24",35.610001
"184","2007-09-25",36.869999
"185","2007-09-26",36.970001
"186","2007-09-27",36.790001
"187","2007-09-28",36.450001
"188","2007-10-01",37.049999
"189","2007-10-02",39.169998
"190","2007-10-03",39.049999
"191","2007-10-04",40.169998
"192","2007-10-05",41.450001
"193","2007-10-08",40.139999
"194","2007-10-09",38.93
"195","2007-10-10",39.150002
"196","2007-10-11",38.619999
"197","2007-10-12",40.200001
"198","2007-10-15",40.32
"199","2007-10-16",40.759998
"200","2007-10-17",41.009998
"201","2007-10-18",40.93
"202","2007-10-19",40.700001
"203","2007-10-22",40.639999
"204","2007-10-23",40.439999
"205","2007-10-24",39.720001
"206","2007-10-25",39.619999
"207","2007-10-26",40.43
"208","2007-10-29",39.709999
"209","2007-10-30",42.110001
"210","2007-10-31",43.220001
"211","2007-11-01",40.59
"212","2007-11-02",41.470001
"213","2007-11-05",40.259998
"214","2007-11-06",40.650002
"215","2007-11-07",38.599998
"216","2007-11-08",38.400002
"217","2007-11-09",38.189999
"218","2007-11-12",37.860001
"219","2007-11-13",38.169998
"220","2007-11-14",38.57
"221","2007-11-15",37.389999
"222","2007-11-16",36.400002
"223","2007-11-19",36.380001
"224","2007-11-20",36.119999
"225","2007-11-21",34.830002
"226","2007-11-23",35.990002
"227","2007-11-26",35.18
"228","2007-11-27",33.25
"229","2007-11-28",35.720001
"230","2007-11-29",35.619999
"231","2007-11-30",36.27
"232","2007-12-03",34.48
"233","2007-12-04",33.549999
