"","date","SCS"
"1","2007-01-03",18.23
"2","2007-01-04",18.440001
"3","2007-01-05",18.4
"4","2007-01-08",18.5
"5","2007-01-09",18.75
"6","2007-01-10",18.9
"7","2007-01-11",18.860001
"8","2007-01-12",18.84
"9","2007-01-16",18.969999
"10","2007-01-17",18.84
"11","2007-01-18",19.120001
"12","2007-01-19",19.08
"13","2007-01-22",19.17
"14","2007-01-23",19.360001
"15","2007-01-24",19.4
"16","2007-01-25",19.6
"17","2007-01-26",19.43
"18","2007-01-29",19.389999
"19","2007-01-30",19.59
"20","2007-01-31",19.59
"21","2007-02-01",19.68
"22","2007-02-02",19.84
"23","2007-02-05",19.790001
"24","2007-02-06",19.940001
"25","2007-02-07",19.85
"26","2007-02-08",19.91
"27","2007-02-09",19.440001
"28","2007-02-12",19.559999
"29","2007-02-13",19.6
"30","2007-02-14",19.68
"31","2007-02-15",19.77
"32","2007-02-16",19.799999
"33","2007-02-20",20.030001
"34","2007-02-21",20.059999
"35","2007-02-22",20.07
"36","2007-02-23",20.07
"37","2007-02-26",19.93
"38","2007-02-27",19.4
"39","2007-02-28",19.42
"40","2007-03-01",19.42
"41","2007-03-02",19.15
"42","2007-03-05",19.1
"43","2007-03-06",19.129999
"44","2007-03-07",19.129999
"45","2007-03-08",19.16
"46","2007-03-09",19.309999
"47","2007-03-12",19.389999
"48","2007-03-13",19.26
"49","2007-03-14",19.209999
"50","2007-03-15",19.33
"51","2007-03-16",19.23
"52","2007-03-19",19.57
"53","2007-03-20",19.85
"54","2007-03-21",19.99
"55","2007-03-22",20.18
"56","2007-03-23",20.41
"57","2007-03-26",20.1
"58","2007-03-27",19.67
"59","2007-03-28",19.73
"60","2007-03-29",19.84
"61","2007-03-30",19.889999
"62","2007-04-02",19.790001
"63","2007-04-03",19.940001
"64","2007-04-04",20.01
"65","2007-04-05",19.99
"66","2007-04-09",19.85
"67","2007-04-10",19.84
"68","2007-04-11",19.68
"69","2007-04-12",19.84
"70","2007-04-13",19.98
"71","2007-04-16",20.190001
"72","2007-04-17",20.26
"73","2007-04-18",20.16
"74","2007-04-19",19.780001
"75","2007-04-20",19.639999
"76","2007-04-23",19.629999
"77","2007-04-24",19.57
"78","2007-04-25",19.639999
"79","2007-04-26",19.66
"80","2007-04-27",19.799999
"81","2007-04-30",19.52
"82","2007-05-01",19.629999
"83","2007-05-02",19.92
"84","2007-05-03",19.790001
"85","2007-05-04",19.370001
"86","2007-05-07",19.32
"87","2007-05-08",19.129999
"88","2007-05-09",19.02
"89","2007-05-10",18.77
"90","2007-05-11",18.809999
"91","2007-05-14",18.83
"92","2007-05-15",18.870001
"93","2007-05-16",18.83
"94","2007-05-17",18.66
"95","2007-05-18",18.9
"96","2007-05-21",19.01
"97","2007-05-22",19
"98","2007-05-23",19.16
"99","2007-05-24",18.879999
"100","2007-05-25",19
"101","2007-05-29",19.200001
"102","2007-05-30",19.459999
"103","2007-05-31",19.42
"104","2007-06-01",19.799999
"105","2007-06-04",19.940001
"106","2007-06-05",19.959999
"107","2007-06-06",19.700001
"108","2007-06-07",19.57
"109","2007-06-08",19.77
"110","2007-06-11",19.82
"111","2007-06-12",19.91
"112","2007-06-13",20.200001
"113","2007-06-14",20.309999
"114","2007-06-15",20.290001
"115","2007-06-18",20.26
"116","2007-06-19",20.25
"117","2007-06-20",20.16
"118","2007-06-21",20.27
"119","2007-06-22",20.23
"120","2007-06-25",19.809999
"121","2007-06-26",18.58
"122","2007-06-27",18.4
"123","2007-06-28",18.42
"124","2007-06-29",18.5
"125","2007-07-02",18.42
"126","2007-07-03",18.370001
"127","2007-07-05",18.33
"128","2007-07-06",18.42
"129","2007-07-09",18.42
"130","2007-07-10",18.35
"131","2007-07-11",18.41
"132","2007-07-12",18.700001
"133","2007-07-13",18.860001
"134","2007-07-16",18.719999
"135","2007-07-17",18.799999
"136","2007-07-18",18.73
"137","2007-07-19",18.76
"138","2007-07-20",18.65
"139","2007-07-23",18.809999
"140","2007-07-24",18.559999
"141","2007-07-25",18.610001
"142","2007-07-26",18.23
"143","2007-07-27",17.950001
"144","2007-07-30",17.799999
"145","2007-07-31",17.41
"146","2007-08-01",16.98
"147","2007-08-02",17.469999
"148","2007-08-03",16.85
"149","2007-08-06",16.57
"150","2007-08-07",16.42
"151","2007-08-08",15.79
"152","2007-08-09",15.31
"153","2007-08-10",16.65
"154","2007-08-13",16.799999
"155","2007-08-14",16.190001
"156","2007-08-15",15.89
"157","2007-08-16",16.02
"158","2007-08-17",16.48
"159","2007-08-20",16.77
"160","2007-08-21",16.719999
"161","2007-08-22",17.049999
"162","2007-08-23",17.27
"163","2007-08-24",17.4
"164","2007-08-27",17.33
"165","2007-08-28",16.93
"166","2007-08-29",17.209999
"167","2007-08-30",17.200001
"168","2007-08-31",17.639999
"169","2007-09-04",17.469999
"170","2007-09-05",17.24
"171","2007-09-06",17.440001
"172","2007-09-07",17.139999
"173","2007-09-10",16.6
"174","2007-09-11",16.51
"175","2007-09-12",16.84
"176","2007-09-13",16.879999
"177","2007-09-14",16.889999
"178","2007-09-17",17
"179","2007-09-18",17.42
"180","2007-09-19",17.75
"181","2007-09-20",17.08
"182","2007-09-21",17.57
"183","2007-09-24",17.4
"184","2007-09-25",17.299999
"185","2007-09-26",17.65
"186","2007-09-27",18.120001
"187","2007-09-28",17.98
"188","2007-10-01",18.809999
"189","2007-10-02",18.790001
"190","2007-10-03",18.5
"191","2007-10-04",18.9
"192","2007-10-05",19.129999
"193","2007-10-08",18.799999
"194","2007-10-09",18.85
"195","2007-10-10",18.860001
"196","2007-10-11",18.809999
"197","2007-10-12",18.66
"198","2007-10-15",18.700001
"199","2007-10-16",18.74
"200","2007-10-17",18.93
"201","2007-10-18",18.58
"202","2007-10-19",18
"203","2007-10-22",18.09
"204","2007-10-23",17.93
"205","2007-10-24",17.83
"206","2007-10-25",17.42
"207","2007-10-26",17.799999
"208","2007-10-29",17.73
"209","2007-10-30",17.9
"210","2007-10-31",17.870001
"211","2007-11-01",17.32
"212","2007-11-02",17.6
"213","2007-11-05",17
"214","2007-11-06",16.9
"215","2007-11-07",16.48
"216","2007-11-08",16.200001
"217","2007-11-09",15.98
"218","2007-11-12",16.120001
"219","2007-11-13",16.379999
