"","date","FSLY"
"1","2019-05-20",24.25
"2","2019-05-21",22.66
"3","2019-05-22",22.52
"4","2019-05-23",22.5
"5","2019-05-24",21.5
"6","2019-05-28",21.98
"7","2019-05-29",21.26
"8","2019-05-30",21.790001
"9","2019-05-31",20.799999
"10","2019-06-03",20.040001
"11","2019-06-04",20.92
"12","2019-06-05",19.77
"13","2019-06-06",20.129999
"14","2019-06-07",21.24
"15","2019-06-10",22.860001
"16","2019-06-11",22.870001
"17","2019-06-12",20.610001
"18","2019-06-13",21
"19","2019-06-14",19.85
"20","2019-06-17",19.280001
"21","2019-06-18",18.07
"22","2019-06-19",19.17
"23","2019-06-20",19.48
"24","2019-06-21",18.200001
"25","2019-06-24",17.5
"26","2019-06-25",17.129999
"27","2019-06-26",17.48
"28","2019-06-27",18.860001
"29","2019-06-28",20.280001
"30","2019-07-01",20.469999
"31","2019-07-02",20.129999
"32","2019-07-03",20.549999
"33","2019-07-05",21.1
"34","2019-07-08",20.379999
"35","2019-07-09",19.5
"36","2019-07-10",19.440001
"37","2019-07-11",20.049999
"38","2019-07-12",21.08
"39","2019-07-15",22.139999
"40","2019-07-16",21.280001
"41","2019-07-17",21.629999
"42","2019-07-18",21.360001
"43","2019-07-19",21.889999
"44","2019-07-22",21.530001
"45","2019-07-23",21.780001
"46","2019-07-24",22
"47","2019-07-25",22.969999
"48","2019-07-26",24.68
"49","2019-07-29",23.370001
"50","2019-07-30",23.190001
"51","2019-07-31",21.700001
"52","2019-08-01",19.530001
"53","2019-08-02",18.940001
"54","2019-08-05",19.799999
"55","2019-08-06",20.74
"56","2019-08-07",19.58
"57","2019-08-08",21.1
"58","2019-08-09",17.290001
"59","2019-08-12",16.02
"60","2019-08-13",15.95
"61","2019-08-14",14.85
"62","2019-08-15",15.77
"63","2019-08-16",16.389999
"64","2019-08-19",17.42
"65","2019-08-20",19.74
"66","2019-08-21",21
"67","2019-08-22",24.530001
"68","2019-08-23",25
"69","2019-08-26",27.559999
"70","2019-08-27",29.41
"71","2019-08-28",31.92
"72","2019-08-29",27.940001
"73","2019-08-30",31.6
"74","2019-09-03",31.02
"75","2019-09-04",32.529999
"76","2019-09-05",33.810001
"77","2019-09-06",31.469999
"78","2019-09-09",27.23
"79","2019-09-10",28.639999
"80","2019-09-11",32.299999
"81","2019-09-12",30.110001
"82","2019-09-13",29.040001
"83","2019-09-16",27.969999
"84","2019-09-17",28.200001
"85","2019-09-18",28.610001
"86","2019-09-19",26.620001
"87","2019-09-20",25.139999
"88","2019-09-23",27.360001
"89","2019-09-24",26.66
"90","2019-09-25",26.530001
"91","2019-09-26",24.389999
"92","2019-09-27",21.629999
"93","2019-09-30",24
"94","2019-10-01",23.57
"95","2019-10-02",22.66
"96","2019-10-03",23.35
"97","2019-10-04",23.4
"98","2019-10-07",25.110001
"99","2019-10-08",25.99
"100","2019-10-09",25.77
"101","2019-10-10",24.889999
"102","2019-10-11",24.08
"103","2019-10-14",23
"104","2019-10-15",23.34
"105","2019-10-16",22.32
"106","2019-10-17",23.459999
"107","2019-10-18",22.700001
"108","2019-10-21",22.07
"109","2019-10-22",19.940001
"110","2019-10-23",20.02
"111","2019-10-24",20.75
"112","2019-10-25",21.23
"113","2019-10-28",20.700001
"114","2019-10-29",20.52
"115","2019-10-30",20.98
"116","2019-10-31",20.02
"117","2019-11-01",20.74
"118","2019-11-04",21.040001
"119","2019-11-05",21.360001
"120","2019-11-06",19.42
"121","2019-11-07",18.969999
"122","2019-11-08",18.68
"123","2019-11-11",18.48
"124","2019-11-12",19.040001
"125","2019-11-13",20.790001
"126","2019-11-14",20.610001
"127","2019-11-15",20.65
"128","2019-11-18",21.280001
"129","2019-11-19",21.25
"130","2019-11-20",22.1
"131","2019-11-21",22.08
"132","2019-11-22",23.299999
"133","2019-11-25",21.77
"134","2019-11-26",20.26
"135","2019-11-27",20.540001
"136","2019-11-29",20.41
"137","2019-12-02",19.85
"138","2019-12-03",19.18
"139","2019-12-04",20.469999
"140","2019-12-05",20.469999
"141","2019-12-06",21.18
"142","2019-12-09",20.82
"143","2019-12-10",21
"144","2019-12-11",20.25
"145","2019-12-12",19.85
"146","2019-12-13",20.01
"147","2019-12-16",19.790001
"148","2019-12-17",18.940001
"149","2019-12-18",18.75
"150","2019-12-19",18.969999
"151","2019-12-20",19.139999
"152","2019-12-23",18.9
"153","2019-12-24",18.790001
"154","2019-12-26",20.219999
"155","2019-12-27",20.57
"156","2019-12-30",19.52
"157","2019-12-31",20.07
"158","2020-01-02",21.5
"159","2020-01-03",21.76
"160","2020-01-06",21.860001
"161","2020-01-07",21.4
"162","2020-01-08",21.790001
"163","2020-01-09",21.610001
"164","2020-01-10",21.23
"165","2020-01-13",22.15
"166","2020-01-14",22.049999
"167","2020-01-15",22.76
"168","2020-01-16",24.08
"169","2020-01-17",24.41
"170","2020-01-21",24.440001
"171","2020-01-22",24.66
"172","2020-01-23",25.18
"173","2020-01-24",24.01
"174","2020-01-27",22.860001
"175","2020-01-28",23.66
"176","2020-01-29",24.299999
"177","2020-01-30",23.35
"178","2020-01-31",22.51
"179","2020-02-03",22.43
"180","2020-02-04",22.75
"181","2020-02-05",21.07
"182","2020-02-06",21.709999
"183","2020-02-07",21.610001
"184","2020-02-10",21.82
"185","2020-02-11",21.870001
"186","2020-02-12",22.299999
"187","2020-02-13",22.459999
"188","2020-02-14",22.959999
"189","2020-02-18",22.799999
"190","2020-02-19",24.200001
"191","2020-02-20",24.59
"192","2020-02-21",23.110001
"193","2020-02-24",20.65
"194","2020-02-25",20.51
"195","2020-02-26",20.690001
"196","2020-02-27",19.610001
"197","2020-02-28",19.799999
"198","2020-03-02",20.49
"199","2020-03-03",20.25
"200","2020-03-04",21.450001
"201","2020-03-05",22.09
"202","2020-03-06",18.99
"203","2020-03-09",17.129999
"204","2020-03-10",17.290001
"205","2020-03-11",15.27
"206","2020-03-12",13.14
"207","2020-03-13",14
"208","2020-03-16",11.13
"209","2020-03-17",13.64
"210","2020-03-18",14.38
"211","2020-03-19",17
"212","2020-03-20",17.709999
"213","2020-03-23",17.98
"214","2020-03-24",18.68
"215","2020-03-25",17.950001
"216","2020-03-26",18.059999
"217","2020-03-27",18.209999
"218","2020-03-30",18.870001
"219","2020-03-31",18.98
"220","2020-04-01",17.610001
"221","2020-04-02",18.049999
"222","2020-04-03",19.450001
"223","2020-04-06",20.58
"224","2020-04-07",19.84
"225","2020-04-08",20.889999
"226","2020-04-09",20.75
"227","2020-04-13",22.09
"228","2020-04-14",22.110001
"229","2020-04-15",21.940001
"230","2020-04-16",22.969999
"231","2020-04-17",23.190001
"232","2020-04-20",23.98
"233","2020-04-21",22.15
"234","2020-04-22",23.58
"235","2020-04-23",22.51
"236","2020-04-24",22.950001
"237","2020-04-27",23.700001
"238","2020-04-28",22.610001
"239","2020-04-29",22.389999
"240","2020-04-30",21.65
"241","2020-05-01",21.530001
"242","2020-05-04",22.01
"243","2020-05-05",22.74
"244","2020-05-06",23.049999
"245","2020-05-07",33.580002
"246","2020-05-08",34.799999
"247","2020-05-11",34.32
"248","2020-05-12",37.099998
"249","2020-05-13",36.549999
"250","2020-05-14",36.810001
"251","2020-05-15",39.5
"252","2020-05-18",39.049999
"253","2020-05-19",40.16
"254","2020-05-20",42.540001
"255","2020-05-21",44.25
"256","2020-05-22",41.080002
"257","2020-05-26",39.310001
"258","2020-05-27",39.419998
"259","2020-05-28",40.599998
"260","2020-05-29",43.139999
"261","2020-06-01",47.259998
"262","2020-06-02",47.84
"263","2020-06-03",48.07
"264","2020-06-04",47.389999
"265","2020-06-05",45.09
"266","2020-06-08",47.540001
"267","2020-06-09",45.52
"268","2020-06-10",47.860001
"269","2020-06-11",45.82
"270","2020-06-12",46.82
"271","2020-06-15",51.98
"272","2020-06-16",53.560001
"273","2020-06-17",58.25
"274","2020-06-18",62.139999
"275","2020-06-19",63.689999
"276","2020-06-22",73.269997
"277","2020-06-23",75.900002
"278","2020-06-24",76.07
"279","2020-06-25",81.669998
"280","2020-06-26",86.510002
"281","2020-06-29",78.150002
"282","2020-06-30",85.129997
"283","2020-07-01",86.449997
"284","2020-07-02",84.510002
"285","2020-07-06",84.370003
"286","2020-07-07",87.510002
"287","2020-07-08",96.160004
"288","2020-07-09",102.720001
"289","2020-07-10",94.910004
"290","2020-07-13",83.199997
"291","2020-07-14",81.870003
"292","2020-07-15",82.370003
"293","2020-07-16",78.120003
"294","2020-07-17",78
"295","2020-07-20",84.849998
"296","2020-07-21",82.940002
"297","2020-07-22",83.57
"298","2020-07-23",80.050003
"299","2020-07-24",78.800003
"300","2020-07-27",80.110001
"301","2020-07-28",80.669998
"302","2020-07-29",84.940002
"303","2020-07-30",92.559998
"304","2020-07-31",96.489998
"305","2020-08-03",111.660004
"306","2020-08-04",116.18
"307","2020-08-05",108.919998
"308","2020-08-06",89.639999
"309","2020-08-07",79.330002
"310","2020-08-10",78.18
"311","2020-08-11",74.959999
"312","2020-08-12",75.949997
"313","2020-08-13",79.739998
"314","2020-08-14",76.610001
"315","2020-08-17",78.760002
"316","2020-08-18",78.389999
"317","2020-08-19",79.339996
"318","2020-08-20",88.730003
"319","2020-08-21",85.050003
"320","2020-08-24",84.209999
"321","2020-08-25",90.379997
"322","2020-08-26",89.690002
"323","2020-08-27",94.349998
"324","2020-08-28",94.669998
"325","2020-08-31",92.839996
"326","2020-09-01",95.400002
"327","2020-09-02",91.790001
"328","2020-09-03",81.699997
"329","2020-09-04",80.919998
"330","2020-09-08",81.080002
"331","2020-09-09",84.370003
"332","2020-09-10",82.599998
"333","2020-09-11",76.040001
"334","2020-09-14",83.269997
"335","2020-09-15",84.080002
"336","2020-09-16",82.519997
"337","2020-09-17",82.379997
"338","2020-09-18",83.769997
"339","2020-09-21",92.510002
"340","2020-09-22",94.309998
"341","2020-09-23",88.110001
"342","2020-09-24",87.459999
"343","2020-09-25",91.459999
"344","2020-09-28",90.800003
"345","2020-09-29",93.379997
"346","2020-09-30",93.68
"347","2020-10-01",97.839996
"348","2020-10-02",95.339996
"349","2020-10-05",95.910004
"350","2020-10-06",100.410004
"351","2020-10-07",120.330002
"352","2020-10-08",115.720001
"353","2020-10-09",126.580002
"354","2020-10-12",126.550003
"355","2020-10-13",128.830002
"356","2020-10-14",123.18
"357","2020-10-15",89.699997
"358","2020-10-16",84.669998
"359","2020-10-19",83.5
"360","2020-10-20",83.419998
"361","2020-10-21",79.25
"362","2020-10-22",79.209999
"363","2020-10-23",76.349998
"364","2020-10-26",74.019997
"365","2020-10-27",74.459999
"366","2020-10-28",71.610001
"367","2020-10-29",68.379997
"368","2020-10-30",63.509998
"369","2020-11-02",65.110001
"370","2020-11-03",68.93
"371","2020-11-04",71.029999
"372","2020-11-05",74.110001
"373","2020-11-06",73.43
"374","2020-11-09",69.790001
"375","2020-11-10",71.610001
