"","date","NYCB"
"1","2007-01-03",16.200001
"2","2007-01-04",16.27
"3","2007-01-05",16.24
"4","2007-01-08",16.24
"5","2007-01-09",16.35
"6","2007-01-10",16.4
"7","2007-01-11",16.48
"8","2007-01-12",16.49
"9","2007-01-16",16.41
"10","2007-01-17",16.209999
"11","2007-01-18",16.27
"12","2007-01-19",16.379999
"13","2007-01-22",16.41
"14","2007-01-23",16.32
"15","2007-01-24",16.549999
"16","2007-01-25",16.33
"17","2007-01-26",16.4
"18","2007-01-29",16.52
"19","2007-01-30",16.48
"20","2007-01-31",16.889999
"21","2007-02-01",16.91
"22","2007-02-02",17.26
"23","2007-02-05",16.93
"24","2007-02-06",17.030001
"25","2007-02-07",17.059999
"26","2007-02-08",16.9
"27","2007-02-09",16.76
"28","2007-02-12",16.799999
"29","2007-02-13",17.040001
"30","2007-02-14",17.200001
"31","2007-02-15",17.200001
"32","2007-02-16",17.290001
"33","2007-02-20",17.34
"34","2007-02-21",17.360001
"35","2007-02-22",17.219999
"36","2007-02-23",17.040001
"37","2007-02-26",16.9
"38","2007-02-27",16.709999
"39","2007-02-28",16.74
"40","2007-03-01",16.92
"41","2007-03-02",16.77
"42","2007-03-05",16.59
"43","2007-03-06",16.77
"44","2007-03-07",16.780001
"45","2007-03-08",16.940001
"46","2007-03-09",16.889999
"47","2007-03-12",16.93
"48","2007-03-13",16.76
"49","2007-03-14",16.75
"50","2007-03-15",17.030001
"51","2007-03-16",17.09
"52","2007-03-19",17.1
"53","2007-03-20",17.25
"54","2007-03-21",17.549999
"55","2007-03-22",17.57
"56","2007-03-23",17.5
"57","2007-03-26",17.440001
"58","2007-03-27",17.33
"59","2007-03-28",17.280001
"60","2007-03-29",17.450001
"61","2007-03-30",17.59
"62","2007-04-02",17.549999
"63","2007-04-03",17.690001
"64","2007-04-04",17.77
"65","2007-04-05",17.790001
"66","2007-04-09",17.780001
"67","2007-04-10",17.5
"68","2007-04-11",17.450001
"69","2007-04-12",17.41
"70","2007-04-13",17.57
"71","2007-04-16",17.9
"72","2007-04-17",17.85
"73","2007-04-18",17.91
"74","2007-04-19",17.83
"75","2007-04-20",17.799999
"76","2007-04-23",17.66
"77","2007-04-24",17.66
"78","2007-04-25",17.85
"79","2007-04-26",17.639999
"80","2007-04-27",17.639999
"81","2007-04-30",17.459999
"82","2007-05-01",17.459999
"83","2007-05-02",17.459999
"84","2007-05-03",17.4
"85","2007-05-04",17.42
"86","2007-05-07",17.4
"87","2007-05-08",17.59
"88","2007-05-09",17.65
"89","2007-05-10",17.49
"90","2007-05-11",17.73
"91","2007-05-14",17.42
"92","2007-05-15",17.469999
"93","2007-05-16",17.51
"94","2007-05-17",17.370001
"95","2007-05-18",17.389999
"96","2007-05-21",17.51
"97","2007-05-22",17.57
"98","2007-05-23",17.530001
"99","2007-05-24",17.450001
"100","2007-05-25",17.540001
"101","2007-05-29",17.549999
"102","2007-05-30",17.549999
"103","2007-05-31",17.48
"104","2007-06-01",17.6
"105","2007-06-04",17.809999
"106","2007-06-05",17.84
"107","2007-06-06",17.9
"108","2007-06-07",17.52
"109","2007-06-08",17.82
"110","2007-06-11",17.610001
"111","2007-06-12",17.5
"112","2007-06-13",17.5
"113","2007-06-14",17.629999
"114","2007-06-15",17.74
"115","2007-06-18",17.73
"116","2007-06-19",17.75
"117","2007-06-20",17.43
"118","2007-06-21",17.26
"119","2007-06-22",17.25
"120","2007-06-25",17.25
"121","2007-06-26",17.120001
"122","2007-06-27",17.129999
"123","2007-06-28",17.190001
"124","2007-06-29",17.02
"125","2007-07-02",17.309999
"126","2007-07-03",17.25
"127","2007-07-05",17.4
"128","2007-07-06",17.610001
"129","2007-07-09",17.59
"130","2007-07-10",17.17
"131","2007-07-11",17.08
"132","2007-07-12",17.559999
"133","2007-07-13",17.73
"134","2007-07-16",17.73
"135","2007-07-17",17.76
"136","2007-07-18",17.48
"137","2007-07-19",17.469999
"138","2007-07-20",17.370001
"139","2007-07-23",17.32
"140","2007-07-24",16.690001
"141","2007-07-25",16.83
"142","2007-07-26",16.23
"143","2007-07-27",16.09
"144","2007-07-30",16.219999
"145","2007-07-31",16.23
"146","2007-08-01",16.26
"147","2007-08-02",16.18
"148","2007-08-03",15.9
"149","2007-08-06",16.959999
"150","2007-08-07",17.08
"151","2007-08-08",17.799999
"152","2007-08-09",17.98
"153","2007-08-10",17.139999
"154","2007-08-13",16.700001
"155","2007-08-14",16.700001
"156","2007-08-15",16.85
"157","2007-08-16",17.34
"158","2007-08-17",18.1
"159","2007-08-20",17.75
"160","2007-08-21",18.08
"161","2007-08-22",18.120001
"162","2007-08-23",17.84
"163","2007-08-24",17.959999
"164","2007-08-27",17.66
"165","2007-08-28",17.139999
"166","2007-08-29",17.6
