"","date","IRM"
"1","2007-01-03",25.425138
"2","2007-01-04",25.314234
"3","2007-01-05",25.157116
"4","2007-01-08",25.101664
"5","2007-01-09",25.194084
"6","2007-01-10",25.240295
"7","2007-01-11",25.323475
"8","2007-01-12",25.138632
"9","2007-01-16",24.926064
"10","2007-01-17",24.630314
"11","2007-01-18",24.454714
"12","2007-01-19",24.149723
"13","2007-01-22",24.519409
"14","2007-01-23",24.279112
"15","2007-01-24",24.898336
"16","2007-01-25",24.704252
"17","2007-01-26",24.731977
"18","2007-01-29",25.739372
"19","2007-01-30",25.674677
"20","2007-01-31",25.85952
"21","2007-02-01",26.044363
"22","2007-02-02",26.340111
"23","2007-02-05",25.970425
"24","2007-02-06",25.878004
"25","2007-02-07",26.090572
"26","2007-02-08",26.099815
"27","2007-02-09",25.979668
"28","2007-02-12",25.841036
"29","2007-02-13",25.951941
"30","2007-02-14",26.256931
"31","2007-02-15",26.349354
"32","2007-02-16",26.719038
"33","2007-02-20",26.792976
"34","2007-02-21",26.839188
"35","2007-02-22",26.81146
"36","2007-02-23",26.829945
"37","2007-02-26",26.672829
"38","2007-02-27",25.979668
"39","2007-02-28",25.711645
"40","2007-03-01",25.415897
"41","2007-03-02",24.935305
"42","2007-03-05",24.500925
"43","2007-03-06",24.768946
"44","2007-03-07",25.101664
"45","2007-03-08",25.1756
"46","2007-03-09",25.157116
"47","2007-03-12",25.314234
"48","2007-03-13",24.537893
"49","2007-03-14",24.519409
"50","2007-03-15",24.454714
"51","2007-03-16",24.325323
"52","2007-03-19",24.417746
"53","2007-03-20",24.676525
"54","2007-03-21",24.621073
"55","2007-03-22",24.556377
"56","2007-03-23",24.648798
"57","2007-03-26",24.547134
"58","2007-03-27",24.242144
"59","2007-03-28",24.094271
"60","2007-03-29",24.094271
"61","2007-03-30",24.149723
"62","2007-04-02",24.121996
"63","2007-04-03",24.473198
"64","2007-04-04",24.408503
"65","2007-04-05",24.482439
"66","2007-04-09",24.482439
"67","2007-04-10",24.685766
"68","2007-04-11",24.500925
"69","2007-04-12",24.768946
"70","2007-04-13",24.990757
"71","2007-04-16",25.277264
"72","2007-04-17",25.351202
"73","2007-04-18",25.554529
"74","2007-04-19",25.757856
"75","2007-04-20",25.683918
"76","2007-04-23",25.674677
"77","2007-04-24",25.942699
"78","2007-04-25",26.099815
"79","2007-04-26",25.868761
"80","2007-04-27",26.062847
"81","2007-04-30",25.970425
"82","2007-05-01",25.739372
"83","2007-05-02",26.524954
"84","2007-05-03",26.414047
"85","2007-05-04",26.284658
"86","2007-05-07",26.256931
"87","2007-05-08",26.072088
"88","2007-05-09",26.136784
"89","2007-05-10",25.887245
"90","2007-05-11",25.887245
"91","2007-05-14",25.785582
"92","2007-05-15",25.397411
"93","2007-05-16",25.221811
"94","2007-05-17",25.25878
"95","2007-05-18",25.434381
"96","2007-05-21",25.240295
"97","2007-05-22",25.489834
"98","2007-05-23",25.693161
"99","2007-05-24",25.304991
"100","2007-05-25",25.314234
"101","2007-05-29",25.268023
"102","2007-05-30",25.489834
"103","2007-05-31",25.406654
"104","2007-06-01",25.1756
"105","2007-06-04",25.21257
"106","2007-06-05",24.907579
"107","2007-06-06",24.658041
"108","2007-06-07",24.205175
"109","2007-06-08",24.131239
"110","2007-06-11",24.14048
"111","2007-06-12",23.826248
"112","2007-06-13",23.96488
"113","2007-06-14",24.048059
"114","2007-06-15",24.085028
"115","2007-06-18",24.510166
"116","2007-06-19",24.473198
"117","2007-06-20",24.43623
"118","2007-06-21",24.038816
"119","2007-06-22",23.770794
"120","2007-06-25",23.604437
"121","2007-06-26",23.733826
"122","2007-06-27",24.011091
"123","2007-06-28",23.937153
"124","2007-06-29",24.149723
"125","2007-07-02",24.510166
"126","2007-07-03",24.556377
"127","2007-07-05",24.380775
"128","2007-07-06",24.362291
"129","2007-07-09",24.334566
"130","2007-07-10",24.121996
"131","2007-07-11",24.168207
"132","2007-07-12",24.297598
"133","2007-07-13",24.500925
"134","2007-07-16",24.445471
"135","2007-07-17",24.057301
"136","2007-07-18",23.983364
"137","2007-07-19",24.685766
"138","2007-07-20",24.944548
"139","2007-07-23",25.314234
"140","2007-07-24",24.833641
"141","2007-07-25",24.602589
"142","2007-07-26",24.242144
"143","2007-07-27",24.232903
"144","2007-07-30",24.260628
"145","2007-07-31",24.759705
"146","2007-08-01",26.127542
"147","2007-08-02",26.016636
"148","2007-08-03",25.896488
"149","2007-08-06",26.2939
"150","2007-08-07",26.451017
"151","2007-08-08",26.756008
"152","2007-08-09",27.883549
"153","2007-08-10",27.07024
"154","2007-08-13",26.589649
"155","2007-08-14",26.275415
"156","2007-08-15",25.887245
"157","2007-08-16",25.924215
"158","2007-08-17",26.487986
"159","2007-08-20",25.924215
"160","2007-08-21",25.785582
"161","2007-08-22",26.025879
"162","2007-08-23",25.914972
"163","2007-08-24",25.77634
"164","2007-08-27",25.85952
"165","2007-08-28",25.147875
"166","2007-08-29",25.767097
"167","2007-08-30",25.665434
"168","2007-08-31",26.118299
"169","2007-09-04",26.201479
"170","2007-09-05",26.487986
"171","2007-09-06",26.663586
"172","2007-09-07",26.497227
"173","2007-09-10",26.321627
"174","2007-09-11",26.321627
"175","2007-09-12",26.146027
"176","2007-09-13",25.831793
"177","2007-09-14",26.062847
"178","2007-09-17",25.360443
"179","2007-09-18",26.21072
"180","2007-09-19",26.756008
"181","2007-09-20",26.487986
"182","2007-09-21",26.478743
"183","2007-09-24",26.857672
"184","2007-09-25",27.513863
"185","2007-09-26",28.142328
"186","2007-09-27",28.548983
"187","2007-09-28",28.170055
"188","2007-10-01",28.96488
"189","2007-10-02",29.602589
"190","2007-10-03",29.658041
"191","2007-10-04",29.695009
"192","2007-10-05",30.434381
"193","2007-10-08",30.397411
"194","2007-10-09",30.499075
"195","2007-10-10",30.554529
"196","2007-10-11",30.046211
"197","2007-10-12",30.064695
"198","2007-10-15",30.129391
"199","2007-10-16",29.972273
"200","2007-10-17",29.833641
"201","2007-10-18",29.491682
"202","2007-10-19",29.168207
"203","2007-10-22",29.214418
"204","2007-10-23",29.861368
"205","2007-10-24",29.371534
"206","2007-10-25",29.565619
"207","2007-10-26",29.547134
"208","2007-10-29",29.990757
"209","2007-10-30",30.221811
"210","2007-10-31",32.097965
"211","2007-11-01",32.097965
"212","2007-11-02",32.744915
"213","2007-11-05",33.317928
"214","2007-11-06",34.473198
"215","2007-11-07",34.482441
"216","2007-11-08",35.268021
"217","2007-11-09",33.354897
"218","2007-11-12",33.133087
"219","2007-11-13",32.985214
"220","2007-11-14",32.948242
"221","2007-11-15",33.086876
"222","2007-11-16",33.14233
"223","2007-11-19",33.012939
"224","2007-11-20",32.809612
"225","2007-11-21",31.903881
"226","2007-11-23",32.310535
"227","2007-11-26",32.486137
"228","2007-11-27",32.513863
"229","2007-11-28",32.920517
"230","2007-11-29",33.733826
"231","2007-11-30",33.715343
"232","2007-12-03",33.447319
"233","2007-12-04",33.881702
"234","2007-12-05",34.621071
"235","2007-12-06",35.018486
"236","2007-12-07",34.463955
"237","2007-12-10",34.279114
"238","2007-12-11",34.242146
"239","2007-12-12",34.186691
"240","2007-12-13",34.260628
"241","2007-12-14",33.918671
"242","2007-12-17",34.14048
"243","2007-12-18",33.853973
"244","2007-12-19",34.00185
"245","2007-12-20",34.334564
"246","2007-12-21",34.260628
"247","2007-12-24",35.055454
"248","2007-12-26",35.619225
"249","2007-12-27",34.57486
"250","2007-12-28",34.214417
"251","2007-12-31",34.214417
"252","2008-01-02",33.188541
"253","2008-01-03",33.308689
"254","2008-01-04",32.384472
"255","2008-01-07",32.402958
"256","2008-01-08",31.857672
"257","2008-01-09",31.63586
"258","2008-01-10",31.654345
"259","2008-01-11",31.21072
"260","2008-01-14",31.081331
"261","2008-01-15",30.554529
"262","2008-01-16",30.794825
"263","2008-01-17",29.870609
"264","2008-01-18",29.685766
"265","2008-01-22",29.796673
"266","2008-01-23",30.036968
"267","2008-01-24",30.831793
"268","2008-01-25",30.757856
"269","2008-01-28",30.822552
"270","2008-01-29",31.256931
"271","2008-01-30",31.478743
"272","2008-01-31",31.783733
"273","2008-02-01",32.624767
"274","2008-02-04",32.458412
"275","2008-02-05",31.922365
"276","2008-02-06",32.005547
"277","2008-02-07",31.50647
"278","2008-02-08",32.273567
"279","2008-02-11",32.125694
"280","2008-02-12",31.987061
"281","2008-02-13",32.144176
"282","2008-02-14",32.412201
"283","2008-02-15",31.275415
"284","2008-02-19",30.730129
"285","2008-02-20",31.146027
"286","2008-02-21",30.804066
"287","2008-02-22",30.480591
"288","2008-02-25",30.526802
"289","2008-02-26",31.303143
"290","2008-02-27",31.589649
"291","2008-02-28",28.262476
"292","2008-02-29",27.800369
"293","2008-03-03",27.051756
"294","2008-03-04",26.173752
"295","2008-03-05",26.876156
"296","2008-03-06",25.77634
"297","2008-03-07",25.970425
"298","2008-03-10",25.147875
"299","2008-03-11",25.323475
"300","2008-03-12",25.166359
"301","2008-03-13",25.157116
"302","2008-03-14",23.96488
"303","2008-03-17",23.059149
"304","2008-03-18",23.059149
"305","2008-03-19",22.680222
