"","date","GIII"
"1","2007-01-03",9.715
"2","2007-01-04",9.885
"3","2007-01-05",9.92
"4","2007-01-08",9.97
"5","2007-01-09",9.75
"6","2007-01-10",10.075
"7","2007-01-11",10.55
"8","2007-01-12",10.475
"9","2007-01-16",10.975
"10","2007-01-17",11.125
"11","2007-01-18",11.04
"12","2007-01-19",11.29
"13","2007-01-22",10.925
"14","2007-01-23",10.32
"15","2007-01-24",10.92
"16","2007-01-25",10.74
"17","2007-01-26",10.935
"18","2007-01-29",10.99
"19","2007-01-30",11.005
"20","2007-01-31",10.85
"21","2007-02-01",10.92
"22","2007-02-02",11.33
"23","2007-02-05",11.77
"24","2007-02-06",11.905
"25","2007-02-07",12.395
"26","2007-02-08",12.55
"27","2007-02-09",12.5
"28","2007-02-12",12.375
"29","2007-02-13",12.185
"30","2007-02-14",12.33
"31","2007-02-15",12.4
"32","2007-02-16",12.355
"33","2007-02-20",12.78
"34","2007-02-21",13.185
"35","2007-02-22",11.37
"36","2007-02-23",10.885
"37","2007-02-26",10.625
"38","2007-02-27",10.215
"39","2007-02-28",10.4
"40","2007-03-01",10.645
"41","2007-03-02",10.225
"42","2007-03-05",9.905
"43","2007-03-06",10.61
"44","2007-03-07",10.805
"45","2007-03-08",10.45
"46","2007-03-09",10
"47","2007-03-12",10.02
"48","2007-03-13",9.745
"49","2007-03-14",9.575
"50","2007-03-15",9.785
"51","2007-03-16",9.8
"52","2007-03-19",9.85
"53","2007-03-20",9.9
"54","2007-03-21",9.925
"55","2007-03-22",9.935
"56","2007-03-23",10.005
"57","2007-03-26",9.775
"58","2007-03-27",9.79
"59","2007-03-28",9.77
"60","2007-03-29",9.5
"61","2007-03-30",9.525
"62","2007-04-02",9.55
"63","2007-04-03",9.42
"64","2007-04-04",9.16
"65","2007-04-05",9.015
"66","2007-04-09",8.945
"67","2007-04-10",8.65
"68","2007-04-11",9.02
"69","2007-04-12",9.12
"70","2007-04-13",9.5
"71","2007-04-16",9.75
"72","2007-04-17",10.15
"73","2007-04-18",9.805
"74","2007-04-19",9.38
"75","2007-04-20",9.185
"76","2007-04-23",9.2
"77","2007-04-24",9.075
"78","2007-04-25",8.83
"79","2007-04-26",8.755
"80","2007-04-27",8.735
"81","2007-04-30",8.835
"82","2007-05-01",8.795
"83","2007-05-02",8.725
"84","2007-05-03",9.11
"85","2007-05-04",8.97
"86","2007-05-07",8.905
"87","2007-05-08",8.84
"88","2007-05-09",9.055
"89","2007-05-10",8.915
"90","2007-05-11",8.84
"91","2007-05-14",8.875
"92","2007-05-15",8.955
"93","2007-05-16",9.08
"94","2007-05-17",9.355
"95","2007-05-18",9.625
"96","2007-05-21",9.68
"97","2007-05-22",9.71
"98","2007-05-23",9.5
"99","2007-05-24",9.245
"100","2007-05-25",9.48
"101","2007-05-29",9.375
"102","2007-05-30",9.385
"103","2007-05-31",10.375
"104","2007-06-01",10.88
"105","2007-06-04",10.995
"106","2007-06-05",10.34
"107","2007-06-06",10.35
"108","2007-06-07",9.03
"109","2007-06-08",9.315
"110","2007-06-11",9.185
"111","2007-06-12",8.79
"112","2007-06-13",8.97
"113","2007-06-14",8.73
"114","2007-06-15",8.585
"115","2007-06-18",8.525
"116","2007-06-19",8.435
"117","2007-06-20",8.48
"118","2007-06-21",8.29
"119","2007-06-22",8.125
"120","2007-06-25",7.97
"121","2007-06-26",8.095
"122","2007-06-27",8.115
"123","2007-06-28",7.96
"124","2007-06-29",7.895
"125","2007-07-02",8.34
"126","2007-07-03",8.335
"127","2007-07-05",8.36
"128","2007-07-06",8.495
"129","2007-07-09",8.5
"130","2007-07-10",8.41
"131","2007-07-11",8.5
"132","2007-07-12",8.71
"133","2007-07-13",8.8
"134","2007-07-16",8.76
"135","2007-07-17",8.73
"136","2007-07-18",8.63
"137","2007-07-19",8.825
"138","2007-07-20",8.565
"139","2007-07-23",8.64
"140","2007-07-24",8.625
"141","2007-07-25",8.615
"142","2007-07-26",8.375
"143","2007-07-27",7.805
"144","2007-07-30",8.25
"145","2007-07-31",8.065
"146","2007-08-01",7.895
"147","2007-08-02",7.755
"148","2007-08-03",7.61
"149","2007-08-06",7.43
"150","2007-08-07",7.765
"151","2007-08-08",7.57
"152","2007-08-09",7.18
"153","2007-08-10",8.035
"154","2007-08-13",7.88
"155","2007-08-14",7.525
"156","2007-08-15",7.075
"157","2007-08-16",7
"158","2007-08-17",6.945
"159","2007-08-20",6.835
"160","2007-08-21",7.48
"161","2007-08-22",7.88
"162","2007-08-23",7.79
"163","2007-08-24",8.14
"164","2007-08-27",8.21
"165","2007-08-28",8.1
"166","2007-08-29",8.555
"167","2007-08-30",8.43
"168","2007-08-31",8.575
"169","2007-09-04",8.955
"170","2007-09-05",9.045
"171","2007-09-06",8.71
"172","2007-09-07",8.4
"173","2007-09-10",8.555
"174","2007-09-11",9.985
"175","2007-09-12",9.855
"176","2007-09-13",10
"177","2007-09-14",10.195
"178","2007-09-17",9.795
"179","2007-09-18",10.245
"180","2007-09-19",10.12
"181","2007-09-20",10.105
"182","2007-09-21",10.15
"183","2007-09-24",10.35
"184","2007-09-25",10.285
"185","2007-09-26",10.075
"186","2007-09-27",10.285
"187","2007-09-28",9.845
"188","2007-10-01",10.235
"189","2007-10-02",9.955
"190","2007-10-03",9.595
"191","2007-10-04",9.71
"192","2007-10-05",9.895
"193","2007-10-08",9.735
"194","2007-10-09",9.84
"195","2007-10-10",10.205
"196","2007-10-11",10.075
"197","2007-10-12",9.89
"198","2007-10-15",9.86
"199","2007-10-16",10.01
"200","2007-10-17",10
"201","2007-10-18",9.72
"202","2007-10-19",9.2
"203","2007-10-22",9.08
"204","2007-10-23",8.845
"205","2007-10-24",8.475
"206","2007-10-25",8.43
"207","2007-10-26",8.28
"208","2007-10-29",8.185
"209","2007-10-30",8.45
"210","2007-10-31",8.135
"211","2007-11-01",7.57
"212","2007-11-02",7.36
"213","2007-11-05",7.145
"214","2007-11-06",6.825
"215","2007-11-07",7.07
"216","2007-11-08",7.24
"217","2007-11-09",7.31
"218","2007-11-12",6.69
"219","2007-11-13",7.475
"220","2007-11-14",7.2
"221","2007-11-15",6.975
"222","2007-11-16",7
"223","2007-11-19",6.68
"224","2007-11-20",6.375
"225","2007-11-21",6.085
"226","2007-11-23",6.18
"227","2007-11-26",6.53
"228","2007-11-27",6.88
"229","2007-11-28",7.235
"230","2007-11-29",7.195
"231","2007-11-30",7.185
"232","2007-12-03",7.3
"233","2007-12-04",6.92
"234","2007-12-05",7.43
"235","2007-12-06",7.02
"236","2007-12-07",7.19
"237","2007-12-10",7.49
"238","2007-12-11",7.255
"239","2007-12-12",7.45
"240","2007-12-13",7.165
"241","2007-12-14",7.03
"242","2007-12-17",6.555
"243","2007-12-18",6.63
"244","2007-12-19",6.845
"245","2007-12-20",7.25
"246","2007-12-21",7.87
"247","2007-12-24",8.055
"248","2007-12-26",8.295
"249","2007-12-27",7.485
"250","2007-12-28",7.725
"251","2007-12-31",7.385
"252","2008-01-02",6.795
"253","2008-01-03",6.88
"254","2008-01-04",6.95
"255","2008-01-07",7.16
"256","2008-01-08",6.595
"257","2008-01-09",6.125
"258","2008-01-10",6.1
"259","2008-01-11",5.925
"260","2008-01-14",6.155
"261","2008-01-15",5.71
"262","2008-01-16",5.795
"263","2008-01-17",5.86
"264","2008-01-18",5.675
"265","2008-01-22",5.745
"266","2008-01-23",6.27
"267","2008-01-24",6.645
"268","2008-01-25",6.73
"269","2008-01-28",6.765
"270","2008-01-29",6.68
"271","2008-01-30",6.345
"272","2008-01-31",6.685
"273","2008-02-01",7.31
"274","2008-02-04",7.145
"275","2008-02-05",6.775
"276","2008-02-06",6.635
"277","2008-02-07",7.065
"278","2008-02-08",6.92
"279","2008-02-11",6.8
"280","2008-02-12",7.145
"281","2008-02-13",7.52
"282","2008-02-14",7.14
"283","2008-02-15",7.415
"284","2008-02-19",7.405
"285","2008-02-20",7.315
"286","2008-02-21",7.15
"287","2008-02-22",7.18
"288","2008-02-25",7.05
"289","2008-02-26",7.155
"290","2008-02-27",7.115
"291","2008-02-28",6.75
"292","2008-02-29",6.545
"293","2008-03-03",6.52
"294","2008-03-04",6.455
"295","2008-03-05",6.34
"296","2008-03-06",5.835
"297","2008-03-07",5.77
"298","2008-03-10",5.515
"299","2008-03-11",5.69
"300","2008-03-12",5.855
"301","2008-03-13",6.03
"302","2008-03-14",6.015
"303","2008-03-17",5.97
"304","2008-03-18",6.31
"305","2008-03-19",5.81
"306","2008-03-20",6.05
"307","2008-03-24",6.255
"308","2008-03-25",6.31
"309","2008-03-26",6.255
"310","2008-03-27",6.205
"311","2008-03-28",6.39
"312","2008-03-31",6.71
"313","2008-04-01",6.73
"314","2008-04-02",6.67
"315","2008-04-03",6.855
"316","2008-04-04",6.945
"317","2008-04-07",7
"318","2008-04-08",6.98
"319","2008-04-09",6.945
"320","2008-04-10",6.975
"321","2008-04-11",6.73
"322","2008-04-14",6.54
"323","2008-04-15",6.405
"324","2008-04-16",6.66
"325","2008-04-17",6.74
"326","2008-04-18",7
"327","2008-04-21",6.975
"328","2008-04-22",6.935
"329","2008-04-23",7.025
"330","2008-04-24",7.125
"331","2008-04-25",7.14
"332","2008-04-28",7.25
"333","2008-04-29",7.325
"334","2008-04-30",7.375
"335","2008-05-01",7.645
"336","2008-05-02",7.865
"337","2008-05-05",7.925
"338","2008-05-06",7.98
"339","2008-05-07",8.1
"340","2008-05-08",8.125
"341","2008-05-09",8.255
"342","2008-05-12",8.375
"343","2008-05-13",8.48
"344","2008-05-14",8.575
"345","2008-05-15",8.67
"346","2008-05-16",8.48
"347","2008-05-19",8.42
"348","2008-05-20",8.485
"349","2008-05-21",8.235
"350","2008-05-22",8.27
"351","2008-05-23",8.305
"352","2008-05-27",8.475
"353","2008-05-28",8.315
"354","2008-05-29",8.335
"355","2008-05-30",8.295
"356","2008-06-02",7.81
"357","2008-06-03",7.675
"358","2008-06-04",7.955
"359","2008-06-05",8.33
"360","2008-06-06",7.71
"361","2008-06-09",7.705
"362","2008-06-10",7.655
"363","2008-06-11",7.61
"364","2008-06-12",7.49
"365","2008-06-13",7.56
"366","2008-06-16",7.73
"367","2008-06-17",6.89
"368","2008-06-18",6.805
"369","2008-06-19",7.065
"370","2008-06-20",6.69
"371","2008-06-23",6.53
"372","2008-06-24",6.42
"373","2008-06-25",6.545
"374","2008-06-26",6.23
"375","2008-06-27",6.455
"376","2008-06-30",6.17
"377","2008-07-01",6.085
"378","2008-07-02",5.965
"379","2008-07-03",5.95
"380","2008-07-07",5.9
"381","2008-07-08",6.145
"382","2008-07-09",6.79
"383","2008-07-10",6.655
"384","2008-07-11",6.765
"385","2008-07-14",6.71
"386","2008-07-15",6.77
"387","2008-07-16",6.925
"388","2008-07-17",7.35
"389","2008-07-18",7.55
"390","2008-07-21",7.81
"391","2008-07-22",8.805
"392","2008-07-23",8.385
"393","2008-07-24",8.205
"394","2008-07-25",8.325
"395","2008-07-28",7.735
"396","2008-07-29",7.97
"397","2008-07-30",7.995
"398","2008-07-31",8.015
"399","2008-08-01",7.765
"400","2008-08-04",7.605
"401","2008-08-05",8.025
"402","2008-08-06",8.235
"403","2008-08-07",7.85
"404","2008-08-08",7.77
"405","2008-08-11",8.505
"406","2008-08-12",7.95
"407","2008-08-13",7.85
"408","2008-08-14",8.19
"409","2008-08-15",8.07
"410","2008-08-18",7.705
"411","2008-08-19",7.45
"412","2008-08-20",8.015
"413","2008-08-21",8.325
"414","2008-08-22",8.575
"415","2008-08-25",8.61
"416","2008-08-26",8.525
"417","2008-08-27",8.955
"418","2008-08-28",9.29
"419","2008-08-29",9.255
"420","2008-09-02",9.25
"421","2008-09-03",9.48
"422","2008-09-04",9.005
"423","2008-09-05",8.94
"424","2008-09-08",9.04
"425","2008-09-09",9
"426","2008-09-10",10.05
"427","2008-09-11",9.93
"428","2008-09-12",9.53
"429","2008-09-15",9.51
"430","2008-09-16",9.52
"431","2008-09-17",9.565
"432","2008-09-18",9.635
"433","2008-09-19",9.95
"434","2008-09-22",9.645
"435","2008-09-23",9.385
"436","2008-09-24",9.155
"437","2008-09-25",9.72
"438","2008-09-26",9.43
"439","2008-09-29",9.325
"440","2008-09-30",9.355
"441","2008-10-01",8.67
"442","2008-10-02",8.34
"443","2008-10-03",7.79
"444","2008-10-06",7.6
"445","2008-10-07",7.565
"446","2008-10-08",7.35
"447","2008-10-09",6.845
"448","2008-10-10",7.465
"449","2008-10-13",7.74
"450","2008-10-14",7.28
"451","2008-10-15",6.875
"452","2008-10-16",7.73
"453","2008-10-17",7.73
"454","2008-10-20",7.955
"455","2008-10-21",8.31
"456","2008-10-22",7.935
"457","2008-10-23",7.22
"458","2008-10-24",6.475
"459","2008-10-27",5.87
"460","2008-10-28",6.045
"461","2008-10-29",6.31
"462","2008-10-30",6.38
"463","2008-10-31",6.905
"464","2008-11-03",6.695
"465","2008-11-04",6.905
"466","2008-11-05",6.545
"467","2008-11-06",6.18
"468","2008-11-07",6.205
"469","2008-11-10",5.775
"470","2008-11-11",5.635
"471","2008-11-12",5.075
"472","2008-11-13",4.9
"473","2008-11-14",4.56
"474","2008-11-17",4.45
"475","2008-11-18",4.17
"476","2008-11-19",3.97
"477","2008-11-20",3.465
"478","2008-11-21",3.725
"479","2008-11-24",3.43
"480","2008-11-25",3.32
"481","2008-11-26",3.925
"482","2008-11-28",3.97
"483","2008-12-01",3.255
"484","2008-12-02",3.46
"485","2008-12-03",3.575
"486","2008-12-04",3.515
"487","2008-12-05",3.245
"488","2008-12-08",3.005
"489","2008-12-09",2.825
"490","2008-12-10",3
"491","2008-12-11",2.5
"492","2008-12-12",2.49
"493","2008-12-15",2.47
"494","2008-12-16",2.65
"495","2008-12-17",2.815
"496","2008-12-18",3.515
"497","2008-12-19",3.26
"498","2008-12-22",3.185
"499","2008-12-23",3.095
"500","2008-12-24",3.15
"501","2008-12-26",3.185
"502","2008-12-29",2.97
"503","2008-12-30",3.125
"504","2008-12-31",3.195
"505","2009-01-02",3.46
"506","2009-01-05",3.635
"507","2009-01-06",3.79
"508","2009-01-07",3.735
"509","2009-01-08",3.625
"510","2009-01-09",3.155
"511","2009-01-12",2.875
"512","2009-01-13",2.865
"513","2009-01-14",2.55
"514","2009-01-15",2.61
"515","2009-01-16",2.52
"516","2009-01-20",2.45
"517","2009-01-21",2.595
"518","2009-01-22",2.485
"519","2009-01-23",2.575
"520","2009-01-26",2.535
"521","2009-01-27",2.585
"522","2009-01-28",2.97
"523","2009-01-29",2.88
"524","2009-01-30",2.75
"525","2009-02-02",2.7
"526","2009-02-03",2.525
"527","2009-02-04",2.495
"528","2009-02-05",2.505
"529","2009-02-06",2.47
"530","2009-02-09",2.34
"531","2009-02-10",2.125
"532","2009-02-11",2.075
"533","2009-02-12",2.11
"534","2009-02-13",2.015
"535","2009-02-17",1.865
"536","2009-02-18",1.845
"537","2009-02-19",1.8
"538","2009-02-20",1.785
"539","2009-02-23",1.68
"540","2009-02-24",1.8
"541","2009-02-25",1.79
"542","2009-02-26",1.655
"543","2009-02-27",1.7
"544","2009-03-02",1.66
"545","2009-03-03",1.65
"546","2009-03-04",1.715
"547","2009-03-05",1.72
"548","2009-03-06",1.74
"549","2009-03-09",1.65
"550","2009-03-10",1.74
"551","2009-03-11",1.72
"552","2009-03-12",1.945
"553","2009-03-13",1.985
"554","2009-03-16",1.94
"555","2009-03-17",2.14
"556","2009-03-18",2.37
"557","2009-03-19",2.385
"558","2009-03-20",2.42
"559","2009-03-23",2.82
"560","2009-03-24",2.775
"561","2009-03-25",2.79
"562","2009-03-26",3.2
"563","2009-03-27",3.05
"564","2009-03-30",2.915
"565","2009-03-31",2.76
"566","2009-04-01",2.94
"567","2009-04-02",3.065
"568","2009-04-03",3.255
"569","2009-04-06",3.34
