"","date","GIII"
"570","2009-04-07",2.975
"571","2009-04-08",3.035
"572","2009-04-09",3.155
"573","2009-04-13",3.165
"574","2009-04-14",3.045
"575","2009-04-15",2.885
"576","2009-04-16",2.92
"577","2009-04-17",2.975
"578","2009-04-20",2.835
"579","2009-04-21",3.34
"580","2009-04-22",3.475
"581","2009-04-23",3.76
"582","2009-04-24",4.06
"583","2009-04-27",3.97
"584","2009-04-28",4.105
"585","2009-04-29",3.975
"586","2009-04-30",4.01
"587","2009-05-01",4.445
"588","2009-05-04",4.74
"589","2009-05-05",4.845
"590","2009-05-06",4.775
"591","2009-05-07",4.485
"592","2009-05-08",4.76
"593","2009-05-11",4.475
"594","2009-05-12",4.31
"595","2009-05-13",4
"596","2009-05-14",4.17
"597","2009-05-15",4.11
"598","2009-05-18",4.195
"599","2009-05-19",4.2
"600","2009-05-20",3.885
"601","2009-05-21",3.585
"602","2009-05-22",3.485
"603","2009-05-26",3.5
"604","2009-05-27",3.35
"605","2009-05-28",3.39
"606","2009-05-29",3.345
"607","2009-06-01",4.13
"608","2009-06-02",4.135
"609","2009-06-03",4.22
"610","2009-06-04",5.185
"611","2009-06-05",5.395
"612","2009-06-08",5.245
"613","2009-06-09",5.745
"614","2009-06-10",5.55
"615","2009-06-11",5.625
"616","2009-06-12",5.675
"617","2009-06-15",5.515
"618","2009-06-16",5.395
"619","2009-06-17",5.5
"620","2009-06-18",5.53
"621","2009-06-19",5.63
"622","2009-06-22",5.425
"623","2009-06-23",5.56
"624","2009-06-24",5.585
"625","2009-06-25",5.67
"626","2009-06-26",5.855
"627","2009-06-29",5.78
"628","2009-06-30",5.745
"629","2009-07-01",5.595
"630","2009-07-02",5.435
"631","2009-07-06",5.47
"632","2009-07-07",5.38
"633","2009-07-08",5.245
"634","2009-07-09",5.075
"635","2009-07-10",5
"636","2009-07-13",4.9
"637","2009-07-14",4.95
"638","2009-07-15",5.4
"639","2009-07-16",5.865
"640","2009-07-17",5.86
"641","2009-07-20",5.815
"642","2009-07-21",5.9
"643","2009-07-22",6.095
"644","2009-07-23",6.16
"645","2009-07-24",5.93
"646","2009-07-27",5.95
"647","2009-07-28",6.14
"648","2009-07-29",6.01
"649","2009-07-30",6.125
"650","2009-07-31",6.045
"651","2009-08-03",6.165
"652","2009-08-04",6.07
"653","2009-08-05",5.945
"654","2009-08-06",5.805
"655","2009-08-07",6.145
"656","2009-08-10",6.365
"657","2009-08-11",6.23
"658","2009-08-12",6.345
"659","2009-08-13",6.285
"660","2009-08-14",6.08
"661","2009-08-17",5.86
"662","2009-08-18",6.13
"663","2009-08-19",6.305
"664","2009-08-20",6.31
"665","2009-08-21",6.74
"666","2009-08-24",7
"667","2009-08-25",7.155
"668","2009-08-26",7.22
"669","2009-08-27",7.425
"670","2009-08-28",7.605
"671","2009-08-31",7.475
"672","2009-09-01",7.485
"673","2009-09-02",7.58
"674","2009-09-03",7.965
"675","2009-09-04",7.22
"676","2009-09-08",7.065
"677","2009-09-09",7.19
"678","2009-09-10",7.125
"679","2009-09-11",6.545
"680","2009-09-14",6.835
"681","2009-09-15",7.12
"682","2009-09-16",7.165
"683","2009-09-17",6.92
"684","2009-09-18",6.915
"685","2009-09-21",7.045
"686","2009-09-22",6.995
"687","2009-09-23",7.055
"688","2009-09-24",6.78
"689","2009-09-25",6.785
"690","2009-09-28",6.95
"691","2009-09-29",7.13
"692","2009-09-30",7.075
"693","2009-10-01",7.1
"694","2009-10-02",7.06
"695","2009-10-05",7.12
"696","2009-10-06",7.46
"697","2009-10-07",8.185
"698","2009-10-08",8.48
"699","2009-10-09",8.395
"700","2009-10-12",8.67
"701","2009-10-13",8.82
"702","2009-10-14",9
"703","2009-10-15",9.245
"704","2009-10-16",9.245
"705","2009-10-19",9.175
"706","2009-10-20",8.845
"707","2009-10-21",8.62
"708","2009-10-22",8.53
"709","2009-10-23",8.395
"710","2009-10-26",8.28
"711","2009-10-27",7.97
"712","2009-10-28",7.72
"713","2009-10-29",8.055
"714","2009-10-30",8.005
"715","2009-11-02",8.095
"716","2009-11-03",8.105
"717","2009-11-04",8.17
"718","2009-11-05",8.62
"719","2009-11-06",8.665
"720","2009-11-09",8.845
"721","2009-11-10",8.875
"722","2009-11-11",9.03
"723","2009-11-12",8.925
"724","2009-11-13",9.05
"725","2009-11-16",9.14
"726","2009-11-17",9
"727","2009-11-18",9.01
"728","2009-11-19",8.925
"729","2009-11-20",8.985
"730","2009-11-23",8.845
"731","2009-11-24",8.715
"732","2009-11-25",8.66
"733","2009-11-27",8.57
"734","2009-11-30",8.485
"735","2009-12-01",8.75
"736","2009-12-02",9.265
"737","2009-12-03",9.94
"738","2009-12-04",10.8
"739","2009-12-07",10.1
"740","2009-12-08",10.26
"741","2009-12-09",10.135
"742","2009-12-10",10.255
"743","2009-12-11",10.555
"744","2009-12-14",10.93
"745","2009-12-15",10.625
"746","2009-12-16",9.785
"747","2009-12-17",9.545
"748","2009-12-18",9.505
"749","2009-12-21",9.62
"750","2009-12-22",9.68
"751","2009-12-23",10.105
"752","2009-12-24",10.5
"753","2009-12-28",10.97
"754","2009-12-29",10.965
"755","2009-12-30",10.925
"756","2009-12-31",10.835
"757","2010-01-04",10.795
"758","2010-01-05",10.645
"759","2010-01-06",10.665
"760","2010-01-07",10.13
"761","2010-01-08",10.025
"762","2010-01-11",9.99
"763","2010-01-12",9.9
"764","2010-01-13",9.825
"765","2010-01-14",9.825
"766","2010-01-15",9.875
"767","2010-01-19",9.755
"768","2010-01-20",9.475
"769","2010-01-21",9.115
"770","2010-01-22",8.815
"771","2010-01-25",9.705
"772","2010-01-26",9.81
"773","2010-01-27",10
"774","2010-01-28",9.56
"775","2010-01-29",8.705
"776","2010-02-01",9.06
"777","2010-02-02",9.505
"778","2010-02-03",9.38
"779","2010-02-04",9.34
"780","2010-02-05",9.39
"781","2010-02-08",9.355
"782","2010-02-09",9.455
"783","2010-02-10",9.575
"784","2010-02-11",9.81
"785","2010-02-12",10
"786","2010-02-16",9.875
"787","2010-02-17",9.99
"788","2010-02-18",9.975
"789","2010-02-19",10.065
"790","2010-02-22",10.495
"791","2010-02-23",10.62
"792","2010-02-24",10.765
"793","2010-02-25",10.645
"794","2010-02-26",10.485
"795","2010-03-01",10.425
"796","2010-03-02",10.395
"797","2010-03-03",10.35
"798","2010-03-04",10.33
"799","2010-03-05",10.815
"800","2010-03-08",10.93
"801","2010-03-09",11.045
"802","2010-03-10",11.085
"803","2010-03-11",10.73
"804","2010-03-12",10.92
"805","2010-03-15",10.82
"806","2010-03-16",10.97
"807","2010-03-17",10.9
"808","2010-03-18",10.86
"809","2010-03-19",10.575
"810","2010-03-22",11.02
"811","2010-03-23",11.6
"812","2010-03-24",11.61
"813","2010-03-25",12.915
"814","2010-03-26",14.02
"815","2010-03-29",13.525
"816","2010-03-30",14.155
"817","2010-03-31",13.78
"818","2010-04-01",13.725
"819","2010-04-05",13.5
"820","2010-04-06",13.885
"821","2010-04-07",13.775
"822","2010-04-08",14.105
"823","2010-04-09",14.01
"824","2010-04-12",14.05
"825","2010-04-13",13.795
"826","2010-04-14",14
"827","2010-04-15",14.225
"828","2010-04-16",14.36
"829","2010-04-19",14.2
"830","2010-04-20",14.2
"831","2010-04-21",14.315
"832","2010-04-22",14.685
"833","2010-04-23",14.915
"834","2010-04-26",14.905
"835","2010-04-27",14.705
"836","2010-04-28",14.33
"837","2010-04-29",15.195
"838","2010-04-30",14.3
"839","2010-05-03",15.375
"840","2010-05-04",14.015
"841","2010-05-05",13.555
"842","2010-05-06",13.04
"843","2010-05-07",12.67
"844","2010-05-10",13.945
"845","2010-05-11",14.475
"846","2010-05-12",15.195
"847","2010-05-13",14.985
"848","2010-05-14",14.855
"849","2010-05-17",14.45
"850","2010-05-18",14.145
"851","2010-05-19",13.775
"852","2010-05-20",12.975
"853","2010-05-21",13.59
"854","2010-05-24",13.415
"855","2010-05-25",13.735
"856","2010-05-26",13.935
"857","2010-05-27",14.25
"858","2010-05-28",14.335
"859","2010-06-01",13.825
"860","2010-06-02",14.11
"861","2010-06-03",14.465
"862","2010-06-04",13.8
"863","2010-06-07",13.12
"864","2010-06-08",12.88
"865","2010-06-09",12.505
"866","2010-06-10",13.155
"867","2010-06-11",13.205
"868","2010-06-14",13.055
"869","2010-06-15",13.365
"870","2010-06-16",13.17
"871","2010-06-17",13.375
"872","2010-06-18",13.29
"873","2010-06-21",12.575
"874","2010-06-22",12.5
"875","2010-06-23",12.23
"876","2010-06-24",11.83
"877","2010-06-25",12.03
"878","2010-06-28",11.75
"879","2010-06-29",11.215
"880","2010-06-30",11.445
"881","2010-07-01",11.405
"882","2010-07-02",11.32
"883","2010-07-06",11.1
"884","2010-07-07",11.69
"885","2010-07-08",12.035
"886","2010-07-09",12.025
"887","2010-07-12",11.605
"888","2010-07-13",11.795
"889","2010-07-14",11.73
"890","2010-07-15",11.395
"891","2010-07-16",10.62
"892","2010-07-19",10.67
"893","2010-07-20",11.07
"894","2010-07-21",10.72
"895","2010-07-22",11.71
"896","2010-07-23",12.265
"897","2010-07-26",13.44
"898","2010-07-27",13.08
"899","2010-07-28",12.7
"900","2010-07-29",12.92
"901","2010-07-30",12.9
"902","2010-08-02",13.3
"903","2010-08-03",12.74
"904","2010-08-04",13.035
"905","2010-08-05",12.735
"906","2010-08-06",12.5
"907","2010-08-09",12.68
"908","2010-08-10",12.165
"909","2010-08-11",11.515
"910","2010-08-12",11.45
"911","2010-08-13",11.295
"912","2010-08-16",11.14
"913","2010-08-17",11.53
"914","2010-08-18",11.87
"915","2010-08-19",11.65
"916","2010-08-20",11.89
"917","2010-08-23",11.75
"918","2010-08-24",11.78
"919","2010-08-25",11.72
"920","2010-08-26",11.225
"921","2010-08-27",11.72
"922","2010-08-30",11.55
"923","2010-08-31",12.07
"924","2010-09-01",14.005
"925","2010-09-02",15.115
"926","2010-09-03",15
"927","2010-09-07",14.945
"928","2010-09-08",14.95
"929","2010-09-09",14.985
"930","2010-09-10",14.735
"931","2010-09-13",15.095
"932","2010-09-14",15.18
"933","2010-09-15",15.74
"934","2010-09-16",16
"935","2010-09-17",15.7
"936","2010-09-20",15.655
"937","2010-09-21",15.58
"938","2010-09-22",14.76
"939","2010-09-23",14.47
"940","2010-09-24",14.915
"941","2010-09-27",15.585
"942","2010-09-28",15.745
"943","2010-09-29",15.895
"944","2010-09-30",15.69
"945","2010-10-01",15.775
"946","2010-10-04",15.605
"947","2010-10-05",16.115
"948","2010-10-06",14.945
"949","2010-10-07",14.9
"950","2010-10-08",15.17
"951","2010-10-11",15.47
"952","2010-10-12",15.795
"953","2010-10-13",15.255
"954","2010-10-14",15.33
"955","2010-10-15",14.42
"956","2010-10-18",14.675
"957","2010-10-19",14.145
"958","2010-10-20",14.36
"959","2010-10-21",14.27
"960","2010-10-22",14.11
"961","2010-10-25",14.39
"962","2010-10-26",14.305
"963","2010-10-27",13.79
"964","2010-10-28",13.385
"965","2010-10-29",13.2
"966","2010-11-01",13.695
"967","2010-11-02",14.275
"968","2010-11-03",13.8
"969","2010-11-04",13.865
"970","2010-11-05",14.765
"971","2010-11-08",14.43
"972","2010-11-09",14.02
"973","2010-11-10",14.04
"974","2010-11-11",13.44
"975","2010-11-12",12.96
"976","2010-11-15",12.9
"977","2010-11-16",12.33
"978","2010-11-17",12.915
"979","2010-11-18",13.59
"980","2010-11-19",13.68
"981","2010-11-22",13.86
"982","2010-11-23",13.7
"983","2010-11-24",14.045
"984","2010-11-26",14.025
"985","2010-11-29",13.92
"986","2010-11-30",13.685
"987","2010-12-01",13.925
"988","2010-12-02",13.8
"989","2010-12-03",14.79
"990","2010-12-06",15.29
"991","2010-12-07",15.45
"992","2010-12-08",15.805
"993","2010-12-09",16.93
"994","2010-12-10",17.49
"995","2010-12-13",17.535
"996","2010-12-14",17.344999
"997","2010-12-15",17.174999
"998","2010-12-16",17.565001
"999","2010-12-17",17.26
"1000","2010-12-20",17.715
"1001","2010-12-21",17.790001
