"","date","SMHI"
"145","2017-12-27",12.37
"146","2017-12-28",12.3
"147","2017-12-29",11.7
"148","2018-01-02",12.15
"149","2018-01-03",12.29
"150","2018-01-04",12.97
"151","2018-01-05",12.93
"152","2018-01-08",13.05
"153","2018-01-09",13.04
"154","2018-01-10",12.92
"155","2018-01-11",13.45
"156","2018-01-12",13.97
"157","2018-01-16",14
"158","2018-01-17",14.09
"159","2018-01-18",14.57
"160","2018-01-19",15.54
"161","2018-01-22",15.79
"162","2018-01-23",15.47
"163","2018-01-24",15.15
"164","2018-01-25",15.5
"165","2018-01-26",15.46
"166","2018-01-29",14.92
"167","2018-01-30",15.08
"168","2018-01-31",14.96
"169","2018-02-01",14.99
"170","2018-02-02",14.85
"171","2018-02-05",14.67
"172","2018-02-06",14.65
"173","2018-02-07",14.38
"174","2018-02-08",14.19
"175","2018-02-09",14.2
"176","2018-02-12",13.99
"177","2018-02-13",13.6
"178","2018-02-14",13.78
"179","2018-02-15",14.33
"180","2018-02-16",14.96
"181","2018-02-20",14.89
"182","2018-02-21",15.07
"183","2018-02-22",15.47
"184","2018-02-23",16
"185","2018-02-26",16.26
"186","2018-02-27",16.459999
"187","2018-02-28",16.92
"188","2018-03-01",16.950001
"189","2018-03-02",17.5
"190","2018-03-05",17.719999
"191","2018-03-06",18.6
"192","2018-03-07",18
"193","2018-03-08",18.08
"194","2018-03-09",18.540001
"195","2018-03-12",19.08
"196","2018-03-13",19.35
"197","2018-03-14",19.379999
"198","2018-03-15",19.4
"199","2018-03-16",19.5
"200","2018-03-19",18.99
"201","2018-03-20",18.83
"202","2018-03-21",19.209999
"203","2018-03-22",18.450001
"204","2018-03-23",18.58
"205","2018-03-26",19.17
"206","2018-03-27",18.75
"207","2018-03-28",18.32
"208","2018-03-29",19.02
"209","2018-04-02",19.25
"210","2018-04-03",19.690001
"211","2018-04-04",19.799999
"212","2018-04-05",20.540001
"213","2018-04-06",20.559999
"214","2018-04-09",20.34
"215","2018-04-10",21.139999
"216","2018-04-11",22.629999
"217","2018-04-12",23.08
"218","2018-04-13",23.799999
"219","2018-04-16",24.32
"220","2018-04-17",23.65
"221","2018-04-18",23.889999
"222","2018-04-19",23.76
"223","2018-04-20",22.969999
"224","2018-04-23",21.98
"225","2018-04-24",22.040001
"226","2018-04-25",22.17
"227","2018-04-26",22.200001
"228","2018-04-27",23.57
"229","2018-04-30",23.690001
"230","2018-05-01",23.23
"231","2018-05-02",23.99
"232","2018-05-03",23.48
"233","2018-05-04",23.92
"234","2018-05-07",23.52
"235","2018-05-08",24
"236","2018-05-09",24.25
"237","2018-05-10",24.200001
"238","2018-05-11",22.950001
"239","2018-05-14",22.08
"240","2018-05-15",22.24
"241","2018-05-16",22.41
"242","2018-05-17",22.950001
"243","2018-05-18",22.77
"244","2018-05-21",23.08
"245","2018-05-22",22.99
"246","2018-05-23",23.25
"247","2018-05-24",23.719999
"248","2018-05-25",23.629999
"249","2018-05-29",23.49
"250","2018-05-30",23.5
"251","2018-05-31",23.48
"252","2018-06-01",23.209999
"253","2018-06-04",23.35
"254","2018-06-05",22.610001
"255","2018-06-06",22.68
"256","2018-06-07",22.85
"257","2018-06-08",22.120001
"258","2018-06-11",21.99
"259","2018-06-12",21.65
"260","2018-06-13",21.74
"261","2018-06-14",22.440001
"262","2018-06-15",22.65
"263","2018-06-18",22.549999
"264","2018-06-19",23.08
"265","2018-06-20",23.16
"266","2018-06-21",21.99
"267","2018-06-22",22.41
"268","2018-06-25",22.389999
"269","2018-06-26",22.709999
"270","2018-06-27",23.059999
"271","2018-06-28",22.75
"272","2018-06-29",23.09
"273","2018-07-02",22.950001
"274","2018-07-03",23.23
"275","2018-07-05",23.540001
"276","2018-07-06",23.15
"277","2018-07-09",22.700001
"278","2018-07-10",22.9
"279","2018-07-11",22.93
"280","2018-07-12",22.9
"281","2018-07-13",23.110001
"282","2018-07-16",23.200001
"283","2018-07-17",23
"284","2018-07-18",23.07
"285","2018-07-19",23
"286","2018-07-20",23.389999
"287","2018-07-23",23.49
"288","2018-07-24",23.780001
"289","2018-07-25",24
"290","2018-07-26",24.48
"291","2018-07-27",24.66
"292","2018-07-30",25.16
"293","2018-07-31",25.299999
"294","2018-08-01",24
"295","2018-08-02",23.690001
"296","2018-08-03",21.85
"297","2018-08-06",21.120001
"298","2018-08-07",21.24
"299","2018-08-08",21.33
"300","2018-08-09",20.49
"301","2018-08-10",20.65
"302","2018-08-13",20.23
"303","2018-08-14",21.16
"304","2018-08-15",20.24
"305","2018-08-16",20.41
"306","2018-08-17",20.76
"307","2018-08-20",20.82
"308","2018-08-21",21.110001
"309","2018-08-22",20.549999
"310","2018-08-23",20.74
"311","2018-08-24",20.9
"312","2018-08-27",20.610001
"313","2018-08-28",20.129999
"314","2018-08-29",20.51
"315","2018-08-30",21.549999
"316","2018-08-31",20.48
"317","2018-09-04",20.450001
"318","2018-09-05",20.23
"319","2018-09-06",20.67
"320","2018-09-07",19.85
"321","2018-09-10",20.120001
"322","2018-09-11",19.85
"323","2018-09-12",20.440001
"324","2018-09-13",21.049999
"325","2018-09-14",21.870001
"326","2018-09-17",20.950001
"327","2018-09-18",22.24
"328","2018-09-19",21.139999
"329","2018-09-20",21.41
"330","2018-09-21",21.34
"331","2018-09-24",21.84
"332","2018-09-25",21.969999
"333","2018-09-26",22.1
"334","2018-09-27",22.370001
"335","2018-09-28",22.629999
"336","2018-10-01",22.379999
"337","2018-10-02",22.309999
"338","2018-10-03",22.389999
"339","2018-10-04",22.469999
"340","2018-10-05",21.01
"341","2018-10-08",21.870001
"342","2018-10-09",22.030001
"343","2018-10-10",20.34
"344","2018-10-11",19.940001
"345","2018-10-12",19.540001
"346","2018-10-15",21.120001
"347","2018-10-16",20.49
"348","2018-10-17",19.700001
"349","2018-10-18",19.440001
"350","2018-10-19",19.65
"351","2018-10-22",20
"352","2018-10-23",19.780001
"353","2018-10-24",18.91
"354","2018-10-25",19.790001
"355","2018-10-26",20.190001
"356","2018-10-29",18.549999
"357","2018-10-30",19.120001
"358","2018-10-31",18.280001
"359","2018-11-01",18.809999
"360","2018-11-02",18.66
"361","2018-11-05",17.469999
"362","2018-11-06",17.23
"363","2018-11-07",17.040001
"364","2018-11-08",17.290001
"365","2018-11-09",17.67
"366","2018-11-12",16.57
"367","2018-11-13",18
"368","2018-11-14",18.01
"369","2018-11-15",18.4
"370","2018-11-16",18
"371","2018-11-19",18.52
"372","2018-11-20",18.66
"373","2018-11-21",19.42
"374","2018-11-23",19.5
"375","2018-11-26",19.75
"376","2018-11-27",19.120001
"377","2018-11-28",18.700001
"378","2018-11-29",18.26
"379","2018-11-30",17.99
"380","2018-12-03",17.709999
"381","2018-12-04",15.93
"382","2018-12-06",15.53
"383","2018-12-07",15.18
"384","2018-12-10",15.12
"385","2018-12-11",14.82
"386","2018-12-12",15.55
"387","2018-12-13",15.3
"388","2018-12-14",15.1
"389","2018-12-17",14.49
"390","2018-12-18",13.49
"391","2018-12-19",12.86
"392","2018-12-20",12.15
"393","2018-12-21",12.05
"394","2018-12-24",12.29
"395","2018-12-26",12.04
"396","2018-12-27",12.01
"397","2018-12-28",11.81
"398","2018-12-31",11.76
"399","2019-01-02",12.34
"400","2019-01-03",12.07
"401","2019-01-04",12.31
"402","2019-01-07",12.59
"403","2019-01-08",13.04
"404","2019-01-09",13.17
"405","2019-01-10",12.87
"406","2019-01-11",13.93
"407","2019-01-14",13.33
"408","2019-01-15",14.01
"409","2019-01-16",13.81
"410","2019-01-17",13.99
"411","2019-01-18",14.29
"412","2019-01-22",13.91
"413","2019-01-23",12.5
"414","2019-01-24",13.86
"415","2019-01-25",14.36
"416","2019-01-28",13.46
"417","2019-01-29",13.13
"418","2019-01-30",13.27
"419","2019-01-31",13.25
"420","2019-02-01",13.31
"421","2019-02-04",13.12
"422","2019-02-05",12.74
"423","2019-02-06",13.11
"424","2019-02-07",13.15
"425","2019-02-08",12.73
"426","2019-02-11",12.99
"427","2019-02-12",13.17
"428","2019-02-13",13.56
"429","2019-02-14",13.2
"430","2019-02-15",13.57
"431","2019-02-19",14.02
"432","2019-02-20",13.82
"433","2019-02-21",13.71
"434","2019-02-22",13.82
"435","2019-02-25",14.35
"436","2019-02-26",14.12
"437","2019-02-27",14.01
"438","2019-02-28",13.72
"439","2019-03-01",14.27
"440","2019-03-04",14.01
"441","2019-03-05",13.5
"442","2019-03-06",12.6
"443","2019-03-07",12.09
"444","2019-03-08",12.08
"445","2019-03-11",12.95
"446","2019-03-12",13.1
"447","2019-03-13",13.56
"448","2019-03-14",13.56
"449","2019-03-15",13.11
"450","2019-03-18",13.87
"451","2019-03-19",13.4
"452","2019-03-20",13.65
"453","2019-03-21",13.53
"454","2019-03-22",13.08
"455","2019-03-25",13.23
"456","2019-03-26",13.67
"457","2019-03-27",13.82
"458","2019-03-28",13.42
"459","2019-03-29",13.31
"460","2019-04-01",13.78
"461","2019-04-02",13.97
"462","2019-04-03",14.14
"463","2019-04-04",13.98
"464","2019-04-05",13.87
"465","2019-04-08",13.7
"466","2019-04-09",13.84
"467","2019-04-10",14.02
"468","2019-04-11",13.74
"469","2019-04-12",12.69
"470","2019-04-15",12.95
"471","2019-04-16",13.28
"472","2019-04-17",13.82
"473","2019-04-18",14.27
"474","2019-04-22",13.95
"475","2019-04-23",13.99
"476","2019-04-24",13.8
"477","2019-04-25",13.85
"478","2019-04-26",13.82
"479","2019-04-29",13.83
"480","2019-04-30",13.58
"481","2019-05-01",13.29
"482","2019-05-02",13.09
"483","2019-05-03",13.26
"484","2019-05-06",13.28
"485","2019-05-07",12.89
"486","2019-05-08",13.34
"487","2019-05-09",13.5
"488","2019-05-10",13.55
"489","2019-05-13",12.73
"490","2019-05-14",13.42
"491","2019-05-15",13.52
"492","2019-05-16",13.56
"493","2019-05-17",13.53
"494","2019-05-20",14.12
"495","2019-05-21",13.76
"496","2019-05-22",13.89
"497","2019-05-23",14.01
"498","2019-05-24",13.95
"499","2019-05-28",13.91
"500","2019-05-29",13.88
"501","2019-05-30",13.96
"502","2019-05-31",13.77
"503","2019-06-03",13.75
"504","2019-06-04",14
"505","2019-06-05",13.85
"506","2019-06-06",14.11
"507","2019-06-07",13.74
"508","2019-06-10",13.97
"509","2019-06-11",13.83
"510","2019-06-12",13.79
"511","2019-06-13",14.14
"512","2019-06-14",13.84
"513","2019-06-17",14.31
"514","2019-06-18",14.72
"515","2019-06-19",14.67
"516","2019-06-20",13.74
"517","2019-06-21",13.96
"518","2019-06-24",13.78
"519","2019-06-25",13.9
"520","2019-06-26",13.74
"521","2019-06-27",14.31
"522","2019-06-28",14.96
"523","2019-07-01",14.9
"524","2019-07-02",13.96
"525","2019-07-03",13.77
"526","2019-07-05",13.87
"527","2019-07-08",13.8
"528","2019-07-09",13.47
"529","2019-07-10",13.88
"530","2019-07-11",14.22
"531","2019-07-12",14.52
"532","2019-07-15",14.46
"533","2019-07-16",13.73
"534","2019-07-17",13.42
"535","2019-07-18",13.29
"536","2019-07-19",13.16
"537","2019-07-22",13.4
"538","2019-07-23",13.56
"539","2019-07-24",13.92
"540","2019-07-25",13.62
"541","2019-07-26",13.95
"542","2019-07-29",13.75
"543","2019-07-30",14.44
"544","2019-07-31",14.08
"545","2019-08-01",13.61
"546","2019-08-02",13.45
"547","2019-08-05",13.13
"548","2019-08-06",12.54
"549","2019-08-07",12.32
"550","2019-08-08",12.87
"551","2019-08-09",12.51
"552","2019-08-12",12.28
"553","2019-08-13",12.39
"554","2019-08-14",11.94
"555","2019-08-15",11.33
"556","2019-08-16",11.49
"557","2019-08-19",11.57
"558","2019-08-20",11.13
"559","2019-08-21",11.9
"560","2019-08-22",11.85
"561","2019-08-23",11.07
"562","2019-08-26",11.05
"563","2019-08-27",11.06
"564","2019-08-28",11.96
"565","2019-08-29",13.41
"566","2019-08-30",13.03
"567","2019-09-03",12.96
"568","2019-09-04",13.29
"569","2019-09-05",13.87
"570","2019-09-06",13.57
"571","2019-09-09",13.81
"572","2019-09-10",14.1
"573","2019-09-11",13.89
"574","2019-09-12",14.11
"575","2019-09-13",13.98
"576","2019-09-16",14.09
"577","2019-09-17",13.72
"578","2019-09-18",13.78
"579","2019-09-19",13.19
"580","2019-09-20",13.45
"581","2019-09-23",13.51
"582","2019-09-24",12.83
"583","2019-09-25",13.13
"584","2019-09-26",12.84
"585","2019-09-27",12.71
"586","2019-09-30",12.57
"587","2019-10-01",12.56
"588","2019-10-02",12.66
"589","2019-10-03",12.83
"590","2019-10-04",12.9
"591","2019-10-07",13
"592","2019-10-08",12.88
"593","2019-10-09",12.95
"594","2019-10-10",13.33
"595","2019-10-11",13.69
"596","2019-10-14",13.36
"597","2019-10-15",13.5
"598","2019-10-16",13.48
"599","2019-10-17",13.33
"600","2019-10-18",13.35
"601","2019-10-21",13.64
"602","2019-10-22",13.92
"603","2019-10-23",13.85
"604","2019-10-24",13.64
"605","2019-10-25",13.79
"606","2019-10-28",13.77
"607","2019-10-29",13.77
"608","2019-10-30",13.52
"609","2019-10-31",13.01
"610","2019-11-01",13.29
"611","2019-11-04",13.79
"612","2019-11-05",13.94
"613","2019-11-06",13.81
"614","2019-11-07",13.62
"615","2019-11-08",13.7
"616","2019-11-11",13.66
"617","2019-11-12",13.07
"618","2019-11-13",12.53
"619","2019-11-14",12.15
"620","2019-11-15",12.3
"621","2019-11-18",12.32
"622","2019-11-19",12.05
"623","2019-11-20",11.85
"624","2019-11-21",11.66
"625","2019-11-22",11.53
"626","2019-11-25",11.9
"627","2019-11-26",11.71
"628","2019-11-27",11.72
"629","2019-11-29",11.83
"630","2019-12-02",11.8
"631","2019-12-03",11.6
"632","2019-12-04",11.71
"633","2019-12-05",11.68
"634","2019-12-06",12.22
"635","2019-12-09",12.35
"636","2019-12-10",12.22
"637","2019-12-11",12.69
"638","2019-12-12",12.87
"639","2019-12-13",13.13
"640","2019-12-16",13.22
"641","2019-12-17",13.38
"642","2019-12-18",13.69
"643","2019-12-19",13.9
"644","2019-12-20",13.93
"645","2019-12-23",14.09
"646","2019-12-24",14.22
"647","2019-12-26",13.92
"648","2019-12-27",13.92
"649","2019-12-30",13.75
"650","2019-12-31",13.79
"651","2020-01-02",13.85
"652","2020-01-03",13.75
"653","2020-01-06",13.89
"654","2020-01-07",13.67
"655","2020-01-08",13.36
"656","2020-01-09",13.37
"657","2020-01-10",13.08
"658","2020-01-13",12.59
"659","2020-01-14",12.63
"660","2020-01-15",12.25
"661","2020-01-16",12.65
"662","2020-01-17",12.08
"663","2020-01-21",12.15
"664","2020-01-22",12.1
"665","2020-01-23",11.8
"666","2020-01-24",11.45
"667","2020-01-27",10.67
"668","2020-01-28",10.62
"669","2020-01-29",10.57
"670","2020-01-30",10.58
"671","2020-01-31",10.44
"672","2020-02-03",9.82
"673","2020-02-04",9.82
"674","2020-02-05",9.52
"675","2020-02-06",9.36
"676","2020-02-07",9.06
"677","2020-02-10",8.68
"678","2020-02-11",8.93
"679","2020-02-12",9.21
"680","2020-02-13",9.03
"681","2020-02-14",8.91
"682","2020-02-18",8.66
"683","2020-02-19",8.85
"684","2020-02-20",8.85
"685","2020-02-21",8.75
"686","2020-02-24",8.32
"687","2020-02-25",7.85
"688","2020-02-26",7.92
"689","2020-02-27",7.77
"690","2020-02-28",7.95
"691","2020-03-02",8.13
"692","2020-03-03",7.05
"693","2020-03-04",8
"694","2020-03-05",6.97
"695","2020-03-06",7.28
"696","2020-03-09",5.67
"697","2020-03-10",6.23
"698","2020-03-11",6.03
"699","2020-03-12",5.96
"700","2020-03-13",6.56
"701","2020-03-16",5.73
"702","2020-03-17",5.16
"703","2020-03-18",4.14
"704","2020-03-19",4.53
"705","2020-03-20",3.73
"706","2020-03-23",3.66
"707","2020-03-24",4.62
"708","2020-03-25",4.28
"709","2020-03-26",4.81
"710","2020-03-27",4.26
"711","2020-03-30",3.81
"712","2020-03-31",4.38
"713","2020-04-01",3.63
"714","2020-04-02",3.6
"715","2020-04-03",3.94
"716","2020-04-06",4.79
"717","2020-04-07",4.13
"718","2020-04-08",4.14
"719","2020-04-09",4.19
"720","2020-04-13",3.72
"721","2020-04-14",3.82
"722","2020-04-15",3.45
"723","2020-04-16",3.03
"724","2020-04-17",3.17
"725","2020-04-20",2.97
"726","2020-04-21",2.97
"727","2020-04-22",3.05
"728","2020-04-23",3.03
"729","2020-04-24",3.05
"730","2020-04-27",3.01
"731","2020-04-28",3.03
"732","2020-04-29",3.32
"733","2020-04-30",3.13
"734","2020-05-01",2.99
"735","2020-05-04",2.84
"736","2020-05-05",2.61
"737","2020-05-06",2.58
"738","2020-05-07",2.39
"739","2020-05-08",2.41
"740","2020-05-11",2.29
"741","2020-05-12",2.09
"742","2020-05-13",1.95
"743","2020-05-14",1.82
"744","2020-05-15",1.87
"745","2020-05-18",1.78
"746","2020-05-19",1.56
"747","2020-05-20",1.5
"748","2020-05-21",1.49
"749","2020-05-22",1.54
"750","2020-05-26",1.57
"751","2020-05-27",1.51
"752","2020-05-28",1.52
"753","2020-05-29",1.55
"754","2020-06-01",1.5
"755","2020-06-02",1.51
"756","2020-06-03",1.82
"757","2020-06-04",2.45
"758","2020-06-05",3.31
"759","2020-06-08",4.79
"760","2020-06-09",4.39
"761","2020-06-10",3.93
"762","2020-06-11",3.56
"763","2020-06-12",3.43
"764","2020-06-15",3.54
"765","2020-06-16",3.65
"766","2020-06-17",3.14
"767","2020-06-18",3.39
"768","2020-06-19",3.24
"769","2020-06-22",3.05
"770","2020-06-23",3.02
"771","2020-06-24",2.56
"772","2020-06-25",2.36
"773","2020-06-26",2.68
"774","2020-06-29",2.66
"775","2020-06-30",2.55
"776","2020-07-01",2.67
"777","2020-07-02",2.61
"778","2020-07-06",2.36
"779","2020-07-07",2.26
"780","2020-07-08",2.33
"781","2020-07-09",2.23
"782","2020-07-10",2.33
"783","2020-07-13",2.18
"784","2020-07-14",2.4
"785","2020-07-15",2.33
"786","2020-07-16",2.33
"787","2020-07-17",2.23
"788","2020-07-20",2.21
"789","2020-07-21",2.33
"790","2020-07-22",2.3
"791","2020-07-23",2.31
"792","2020-07-24",2.34
"793","2020-07-27",2.53
"794","2020-07-28",2.75
"795","2020-07-29",2.43
"796","2020-07-30",2.54
"797","2020-07-31",2.46
"798","2020-08-03",2.42
"799","2020-08-04",2.42
"800","2020-08-05",2.56
"801","2020-08-06",2.52
"802","2020-08-07",2.5
"803","2020-08-10",2.86
"804","2020-08-11",2.77
"805","2020-08-12",2.77
"806","2020-08-13",3.28
"807","2020-08-14",3.35
"808","2020-08-17",3.39
"809","2020-08-18",3.13
"810","2020-08-19",3.11
"811","2020-08-20",2.92
"812","2020-08-21",2.79
"813","2020-08-24",2.81
"814","2020-08-25",2.75
"815","2020-08-26",2.61
"816","2020-08-27",2.65
"817","2020-08-28",2.95
"818","2020-08-31",2.68
"819","2020-09-01",2.68
"820","2020-09-02",2.58
"821","2020-09-03",2.44
"822","2020-09-04",2.5
"823","2020-09-08",2.43
"824","2020-09-09",2.37
"825","2020-09-10",2.37
"826","2020-09-11",2.23
"827","2020-09-14",2.34
"828","2020-09-15",2.34
"829","2020-09-16",2.36
"830","2020-09-17",2.37
"831","2020-09-18",2.37
"832","2020-09-21",2.29
"833","2020-09-22",2.28
"834","2020-09-23",2.15
"835","2020-09-24",2.15
"836","2020-09-25",2.03
"837","2020-09-28",2.11
"838","2020-09-29",2.07
"839","2020-09-30",2.03
"840","2020-10-01",1.99
"841","2020-10-02",2.05
"842","2020-10-05",2.18
"843","2020-10-06",2.21
"844","2020-10-07",2.19
"845","2020-10-08",2.24
"846","2020-10-09",2.31
"847","2020-10-12",2.15
"848","2020-10-13",2.08
"849","2020-10-14",2.07
"850","2020-10-15",2.09
"851","2020-10-16",2.05
"852","2020-10-19",2.03
"853","2020-10-20",2.11
"854","2020-10-21",2.1
"855","2020-10-22",2.14
"856","2020-10-23",2.05
"857","2020-10-26",1.94
"858","2020-10-27",1.84
"859","2020-10-28",1.68
"860","2020-10-29",1.79
"861","2020-10-30",1.72
"862","2020-11-02",1.81
"863","2020-11-03",1.81
"864","2020-11-04",1.7
"865","2020-11-05",1.78
"866","2020-11-06",1.82
"867","2020-11-09",1.88
"868","2020-11-10",1.75
"869","2020-11-11",1.7
"870","2020-11-12",1.64
"871","2020-11-13",1.68
"872","2020-11-16",1.95
"873","2020-11-17",2.01
"874","2020-11-18",2.05
"875","2020-11-19",2.07
"876","2020-11-20",2.02
"877","2020-11-23",2.35
"878","2020-11-24",2.28
"879","2020-11-25",2.13
"880","2020-11-27",2.15
